longitude,latitude,OBJECTNUMMER,Boomsoort,Wetenschappelijke_naam,Plantjaar,Stamomtrek,Stamdiameter,Beschermwaarde,Toelichting,Referentienummer_stadsdeel,Volgnummer,Groep,Weblink,COORDS,CENTERLNG2,CENTERLAT2,onbekend
4.889366,52.411122,341,Koningslinde,Tilia europea,1960,100-200 cm,,Beeldbepalende waarde,,1486,N341,Monumentale boom,,POINT(4.889366 52.411122),4,889366,52
4.889255,52.411173,342,Koningslinde,Tilia europea,1960,,,Beeldbepalende waarde,,1487,N342,Monumentale boom,,POINT(4.889255 52.411173),4,889255,52
4.889149,52.411225,343,Zwarte linde,Tilia europaea,1960,100-200 cm,,Beeldbepalende waarde,,1488,N343,Monumentale boom,,POINT(4.889149 52.411225),4,889149,52
4.889029,52.41128,344,Zwarte linde,Tilia europaea,1960,100-200 cm,,Beeldbepalende waarde,,1489,N344,Monumentale boom,,POINT(4.889029 52.41128),4,889029,52
4.890329,52.410665,345,Zwarte linde,Tilia europaea,1960,100-200 cm,,Beeldbepalende waarde,,1496,N345,Monumentale boom,,POINT(4.890329 52.410665),4,890329,52
4.890208,52.410722,346,Koningslinde,Tilia europea,1960,100-200 cm,,Beeldbepalende waarde,,1497,N346,Monumentale boom,,POINT(4.890208 52.410722),4,890208,52
4.889953,52.410845,347,Koningslinde,Tilia europea,1960,100-200 cm,,Beeldbepalende waarde,,1499,N347,Monumentale boom,,POINT(4.889953 52.410845),4,889953,52
4.889824,52.410903,348,Zwarte linde,Tilia europaea,1960,100-200 cm,,Beeldbepalende waarde,,1500,N348,Monumentale boom,,POINT(4.889824 52.410903),4,889824,52
4.889704,52.410961,349,Zwarte linde,Tilia europaea,1960,100-200 cm,,Beeldbepalende waarde,,1501,N349,Monumentale boom,,POINT(4.889704 52.410961),4,889704,52
4.890458,52.410605,350,Koningslinde,Tilia europea,1960,100-200 cm,,Beeldbepalende waarde,,1506,N350,Monumentale boom,,POINT(4.890458 52.410605),4,890458,52
4.890579,52.410549,351,Koningslinde,Tilia europea,1960,100-200 cm,,Beeldbepalende waarde,,1507,N351,Monumentale boom,,POINT(4.890579 52.410549),4,890579,52
4.890708,52.41049,352,Zwarte linde,Tilia europaea,1960,100-200 cm,,Beeldbepalende waarde,,1508,N352,Monumentale boom,,POINT(4.890708 52.41049),4,890708,52
4.898882,52.409292,353,Els,Alnus x spaethii,1960,100-200 cm,,Beeldbepalende waarde,,2751,N353,Monumentale boom,,POINT(4.898882 52.409292),4,898882,52
4.907763,52.392123,354,Hollandse iep,Ulmus x hol. `Belgica`,1960,200-300 cm,,Beeldbepalende waarde,,3713,N354,Monumentale boom,,POINT(4.907763 52.392123),4,907763,52
4.907644,52.392009,355,Hollandse iep,Ulmus x hol. `Belgica`,1960,200-300 cm,,Beeldbepalende waarde,,3714,N355,Monumentale boom,,POINT(4.907644 52.392009),4,907644,52
4.907523,52.391884,356,Hollandse iep,Ulmus x hol. `Belgica`,1960,200-300 cm,,Beeldbepalende waarde,,3715,N356,Monumentale boom,,POINT(4.907523 52.391884),4,907523,52
4.907453,52.391773,357,Hollandse iep,Ulmus x hol. `Belgica`,1960,200-300 cm,,Beeldbepalende waarde,,3716,N357,Monumentale boom,,POINT(4.907453 52.391773),4,907453,52
4.908816,52.392617,358,Hollandse iep,Ulmus x hol. `Belgica`,1960,200-300 cm,,Beeldbepalende waarde,,3871,N358,Monumentale boom,,POINT(4.908816 52.392617),4,908816,52
4.909007,52.392542,359,Hollandse iep,Ulmus x hol. `Belgica`,1960,200-300 cm,,Beeldbepalende waarde,,3872,N359,Monumentale boom,,POINT(4.909007 52.392542),4,909007,52
4.914359,52.387331,360,Hollandse iep,Ulmus x hol. `Belgica`,1960,300-400 cm,,Beeldbepalende waarde,,4288,N360,Monumentale boom,,POINT(4.914359 52.387331),4,914359,52
4.915475,52.38807,361,Hollandse iep,Ulmus x hollandica,1960,100-200 cm,,Beeldbepalende waarde,,4299,N361,Monumentale boom,,POINT(4.915475 52.38807),4,915475,52
4.95083,52.397353,362,Gele treurwilg,Salix sepulcralis `Tristis`,1960,200-300 cm,,Beeldbepalende waarde,,6738,N362,Monumentale boom,,POINT(4.95083 52.397353),4,95083,52
4.918531,52.394692,363,Doodsbeenderenboom,Gymnocladus dioica,1960,100-200 cm,,,,20885,N363,Monumentale boom,,POINT(4.918531 52.394692),4,918531,52
4.916761,52.387118,364,Italiaanse populier,Populus nigra `Italica`,1960,200-300 cm,,Beeldbepalende waarde,,24955,N364,Monumentale boom,,POINT(4.916761 52.387118),4,916761,52
4.941333,52.394014,365,Lijsterbes,Sorbus intermedia,1960,100-200 cm,,Beeldbepalende waarde,,31540,N365,Monumentale boom,,POINT(4.941333 52.394014),4,941333,52
4.941289,52.393964,366,Lijsterbes,Sorbus intermedia,1960,100-200 cm,,Beeldbepalende waarde,,31541,N366,Monumentale boom,,POINT(4.941289 52.393964),4,941289,52
4.939693,52.392869,367,Rode paardenkastanje,Aesculus x carnea,1960,100-200 cm,,Beeldbepalende waarde,,31793,N367,Monumentale boom,,POINT(4.939693 52.392869),4,939693,52
4.9396,52.392897,368,Rode paardenkastanje,Aesculus x carnea,1960,,,,,31794,N368,Monumentale boom,,POINT(4.9396 52.392897),4,9396,52
4.938373,52.393261,369,Rode paardenkastanje,Aesculus x carnea,1960,100-200 cm,,Beeldbepalende waarde,,31795,N369,Monumentale boom,,POINT(4.938373 52.393261),4,938373,52
4.938555,52.393821,370,Gewone lijsterbes,Sorbus aucuparia,1960,50  -100 cm,,Beeldbepalende waarde,,32123,N370,Monumentale boom,,POINT(4.938555 52.393821),4,938555,52
4.940476,52.394457,371,Gewone es,Fraxinus exc. `Westhofs Glorie`,1960,100-200 cm,,Beeldbepalende waarde,,32295,N371,Monumentale boom,,POINT(4.940476 52.394457),4,940476,52
4.94059,52.394422,372,Gewone es,Fraxinus exc. `Westhofs Glorie`,1960,200-300 cm,,Beeldbepalende waarde,,32296,N372,Monumentale boom,,POINT(4.94059 52.394422),4,94059,52
4.940041,52.394322,373,Lijsterbes,Sorbus intermedia,1960,100-200 cm,,Beeldbepalende waarde,,32532,N373,Monumentale boom,,POINT(4.940041 52.394322),4,940041,52
4.940085,52.39438,374,Lijsterbes,Sorbus intermedia,1960,100-200 cm,,Beeldbepalende waarde,,32533,N374,Monumentale boom,,POINT(4.940085 52.39438),4,940085,52
4.941216,52.394042,375,Lijsterbes,Sorbus intermedia,1960,100-200 cm,,Beeldbepalende waarde,,32536,N375,Monumentale boom,,POINT(4.941216 52.394042),4,941216,52
4.916862,52.389668,376,Italiaanse populier,Populus nigra `Italica`,1960,,,Beeldbepalende waarde,,35203,N376,Monumentale boom,,POINT(4.916862 52.389668),4,916862,52
4.916879,52.389637,377,Italiaanse populier,Populus nigra `Italica`,1960,300-400 cm,,Beeldbepalende waarde,,35205,N377,Monumentale boom,,POINT(4.916879 52.389637),4,916879,52
4.910712,52.388655,378,Dubbelbloemige paardenkastanje,Aesculus hip. `Baumannii`,1960,100-200 cm,,Beeldbepalende waarde,,35222,N378,Monumentale boom,,POINT(4.910712 52.388655),4,910712,52
4.918551,52.395688,379,Zeulvormige zomereik,Quercus rob. `Fastigiata`,1960,100-200 cm,,Beeldbepalende waarde,,44993,N379,Monumentale boom,,POINT(4.918551 52.395688),4,918551,52
4.919301,52.392515,380,Moseik (Turkse eik),Quercus cerris,1960,100-200 cm,,Beeldbepalende waarde,,52335,N380,Monumentale boom,,POINT(4.919301 52.392515),4,919301,52
4.90099,52.410561,381,Gewone esdoorn,Acer ps. `Atropurpureum`,1960,100-200 cm,,Beeldbepalende waarde,,57213,N381,Monumentale boom,,POINT(4.90099 52.410561),4,90099,52
4.900975,52.410694,382,Italiaanse els,Alnus cordata,1960,200-300 cm,,Beeldbepalende waarde,,57214,N382,Monumentale boom,,POINT(4.900975 52.410694),4,900975,52
4.901354,52.412,383,Olijfwilg,Eleagnus angustifolia,1960,100-200 cm,,Beeldbepalende waarde,,57361,N383,Monumentale boom,,POINT(4.901354 52.412),4,901354,52
4.899334,52.413509,384,Noordse bol esdoorn,Acer pl. `Globosum`,1960,100-200 cm,,Beeldbepalende waarde,,171455,N384,Monumentale boom,,POINT(4.899334 52.413509),4,899334,52
4.915758,52.401005,385,Hollandse iep,Ulmus x hol. `Belgica`,1960,200-300 cm,,Beeldbepalende waarde,,171460,N385,Monumentale boom,,POINT(4.915758 52.401005),4,915758,52
4.915775,52.400997,386,Hollandse iep,Ulmus x hol. `Belgica`,1960,200-300 cm,,Beeldbepalende waarde,,171461,N386,Monumentale boom,,POINT(4.915775 52.400997),4,915775,52
4.884125,52.412071,387,Katzuraboom,Cercidiphyllum japonicum,1960,300-400 cm,,,,180546,N387,Monumentale boom,,POINT(4.884125 52.412071),4,884125,52
4.935184,52.389257,388,Canadese populier,Populus euramericana,1950,,,,,239357,N388,Monumentale boom,,POINT(4.935184 52.389257),4,935184,52
4.92904,52.388479,389,Hollandse iep,Ulmus x hollandica,1950,,,,,239366,N389,Monumentale boom,,POINT(4.92904 52.388479),4,92904,52
4.929546,52.388346,390,Hollandse iep,Ulmus x hollandica,1950,,,,,239373,N390,Monumentale boom,,POINT(4.929546 52.388346),4,929546,52
4.930164,52.388091,391,Hollandse iep,Ulmus x hollandica,1950,,,,,239382,N391,Monumentale boom,,POINT(4.930164 52.388091),4,930164,52
4.931522,52.388104,392,Hollandse iep,Ulmus x hol. `Belgica`,1950,,,,,239391,N392,Monumentale boom,,POINT(4.931522 52.388104),4,931522,52
4.931018,52.388272,393,Canadese populier,Populus euramericana,1950,,,,,239392,N393,Monumentale boom,,POINT(4.931018 52.388272),4,931018,52
4.930856,52.388369,394,Canadese populier,Populus euramericana,1950,,,,,239393,N394,Monumentale boom,,POINT(4.930856 52.388369),4,930856,52
4.936407,52.387311,395,Gladde iep,Ulmus minor,1950,300-400 cm,,Beeldbepalende waarde,,239402,N395,Monumentale boom,,POINT(4.936407 52.387311),4,936407,52
4.93696,52.388112,396,Hollandse iep,Ulmus x hollandica,1950,200-300 cm,,Beeldbepalende waarde,,239403,N396,Monumentale boom,,POINT(4.93696 52.388112),4,93696,52
4.937783,52.387796,397,Reuze zilverspar,Abies grandis,1950,300-400 cm,,Beeldbepalende waarde,,239405,N397,Monumentale boom,,POINT(4.937783 52.387796),4,937783,52
4.937712,52.387618,398,Reuze zilverspar,Abies grandis,1950,200-300 cm,,Beeldbepalende waarde,,239406,N398,Monumentale boom,,POINT(4.937712 52.387618),4,937712,52
4.936089,52.387133,399,Gladde iep,Ulmus minor,1950,200-300 cm,,Beeldbepalende waarde,,239407,N399,Monumentale boom,,POINT(4.936089 52.387133),4,936089,52
4.93425,52.387285,400,Italiaanse populier,Populus nigra `Italica`,1950,,,Beeldbepalende waarde,,239410,N400,Monumentale boom,,POINT(4.93425 52.387285),4,93425,52
4.933815,52.387549,401,Gladde iep,Ulmus minor,1950,300-400 cm,,Beeldbepalende waarde,,239411,N401,Monumentale boom,,POINT(4.933815 52.387549),4,933815,52
4.934341,52.388231,402,Canadese populier,Populus x canadensis,1950,400-500 cm,,Beeldbepalende waarde,,239412,N402,Monumentale boom,,POINT(4.934341 52.388231),4,934341,52
4.936051,52.388503,403,Gladde iep,Ulmus minor,1950,200-300 cm,,Beeldbepalende waarde,,239413,N403,Monumentale boom,,POINT(4.936051 52.388503),4,936051,52
4.934493,52.388606,404,Reuze zilverspar,Abies grandis,1950,200-300 cm,,Beeldbepalende waarde,,239414,N404,Monumentale boom,,POINT(4.934493 52.388606),4,934493,52
4.934582,52.388596,405,Reuze zilverspar,Abies grandis,1950,300-400 cm,,Beeldbepalende waarde,,239415,N405,Monumentale boom,,POINT(4.934582 52.388596),4,934582,52
4.934667,52.388542,406,Reuze zilverspar,Abies grandis,1950,400-500 cm,,Beeldbepalende waarde,,239416,N406,Monumentale boom,,POINT(4.934667 52.388542),4,934667,52
4.935108,52.391381,407,Hollandse iep,Ulmus x hollandica,1950,,,,,239418,N407,Monumentale boom,,POINT(4.935108 52.391381),4,935108,52
4.93897,52.391487,408,Bruine beuk,Fagus syl. `Purpurea`,1870,,,,,239420,N408,Monumentale boom,,POINT(4.93897 52.391487),4,93897,52
4.939879,52.391307,409,Bruine beuk,Fagus sylvatica `Atropunicea`,1890,,,,,239422,N409,Monumentale boom,,POINT(4.939879 52.391307),4,939879,52
4.941256,52.390803,410,Huntingdon iep,Ulmus x hol. `Vegeta`,1960,100-200 cm,,Beeldbepalende waarde,,239423,N410,Monumentale boom,,POINT(4.941256 52.390803),4,941256,52
4.946496,52.387545,411,Hollandse iep,Ulmus x hollandica,1960,200-300 cm,,Beeldbepalende waarde,,239426,N411,Monumentale boom,,POINT(4.946496 52.387545),4,946496,52
4.904139,52.383586,412,Gewone vleugelnoot,Pterocarya fraxinifolia,1950,300-400 cm,,Beeldbepalende waarde,,239436,N412,Monumentale boom,,POINT(4.904139 52.383586),4,904139,52
4.904644,52.38367,413,Gewone plataan,Platanus x hispanica,1950,400-500 cm,,Beeldbepalende waarde,,239438,N413,Monumentale boom,,POINT(4.904644 52.38367),4,904644,52
4.904628,52.383481,414,Gewone plataan,Platanus acerifolia,1950,200-300 cm,,Beeldbepalende waarde,,239442,N414,Monumentale boom,,POINT(4.904628 52.383481),4,904628,52
4.905388,52.383976,415,Hollandse iep,Ulmus x hol. `Belgica`,1950,400-500 cm,,Beeldbepalende waarde,,239443,N415,Monumentale boom,,POINT(4.905388 52.383976),4,905388,52
4.905702,52.383716,416,Gewone plataan,Platanus x hispanica,1950,300-400 cm,,Beeldbepalende waarde,,239444,N416,Monumentale boom,,POINT(4.905702 52.383716),4,905702,52
4.906025,52.38403,417,Gewone gouden regen,Laburnum anagyroides,1950,50  -100 cm,,Beeldbepalende waarde,,239445,N417,Monumentale boom,,POINT(4.906025 52.38403),4,906025,52
4.906026,52.384327,418,Gewone es,Fraxinus excelsior,1950,200-300 cm,,Beeldbepalende waarde,,239446,N418,Monumentale boom,,POINT(4.906026 52.384327),4,906026,52
4.90599,52.384529,419,Hollandse iep,Ulmus x hollandica,1950,300-400 cm,,Beeldbepalende waarde,,239447,N419,Monumentale boom,,POINT(4.90599 52.384529),4,90599,52
4.904461,52.383457,420,Pluim iep,Ulmus glabra `Exoniensis`,1950,200-300 cm,,Beeldbepalende waarde,,239448,N420,Monumentale boom,,POINT(4.904461 52.383457),4,904461,52
4.913794,52.388412,421,Gewone plataan,Platanus x hispanica,1926,200-300 cm,,Beeldbepalende waarde,,239461,N421,Monumentale boom,,POINT(4.913794 52.388412),4,913794,52
4.913841,52.388351,422,Gewone plataan,Platanus x hispanica,1926,200-300 cm,,Beeldbepalende waarde,,239462,N422,Monumentale boom,,POINT(4.913841 52.388351),4,913841,52
4.913904,52.388266,423,Gewone plataan,Platanus x hispanica,1926,200-300 cm,,Beeldbepalende waarde,,239463,N423,Monumentale boom,,POINT(4.913904 52.388266),4,913904,52
4.923495,52.396916,424,Bruine beuk,Fagus sylvatica `Atropunicea`,1920,,,,,284735,N424,Monumentale boom,,POINT(4.923495 52.396916),4,923495,52
4.909648,52.393463,425,Italiaanse populier,Populus nigra `Italica`,1960,,,,,284738,N425,Monumentale boom,,POINT(4.909648 52.393463),4,909648,52
4.909687,52.393449,426,Italiaanse populier,Populus nigra `Italica`,1960,,,,,284739,N426,Monumentale boom,,POINT(4.909687 52.393449),4,909687,52
4.959765,52.385224,427,Hollandse iep,Ulmus x hol. `Belgica`,1955,200-300 cm,,,,285072,N427,Monumentale boom,,POINT(4.959765 52.385224),4,959765,52
4.904749,52.38371,428,Gewone plataan,Platanus acerifolia,1950,,,,,285105,N428,Monumentale boom,,POINT(4.904749 52.38371),4,904749,52
4.909648,52.393447,429,Italiaanse populier,Populus nigra `Italica`,1960,,,,,300699,N429,Monumentale boom,,POINT(4.909648 52.393447),4,909648,52
4.921669,52.396739,430,Hollandse iep,Ulmus x hol. `Belgica`,1940,300-400 cm,,,,307774,N430,Monumentale boom,,POINT(4.921669 52.396739),4,921669,52
4.906066,52.384065,431,Gewone es,Fraxinus exc. `Westhofs Glorie`,1950,200-300 cm,,Beeldbepalende waarde,,310563,N431,Monumentale boom,,POINT(4.906066 52.384065),4,906066,52
4.905794,52.384013,432,Gewone es,Fraxinus exc. `Westhofs Glorie`,1950,200-300 cm,,Beeldbepalende waarde,,310564,N432,Monumentale boom,,POINT(4.905794 52.384013),4,905794,52
4.904923,52.383787,433,Koningslinde,Tilia europa,1950,100-200 cm,,Beeldbepalende waarde,,310588,N433,Monumentale boom,,POINT(4.904923 52.383787),4,904923,52
4.904466,52.383917,434,Gewone esdoorn,Acer pseudoplatanus,1950,,,Beeldbepalende waarde,,310590,N434,Monumentale boom,,POINT(4.904466 52.383917),4,904466,52
4.934951,52.389207,435,Canadese populier,Populus euramericana,1950,400-500 cm,,,,324689,N435,Monumentale boom,,POINT(4.934951 52.389207),4,934951,52
4.931675,52.387832,436,Hollandse iep,Ulmus x hollandica,1950,,,Beeldbepalende waarde,,324797,N436,Monumentale boom,,POINT(4.931675 52.387832),4,931675,52
4.930627,52.388067,437,Hollandse iep,Ulmus x hollandica,1950,300-400 cm,,Beeldbepalende waarde,,324810,N437,Monumentale boom,,POINT(4.930627 52.388067),4,930627,52
4.931393,52.387797,438,Hollandse iep,Ulmus x hollandica,1950,200-300 cm,,Beeldbepalende waarde,,325050,N438,Monumentale boom,,POINT(4.931393 52.387797),4,931393,52
4.928082,52.388947,439,Grauwe abeel,Populus canescens,1950,300-400 cm,,Beeldbepalende waarde,,325139,N439,Monumentale boom,,POINT(4.928082 52.388947),4,928082,52
4.995538,52.390451,440,Hollandse iep,Ulmus x hol. `Belgica`,1950,100-200 cm,,,,326209,N440,Monumentale boom,,POINT(4.995538 52.390451),4,995538,52
4.910176,52.393393,441,Gewone plataan,Platanus acerifolia,1960,,,Beeldbepalende waarde,,326210,N441,Monumentale boom,,POINT(4.910176 52.393393),4,910176,52
4.917783,52.393061,442,Zomereik,Quercus robur,1950,200-300 cm,,Beeldbepalende waarde,,326236,N442,Monumentale boom,,POINT(4.917783 52.393061),4,917783,52
4.920258,52.398382,443,Hollandse iep,Ulmus x hol. `Belgica`,1940,200-300 cm,,Beeldbepalende waarde,,326312,N443,Monumentale boom,,POINT(4.920258 52.398382),4,920258,52
4.95261,52.397413,444,Watercipres,Metasequoia glyptostroboides,1960,300-400 cm,,Beeldbepalende waarde,,328484,N444,Monumentale boom,,POINT(4.95261 52.397413),4,95261,52
4.962144,52.383417,445,Venijnboom,Taxus baccata,1955,,,,,329224,N445,Monumentale boom,,POINT(4.962144 52.383417),4,962144,52
4.890404,52.412567,446,Gewone vleugelnoot,Pterocarya fraxinifolia,1955,200-300 cm,,Beeldbepalende waarde,,329227,N446,Monumentale boom,,POINT(4.890404 52.412567),4,890404,52
4.890249,52.412479,447,Gewone vleugelnoot,Pterocarya fraxinifolia,1962,200-300 cm,,Beeldbepalende waarde,,329228,N447,Monumentale boom,,POINT(4.890249 52.412479),4,890249,52
4.941162,52.390279,448,Bruine beuk,Fagus sylvatica `Atropunicea`,1930,,,,,329229,N448,Monumentale boom,,POINT(4.941162 52.390279),4,941162,52
4.941143,52.390231,449,Bruine beuk,Fagus sylvatica `Atropunicea`,1930,,,,,329230,N449,Monumentale boom,,POINT(4.941143 52.390231),4,941143,52
4.934507,52.391703,450,Paardenkastanje,Aesculus hippocastanum,1890,,,,,331427,N450,Monumentale boom,,POINT(4.934507 52.391703),4,934507,52
4.929929,52.388511,451,Hollandse iep,Ulmus x hollandica,1955,,,,,325388,N451,Monumentale boom,,POINT(4.929929 52.388511),4,929929,52
4.915877,52.395264,452,Gewone plataan,Platanus acerifolia,1940,,,,,326215,N452,Monumentale boom,,POINT(4.915877 52.395264),4,915877,52
4.923427,52.402913,453,Gewone esdoorn,Acer pseudoplatanus,1955,,,,,327234,N453,Monumentale boom,,POINT(4.923427 52.402913),4,923427,52
4.930315,52.38849,454,Hollandse iep,Ulmus x hollandica,1950,,,,,334366,N454,Monumentale boom,,POINT(4.930315 52.38849),4,930315,52
4.940973,52.354652,455,Zuilvormige haagbeuk,Carpinus betulus `Fastigiata`,1948,,50-100 cm,Beeldbepalende waarde,,17,O001,Monumentale boom,,POINT(4.940973 52.354652),4,940973,52
4.939343,52.353633,456,Zuilvormige haagbeuk,Carpinus betulus `Fastigiata`,1948,,50-100 cm,Beeldbepalende waarde,,28,O002,Monumentale boom,,POINT(4.939343 52.353633),4,939343,52
4.93926,52.353635,457,Zuilvormige haagbeuk,Carpinus betulus `Fastigiata`,1948,,50-100 cm,Beeldbepalende waarde,,29,O003,Monumentale boom,,POINT(4.93926 52.353635),4,93926,52
4.939298,52.353591,458,Zuilvormige haagbeuk,Carpinus betulus `Fastigiata`,1948,,50-100 cm,Beeldbepalende waarde,,30,O004,Monumentale boom,,POINT(4.939298 52.353591),4,939298,52
4.94009,52.353944,459,Hongaarse zilverlinde,Tilia tomentosa,1948,,50-100 cm,Beeldbepalende waarde,,33,O005,Monumentale boom,,POINT(4.94009 52.353944),4,94009,52
4.940278,52.354054,460,Hongaarse zilverlinde,Tilia tomentosa,1948,,50-100 cm,Beeldbepalende waarde,,34,O006,Monumentale boom,,POINT(4.940278 52.354054),4,940278,52
4.933566,52.355274,461,Boomhazelaar,Corylus colurna,1935,,50-100 cm,Beeldbepalende waarde - Zeldzaamheidswaarde,,279,O007,Monumentale boom,,POINT(4.933566 52.355274),4,933566,52
4.93241,52.355138,462,Gladde iep,Ulmus minor,1920,,> 100 cm,Beeldbepalende waarde,,337,O008,Monumentale boom,,POINT(4.93241 52.355138),4,93241,52
4.931783,52.355501,463,Ruwe iep,Ulmus glabra,1920,,> 100 cm,Beeldbepalende waarde,,338,O009,Monumentale boom,,POINT(4.931783 52.355501),4,931783,52
4.943656,52.353359,464,Italiaanse populier,Populus nigra `Italica`,1950,,> 100 cm,Beeldbepalende waarde,,663,O010,Monumentale boom,,POINT(4.943656 52.353359),4,943656,52
4.943772,52.353427,465,Italiaanse populier,Populus nigra `Italica`,1950,,> 100 cm,Beeldbepalende waarde,,664,O011,Monumentale boom,,POINT(4.943772 52.353427),4,943772,52
4.944794,52.351111,466,Zilveresdoorn,Acer saccharinum,1950,,50-100 cm,Beeldbepalende waarde,,971,O012,Monumentale boom,,POINT(4.944794 52.351111),4,944794,52
4.941589,52.352141,467,Italiaanse populier,Populus nigra `Italica`,1954,,> 100 cm,Beeldbepalende waarde,,1028,O013,Monumentale boom,,POINT(4.941589 52.352141),4,941589,52
4.941558,52.352119,468,Italiaanse populier,Populus nigra `Italica`,1954,,> 100 cm,Beeldbepalende waarde,,1029,O014,Monumentale boom,,POINT(4.941558 52.352119),4,941558,52
4.940227,52.353,469,Italiaanse populier,Populus nigra `Italica`,1954,,> 100 cm,Beeldbepalende waarde,,1032,O015,Monumentale boom,,POINT(4.940227 52.353),4,940227,52
4.940196,52.353014,470,Italiaanse populier,Populus nigra `Italica`,1954,,> 100 cm,Beeldbepalende waarde,,1033,O016,Monumentale boom,,POINT(4.940196 52.353014),4,940196,52
4.939948,52.352885,471,Italiaanse populier,Populus nigra `Italica`,1954,,> 100 cm,Beeldbepalende waarde,,1034,O017,Monumentale boom,,POINT(4.939948 52.352885),4,939948,52
4.939926,52.352874,472,Italiaanse populier,Populus nigra `Italica`,1954,,> 100 cm,Beeldbepalende waarde,,1035,O018,Monumentale boom,,POINT(4.939926 52.352874),4,939926,52
4.939949,52.352858,473,Italiaanse populier,Populus nigra `Italica`,1954,,> 100 cm,Beeldbepalende waarde,,1036,O019,Monumentale boom,,POINT(4.939949 52.352858),4,939949,52
4.940085,52.353099,474,Italiaanse populier,Populus nigra `Italica`,1954,,> 100 cm,Beeldbepalende waarde,,1037,O020,Monumentale boom,,POINT(4.940085 52.353099),4,940085,52
4.940111,52.353078,475,Italiaanse populier,Populus nigra `Italica`,1954,,> 100 cm,Beeldbepalende waarde,,1038,O021,Monumentale boom,,POINT(4.940111 52.353078),4,940111,52
4.940075,52.353059,476,Italiaanse populier,Populus nigra `Italica`,1954,,> 100 cm,Beeldbepalende waarde,,1039,O022,Monumentale boom,,POINT(4.940075 52.353059),4,940075,52
4.939793,52.35295,477,Italiaanse populier,Populus nigra `Italica`,1954,,> 100 cm,Beeldbepalende waarde,,1040,O023,Monumentale boom,,POINT(4.939793 52.35295),4,939793,52
4.940568,52.350103,478,Gewone vleugelnoot,Pterocarya fraxinifolia,1955,,> 100 cm,Beeldbepalende waarde,,1116,O024,Monumentale boom,,POINT(4.940568 52.350103),4,940568,52
4.938499,52.353266,479,Zwarte els,Alnus glutinosa `Imperialis`,1947,,25-50 cm,Beeldbepalende waarde - Zeldzaamheidswaarde,,1200,O025,Monumentale boom,,POINT(4.938499 52.353266),4,938499,52
4.938531,52.353211,480,Zwarte els,Alnus glutinosa `Imperialis`,1947,,25-50 cm,Beeldbepalende waarde - Zeldzaamheidswaarde,,1201,O026,Monumentale boom,,POINT(4.938531 52.353211),4,938531,52
4.945208,52.352753,481,Treurwilg,Salix sepulcralis `Chrysocoma`,1960,,50-100 cm,Beeldbepalende waarde,,1227,O027,Monumentale boom,,POINT(4.945208 52.352753),4,945208,52
4.94374,52.35266,482,Gewone vleugelnoot,Pterocarya fraxinifolia,1960,,50-100 cm,Beeldbepalende waarde,,1238,O028,Monumentale boom,,POINT(4.94374 52.35266),4,94374,52
4.94502,52.35132,483,Zilveresdoorn,Acer saccharinum `Pyramidalis`,1950,,50-100 cm,Beeldbepalende waarde,,1264,O029,Monumentale boom,,POINT(4.94502 52.35132),4,94502,52
4.938936,52.353462,484,Zuilvormige haagbeuk,Carpinus betulus `Fastigiata`,1948,,50-100 cm,Beeldbepalende waarde,,1410,O030,Monumentale boom,,POINT(4.938936 52.353462),4,938936,52
4.938998,52.353433,485,Zuilvormige haagbeuk,Carpinus betulus `Fastigiata`,1948,,50-100 cm,Beeldbepalende waarde,,1411,O031,Monumentale boom,,POINT(4.938998 52.353433),4,938998,52
4.938913,52.353421,486,Zuilvormige haagbeuk,Carpinus betulus `Fastigiata`,1948,,50-100 cm,Beeldbepalende waarde,,1412,O032,Monumentale boom,,POINT(4.938913 52.353421),4,938913,52
4.941178,52.353526,487,Zuilvormige haagbeuk,Carpinus betulus `Fastigiata`,1970,,50-100 cm,Beeldbepalende waarde,,1419,O033,Beschermwaardige houtopstand,,POINT(4.941178 52.353526),4,941178,52
4.941413,52.353682,488,Zuilvormige haagbeuk,Carpinus betulus `Fastigiata`,1970,,50-100 cm,Beeldbepalende waarde,,1424,O034,Beschermwaardige houtopstand,,POINT(4.941413 52.353682),4,941413,52
4.941647,52.354646,489,Italiaanse populier,Populus nigra `Italica`,1950,,> 100 cm,Beeldbepalende waarde,,1444,O035,Monumentale boom,,POINT(4.941647 52.354646),4,941647,52
4.943427,52.354677,490,Canadese populier,Populus canadensis `Robusta`,1934,,> 100 cm,Beeldbepalende waarde,,1502,O036,Monumentale boom,,POINT(4.943427 52.354677),4,943427,52
4.943908,52.354497,491,Canadese populier,Populus canadensis `Robusta`,1934,,> 100 cm,Beeldbepalende waarde,,1528,O037,Monumentale boom,,POINT(4.943908 52.354497),4,943908,52
4.944043,52.354438,492,Canadese populier,Populus canadensis `Robusta`,1934,,> 100 cm,Beeldbepalende waarde,,1529,O038,Monumentale boom,,POINT(4.944043 52.354438),4,944043,52
4.944287,52.354099,493,Canadese populier,Populus canadensis `Robusta`,1934,,> 100 cm,Beeldbepalende waarde,,1534,O039,Monumentale boom,,POINT(4.944287 52.354099),4,944287,52
4.944427,52.354028,494,Canadese populier,Populus canadensis `Robusta`,1934,,> 100 cm,Beeldbepalende waarde,,1535,O040,Monumentale boom,,POINT(4.944427 52.354028),4,944427,52
