FID,ID,GEMEENTE,WOONPLAATS,POSTCODEGEBIED_6,DD_BRONBESTAND,DD_BIJGEWERKT,GEOMETRIE
GEO_IND_POSTCODEGEBIED_6.796,796,Nijmegen,Nijmegen,6537HG,2022-04-06,2023-02-01,"POLYGON ((183025.247694044 424893.120548236, 183025.443251185 424860.402945223, 183091.714801364 424844.749648745, 183106.09088653 424851.35632732, 183105.197000001 424853.870000001, 183104.644650935 424855.34268938, 183102.701196846 424860.524384019, 183098.623580678 424871.396244568, 183089.947000001 424894.530000001, 183084.286670063 424910.917140052, 183081.73879786 424918.293448338, 183081.186097157 424919.893564217, 183079.871881429 424923.698331329, 183078.427539064 424927.879826201, 183025.247694044 424893.120548236))"
GEO_IND_POSTCODEGEBIED_6.797,797,Nijmegen,Nijmegen,6543ZJ,2022-04-06,2023-02-01,"POLYGON ((185567.971053422 428343.328986585, 185544.555 428347.236375, 185541.46580965 428326.775567425, 185540.652545658 428321.389030447, 185540.15502979 428318.093805719, 185539.555985143 428314.126119736, 185539.555482748 428314.122792193, 185538.115662147 428304.586347717, 185537.835783436 428302.732611362, 185537.307119039 428299.231078837, 185536.88421199 428296.430014875, 185536.601263654 428294.555947306, 185535.828454624 428289.437357945, 185535.798059514 428289.236040308, 185535.336656317 428286.180002654, 185534.862277499 428283.038022846, 185534.363414216 428279.733873707, 185533.596465125 428274.654096808, 185533.385495546 428273.256770174, 185533.136594264 428271.608208361, 185532.241512165 428265.67976093, 185532.241510447 428265.679749553, 185532.083049449 428264.630205946, 185531.319259377 428259.571352355, 185530.682499932 428255.353867836, 185530.600351062 428254.809766621, 185530.187567003 428252.075750828, 185530.152746916 428251.845124999, 185528.581915119 428241.440946718, 185526.951570549 428230.642594156, 185524.795125 428216.3596875, 185543.872891833 428215.739340133, 185556.067972653 428215.342795488, 185561.019035544 428248.169108083, 185560.994747434 428248.626462633, 185561.766060457 428253.566497546, 185562.437277333 428255.400242544, 185563.266610708 428260.419699227, 185564.498239141 428263.85984586, 185564.329877641 428269.665971987, 185565.39894017 428272.745791733, 185566.142942007 428277.878431356, 185566.423729522 428278.707341, 185567.194141976 428283.691676115, 185568.696700075 428287.981424173, 185568.635835872 428290.51274887, 185569.630124224 428297.375394813, 185569.452481749 428302.34264353, 185570.051019515 428303.993605901, 185570.512809276 428306.44131912, 185576.331549426 428310.010735381, 185582.375216674 428312.221826122, 185588.558053357 428312.724523403, 185604.327767334 428308.560004068, 185604.995775469 428311.585314008, 185606.425397991 428318.059862742, 185610.440019648 428336.241489827, 185610.440187499 428336.242249999, 185610.440079278 428336.242268058, 185610.439925475 428336.242293722, 185593.767570277 428339.024375159, 185586.777482637 428340.19079663, 185583.77419955 428340.691948268, 185580.591284302 428341.223074754, 185567.971053422 428343.328986585))"
GEO_IND_POSTCODEGEBIED_6.798,798,Nijmegen,Nijmegen,6532ZM,2022-04-06,2023-02-01,"POLYGON ((185867.624000002 427220.901999999, 185861.039198958 427216.908271848, 185867.197979769 427207.27243924, 185898.681578654 427192.16957584, 185901.73615447 427195.135209321, 185907.344027692 427197.97648049, 185911.631443795 427201.518859734, 185911.670409117 427201.565158962, 185918.013376797 427205.109157554, 185919.383486357 427206.29776288, 185923.320891192 427207.914740666, 185929.324851098 427212.058644745, 185930.148671392 427212.93193573, 185934.756323674 427214.657699498, 185940.215781412 427218.053459117, 185940.709551581 427218.21947909, 185945.839070654 427221.314097603, 185949.775086688 427224.970556768, 185954.429705949 427226.130554404, 185959.812012407 427229.453996061, 185961.729931475 427230.10413705, 185964.114865859 427231.568186511, 185969.367412708 427236.056821461, 185969.684120157 427237.696393629, 185976.599188278 427245.705748161, 185961.009563074 427277.861180486, 185948.14333731 427270.013611211, 185946.947911202 427269.284478257, 185939.776755326 427264.910534915, 185935.85521633 427262.518648631, 185929.08582756 427258.389757354, 185919.699541915 427252.664727483, 185919.606046141 427252.607701081, 185911.008401324 427247.363691334, 185900.733157489 427241.096454206, 185900.732141216 427241.095834345, 185888.842854083 427233.844134732, 185881.626286617 427229.442493243, 185867.624000002 427220.901999999))"
GEO_IND_POSTCODEGEBIED_6.799,799,Nijmegen,Nijmegen,6538NZ,2022-04-06,2023-02-01,"POLYGON ((183602.091128553 425780.896425607, 183606.717566909 425780.52950414, 183614.331107131 425781.152250085, 183619.220108983 425780.736931816, 183625.340234952 425779.314382837, 183629.387095718 425777.7890978, 183631.126311113 425778.132848801, 183636.123790631 425778.522683686, 183636.332215515 425778.514289216, 183644.413324372 425820.866489635, 183637.854758099 425822.731137624, 183637.375614934 425825.4566865, 183636.926045873 425828.014006609, 183636.521946568 425830.312677419, 183635.459450212 425836.356561507, 183634.419649283 425842.271345361, 183633.744995153 425846.109035096, 183632.954392996 425850.606281391, 183631.98 425856.149, 183638.424883125 425870.479405806, 183640.121866346 425874.252702813, 183640.122000001 425874.252999999, 183636.615406357 425875.520094151, 183621.659961705 425880.924186667, 183619.969351711 425881.535082098, 183615.803581131 425883.040367306, 183592.343440012 425891.517599242, 183591.663507663 425891.763290187, 183588.389938964 425881.038988244, 183587.774468281 425876.447092717, 183588.11052405 425866.467455244, 183587.735219019 425863.599399039, 183587.795742176 425863.118236083, 183588.003843181 425862.424795304, 183588.632576335 425857.690497577, 183588.66410486 425857.585840149, 183589.088358436 425854.14968946, 183591.216271096 425846.951131606, 183593.006460866 425843.328044264, 183593.27667355 425839.490847102, 183592.851600248 425833.365095367, 183592.743573488 425832.835538222, 183593.670028938 425829.031286206, 183594.015694843 425825.774394021, 183594.290975626 425824.589301201, 183594.530555655 425821.986147454, 183595.210587773 425819.028944287, 183595.544780543 425815.259003305, 183596.065976386 425812.889840738, 183599.393239802 425807.88945361, 183597.281 425807.535, 183598.951654692 425798.282885672, 183599.818124639 425793.484360248, 183602.091128553 425780.896425607))"
GEO_IND_POSTCODEGEBIED_6.800,800,Nijmegen,Nijmegen,6546DN,2022-04-06,2023-02-01,"POLYGON ((183272.304445782 427508.375058071, 183284.968512083 427493.692758165, 183285.91714219 427492.592947773, 183288.572918199 427489.513928845, 183288.979738809 427489.042274476, 183288.979745427 427489.042266803, 183291.237664726 427486.424509795, 183296.333568925 427480.516486892, 183300.651000001 427475.511, 183306.619844129 427480.658434631, 183307.569034268 427481.477000854, 183309.053070066 427482.756809322, 183310.887168585 427484.338506219, 183311.565193467 427484.923223909, 183313.907143301 427486.942883566, 183319.050000001 427491.377999999, 183320.039192994 427492.295472743, 183323.451402983 427495.46028455, 183325.021096587 427496.916169407, 183328.446080883 427500.092829334, 183331.065909604 427502.522710524, 183335.806129652 427506.919246617, 183335.806803927 427506.919872005, 183340.772449446 427511.525489366, 183340.772542507 427511.52557568, 183340.772648545 427511.52567403, 183340.772821303 427511.525834262, 183340.772999998 427511.526000001, 183340.772270147 427511.526892458, 183340.771951388 427511.527282234, 183333.144124926 427520.854533343, 183329.479284183 427525.335874136, 183325.921598506 427529.686186488, 183322.48970897 427533.882676227, 183319.984388305 427536.946164242, 183312.835612524 427525.56610888, 183308.282764764 427521.369110788, 183304.136569518 427519.178009448, 183297.897061995 427517.657116737, 183283.614833672 427517.270558274, 183282.064481397 427517.049139685, 183278.210787217 427517.322628322, 183277.456254809 427517.454543184, 183272.304445782 427508.375058071))"
GEO_IND_POSTCODEGEBIED_6.801,801,Nijmegen,Nijmegen,6524BB,2022-04-06,2023-02-01,"POLYGON ((187942.872787828 428130.993307216, 187921.471489087 428124.188455748, 187908.329275379 428099.953957651, 187895.497148956 428055.688694742, 187911.743343293 428064.098678983, 187912.643450014 428064.56462708, 187922.344858588 428069.58664587, 187929.616634318 428073.35094402, 187935.546742867 428076.420716449, 187936.87660435 428077.109130848, 187943.170289368 428080.367111808, 187955.813710135 428086.912088878, 187965.38315261 428091.865794265, 187977.946230057 428098.369180914, 187977.951900701 428098.372116372, 187942.872787828 428130.993307216))"
GEO_IND_POSTCODEGEBIED_6.802,802,Nijmegen,Nijmegen,6534AR,2022-04-06,2023-02-01,"POLYGON ((185294.122000001 424976.581999999, 185314.213269125 424992.808956189, 185321.887591753 424999.007215557, 185327.023328788 425003.155155608, 185333.311548258 425008.233912018, 185340.875340095 425014.342899857, 184967.441450921 425296.802113502, 184966.332063936 425300.542099199, 184965.203192683 425330.798006994, 184961.980095118 425355.989760863, 184957.370804999 425378.263127943, 184928.18406021 425396.301391093, 184878.6 425317.391, 184836.642000001 425247.259, 184861.982000001 425229.204999998, 184890.741970888 425207.090567379, 184915.38167709 425188.144333924, 185006.956 425117.73, 185028.741592984 425097.792734158, 185095.627 425036.581999999, 185107.176 425017.41, 185137.308071744 424958.436407311, 185142.712 424947.86, 185178.163 424896.806, 185184.23 424888.550999999, 185210.47291115 424909.367944292, 185219.988063016 424916.915749686, 185225.143777057 424921.00547172, 185229.463856452 424924.432334372, 185239.265000001 424932.206999999, 185260.945136659 424949.744526006, 185270.040894101 424957.102278645, 185273.179412081 424959.641092932, 185275.896199042 424961.838759983, 185275.896242515 424961.838795149, 185275.896275138 424961.838821539, 185275.896371936 424961.838899841, 185277.509122355 424963.143488131, 185284.03570839 424968.422983096, 185294.122000001 424976.581999999))"
GEO_IND_POSTCODEGEBIED_6.803,803,Nijmegen,Nijmegen,6535LP,2022-04-06,2023-02-01,"POLYGON ((184812.002431548 423928.288785004, 184821.122134081 423913.188794148, 184821.123093957 423913.18720483, 184823.992 423908.437, 184826.469999999 423904.535, 184827.888 423902.301, 184848.83723141 423873.250139926, 184927.947866859 423935.330013577, 184927.945938551 423935.332217267, 184925.591124603 423938.023322608, 184920.610034798 423943.715762723, 184918.732 423945.862, 184913.639450139 423951.958180631, 184922.83696476 423963.900825616, 184927.957506077 423967.990657406, 184933.102389666 423970.328096901, 184940.02636651 423971.748145855, 184940.16501766 423974.310430337, 184939.497369636 423979.407368773, 184936.902376536 423986.363174468, 184933.076284062 423991.398184638, 184923.779562365 423997.831431718, 184922.877628796 423997.054565563, 184916.376684717 423991.455080629, 184910.924038131 423986.758530092, 184906.631662834 423983.061360801, 184895.739999998 423973.68, 184893.921378938 423975.7653662, 184890.601648132 423979.572016508, 184890.60154191 423979.572138309, 184883.747517817 423987.431472228, 184812.002431548 423928.288785004))"
GEO_IND_POSTCODEGEBIED_6.804,804,Nijmegen,Nijmegen,6538GG,2022-04-06,2023-02-01,"POLYGON ((184023.951406633 424791.877195693, 184062.383557349 424784.763930567, 184063.482148983 424791.107992422, 184064.305999044 424795.86549793, 184065.327805736 424801.766148059, 184066.55807285 424808.870599277, 184067.561999999 424814.668000001, 184067.602246868 424814.887461229, 184069.178389119 424823.481971161, 184070.22894464 424829.210521261, 184071.460585973 424835.926510037, 184072.137503565 424839.617658449, 184072.303547499 424840.523075611, 184073.392044728 424846.458517184, 184073.645221957 424847.839061486, 184074.464430513 424852.306105034, 184074.550383341 424852.774795236, 184075.64932436 424858.767185511, 184075.940763856 424860.356369255, 184075.940767541 424860.356389351, 184076.742853493 424864.73006544, 184076.742863871 424864.73012203, 184077.028320676 424866.286682895, 184078.295622021 424873.197121335, 184079.611651749 424880.37326965, 184080.039999999 424882.708999999, 184050.261395388 424887.87862541, 184048.34464951 424870.295464471, 184045.969169905 424864.574972066, 184042.20243101 424859.372357987, 184038.262319536 424855.778125287, 184038.05816155 424853.026450743, 184037.242687638 424849.693681644, 184037.162734154 424848.408730201, 184036.150154593 424844.15030737, 184035.938838286 424841.104378909, 184034.91661011 424836.853810949, 184034.875628745 424836.247762188, 184034.548135586 424834.840464683, 184032.898747052 424831.829153336, 184030.906327612 424825.995361202, 184030.161735478 424820.747566583, 184028.342088975 424815.567330965, 184028.336286641 424814.902565538, 184027.471985547 424810.174061139, 184027.129519931 424809.224481631, 184026.278366715 424804.239009153, 184026.02124166 424803.535863575, 184024.900457452 424797.529600604, 184024.89936016 424797.196930263, 184023.951406633 424791.877195693))"
GEO_IND_POSTCODEGEBIED_6.805,805,Nijmegen,Nijmegen,6538PG,2022-04-06,2023-02-01,"POLYGON ((183498.301030968 425767.634383292, 183503.678822651 425726.786, 183503.678822651 425726.786, 183526.944205069 425757.106036676, 183524.390045955 425763.298833344, 183510.794 425760.006000001, 183498.301030968 425767.634383292))"
GEO_IND_POSTCODEGEBIED_6.806,806,Nijmegen,Nijmegen,6544AE,2022-04-06,2023-02-01,"POLYGON ((184081.177632229 427535.572632916, 184169.088748894 427540.31671323, 184202.822757704 427456.748422518, 184196.177277694 427451.138947435, 184185.418000001 427442.057, 184205.817491517 427414.007205537, 184218.545828735 427424.347475707, 184224.385854159 427427.416150781, 184237.750831503 427429.636381524, 184247.236138503 427428.835736746, 184247.958772592 427429.425731139, 184248.022267832 427429.97781459, 184247.997541867 427433.199457233, 184249.353539326 427446.327192205, 184255.803464874 427458.795907692, 184270.756471452 427469.651918549, 184267.312795859 427473.277970765, 184247.331 427494.318, 184259.070554124 427503.656161462, 184262.448151918 427506.34285239, 184262.449437499 427506.343874998, 184264.322055667 427507.860427302, 184265.967985228 427509.193394326, 184268.37131748 427511.139748967, 184272.639055247 427514.596004841, 184282.089729484 427522.249696356, 184282.089901923 427522.249836007, 184286.340170998 427525.691944744, 184295.22017106 427532.883471975, 184302.670762389 427538.917383018, 184309.827988302 427544.713710123, 184311.889722739 427546.383419498, 184317.264904402 427550.736546191, 184324.687263173 427556.747592908, 184325.19125 427557.155749999, 184335.16925 427575.052625, 184340.355 427592.339000002, 184346.572000001 427598.026999999, 184353.748 427598.300000001, 184357.022999998 427598.423999999, 184376.251299286 427589.037856628, 184384.936999999 427584.798, 184400.68 427595.381000001, 184392.75 427602.973000001, 184369.971000001 427646.322000001, 184369.937657298 427646.336200298, 184296.016585786 427677.818385246, 184295.811114869 427677.905893088, 184294.216377825 427678.585074349, 184289.734312501 427680.4939375, 184263.7245 427685.230124999, 184263.170187499 427687.725375, 184192.287625 427706.580125, 184161.2366875 427713.969875, 184153.271749999 427694.787374999, 184148.032249998 427683.197999999, 184146.568999998 427678.447000001, 184133.210999999 427682.552000001, 184100.774999999 427610.390000001, 184098.434999999 427591.243000001, 184081.177632229 427535.572632916))"
GEO_IND_POSTCODEGEBIED_6.807,807,Nijmegen,Nijmegen,6511HE,2022-04-06,2023-02-01,"POLYGON ((187762.827465673 428594.936120062, 187764.440353418 428590.689141802, 187766.728778409 428588.707015149, 187781.893844647 428576.050116547, 187786.616235676 428582.03945557, 187790.38376904 428586.817762674, 187793.508669262 428590.781027624, 187799.014841293 428597.764424553, 187799.174375984 428597.966760054, 187802.16296407 428601.757142328, 187802.393483062 428602.049506172, 187809.050013443 428610.491885663, 187812.01898796 428614.257392336, 187824.247000001 428629.765999999, 187824.3390343 428630.157439777, 187814.271848791 428638.017622494, 187797.599781577 428628.392, 187797.599781577 428621.670803976, 187796.592369256 428621.333326458, 187796.156469615 428613.183188401, 187789.055438699 428613.546929516, 187788.550270422 428612.807116075, 187784.069310543 428609.854965682, 187782.938043534 428608.143766154, 187782.729918537 428607.993813976, 187782.568037698 428607.74048913, 187776.156184621 428603.326766221, 187770.693836059 428597.118069168, 187762.827465673 428594.936120062))"
GEO_IND_POSTCODEGEBIED_6.808,808,Nijmegen,Nijmegen,6541TT,2022-04-06,2023-02-01,"POLYGON ((186086.546 428653.568, 186086.527926235 428653.578099165, 186066.660918538 428664.679283102, 186052.817316691 428672.414739431, 186034.602000002 428682.592999998, 186023.826216596 428662.44232206, 186041.551364522 428650.490194449, 186045.432042336 428638.444759866, 186053.896554701 428641.661940188, 186080.429905053 428635.705749556, 186086.546 428653.568))"
GEO_IND_POSTCODEGEBIED_6.809,809,Nijmegen,Nijmegen,6535KK,2022-04-06,2023-02-01,"POLYGON ((185004.428332953 424206.887905495, 184979.624684352 424185.453415563, 184979.481298321 424185.389779969, 184967.213322189 424175.022420533, 185001.033406195 424135.073162136, 185012.945901858 424145.524958194, 185013.65709877 424145.839219798, 185038.822305731 424167.373318043, 185038.822231955 424167.373403329, 185036.935591479 424169.55437578, 185034.281836296 424172.622139363, 185033.003620711 424174.099767461, 185027.423317413 424180.55064558, 185008.219000001 424202.750999998, 185008.218951025 424202.751053447, 185004.428332953 424206.887905495))"
GEO_IND_POSTCODEGEBIED_6.810,810,Nijmegen,Nijmegen,6544WX,2022-04-06,2023-02-01,"POLYGON ((184575.111319192 426819.645318544, 184568.799789052 426828.880780937, 184568.737170739 426828.940668382, 184565.358000665 426833.895441448, 184565.278839943 426834.09003398, 184561.907435022 426839.046586226, 184561.902395587 426839.059012941, 184558.598065789 426843.921765577, 184558.519587321 426844.113428215, 184555.207984496 426848.978845816, 184555.088608716 426849.272210453, 184551.992635569 426853.854959162, 184551.805953656 426854.034820745, 184548.496353187 426858.935073819, 184548.476253039 426858.984481233, 184545.144046855 426863.930178942, 184545.111174669 426863.962044369, 184541.797038251 426868.882635527, 184541.766396381 426868.959265823, 184534.147024873 426880.234187827, 184509.681000002 426862.333999999, 184510.553755187 426861.048482644, 184516.636413803 426852.089082176, 184520.108189063 426846.975360225, 184523.413472978 426842.106870289, 184526.841869278 426837.057043009, 184529.655216996 426832.913146326, 184530.212191817 426832.092754982, 184533.547821986 426827.179566789, 184534.586975024 426825.648955127, 184537.025093863 426822.057748642, 184540.372918857 426817.126598184, 184541.560958998 426815.376684525, 184543.799214926 426812.079864421, 184551.962453749 426800.055890967, 184573.555485551 426814.701826263, 184575.111319192 426819.645318544))"
GEO_IND_POSTCODEGEBIED_6.811,811,Nijmegen,Nijmegen,6511JN,2022-04-06,2023-02-01,"POLYGON ((187690.72146054 428823.670789788, 187691.030819777 428822.821985931, 187691.316528238 428822.038073851, 187691.31851052 428822.032634968, 187692.32789459 428819.263139221, 187694.494966881 428813.317238479, 187697.458435154 428805.186227677, 187698.915033924 428801.189687394, 187698.915125001 428801.189437501, 187705.910500001 428787.610624999, 187709.0005625 428786.864687499, 187712.673944042 428778.190059707, 187717.852155507 428780.746624311, 187726.884677143 428778.46738988, 187717.350060421 428767.892255468, 187725.483009072 428761.767090726, 187733.920865738 428755.41229072, 187733.723955218 428781.127800511, 187731.970215846 428783.104229909, 187731.14327838 428785.705692247, 187722.980054986 428783.89045801, 187715.357202611 428790.477252226, 187731.686902443 428799.757641959, 187731.687312499 428799.757874999, 187732.081482748 428800.287935804, 187735.29983671 428804.615820255, 187737.97362149 428808.211394796, 187739.673340799 428810.4970939, 187728.128516236 428819.264330872, 187722.163834615 428846.233065201, 187721.602647908 428846.560775362, 187704.46093015 428836.664, 187704.46093015 428826.36566544, 187690.72146054 428823.670789788))"
GEO_IND_POSTCODEGEBIED_6.812,812,Nijmegen,Nijmegen,6515DD,2022-04-06,2023-02-01,"POLYGON ((186521.174918768 432159.598076217, 186517.197894841 432154.594958285, 186512.721000001 432148.963, 186508.445328437 432146.694808378, 186505.896990059 432145.342945946, 186503.22229779 432143.924054316, 186529.285864082 432119.436815113, 186536.520766873 432116.385109248, 186539.056970065 432115.810111315, 186541.44786672 432118.169104404, 186544.38446077 432122.264468182, 186546.70698445 432124.502110661, 186548.836958678 432128.875398209, 186552.407347787 432132.251833945, 186555.29704102 432136.123062268, 186558.945062517 432139.518321447, 186560.403649792 432142.379868489, 186565.311793444 432146.932033922, 186566.59618492 432148.601175701, 186571.447827602 432152.946845292, 186572.926571867 432155.762486351, 186578.292073331 432160.577496939, 186579.817063983 432162.553464894, 186584.797545802 432167.02724036, 186585.676050725 432168.603797296, 186591.039259588 432173.273870872, 186592.667313616 432175.2792431, 186598.133616396 432179.960233784, 186598.533773004 432180.664444559, 186604.179736694 432185.59755815, 186605.797350946 432186.539966025, 186621.57741998 432199.958610999, 186620.602454167 432201.210671392, 186630.210406656 432209.120756245, 186635.419867722 432211.889618899, 186637.904864296 432213.953493296, 186638.302859422 432214.086923272, 186642.768535935 432216.464331523, 186645.635816775 432218.681390964, 186648.13637547 432219.950592895, 186651.410641894 432222.45371181, 186652.316197848 432223.416290178, 186657.022012719 432225.699730667, 186659.266703419 432227.311947109, 186659.870561808 432227.969153465, 186668.950155309 432234.725810555, 186668.688125314 432235.207300715, 186682.946064075 432241.637085133, 186683.889663586 432242.335321336, 186688.263943185 432244.41470468, 186691.774470465 432246.841573682, 186692.576029443 432247.016983609, 186697.730259274 432249.091079001, 186699.861985982 432250.413202869, 186703.160692054 432251.650176248, 186707.283331189 432254.046966054, 186707.961927075 432254.598812632, 186712.774768602 432256.037443116, 186716.431696563 432257.897206465, 186717.709209108 432258.272460419, 186732.440759364 432266.711822795, 186733.717512828 432263.338893304, 186751.486453892 432270.065122901, 186756.16161032 432270.934016365, 186760.03936037 432273.796016982, 186768.130441625 432276.043370279, 186777.053030285 432276.763759828, 186777.883948041 432277.219336831, 186786.678475831 432278.596210211, 186790.537753089 432278.590071219, 186795.147774891 432281.429440915, 186804.721998408 432283.44707162, 186804.790335129 432283.449552941, 186813.15116252 432285.367507527, 186813.71792747 432285.300296634, 186821.214081594 432290.579137864, 186846.435650902 432300.963162051, 186839.642000001 432331.828000002, 186836.026187502 432330.951562502, 186815.715236595 432327.416060674, 186805.537714603 432325.644472147, 186802.316406171 432325.083743016, 186795.356821248 432323.87229677, 186786.515159365 432322.333239742, 186784.594999999 432321.999000002, 186777.180620358 432319.744433937, 186776.993148103 432319.687427335, 186776.523401529 432319.544586702, 186767.951341783 432316.937993035, 186767.951328163 432316.937988894, 186767.365079511 432316.759722284, 186761.781981501 432315.062012709, 186758.326683559 432314.011325009, 186753.80585332 432312.636630033, 186748.018492214 432310.876808094, 186744.148441284 432309.700002222, 186739.066122785 432308.154569782, 186737.164796356 432307.576414056, 186724.647 432303.77, 186719.202 432301.686, 186701.682700556 432293.20770073, 186701.20006951 432292.974136, 186698.149983723 432291.49807583, 186698.149943042 432291.498056143, 186698.149893138 432291.498031993, 186693.263887342 432289.133495699, 186692.585482213 432288.805187953, 186687.16006314 432286.179607706, 186683.601642713 432284.457543795, 186679.861737345 432282.647651964, 186674.421343004 432280.014824577, 186670.882432474 432278.302202297, 186665.732967175 432275.810167268, 186650.582 432268.478, 186639.694058277 432260.821722297, 186639.276915692 432260.52839234, 186632.343222708 432255.652697709, 186631.472011786 432255.040072024, 186625.371185696 432250.750039991, 186624.145849689 432249.888397544, 186618.511695292 432245.926523776, 186616.830865244 432244.744583062, 186612.963486615 432242.02508607, 186611.378490097 432240.910534411, 186609.498875103 432239.588810367, 186597.363000002 432231.055, 186591.328 432226.623, 186591.325683404 432226.620920162, 186582.70063118 432218.877355212, 186581.190577351 432217.521630099, 186581.190325164 432217.521403686, 186575.399919725 432212.32278234, 186572.546109431 432209.760633754, 186570.830666341 432208.220510327, 186564.623517506 432202.647737096, 186563.291053799 432201.451452251, 186558.136457114 432196.823659493, 186556.727515087 432195.558712475, 186550.971621418 432190.391075768, 186550.416344479 432189.892548579, 186550.380395798 432189.860273882, 186544.102955671 432184.224393185, 186543.739758003 432183.89831461, 186541.272396799 432181.683119706, 186538.444870877 432179.144569207, 186536.815351928 432177.681588405, 186532.395 432173.713, 186532.050992007 432173.280236057, 186529.651695687 432170.261908114, 186522.753599414 432161.584065136, 186521.174918768 432159.598076217))"
GEO_IND_POSTCODEGEBIED_6.813,813,Nijmegen,Nijmegen,6521BS,2022-04-06,2023-02-01,"POLYGON ((188278.500377494 427918.027054278, 188281.693696773 427922.296306497, 188285.653402492 427925.795172429, 188289.308288884 427928.122088228, 188293.174562479 427929.441416487, 188306.696147328 427930.839049314, 188307.420687041 427939.645505226, 188305.603955758 427947.156141325, 188305.781428435 427947.656397113, 188306.796286431 427955.04894401, 188306.742857512 427955.449210942, 188296.510750635 427964.547571982, 188284.608184821 427958.437596764, 188288.611492647 427949.929355529, 188288.702 427949.737, 188285.835532155 427948.489910923, 188280.690315821 427946.251426685, 188280.138327376 427946.011277903, 188275.957761986 427944.192475908, 188274.97584291 427943.76528097, 188272.372950926 427942.632863536, 188270.639936444 427941.878896093, 188270.568836354 427941.847963199, 188267.453918793 427940.492783278, 188278.500377494 427918.027054278))"
GEO_IND_POSTCODEGEBIED_6.814,814,Nijmegen,Nijmegen,6521DD,2022-04-06,2023-02-01,"POLYGON ((188346.932804705 427858.567679576, 188359.298616006 427854.906674393, 188360.585538924 427848.608334976, 188376.259200934 427850.461502936, 188401.450237543 427848.032205741, 188403.214406792 427848.646630133, 188398.934906633 427854.290127278, 188394.655818779 427861.064818914, 188390.484176847 427869.275591101, 188388.728279541 427870.976880463, 188386.593665434 427873.637928494, 188383.382969446 427878.960936586, 188379.747525564 427889.839443226, 188354.749130751 427902.024736616, 188354.489374999 427901.912187502, 188348.685687501 427899.397500001, 188350.083037731 427891.991546915, 188351.469875 427884.641312499, 188351.049965147 427882.228174798, 188351.049466436 427882.225308811, 188349.619797476 427874.009288067, 188349.161152859 427871.373549448, 188348.863366615 427869.662231634, 188347.794661471 427863.520597537, 188347.323104215 427860.810652575, 188346.932804705 427858.567679576))"
GEO_IND_POSTCODEGEBIED_6.815,815,Nijmegen,Nijmegen,6511ZH,2022-04-06,2023-02-01,"POLYGON ((187368.362742452 429050.102734416, 187367.22617006 429056.303175462, 187365.035243446 429062.475476059, 187361.852135527 429068.693699062, 187361.494917648 429069.23971057, 187360.767513764 429070.155794567, 187357.787156897 429074.791359054, 187356.397830472 429074.043232954, 187354.744906538 429072.957230214, 187350.736194554 429070.813271999, 187349.481747618 429069.929824609, 187345.773620874 429067.878910064, 187342.786994656 429065.67014717, 187332.806288853 429060.560369313, 187330.68438643 429035.789115301, 187337.387316094 429034.244406874, 187340.966624667 429033.419545448, 187344.588500191 429032.584874353, 187345.291276927 429032.422917537, 187348.364098277 429031.714777473, 187348.364129109 429031.714770368, 187350.302706115 429031.268020008, 187360.694840093 429028.873124382, 187368.362742452 429050.102734416))"
GEO_IND_POSTCODEGEBIED_6.816,816,Nijmegen,Nijmegen,6535LV,2022-04-06,2023-02-01,"POLYGON ((185056.244 423789.361, 185067.338 423776.951, 185078.27093415 423786.09978179, 185082.533610221 423789.666829088, 185087.163660365 423793.541298453, 185091.602779235 423797.255994739, 185093.977287559 423799.243005566, 185100.581732717 423804.769667189, 185100.581843155 423804.769759604, 185100.582118443 423804.769989968, 185092.284650168 423810.066473638, 185058.230211229 423827.922149693, 185053.874241049 423831.767975338, 185050.483515266 423836.841153764, 185048.351206098 423844.166472515, 185047.943553243 423849.056668889, 185046.44246764 423850.601415475, 185046.01921528 423851.211527449, 185042.285321065 423855.31076493, 185042.189478494 423855.387810887, 185039.416167725 423858.597846345, 185039.20583013 423858.945752025, 185035.958347943 423863.017874402, 185033.846952294 423864.944952294, 185032.4288692 423866.769549903, 185031.602248343 423867.592252654, 185029.545018021 423870.471947744, 185026.073345818 423873.979345818, 185025.903724959 423874.225867238, 185024.227204736 423876.094386575, 185023.046486369 423878.049716774, 185019.698880217 423882.010812698, 185018.763347134 423882.86017826, 185012.065802583 423881.861393754, 185005.870381505 423879.704031558, 185002.041768828 423877.191782289, 184998.532872284 423873.247355261, 184992.328643966 423861.501422743, 184995.798218484 423857.490466259, 184996.090999998 423857.151999999, 185002.269908049 423850.175908049, 185004.758537924 423847.366202725, 185009.261995141 423842.281723173, 185010.164631462 423841.262631462, 185012.511931228 423838.612490229, 185012.804492377 423838.282183731, 185016.029375447 423834.641236068, 185016.029396527 423834.641212269, 185017.742077744 423832.707566137, 185021.560785813 423828.396179982, 185025.043030172 423824.46466706, 185025.240797352 423824.241384561, 185029.258465924 423819.705368625, 185033.952887807 423814.405286727, 185033.953375277 423814.404736365, 185037.686898766 423810.189525044, 185044.564040758 423802.425115137, 185044.570227735 423802.418129935, 185044.573 423802.415, 185056.244 423789.361))"
