FID,FRACTIE,GEMETEN,LONGITUDE,LATITUDE,OMSCHRIJVING,ROVACODE,STRAAT,TYPE
Afvalcontainers.73398,PAPIER,Ja,5.408175177532,52.1519326527883,34715-Ringweg-Randenbroek,34715,Randerbroekerweg thv 2 A,Ondergronds

Afvalcontainers.73399,PAPIER,Ja,5.40543826308836,52.1481829956451,34717-Verdistraat,34717,Verdistraat thv Mozartweg,Ondergronds

Afvalcontainers.73400,PAPIER,Ja,5.43053517414607,52.193776522304,34714-Ursulapolder (Jumbo),34714,Ursulapolder thv P-plaats Jumbo,Ondergronds

Afvalcontainers.73401,PAPIER,Ja,5.38573518098837,52.1558923156871,34598-Molenstraat,34598,Molenstraat thv (Kerk),Ondergronds

Afvalcontainers.73402,PAPIER,Ja,5.38398915405756,52.155174555699,34595-Stadsring,34595,Stadsring thv 12,Ondergronds

Afvalcontainers.73403,PAPIER,Ja,5.39447529986759,52.1457019516277,34727-Roelofsstraat,34727,Roelofsstraat hk Gasthuislaan,Ondergronds

Afvalcontainers.73404,PAPIER,Ja,5.38338125312043,52.1876562095701,34579-Engweg,34579,Engweg 19 t/m 29,Ondergronds

Afvalcontainers.73405,PAPIER,Ja,5.38093430258209,52.1520409095258,34564-Bloemweg,34564,Bloemweg thv 10,Ondergronds

Afvalcontainers.73406,PAPIER,Ja,5.39203088320051,52.1587680203961,34587-Flintplein,34587,Flintplein thv (P Plaats),Ondergronds

Afvalcontainers.73407,PAPIER,Nee,5.41313479638419,52.1666108819864,34591-Weg v/d Vrijheid,34591,Weg v/d Vrijheid thv v Randwijcklaan,Bovengronds

Afvalcontainers.73408,PAPIER,Nee,5.4305330196187,52.1965601846797,99921-Wouda locatie 2 (Tijdel.) PAP,99921,Wouda locatie 2 (Tijdel.) PAP,Bovengronds

Afvalcontainers.73409,PAPIER,Ja,5.37395234520545,52.1604442418436,34761-Puntenburgerlaan,34761,Puntenburgerlaan to nr 93 (Amsterdamseweg 16),Ondergronds

Afvalcontainers.73410,PMD,Ja,5.38780055732946,52.1575029873584,34986-Havik,34986,Havik hk Vijver,Ondergronds

Afvalcontainers.73411,PMD,Ja,5.38294627292423,52.1652730340374,35813-Kleine Beer PMD,35813,Kleine Beer PMD,Ondergronds

Afvalcontainers.73412,PMD,Ja,5.37063530820269,52.2068735348476,35820-Forel thv 402,35820,Forel thv 402,Ondergronds

Afvalcontainers.73413,PMD,Ja,5.41551659976306,52.2048242873241,35818-Hogesteeg PMD,35818,Hogesteeg t.o. nr 16,Ondergronds

Afvalcontainers.73414,PMD,Ja,5.41576656735703,52.2067042776122,35819-Baak van Wemeldinge,35819,Baak van Wemeldinge thv 33,Ondergronds

Afvalcontainers.73415,PMD,Ja,5.36780382884003,52.2040749130267,35824-Meerval thv 77,35824,Meerval thv 77,Ondergronds

Afvalcontainers.73416,PMD,Nee,5.4305310011626,52.1965372642581,99919-Wouda locatie 2 (Tijdel.) PMD,99919,Wouda locatie 2 (Tijdel.) PMD,Bovengronds

Afvalcontainers.73417,PMD,Ja,5.389468555466,52.158972373367,34985-Boldershof,34985,Boldershof thv (P Plaats),Ondergronds

Afvalcontainers.73418,PMD,Ja,5.3687306361983,52.203557392737,35817-Meerval,35817,Meerval,Ondergronds

Afvalcontainers.73419,PMD,Ja,5.39728615586403,52.158554870944,34983-Kamp,34983,Kamp hk Achter de Kamp,Ondergronds

Afvalcontainers.73420,PMD,Ja,5.38708990142803,52.1543199678858,34981-Varkensmarkt,34981,Varkensmarkt hk Westsingel,Ondergronds

Afvalcontainers.73421,PMD,Nee,5.3913731799927,52.1691529188727,35844-Paladijnenweg PMD,35844,Paladijnenweg thv 275,Ondergronds

Afvalcontainers.73422,PMD,Nee,5.39247686712418,52.1837668306607,35843-Het Masker PMD,35843,Het Masker thv 103-113,Ondergronds

Afvalcontainers.73423,PMD,Ja,5.39203243745742,52.1588210353687,34984-Flintplein,34984,Flintplein thv (P Plaats),Ondergronds

Afvalcontainers.73424,PMD,Ja,5.38093709202581,52.1585115415513,34969-Eemplein,34969,Eemplein thv Mediamarkt,Ondergronds

Afvalcontainers.73425,PMD,Ja,5.38094233526819,52.1439631400962,34971-Leusderweg,34971,Leusderweg thv (JUMBO),Ondergronds

Afvalcontainers.73426,REST,Nee,5.35274068990179,52.1631298712598,33650-Vreeland 2,33650,Vreeland thv 33,Ondergronds

Afvalcontainers.73427,REST,Ja,5.38486693735663,52.1892648918882,33597-'t Laar,33597,'t Laar thv nr 1,Ondergronds

Afvalcontainers.73428,REST,Ja,5.39350464041218,52.145298565664,33355-Gasthuislaan 1,33355,Gasthuislaan thv 47,Ondergronds

Afvalcontainers.73429,REST,Ja,5.3960224769597,52.1452256703176,33352-Jacob van Bilerstraat,33352,Jacob van Bilerstraat thv 85 B,Ondergronds

Afvalcontainers.73430,REST,Ja,5.38154031066192,52.1596784710281,33238-Eemlaan,33238,Eemlaan thv P-garage,Ondergronds

Afvalcontainers.73542,REST,Ja,5.37875996321646,52.1863383580144,33601-Acacialaan,33601,Acacialaan thv voetbalveld,Ondergronds

Afvalcontainers.73543,REST,Ja,5.40817213391511,52.1519150325434,33092-Ringweg-Randenbroek,33092,Ringweg-Randenbroek thv 2 A,Ondergronds

Afvalcontainers.73544,REST,Ja,5.38185033545723,52.1568563403105,33595-Smallepad,33595,Smallepad thv 28,Ondergronds

Afvalcontainers.73545,REST,Ja,5.39600976613649,52.1861688578616,33270-Balans 1 /2,33270,Balans thv 6,Ondergronds

Afvalcontainers.73546,REST,Ja,5.39536908176578,52.1458652428573,33272-Albert Neuhuijsstraat,33272,Albert Neuhuijsstraat hk Gasthuislaan,Ondergronds

Afvalcontainers.73547,REST,Ja,5.39598251040291,52.1861540433536,33269-Balans 1 /1,33269,Balans thv 6,Ondergronds

Afvalcontainers.73548,REST,Ja,5.39834639446601,52.1851985413161,33268-Laan naar Emiclaer 1 /2,33268,Laan naar Emiclaer thv 18,Ondergronds

Afvalcontainers.73549,REST,Ja,5.39327719730205,52.1581859279138,33263-Coninckstraat,33263,Coninckstraat hk Pothstraat,Ondergronds

Afvalcontainers.73550,REST,Ja,5.38988922852938,52.1534756407999,33229-Kleine Haag,33229,Kleine Haag hk Grote Haag,Ondergronds

Afvalcontainers.73551,REST,Ja,5.39897903678991,52.1863934140848,33271-De Beurs,33271,De Beurs thv (P plaats Proffil),Ondergronds

Afvalcontainers.73552,REST,Ja,5.41925030001316,52.1938793341108,33317-Victoriameer,33317,Victoriameer thv Veluwemeer,Ondergronds

Afvalcontainers.73553,REST,Ja,5.39563985801437,52.1444579988282,33353-Den Wijnbergh 1,33353,Den Wijnbergh thv De Ganskuijl 65,Ondergronds

Afvalcontainers.73554,REST,Ja,5.37760825031785,52.155252430641,33224-Piet Mondriaanlaan 1/2,33224,Mondriaanlaan thv 117,Ondergronds

Afvalcontainers.73555,REST,Ja,5.39169523300878,52.1541016354036,33222-Zuidsingel,33222,Zuidsingel thv 36,Ondergronds

Afvalcontainers.73556,REST,Ja,5.38668152065266,52.1664942263924,33226-Ringweg-Koppel,33226,Ringweg-Koppel Dierenriem,Ondergronds

Afvalcontainers.73557,REST,Ja,5.38713996967264,52.1553543688105,33221-Lieve vrouwenkerkhof,33221,Lieve vrouwenkerkhof hk Breestraat,Ondergronds

Afvalcontainers.73558,REST,Ja,5.37763685368967,52.1552555114165,33223-Piet Mondriaanlaan 1/1,33223,Mondriaanlaan thv 117,Ondergronds

Afvalcontainers.73559,REST,Nee,5.39377128685122,52.146666999559,33751-Breitnerstraat,33751,Breitnerstraat,Ondergronds

Afvalcontainers.73560,REST,Nee,5.39209457535698,52.1478173357084,33754-Vermeerstraat 2 /2,33754,Vermeerstraat,Ondergronds

Afvalcontainers.73561,REST,Nee,5.39721564716754,52.1458650448202,33750-Lambert Heijnricsstraat,33750,Lambert Heijnricsstraat,Ondergronds

Afvalcontainers.73562,REST,Ja,5.40820580135501,52.151912833646,33091-Ringweg-Randenbroek,33091,Ringweg-Randenbroek thv 2 A,Ondergronds

Afvalcontainers.73563,REST,Ja,5.3856928374902,52.1506741703062,33164-Lange Beekstraat,33164,Lange Beekstraat  11,Ondergronds

Afvalcontainers.73564,REST,Ja,5.40582090093868,52.1511301806742,33041-Bachweg,33041,Bachweg thv Wagnerstraat,Ondergronds

Afvalcontainers.73565,REST,Nee,5.38873724676685,52.1470742741887,33755-Jacob Marisstraat,33755,Jacob Marisstraat,Ondergronds

Afvalcontainers.73566,REST,Ja,5.39876839560924,52.1895765458371,33449-Het Langhuis 1,33449,Het Langhuis thv 41,Ondergronds

Afvalcontainers.73567,REST,Nee,5.39317501117682,52.1486677323748,33752-Anton Mauvestraat,33752,Anton Mauvestraat,Ondergronds

Afvalcontainers.73568,REST,Nee,5.39018278883012,52.1484368454368,33756-Albert Cuypstraat,33756,Albert Cuypstraat,Ondergronds

Afvalcontainers.73569,PMD,Nee,5.40326033489827,52.1680998473462,34856-Rietzangerstraat,34856,Rietzangerstraat thv 40,Bovengronds

Afvalcontainers.73570,PMD,Ja,5.37721115964442,52.158818576414,34841-Groningerstr (Dirk v/d Broek),34841,Groningerstraat thv Hollandsestraat,Ondergronds

Afvalcontainers.73571,PMD,Nee,5.41440266374017,52.1634447546483,34865-Weg v/d Vrijheid,34865,Weg v/d Vrijheid thv Lage weg,Bovengronds

Afvalcontainers.73572,PMD,Nee,5.4120269271066,52.1639154667268,34861-Trekvogelweg,34861,Trekvogelweg thv Meeuwenstraat,Bovengronds

Afvalcontainers.73573,PMD,Nee,5.39460984348629,52.175915960485,34933-Overtoom,34933,Overtoom hk Queekhoven,Bovengronds

Afvalcontainers.73574,PMD,Nee,5.43209822097581,52.1875202077872,34931-Bedekteweg,34931,Bedekteweg thv 2,Bovengronds

Afvalcontainers.73575,PMD,Nee,5.39281500498533,52.1927336344465,34930-Reling,34930,Reling hk bakboord,Bovengronds

Afvalcontainers.73576,PMD,Nee,5.37224247370378,52.1444197378531,34927-Jacob Catslaan,34927,Jacob Catslaan hk Tollenslaan,Bovengronds

Afvalcontainers.73577,PMD,Nee,5.38821394146849,52.1404107665122,34919-Kelvinstraat,34919,Kelvinstraat hk Bosweg,Bovengronds

Afvalcontainers.73578,PMD,Nee,5.37288680743391,52.1827937822753,34934-Tolick,34934,Tolick thv Zevenhuizerstraat,Bovengronds

Afvalcontainers.73579,PMD,Nee,5.38711446285289,52.1920843903556,34935-Laan der Hoven,34935,Laan der Hoven thv Amerikaring,Bovengronds

Afvalcontainers.73580,PMD,Nee,5.41348980109964,52.169875534343,34936-Geallieerdenstr,34936,Geallieerdenstr hoek Koeriersterweg (Rustenburg),Bovengronds

Afvalcontainers.73581,PMD,Nee,5.41457722871208,52.1634945190782,34975-Weg vd Vrijheid,34975,Weg v/d Vrijheid hoek van Randwijcklaan,Bovengronds

Afvalcontainers.73582,PMD,Nee,5.3784199775921,52.2039374807137,35837-Melkkruid PMD,35837,Melkkruid hk Kruidendreef,Bovengronds

Afvalcontainers.73583,PMD,Nee,5.37412337909276,52.1957595150604,35836-Gaardendreef hk Coelh.appelga,35836,Gaardendreef hk Coelhorsterappelgaarde,Bovengronds

Afvalcontainers.73584,PMD,Ja,5.38015008128847,52.1442519191582,34976-Van Bemmelstraat,34976,Van Bemmelstraat thv 106,Ondergronds

Afvalcontainers.73585,PMD,Nee,5.3871318479713,52.1920721288055,34995-Laan der Hoven,34995,Laan der Hoven thv Amerikaring,Bovengronds

Afvalcontainers.73586,PMD,Nee,5.38706080301005,52.1417609564535,35804-Kelvinstraat,35804,Kelvinstraat thv Cartesiusstraat,Bovengronds

Afvalcontainers.73587,PMD,Nee,5.39267929631213,52.1506901156273,35806-Rubensstraat,35806,Rubensstraat thv 167,Bovengronds

Afvalcontainers.73588,PMD,Nee,5.39266872708968,52.1507068200892,35805-Rubensstraat,35805,Rubensstraat thv 167,Bovengronds

Afvalcontainers.73589,PMD,Nee,5.39923688595981,52.1427452131968,35807-Dorresteinseweg,35807,Dorresteinseweg thv Doresteinsesteeg,Bovengronds

Afvalcontainers.73590,PMD,Ja,5.43091791804195,52.1931084873291,34991-Ursulapolder,34991,Ursulapolder thv (P plaats LIDL),Ondergronds

Afvalcontainers.73591,PMD,Nee,5.37886860477115,52.1676225586185,34925-Balladelaan,34925,Balladelaan thv (Lidl),Bovengronds

Afvalcontainers.73592,PMD,Nee,5.36825544799738,52.1356425110148,34920-Arubalaan,34920,Arubalaan thv Kapelweg,Bovengronds

Afvalcontainers.73593,PMD,Nee,5.39925032950253,52.1427315367631,34923-Dorresteinseweg,34923,Dorresteinseweg thv Doresteinsesteeg,Bovengronds

Afvalcontainers.73594,PMD,Nee,5.37885642981179,52.1676378101225,34926-Balladelaan,34926,Balladelaan thv (Lidl),Bovengronds

Afvalcontainers.73595,PMD,Ja,5.39512701946723,52.1575579518287,34946-Kreupelstraat,34946,Kreupelstraat thv 4,Ondergronds

Afvalcontainers.73596,PMD,Nee,5.37158146443561,52.1395617747776,34922-Bonairelaan,34922,Bonairelaan thv Sabapad,Bovengronds

Afvalcontainers.73597,PMD,Nee,5.40570859045082,52.156418281408,35834-Bachweg PMD,35834,Bachweg 11 t/m 27,Bovengronds

Afvalcontainers.73598,PMD,Nee,5.38900698094095,52.1905742372702,35835-Petrus Hotton-Serre 2,35835,Petrus Hotton-Serre 2,Bovengronds

Afvalcontainers.73599,PMD,Ja,5.37560060476308,52.1873084605431,34944-Kraailandhof 1,34944,Kraailandhof hk Breelandhof,Ondergronds

Afvalcontainers.73600,PMD,Ja,5.37557263271867,52.1873153221445,34945-Kraailandhof 2,34945,Kraailandhof hk Breelandhof,Ondergronds

Afvalcontainers.73601,PMD,Ja,5.37074826357048,52.2060183003991,35825-Brasem,35825,Brasem thv 22,Ondergronds

Afvalcontainers.73602,PMD,Ja,5.36618357227584,52.2036992485721,35821-Forel t.o. 40,35821,Forel t.o. 40,Ondergronds

Afvalcontainers.73603,PMD,Ja,5.36711797076326,52.2027060543558,35822-Zeelt,35822,Zeelt thv 41,Ondergronds

Afvalcontainers.73604,PMD,Ja,5.36737662431938,52.2063422212195,35823-Forel thv 306,35823,Forel thv 306,Ondergronds

Afvalcontainers.73605,PMD,Nee,5.42504952441748,52.1890157327867,34938-Heideweg,34938,Heideweg hk Sterrenbos,Bovengronds

Afvalcontainers.73606,PMD,Ja,5.39763186371404,52.1455366056274,34963-Lambert Heijnricsstraat,34963,Lambert Heijnricsstraat thv 5,Ondergronds

Afvalcontainers.73607,PMD,Nee,5.42981161711654,52.1972520129128,35810-Laakboulevard,35810,Laakboulevard thv school,Bovengronds

Afvalcontainers.73608,PMD,Nee,5.4134963111684,52.1698595210457,35808-Geallieerdenstraat,35808,Geallieerdenstraat hk Koerierstersweg,Bovengronds

Afvalcontainers.73609,PMD,Ja,5.4054098785216,52.1481816719511,34968-Verdistraat,34968,Verdistraat thv Mozartweg,Ondergronds

Afvalcontainers.73610,PMD,Ja,5.43050700325091,52.193769719751,34964-Ursulapolder (Jumbo),34964,Jumbo Vathorst,Ondergronds

Afvalcontainers.73611,PMD,Ja,5.37852163168399,52.1498463052584,34962-Appelweg,34962,Appelweg hk Utrechtseweg,Ondergronds

Afvalcontainers.73612,PMD,Nee,5.36974601888826,52.2028632212556,34992-Waterdreef,34992,Waterdreef hk Posthoornslak,Bovengronds

Afvalcontainers.73613,PMD,Nee,5.36805435697966,52.1524693867991,35801-Van Hogendorplaan,35801,Van Hogendorplaan hk BC Wuytierslaan,Bovengronds

Afvalcontainers.73614,PAPIER,Ja,5.36591496542701,52.2046475484298,34773-Forel to nr 80,34773,Forel to nr 80,Ondergronds

Afvalcontainers.73615,PAPIER,Ja,5.37925384110339,52.1566814736374,34589-Piet Mondriaanlaan,34589,Piet Mondriaanlaan thv 167,Ondergronds

Afvalcontainers.73616,PAPIER,Ja,5.42282885234008,52.2026067070836,34590-Wervershoofstraat,34590,Wervershoofstraat thv 2,Ondergronds

Afvalcontainers.73617,PAPIER,Ja,5.37853372172686,52.149830217846,34588-Appelweg,34588,Appelweg hk Utrechtseweg,Ondergronds

Afvalcontainers.73618,PAPIER,Ja,5.38626649765206,52.1643233259186,34706-Meridiaan,34706,Meridiaan thv Sextant,Ondergronds

Afvalcontainers.73619,GLAS,Ja,5.39793045232096,52.187061451442,34451-De Beurs,34451,De Beurs thv (P plaats China Palace),Ondergronds

Afvalcontainers.73620,GLAS,Nee,5.39144334749133,52.1691313435212,34473-Paladijnenweg,34473,Paladijnenweg thv 275,Ondergronds

Afvalcontainers.73621,GLAS,Ja,5.39832706323058,52.1852117057394,34450-Laan naar Emiclaer,34450,Laan naar Emiclaer thv 18,Ondergronds

Afvalcontainers.73622,GLAS,Ja,5.40000377652535,52.1589697953689,34459-Zeevaarderspad,34459,Zeevaarderspad thv Columbusweg,Ondergronds

Afvalcontainers.73623,GLAS,Ja,5.38091324085724,52.1585232109645,34463-Eemplein,34463,Eemplein thv Mediamarkt,Ondergronds

Afvalcontainers.73624,GLAS,Ja,5.39763047250102,52.1455544445002,34460-Lambert Heijnricsstraat,34460,Lambert Heijnricsstraat thv 5,Ondergronds

Afvalcontainers.73625,GLAS,Ja,5.38099365690442,52.1615658086748,34457-Grote Koppel,34457,Grote Koppel thv De Vendelier,Ondergronds

Afvalcontainers.73626,GLAS,Ja,5.41316370905972,52.1571114217235,34456-Operaweg,34456,Operaweg thv Operaplein,Ondergronds

Afvalcontainers.73627,GLAS,Ja,5.38950500425971,52.1573569061309,34453-Havik,34453,Havik hk Lavendelstraat,Ondergronds

Afvalcontainers.73628,GLAS,Ja,5.39795110074766,52.1870491969917,34452-De Beurs,34452,De Beurs thv (P plaats China Palace),Ondergronds

Afvalcontainers.73629,GLAS,Ja,5.3808875325972,52.1438983543445,34464-Leusderweg,34464,Leusderweg thv (JUMBO),Ondergronds

Afvalcontainers.73630,GLAS,Ja,5.38834039878276,52.1559487976171,34431-Langegracht,34431,Langegracht hk Zwanehalssteeg,Ondergronds

Afvalcontainers.73631,GLAS,Ja,5.39542583989746,52.157161202735,34432-Binnen de Veste,34432,Binnen de Veste hk Achter de Kamp,Ondergronds

Afvalcontainers.73632,GLAS,Ja,5.40034819449825,52.1618150228985,34424-Van Randwijcklaan,34424,Van Randwijcklaan thv Neptunusplein,Ondergronds

Afvalcontainers.73633,GLAS,Ja,5.4305663833454,52.1965314992325,34425-Wouda (bij AH),34425,Wouda thv AH,Ondergronds

Afvalcontainers.73634,GLAS,Ja,5.38372601487641,52.1591059658097,34465-Gaslaan,34465,Gaslaan tegen spoorlijn,Ondergronds

Afvalcontainers.73635,GLAS,Nee,5.40931717146906,52.1690444628617,Arendshorst 2,34469,Arendshorst thv 42,Bovengronds

Afvalcontainers.73636,GLAS,Ja,5.38711764272663,52.1543236867521,34442-Varkensmarkt,34442,Varkensmarkt hk Westsingel,Ondergronds

Afvalcontainers.73637,GLAS,Nee,5.39316703310954,52.184884291142,34471-Het Masker,34471,Het Masker,Ondergronds

Afvalcontainers.73638,GLAS,Ja,5.38769587729324,52.1563443678991,34430-Lieve Vrouwenstraat,34430,Lieve Vrouwenstraat thv 48,Ondergronds

Afvalcontainers.73639,GLAS,Ja,5.38090046638411,52.1439138974322,34428-Leusderweg,34428,Leusderweg thv (JUMBO),Ondergronds

Afvalcontainers.73640,GLAS,Nee,5.38361698854477,52.1924141983816,34472-Martinuslaan,34472,Martinuslaan,Ondergronds

Afvalcontainers.73641,GLAS,Nee,5.39283153999546,52.19274803894,34470-De Reling,34470,De Reling,Ondergronds

Afvalcontainers.73642,GLAS,Ja,5.37455487916264,52.1548371477908,34439-Piet Mondriaanplein,34439,Piet Mondriaanplein thv 195,Ondergronds

Afvalcontainers.73643,GLAS,Nee,5.37080828365905,52.2060562104417,34082-Brasem,34082,Brasem thv 24,Bovengronds

Afvalcontainers.73644,GLAS,Nee,5.36462373182247,52.1629338700153,34064-Berkelstraat,34064,Berkelstraat thv Dollardstraat,Bovengronds

Afvalcontainers.73645,GLAS,Nee,5.4036969894559,52.1836443559114,34073-Bombardonstraat,34073,Bombardonstraat thv Stradivariusstr,Bovengronds

Afvalcontainers.73646,GLAS,Nee,5.37986713622666,52.1877255247474,34068-Plataanweg,34068,Plataanweg thv Berkenlaan,Bovengronds

Afvalcontainers.73647,GLAS,Nee,5.3742413194935,52.1906808257938,34067-Bieshaarlaan,34067,Bieshaarlaan thv Zandkamp,Bovengronds

Afvalcontainers.73648,GLAS,Nee,5.36805379405655,52.1524869333268,34379-Van Hogendorplaan,34379,Van Hogendorplaan hk BC Wuytierslaan,Bovengronds

Afvalcontainers.73649,GLAS,Nee,5.38709929966551,52.1417154867584,34094-Kelvinstraat,34094,Kelvinstraat thv Cartesiusstraat,Bovengronds

Afvalcontainers.73431,REST,Nee,5.35650858152247,52.1622005228335,33653-Isseltseveld 1,33653,Isseltseveld thv 48,Ondergronds

Afvalcontainers.73432,REST,Ja,5.3769647717457,52.1903715916096,33404-Breeland 1,33404,Breeland to 6,Ondergronds

Afvalcontainers.73433,REST,Nee,5.3577180475438,52.1621317069954,33657-Isseltseveld 2,33657,Isseltseveld thv 25,Ondergronds

Afvalcontainers.73434,REST,Ja,5.42154018498761,52.1842764846731,33239-De Hoevens,33239,De Hoevens hk Het Veld,Ondergronds

Afvalcontainers.73435,REST,Ja,5.38458597499477,52.1938883117305,33416-Hoge Maten,33416,Hoge Maten hk Brinkenpad,Ondergronds

Afvalcontainers.73436,REST,Ja,5.39045415380942,52.1572680847898,33070-Appelmarkt,33070,Appelmarkt thv 10 A,Ondergronds

Afvalcontainers.73437,REST,Nee,5.3737629641132,52.1892682494973,33403-De Boskamp,33403,De Boskamp thv 68,Bovengronds

Afvalcontainers.73438,REST,Ja,5.37912436714235,52.162242044581,33340-Kwekersweg,33340,Kwekersweg (brug),Ondergronds

Afvalcontainers.73439,REST,Ja,5.36915246685184,52.1998357237089,33389-Watersalamander,33389,Watersalamander thv 43,Ondergronds

Afvalcontainers.73440,REST,Ja,5.38059469519851,52.1617586384705,33341-Grote Koppel,33341,Grote Koppel thv 108,Ondergronds

Afvalcontainers.73441,REST,Ja,5.37735491633771,52.1848538122631,33424-Engweg,33424,Engweg to 88,Ondergronds

Afvalcontainers.73442,REST,Ja,5.39047531449837,52.1572801999554,33071-Appelmarkt,33071,Appelmarkt thv 10 A,Ondergronds

Afvalcontainers.73443,REST,Ja,5.39043363611278,52.1572559696052,33069-Appelmarkt,33069,Appelmarkt thv 10 A,Ondergronds

Afvalcontainers.73444,REST,Ja,5.37819797727634,52.1914374246149,33399-Kolkrijst 1,33399,Kolkrijst bij T-splitsing,Ondergronds

Afvalcontainers.73445,REST,Ja,5.37025850749658,52.1914985720885,33396-Zandkamp,33396,Zandkamp to 238,Ondergronds

Afvalcontainers.73446,REST,Ja,5.37160432624906,52.1933696969579,33417-Wittert van Hooglandlaan,33417,Wittert van Hooglandlaan naast speeltuin,Ondergronds

Afvalcontainers.73447,REST,Ja,5.37277530778429,52.1845727659073,33410-Tolick 3,33410,Tolick thv 100,Ondergronds

Afvalcontainers.73448,REST,Ja,5.37258429718152,52.1910137937077,33397-Zandkamp 2,33397,Zandkamp parkeerplaats 281 t/m 284,Ondergronds

Afvalcontainers.73449,REST,Ja,5.41999731235998,52.2059358217186,33333-Baak van Petten thv huisnr 75,33333,Baak van Petten 75,Ondergronds

Afvalcontainers.73450,REST,Ja,5.37843133524842,52.1899092398831,33405-Breeland 2,33405,Breeland to 131,Ondergronds

Afvalcontainers.73451,REST,Ja,5.37426898951642,52.2017603513672,33395-Waterviolier,33395,Waterviolier thv 58,Ondergronds

Afvalcontainers.73452,REST,Ja,5.37107422571688,52.1898155786687,33401-Fluitekamp,33401,Fluitekamp thv 13,Ondergronds

Afvalcontainers.73453,REST,Ja,5.38321283659791,52.190442746955,33414-Oude Kerklaan,33414,Engweg thv kerk,Ondergronds

Afvalcontainers.73454,REST,Ja,5.41639655008771,52.2076442730887,33691-Hogesteeg,33691,Hogesteeg thv nr 85,Ondergronds

Afvalcontainers.73455,REST,Ja,5.39440101048116,52.1630564908966,33279-Banckertstraat,33279,Banckertstraat 27 C,Ondergronds

Afvalcontainers.73456,REST,Ja,5.41914655566475,52.2060343012349,33692-Baak van Renesse,33692,Baak van Renesse naast nr 3,Ondergronds

Afvalcontainers.73457,REST,Ja,5.41576656735703,52.2067042776122,33690-Baak van Wemeldinge,33690,Baak van Wemeldinge thv 33,Ondergronds

Afvalcontainers.73458,REST,Ja,5.37973982256565,52.1522535006356,33068-Bloemweg 1/2,33068,Bloemweg thv 67,Ondergronds

Afvalcontainers.73459,REST,Ja,5.39280375906883,52.1550765964739,33265-Herenstraat,33265,Herenstraat hk Zuidsingel,Ondergronds

Afvalcontainers.73460,REST,Ja,5.37637376203027,52.2000512668792,33390-Zeldertsedreef,33390,Zeldertsedreef thv (Boogkerk),Ondergronds

Afvalcontainers.73461,REST,Ja,5.3989330263838,52.1578270233147,33275-Hogeweg,33275,Hogeweg thv P-plaats,Ondergronds

Afvalcontainers.73462,REST,Ja,5.41552128255261,52.2048326898031,33689-Hogesteeg,33689,Hogesteeg t.o. nr 16,Ondergronds

Afvalcontainers.73463,REST,Ja,5.39664104474945,52.1830483379721,33551-Springerstraat 1,33551,Springerstraat thv 103,Ondergronds

Afvalcontainers.73464,REST,Ja,5.39349623863774,52.145315557726,33356-Gasthuislaan 2,33356,Gasthuislaan thv 47,Ondergronds

Afvalcontainers.73465,REST,Ja,5.39430633207388,52.1442878886625,33354-Den Wijnbergh 2,33354,Den Wijnbergh thv De Ganskuijl 25,Ondergronds

Afvalcontainers.73466,REST,Nee,5.37923731496145,52.1694343027349,33536-Esmoreitplein,33536,Esmoreitplein thv 1,Ondergronds

Afvalcontainers.73467,REST,Ja,5.36835322122598,52.1588047636979,33350-Tulpstraat,33350,Tulpstraat thv 67,Ondergronds

Afvalcontainers.73468,REST,Nee,5.35375384766406,52.1618552580625,33651-Dreef,33651,Dreef thv 1,Ondergronds

Afvalcontainers.73469,REST,Ja,5.42147834476541,52.19470704582,33351-Gardameer,33351,Gardameer thv 1,Ondergronds

Afvalcontainers.73470,REST,Ja,5.3794533426413,52.2055588817791,33550-Nieuwlandsedreef,33550,Nieuwlandsedreef hk Melkkruid,Ondergronds

Afvalcontainers.73471,REST,Nee,5.3623761520666,52.1588576191435,33686-Begoniastraat,33686,Begoniastraat thv 1,Ondergronds

Afvalcontainers.73472,REST,Ja,5.39045662119374,52.1617005778307,33276-Van Almondestraat,33276,Van Almondestraat thv Van Galenstraat,Ondergronds

Afvalcontainers.73473,REST,Ja,5.39113803977105,52.1630479995546,33277-Van Nesstraat,33277,Van Nesstraat hk Evertsenstraat,Ondergronds

Afvalcontainers.73474,REST,Nee,5.38982623824678,52.1879773874793,99943-De Ontdekking 5 tm 5L (Tijdel,99943,De Ontdekking 5 tm 5L (Tijdelijk),Bovengronds

Afvalcontainers.73475,REST,Ja,5.38777353035505,52.1661759405867,33227-Dierenriem,33227,Dierenriem hk Boogschutter,Ondergronds

Afvalcontainers.73476,REST,Ja,5.38108470644246,52.2019697453359,33384-Glaskruid,33384,Glaskruid thv 4,Ondergronds

Afvalcontainers.73477,REST,Ja,5.3817198069616,52.2001986437739,33369-De Vrije Vriend,33369,De Vrije Vriend th 39,Ondergronds

