verkiezing;cbs_gemeentecode;gemeente;cbs_wijkcode;wijknaam;cbs_buurtcode;buurtnaam;bag_referentienummer_stembureau;stembureau_naam;Kenmerk;aantal;stembureau_x;stembureau_y;stembureau_latitude;stembureau_longitude;wijk_x;wijk_y;wijk_latitude;wijk_longitude;buurt_x;buurt_y;buurt_latitude;buurt_longitude;woonplaats;nr_stembureau
RF2018;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;0333100000019517;Gemeentekantoor;VOOR;478;130768;461900;52.14476;5.03320;132100;461987;52.14560;5.52647;130880;461879;52.144572;5.034836;Maarssen;1
RF2018;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;0333100000019517;Gemeentekantoor;TEGEN;419;130768;461900;52.14476;5.03320;132100;461987;52.14560;5.52647;130880;461879;52.144572;5.034836;Maarssen;1
RF2018;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;0333100000019517;Gemeentekantoor;Geldig;926;130768;461900;52.14476;5.03320;132100;461987;52.14560;5.52647;130880;461879;52.144572;5.034836;Maarssen;1
RF2018;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;0333100000019517;Gemeentekantoor;Blanco ;29;130768;461900;52.14476;5.03320;132100;461987;52.14560;5.52647;130880;461879;52.144572;5.034836;Maarssen;1
RF2018;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;0333100000019517;Gemeentekantoor;Ongeldig;4;130768;461900;52.14476;5.03320;132100;461987;52.14560;5.52647;130880;461879;52.144572;5.034836;Maarssen;1
RF2018;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;0333100000009480;De Vondel;VOOR;312;131158;461849;52.14432;5.03890;132100;461987;52.14560;5.52647;131117;461984;52.145525;5.038299;Maarssen;2
RF2018;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;0333100000009480;De Vondel;TEGEN;319;131158;461849;52.14432;5.03890;132100;461987;52.14560;5.52647;131117;461984;52.145525;5.038299;Maarssen;2
RF2018;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;0333100000009480;De Vondel;Geldig;651;131158;461849;52.14432;5.03890;132100;461987;52.14560;5.52647;131117;461984;52.145525;5.038299;Maarssen;2
RF2018;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;0333100000009480;De Vondel;Blanco ;20;131158;461849;52.14432;5.03890;132100;461987;52.14560;5.52647;131117;461984;52.145525;5.038299;Maarssen;2
RF2018;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;0333100000009480;De Vondel;Ongeldig;1;131158;461849;52.14432;5.03890;132100;461987;52.14560;5.52647;131117;461984;52.145525;5.038299;Maarssen;2
RF2018;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040115;Zeeheldenbuurt;0333100000013689;Basisschool De Klaroen;VOOR;381;131379;462060;52.14622;5.04211;132100;461987;52.14560;5.52647;131371;462270;52.148109;5.041989;Maarssen;3
RF2018;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040115;Zeeheldenbuurt;0333100000013689;Basisschool De Klaroen;TEGEN;339;131379;462060;52.14622;5.04211;132100;461987;52.14560;5.52647;131371;462270;52.148109;5.041989;Maarssen;3
RF2018;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040115;Zeeheldenbuurt;0333100000013689;Basisschool De Klaroen;Geldig;742;131379;462060;52.14622;5.04211;132100;461987;52.14560;5.52647;131371;462270;52.148109;5.041989;Maarssen;3
RF2018;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040115;Zeeheldenbuurt;0333100000013689;Basisschool De Klaroen;Blanco ;22;131379;462060;52.14622;5.04211;132100;461987;52.14560;5.52647;131371;462270;52.148109;5.041989;Maarssen;3
RF2018;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040115;Zeeheldenbuurt;0333100000013689;Basisschool De Klaroen;Ongeldig;2;131379;462060;52.14622;5.04211;132100;461987;52.14560;5.52647;131371;462270;52.148109;5.041989;Maarssen;3
RF2018;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040112;Schilderskwartier;0333100000019854;KBS De Pionier;VOOR;467;131695;461473;52.14096;5.04677;132100;461987;52.14560;5.52647;131469;461697;52.142961;5.043451;Maarssen;4
RF2018;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040112;Schilderskwartier;0333100000019854;KBS De Pionier;TEGEN;373;131695;461473;52.14096;5.04677;132100;461987;52.14560;5.52647;131469;461697;52.142961;5.043451;Maarssen;4
RF2018;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040112;Schilderskwartier;0333100000019854;KBS De Pionier;Geldig;883;131695;461473;52.14096;5.04677;132100;461987;52.14560;5.52647;131469;461697;52.142961;5.043451;Maarssen;4
RF2018;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040112;Schilderskwartier;0333100000019854;KBS De Pionier;Blanco ;43;131695;461473;52.14096;5.04677;132100;461987;52.14560;5.52647;131469;461697;52.142961;5.043451;Maarssen;4
RF2018;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040112;Schilderskwartier;0333100000019854;KBS De Pionier;Ongeldig;6;131695;461473;52.14096;5.04677;132100;461987;52.14560;5.52647;131469;461697;52.142961;5.043451;Maarssen;4
RF2018;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040105;Zandweg-Oostwaard;0333100000017478;Basisschool 't Palet (Buitenweg);VOOR;392;132159;460927;52.13607;5.05358;132100;461987;52.14560;5.52647;132071;461001;52.136734;5.052298;Maarssen;5
RF2018;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040105;Zandweg-Oostwaard;0333100000017478;Basisschool 't Palet (Buitenweg);TEGEN;312;132159;460927;52.13607;5.05358;132100;461987;52.14560;5.52647;132071;461001;52.136734;5.052298;Maarssen;5
RF2018;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040105;Zandweg-Oostwaard;0333100000017478;Basisschool 't Palet (Buitenweg);Geldig;724;132159;460927;52.13607;5.05358;132100;461987;52.14560;5.52647;132071;461001;52.136734;5.052298;Maarssen;5
RF2018;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040105;Zandweg-Oostwaard;0333100000017478;Basisschool 't Palet (Buitenweg);Blanco ;20;132159;460927;52.13607;5.05358;132100;461987;52.14560;5.52647;132071;461001;52.136734;5.052298;Maarssen;5
RF2018;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040105;Zandweg-Oostwaard;0333100000017478;Basisschool 't Palet (Buitenweg);Ongeldig;2;132159;460927;52.13607;5.05358;132100;461987;52.14560;5.52647;132071;461001;52.136734;5.052298;Maarssen;5
RF2018;G1904;Stichtse Vecht;WK190411;Oud Zuilen;BU19041101;Oud Zuilen;0333100000015733;Restaurant Belle;VOOR;458;133341;459915;52.12702;5.07091;133378;460449;52.13182;5.71418;133378;460449;52.131824;5.071418;Oud Zuilen;6
RF2018;G1904;Stichtse Vecht;WK190411;Oud Zuilen;BU19041101;Oud Zuilen;0333100000015733;Restaurant Belle;TEGEN;302;133341;459915;52.12702;5.07091;133378;460449;52.13182;5.71418;133378;460449;52.131824;5.071418;Oud Zuilen;6
RF2018;G1904;Stichtse Vecht;WK190411;Oud Zuilen;BU19041101;Oud Zuilen;0333100000015733;Restaurant Belle;Geldig;788;133341;459915;52.12702;5.07091;133378;460449;52.13182;5.71418;133378;460449;52.131824;5.071418;Oud Zuilen;6
RF2018;G1904;Stichtse Vecht;WK190411;Oud Zuilen;BU19041101;Oud Zuilen;0333100000015733;Restaurant Belle;Blanco ;28;133341;459915;52.12702;5.07091;133378;460449;52.13182;5.71418;133378;460449;52.131824;5.071418;Oud Zuilen;6
