FID,x,y,id,complex_naam,complex_code,dsk_kw_code,naam,omschrijving,beheerobjectsoort,aard,netwerk,route,relatie_tot_weg,rdx,rdy,stichtingsjaar,archiefcode,beheerder_instantieid,beheerder,beheerder_id,se_anno_cad_data,gdb_geomattr_data,shape
beheerobject_overstijgende_voorziening.5907,111754,481104,8570,Schipholtunnels,25D-005,25D-005-05,Object Overstijgende Voorziening,Object Overstijgende Voorziening ten behoeve van de Schipholtunnels,Beheerobject Overstijgende Voorziening,Droog,HWN,A4,in RW,111.754,481.104,1997,25D-005-00,1666,RWS WNN / WNN District Zuid,1666,,,POINT (111754 481104)
beheerobject_overstijgende_voorziening.5987,151740,441680,8730,39B 103,39B-103,39B-103-01,39B 103,Vaarverkeersbegeleidingssysteem A'dam-Rijnkan.en Oranjesl.,Beheerobject Overstijgende Voorziening,Nat,HVWN,,,151.74,441.68,,39B-103-01,1680,RWS ON / ON District Zuid,1680,,,POINT (151740 441680)
beheerobject_overstijgende_voorziening.6500,13000,305000,9502,Object Overstijgende Voorzieningen,85K-100-55,85K-100-5555,Object Overstijgende Voorzieningen,v. 2010-11,Beheerobject Overstijgende Voorziening,Droog,HWN,,,13,305,,85K-100-55,883,Nog niet bekend/Nog niet bekend,883,,,POINT (13000 305000)
beheerobject_overstijgende_voorziening.7233,182125,550354,10397,Scharsterrijn,11C-108,11C-108-03,Scharsterrijn,Object overstijgende voorziening,Beheerobject Overstijgende Voorziening,Droog,HWN,A6,in RW,182.125,550.354,1968,11C-108-00,1686,RWS NN / NN District West,1686,,,POINT (182125 550354)
beheerobject_overstijgende_voorziening.7245,88776,437920,10409,Giessenbrug,37E-106,37E-106-09,Giessenbrug,Object overstijgende voorziening,Beheerobject Overstijgende Voorziening,Droog,HWN,A20,in RW,88.776,437.92,1964,37E-106-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (88776 437920)
beheerobject_overstijgende_voorziening.7253,201357,517123.00000000006,10420,Grote Kolksluis,21E-001,21E-001-04,Grote Kolksluis ,Object overstijgende voorziening,Beheerobject Overstijgende Voorziening,Nat,HVWN,,,201.357,517.123,1942,21E-001-00,1679,RWS ON / ON District Noord,1679,,,POINT (201357 517123)
beheerobject_overstijgende_voorziening.7254,196192,405888,10421,Sluis- en stuwcomplex Sambeek,46D-350,46D-350-09,Sluis/stuwcomplex Sambeek ,Object overstijgende voorziening,Beheerobject Overstijgende Voorziening,Nat,HVWN,,,196.192,405.888,,46D-350-00,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (196192 405888)
beheerobject_overstijgende_voorziening.7255,205515,370491,10422,Sluis- en stuwcomplex Belfeld,58E-350,58E-350-09,Sluis/stuwcomplex Belfeld ,Object overstijgende voorziening,Beheerobject Overstijgende Voorziening,Nat,HVWN,,,205.515,370.491,1968,58E-350-00,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (205515 370491)
beheerobject_overstijgende_voorziening.7267,229893,586088,10434,Dorkwerdersluis,07C-003,07C-003-05,Dorkwerdersluis ,Object overstijgende voorziening,Beheerobject Overstijgende Voorziening,Nat,HVWN,,,229.893,586.088,1929,07C-003-00,1687,RWS NN / NN District Oost,1687,,,POINT (229893 586088)
beheerobject_overstijgende_voorziening.7268,239363,584010,10435,Slochtersluis,07D-135,07D-135-03,Slochtersluis ,Object overstijgende voorziening,Beheerobject Overstijgende Voorziening,Nat,HVWN,,,239.363,584.01,1963,07D-135-00,1687,RWS NN / NN District Oost,1687,,,POINT (239363 584010)
beheerobject_overstijgende_voorziening.7269,236802,582866,10436,Driebondsbrug,07D-326,07D-326-03,Driebondsbrug,Object overstijgende voorziening,Beheerobject Overstijgende Voorziening,Nat,HVWN,,,236.802,582.866,1986,07D-326-00,1687,RWS NN / NN District Oost,1687,,,POINT (236802 582866)
beheerobject_overstijgende_voorziening.7270,252250,591789,10437,Groevesluis-Zuid,07F-124,07F-124-03,Groevesluis-Zuid ,Object overstijgende voorziening,Beheerobject Overstijgende Voorziening,Nat,HVWN,,,252.25,591.789,1963,07F-124-00,1687,RWS NN / NN District Oost,1687,,,POINT (252250 591789)
beheerobject_overstijgende_voorziening.7271,252339,592129,10438,Groevesluis-Noord,07F-125,07F-125-04,Groevesluis-Noord,Object overstijgende voorziening,Beheerobject Overstijgende Voorziening,Nat,HVWN,,,252.339,592.129,1960,07F-125-00,1687,RWS NN / NN District Oost,1687,,,POINT (252339 592129)
beheerobject_overstijgende_voorziening.7335,235509,582922,10505,Oostersluis,07D-002,07D-002-08,Oostersluis ,Object overstijgende voorziening,Beheerobject Overstijgende Voorziening,Nat,HVWN,,,235.509,582.922,1994,07D-002-00,1687,RWS NN / NN District Oost,1687,,,POINT (235509 582922)
beheerobject_overstijgende_voorziening.7334,216686,585098,10504,Gaarkeuken,06H-350,06H-350-05,Gaarkeuken ,Object overstijgende voorziening,Beheerobject Overstijgende Voorziening,Nat,HVWN,,,216.686,585.098,1980,06H-350-00,1687,RWS NN / NN District Oost,1687,,,POINT (216686 585098)
beheerobject_overstijgende_voorziening.7336,258485,593746,10506,Zeesluizen Farmsum,07F-002,07F-002-07,Zeesluizen Farmsum,Object overstijgende voorziening,Beheerobject Overstijgende Voorziening,Nat,HVWN,,,258.485,593.746,1958,07F-002-00,1687,RWS NN / NN District Oost,1687,,,POINT (258485 593746)
beheerobject_overstijgende_voorziening.7337,174483,540511,10507,Prinses Margrietsluis,15F-001,15F-001-04,Prinses Margrietsluis,Object overstijgende voorziening,Beheerobject Overstijgende Voorziening,Nat,HVWN,,,174.483,540.511,1950,15F-001-00,1686,RWS NN / NN District West,1686,,,POINT (174483 540511)
beheerobject_overstijgende_voorziening.7342,62832,427998,10513,Haringvlietsluizen,37C-350,37C-35019,Haringvlietsluizen ,Object overstijgende voorziening SVK,Beheerobject Overstijgende Voorziening,Nat,HVWN,,,62.832,427.998,1962,37C-350-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (62832 427998)
beheerobject_overstijgende_voorziening.7343,74084,435490,10514,Harmsenbrug,37D-303,37D-303-03,Harmsenbrug,Object overstijgende voorziening,Beheerobject Overstijgende Voorziening,Droog,HWN,N57,in RW,74.084,435.49,1968,37D-303-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (74084 435490)
beheerobject_overstijgende_voorziening.7354,136043,447868,10526,Prs. Beatrixsluis,38F-352,38F-352-04,Prs. Beatrixsluis,Object overstijgende voorziening,Beheerobject Overstijgende Voorziening,Nat,HVWN,,,136.043,447.868,1938,38F-352-04,1676,RWS MN / MN District Zuid,1676,,,POINT (136043 447868)
beheerobject_overstijgende_voorziening.7357,159614,424475,10529,Prinses Maxima sluizen,45B-351,45B-351-07,Prinses Maxima sluizen,Object overstijgende voorziening,Beheerobject Overstijgende Voorziening,Nat,HVWN,,,159.614,424.475,1936,45B-351-00,1683,RWS ZN / ZN District Midden,1683,,,POINT (159614 424475)
