OBJECTID,MAXIMALE_SNELHEID,IDENTIFICATIE_BEGIN,IDENTIFICATIE_EIND,KANTCODE_BEGIN,KANTCODE_EIND,KMLINT_BEGIN,KMLINT_EIND,REF_FYSIEKE_SPOORTAK_PUIC,REF_WISSEL_KRUISING_PUIC,X_BEGIN,Y_BEGIN,X_EIND,Y_EIND,LATITUDE_BEGIN,LONGITUDE_BEGIN,LATITUDE_EIND,LONGITUDE_EIND,KM_SPOORTAK_VAN,KM_SPOORTAK_VAN_T,KM_SPOORTAK_TOT,KM_SPOORTAK_TOT_T,REF_SPOORTAKDEEL_GUID,REF_FUNC_SPOORTAK_NAAM_LANG
28,120,201B,192Aa,L,Q,Dv-Aml,Dv-Aml,e5f9f3aa-e31d-4bc9-ac9e-b68729a62f01,,231874.728,480890.927,231829.3869265,480876.19974395,52.31059751,6.51450216,52.3104715,6.51383404,0.03647,"0,036470",0.084143,"0,084143",072903ba-72e0-b441-7c69-3d97c43fa7ce,024_201BL_25.8
29,130,201B,192Aa,L,Q,Dv-Aml,Ah-Zl,e5f9f3aa-e31d-4bc9-ac9e-b68729a62f01,,231829.3869265,480876.19974395,210251.831,474058.193,52.3104715,6.51383404,52.2517896,6.19633989,23.01201,"23,012010",23.212357,"23,212357",e195ebd2-8ead-6c60-9bbd-bfb4b27f6011,024_201BL_25.8
30,70,189,201A,L,V,Ah-Zl,Ah-Zl,f5a41753-d3af-4a5d-9f64-df4569608bb4,,210222.78599999,474095.325,210273.08888133,474043.32478548,52.25212623,6.19592065,52.25165385,6.19664874,0.058141,"0,058141",0.130525,"0,130525",d6ac5fad-4ea1-8fd3-f255-7c228aad742b,503_189L_40.9
31,80,189,201A,L,V,Ah-Zl,Dv-Aml,f5a41753-d3af-4a5d-9f64-df4569608bb4,,210273.08888133,474043.32478548,210622.67758534,473908.15928169,52.25165385,6.19664874,52.25040389,6.20174552,0.169232,"0,169232",0.367931,"0,367931",b9b763aa-256f-f6ee-0a5a-a8fe45232afd,503_189L_40.9
32,130,189,201A,L,V,Dv-Aml,Dv-Aml,f5a41753-d3af-4a5d-9f64-df4569608bb4,,210622.67758534,473908.15928169,231828.18084821,480880.07544037,52.25040389,6.20174552,52.3105065,6.51381724,0.513646,"0,513646",23.2935,"23,293500",398143db-3839-83e8-476e-04e5befa9bb1,503_189L_40.9
33,120,189,201A,L,V,Dv-Aml,Dv-Aml,f5a41753-d3af-4a5d-9f64-df4569608bb4,,231828.18084821,480880.07544037,231850.495,480887.31,52.3105065,6.51381724,52.31056839,6.51414605,23.2935,"23,293500",23.316958,"23,316958",398143db-3839-83e8-476e-04e5befa9bb1,503_189L_40.9
34,40,907,909,R,V,Asd-Zp,Asd-Zp,d92c595c-70de-4a5f-9537-634451871489,,194927.76999999,469141.88799999,194931.956,469141.12599999,52.20892923,5.97135996,52.20892208,5.97142111,0.034088,"0,034088",0.038343,"0,038343",4e245dfa-60b5-9371-c4a7-79672fb834f6,608_907R_88.2
35,130,35,51,L,L,Asd-Zp,Asd-Zp,80332b49-7a5b-4a7b-ac4d-e19d9aa3878d,,194659.136,469195.742,195124.26150411,469171.25931193,52.20943262,5.96743625,52.20917895,5.97423803,0.04702,"0,047020",0.512792,"0,512792",e84c8266-8eb5-337e-7167-8e92841b360e,608_35L_87.9
36,80,35,51,L,L,Asd-Zp,Asd-Zp,80332b49-7a5b-4a7b-ac4d-e19d9aa3878d,,195124.26150411,469171.25931193,195199.364,469166.74699999,52.20917895,5.97423803,52.20913292,5.97533622,0.512792,"0,512792",0.58803,"0,588030",e84c8266-8eb5-337e-7167-8e92841b360e,608_35L_87.9
37,40,59A,ES_59AR,R,,Asd-Zp,Asd-Zp,1d60eeee-e4d1-4e9b-960a-d1c5151a9ac9,,195237.53899999,469147.78,195315.45199999,469138.717,52.20895968,5.97589245,52.20887253,5.97703121,0.03647,"0,036470",0.114926,"0,114926",adf972b6-70df-ab72-627f-d35067c57704,608_59AR_88.5
38,40,911,ES_911R,R,,Asd-Zp,Asd-Zp,5b9dacc4-6d41-4055-a411-abe7efbea271,,195005.508,469128.743,195238.67499999,469108.761,52.20880546,5.97249568,52.20860891,5.97590444,0.036469,"0,036469",0.270754,"0,270754",d4eae51c-a9e0-73b9-166d-49cc58edccbe,608_911R_88.3
39,80,55,63,V,V,Asd-Zp,Asd-Zp,99bdcc1a-2d63-4e22-a065-fe335634e42d,,195323.886,469156.22399999,195485.043,469151.609,52.20902926,5.97715668,52.20897598,5.9795138,0.0039,"0,003900",0.1652,"0,165200",18fe72a1-b494-42b2-5c7f-0ede355fcf68,608_55V_88.6
40,80,71,83A,L,V,Asd-Zp,Asd-Zp,d9ba8bcc-e498-41ff-89bb-af9c9ee69196,,195615.53599999,469151.793,195757.59824074,469165.49930828,52.20896804,5.98142288,52.20908074,5.98350285,0.061019,"0,061019",0.203887,"0,203887",09126c60-8c3b-1c74-f06b-4558ba75686e,608_71L_88.9
41,130,71,83A,L,V,Asd-Zp,Apd-Dv,d9ba8bcc-e498-41ff-89bb-af9c9ee69196,,195757.59824074,469165.49930828,207147.14275941,474763.36831583,52.20908074,5.98350285,52.25842999,6.15098629,0.280657,"0,280657",13.157514,"13,157514",26befead-1ca6-6f5d-ca38-3c7ce59f093a,608_71L_88.9
42,40,71,83A,L,V,Apd-Dv,Apd-Dv,d9ba8bcc-e498-41ff-89bb-af9c9ee69196,,207147.14275941,474763.36831583,207152.078,474766.33399999,52.25842999,6.15098629,52.25845618,6.15105903,13.157514,"13,157514",13.163272,"13,163272",26befead-1ca6-6f5d-ca38-3c7ce59f093a,608_71L_88.9
43,40,1,57A/917,R,S,Dr-Apd,Asd-Zp,4c0b2a43-7183-4c90-b38c-537bb5313dd1,,195735.73199999,466903.01799999,195158.943,469147.552,52.18874843,5.98291103,52.20896335,5.9747426,1.999112,"1,999112",2.304669,"2,304669",43a5ada3-0250-0e70-ad59-b20cb2e92737,209_1R_19.0
44,,37B/903,907,P,V,Asd-Zp,Asd-Zp,a058da63-b132-4282-a0ac-c64f3361084a,,194747.092,469156.19699999,194889.513,469146.66399999,52.20907088,5.96871839,52.20897492,5.97080083,0.02301,"0,023010",0.1658,"0,165800",b5a869a4-cce4-7703-700a-4f68562c52d0,608_903P_88.0
45,,915,57A/917,L,T,Asd-Zp,Asd-Zp,e8cff72c-8333-4454-ae08-f3eab7282b83,,195096.03099999,469146.41999999,195112.995,469147.423,52.20895776,5.97382209,52.20896554,5.97407038,0.034064,"0,034064",0.051061,"0,051061",2fb8836f-a162-1bd6-6f88-9cce97f00ede,608_915L_88.4
46,80,71,185,R,V,Asd-Zp,Asd-Zp,8e952d81-c987-4525-ad09-a820696bbd64,,195615.562,469149.049,195733.19624718,469143.89748271,52.20894338,5.98142293,52.2088884,5.98314326,0.061031,"0,061031",0.178778,"0,178778",b35bdf4f-b945-240b-3255-dfe6c002de20,608_71R_88.9
47,100,71,185,R,V,Asd-Zp,Asd-Zp,8e952d81-c987-4525-ad09-a820696bbd64,,195733.19624718,469143.89748271,202285.78231819,465971.51571611,52.2088884,5.98314326,52.17985422,6.07856106,0.178778,"0,178778",0.335079,"0,335079",b35bdf4f-b945-240b-3255-dfe6c002de20,608_71R_88.9
48,90,71,185,R,V,Asd-Zp,Asd-Zp,8e952d81-c987-4525-ad09-a820696bbd64,,202285.78231819,465971.51571611,202294.635,465966.99099999,52.17985422,6.07856106,52.1798128,6.07868986,7.490431,"7,490431",7.500373,"7,500373",5837589a-b7bf-adfe-66a7-4aeeed62e588,608_71R_88.9
49,,23B,33,V,V,Asd-Zp,Asd-Zp,958ca537-fd2b-4447-b1af-44aad60bc5ab,,194477.503,469178.281,194592.108,469179.06599999,52.20928872,5.96477696,52.20928756,5.96645369,0.0039,"0,003900",0.118959,"0,118959",c8a0fe9c-6a21-de7d-cf7b-6c7c7a9ed3eb,608_23BV_87.8
50,40,911,SJ_911L,L,,Asd-Zp,Asd-Zp,ffb49035-ab07-499e-9c5d-980c670d7a6e,,195005.866,469131.495,195205.41099999,469123.24699999,52.20883017,5.97250124,52.20874153,5.97541952,0.036492,"0,036492",0.236239,"0,236239",40e95fb1-25a9-3fa8-ae9c-ae8b44825574,608_911L_88.3
51,40,37B/903,ES_37BQ,Q,,Asd-Zp,Asd-Zp,f1cce218-36e5-45eb-8dba-2a95209fa759,,194701.42,469161.231,194646.904,469164.19,52.20911941,5.96805081,52.20914993,5.9672536,0.02301,"0,023010",0.077606,"0,077606",9c86f3ba-bb90-2e83-af39-368d40baef6e,608_37BQ_88.0
52,40,4449,ES_4449R,R,,Zlr-Zlge,Zlr-Zlge,8260cd08-448d-4e95-963a-3080365148a5,,203526.06,501749.66999999,203830.92,501565.277,52.5012867,6.1018539,52.49960247,6.10631626,0.036492,"0,036492",0.392788,"0,392788",fcec709f-1d77-3479-1dab-ac5248459717,603_4449R_3.6
53,60,4445,4447,V,V,Zlr-Zlge,Zlr-Zlge,5b5599c2-816f-403b-9b26-bb68d863a2eb,,203438.63,501795.613,203444.5,501792.08199999,52.50170734,6.10057308,52.50167508,6.10065901,0.0039,"0,003900",0.01075,"0,010750",c09ff0a9-5c9f-3518-6b7b-b77dc33def74,603_4445V_3.5
54,80,4235,4237,V,V,Zlr-Zlge,Zlr-Zlge,7c020675-5664-481b-8daa-1a7cbd919d7a,,202488.508,502334.315,202494.964,502331.384,52.50663188,6.08665814,52.50660497,6.08675281,0.003901,"0,003901",0.010991,"0,010991",5bd00e69-76a2-ad40-71d6-1b241395f1d8,603_4235V_2.4
55,20,4111,4113,L,V,Zlr-Zlge,Zlr-Zlge,2e8b0b0d-9132-47fd-908b-3b6c73f18503,,201906.44,501870.384,201897.776,501824.636,52.5025129,6.07802035,52.50210252,6.07788634,0.03647,"0,036470",0.083031,"0,083031",7716b9c2-0508-f04e-c3da-92c2e7c441e9,926_4111L_1.6
56,20,4121,4125,V,R,Zlr-Zlge,Zlr-Zlge,be1a610e-8352-4657-8ab2-4e18a067ec95,,201884.28899999,501729.243,201888.662,501752.33199999,52.5012464,6.07767432,52.50145352,6.07774196,0.0039,"0,003900",0.0274,"0,027400",2b6c75f1-8d1b-84a3-189e-8784ee715f52,926_4121V_1.4
57,20,4125,4127,V,V,Zlr-Zlge,Zlr-Zlge,fe2db647-9c44-4a0b-a4a2-3e257e5a11aa,,201896.181,501792.033,201899.717,501810.70299999,52.50180966,6.07785826,52.50197714,6.07791296,0.003902,"0,003902",0.022904,"0,022904",79d53d96-ab28-2f85-621b-03353e689911,926_4125V_1.5
58,140,61B,2821,V,R,Ama-Htba,Ama-Htba,2c5850c4-4ae6-4d23-85f2-05f93a386b74,,190337.29199999,492105.667,196367.91221555,496080.08471628,52.41562624,5.90661142,52.45092264,5.99573945,0.0039,"0,003900",7.23802,"7,238020",c77ba850-bef3-8f6e-066f-90b9d2e2de33,017_61BV_71.0
59,130,61B,2821,V,R,Ama-Htba,,2c5850c4-4ae6-4d23-85f2-05f93a386b74,,196367.91221555,496080.08471628,200549.643,500350.856,52.45092264,5.99573945,52.4889719,6.05783217,7.23802,"7,238020",11.837983,"11,837983",c77ba850-bef3-8f6e-066f-90b9d2e2de33,017_61BV_71.0
60,200,2705,2821,L,L,Llsoa-Zl,Llsoa-Zl,a0e676e0-6cf7-4c27-8665-f51cf8ff1fba,,191493.725,504091.352,199785.89201919,500147.20294186,52.52326643,5.92491804,52.48720475,6.04656091,0.061145,"0,061145",8.766654,"8,766654",9471a52b-5f60-cd65-7729-21806d8f7fae,161_2705L_35.4
61,140,2705,2821,L,L,Llsoa-Zl,,a0e676e0-6cf7-4c27-8665-f51cf8ff1fba,,199785.89201919,500147.20294186,200550.54199999,500348.422,52.48720475,6.04656091,52.48894995,6.05784507,9.574428,"9,574428",10.36798,"10,367980",182a580b-9840-4e47-aa04-816207227cab,161_2705L_35.4
62,40,4045,4047,V,R,Zlr-Zlge,Zlr-Zlge,832c5621-b2da-4503-a871-40cb74974536,,201667.842,501130.863,201693.63,501215.94,52.49588741,6.07440325,52.49664978,6.07479486,0.0039,"0,003900",0.092799,"0,092799",63f1b2b0-86ac-cd22-663f-f7ca35747679,926_4045V_0.8
63,60,4361,4445,L,R,Zlr-Zlge,Zlr-Zlge,0e285fdc-7c7e-46f9-9177-fb4ee50cccaf,,203163.33199999,501971.487,203382.893,501829.14299999,52.50331219,6.0965444,52.5020136,6.09975715,0.049819,"0,049819",0.311667,"0,311667",3555539f-bdb8-64d4-9788-f531a18b5d55,603_4361L_3.2
64,60,4239/4241,4263,Q,L,Zlr-Zlge,Zlr-Zlge,e68ee4fa-cba5-4652-abe5-dfbb3b7e20cc,,202544.92,502291.651,202596.709,502264.939,52.50624356,6.08748288,52.505999,6.0882418,0.02586,"0,025860",0.084172,"0,084172",2d7c536e-b02a-c004-bf0c-fe8a1f303e6e,603_4239Q_2.5
65,60,4259,4261,R,V,Zlr-Zlge,Zlr-Zlge,d8ccb67d-e096-47d0-ba42-2b734b9f9361,,202571.345,502265.863,202571.59299999,502265.64199999,52.50600951,6.08786838,52.5060075,6.08787201,0.036472,"0,036472",0.036804,"0,036804",cf7c9654-38b8-c437-96f0-2af8dd294780,603_4259R_2.5
66,140,65A,2825,R,L,Ama-Htba,Ama-Htba,360ae468-bd4d-40c3-b7d0-995d553197ab,,190202.638,491994.46299999,196369.97626748,496076.67903413,52.4146355,5.90462059,52.45089188,5.99576939,0.034065,"0,034065",7.4423,"7,442300",da556566-b469-54ea-78d7-850564b14f32,017_65AR_70.8
67,130,65A,2825,R,L,Ama-Htba,Ama-Htba,360ae468-bd4d-40c3-b7d0-995d553197ab,,196369.97626748,496076.67903413,200553.133,500342.048,52.45089188,5.99576939,52.48889246,6.05788235,7.4423,"7,442300",12.043222,"12,043222",da556566-b469-54ea-78d7-850564b14f32,017_65AR_70.8
68,40,4051,4087,V,L,Zlr-Zlge,Zlr-Zlge,4c77d495-f73d-4d00-8a23-d93cd835b8bd,,201713.208,501296.93599999,201738.75099999,501385.161,52.497376,6.07509447,52.49816668,6.07548294,0.003901,"0,003901",0.095761,"0,095761",0d8b78ea-a4cc-4f50-65ea-6207aac41393,926_4051V_1.0
69,40,4069,4075,V,V,Zlr-Zlge,Zlr-Zlge,c525078d-e2a6-4ca9-8119-4db820ee36b7,,201708.61499999,501201.661,201764.412,501401.14899999,52.49652018,6.07501351,52.49830816,6.07586304,0.0039,"0,003900",0.211321,"0,211321",0d9d1b9d-ccb7-b41f-d23a-7aa040742a2c,926_4069V_0.9
70,20,4073,4115,L,V,Zlr-Zlge,Zlr-Zlge,7fee81b5-0bc8-4773-9135-6f757cc4883f,,201725.339,501245.515,201833.014,501588.50599999,52.49691285,6.0752659,52.49998603,6.07689949,0.03647,"0,036470",0.396083,"0,396083",09173624-e34a-4b3d-aee5-cc6858cfa99a,926_4073L_0.9
71,40,4231,4233,V,V,Zlr-Zlge,Zlr-Zlge,1655e5e9-92dd-4da1-94e7-704ab1cca959,,202311.08199999,502367.835,202425.293,502356.614,52.5069485,6.08404981,52.50683776,6.0857303,0.0039,"0,003900",0.119672,"0,119672",795e787b-9482-b30c-10d6-e194052a3907,603_4231V_2.3
72,60,4229,4239/4241,R,T,Zlr-Zlge,Zlr-Zlge,723ce48d-b37d-4b3c-9d0e-e1e6e5f154a6,,202283.062,502360.01,202499.768,502316.67099999,52.5068806,6.08363602,52.50647234,6.08682146,0.03647,"0,036470",0.26231,"0,262310",16912d63-687f-4870-1c42-5266085ff0f2,603_4229R_2.2
73,60,4255,4265,R,V,Zlr-Zlge,Zlr-Zlge,4a2b93e2-a3ed-4d4a-954f-43d17c772d76,,202588.352,502280.31,202609.994,502263.337,52.50613786,6.08812092,52.50598345,6.08843723,0.034002,"0,034002",0.061508,"0,061508",43377097-9f67-9d5e-0f47-624253661205,603_4255R_2.5
74,60,4363,4369,L,L,Zlr-Zlge,Zlr-Zlge,81425d98-0a10-47ed-ae32-44062b7f89ae,,203113.10999999,502002.853,203149.817,501975.813,52.50359849,6.09580932,52.50335226,6.09634599,0.036513,"0,036513",0.082104,"0,082104",0de13554-0638-16c8-7971-d821412b5fa5,603_4363L_3.1
75,40,4073,4117,R,L,Zlr-Zlge,Zlr-Zlge,ced22639-9da6-4139-901d-6a7c2a056ca5,,201728.114,501244.73499999,201845.75,501614.663,52.49690561,6.07530665,52.50022,6.07709071,0.036494,"0,036494",0.424739,"0,424739",8628a492-3974-39fc-198f-19c9533215b7,926_4073R_0.9
76,40,4049,ES_4049L,L,,Zlr-Zlge,Zlr-Zlge,4a604c97-a966-4c7f-9ed3-5f2336e12321,,201688.508,501172.58799999,201446.396,500738.026,52.49626062,6.07471338,52.49237591,6.07108797,0.03647,"0,036470",0.539791,"0,539791",412b8131-f4ee-23d8-4d45-9316a42a8d07,926_4049L_0.9
77,40,4049,ES_4049R,R,,Zlr-Zlge,Zlr-Zlge,4622877c-44c5-48c2-8cdb-b20287d9f711,,201685.69899999,501173.16899999,201443.465,500744.83399999,52.49626608,6.0746721,52.49243735,6.07104576,0.036546,"0,036546",0.533674,"0,533674",b0c7da7f-de0d-5967-a9a8-41ca6c4c7f93,926_4049R_0.9
78,40,4051,ES_4051R,R,,Zlr-Zlge,Zlr-Zlge,bad83af7-a875-4007-9cd9-9bafefef39b1,,201701.499,501258.30099999,201433.53,500765.606,52.4970298,6.07491665,52.49262486,6.07090238,0.03647,"0,036470",0.602362,"0,602362",9f38f5a9-4701-91a6-de1f-4825d1c5de59,926_4051R_1.0
79,40,4045,ES_4045L,L,,Zlr-Zlge,Zlr-Zlge,21ef084b-cf7d-4541-bb14-a6ff65ef5f93,,201656.13399999,501092.22899999,201441.529,500750.02299999,52.49554121,6.07422546,52.49248414,6.07101798,0.036469,"0,036469",0.442891,"0,442891",a708a5f9-857a-4f6d-30a2-655e5e53dd35,926_4045L_0.8
80,40,4117,4119,V,R,Zlr-Zlge,Zlr-Zlge,9e69ed8e-c8f5-428d-8b90-6b77e4efa936,,201859.097,501652.75099999,201860.309,501655.55099999,52.50056115,6.0772926,52.50058621,6.07731084,0.0039,"0,003900",0.006951,"0,006951",32f0c0d3-236f-df63-16b5-2a5abe9d8c69,926_4117V_1.3
