AreaManagerId,RegulationId,RegulationDesc,StartDateRegulation,EndDateRegulation,MaximumDayCharge,RegulationType
758,BL14M00G15,"ma,di,wo,vr en za 09-18; do 09-20; zo 12-18; incl.15 min. gratis",20230101,29991231,,B
935,935_PR01,24 uur per dag,20171101,29991231,,B
935,BEZOEK3,"Bezoekersparkeren LaagTarief ma tm vr, geen koopavond",20171101,29991231,,B
935,BEZOEK4,"Bezoekersparkeren LaagTarief ma tm zo, geen koopavond",20171101,29991231,,B
935,935_SP,Terrein Stadspark,20171101,29991231,,B
935,DAGTARIEF,"Niet gebruikt, maar dit zou de enige zijn die nodig is bij standaard tijden!!",20171101,29991231,,B
935,BEZOEK1,Bezoekersparkeren Hoog Tarief,20171101,29991231,,B
935,TIJDENT5,Niet gebruikt,20171101,29991231,,B
935,TIJDENT6B,"RBP Tarief6 (E 0,20), (PDB 1 uur) Eindtijd overal 18.00 u",20171101,29991231,,B
935,BEZOEK2,Bezoekersparkeren Laag Tarief,20171101,29991231,,B
935,TIJDENT7D,"RBP Tarief7 (E 0,20 E 1,50), (PDB N.V.T.) Eindtijd overal 18.00 u",20171101,29991231,,B
935,TIJDENT8,"Regeling Betaald Parkeren Tarief8 (E 0,20 E 1,50), (Parkeerduurbeperking n.v.t.)",20171101,29991231,,B
935,935_NBRUG,Noorderbrug,20171101,29991231,,B
935,TIJDENT4E,"RBP Tarief4 (E1,50), (PDB 2u) Eindtijd overal 18.00 u",20171101,29991231,,B
935,TIJDENT6,"Regeling Betaald Parkeren Tarief6 E0,20, Parkeerduurbeperking 1 uur",20171101,29991231,,B
935,935_SPDAG,Dagtarief,20171101,29991231,,A
935,DAGTARIEF8,Maximum bedrag (dagkaarttarief) bij tarief 8 (Nog omzetten naar DAGTARIEF),20171101,29991231,,A
935,935_NBRUGD,Dagkaart Noorderbrug,20171101,29991231,,A
935,TIJDENT4D,"RBP Tarief4 (E1,50), (PDB n.v.t.) Eindtijd overal 18.00 u, weekend gratis",20171101,29991231,,B
935,DAGTARIF4D,"Dagkaarttarief bij tarief 4 t/m 18.00 uur, weekend gratis",20171101,29991231,,A
599,599_REG14,"ma-za 9-23, zo 12-23 laagtarief",20130101,29991231,,B
243,VERGUN24_7,Vergunningregeling,20220101,29991231,,B
193,193_KARNDK,Dagkaart Zone 2,20131101,29991231,,A
193,193_WIPDK,Dagkaart Zone 3,20131101,29991231,,A
193,193_TURFDK,Dagkaart Zone 3,20131009,29991231,,A
193,193_CENTDK,Avondkaart Zone 1,20131101,29991231,,A
193,193_BLEKDK,Dagkaart Zone 3,20141006,29991231,,A
193,193_VECHDK,Dagkaart Zone 3,20131101,29991231,,A
193,193_ASSTDK,Dagkaart Zone 3,20150215,29991231,,A
193,193_HLANDK,Dagkaart Zone 3,20131101,29991231,,A
