id;ndw_id;type;validated;validated_on;organisation_id;rvv_code;black_code;text_signs;location;details;publication_timestamp;location_wgs84;location_placement;location_side;location_road;location_wgs84_latitude;location_wgs84_longitude;location_road_name;details_image;details_first_seen;details_last_seen;punt
13747906;7c6e7316-1f48-4f82-a8af-a520ec3e5264;updated;n;;;H1;;;"{""wgs84"": {""latitude"": ""51.473031348634"", ""longitude"": ""5.401863461008""}, ""rd"": {""x"": ""156018.526"", ""y"": ""387108.134""}, ""placement"": ""L"", ""side"": ""Z"", ""road"": {""name"": ""Dirk Noordhoflaan"", ""type"": null, ""number"": null, ""wvk_id"": null}, ""county"": {""name"": ""Eindhoven"", ""code"": ""GM0772"", ""townname"": ""Eindhoven""}}";"{""image"": ""https://signimages.ipsm.nl/a5e/a5e0ddd2-9dd8-4677-89a1-8ded6f977c2a.jpg"", ""first_seen"": ""18/08/2021"", ""last_seen"": ""11/08/2022"", ""removed"": null}";2022-12-12T13:35:04+00:00;"{""latitude"": ""51.473031348634"", ""longitude"": ""5.401863461008""}";L;Z;"{""name"": ""Dirk Noordhoflaan"", ""type"": null, ""number"": null, ""wvk_id"": null}";51.473031348634;5.401863461008;Dirk Noordhoflaan;https://signimages.ipsm.nl/a5e/a5e0ddd2-9dd8-4677-89a1-8ded6f977c2a.jpg;2021-08-18;2022-11-08;51.473031348634, 5.401863461008
13747914;119c22c7-e012-4b77-bee9-b529ae360244;updated;n;;;E6;;;"{""wgs84"": {""latitude"": ""51.444645248646"", ""longitude"": ""5.4561142123483""}, ""rd"": {""x"": ""159790.738"", ""y"": ""383952.314""}, ""placement"": ""L"", ""side"": ""W"", ""road"": {""name"": ""Plataanlaan"", ""type"": null, ""number"": null, ""wvk_id"": null}, ""county"": {""name"": ""Eindhoven"", ""code"": ""GM0772"", ""townname"": ""Eindhoven""}}";"{""image"": ""https://signimages.ipsm.nl/in/55b/55b048d9-82ba-4965-a9dc-7048167c4e86_1672926993.jpg"", ""first_seen"": ""25/08/2021"", ""last_seen"": ""04/08/2022"", ""removed"": null}";2023-01-05T12:57:14+00:00;"{""latitude"": ""51.444645248646"", ""longitude"": ""5.4561142123483""}";L;W;"{""name"": ""Plataanlaan"", ""type"": null, ""number"": null, ""wvk_id"": null}";51.444645248646;5.4561142123483;Plataanlaan;https://signimages.ipsm.nl/in/55b/55b048d9-82ba-4965-a9dc-7048167c4e86_1672926993.jpg;2021-08-25;2022-04-08;51.444645248646, 5.4561142123483
13747920;8d0cce20-141e-4dab-9977-742c123a4e10;updated;n;;;E6;;;"{""wgs84"": {""latitude"": ""51.440509468112"", ""longitude"": ""5.4602744462986""}, ""rd"": {""x"": ""160080.424"", ""y"": ""383492.486""}, ""placement"": ""L"", ""side"": ""N"", ""road"": {""name"": ""Schouwbroekseweg"", ""type"": null, ""number"": null, ""wvk_id"": null}, ""county"": {""name"": ""Eindhoven"", ""code"": ""GM0772"", ""townname"": ""Eindhoven""}}";"{""image"": ""https://signimages.ipsm.nl/in/089/0891c021-8496-4ac0-80ed-0fddced10a49_1672939748.jpg"", ""first_seen"": ""26/08/2021"", ""last_seen"": ""04/08/2022"", ""removed"": null}";2023-01-05T16:30:05+00:00;"{""latitude"": ""51.440509468112"", ""longitude"": ""5.4602744462986""}";L;N;"{""name"": ""Schouwbroekseweg"", ""type"": null, ""number"": null, ""wvk_id"": null}";51.440509468112;5.4602744462986;Schouwbroekseweg;https://signimages.ipsm.nl/in/089/0891c021-8496-4ac0-80ed-0fddced10a49_1672939748.jpg;2021-08-26;2022-04-08;51.440509468112, 5.4602744462986
13747928;74241420-c7f5-4164-bbd4-312fc38d7d90;updated;n;;;E6;;;"{""wgs84"": {""latitude"": ""51.438657679613"", ""longitude"": ""5.4330157992951""}, ""rd"": {""x"": ""158185.332"", ""y"": ""383284.923""}, ""placement"": ""L"", ""side"": ""Z"", ""road"": {""name"": ""Bergen op Zoomstraat"", ""type"": null, ""number"": null, ""wvk_id"": null}, ""county"": {""name"": ""Eindhoven"", ""code"": ""GM0772"", ""townname"": ""Eindhoven""}}";"{""image"": ""https://signimages.ipsm.nl/in/99e/99ec2ab5-ef96-495e-a26f-f38f833147e0_1673068494.jpg"", ""first_seen"": ""24/08/2021"", ""last_seen"": ""04/08/2022"", ""removed"": null}";2023-01-07T04:15:25+00:00;"{""latitude"": ""51.438657679613"", ""longitude"": ""5.4330157992951""}";L;Z;"{""name"": ""Bergen op Zoomstraat"", ""type"": null, ""number"": null, ""wvk_id"": null}";51.438657679613;5.4330157992951;Bergen op Zoomstraat;https://signimages.ipsm.nl/in/99e/99ec2ab5-ef96-495e-a26f-f38f833147e0_1673068494.jpg;2021-08-24;2022-04-08;51.438657679613, 5.4330157992951
13747930;b2d83607-0c30-4edd-9159-a3c531781de1;updated;n;;;E6;;;"{""wgs84"": {""latitude"": ""51.439422613425"", ""longitude"": ""5.4337005444015""}, ""rd"": {""x"": ""158232.888"", ""y"": ""383370.053""}, ""placement"": ""L"", ""side"": ""Z"", ""road"": {""name"": ""Noord Brabantlaan"", ""type"": null, ""number"": null, ""wvk_id"": null}, ""county"": {""name"": ""Eindhoven"", ""code"": ""GM0772"", ""townname"": ""Eindhoven""}}";"{""image"": ""https://signimages.ipsm.nl/in/ac0/ac03e0f8-f0a8-4cc3-81c6-342f5d774702_1673093212.jpg"", ""first_seen"": ""24/08/2021"", ""last_seen"": ""02/08/2022"", ""removed"": null}";2023-01-07T11:07:22+00:00;"{""latitude"": ""51.439422613425"", ""longitude"": ""5.4337005444015""}";L;Z;"{""name"": ""Noord Brabantlaan"", ""type"": null, ""number"": null, ""wvk_id"": null}";51.439422613425;5.4337005444015;Noord Brabantlaan;https://signimages.ipsm.nl/in/ac0/ac03e0f8-f0a8-4cc3-81c6-342f5d774702_1673093212.jpg;2021-08-24;2022-02-08;51.439422613425, 5.4337005444015
13747934;d89136bf-962b-4711-9038-bb6fdfc1d6d8;updated;n;;;onbekend;;;"{""wgs84"": {""latitude"": ""51.457674456073"", ""longitude"": ""5.3932693571421""}, ""rd"": {""x"": ""155421.573"", ""y"": ""385399.573""}, ""placement"": ""L"", ""side"": ""N"", ""road"": {""name"": ""Luchthavenweg"", ""type"": null, ""number"": null, ""wvk_id"": null}, ""county"": {""name"": ""Eindhoven"", ""code"": ""GM0772"", ""townname"": ""Eindhoven""}}";"{""image"": ""https://signimages.ipsm.nl/in/2af/2af2ecb4-03e8-48c2-9fe3-e97d650d545f_1672420299.jpg"", ""first_seen"": ""17/08/2021"", ""last_seen"": ""02/08/2022"", ""removed"": null}";2022-12-30T16:12:16+00:00;"{""latitude"": ""51.457674456073"", ""longitude"": ""5.3932693571421""}";L;N;"{""name"": ""Luchthavenweg"", ""type"": null, ""number"": null, ""wvk_id"": null}";51.457674456073;5.3932693571421;Luchthavenweg;https://signimages.ipsm.nl/in/2af/2af2ecb4-03e8-48c2-9fe3-e97d650d545f_1672420299.jpg;2021-08-17;2022-02-08;51.457674456073, 5.3932693571421
13747960;1bb4f01a-1b91-4847-973d-fd06ceea7bef;updated;n;;;D6;;;"{""wgs84"": {""latitude"": ""51.43775961554"", ""longitude"": ""5.3980285283833""}, ""rd"": {""x"": ""155752.675"", ""y"": ""383184.062""}, ""placement"": ""L"", ""side"": ""W"", ""road"": {""name"": ""Waterlinie"", ""type"": null, ""number"": null, ""wvk_id"": null}, ""county"": {""name"": ""Eindhoven"", ""code"": ""GM0772"", ""townname"": ""Eindhoven""}}";"{""image"": ""https://signimages.ipsm.nl/in/e80/e80bf061-e339-4a96-ab50-4d32b2d14a39_1672490716.jpg"", ""first_seen"": ""23/08/2021"", ""last_seen"": ""02/08/2022"", ""removed"": null}";2022-12-31T11:46:08+00:00;"{""latitude"": ""51.43775961554"", ""longitude"": ""5.3980285283833""}";L;W;"{""name"": ""Waterlinie"", ""type"": null, ""number"": null, ""wvk_id"": null}";51.43775961554;5.3980285283833;Waterlinie;https://signimages.ipsm.nl/in/e80/e80bf061-e339-4a96-ab50-4d32b2d14a39_1672490716.jpg;2021-08-23;2022-02-08;51.43775961554, 5.3980285283833
13747972;0e3822a9-b08e-4e44-9d1e-92a0a30560c2;updated;n;;;A1;50;;"{""wgs84"": {""latitude"": ""51.434221711043"", ""longitude"": ""5.4257736774188""}, ""rd"": {""x"": ""157682.048"", ""y"": ""382791.124""}, ""placement"": ""L"", ""side"": ""R"", ""road"": {""name"": ""Randwg Eindhoven"", ""type"": ""2"", ""number"": ""2"", ""wvk_id"": null}, ""county"": {""name"": ""Eindhoven"", ""code"": ""GM0772"", ""townname"": ""Eindhoven""}}";"{""image"": ""https://signimages.ipsm.nl/in/265/265d9eee-c0cd-498a-9169-b049ad005170_1674655008.jpg"", ""first_seen"": ""21/04/2016"", ""last_seen"": ""20/04/2022"", ""removed"": null}";2023-01-25T12:57:18+00:00;"{""latitude"": ""51.434221711043"", ""longitude"": ""5.4257736774188""}";L;R;"{""name"": ""Randwg Eindhoven"", ""type"": ""2"", ""number"": ""2"", ""wvk_id"": null}";51.434221711043;5.4257736774188;Randwg Eindhoven;https://signimages.ipsm.nl/in/265/265d9eee-c0cd-498a-9169-b049ad005170_1674655008.jpg;2016-04-21;2022-04-20;51.434221711043, 5.4257736774188
13747992;9cd5adbc-3693-40dc-b98e-9614a6ce7f0e;updated;n;;;E4;;";opladen elektrische voertuigen";"{""wgs84"": {""latitude"": ""51.437347533792"", ""longitude"": ""5.4676582887537""}, ""rd"": {""x"": ""160594.192"", ""y"": ""383141.259""}, ""placement"": ""L"", ""side"": ""N"", ""road"": {""name"": ""Lodewijk Napoleonlaan"", ""type"": null, ""number"": null, ""wvk_id"": null}, ""county"": {""name"": ""Eindhoven"", ""code"": ""GM0772"", ""townname"": ""Eindhoven""}}";"{""image"": ""https://signimages.ipsm.nl/in/b40/b40fd5f7-c830-42b9-9737-7a4de11430b6_1672624157.jpg"", ""first_seen"": ""26/08/2021"", ""last_seen"": ""04/08/2022"", ""removed"": null}";2023-01-02T00:50:10+00:00;"{""latitude"": ""51.437347533792"", ""longitude"": ""5.4676582887537""}";L;N;"{""name"": ""Lodewijk Napoleonlaan"", ""type"": null, ""number"": null, ""wvk_id"": null}";51.437347533792;5.4676582887537;Lodewijk Napoleonlaan;https://signimages.ipsm.nl/in/b40/b40fd5f7-c830-42b9-9737-7a4de11430b6_1672624157.jpg;2021-08-26;2022-04-08;51.437347533792, 5.4676582887537
13748001;85b11c0a-db33-443a-9a0f-a29db3f62f1a;updated;n;;;onbekend;;Achteruit inparkeren verplicht;"{""wgs84"": {""latitude"": ""51.427219230323"", ""longitude"": ""5.4395914432027""}, ""rd"": {""x"": ""158643.455"", ""y"": ""382012.692""}, ""placement"": ""L"", ""side"": ""W"", ""road"": {""name"": ""Meerenakkerweg"", ""type"": null, ""number"": null, ""wvk_id"": null}, ""county"": {""name"": ""Eindhoven"", ""code"": ""GM0772"", ""townname"": ""Eindhoven""}}";"{""image"": ""https://signimages.ipsm.nl/in/5a0/5a00f0fd-eb28-4df2-b653-69c9bc0972d2_1672680834.jpg"", ""first_seen"": ""23/08/2021"", ""last_seen"": ""03/08/2022"", ""removed"": null}";2023-01-02T16:34:19+00:00;"{""latitude"": ""51.427219230323"", ""longitude"": ""5.4395914432027""}";L;W;"{""name"": ""Meerenakkerweg"", ""type"": null, ""number"": null, ""wvk_id"": null}";51.427219230323;5.4395914432027;Meerenakkerweg;https://signimages.ipsm.nl/in/5a0/5a00f0fd-eb28-4df2-b653-69c9bc0972d2_1672680834.jpg;2021-08-23;2022-03-08;51.427219230323, 5.4395914432027
