FID,jaar,type_ws,hoofdgeb,gebied,locatie,gdb_geomattr_data,shape
steilrand_maas_2011.10,2011,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,Den Bosch Oude Schans,,"LINESTRING (147734.24700000137 416706.58300000057, 147735.54100000113 416705.7809999995, 147737.32699999958 416704.59600000083, 147739.32400000095 416705.1079999991, 147742.50499999896 416705.98900000006, 147744.64400000125 416706.08900000155, 147746.35799999908 416705.44200000167)"
steilrand_maas_2011.11,2011,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,Den Bosch Oude Schans,,"LINESTRING (147765.13899999857 416707.17500000075, 147766.66200000048 416707.4129999988, 147768.11100000143 416706.625, 147769.90100000054 416704.8209999986, 147772.66699999943 416703.1739999987, 147774.07699999958 416703.79199999943, 147775.063000001 416704.881000001, 147777.2950000018 416704.72199999914, 147778.75400000066 416705.756000001, 147778.82600000128 416707.1090000011, 147778.51799999923 416708.2479999997, 147779.63699999824 416708.70800000057, 147781.2490000017 416708.40300000086, 147781.86100000143 416707.8020000011, 147783.13500000164 416706.7100000009, 147784.82299999893 416706.4200000018, 147786.4389999993 416705.2719999999, 147786.75699999928 416702.313000001, 147788.5469999984 416701.04300000146, 147789.70699999854 416699.6490000002, 147790.186999999 416699.4270000011, 147792.22199999914 416700.8110000007, 147793.77800000086 416701.29399999976, 147794.7589999996 416700.98000000045, 147795.5469999984 416701.08300000057, 147796.9910000004 416701.58399999887, 147797.84299999848 416701.36400000006, 147799.0009999983 416700.4310000017, 147799.9360000007 416699.6229999997, 147800.74399999902 416699.7670000009, 147801.7800000012 416700.3449999988, 147802.6400000006 416700.36300000176, 147803.2950000018 416699.8819999993, 147804.44900000095 416699.6559999995)"
steilrand_maas_2011.12,2011,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,Den Bosch Oude Schans,,"LINESTRING (147819.938000001 416700.68299999833, 147821.54100000113 416700.5, 147822.41099999845 416699.32400000095, 147823.4050000012 416697.7989999987, 147826.10300000012 416696.4609999992, 147826.4219999984 416696.3599999994, 147826.90900000185 416696.2049999982, 147828.51999999955 416695.6950000003, 147829.5009999983 416695.72199999914, 147831.14799999818 416695.7659999989, 147832.94299999997 416695.73699999973, 147833.1700000018 416695.7329999991, 147834.9990000017 416695.98600000143, 147838.24799999967 416696.46499999985, 147840.23999999836 416696.6979999989, 147842.4200000018 416696.7259999998, 147845.23600000143 416696.61300000176, 147847.62900000066 416696.6570000015, 147850.1889999993 416697.6000000015, 147853.24300000072 416699.3530000001, 147854.75200000033 416700.6810000017, 147856.04800000042 416704.17500000075)"
steilrand_maas_2011.13,2011,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,Den Bosch Oude Schans,,"LINESTRING (147893.7969999984 416693.27600000054, 147893.0460000001 416692.13599999994, 147892.4210000001 416691.7950000018, 147891.67599999905 416691.6939999983, 147891.32400000095 416691.813000001, 147890.28700000048 416691.83900000155, 147889.3359999992 416691.77600000054, 147888.32400000095 416691.76000000164, 147887.35200000182 416691.54100000113, 147886.9549999982 416691.5859999992, 147886.5399999991 416691.8599999994, 147885.45199999958 416690.4609999992, 147884.87000000104 416689.81500000134, 147884.54899999872 416690.4070000015, 147884.14200000092 416690.7679999992, 147883.67599999905 416690.9629999995, 147882.9299999997 416691.2670000009, 147881.57400000095 416692.2969999984, 147880.09899999946 416693.8189999983, 147878.9149999991 416695.4770000018, 147877.0850000009 416697.4670000002)"
steilrand_maas_2011.14,2011,Rivieren,Maas,Zandmaas,Bergen,,"LINESTRING (199446.54399999976 400805.23999999836, 199447.76799999923 400804.37099999934, 199449.29300000146 400803.0020000003, 199450.01099999994 400802.3570000008, 199451.3759999983 400801.5489999987, 199452.39600000158 400800.52699999884, 199452.69000000134 400799.5689999983, 199454.3139999993 400798.38599999994, 199455.01700000092 400797.95800000057, 199455.73900000006 400796.6810000017, 199456.44000000134 400796.0229999982, 199457 400795.1950000003, 199458.23600000143 400794.16800000146, 199458.3509999998 400793.5150000006, 199460.08900000155 400792.69999999925, 199461.6889999993 400791.33900000155, 199463.58999999985 400789.2340000011, 199464.78200000152 400787.6950000003, 199466.47800000012 400784.49599999934, 199467.78500000015 400782.71599999815, 199469.22199999914 400780.52600000054, 199470.70800000057 400778.6640000008, 199471.4699999988 400777.8260000013, 199473.1649999991 400775.0560000017)"
steilrand_maas_2011.15,2011,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,Zandmeren (bij Kerkdriel),,"LINESTRING (152892.21400000155 418868.63599999994, 152891.60200000182 418869.37900000066, 152890.85300000012 418869.9299999997, 152890.08399999887 418870.1400000006, 152889.76399999857 418870.69099999964, 152889.2969999984 418871.26199999824, 152888.33199999854 418871.30099999905, 152886.9539999999 418871.70899999887, 152886.59899999946 418872.5329999998, 152886.5009999983 418873.9219999984, 152886.66099999845 418874.618999999, 152887.0450000018 418875.2800000012, 152887.18400000036 418876.46400000155, 152887.77699999884 418877.9600000009, 152888.16899999976 418879.0879999995, 152888.74799999967 418879.50499999896, 152889.4219999984 418879.68400000036, 152889.89200000092 418880.4930000007, 152890.05099999905 418881.32499999925, 152890.55099999905 418881.54300000146, 152890.811999999 418882.31700000167, 152891.24799999967 418882.83399999887, 152891.86499999836 418883.2749999985, 152892.17399999872 418884.40300000086, 152892.76000000164 418884.63599999994, 152893.40900000185 418885.0689999983, 152894.09899999946 418885.8960000016, 152894.90399999917 418886.4470000006, 152896.33900000155 418887.34699999914, 152897.8110000007 418888.03599999845, 152899.26000000164 418889.0920000002)"
steilrand_maas_2011.16,2011,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,Zandmeren (bij Kerkdriel),,"LINESTRING (152905.82699999958 418888.76999999955, 152905.9459999986 418889.5089999996, 152905.91299999878 418890.16699999943, 152906.71499999985 418890.7529999986, 152907.38699999824 418891.1730000004, 152907.51900000125 418892.11300000176, 152907.53400000185 418892.9210000001, 152907.6409999989 418893.6000000015, 152908.2650000006 418893.33999999985, 152908.68400000036 418893.27800000086, 152909.06700000167 418893.993999999, 152909.50600000098 418894.5170000009, 152910.1499999985 418894.8530000001, 152910.36400000006 418895.56799999997, 152910.72199999914 418895.9679999985, 152911.0460000001 418896.29300000146, 152910.8909999989 418896.9290000014, 152911.33799999952 418897.19299999997, 152911.48800000176 418897.6259999983, 152912.10500000045 418898.5009999983, 152913.00299999863 418899.27899999917, 152914.19700000063 418899.5720000006, 152914.8660000004 418900.16800000146, 152914.46200000122 418902.04199999943, 152915.98800000176 418904.08199999854, 152917.21799999848 418906.2120000012, 152918.11300000176 418909.01900000125, 152919.01099999994 418908.8969999999, 152919.5150000006 418909.34800000116, 152920.22800000012 418910.8579999991, 152921.52600000054 418911.7879999988, 152922.48699999973 418911.9840000011, 152922.79300000146 418912.4479999989, 152923.46599999815 418914.0729999989, 152924.22800000012 418915.29399999976, 152924.58999999985 418916.5080000013, 152924.32699999958 418918.48600000143, 152924.60399999842 418919.6229999997, 152924.5709999986 418921.3979999982, 152923.4219999984 418922.02600000054, 152925.21200000122 418923.21599999815, 152925.88500000164 418923.8960000016, 152926.44399999827 418925.16800000146, 152926.94399999827 418925.9609999992, 152927.2509999983 418926.506000001, 152927.46799999848 418926.8049999997, 152928.938000001 418927.68499999866, 152929.11100000143 418928.8299999982, 152929.92599999905 418930.08399999887, 152930.79899999872 418930.99500000104, 152932.31599999964 418931.7199999988, 152933.62000000104 418933.6240000017, 152934.40799999982 418934.76900000125, 152935.14200000092 418935.69200000167, 152935.76300000027 418936.2170000002, 152936.43499999866 418937.3299999982, 152936.83799999952 418938.506000001, 152937.07299999893 418939.6030000001, 152938.05999999866 418941.0029999986, 152938.84299999848 418942.5450000018, 152939.37700000033 418943.8049999997, 152939.72899999842 418944.6079999991, 152940.07200000063 418945.02800000086, 152940.63699999824 418945.3420000002, 152940.75400000066 418945.7100000009, 152940.8759999983 418946.45699999854, 152941.14499999955 418947.41899999976, 152941.89499999955 418948.5760000013, 152942.4299999997 418948.9789999984, 152942.96200000122 418949.0709999986, 152943.33799999952 418950.35599999875, 152943.78599999845 418951.45600000024, 152944.5700000003 418951.9210000001, 152945.10700000077 418952.47199999914, 152945.77699999884 418953.4310000017, 152946.44999999925 418954.95600000024, 152946.82200000063 418955.86100000143, 152947.37200000137 418956.0309999995, 152947.92700000107 418955.7879999988, 152948.07400000095 418956.2829999998, 152947.68499999866 418956.96599999815, 152947.7340000011 418957.8269999996, 152948.5159999989 418959.4389999993, 152949.1799999997 418960.0720000006, 152949.54100000113 418960.506000001, 152949.61400000006 418961.4770000018, 152949.2250000015 418962.01199999824, 152949.59200000018 418963.063000001)"
steilrand_maas_2011.17,2011,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,Zandmeren (bij Kerkdriel),,"LINESTRING (152962.86100000143 418992.68299999833, 152961.7969999984 418992.03599999845, 152960.3500000015 418991.2490000017, 152959.66000000015 418990.69999999925, 152958.97899999842 418989.8900000006, 152958.19700000063 418989.16099999845, 152957.2950000018 418988.8520000018, 152956.25299999863 418987.95899999887, 152954.43200000003 418986.4840000011, 152952.99799999967 418985.4970000014, 152950.6490000002 418984.0540000014, 152949.33100000024 418982.04399999976, 152948.2419999987 418979.47399999946, 152947.59600000083 418977.37000000104, 152947.75200000033 418974.01000000164, 152947.87299999967 418972.8590000011, 152948.10799999908 418971.90399999917)"
steilrand_maas_2011.18,2011,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,Zandmeren (bij Kerkdriel),,"LINESTRING (152966.49300000072 418989.6039999984, 152967.83999999985 418991.1620000005, 152969.3590000011 418994.76999999955, 152971.21599999815 418999.4270000011)"
steilrand_maas_2011.148,2011,Rivieren,Maas,Zandmaas,Beugen,,"LINESTRING (194872.02699999884 409773.8189999983, 194871.61400000006 409775.6000000015, 194871.98800000176 409776.188000001, 194871.38899999857 409776.80099999905, 194871.44399999827 409777.90399999917, 194871.26099999994 409778.97300000116, 194871.30200000107 409780.45600000024, 194871.0859999992 409781.58900000155, 194871.04100000113 409782.41800000146)"
steilrand_maas_2011.20,2011,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,Zandmeren (bij Kerkdriel),,"MULTILINESTRING ((152994.2190000005 419039.05700000003, 152995.21299999952 419040.0309999995, 152995.77899999917 419041.4210000001, 152996.09699999914 419042.09099999815, 152996.78799999878 419043.46400000155, 152997.46700000018 419044.6959999986, 152998.17799999937 419045.63899999857, 152998.35200000182 419046.69000000134, 152998.82400000095 419047.0929999985, 152999.4450000003 419047.8599999994, 152999.72700000182 419049.16600000113, 153000.00600000098 419050.2410000004, 153000.47700000182 419050.92599999905, 153001.2580000013 419051.6719999984, 153001.67599999905 419052.41699999943, 153001.94200000167 419053.1490000002, 153002.6719999984 419055.11199999973, 153003.2100000009 419056.30999999866, 153003.47899999842 419057.7019999996, 153004.2049999982 419058.91699999943, 153004.3909999989 419060.73900000006), (152991.3049999997 419032.80099999905, 152991.70199999958 419034.59899999946, 152994.2190000005 419039.05700000003))"
steilrand_maas_2011.21,2011,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,Zandmeren (bij Kerkdriel),,"LINESTRING (153041.41800000146 419178.4510000013, 153040.69399999827 419177.50400000066, 153039.6339999996 419175.66800000146, 153038.2419999987 419173.80999999866, 153037.16800000146 419172.6719999984, 153036.68200000003 419171.625, 153035.96499999985 419170.3530000001, 153034.83399999887 419168.48699999973, 153033.9299999997 419167.188000001, 153033.22399999946 419165.8929999992, 153032.26900000125 419165.1420000009, 153032.45899999887 419164.3049999997, 153032.1860000007 419163.40100000054, 153031.11800000072 419161.18299999833, 153029.9389999993 419159.11100000143, 153029.6719999984 419157.66099999845, 153029.14799999818 419155.16000000015, 153028.46700000018 419151.2520000003, 153027.47800000012 419146.43400000036, 153027.40100000054 419143.2410000004, 153027.8209999986 419139.6860000007, 153027.54399999976 419138.0469999984, 153027.68100000173 419137.1479999982, 153028.13699999824 419136.63500000164, 153028.03400000185 419135.97100000083, 153027.61800000072 419135.0859999992, 153027.80700000003 419134.3379999995, 153028.52699999884 419133.7980000004, 153028.74700000137 419132.5799999982, 153029.08700000122 419131.99500000104, 153030.18299999833 419131.77699999884, 153031.17799999937 419131.2349999994, 153031.77100000158 419130.6739999987, 153032.19399999827 419129.16600000113, 153032.07699999958 419127.6550000012, 153031.50699999928 419126.6770000011, 153030.94099999964 419125.8500000015, 153031.03700000048 419125.12000000104, 153030.7490000017 419123.43400000036, 153030.05799999833 419121.3220000006, 153029.20899999887 419119.19099999964, 153028.18100000173 419117.4919999987, 153027.2899999991 419115.8189999983, 153025.6649999991 419114.7989999987, 153022.76099999994 419112.98999999836, 153021.23099999875 419111.6719999984, 153020.4459999986 419111.3539999984, 153019.55000000075 419110.12099999934, 153018.86100000143 419108.77800000086, 153017.83700000122 419107.4530000016, 153017.44799999893 419105.6710000001, 153017.1009999998 419104.0159999989, 153016.69000000134 419103.36300000176, 153016.70100000128 419102.1099999994, 153016.67399999872 419100.7749999985, 153016.08700000122 419099.2820000015, 153015.89400000125 419098.35599999875, 153015.55299999937 419097.58300000057, 153014.4690000005 419096.5689999983, 153014.05900000036 419095.41800000146, 153013.77800000086 419094.3359999992, 153014.02899999917 419093.7870000005, 153014.04800000042 419092.0150000006, 153013.91800000146 419090.375, 153013.6799999997 419089.5029999986, 153014.375 419087.7980000004, 153014.5799999982 419086.8350000009, 153015.0159999989 419085.8359999992, 153014.85399999842 419084.05099999905, 153014.6649999991 419082.5639999993, 153014.21200000122 419081.79399999976, 153014.08799999952 419080.75499999896, 153013.2049999982 419079.9759999998, 153012.2049999982 419079.4820000008, 153011.63500000164 419078.69999999925, 153011.8289999999 419077.81799999997, 153012.2030000016 419077.3830000013, 153011.95100000128 419076.62900000066, 153011.18499999866 419076.21599999815, 153011.38699999824 419075.52699999884, 153011.68100000173 419075.0159999989, 153011.00600000098 419074.0709999986, 153010.7969999984 419073.2270000018, 153010.59800000116 419072.3359999992, 153009.39299999923 419070.9120000005)"
