FID,ZOEK_POSTCODE,ZOEK_ADRES,X,Y,STRAAT,HUISNUMMER,HUISLETTER,HUIS_TOEVOEGING,POSTCODE,WOONPLAATS,WIJ_NAAM,WEBSITE,GEOM
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b45,"9723JJ, 5/16",Aarhusweg 5/16 9723JJ Groningen,237485,581153,Aarhusweg,5,,16,9723JJ,Groningen,WIJ De Wijert,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-dewijert-helpman"" target=""_blank"">Website WIJ De Wijert</A>",POINT (237485 581153)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b46,"9723JJ, 5/17",Aarhusweg 5/17 9723JJ Groningen,237500,581157,Aarhusweg,5,,17,9723JJ,Groningen,WIJ De Wijert,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-dewijert-helpman"" target=""_blank"">Website WIJ De Wijert</A>",POINT (237500 581157)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b47,"9723JJ, 5/18",Aarhusweg 5/18 9723JJ Groningen,237488,581149,Aarhusweg,5,,18,9723JJ,Groningen,WIJ De Wijert,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-dewijert-helpman"" target=""_blank"">Website WIJ De Wijert</A>",POINT (237488 581149)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b48,"9723JJ, 5/19",Aarhusweg 5/19 9723JJ Groningen,237453,581175,Aarhusweg,5,,19,9723JJ,Groningen,WIJ De Wijert,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-dewijert-helpman"" target=""_blank"">Website WIJ De Wijert</A>",POINT (237453 581175)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b49,"9723JJ, 5/2",Aarhusweg 5/2 9723JJ Groningen,237468,581184,Aarhusweg,5,,2,9723JJ,Groningen,WIJ De Wijert,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-dewijert-helpman"" target=""_blank"">Website WIJ De Wijert</A>",POINT (237468 581184)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b4a,"9723JJ, 5/20",Aarhusweg 5/20 9723JJ Groningen,237455,581170,Aarhusweg,5,,20,9723JJ,Groningen,WIJ De Wijert,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-dewijert-helpman"" target=""_blank"">Website WIJ De Wijert</A>",POINT (237455 581170)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b4b,"9723JJ, 5/21",Aarhusweg 5/21 9723JJ Groningen,237457,581166,Aarhusweg,5,,21,9723JJ,Groningen,WIJ De Wijert,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-dewijert-helpman"" target=""_blank"">Website WIJ De Wijert</A>",POINT (237457 581166)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b4c,"9723JJ, 5/22",Aarhusweg 5/22 9723JJ Groningen,237460,581162,Aarhusweg,5,,22,9723JJ,Groningen,WIJ De Wijert,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-dewijert-helpman"" target=""_blank"">Website WIJ De Wijert</A>",POINT (237460 581162)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b4d,"9723JJ, 5/23",Aarhusweg 5/23 9723JJ Groningen,237462,581157,Aarhusweg,5,,23,9723JJ,Groningen,WIJ De Wijert,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-dewijert-helpman"" target=""_blank"">Website WIJ De Wijert</A>",POINT (237462 581157)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b4e,"9723JJ, 5/24",Aarhusweg 5/24 9723JJ Groningen,237465,581153,Aarhusweg,5,,24,9723JJ,Groningen,WIJ De Wijert,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-dewijert-helpman"" target=""_blank"">Website WIJ De Wijert</A>",POINT (237465 581153)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b4f,"9723JJ, 5/25",Aarhusweg 5/25 9723JJ Groningen,237467,581148,Aarhusweg,5,,25,9723JJ,Groningen,WIJ De Wijert,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-dewijert-helpman"" target=""_blank"">Website WIJ De Wijert</A>",POINT (237467 581148)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b50,"9723JJ, 5/26",Aarhusweg 5/26 9723JJ Groningen,237470,581144,Aarhusweg,5,,26,9723JJ,Groningen,WIJ De Wijert,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-dewijert-helpman"" target=""_blank"">Website WIJ De Wijert</A>",POINT (237470 581144)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b51,"9723JJ, 5/27",Aarhusweg 5/27 9723JJ Groningen,237472,581140,Aarhusweg,5,,27,9723JJ,Groningen,WIJ De Wijert,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-dewijert-helpman"" target=""_blank"">Website WIJ De Wijert</A>",POINT (237472 581140)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b52,"9723JJ, 5/3",Aarhusweg 5/3 9723JJ Groningen,237483,581187,Aarhusweg,5,,3,9723JJ,Groningen,WIJ De Wijert,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-dewijert-helpman"" target=""_blank"">Website WIJ De Wijert</A>",POINT (237483 581187)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b53,"9723JJ, 5/4",Aarhusweg 5/4 9723JJ Groningen,237470,581179,Aarhusweg,5,,4,9723JJ,Groningen,WIJ De Wijert,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-dewijert-helpman"" target=""_blank"">Website WIJ De Wijert</A>",POINT (237470 581179)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b54,"9723JJ, 5/5",Aarhusweg 5/5 9723JJ Groningen,237485,581183,Aarhusweg,5,,5,9723JJ,Groningen,WIJ De Wijert,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-dewijert-helpman"" target=""_blank"">Website WIJ De Wijert</A>",POINT (237485 581183)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b55,"9723JJ, 5/6",Aarhusweg 5/6 9723JJ Groningen,237472,581174,Aarhusweg,5,,6,9723JJ,Groningen,WIJ De Wijert,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-dewijert-helpman"" target=""_blank"">Website WIJ De Wijert</A>",POINT (237472 581174)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b56,"9723JJ, 5/7",Aarhusweg 5/7 9723JJ Groningen,237488,581178,Aarhusweg,5,,7,9723JJ,Groningen,WIJ De Wijert,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-dewijert-helpman"" target=""_blank"">Website WIJ De Wijert</A>",POINT (237488 581178)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b57,"9723JJ, 5/8",Aarhusweg 5/8 9723JJ Groningen,237475,581170,Aarhusweg,5,,8,9723JJ,Groningen,WIJ De Wijert,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-dewijert-helpman"" target=""_blank"">Website WIJ De Wijert</A>",POINT (237475 581170)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b58,"9726EG, 17b",Abel Tasmanstraat 17b 9726EG Groningen,232919,581247,Abel Tasmanstraat,17,b,,9726EG,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232919 581247)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b59,"9726EG, 17c",Abel Tasmanstraat 17c 9726EG Groningen,232917,581245,Abel Tasmanstraat,17,c,,9726EG,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232917 581245)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b5a,"9726EJ, 18",Abel Tasmanstraat 18 9726EJ Groningen,232940,581255,Abel Tasmanstraat,18,,,9726EJ,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232940 581255)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b5b,"9726EJ, 18a",Abel Tasmanstraat 18a 9726EJ Groningen,232941,581253,Abel Tasmanstraat,18,a,,9726EJ,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232941 581253)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b5c,"9726EJ, 18b",Abel Tasmanstraat 18b 9726EJ Groningen,232942,581251,Abel Tasmanstraat,18,b,,9726EJ,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232942 581251)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b5d,"9726EG, 19",Abel Tasmanstraat 19 9726EG Groningen,232923,581243,Abel Tasmanstraat,19,,,9726EG,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232923 581243)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b5e,"9726EG, 19a",Abel Tasmanstraat 19a 9726EG Groningen,232925,581241,Abel Tasmanstraat,19,a,,9726EG,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232925 581241)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b5f,"9726EE, 1a",Abel Tasmanstraat 1a 9726EE Groningen,232853,581322,Abel Tasmanstraat,1,a,,9726EE,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232853 581322)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b60,"9726EE, 1b",Abel Tasmanstraat 1b 9726EE Groningen,232854,581321,Abel Tasmanstraat,1,b,,9726EE,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232854 581321)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b61,"9726EH, 2",Abel Tasmanstraat 2 9726EH Groningen,232868,581334,Abel Tasmanstraat,2,,,9726EH,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232868 581334)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b62,"9726EJ, 20",Abel Tasmanstraat 20 9726EJ Groningen,232946,581248,Abel Tasmanstraat,20,,,9726EJ,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232946 581248)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b63,"9726EJ, 20a",Abel Tasmanstraat 20a 9726EJ Groningen,232947,581246,Abel Tasmanstraat,20,a,,9726EJ,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232947 581246)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b64,"9726EG, 21",Abel Tasmanstraat 21 9726EG Groningen,232929,581237,Abel Tasmanstraat,21,,,9726EG,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232929 581237)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b65,"9726EG, 21a",Abel Tasmanstraat 21a 9726EG Groningen,232930,581235,Abel Tasmanstraat,21,a,,9726EG,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232930 581235)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b66,"9726EG, 21b",Abel Tasmanstraat 21b 9726EG Groningen,232932,581234,Abel Tasmanstraat,21,b,,9726EG,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232932 581234)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b67,"9726EJ, 22",Abel Tasmanstraat 22 9726EJ Groningen,232952,581242,Abel Tasmanstraat,22,,,9726EJ,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232952 581242)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b68,"9726EJ, 22a",Abel Tasmanstraat 22a 9726EJ Groningen,232953,581240,Abel Tasmanstraat,22,a,,9726EJ,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232953 581240)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b69,"9726EJ, 22b",Abel Tasmanstraat 22b 9726EJ Groningen,232954,581238,Abel Tasmanstraat,22,b,,9726EJ,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232954 581238)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b6a,"9726EJ, 24",Abel Tasmanstraat 24 9726EJ Groningen,232956,581234,Abel Tasmanstraat,24,,,9726EJ,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232956 581234)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b6b,"9726EJ, 24a",Abel Tasmanstraat 24a 9726EJ Groningen,232958,581232,Abel Tasmanstraat,24,a,,9726EJ,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232958 581232)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b6c,"9726EJ, 24b",Abel Tasmanstraat 24b 9726EJ Groningen,232960,581230,Abel Tasmanstraat,24,b,,9726EJ,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232960 581230)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b6d,"9726EH, 2a/1",Abel Tasmanstraat 2a/1 9726EH Groningen,232872,581334,Abel Tasmanstraat,2,a,1,9726EH,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232872 581334)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b6e,"9726EH, 2a/2",Abel Tasmanstraat 2a/2 9726EH Groningen,232873,581335,Abel Tasmanstraat,2,a,2,9726EH,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232873 581335)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b6f,"9726EH, 2b",Abel Tasmanstraat 2b 9726EH Groningen,232872,581330,Abel Tasmanstraat,2,b,,9726EH,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232872 581330)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b70,"9726EE, 3",Abel Tasmanstraat 3 9726EE Groningen,232857,581318,Abel Tasmanstraat,3,,,9726EE,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232857 581318)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b71,"9726EE, 3a",Abel Tasmanstraat 3a 9726EE Groningen,232859,581317,Abel Tasmanstraat,3,a,,9726EE,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232859 581317)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b72,"9726EE, 3b",Abel Tasmanstraat 3b 9726EE Groningen,232860,581315,Abel Tasmanstraat,3,b,,9726EE,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232860 581315)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b73,"9726EH, 4",Abel Tasmanstraat 4 9726EH Groningen,232877,581326,Abel Tasmanstraat,4,,,9726EH,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232877 581326)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b74,"9726EH, 4a",Abel Tasmanstraat 4a 9726EH Groningen,232879,581324,Abel Tasmanstraat,4,a,,9726EH,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232879 581324)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b75,"9726EE, 5",Abel Tasmanstraat 5 9726EE Groningen,232862,581312,Abel Tasmanstraat,5,,,9726EE,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232862 581312)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b76,"9726EE, 5a",Abel Tasmanstraat 5a 9726EE Groningen,232864,581310,Abel Tasmanstraat,5,a,,9726EE,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232864 581310)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b77,"9726EE, 5b",Abel Tasmanstraat 5b 9726EE Groningen,232865,581308,Abel Tasmanstraat,5,b,,9726EE,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232865 581308)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b78,"9726EH, 6",Abel Tasmanstraat 6 9726EH Groningen,232883,581319,Abel Tasmanstraat,6,,,9726EH,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232883 581319)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b79,"9726EH, 6a",Abel Tasmanstraat 6a 9726EH Groningen,232884,581317,Abel Tasmanstraat,6,a,,9726EH,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232884 581317)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b7a,"9726EH, 6b",Abel Tasmanstraat 6b 9726EH Groningen,232886,581316,Abel Tasmanstraat,6,b,,9726EH,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232886 581316)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b7b,"9726EE, 7",Abel Tasmanstraat 7 9726EE Groningen,232868,581305,Abel Tasmanstraat,7,,,9726EE,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232868 581305)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b7c,"9726EE, 7a",Abel Tasmanstraat 7a 9726EE Groningen,232869,581304,Abel Tasmanstraat,7,a,,9726EE,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232869 581304)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b7d,"9726EE, 7b",Abel Tasmanstraat 7b 9726EE Groningen,232870,581302,Abel Tasmanstraat,7,b,,9726EE,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232870 581302)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b7e,"9726EH, 8",Abel Tasmanstraat 8 9726EH Groningen,232889,581313,Abel Tasmanstraat,8,,,9726EH,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232889 581313)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b7f,"9726EH, 8a",Abel Tasmanstraat 8a 9726EH Groningen,232890,581310,Abel Tasmanstraat,8,a,,9726EH,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232890 581310)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b80,"9726EE, 9",Abel Tasmanstraat 9 9726EE Groningen,232874,581299,Abel Tasmanstraat,9,,,9726EE,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232874 581299)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b81,"9726EE, 9a",Abel Tasmanstraat 9a 9726EE Groningen,232875,581297,Abel Tasmanstraat,9,a,,9726EE,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232875 581297)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b82,"9726EE, 9b",Abel Tasmanstraat 9b 9726EE Groningen,232876,581296,Abel Tasmanstraat,9,b,,9726EE,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232876 581296)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b83,"9722PA, 1",Abraham Kuyperlaan 1 9722PA Groningen,235551,579443,Abraham Kuyperlaan,1,,,9722PA,Groningen,WIJ De Wijert,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-dewijert-helpman"" target=""_blank"">Website WIJ De Wijert</A>",POINT (235551 579443)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b84,"9722PE, 10",Abraham Kuyperlaan 10 9722PE Groningen,235586,579434,Abraham Kuyperlaan,10,,,9722PE,Groningen,WIJ De Wijert,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-dewijert-helpman"" target=""_blank"">Website WIJ De Wijert</A>",POINT (235586 579434)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b85,"9722PH, 100",Abraham Kuyperlaan 100 9722PH Groningen,235539,579284,Abraham Kuyperlaan,100,,,9722PH,Groningen,WIJ De Wijert,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-dewijert-helpman"" target=""_blank"">Website WIJ De Wijert</A>",POINT (235539 579284)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b86,"9722PA, 11",Abraham Kuyperlaan 11 9722PA Groningen,235562,579410,Abraham Kuyperlaan,11,,,9722PA,Groningen,WIJ De Wijert,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-dewijert-helpman"" target=""_blank"">Website WIJ De Wijert</A>",POINT (235562 579410)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2b87,"9722PE, 12",Abraham Kuyperlaan 12 9722PE Groningen,235587,579430,Abraham Kuyperlaan,12,,,9722PE,Groningen,WIJ De Wijert,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-dewijert-helpman"" target=""_blank"">Website WIJ De Wijert</A>",POINT (235587 579430)
