Nummer;Totaal van;Jaar;Maand;Categorie;Nationaliteit;Aantal vertrek
1;Jaar;2022;*Alle*;*Alle*;*Alle*;8610
2;Jaar, Maand;2022;01;*Alle*;*Alle*;600
2;Jaar, Maand;2022;02;*Alle*;*Alle*;620
2;Jaar, Maand;2022;03;*Alle*;*Alle*;780
2;Jaar, Maand;2022;04;*Alle*;*Alle*;590
2;Jaar, Maand;2022;05;*Alle*;*Alle*;730
2;Jaar, Maand;2022;06;*Alle*;*Alle*;750
2;Jaar, Maand;2022;07;*Alle*;*Alle*;750
2;Jaar, Maand;2022;08;*Alle*;*Alle*;770
2;Jaar, Maand;2022;09;*Alle*;*Alle*;780
2;Jaar, Maand;2022;10;*Alle*;*Alle*;770
2;Jaar, Maand;2022;11;*Alle*;*Alle*;820
2;Jaar, Maand;2022;12;*Alle*;*Alle*;670
3;Jaar, Maand, Categorie;2022;01;Gedwongen vertrek uit Nederland;*Alle*;100
3;Jaar, Maand, Categorie;2022;01;Zelfstandig vertrek uit Nederland;*Alle*;150
3;Jaar, Maand, Categorie;2022;01;Zelfstandig vertrek zonder toezicht;*Alle*;360
3;Jaar, Maand, Categorie;2022;02;Gedwongen vertrek uit Nederland;*Alle*;90
3;Jaar, Maand, Categorie;2022;02;Zelfstandig vertrek uit Nederland;*Alle*;140
3;Jaar, Maand, Categorie;2022;02;Zelfstandig vertrek zonder toezicht;*Alle*;390
3;Jaar, Maand, Categorie;2022;03;Gedwongen vertrek uit Nederland;*Alle*;150
3;Jaar, Maand, Categorie;2022;03;Zelfstandig vertrek uit Nederland;*Alle*;180
3;Jaar, Maand, Categorie;2022;03;Zelfstandig vertrek zonder toezicht;*Alle*;450
3;Jaar, Maand, Categorie;2022;04;Gedwongen vertrek uit Nederland;*Alle*;130
3;Jaar, Maand, Categorie;2022;04;Zelfstandig vertrek uit Nederland;*Alle*;150
3;Jaar, Maand, Categorie;2022;04;Zelfstandig vertrek zonder toezicht;*Alle*;310
3;Jaar, Maand, Categorie;2022;05;Gedwongen vertrek uit Nederland;*Alle*;150
3;Jaar, Maand, Categorie;2022;05;Zelfstandig vertrek uit Nederland;*Alle*;170
3;Jaar, Maand, Categorie;2022;05;Zelfstandig vertrek zonder toezicht;*Alle*;400
3;Jaar, Maand, Categorie;2022;06;Gedwongen vertrek uit Nederland;*Alle*;200
3;Jaar, Maand, Categorie;2022;06;Zelfstandig vertrek uit Nederland;*Alle*;230
3;Jaar, Maand, Categorie;2022;06;Zelfstandig vertrek zonder toezicht;*Alle*;320
3;Jaar, Maand, Categorie;2022;07;Gedwongen vertrek uit Nederland;*Alle*;190
3;Jaar, Maand, Categorie;2022;07;Zelfstandig vertrek uit Nederland;*Alle*;210
3;Jaar, Maand, Categorie;2022;07;Zelfstandig vertrek zonder toezicht;*Alle*;350
3;Jaar, Maand, Categorie;2022;08;Gedwongen vertrek uit Nederland;*Alle*;190
3;Jaar, Maand, Categorie;2022;08;Zelfstandig vertrek uit Nederland;*Alle*;220
3;Jaar, Maand, Categorie;2022;08;Zelfstandig vertrek zonder toezicht;*Alle*;360
3;Jaar, Maand, Categorie;2022;09;Gedwongen vertrek uit Nederland;*Alle*;160
3;Jaar, Maand, Categorie;2022;09;Zelfstandig vertrek uit Nederland;*Alle*;270
3;Jaar, Maand, Categorie;2022;09;Zelfstandig vertrek zonder toezicht;*Alle*;350
3;Jaar, Maand, Categorie;2022;10;Gedwongen vertrek uit Nederland;*Alle*;170
3;Jaar, Maand, Categorie;2022;10;Zelfstandig vertrek uit Nederland;*Alle*;240
3;Jaar, Maand, Categorie;2022;10;Zelfstandig vertrek zonder toezicht;*Alle*;350
3;Jaar, Maand, Categorie;2022;11;Gedwongen vertrek uit Nederland;*Alle*;190
3;Jaar, Maand, Categorie;2022;11;Zelfstandig vertrek uit Nederland;*Alle*;250
3;Jaar, Maand, Categorie;2022;11;Zelfstandig vertrek zonder toezicht;*Alle*;380
3;Jaar, Maand, Categorie;2022;12;Gedwongen vertrek uit Nederland;*Alle*;140
3;Jaar, Maand, Categorie;2022;12;Zelfstandig vertrek uit Nederland;*Alle*;230
3;Jaar, Maand, Categorie;2022;12;Zelfstandig vertrek zonder toezicht;*Alle*;300
4;Jaar, Categorie;2022;*Alle*;Gedwongen vertrek uit Nederland;*Alle*;1850
4;Jaar, Categorie;2022;*Alle*;Zelfstandig vertrek uit Nederland;*Alle*;2450
4;Jaar, Categorie;2022;*Alle*;Zelfstandig vertrek zonder toezicht;*Alle*;4310
5;Jaar, Maand, Nationaliteit;2022;01;*Alle*;Afghaanse;10
5;Jaar, Maand, Nationaliteit;2022;01;*Alle*;Albanese;20
5;Jaar, Maand, Nationaliteit;2022;01;*Alle*;Algerijnse;60
5;Jaar, Maand, Nationaliteit;2022;01;*Alle*;Belarussische;10
5;Jaar, Maand, Nationaliteit;2022;01;*Alle*;Braziliaanse;20
5;Jaar, Maand, Nationaliteit;2022;01;*Alle*;Burger van Bosnië-Herzegovina;10
5;Jaar, Maand, Nationaliteit;2022;01;*Alle*;Chinese;10
5;Jaar, Maand, Nationaliteit;2022;01;*Alle*;Colombiaanse;20
5;Jaar, Maand, Nationaliteit;2022;01;*Alle*;Eritrese;10
5;Jaar, Maand, Nationaliteit;2022;01;*Alle*;Filipijnse;10
5;Jaar, Maand, Nationaliteit;2022;01;*Alle*;Gambiaanse;20
5;Jaar, Maand, Nationaliteit;2022;01;*Alle*;Georgische;10
