VBO_ID,BOUWJAAR,STRAATNAAM,HUISNUMMER,HUISLETTER,TOEVOEGING,POSTCODE,BUURTNAAM,WIJKNAAM,GEBIEDSNAAM,XCOORD,YCOORD
0202030000433391,0,Erasmussingel,15,,,6836KJ,Rijkerswoerd-Oost,Rijkerswoerd,VKR,190109.168,439900.144
0202030000433394,0,Erasmussingel,17,,,6836KJ,Rijkerswoerd-Oost,Rijkerswoerd,VKR,190105.131,439887.775
0202030000433397,0,Erasmussingel,19,,,6836KJ,Rijkerswoerd-Oost,Rijkerswoerd,VKR,190098.27,439879.194
0202030000433400,0,Erasmussingel,21,,,6836KJ,Rijkerswoerd-Oost,Rijkerswoerd,VKR,190092.819,439870.257
0202030000433403,0,Erasmussingel,23,,,6836KJ,Rijkerswoerd-Oost,Rijkerswoerd,VKR,190087.334,439861.304
0202030000433418,0,Erasmussingel,33,,,6836KJ,Rijkerswoerd-Oost,Rijkerswoerd,VKR,190059.836,439814.662
0202030000433421,0,Erasmussingel,35,,,6836KJ,Rijkerswoerd-Oost,Rijkerswoerd,VKR,190051.398,439803.569
0202030000433424,0,Erasmussingel,37,,,6836KJ,Rijkerswoerd-Oost,Rijkerswoerd,VKR,190036.674,439797.688
0202030000433427,0,Erasmussingel,39,,,6836KJ,Rijkerswoerd-Oost,Rijkerswoerd,VKR,190020.629,439800.568
0202030000433454,1998,De Overmaat,102,,,6831AJ,De Overmaat,Rijkerswoerd,VKR,189256.065,440772.172
0202030000433457,1999,De Overmaat,104,,,6831AJ,De Overmaat,Rijkerswoerd,VKR,189269.955,440796.832
0202030000433460,0,De Overmaat,106,,,6831AJ,De Overmaat,Rijkerswoerd,VKR,189280.47,440806.47
0202030000433463,1998,De Overmaat,108,,,6831AJ,De Overmaat,Rijkerswoerd,VKR,189289.053,440814.239
0202030000433466,1998,De Overmaat,110,,,6831AJ,De Overmaat,Rijkerswoerd,VKR,189298.209,440822.044
0202030000433469,1998,De Overmaat,112,,,6831AJ,De Overmaat,Rijkerswoerd,VKR,189305.504,440847.87
0202030000433472,0,De Overmaat,114,,,6831AJ,De Overmaat,Rijkerswoerd,VKR,189316.979,440833.181
0202030000433475,0,De Overmaat,100,,,6831AJ,De Overmaat,Rijkerswoerd,VKR,189247.28,440784.578
0202030000433502,0,De Overmaat,98,,,6831AJ,De Overmaat,Rijkerswoerd,VKR,189239.69,440791.192
0202030000433340,0,Groningensingel,1199,,,6835HZ,Vredenburg,Vredenburg/Kronenburg,VKR,190086.188,440427.565
0202030000433346,0,Groningensingel,1203,,,6835HZ,Vredenburg,Vredenburg/Kronenburg,VKR,190072.477,440415.952
0202030000433349,0,Groningensingel,1205,,,6835HZ,Vredenburg,Vredenburg/Kronenburg,VKR,190065.617,440410.137
0202030000433352,0,Groningensingel,1207,,,6835HZ,Vredenburg,Vredenburg/Kronenburg,VKR,190044.698,440435.437
0202030000433355,0,Groningensingel,1209,,,6835HZ,Vredenburg,Vredenburg/Kronenburg,VKR,190051.646,440441.417
0202030000433358,0,Groningensingel,1211,,,6835HZ,Vredenburg,Vredenburg/Kronenburg,VKR,190058.49,440447.193
0202030000433361,0,Groningensingel,1215,,,6835HZ,Vredenburg,Vredenburg/Kronenburg,VKR,190072.229,440458.788
0202030000433364,0,Groningensingel,1217,,,6835HZ,Vredenburg,Vredenburg/Kronenburg,VKR,190079.15,440464.606
0202030000433253,0,Groningensingel,1195,,,6835HZ,Vredenburg,Vredenburg/Kronenburg,VKR,190100.062,440439.275
0202030000433256,0,Groningensingel,1213,,,6835HZ,Vredenburg,Vredenburg/Kronenburg,VKR,190065.338,440452.973
0202030000433337,0,Groningensingel,1197,,,6835HZ,Vredenburg,Vredenburg/Kronenburg,VKR,190093.058,440433.385
0202030000433343,0,Groningensingel,1201,,,6835HZ,Vredenburg,Vredenburg/Kronenburg,VKR,190079.339,440421.762
0202030000433142,0,Ir. Molsweg,12,,,6834AA,Immerloo II,Malburgen-Oost (Zuid),Malburgen,192014.264,441331.877
0202030000433145,0,Ir. Molsweg,14,,,6834AA,Immerloo II,Malburgen-Oost (Zuid),Malburgen,192008.792,441325.372
0202030000433148,0,Ir. Molsweg,16,,,6834AA,Immerloo II,Malburgen-Oost (Zuid),Malburgen,192003.32,441318.867
0202030000433151,0,Ir. Molsweg,18,,,6834AA,Immerloo II,Malburgen-Oost (Zuid),Malburgen,191997.848,441312.363
0202030000433154,0,Ir. Molsweg,20,,,6834AA,Immerloo II,Malburgen-Oost (Zuid),Malburgen,191992.6,441305.736
0202030000433157,0,Ir. Molsweg,22,,,6834AA,Immerloo II,Malburgen-Oost (Zuid),Malburgen,192016.322,441282.569
0202030000433160,0,Ir. Molsweg,24,,,6834AA,Immerloo II,Malburgen-Oost (Zuid),Malburgen,192022.96,441290.612
0202030000433163,0,Ir. Molsweg,26,,,6834AA,Immerloo II,Malburgen-Oost (Zuid),Malburgen,192028.449,441297.1
0202030000433166,0,Ir. Molsweg,28,,,6834AA,Immerloo II,Malburgen-Oost (Zuid),Malburgen,192033.938,441303.587
0202030000433169,0,Ir. Molsweg,30,,,6834AA,Immerloo II,Malburgen-Oost (Zuid),Malburgen,192039.426,441310.076
0202030000433376,0,Ir. Molsweg,20,A,,6834AA,Immerloo II,Malburgen-Oost (Zuid),Malburgen,191976.918,441278.407
0202030000433379,0,Ir. Molsweg,20,B,,6834AA,Immerloo II,Malburgen-Oost (Zuid),Malburgen,191986.056,441270.214
0202030000433382,0,Ir. Molsweg,20,C,,6834AA,Immerloo II,Malburgen-Oost (Zuid),Malburgen,192002.052,441266.683
0202030000433205,0,Ir. Molsweg,32,,,6834AA,Immerloo II,Malburgen-Oost (Zuid),Malburgen,192045.742,441317.683
0202030000433478,0,Ir. Molsweg,10,,,6834AA,Immerloo II,Malburgen-Oost (Zuid),Malburgen,192020.225,441339.046
0202030000433172,0,Dordrechtweg,40,,,6843DM,Elderveld-Noord,Elderveld,"Schuytgraaf, Elderveld",187052.92,441631.509
0202030000433175,0,Dordrechtweg,42,,,6843DM,Elderveld-Noord,Elderveld,"Schuytgraaf, Elderveld",187056.464,441639.228
0202030000433178,0,Dordrechtweg,44,,,6843DM,Elderveld-Noord,Elderveld,"Schuytgraaf, Elderveld",187060.036,441646.939
0202030000433181,0,Dordrechtweg,46,,,6843DM,Elderveld-Noord,Elderveld,"Schuytgraaf, Elderveld",187063.596,441654.624
0202030000433184,0,Dordrechtweg,48,,,6843DM,Elderveld-Noord,Elderveld,"Schuytgraaf, Elderveld",187067.359,441662.651
0202030000433187,0,Dordrechtweg,50,,,6843DM,Elderveld-Noord,Elderveld,"Schuytgraaf, Elderveld",187042.821,441673.849
0202030000433190,0,Dordrechtweg,52,,,6843DM,Elderveld-Noord,Elderveld,"Schuytgraaf, Elderveld",187039.103,441665.964
0202030000433193,0,Dordrechtweg,54,,,6843DM,Elderveld-Noord,Elderveld,"Schuytgraaf, Elderveld",187035.514,441658.275
0202030000433196,0,Dordrechtweg,56,,,6843DM,Elderveld-Noord,Elderveld,"Schuytgraaf, Elderveld",187031.888,441650.484
0202030000433199,0,Dordrechtweg,58,,,6843DM,Elderveld-Noord,Elderveld,"Schuytgraaf, Elderveld",187028.301,441642.793
0202030000433202,0,Dordrechtweg,60,,,6843DM,Elderveld-Noord,Elderveld,"Schuytgraaf, Elderveld",187024.729,441635.071
0202030000433265,0,Bethaniënstraat,222,A,,6826TJ,Presikhaaf III,Presikhaaf-West,Presikhaaf,194010.037,443243.065
0202030000433268,0,Bethaniënstraat,222,B,,6826TJ,Presikhaaf III,Presikhaaf-West,Presikhaaf,194017.884,443248.4
0202030000433271,0,Bethaniënstraat,222,C,,6826TJ,Presikhaaf III,Presikhaaf-West,Presikhaaf,194025.74,443253.736
0202030000433082,0,Bethaniënstraat,232,,,6826TJ,Presikhaaf III,Presikhaaf-West,Presikhaaf,194070.602,443284.392
0202030000433085,0,Bethaniënstraat,234,,,6826TJ,Presikhaaf III,Presikhaaf-West,Presikhaaf,194078.045,443289.488
0202030000433088,0,Bethaniënstraat,236,,,6826TJ,Presikhaaf III,Presikhaaf-West,Presikhaaf,194085.477,443294.59
0202030000433091,0,Bethaniënstraat,238,,,6826TJ,Presikhaaf III,Presikhaaf-West,Presikhaaf,194096.97,443299.023
0202030000433331,0,Bethaniënstraat,230,,,6826TJ,Presikhaaf III,Presikhaaf-West,Presikhaaf,194063.168,443279.291
0202030000433076,0,Bethaniënstraat,226,,,6826TJ,Presikhaaf III,Presikhaaf-West,Presikhaaf,194048.293,443269.1
0202030000433079,0,Bethaniënstraat,228,,,6826TJ,Presikhaaf III,Presikhaaf-West,Presikhaaf,194055.735,443274.196
0202030000433499,0,Bethaniënstraat,224,,,6826TJ,Presikhaaf III,Presikhaaf-West,Presikhaaf,194037.113,443261.476
0202030000835998,0,Merwedestraat,31,,,6826AB,Presikhaaf I,Presikhaaf-West,Presikhaaf,192695.139,444117.898
0202030000836000,0,Merwedestraat,33,,,6826AB,Presikhaaf I,Presikhaaf-West,Presikhaaf,192678.767,444112.922
0202030000836002,0,Merwedestraat,35,,,6826AB,Presikhaaf I,Presikhaaf-West,Presikhaaf,192672.639,444086.251
0202030000836004,0,Merwedestraat,37,,,6826AB,Presikhaaf I,Presikhaaf-West,Presikhaaf,192684.912,444088.602
0202030000836006,0,Merwedestraat,39,,,6826AB,Presikhaaf I,Presikhaaf-West,Presikhaaf,192697.185,444090.973
0202030000836008,0,Merwedestraat,41,,,6826AB,Presikhaaf I,Presikhaaf-West,Presikhaaf,192709.454,444093.344
0202030000836010,0,Merwedestraat,43,,,6826AB,Presikhaaf I,Presikhaaf-West,Presikhaaf,192721.723,444095.738
0202030000836012,0,Merwedestraat,45,,,6826AB,Presikhaaf I,Presikhaaf-West,Presikhaaf,192729.924,444124.122
0202030000836014,0,Merwedestraat,47,,,6826AB,Presikhaaf I,Presikhaaf-West,Presikhaaf,192716.394,444121.917
0202030000433226,0,Meliskerkestraat,60,,,6845AW,De Laar-Oost,De Laar,Elden en De Laar,187749.01,439822.147
0202030000433229,0,Meliskerkestraat,62,,,6845AW,De Laar-Oost,De Laar,Elden en De Laar,187743.462,439814.584
0202030000433232,0,Meliskerkestraat,64,,,6845AW,De Laar-Oost,De Laar,Elden en De Laar,187738.166,439807.317
0202030000433235,0,Meliskerkestraat,66,,,6845AW,De Laar-Oost,De Laar,Elden en De Laar,187732.832,439800.089
0202030000433238,0,Meliskerkestraat,68,,,6845AW,De Laar-Oost,De Laar,Elden en De Laar,187726.981,439792.113
0202030000433241,0,Meliskerkestraat,70,,,6845AW,De Laar-Oost,De Laar,Elden en De Laar,187746.234,439767.962
0202030000433244,0,Meliskerkestraat,72,,,6845AW,De Laar-Oost,De Laar,Elden en De Laar,187751.562,439775.141
0202030000433247,0,Meliskerkestraat,76,,,6845AW,De Laar-Oost,De Laar,Elden en De Laar,187762.28,439789.611
0202030000433250,0,Meliskerkestraat,78,,,6845AW,De Laar-Oost,De Laar,Elden en De Laar,187767.638,439796.849
0202030000433487,0,Meliskerkestraat,74,,,6845AW,De Laar-Oost,De Laar,Elden en De Laar,187756.928,439782.369
0202030000836015,0,Stadsblokkenweg,103,,,,Meinerswijk/De Praets,Malburgen-West,Malburgen,190755.29,443096.35
0202030000433274,0,Huissensedijk,24,A,,6836AA,Rijkerswoerd-West,Rijkerswoerd,VKR,189762.525,440530.927
0202030000433277,0,Huissensedijk,24,B,,6836AA,Rijkerswoerd-West,Rijkerswoerd,VKR,189756.547,440519.963
0202030000433280,0,Huissensedijk,24,C,,6836AA,Rijkerswoerd-West,Rijkerswoerd,VKR,189751.444,440512.563
0202030000433283,0,Huissensedijk,24,E,,6836AA,Rijkerswoerd-West,Rijkerswoerd,VKR,189741.247,440497.718
0202030000433286,0,Huissensedijk,24,F,,6836AA,Rijkerswoerd-West,Rijkerswoerd,VKR,189736.158,440490.345
0202030000433484,0,Huissensedijk,24,D,,6836AA,Rijkerswoerd-West,Rijkerswoerd,VKR,189746.334,440505.148
0202030000433367,0,Immerlooplein,25,,,6832DM,Immerloo I,Malburgen-Oost (Zuid),Malburgen,190966.6,441479.157
0202030000433370,0,Immerlooplein,27,,,6832DM,Immerloo I,Malburgen-Oost (Zuid),Malburgen,190951.775,441483.679
0202030000433373,0,Immerlooplein,29,,,6832DM,Immerloo I,Malburgen-Oost (Zuid),Malburgen,190945.465,441490.07
0202030000433433,0,Immerlooplein,15,,,6832DM,Immerloo I,Malburgen-Oost (Zuid),Malburgen,190964.373,441522.706
0202030000433436,0,Immerlooplein,17,,,6832DM,Immerloo I,Malburgen-Oost (Zuid),Malburgen,190975.862,441519.565
0202030000433439,0,Immerlooplein,19,,,6832DM,Immerloo I,Malburgen-Oost (Zuid),Malburgen,190984.036,441513.429
0202030000433442,0,Immerlooplein,21,,,6832DM,Immerloo I,Malburgen-Oost (Zuid),Malburgen,190986.972,441496.657
0202030000433445,0,Immerlooplein,23,,,6832DM,Immerloo I,Malburgen-Oost (Zuid),Malburgen,190981.031,441482.859
0202030000433106,0,Joris van der Haagenlaan,56,,,6814LL,Hoogkamp,Burgemeesterswijk/Hoogkamp,Noord-West,189043.361,445926.25
0202030000433109,0,Joris van der Haagenlaan,58,,,6814LL,Hoogkamp,Burgemeesterswijk/Hoogkamp,Noord-West,189034.423,445925.269
0202030000433112,0,Joris van der Haagenlaan,60,,,6814LL,Hoogkamp,Burgemeesterswijk/Hoogkamp,Noord-West,189021.973,445916.669
0202020000844483,0,Eldensedijk,8,,,6841HK,Meinerswijk/De Praets,Malburgen-West,Malburgen,190268.411,443459.582
0202020000432971,0,Klingelbeekseweg,31,,,6812DE,Klingelbeek,Klingelbeek e.o.,Noord-West,188539.205,443611.455
0202020000432974,0,Klingelbeekseweg,33,,,6812DE,Klingelbeek,Klingelbeek e.o.,Noord-West,188501.338,443621.929
0202020000432977,0,Klingelbeekseweg,35,,,6812DE,Klingelbeek,Klingelbeek e.o.,Noord-West,188466.444,443646.874
0202020000432722,0,Onderlangs,115,,,6812CH,Utrechtsestraat,Centrum,CSA,189562.059,444058.71
0202020000432761,0,Onderlangs,112,,,6812CH,Utrechtsestraat,Centrum,CSA,189628.569,444049.526
0202020000432764,0,Onderlangs,111,,,6812CH,Utrechtsestraat,Centrum,CSA,189653.157,444046.812
0202020000432767,0,Onderlangs,114,,,6812CH,Utrechtsestraat,Centrum,CSA,189585.391,444055.277
0202020000432869,0,Onderlangs,100,,,6812CH,Utrechtsestraat,Centrum,CSA,189881.992,443947.411
0202020000432872,0,Onderlangs,101,,,6812CH,Utrechtsestraat,Centrum,CSA,189861.741,443959.022
0202020000432875,0,Onderlangs,102,,,6812CH,Utrechtsestraat,Centrum,CSA,189842.098,443969.849
0202020000432878,0,Onderlangs,103,,,6812CH,Utrechtsestraat,Centrum,CSA,189824.469,443979.133
0202020000432881,0,Onderlangs,105,,,6812CH,Utrechtsestraat,Centrum,CSA,189789.097,443996.013
0202020000432884,0,Onderlangs,106,,,6812CH,Utrechtsestraat,Centrum,CSA,189768.756,444004.818
0202020000432887,0,Onderlangs,107,,,6812CH,Utrechtsestraat,Centrum,CSA,189751.648,444012.345
0202020000432890,0,Onderlangs,108,,,6812CH,Utrechtsestraat,Centrum,CSA,189732.604,444019.878
0202020000432893,0,Onderlangs,110,,,6812CH,Utrechtsestraat,Centrum,CSA,189690.832,444036.877
0202020000432896,0,Onderlangs,113,,,6812CH,Utrechtsestraat,Centrum,CSA,189607.523,444052.562
0202020000432899,0,Onderlangs,117,,,6812CJ,Utrechtsestraat,Centrum,CSA,189522.609,444062.089
0202020000432902,0,Onderlangs,118,,,6812CJ,Utrechtsestraat,Centrum,CSA,189501.883,444062.078
0202020000432905,0,Onderlangs,119,,,6812CJ,Utrechtsestraat,Centrum,CSA,189482.438,444061.602
0202020000432908,0,Onderlangs,120,,,6812CJ,Utrechtsestraat,Centrum,CSA,189463.517,444060.713
0202020000432911,0,Onderlangs,121,,,6812CJ,Utrechtsestraat,Centrum,CSA,189444.802,444059.371
0202020000432914,0,Onderlangs,122,,,6812CJ,Utrechtsestraat,Centrum,CSA,189411.299,444058.93
0202020000432917,0,Onderlangs,124,,,6812CJ,Utrechtsestraat,Centrum,CSA,189372.887,444052.813
0202020000432920,0,Onderlangs,125,,,6812CJ,Utrechtsestraat,Centrum,CSA,189354.539,444049.785
0202020000432923,0,Onderlangs,126,,,6812CJ,Utrechtsestraat,Centrum,CSA,189339.479,444047.355
0202020000432926,0,Onderlangs,127,,,6812CJ,Utrechtsestraat,Centrum,CSA,189324.385,444045.076
0202020000432929,0,Onderlangs,128,,,6812CJ,Utrechtsestraat,Centrum,CSA,189307.42,444042.326
0202020000432935,0,Onderlangs,129,,,6812CJ,Utrechtsestraat,Centrum,CSA,189289.441,444038.804
0202020000432938,0,Onderlangs,130,,,6812CJ,Utrechtsestraat,Centrum,CSA,189265.148,444033.784
0202020000432944,0,Onderlangs,109,,,6812CH,Utrechtsestraat,Centrum,CSA,189710.693,444029.394
0202020000432956,0,Onderlangs,116,,,6812CJ,Utrechtsestraat,Centrum,CSA,189541.203,444061.028
0202020000432965,0,Onderlangs,123,,,6812CJ,Utrechtsestraat,Centrum,CSA,189393.306,444056.045
0202020000432968,0,Onderlangs,104,,,6812CH,Utrechtsestraat,Centrum,CSA,189808.202,443987.236
0202020000432725,0,Haven van Coers,6,,,6841HH,Meinerswijk/De Praets,Malburgen-West,Malburgen,190401.644,443212.313
0202020000432728,0,Haven van Coers,8,,,6841HH,Meinerswijk/De Praets,Malburgen-West,Malburgen,190402.486,443184.927
0202020000432731,0,Haven van Coers,10,,,6841HH,Meinerswijk/De Praets,Malburgen-West,Malburgen,190392.519,443141.657
0202020000432734,0,Haven van Coers,12,,,6841HH,Meinerswijk/De Praets,Malburgen-West,Malburgen,190370.962,443178.665
0202020000432737,0,Haven van Coers,14,,,6841HH,Meinerswijk/De Praets,Malburgen-West,Malburgen,190362.29,443210.964
0202020000432740,0,Haven van Coers,16,,,6841HH,Meinerswijk/De Praets,Malburgen-West,Malburgen,190352.238,443248.828
0202020000432743,0,Haven van Coers,3,,,6841HH,Meinerswijk/De Praets,Malburgen-West,Malburgen,190379.639,443254.768
0202020000432746,0,Haven van Coers,9,,,6841HH,Meinerswijk/De Praets,Malburgen-West,Malburgen,190403.558,443148.765
0202020000432749,0,Haven van Coers,11,,,6841HH,Meinerswijk/De Praets,Malburgen-West,Malburgen,190375.815,443160.492
0202020000432752,0,Haven van Coers,15,,,6841HH,Meinerswijk/De Praets,Malburgen-West,Malburgen,190357.413,443229.091
0202020000432755,0,Haven van Coers,17,,,6841HH,Meinerswijk/De Praets,Malburgen-West,Malburgen,190342.777,443272.538
0202020000432758,0,Haven van Coers,19,,,6841HH,Meinerswijk/De Praets,Malburgen-West,Malburgen,190324.016,443290.614
0202020000432953,0,Haven van Coers,13,,,6841HH,Meinerswijk/De Praets,Malburgen-West,Malburgen,190366.861,443193.913
0202020000432980,0,Haven van Coers,5,,,6841HH,Meinerswijk/De Praets,Malburgen-West,Malburgen,190395.674,443239.58
0202020000432794,0,Westervoortsedijk,94,,,6827AW,Industrieterrein,Arnhemse Broek,CSA,191894.554,442627.45
0202020000432797,0,Westervoortsedijk,94,A,,6827AW,Industrieterrein,Arnhemse Broek,CSA,191892.337,442618.602
0202020000432800,0,Westervoortsedijk,90,,,6827AW,Industrieterrein,Arnhemse Broek,CSA,192209.573,442676.549
0202020000432803,0,Westervoortsedijk,93,,,6827AW,Industrieterrein,Arnhemse Broek,CSA,192000.649,442637.759
0202020000432950,0,Westervoortsedijk,89,A,,6827AW,Industrieterrein,Arnhemse Broek,CSA,192287.707,442687.166
0202020000432962,0,Westervoortsedijk,89,B,,6827AW,Industrieterrein,Arnhemse Broek,CSA,192241.727,442683.419
0202020000432983,0,Westervoortsedijk,94,B,,6827AW,Industrieterrein,Arnhemse Broek,CSA,191852.503,442632.185
0202020000433043,0,Westervoortsedijk,85,,,6827AW,Industrieterrein,Arnhemse Broek,CSA,192359.611,442668.12
0202020000837829,0,Westervoortsedijk,92,,,6827AW,Industrieterrein,Arnhemse Broek,CSA,192110.37,442647.523
0202020000837831,0,Westervoortsedijk,89,,,6827AW,Industrieterrein,Arnhemse Broek,CSA,192302.257,442680.642
0202020000432806,0,Rosandepolder,2,,,6812DR,Klingelbeek,Klingelbeek e.o.,Noord-West,187971.543,443390.065
0202020000432809,0,Rosandepolder,3,,,6812DR,Klingelbeek,Klingelbeek e.o.,Noord-West,187958.558,443378.103
0202020000432812,0,Rosandepolder,4,,,6812DR,Klingelbeek,Klingelbeek e.o.,Noord-West,187946.442,443362.58
0202020000432815,0,Rosandepolder,5,,,6812DR,Klingelbeek,Klingelbeek e.o.,Noord-West,187934.524,443345.859
0202020000432818,0,Rosandepolder,6,,,6812DR,Klingelbeek,Klingelbeek e.o.,Noord-West,187926.216,443332.683
0202020000432821,0,Rosandepolder,7,,,6812DR,Klingelbeek,Klingelbeek e.o.,Noord-West,187917.606,443320.001
0202020000432824,0,Rosandepolder,8,,,6812DR,Klingelbeek,Klingelbeek e.o.,Noord-West,187907.59,443303.589
0202020000432827,0,Rosandepolder,9,,,6812DS,Klingelbeek,Klingelbeek e.o.,Noord-West,187899.666,443283.919
0202020000432830,0,Rosandepolder,10,,,6812DS,Klingelbeek,Klingelbeek e.o.,Noord-West,187890.913,443265.023
0202020000432833,0,Rosandepolder,11,,,6812DS,Klingelbeek,Klingelbeek e.o.,Noord-West,187891.958,443241.654
0202020000432836,0,Rosandepolder,12,,,6812DS,Klingelbeek,Klingelbeek e.o.,Noord-West,187901.858,443222.522
0202020000432839,0,Rosandepolder,13,,,6812DS,Klingelbeek,Klingelbeek e.o.,Noord-West,187901.128,443190.554
0202020000432842,0,Rosandepolder,14,,,6812DS,Klingelbeek,Klingelbeek e.o.,Noord-West,187893.473,443167.78
0202020000432845,0,Rosandepolder,38,,,6812DS,Klingelbeek,Klingelbeek e.o.,Noord-West,188056.275,443176.828
0202020000432848,0,Rosandepolder,39,,,6812DS,Klingelbeek,Klingelbeek e.o.,Noord-West,188077.453,443191.489
0202020000432851,0,Rosandepolder,40,,,6812DS,Klingelbeek,Klingelbeek e.o.,Noord-West,188105.762,443209.87
0202020000432854,0,Rosandepolder,41,,,6812DS,Klingelbeek,Klingelbeek e.o.,Noord-West,188126.813,443232.714
0202020000432857,0,Rosandepolder,42,,,6812DS,Klingelbeek,Klingelbeek e.o.,Noord-West,188145.081,443253.88
0202020000432860,0,Rosandepolder,43,,,6812DS,Klingelbeek,Klingelbeek e.o.,Noord-West,188162.072,443277.466
0202020000432863,0,Rosandepolder,44,,,6812DS,Klingelbeek,Klingelbeek e.o.,Noord-West,188173.77,443308.278
0202020000432947,0,Rosandepolder,15,,,6812DS,Klingelbeek,Klingelbeek e.o.,Noord-West,187883.243,443153.309
