FID,omschr,beginwdl,beginkm,eindwdl,eindkm,kantcode,wegnummer,fk_veld4,izi_side,ibn,gdb_geomattr_data,shape
verlichtingen_kenmerk.1,Mastverlichting,R,31.59199905,R,31.89100075,,027,LTK0000458700,M,I,,"LINESTRING (123550.72850000113 423619.4059000015, 123546.36510000005 423629.0751999989, 123556.65359999985 423703.42540000007, 123557.0791000016 423709.4585000016, 123557.87629999965 423717.88340000063, 123558.13259999827 423722.87689999864, 123558.1884999983 423727.8808999993, 123557.9151000008 423732.90249999985, 123557.29129999876 423737.5769000016, 123556.23149999976 423743.14350000024, 123554.53579999879 423747.7595000006, 123551.04690000042 423753.5555000007, 123547.99450000003 423757.35060000047, 123544.43829999864 423760.71719999984, 123539.57070000097 423763.9677999988, 123534.94920000061 423765.84910000116, 123529.91180000082 423767.0815999992, 123524.97170000151 423767.75780000165, 123516.90029999986 423768.29410000145, 123458.88470000029 423770.8951999992, 123418.83570000157 423771.81819999963, 123401.13899999857 423769.5502000004)"
verlichtingen_kenmerk.2,Mastverlichting,R,12.89999962,R,12.98200035,,044,LTK0000459000,M,I,,"LINESTRING (93189.20300000161 468704.7030999996, 93194.96150000021 468706.0995000005, 93204.88080000132 468707.87249999866, 93212.20479999855 468708.72089999914, 93217.22929999977 468709.0571000017, 93232.89209999889 468709.30490000173, 93236.88540000096 468709.5623999983, 93241.44249999896 468708.5615000017, 93270.95169999823 468716.376699999)"
verlichtingen_kenmerk.3,Mastverlichting,R,58.9090004,R,59.31499863,,006,LTK0000464500,M,I,,"LINESTRING (150149.95600000024 488689.09540000185, 150263.97549999878 488770.0390999988, 150281 488784, 150291.59809999913 488796.867899999, 150297.94810000062 488809.4090999998, 150302 488819, 150303 488829.5703999996, 150301.21279999986 488844.04250000045, 150297.89909999818 488851.8627000004, 150293.1777999997 488861.44409999996, 150285.4017000012 488870.8865999989, 150274.43169999868 488879.9125000015, 150259.01819999889 488885.8834999986, 150247.63170000166 488887.2721000016, 150235.5507999994 488886.85550000146, 150225.4140000008 488884.21709999815, 150213.88859999925 488879.9125000015, 150201.07129999995 488874.8718999997, 150160.17080000043 488855.1330999993, 150113.1312999986 488835.24650000036, 150102.1700000018 488834.3073000014)"
verlichtingen_kenmerk.4,Mastverlichting,R,91.73999786,R,92.57900238,,028,LTK0000466600,M,I,,"LINESTRING (201571.87900000066 502788.59160000086, 201547.81760000065 502767.4750000015, 201520.65680000186 502738.4558000006, 201487.08370000124 502703.7083999999, 201483.6334999986 502700.08839999884, 201443.46880000085 502660.8328999989, 201357.04419999942 502570.50989999995, 201290.5476000011 502505.8169, 201279.97769999877 502495.1732000001, 201262.11890000105 502477.67379999906, 201245.22659999877 502459.2254999988, 201230.26810000092 502445.8652999997, 201222.52840000018 502439.6667000018, 201218.4455000013 502436.7802999988, 201214.2622999996 502434.03810000047, 201207.33469999954 502430.1997000016, 201202.90419999883 502428.19729999825, 201194 502423, 201184.28819999844 502414.8458000012, 201145.1860000007 502417.3125, 201117 502410, 201099 502397, 201086 502385, 201076 502365, 201066 502348, 201063 502302, 201070.27430000156 502282.11019999906, 201074.25039999932 502272.9481999986, 201076.5122999996 502268.48699999973, 201079.41450000182 502263.25360000134, 201082.01559999958 502259.01150000095, 201084.82169999927 502254.86190000176, 201088.73189999908 502249.7644999996, 201092.0100999996 502245.9389999993, 201095.4611000009 502242.3189999983, 201099.15670000017 502238.943500001, 201105.27169999853 502234.36290000007, 201109.46330000088 502231.74120000005, 201116.0780000016 502228.16220000014, 201120.6297999993 502226.1112000011, 201125.28079999983 502224.27320000157, 201147 502215)"
verlichtingen_kenmerk.5,Mastverlichting,R,33.4280014,R,33.77399826,,016,LTK0000468200,M,I,,"LINESTRING (103523.91710000113 425096.27490000054, 103559.52549999952 425080.33740000054, 103621.73420000076 425059.2740000002, 103653.8852000013 425047.0742999986, 103669.02849999815 425040.82730000094, 103684.03539999947 425034.2837000005, 103693.11969999969 425030.1339999996, 103706.02149999887 425023.8128999993, 103727.19689999893 425012.92610000074, 103749.12310000136 425000.90780000016, 103766.38430000097 424990.80370000005, 103787.30640000105 424977.5716999993, 103812.34479999915 424960.94099999964, 103826.4737999998 424951.17980000004, 103827.44830000028 424950.48209999874)"
verlichtingen_kenmerk.6,Mastverlichting,R,18.11199951,R,18.32900047,,016,LTK0000470100,M,I,,"LINESTRING (96449.35000000149 437794.6009999998, 96451.5362999998 437814.48790000007, 96452.57189999893 437822.42069999874, 96455.65749999881 437842.18510000035, 96456.50360000134 437847.09059999883, 96457.57039999962 437851.9759000018, 96458.97619999945 437856.7820999995, 96460.86730000004 437861.8183999993, 96462.82510000095 437866.35500000045, 96465.0940000005 437870.8310999982, 96469.9001000002 437878.4204999991, 96473.18409999833 437882.26999999955, 96478.14479999989 437886.8850999996, 96482.22630000114 437889.876600001, 96487.27019999921 437892.7932999991, 96491.89330000058 437894.86360000074, 96498.11800000072 437896.8946999982, 96503.04890000075 437897.93890000135, 96507.94619999826 437898.5918999985, 96512.9737999998 437898.81329999864, 96519.05970000103 437898.2890000008, 96524.00580000132 437897.33040000126, 96528.80009999871 437895.9107999988, 96532.94150000066 437894.2215999998, 96537.41690000147 437891.9065999985, 96542.82009999827 437888.373399999, 96546.73820000142 437885.1711000018, 96551.29060000181 437880.38650000095, 96554.38980000094 437876.3905999996, 96557.9364 437870.7175000012, 96560.0971999988 437866.1512000002, 96562.4272999987 437859.6909000017, 96563.68389999866 437854.7980000004, 96564.69629999995 437849.9010999985, 96565.33159999922 437844.93129999936, 96565.59450000152 437840.8531999998, 96565.58480000123 437835.8445999995, 96564.80810000002 437826.6726000011, 96564.13170000166 437821.7122000009, 96562.06819999963 437810.6832000017, 96566.191300001 437801.4582999982)"
verlichtingen_kenmerk.7,Mastverlichting,R,36.06299973,R,36.23600006,,028,LTK0000470300,M,I,,"LINESTRING (161214.71840000153 472763.6675999984, 161223.41180000082 472765.96269999817, 161247.94689999893 472770.938099999, 161256.63159999996 472773.2217000015, 161266.17570000142 472776.0632000007, 161275.66169999912 472779.2296999991, 161282.67229999974 472781.84050000086, 161293.26570000127 472786.12950000167, 161306.98409999907 472792.1972000003, 161316.0124000013 472796.5119000003, 161366.4875999987 472824.53229999915, 161374.00939999893 472828.7281000018)"
verlichtingen_kenmerk.8,Mastverlichting,R,245.76300049,R,246.27099609,,002,LTK0000474000,M,I,,"LINESTRING (182458 326239, 182462.82059999928 326254.2734999992, 182464.17720000073 326258.0364000015, 182465.59420000017 326261.67909999937, 182497.20080000162 326342.9307000004, 182500.6158999987 326352.34490000084, 182503.52070000023 326361.8614999987, 182506.04520000145 326371.5716000013, 182507.06700000167 326376.46620000154, 182508.35240000114 326384.9622000009, 182508.76220000163 326390, 182508.9074999988 326395, 182508.71709999815 326402.0474999994, 182508.3049999997 326407.0848999992, 182507.66649999842 326412.04399999976, 182506.6788999997 326417.1389000006, 182504.15659999847 326426.86659999937, 182501.52739999816 326435.17540000007, 182498.08080000058 326444.59430000186, 182482.92859999835 326480.8825000003, 182479.09899999946 326490.6431000009, 182475.68149999902 326500.0505999997, 182472.62629999965 326509.5351999998, 182469.59629999846 326520.5923999995, 182467.38210000098 326530.3445000015, 182465.63259999827 326540.1983000003, 182464.56720000133 326547.94099999964, 182463.66470000148 326557.9411999993, 182463.3007999994 326565.99720000103, 182463.25409999862 326571.0412000008, 182463.53590000048 326581.0390999988, 182464.01429999992 326587.09369999915, 182465.08249999955 326597.0896999985, 182466.51839999855 326606.27419999987, 182468.56670000032 326616.0698999986, 182469.75869999826 326620.9257999994, 182471.94669999927 326628.73330000043, 182473.48000000045 326633.50389999896, 182476.25690000132 326641.2648999989, 182480.0423000008 326650.62029999867, 182518.46460000053 326737.1037000008)"
verlichtingen_kenmerk.9,Mastverlichting,R,19.38999939,R,20.02700043,,010,LTK0000474600,M,I,,"LINESTRING (118971.86349999905 483556.308699999, 118989.86879999936 483566.29509999976, 119181.06010000035 483583.1746999994, 119186.03379999846 483583.6292000003, 119194.41409999877 483584.7824999988, 119201.59430000186 483586.5626000017, 119206.2041000016 483588.3951999992, 119209.75560000166 483590.17870000005, 119213.5625 483593.1185000017, 119216.25829999894 483596.96269999817, 119217.85080000013 483602.42870000005, 119217.21579999849 483610.07229999825, 119213.45960000157 483617.2522, 119209.8936999999 483620.7069000006, 119205.92410000041 483623.41000000015, 119198.79850000143 483625.98220000044, 119193.82119999826 483626.6843000017, 119188.97819999978 483626.79349999875, 119176.25690000132 483626.1297999993, 119117.38850000128 483622.0247000009, 119074.5604000017 483619.1770000011, 119051.9710999988 483616.5683000013, 119042.36400000006 483615.1272, 119030.45120000094 483612.9175999984, 119019.59519999847 483610.70800000057, 118944.5775000006 483594.2115000002, 118942.0100999996 483593.9101999998, 118927.62970000133 483594.5395999998, 118912.72300000116 483595.19200000167)"
verlichtingen_kenmerk.10,Mastverlichting,R,11,R,11.11800003,,044,LTK0000475700,M,I,,"LINESTRING (94792.31740000099 469670.8588999994, 94796.37159999833 469673.2003000006, 94839.45600000024 469699.875500001, 94884.75319999829 469728.7441000007, 94893 469734)"
verlichtingen_kenmerk.11,Mastverlichting,R,94.26200104,R,94.34500122,,073,LTK0000478900,M,I,,"LINESTRING (186123.83960000053 420133.8531999998, 186127.3103 420146.64070000127, 186129.5861000009 420156.3883000016, 186130.59959999844 420163.94110000134, 186130.98180000111 420168.9899000004, 186131.48330000043 420178.98519999906, 186131.6356999986 420188.98420000076, 186131.80950000137 420203.98319999874, 186131 420259)"
