X,Y,OBJECTID,BEHEERDER_VAKGEB,MASTTYPE,MAST_MASTCODE,WOONPLAATS,WIJK,BUURT,OPENBARE_RUIMTE,ARMATUURTYPE,LAMPTYPE,GlobalID
6.0436513501364,52.6242378108013,1574889,,"CON AL 3,5M PT",10,Genemuiden,Wijk 00 Genemuiden,Genemuiden Noord-Oost,Prinses Beatrixstraat,KFK EASY C7 a-symetrisch (Lightronics),LED,90e47a53-e63f-4040-9883-05a5b11a3e58
6.04306067258971,52.6245765876186,1574890,,"CON AL 3,5M PT",11,Genemuiden,Wijk 00 Genemuiden,Genemuiden Noord-Oost,Klaas Benninkstraat,KFK EASY C7 a-symetrisch (Lightronics),LED,c1bce96d-1a14-4ec7-92c8-2c7e8137a6f6
6.04323821825137,52.6243338301399,1574891,,"CON AL 3,5M PT",12,Genemuiden,Wijk 00 Genemuiden,Genemuiden Noord-Oost,Klaas Benninkstraat,KFK EASY C7 a-symetrisch (Lightronics),LED,6b9e2c0a-492b-4a6f-981e-bcf48de8d9cf
6.04329376963938,52.6241312902601,1574892,,"CON AL 3,5M PT",13,Genemuiden,Wijk 00 Genemuiden,Genemuiden Noord-Oost,Klaas Benninkstraat,KFK EASY C7 a-symetrisch (Lightronics),LED,513047d1-f1fa-46db-a3ff-cd7f34ecdd3f
6.04360890636105,52.6238032735995,1574893,,"CON AL 3,5M PT",14,Genemuiden,Wijk 00 Genemuiden,Genemuiden Noord-Oost,Klaas Benninkstraat,KFK EASY C7 a-symetrisch (Lightronics),LED,1cbac6cb-0eff-4f7d-a265-aabe5b8b4265
6.04384740336123,52.623889672443,1574894,,"CON AL 3,5M PT",15,Genemuiden,Wijk 00 Genemuiden,Genemuiden Noord-Oost,Klaas Benninkstraat,KFK EASY C7 a-symetrisch (Lightronics),LED,02c9c53e-bcc7-484b-91a1-66f9420366e6
6.0437204736783,52.6235474618389,1574895,,WANDARM,18,Genemuiden,Wijk 00 Genemuiden,Genemuiden Noord-Oost,Klaas Benninkstraat,PHL HPP 575 PCC,LED,c2bda3b1-3768-42f2-afb8-c87abbeae63f
6.04397332792923,52.6233125646372,1574896,,"CON AL 3,5M PT",19,Genemuiden,Wijk 00 Genemuiden,Genemuiden Noord-Oost,Klaas Benninkstraat,KFK EASY C7 a-symetrisch (Lightronics),LED,996a6f8a-9232-4e04-bae8-223725db7b6f
6.04215432633007,52.6236725525445,1574897,,WANDARM,1,Genemuiden,Wijk 00 Genemuiden,Genemuiden Noord-Oost,Nieuwstraat,PHL HPP 575 PCC,SOX 18 W,8533204a-9e9b-47ba-baba-00fecfe8b6f8
6.09824571138366,52.5883836998595,1574898,,"CON AL 3,5M PT",10,Hasselt,Wijk 02 Hasselt,Hasselt Dedemsvaart-Zuid,Karel Doormanstraat,PHL HPP 575 PCC,SOX 18 W,45577189-e485-41c0-a2bd-5eb72e19c250
