FID,omschr,type_div,hectobord,afritnr,afritnaam,wegdeelltr,kmtr,wegnummer,fk_veld4,ibn,gdb_geomattr_data,shape
divergenties_kenmerk.1623,Halfklaverblad-aansluiting,U,45.1c,13,'VENLO-WEST'VBW. c,R,45.15499878,073,KPK0001163500,I,,POINT (206268.41699999943 377584.0560999997)
divergenties_kenmerk.1624,Klaverbladknooppunt,U,46.1w,,'KP.ZAARDERHEIKEN'VENLO VBW. w,R,46.16500092,073,KPK0001163502,I,,POINT (206536.1699000001 378459.4387000017)
divergenties_kenmerk.1625,Klaverbladknooppunt,U,46.4v,,'KP.ZAARDERHEIKEN'EINDHOVEN VBW. v,R,46.34700012,073,KPK0001163508,I,,POINT (206591.1779000014 378644.3295999989)
divergenties_kenmerk.1626,Halfklaverblad-aansluiting,D,48.1a,12,'GRUBBENVORST'VBW. a,R,47.95399857,073,KPK0001163510,I,,POINT (206372.76419999823 380237.5135000013)
divergenties_kenmerk.1627,Niet indeelbaar,U,0.0#,,'VENLO-WEST',R,44.70299911,073,KPK0001163512,I,,POINT (206190.60300000012 377756.0219999999)
divergenties_kenmerk.1628,Pseudo T-aansluiting halfklaverblad,U,9.0s,2,'SCHIPHOL'VBW. s,R,9.26000023,004,KPK0001157279,I,,POINT (110982.43360000104 479195.2686999999)
divergenties_kenmerk.1629,Pseudo T-aansluiting halfklaverblad,D,18.6p,,'SASSENHEIM'VBW. p,R,18.42900085,004,KPK0001164279,I,,POINT (104720.49659999833 472450.7655000016)
divergenties_kenmerk.1630,Haarlemmermeer-aansluiting,U,232.2a,47,'BORN'VBW. a,R,232.12199402,002,KPK0001178490,I,,POINT (185757.67859999835 339342.5012000017)
divergenties_kenmerk.1631,Pseudo Overig volledig knooppunt,D,49.0c,,'KP.YPENBURG'DEN HAAG-YPENBURG VBW. c,R,49.13999939,004,KPK0001178664,I,,POINT (83564.38479999825 450885.7551999986)
divergenties_kenmerk.1632,Niet indeelbaar,U,47.2y,,WISSELSTROOK y,R,47.27999878,006,KPK0001179006,I,,POINT (140406.2377000004 483763.82349999994)
divergenties_kenmerk.1633,Niet indeelbaar,D,0.0#,,'ALMERE-STAD'VBW. p,R,48.56999969,006,KPK0001179023,I,,POINT (141502.92419999838 484408.7184999995)
divergenties_kenmerk.1634,Pseudo T-knooppunt,U,99.4h,,'KP.HELLEGATSPLEIN'MIDDELHARNIS VBW. h,R,99.47399902,004,KPK0001157491,I,,POINT (86798.03280000016 412129.0687999986)
divergenties_kenmerk.1635,Halfklaverblad-aansluiting,U,101.9c,23,'WILLEMSTAD'VBW. c,R,102.04699707,004,KPK0001157497,I,,POINT (88390.55970000103 410119.8431000002)
divergenties_kenmerk.1636,Pseudo Haarlemmermeer-aansluiting,U,28.5c,1,'AMSTERDAM-HEMHAVENS'VBW. c,R,28.51300049,010,KPK0001158187,I,,POINT (118505.70800000057 490722.6158000007)
divergenties_kenmerk.1637,Pseudo Overig volledig knooppunt,D,47.0x,,'KP.YPENBURG'BREDA VBW. x,R,46.7519989,004,KPK0001178790,I,,POINT (85212.67069999874 452589.5353000015)
divergenties_kenmerk.1638,Haarlemmermeer-aansluiting,U,51.1a,11,'RIJSWIJK'VBW. a,R,50.98500061,004,KPK0001178805,I,,POINT (82239.75769999996 449609.35830000043)
divergenties_kenmerk.1639,Halfklaverblad-aansluiting,U,52.8a,12,'DEN HAAG-ZUID'VBW. a,R,52.70000076,004,KPK0001178854,I,,POINT (81403.61250000075 448114.33669999987)
divergenties_kenmerk.1640,Halfklaverblad-aansluiting,U,0.0#,,'VELSERBROEK' (N208),R,7.39400005,708,KPK0001159914,I,,POINT (105002.92100000009 495108.62900000066)
divergenties_kenmerk.1641,Pseudo Halfklaverblad-aansluiting,U,8.6a,,'IJMUIDEN'VBW. a,R,8.41800022,708,KPK0001159922,I,,POINT (105345.0289000012 496052.96449999884)
divergenties_kenmerk.1642,Pseudo T-knooppunt,D,75.5e,,'KP.BENELUX'EUROPOORT/MAASVLAKTE VBW. e,R,75.26399994,004,KPK0001178882,I,,POINT (85863.55220000073 432969.0287999995)
divergenties_kenmerk.1643,Pseudo Overig volledig knooppunt,U,6.5s,,'KP.PR.CLAUSPLEIN'RING-NOORD AMSTERDAM VBW. s,R,6.66499996,012,KPK0001180138,I,,POINT (85972.22150000185 452988.2413999997)
divergenties_kenmerk.1644,Niet indeelbaar,U,0.0#,,'MONTFOORT',R,54.60599899,012,KPK0001180155,I,,POINT (130474.34079999849 453853.06720000133)
divergenties_kenmerk.1645,Halfklaverblad-aansluiting,U,59.8a,17,'TRANSFERIUM WESTRAVEN'VBW. a,R,59.70000076,012,KPK0001180165,I,,POINT (135366.16519999877 452468.2597000003)
divergenties_kenmerk.1646,Haarlemmermeer-aansluiting,U,63.8c,15,'BREDA'VBW. c,R,63.89199829,016,KPK0001211915,I,,POINT (109816.46489999816 396914.2204999998)
divergenties_kenmerk.1647,Pseudo Halfklaverblad-aansluiting,U,18.5c,26,'ROTTERDAM-KRALINGEN'VBW. c,R,18.64299965,016,KPK0001211963,I,,POINT (96504.30420000106 437474.8526000008)
divergenties_kenmerk.1648,Pseudo Halfklaverblad-aansluiting,U,19.1a,25,'CAPELLE A/D IJSSEL'VBW. a,R,18.97999954,016,KPK0001211976,I,,POINT (96340.74069999903 437194.76740000024)
divergenties_kenmerk.1649,Niet indeelbaar,U,0.0#,,'BUSBAAN',R,32.48199844,009,KPK0001179456,I,,POINT (115286.83080000058 481853.1596999988)
divergenties_kenmerk.1650,Overig volledig knooppunt,D,32.8r,,'KP.BADHOEVEDORP'AMSTERDAM VBW. r,R,32.61000061,009,KPK0001179470,I,,POINT (115223.25629999861 481928.3341999985)
divergenties_kenmerk.1651,T-knooppunt,U,41.7e,,'KP.ROTTEPOLDERPLEIN ZUID'HOOFDDORP-WEST VBW. e,R,41.85400009,009,KPK0001179526,I,,POINT (108805.02019999921 487706.1063000001)
divergenties_kenmerk.1652,T-aansluiting halfklaverblad,U,58.1c,9,'HEEMSKERK'VBW. c,R,58.35599899,009,KPK0001179555,I,,POINT (109002.877700001 502820.21930000186)
divergenties_kenmerk.1653,Pseudo Haarlemmermeer-aansluiting,U,133.4a,,'KP.VELPERBROEK'WESTERVOORT VBW. a,R,133.2440033,012,KPK0001180066,I,,POINT (194923.2888999991 444222.5762999989)
divergenties_kenmerk.1654,Niet indeelbaar,U,0.0#,,'DORDRECHT' (N3),R,38.49200058,016,KPK0001212033,I,,POINT (104149.35979999974 420621.68299999833)
divergenties_kenmerk.1655,Niet indeelbaar,U,0.0#,,'AMSTELVEEN-ZUID',R,28.09499931,009,KPK0001179607,I,,POINT (118671.63069999963 479377.7368000001)
divergenties_kenmerk.1656,Halfklaverblad-aansluiting,U,59.0c,16,'NIEUWEGEIN'VBW. c,R,59.07799911,012,KPK0001180198,I,,POINT (134749.03429999948 452613.436900001)
divergenties_kenmerk.1657,Niet indeelbaar,U,0.0#,,'P+R TRANSFERIUM WESTRAVEN',R,60.11999893,012,KPK0001180212,I,,POINT (135647.82699999958 452252.1275999993)
divergenties_kenmerk.1658,Halfklaverblad-aansluiting,U,7.5c,8,'DELFT-NOORD'VBW. c,R,7.64799976,013,KPK0001180264,I,,POINT (84762.4840000011 448851.39169999957)
divergenties_kenmerk.1659,Niet indeelbaar,U,0.0#,,'WIERDEN-WEST',R,40.93500137,035,KPK0001181513,I,,POINT (235355.63289999962 486284.001699999)
divergenties_kenmerk.1660,Pseudo Overig volledig knooppunt,D,64.5y,,'KP.RIDDERKERK-NOORD'BARENDRECHT VBW. y,R,64.6289978,015,KPK0001180571,I,,POINT (99264.81500000134 431620.0489999987)
divergenties_kenmerk.1661,Pseudo Overig volledig knooppunt,U,23.4r,,'KP.RIDDERKERK-NOORD'RING-ZUID VBW. r,R,23.24900055,016,KPK0001180863,I,,POINT (98251.24960000068 433526.0199000016)
divergenties_kenmerk.1662,Haarlemmermeer-aansluiting,D,30.5a,14,'ROTTERDAM-NOORD'VBW. a,R,30.32900047,020,KPK0001137647,I,,POINT (90958.29720000178 439072.55150000006)
divergenties_kenmerk.1663,Haarlemmermeer-aansluiting,U,38.5c,16,'PR.ALEXANDER'VBW. c,R,38.63100052,020,KPK0001137776,I,,POINT (98847.93409999833 441427.27899999917)
divergenties_kenmerk.1664,Pseudo T-aansluiting Haarlemmermeer,D,96.6p,6,'HELMOND'VBW. p,R,96.52300262,050,KPK0001181646,I,,POINT (160186.9235999994 389623.6770000011)
divergenties_kenmerk.1665,,U,102.1n,,BS.PPL.'SONSE HEIDE',R,102.28500366,050,KPK0001181686,I,,POINT (161554.82189999893 394334.73580000177)
divergenties_kenmerk.1666,Niet indeelbaar,U,0.0#,,'IND. BEST',R,14.22299957,058,KPK0001181892,I,,POINT (155007.21319999918 388723.27050000057)
divergenties_kenmerk.1667,Pseudo T-knooppunt,D,12.4q,,'KP.BATADORP'WAALRE VBW. q,R,12.51000023,058,KPK0001181897,I,,POINT (156047.3374999985 387675.4882000014)
divergenties_kenmerk.1668,Halfklaverblad-aansluiting,U,111.6a,,'ZUIDWOLDE'VBW. a,R,111.47799683,048,KPK0001162805,I,,POINT (226421.98479999974 520674.2124999985)
divergenties_kenmerk.1669,T-knooppunt,U,65.4r,,'KP.NOORDHOEK'BERGEN OP ZOOM VBW. r,R,65.22100067,059,KPK0001182164,I,,POINT (95569.97250000015 405583.52439999953)
divergenties_kenmerk.1670,Haarlemmermeer-aansluiting,U,14.4a,31,'VALKENSWAARD'VBW. a,R,14.3210001,067,KPK0001182264,I,,POINT (154124.5298999995 378186.2703000009)
divergenties_kenmerk.1671,Haarlemmermeer-aansluiting,U,15.2c,31,'VALKENSWAARD BS.PPL.OEIENBOSCH'VBW. c,R,15.39000034,067,KPK0001182267,I,,POINT (155102.9913999997 378591.1281000003)
divergenties_kenmerk.1672,,U,45.9q,,PPL.'DE LEYSING',R,46.00600052,067,KPK0001182307,I,,POINT (184780.11400000006 379486.3680999987)
divergenties_kenmerk.1673,Pseudo Haarlemmermeer-aansluiting,U,7.9n,2,'DIEMEN'RANG.BAAN n,R,8.06799984,001,KPK0001156439,I,,POINT (128887.54679999873 482847.60069999844)
divergenties_kenmerk.1674,Pseudo T-knooppunt,D,3.9#,,'AMSTERDAM' (RW.9),R,10.07299995,001,KPK0001156445,I,,POINT (130851.6667000018 482645.89979999885)
divergenties_kenmerk.1675,Niet indeelbaar,U,11.8n,,'MUIDEN'RANG.BAAN n,R,11.89500046,001,KPK0001156447,I,,POINT (132541.77160000056 482023.59629999846)
divergenties_kenmerk.1676,Pseudo T-knooppunt,U,16.3f,,'KP.MUIDERBERG'LELYSTAD' VBW. f,R,16.39100075,001,KPK0001156463,I,,POINT (136735.68129999936 480367.9428000003)
divergenties_kenmerk.1677,Haarlemmermeer-aansluiting,U,18.3c,6,'NAARDEN-VESTING'VBW. c,R,18.65299988,001,KPK0001156470,I,,POINT (138821.13179999962 479821.7329000011)
divergenties_kenmerk.1678,,U,21.3q,,PPL.'BASTION',R,21.40399933,001,KPK0001156474,I,,POINT (140844.37849999964 478292.62110000104)
divergenties_kenmerk.1679,Halfklaverblad-aansluiting,U,22.8c,7,'NAARDEN'VBW. c,R,22.81999969,001,KPK0001156480,I,,POINT (141145.79630000144 476937.6906000003)
divergenties_kenmerk.1680,T-aansluiting halfklaverblad,U,25.1c,8,'BLARICUM'VBW. c,R,25.1609993,001,KPK0001156484,I,,POINT (142703.02969999984 475242.26949999854)
divergenties_kenmerk.1681,Halfklaverblad-aansluiting,U,27.0c,9,'HILVERSUM-NOORD'VBW. c,R,27.06299973,001,KPK0001156487,I,,POINT (143164.61340000108 473420.1356999986)
divergenties_kenmerk.1682,Niet indeelbaar,D,45.0m,,'RING ALMERE-CENTRUM'RANG.BAAN m,R,44.81200027,006,KPK0001157766,I,,POINT (138436.17810000107 482243.91600000113)
divergenties_kenmerk.1683,T-knooppunt,U,118.4#,,'KP.MARKIEZAAT'VLISSINGEN (RW58),R,242.93800354,004,KPK0001155452,I,,POINT (78494.65729999915 383272.37110000104)
divergenties_kenmerk.1684,Halfklaverblad-aansluiting,U,12.8a,3a,'HOOFDDORP-ZUID'VBW. a,R,12.67800045,004,KPK0001126724,I,,POINT (108680.25759999827 476660.3443999998)
divergenties_kenmerk.1685,Pseudo Overig volledig knooppunt,U,64.2a,,'KP.KETHELPLEIN'SCHIEDAM-NOORD'VBW. a,R,64.03199768,004,KPK0001127004,I,,POINT (84784.3134999983 437756.58139999956)
divergenties_kenmerk.1687,Klaverbladknooppunt,U,69.2n,,'KP.ZAARDERHEIKEN'VENLO-WEST/ZUID RANG.B. n,R,69.41500092,067,KPK0001182330,I,,POINT (207298.06830000132 378632.4378999993)
divergenties_kenmerk.1688,,U,0.0#,,BS.'REUNEN',R,71.31199646,067,KPK0001182336,I,,POINT (209191.2437000014 378833.0289000012)
divergenties_kenmerk.1689,Niet indeelbaar,U,0.0#,,BS.PPL.'OEIENBOSCH',R,15.11100006,067,KPK0001182351,I,,POINT (154821.96590000018 378554.84380000085)
divergenties_kenmerk.1690,Klaverbladknooppunt,D,68.2e,,'KP.ZAARDERHEIKEN'M'GLADBACH VBW. e,R,68.10099792,067,KPK0001182359,I,,POINT (205984.89020000026 378484.0384999998)
divergenties_kenmerk.1691,Klaverbladknooppunt,U,68.8j,,'KP.ZAARDERHEIKEN' VENRAY VBW. j,R,68.73300171,067,KPK0001182360,I,,POINT (206617.73209999874 378531.9492000006)
divergenties_kenmerk.1692,Niet indeelbaar,D,0.0#,,'WESELSEWEG',R,73.75499725,067,KPK0001182362,I,,POINT (211460.87269999832 378089.87000000104)
divergenties_kenmerk.1693,Halfklaverblad-aansluiting,U,17.6c,20,'ROERMOND-OOST'VBW. c,R,17.72200012,073,KPK0001143976,I,,POINT (199573.62090000138 355226.73380000144)
divergenties_kenmerk.1694,Halfklaverblad-aansluiting,U,70.5a,7,'VIERLINGSBEEK'VBW. a,R,70.31900024,073,KPK0001182447,I,,POINT (196359.8139999993 399274.5544999987)
divergenties_kenmerk.1695,Pseudo T-knooppunt,U,96.5r,7,'SON EN BREUGEL'VBW. r,R,96.42500305,050,KPK0001159722,I,,POINT (161395.79030000046 389753.62629999965)
divergenties_kenmerk.1696,Pseudo T-knooppunt,U,96.9e,7,'CENTRUM'VBW. e,R,96.87999725,050,KPK0001159737,I,,POINT (160543.21389999986 389663.22250000015)
divergenties_kenmerk.1697,Pseudo Klaverbladknooppunt,U,8.2k,,'KP.RAASDORP'UTRECHT VBW. k,R,8.26200008,005,KPK0001155627,I,,POINT (110863.84580000117 485597.8227000013)
divergenties_kenmerk.1698,Overig volledig knooppunt,U,34.8s,,'KP.BADHOEVEDORP'ROTTERDAM VBW. s,R,34.84799957,009,KPK0001155872,I,,POINT (113074.15790000185 482422.8319000006)
divergenties_kenmerk.1699,Haarlemmermeer-aansluiting,U,8.5#,,'RW.708 (L.RIJB.)',R,10.76500034,022,KPK0001156228,I,,POINT (105394.32169999927 496291.4684000015)
divergenties_kenmerk.1700,Halfklaverblad-aansluiting,D,88.0c,15,'GELDERMALSEN'VBW. c,R,88.14299774,002,KPK0001156824,I,,POINT (142931.38340000063 431883.3016999997)
divergenties_kenmerk.1701,Niet indeelbaar,D,1.5q,,WISSELSTROOK q,R,1.60000002,008,KPK0001157909,I,,POINT (119980.41250000149 493426.8638000004)
divergenties_kenmerk.1702,Pseudo T-aansluiting halfklaverblad,U,0.0#,,ASSENDELFT-NOORD,R,10.57499981,008,KPK0001157922,I,,POINT (113206.73800000176 498465.0729999989)
divergenties_kenmerk.1703,Pseudo Klaverbladknooppunt,D,16.5s,,'KP.AMSTEL'EINDHOVEN VBW. s,R,16.67399979,010,KPK0001157989,I,,POINT (121972.66560000181 482601.24909999967)
divergenties_kenmerk.1704,Pseudo Klaverbladknooppunt,U,38.7w,,'KP.RAASDORP'ZAANSTAD VBW. w,R,38.75699997,009,KPK0001155881,I,,POINT (110984.7087999992 485544.875500001)
divergenties_kenmerk.1705,Pseudo Halfklaverblad-aansluiting,D,158.2a,29,'EINDHOVEN AIRPORT'VBW. a,R,158.10699463,002,KPK0001178139,I,,POINT (156341.2958999984 385984.2945000008)
divergenties_kenmerk.1706,T-aansluiting Haarlemmermeer,U,39.0a,3,'ABCOUDE'VBW. a,R,38.8370018,002,KPK0001178216,I,,POINT (125914.83769999817 475441.8524999991)
divergenties_kenmerk.1707,Haarlemmermeer-aansluiting,U,54.3a,15,'DE MEERN'VBW. a,R,54.13000107,012,KPK0001179943,I,,POINT (130022.79679999873 454008.07400000095)
divergenties_kenmerk.1708,,U,251.4q,,BS.'KRUISBERG',R,251.51600647,002,KPK0001156991,I,,POINT (179716.75429999828 321766.7325000018)
divergenties_kenmerk.1709,Pseudo Haarlemmermeer-aansluiting,U,28.4a,1,'AMSTERDAM-HEMHAVENS'VBW. a,R,28.25600052,010,KPK0001158086,I,,POINT (118428.00250000134 490470.3933000006)
divergenties_kenmerk.1710,Pseudo Haarlemmermeer-aansluiting,U,25.9c,4,'SLOTERMEER'VBW. c,R,25.90600014,010,KPK0001158145,I,,POINT (118044.71169999987 488235.06540000066)
divergenties_kenmerk.1711,Niet indeelbaar,U,0.0#,,'MEERENAKKERWEG',R,162.227005,002,KPK0001178175,I,,POINT (157722.3350000009 382450.58300000057)
divergenties_kenmerk.1712,Pseudo Haarlemmermeer-aansluiting,U,27.8a,5,'AMSTELVEEN-STADSHART'VBW. a,R,27.72100067,009,KPK0001179418,I,,POINT (119060.12049999833 479309.49280000106)
divergenties_kenmerk.1713,Pseudo Haarlemmermeer-aansluiting,U,28.4c,5,'AMSTELVEEN-STADSHART'VBW. c,R,28.4090004,009,KPK0001179419,I,,POINT (118431.63589999825 479578.8231000006)
divergenties_kenmerk.1714,Halfklaverblad-aansluiting,D,31.7c,6,'AALSMEER'VBW. c,R,31.89999962,009,KPK0001179446,I,,POINT (115574.47819999978 481322.12860000134)
divergenties_kenmerk.1715,Klaverbladknooppunt,U,241.1k,,'KP.KERENSHEIDE'ANTWERPEN VBW. k,R,241.31300354,002,KPK0001157177,I,,POINT (183139.1735999994 331001.8579000011)
divergenties_kenmerk.1716,Haarlemmermeer-aansluiting,U,2.0a,1,'AMSTERDAM-SLOTEN'VBW. a,R,1.852,004,KPK0001157207,I,,POINT (116283.00649999827 483574.84600000083)
divergenties_kenmerk.1717,Overig volledig knooppunt,D,3.5m,,'KP.BADHOEVEDORP'SCHIPHOL RANG.BAAN. m,R,3.4000001,004,KPK0001157221,I,,POINT (115000.77490000054 482807.01949999854)
divergenties_kenmerk.1718,Pseudo T-knooppunt,U,0.0#,,'KP.DE HOGT'ANTWERPEN VBW. p,R,164.77900696,002,KPK0001178421,I,,POINT (158007.3786999993 379914.3823999986)
divergenties_kenmerk.1719,Pseudo Overig volledig knooppunt,D,56.7x,,'RING UTRECHT'RANG.BAAN x,R,56.46099854,012,KPK0001179956,I,,POINT (132285.29839999974 453440.1988000013)
divergenties_kenmerk.1720,,U,9.8n,,BS.PPL.''T STRAND',R,9.93999958,031,KPK0001195249,I,,POINT (156441.2950000018 571245.1739999987)
divergenties_kenmerk.1721,Halfklaverblad-aansluiting,U,18.5a,5,'STEENWIJK-ZUID'VBW. a,R,18.23699951,032,KPK0001195369,I,,POINT (208208.48099999875 531866.5069000013)
divergenties_kenmerk.1722,,U,0.0#,,BS.PPL.'DE WEEREN',R,39.9090004,032,KPK0001195386,I,,POINT (195197.66169999912 547638.9954000004)
divergenties_kenmerk.1723,Halfklaverblad-aansluiting,U,47.0c,12,'HEERENVEEN-CENTRUM'VBW. c,R,47.18000031,032,KPK0001195399,I,,POINT (191401.77710000053 553603.816399999)
divergenties_kenmerk.1724,Klaverbladknooppunt,U,47.9r,,'KP.HEERENVEEN'GRONINGEN VBW. r,R,47.71900177,032,KPK0001195401,I,,POINT (191013.32310000062 553967.069699999)
divergenties_kenmerk.1725,Klaverbladknooppunt,U,48.5v,,'KP.HEERENVEEN'HEERENVEEN-WEST VBW. v,R,48.39199829,032,KPK0001195404,I,,POINT (190492.19999999925 554400.8940000013)
divergenties_kenmerk.1726,Niet indeelbaar,U,27.4p,,WISSELSTROOK p,R,27.15800095,010,KPK0001156027,I,,POINT (118044.31949999928 489475.8759999983)
divergenties_kenmerk.1727,T-knooppunt,U,0.7#,,'KP.COENPLEIN'LEEUWARDEN (RW8),R,30.89100075,010,KPK0001156063,I,,POINT (119909.89660000056 492639.09970000014)
divergenties_kenmerk.1728,Niet indeelbaar,U,0.0#,,'LIJNBUS',R,31.02400017,010,KPK0001156067,I,,POINT (119994.26700000092 492694.9919999987)
divergenties_kenmerk.1729,Pseudo Haarlemmermeer-aansluiting,U,28.8c,1,'AMSTERDAM-HEMHAVENS'VBW. c,R,28.94099998,010,KPK0001156145,I,,POINT (118779.18279999867 491057.42599999905)
divergenties_kenmerk.1730,Halfklaverblad-aansluiting,U,69.0a,16,'WIRDUM'VBW. a,R,68.875,032,KPK0001195422,I,,POINT (182491.85680000111 572759.8335999995)
divergenties_kenmerk.1731,,U,227.9q,,BS.PPL.'HET VEEN',R,228.10099792,050,KPK0001195566,I,,POINT (197701.24799999967 490237.6693000011)
divergenties_kenmerk.1732,Pseudo Haarlemmermeer-aansluiting,U,0.0#,,'BUSBAAN',R,16.02300072,029,KPK0001156267,I,,POINT (93351.03090000153 425958.86630000174)
divergenties_kenmerk.1733,Halfklaverblad-aansluiting,U,5.9a,7,'HAZERSWOUDE'VBW. a,R,6.01399994,011,KPK0001211242,I,,POINT (100187.29870000109 459668.5223999992)
divergenties_kenmerk.1734,Halfklaverblad-aansluiting,U,6.0c,7,'HAZERSWOUDE'VBW. c,R,6.12200022,011,KPK0001211243,I,,POINT (100291.61180000007 459700.7397999987)
divergenties_kenmerk.1735,Pseudo T-aansluiting halfklaverblad,U,25.8a,10,'MOORDRECHT'VBW.a,R,25.49099922,012,KPK0001211338,I,,POINT (103861.9561999999 448254.2351000011)
divergenties_kenmerk.1736,Halfklaverblad-aansluiting,U,152.0c,52,'OSS'VBW. c,R,152.14399719,059,KPK0001143485,I,,POINT (163866.7501000017 416621.86840000004)
divergenties_kenmerk.1737,Pseudo Overig volledig knooppunt,D,7.1u,,'KP.PR.CLAUSPLEIN'RING AMSTERDAM VBW. u,R,7.27600002,012,KPK0001179817,I,,POINT (86432.79439999908 452636.14130000025)
divergenties_kenmerk.1738,,U,150.7n,,BS.PPL.+ REST.'DE GEFFENSE BARRIERE',R,150.75300598,059,KPK0001156374,I,,POINT (162526.4684999995 416229.7060999982)
divergenties_kenmerk.1739,Pseudo Overig volledig knooppunt,U,24.1x,,'KP.RIDDERKERK-NOORD'RANG.BAAN VBW. x,R,23.9279995,016,KPK0001180774,I,,POINT (98401.16340000182 432854.33619999886)
divergenties_kenmerk.1740,Halfklaverblad-aansluiting,U,28.3a,11,'GOUDA'VBW. a,R,28.14500046,012,KPK0001211357,I,,POINT (106308.97230000049 449112.00510000065)
divergenties_kenmerk.1741,Pseudo Overig volledig knooppunt,D,24.8p,,'KP.RIDDERKERK-NOORD'ROTTERDAM-ZUID VBW. p,R,24.60099983,016,KPK0001180781,I,,POINT (98482.01269999892 432218.9288999997)
divergenties_kenmerk.1742,Pseudo T-knooppunt,U,94.9s,,'KP.EKKERSWEIJER'AMSTERDAM VBW. s,R,95.09799957,050,KPK0001162817,I,,POINT (158794.1031000018 389410.0976999998)
divergenties_kenmerk.1743,Klaverbladknooppunt,U,96.2f,,'KP.GORINCHEM'UTRECHT VBW. f,R,96.38600159,015,KPK0001185362,I,,POINT (125502.52120000124 428753.2595999986)
divergenties_kenmerk.1744,Klaverbladknooppunt,U,95.9j,,'KP.GORINCHEM'UTRECHT VBW. j,R,95.85500336,015,KPK0001185375,I,,POINT (124964.6425999999 428685.08570000157)
divergenties_kenmerk.1745,Overig volledig knooppunt,D,4.3k,,'KP.BADHOEVEDORP'ALKMAAR VBW. k,R,4.39499998,004,KPK0001157565,I,,POINT (114180.73559999838 482178.819600001)
divergenties_kenmerk.1746,Pseudo T-aansluiting halfklaverblad,U,8.3m,,'ROTTERDAM'RANG.BAAN m,R,8.19200039,004,KPK0001157592,I,,POINT (111359.04630000144 480191.9096000008)
divergenties_kenmerk.1747,Pseudo T-aansluiting halfklaverblad,U,8.2f,2,'SCHIPHOL'VBW. s,R,7.75,004,KPK0001157594,I,,POINT (111540.25329999998 480153.74819999933)
divergenties_kenmerk.1748,Pseudo T-aansluiting halfklaverblad,D,0.0#,,'LANG PARKEREN'VBW. c,R,8.5010004,004,KPK0001157600,I,,POINT (111291.72659999877 479879.73330000043)
divergenties_kenmerk.1749,T-knooppunt,D,0.4#,,'KP.BURGERVEEN'DEN HAAG-CENTRUM,R,18.18799973,004,KPK0001127434,I,,POINT (105001.20960000157 472516.73039999977)
divergenties_kenmerk.1750,Pseudo Klaverbladknooppunt,U,18.8k,,'KP.KUNDERBERG'MAASTRICHT VBW. k,R,18.89699936,076,KPK0001152608,I,,POINT (194963.99170000106 320906.5370000005)
divergenties_kenmerk.1751,Niet indeelbaar,D,0.0#,,'SIMPELVELD' (N281),R,25.01099968,076,KPK0001152610,I,,POINT (198578.1788999997 316216.6539000012)
divergenties_kenmerk.1752,Niet indeelbaar,U,0.0#,,'KERKRADE' (N281),R,25.16799927,076,KPK0001152612,I,,POINT (198939.2375999987 316169.3718000017)
divergenties_kenmerk.1753,Pseudo Halfklaverblad-aansluiting,U,24.5a,7,'SIMPELVELD'VBW. a,R,24.16600037,076,KPK0001152647,I,,POINT (198208.72410000116 316893.28069999814)
divergenties_kenmerk.1754,Pseudo Haarlemmermeer-aansluiting,U,0.9a,1,'BUNDE'VBW. a,R,0.77999997,079,KPK0001152665,I,,POINT (179337.40060000122 320238.47370000184)
divergenties_kenmerk.1755,Haarlemmermeer-aansluiting,U,4.7c,2,'MEERSSEN'VBW. c,R,4.80900002,079,KPK0001152680,I,,POINT (183121.98750000075 320926.93930000067)
divergenties_kenmerk.1756,Haarlemmermeer-aansluiting,U,7.2c,3,'VALKENBURG'VBW. c,R,7.33099985,079,KPK0001152682,I,,POINT (185594.24190000072 320707.72260000184)
divergenties_kenmerk.1757,Halfklaverblad-aansluiting,U,9.6c,4,'HULSBERG'VBW. c,R,9.77000046,079,KPK0001152687,I,,POINT (187822.1367000006 321435.93030000106)
