BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENUMMER;GEMEENTENAAM;POSTCODE LEERLING;PLAATSNAAM LEERLING;GEMEENTENUMMER LEERLING;GEMEENTENAAM LEERLING;LEER- OF VERBLIJFSJAAR 1;LEER- OF VERBLIJFSJAAR 2;LEER- OF VERBLIJFSJAAR 3;LEER- OF VERBLIJFSJAAR 4;LEER- OF VERBLIJFSJAAR 5;LEER- OF VERBLIJFSJAAR 6;TOTAAL
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9801;ZUIDHORN;1969;Westerkwartier;0;4;0;0;0;0;4
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9804;NOORDHORN;1969;Westerkwartier;0;3;1;2;0;0;6
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9811;ENUMATIL;1969;Westerkwartier;1;1;0;0;0;0;2
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9822;NIEKERK WESTERKWARTIER;1969;Westerkwartier;0;2;0;0;0;0;2
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9828;OOSTWOLD WESTERKWARTIER;1969;Westerkwartier;1;0;0;1;0;0;2
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9831;ADUARD;1969;Westerkwartier;1;0;2;0;2;1;6
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9843;GRIJPSKERK;1969;Westerkwartier;1;1;2;4;0;0;8
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9845;VISVLIET;1969;Westerkwartier;0;0;0;0;1;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9851;BURUM;1970;Noardeast-Fryslハ;0;1;0;0;0;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9861;GROOTEGAST;1969;Westerkwartier;1;0;1;1;0;0;3
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9862;SEBALDEBUREN;1969;Westerkwartier;0;0;0;1;0;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9863;DOEZUM;1969;Westerkwartier;0;1;0;0;0;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9864;KORNHORN;1969;Westerkwartier;0;0;0;0;0;1;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9882;KOMMERZIJL;1969;Westerkwartier;0;0;0;1;0;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9919;LOPPERSUM;1979;Eemsdelta;1;0;0;0;0;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9951;WINSUM GN;1966;Het Hogeland;0;1;1;0;0;0;2
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9953;BAFLO;1966;Het Hogeland;1;0;0;1;0;0;2
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9959;ONDERDENDAM;1966;Het Hogeland;0;0;1;0;0;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9964;WEHE-DEN HOORN;1966;Het Hogeland;1;0;0;0;0;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9977;KLOOSTERBUREN;1966;Het Hogeland;0;1;0;0;0;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9981;UITHUIZEN;1966;Het Hogeland;0;1;0;0;0;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9982;UITHUIZERMEEDEN;1966;Het Hogeland;1;1;0;0;0;0;2
13ZU;00;Reitdiepcollege;0014;GRONINGEN;6273;INGBER;1729;Gulpen-Wittem;0;0;1;0;0;0;1
13ZU;00;Reitdiepcollege;0014;GRONINGEN;7981;DIEVER;1701;Westerveld;0;0;0;0;1;0;1
13ZU;00;Reitdiepcollege;0014;GRONINGEN;8442;HEERENVEEN;0074;Heerenveen;0;1;0;0;0;0;1
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9321;PEIZE;1699;Noordenveld;0;0;0;0;2;0;2
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9351;LEEK;1969;Westerkwartier;0;1;2;0;0;0;3
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9354;ZEVENHUIZEN GN;1969;Westerkwartier;0;0;0;2;0;0;2
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9356;TOLBERT;1969;Westerkwartier;0;0;1;1;0;0;2
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9364;NUIS;1969;Westerkwartier;1;0;0;0;0;0;1
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9401;ASSEN;0106;Assen;0;0;0;1;0;0;1
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9472;ZUIDLAREN;1730;Tynaarlo;2;0;0;0;0;0;2
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9502;STADSKANAAL;0037;Stadskanaal;0;0;0;1;0;0;1
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9601;HOOGEZAND;1952;Midden-Groningen;0;0;0;1;0;0;1
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9602;HOOGEZAND;1952;Midden-Groningen;0;0;1;2;0;0;3
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9603;HOOGEZAND;1952;Midden-Groningen;0;0;0;1;0;0;1
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9613;MEERSTAD;0014;Groningen;0;1;2;5;1;0;9
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9614;HARKSTEDE GN;0014;Groningen;0;0;1;0;1;0;2
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9615;KOLHAM;1952;Midden-Groningen;0;0;1;0;0;0;1
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9617;HARKSTEDE;1952;Midden-Groningen;0;0;1;0;0;0;1
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9618;WOUDBLOEM;1952;Midden-Groningen;0;1;0;0;0;0;1
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9619;FROOMBOSCH;1952;Midden-Groningen;0;0;1;0;1;0;2
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9621;SLOCHTEREN;1952;Midden-Groningen;0;1;1;0;0;0;2
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9645;VEENDAM;0047;Veendam;0;2;0;0;0;0;2
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9686;BEERTA;1895;Oldambt;0;0;1;0;0;0;1
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9711;GRONINGEN;0014;Groningen;2;1;2;1;1;0;7
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9712;GRONINGEN;0014;Groningen;1;0;3;2;2;0;8
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9713;GRONINGEN;0014;Groningen;4;6;9;6;6;2;33
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9714;GRONINGEN;0014;Groningen;4;0;5;3;1;1;14
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9715;GRONINGEN;0014;Groningen;8;5;11;9;1;2;36
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9716;GRONINGEN;0014;Groningen;8;2;5;5;3;0;23
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9717;GRONINGEN;0014;Groningen;2;2;2;1;4;3;14
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9718;GRONINGEN;0014;Groningen;0;1;4;3;2;0;10
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9721;GRONINGEN;0014;Groningen;0;1;0;1;2;0;4
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9722;GRONINGEN;0014;Groningen;0;0;0;0;1;0;1
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9723;GRONINGEN;0014;Groningen;1;0;4;2;1;0;8
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9724;GRONINGEN;0014;Groningen;1;1;2;1;1;0;6
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9725;GRONINGEN;0014;Groningen;1;0;1;0;0;0;2
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9726;GRONINGEN;0014;Groningen;0;0;4;0;0;1;5
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9727;GRONINGEN;0014;Groningen;3;2;1;8;3;0;17
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9728;GRONINGEN;0014;Groningen;2;0;1;1;2;0;6
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9731;GRONINGEN;0014;Groningen;6;9;17;21;9;4;66
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9732;GRONINGEN;0014;Groningen;2;9;7;7;3;0;28
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9733;GRONINGEN;0014;Groningen;1;3;2;5;1;0;12
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9734;GRONINGEN;0014;Groningen;3;3;6;4;4;0;20
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9735;GRONINGEN;0014;Groningen;1;0;1;0;0;0;2
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9736;GRONINGEN;0014;Groningen;2;8;10;12;5;2;39
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9737;GRONINGEN;0014;Groningen;3;6;8;10;3;2;32
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9741;GRONINGEN;0014;Groningen;11;11;14;15;9;1;61
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9742;GRONINGEN;0014;Groningen;4;18;15;27;12;2;78
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9743;GRONINGEN;0014;Groningen;16;14;23;26;14;2;95
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9744;GRONINGEN;0014;Groningen;3;1;9;6;7;0;26
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9745;GRONINGEN;0014;Groningen;3;8;3;7;6;2;29
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9746;GRONINGEN;0014;Groningen;11;29;36;33;24;4;137
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9751;HAREN GN;0014;Groningen;0;0;0;1;0;0;1
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9756;GLIMMEN;0014;Groningen;0;0;0;0;0;1;1
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9761;EELDE;1730;Tynaarlo;0;3;0;0;1;0;4
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9765;PATERSWOLDE;1730;Tynaarlo;0;0;0;1;0;0;1
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9771;SAUWERD;1966;Het Hogeland;2;3;1;0;0;0;6
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9774;ADORP;1966;Het Hogeland;1;4;3;0;0;0;8
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9781;BEDUM;1966;Het Hogeland;4;8;9;13;5;6;45
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9784;NOORDWOLDE GN;1966;Het Hogeland;0;2;0;0;1;0;3
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9785;ZUIDWOLDE GN;1966;Het Hogeland;1;2;1;3;1;0;8
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9791;TEN BOER;0014;Groningen;1;4;3;2;0;0;10
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9792;TEN POST;0014;Groningen;0;0;3;1;0;0;4
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9794;LELLENS;0014;Groningen;0;0;0;0;0;1;1
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9795;WOLTERSUM;0014;Groningen;0;0;1;0;0;0;1
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9797;THESINGE;0014;Groningen;0;1;1;0;0;0;2
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9801;ZUIDHORN;1969;Westerkwartier;16;8;17;15;8;1;65
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9804;NOORDHORN;1969;Westerkwartier;1;1;2;1;6;1;12
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9805;BRILTIL;1969;Westerkwartier;1;3;4;0;1;0;9
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9811;ENUMATIL;1969;Westerkwartier;0;0;1;0;0;0;1
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9822;NIEKERK WESTERKWARTIER;1969;Westerkwartier;0;0;2;0;0;0;2
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9828;OOSTWOLD WESTERKWARTIER;1969;Westerkwartier;0;0;1;1;0;0;2
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9831;ADUARD;1969;Westerkwartier;1;1;4;5;4;1;16
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9832;DEN HORN;1969;Westerkwartier;1;0;1;1;0;1;4
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9833;DEN HAM GN;1969;Westerkwartier;1;0;0;1;1;0;3
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9842;NIEZIJL;1969;Westerkwartier;0;0;0;0;0;1;1
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9843;GRIJPSKERK;1969;Westerkwartier;0;0;3;0;2;0;5
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9845;VISVLIET;1969;Westerkwartier;0;0;0;0;1;0;1
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9861;GROOTEGAST;1969;Westerkwartier;0;0;0;1;0;0;1
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9881;KOMMERZIJL;1969;Westerkwartier;0;0;2;0;1;0;3
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9883;OLDEHOVE;1969;Westerkwartier;0;0;0;1;0;0;1
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9884;NIEHOVE;1969;Westerkwartier;0;0;1;0;2;0;3
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9891;EZINGE;1969;Westerkwartier;1;1;1;0;0;4;7
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9892;FEERWERD;1969;Westerkwartier;0;0;1;0;0;1;2
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9893;GARNWERD;1969;Westerkwartier;0;2;0;0;0;0;2
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9919;LOPPERSUM;1979;Eemsdelta;0;1;1;1;0;0;3
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9921;STEDUM;1979;Eemsdelta;0;2;0;2;0;1;5
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9922;WESTEREMDEN;1979;Eemsdelta;0;0;1;0;0;0;1
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9931;DELFZIJL;1979;Eemsdelta;0;2;0;0;0;0;2
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9932;DELFZIJL;1979;Eemsdelta;1;0;2;0;0;0;3
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9951;WINSUM GN;1966;Het Hogeland;4;2;5;8;2;0;21
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9953;BAFLO;1966;Het Hogeland;0;0;0;1;2;0;3
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9954;TINALLINGE;1966;Het Hogeland;0;0;1;0;0;0;1
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9959;ONDERDENDAM;1966;Het Hogeland;0;0;1;1;0;0;2
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9961;MENSINGEWEER;1966;Het Hogeland;0;1;0;0;0;0;1
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9962;SCHOUWERZIJL;1966;Het Hogeland;0;0;0;0;1;0;1
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9964;WEHE-DEN HOORN;1966;Het Hogeland;0;0;0;1;0;0;1
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9965;LEENS;1966;Het Hogeland;1;0;1;0;0;1;3
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9967;EENRUM;1966;Het Hogeland;0;0;2;2;1;0;5
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9971;ULRUM;1966;Het Hogeland;0;0;1;1;0;0;2
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9973;HOUWERZIJL;1966;Het Hogeland;0;1;0;1;0;0;2
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9974;ZOUTKAMP;1966;Het Hogeland;0;0;1;1;0;0;2
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9981;UITHUIZEN;1966;Het Hogeland;0;0;1;0;0;0;1
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9982;UITHUIZERMEEDEN;1966;Het Hogeland;0;0;1;0;0;0;1
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9989;WARFFUM;1966;Het Hogeland;0;0;2;0;0;0;2
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9991;MIDDELSTUM;1979;Eemsdelta;1;0;0;2;0;0;3
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9994;TOORNWERD;1979;Eemsdelta;0;0;0;1;0;0;1
13ZU;00;Reitdiepcollege;0014;GRONINGEN;9995;KANTENS;1966;Het Hogeland;0;0;1;0;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;8491;AKKRUM;0074;Heerenveen;0;0;1;0;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9301;RODEN;1699;Noordenveld;4;0;5;3;0;0;12
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9302;RODEN;1699;Noordenveld;2;3;3;1;0;0;9
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9311;NIEUW-RODEN;1699;Noordenveld;0;0;0;1;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9312;NIETAP;1699;Noordenveld;1;0;0;0;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9321;PEIZE;1699;Noordenveld;0;2;2;1;0;0;5
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9351;LEEK;1969;Westerkwartier;0;0;0;1;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9363;MARUM;1969;Westerkwartier;2;0;1;1;0;0;4
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9402;ASSEN;0106;Assen;0;1;0;0;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9471;ZUIDLAREN;1730;Tynaarlo;0;1;0;1;0;0;2
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9473;DE GROEVE;1730;Tynaarlo;0;1;0;0;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9497;DONDEREN;1730;Tynaarlo;0;0;0;1;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9531;BORGER;1681;Borger-Odoorn;1;0;0;0;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9602;HOOGEZAND;1952;Midden-Groningen;0;3;0;0;0;0;3
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9603;HOOGEZAND;1952;Midden-Groningen;0;1;0;0;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9606;KROPSWOLDE;1952;Midden-Groningen;0;0;1;1;0;0;2
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9607;FOXHOL;1952;Midden-Groningen;1;0;0;0;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9611;SAPPEMEER;1952;Midden-Groningen;0;1;0;2;0;0;3
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9613;MEERSTAD;0014;Groningen;2;1;2;0;0;0;5
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9617;HARKSTEDE;1952;Midden-Groningen;1;0;1;1;0;0;3
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9619;FROOMBOSCH;1952;Midden-Groningen;0;0;1;0;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9621;SLOCHTEREN;1952;Midden-Groningen;1;0;0;0;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9642;VEENDAM;0047;Veendam;0;1;0;0;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9649;MUNTENDAM;1952;Midden-Groningen;0;1;0;0;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9711;GRONINGEN;0014;Groningen;0;0;0;2;0;0;2
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9712;GRONINGEN;0014;Groningen;1;0;4;1;0;0;6
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9713;GRONINGEN;0014;Groningen;5;2;6;3;0;0;16
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9714;GRONINGEN;0014;Groningen;0;3;0;1;0;0;4
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9715;GRONINGEN;0014;Groningen;8;7;5;9;0;0;29
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9716;GRONINGEN;0014;Groningen;5;8;5;5;0;0;23
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9717;GRONINGEN;0014;Groningen;6;1;3;0;0;0;10
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9718;GRONINGEN;0014;Groningen;0;5;1;1;0;0;7
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9721;GRONINGEN;0014;Groningen;1;0;6;1;0;0;8
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9722;GRONINGEN;0014;Groningen;1;3;0;2;0;0;6
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9723;GRONINGEN;0014;Groningen;1;2;0;1;0;0;4
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9724;GRONINGEN;0014;Groningen;1;0;1;0;0;0;2
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9725;GRONINGEN;0014;Groningen;0;1;0;0;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9726;GRONINGEN;0014;Groningen;1;1;0;0;0;0;2
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9727;GRONINGEN;0014;Groningen;5;1;3;5;0;0;14
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9728;GRONINGEN;0014;Groningen;0;1;2;2;0;0;5
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9731;GRONINGEN;0014;Groningen;2;1;9;6;0;0;18
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9732;GRONINGEN;0014;Groningen;7;5;3;4;0;0;19
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9733;GRONINGEN;0014;Groningen;3;6;2;3;0;0;14
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9734;GRONINGEN;0014;Groningen;3;5;0;4;0;0;12
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9735;GRONINGEN;0014;Groningen;0;0;0;1;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9736;GRONINGEN;0014;Groningen;4;5;8;5;0;0;22
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9737;GRONINGEN;0014;Groningen;2;7;11;4;0;0;24
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9741;GRONINGEN;0014;Groningen;12;9;9;5;0;0;35
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9742;GRONINGEN;0014;Groningen;11;7;13;11;0;0;42
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9743;GRONINGEN;0014;Groningen;26;15;20;18;0;0;79
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9744;GRONINGEN;0014;Groningen;9;4;7;5;0;0;25
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9745;GRONINGEN;0014;Groningen;4;1;2;8;0;0;15
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9746;GRONINGEN;0014;Groningen;12;8;6;12;0;0;38
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9749;MATSLOOT;1699;Noordenveld;0;0;0;1;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9751;HAREN GN;0014;Groningen;1;0;0;0;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9753;HAREN GN;0014;Groningen;0;0;0;1;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9761;EELDE;1730;Tynaarlo;0;0;2;3;0;0;5
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9765;PATERSWOLDE;1730;Tynaarlo;2;2;3;6;0;0;13
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9766;EELDERWOLDE;1730;Tynaarlo;2;1;0;0;0;0;3
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9771;SAUWERD;1966;Het Hogeland;1;0;1;0;0;0;2
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9774;ADORP;1966;Het Hogeland;0;0;0;1;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9781;BEDUM;1966;Het Hogeland;0;0;2;0;0;0;2
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9784;NOORDWOLDE GN;1966;Het Hogeland;0;0;0;1;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9785;ZUIDWOLDE GN;1966;Het Hogeland;0;0;0;1;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9791;TEN BOER;0014;Groningen;2;0;3;1;0;0;6
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9792;TEN POST;0014;Groningen;0;1;0;0;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9795;WOLTERSUM;0014;Groningen;0;0;0;2;0;0;2
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9796;SINT ANNEN;0014;Groningen;0;0;0;1;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9797;THESINGE;0014;Groningen;0;1;0;0;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9798;GARMERWOLDE;0014;Groningen;0;0;0;1;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9801;ZUIDHORN;1969;Westerkwartier;2;6;1;6;0;0;15
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9804;NOORDHORN;1969;Westerkwartier;0;3;0;1;0;0;4
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9805;BRILTIL;1969;Westerkwartier;0;1;0;1;0;0;2
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9812;ENUMATIL;1969;Westerkwartier;0;0;0;1;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9821;OLDEKERK;1969;Westerkwartier;0;0;0;1;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9828;OOSTWOLD WESTERKWARTIER;1969;Westerkwartier;1;1;1;1;0;0;4
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9831;ADUARD;1969;Westerkwartier;0;4;1;0;0;0;5
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9832;DEN HORN;1969;Westerkwartier;1;0;0;1;0;0;2
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9843;GRIJPSKERK;1969;Westerkwartier;0;1;0;0;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9861;GROOTEGAST;1969;Westerkwartier;0;0;1;0;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9863;DOEZUM;1969;Westerkwartier;0;1;0;0;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9883;OLDEHOVE;1969;Westerkwartier;2;0;3;0;0;0;5
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9915;'T ZANDT GN;1979;Eemsdelta;1;0;0;0;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9919;LOPPERSUM;1979;Eemsdelta;3;0;0;1;0;0;4
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9921;STEDUM;1979;Eemsdelta;0;0;1;0;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9934;DELFZIJL;1979;Eemsdelta;0;1;0;0;0;0;1
