FID,strooknaam,vliegdatum,shape_leng,se_anno_cad_data,gdb_geomattr_data,shape
vlieglijnen_wadden_2013.1,L0001_r,2013-04-02T00:00:00,8517.79775443,,,"LINESTRING (225833.05999999866 619357.7490000017, 234193.50200000033 620987.4389999993)"
vlieglijnen_wadden_2013.2,L0002_r,2013-04-02T00:00:00,9808.75967011,,,"LINESTRING (224939.80000000075 618471.2529999986, 234560.08700000122 620384.8480000012)"
vlieglijnen_wadden_2013.3,L0003_r,2013-04-02T00:00:00,9970.55845157,,,"LINESTRING (225057.65700000152 617773.9620000012, 234839.60599999875 619704.1180000007)"
vlieglijnen_wadden_2013.4,L0004_r,2013-04-02T00:00:00,14604.4503746,,,"LINESTRING (221999.76799999923 616474.1290000007, 236327.95100000128 619301.3399999999)"
vlieglijnen_wadden_2013.5,L0005_r,2013-04-02T00:00:00,17642.6375129,,,"LINESTRING (221192.6649999991 615580.1270000003, 238498.9389999993 619008.7619999982)"
vlieglijnen_wadden_2013.6,L0006_r,2013-04-02T00:00:00,18628.921844,,,"LINESTRING (221157.52199999988 614838.5960000008, 239420.08399999887 618514.949000001)"
vlieglijnen_wadden_2013.7,L0007_r,2013-04-02T00:00:00,26315.5171986,,,"LINESTRING (214389.07299999893 612835.932, 240212.14799999818 617903.006000001)"
vlieglijnen_wadden_2013.8,L0008_r,2013-04-02T00:00:00,27632.4617766,,,"LINESTRING (213296.89499999955 611916.6350000016, 240412.7809999995 617234.6889999993)"
vlieglijnen_wadden_2013.9,L0009_r,2013-04-02T00:00:00,27535.011187,,,"LINESTRING (213712.43299999833 611265.5920000002, 240732.69000000134 616564.8900000006)"
vlieglijnen_wadden_2013.10,L0011_r,2013-04-02T00:00:00,26940.5004047,,,"LINESTRING (215027.31500000134 610118.3599999994, 241467.15300000086 615288.0320000015)"
vlieglijnen_wadden_2013.11,L0012_r,2013-04-02T00:00:00,27038.6607758,,,"LINESTRING (215403.40799999982 609484.5789999999, 241938.58700000122 614678.175999999)"
vlieglijnen_wadden_2013.12,L0013_r,2013-04-02T00:00:00,27088.7176603,,,"LINESTRING (215978.39799999818 608878.0729999989, 242565.19299999997 614068.5399999991)"
vlieglijnen_wadden_2013.13,L0014_r,2013-04-02T00:00:00,27732.9048647,,,"LINESTRING (216427.9990000017 608262.7089999989, 243644.49500000104 613589.6559999995)"
vlieglijnen_wadden_2013.14,L0015_r,2013-04-01T00:00:00,28248.16841,,,"LINESTRING (217062.33199999854 607632.8220000006, 244786.57499999925 613048.1099999994)"
vlieglijnen_wadden_2013.15,L0016_r,2013-04-01T00:00:00,28827.5681564,,,"LINESTRING (217561.30799999833 607062.756000001, 245850.48900000006 612608.1039999984)"
vlieglijnen_wadden_2013.16,L0017_r,2013-04-01T00:00:00,29245.2118314,,,"LINESTRING (218136.81899999827 606446.6779999994, 246828.8110000007 612108.129999999)"
vlieglijnen_wadden_2013.17,L0018_r,2013-04-01T00:00:00,29446.0227237,,,"LINESTRING (218941.55700000003 605958.4860000014, 247856.48699999973 611525.8060000017)"
vlieglijnen_wadden_2013.18,L0019_r,2013-04-01T00:00:00,30275.0817594,,,"LINESTRING (219201.84899999946 605212.7650000006, 248910.95199999958 611039.4079999998)"
vlieglijnen_wadden_2013.19,L0020_r,2013-04-01T00:00:00,31218.617186,,,"LINESTRING (219817.5249999985 604654.6009999998, 250450.21799999848 610674.5819999985)"
vlieglijnen_wadden_2013.20,L0021_r,2013-04-01T00:00:00,31130.4078959,,,"LINESTRING (220548.63199999928 604046.1020000018, 251092.46700000018 610060.7870000005)"
vlieglijnen_wadden_2013.21,L0022_r,2013-04-01T00:00:00,30104.9237638,,,"LINESTRING (221085.4690000005 603487.7430000007, 250629.81500000134 609270.3090000004)"
vlieglijnen_wadden_2013.22,L0023_r,2013-04-01T00:00:00,29145.8143091,,,"LINESTRING (221351.56500000134 602784.3599999994, 249952.51099999994 608393.6689999998)"
vlieglijnen_wadden_2013.23,L0010_r,2013-04-02T00:00:00,27191.4222508,,,"LINESTRING (214248.4549999982 610691.1039999984, 240931.5460000001 615924.2760000005)"
