FID,OVW_STARTDATUM,SENSOR_ID,SENSORTYPE,LOCATIEOMSCHRIJVING,OPMERKING,LATITUDE,LONGITUDE,MEETMOMENT,BODEMVOCHTIGHEIDPERCENTAGE,GEOMETRIE,OVW_MAX_SIZE

Bodemvocht.6200506,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,25/11/2020 07:56:03,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200507,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,25/11/2020 10:55:58,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200508,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,25/11/2020 13:55:54,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200509,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,25/11/2020 16:55:44,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200510,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,25/11/2020 19:55:33,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200541,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,27/10/2020 13:18:31,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200542,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,27/10/2020 16:17:46,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200543,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,27/10/2020 19:17:00,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200544,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,09/10/2020 04:16:38,26,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200545,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,09/10/2020 07:15:45,25,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200546,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,09/10/2020 10:14:51,24,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200547,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,09/10/2020 13:13:52,22,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200548,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,09/10/2020 16:12:46,22,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200549,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,09/10/2020 19:11:40,22,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200550,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,09/10/2020 22:10:40,22,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200551,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,10/10/2020 01:09:44,25,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200552,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,10/10/2020 04:08:54,24,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200553,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,10/10/2020 07:08:12,22,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200554,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,10/10/2020 10:07:35,22,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200555,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,10/10/2020 13:06:58,21,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200556,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,12/11/2020 17:47:55,13,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200557,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,12/11/2020 20:47:16,13,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200558,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,12/11/2020 23:46:44,12,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200559,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,13/11/2020 02:46:15,11,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200560,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,13/11/2020 05:45:52,11,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200561,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,13/11/2020 08:45:34,10,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200562,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,13/11/2020 11:45:17,9,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200563,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,13/11/2020 14:44:49,9,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200564,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,13/11/2020 17:44:12,9,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200565,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,13/11/2020 20:43:34,9,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200566,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,13/11/2020 23:42:55,9,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200567,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,14/11/2020 02:42:17,8,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200568,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,14/11/2020 05:41:42,8,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200569,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,14/11/2020 08:41:08,8,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200570,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,14/11/2020 11:40:30,8,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200511,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,25/11/2020 22:55:19,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200512,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,26/11/2020 01:55:02,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200513,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,26/11/2020 04:54:42,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200514,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,26/11/2020 07:54:19,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200515,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,26/11/2020 10:53:55,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200516,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,26/11/2020 13:53:30,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200517,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,26/11/2020 16:53:00,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200518,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,26/11/2020 19:52:29,6,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200519,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,26/11/2020 22:52:00,6,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200520,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,27/11/2020 01:51:30,7,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200521,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,27/11/2020 04:51:04,9,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200522,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,27/11/2020 07:50:40,8,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200523,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,27/11/2020 10:50:17,8,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200524,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,27/11/2020 13:49:53,8,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200525,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,27/11/2020 16:49:28,8,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200526,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,27/11/2020 19:49:06,7,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200527,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,27/11/2020 22:48:47,7,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200528,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,28/11/2020 01:48:31,7,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200529,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,28/11/2020 04:48:18,7,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200530,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,28/11/2020 07:48:07,7,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200531,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,28/11/2020 10:48:00,7,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200532,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,28/11/2020 13:47:50,6,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200533,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,28/11/2020 16:47:37,6,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200534,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,28/11/2020 19:47:26,6,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200535,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,28/11/2020 22:47:16,6,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200536,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,29/11/2020 01:47:09,6,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200537,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,29/11/2020 04:47:04,6,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200538,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,27/10/2020 04:20:22,6,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200539,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,27/10/2020 07:19:45,6,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200540,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,27/10/2020 10:19:10,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200421,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,31/10/2020 09:53:51,8,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200422,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,31/10/2020 12:52:51,8,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200423,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,31/10/2020 15:51:46,8,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200424,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,04/11/2020 12:24:47,6,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200425,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,04/11/2020 15:24:19,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200426,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,04/11/2020 18:23:50,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200427,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,04/11/2020 21:23:26,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200428,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,05/11/2020 00:23:05,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200429,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,05/11/2020 03:22:46,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200430,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,05/11/2020 06:22:31,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200431,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,05/11/2020 09:22:17,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200432,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,05/11/2020 12:21:58,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200433,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,05/11/2020 15:21:28,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200434,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,05/11/2020 18:20:52,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200435,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,05/11/2020 21:20:21,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200436,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,06/11/2020 00:19:50,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200437,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,06/11/2020 03:19:19,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200438,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,06/11/2020 06:18:51,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200439,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,06/11/2020 09:18:26,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200440,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,06/11/2020 12:17:57,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200441,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,06/11/2020 15:17:24,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200442,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,06/11/2020 18:16:50,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200443,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,06/11/2020 21:16:20,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200444,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,07/11/2020 00:15:56,4,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200445,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,07/11/2020 03:15:37,4,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200446,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,07/11/2020 06:15:23,4,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200447,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,07/11/2020 09:15:13,4,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200448,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,07/11/2020 12:15:03,4,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200449,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,07/11/2020 15:14:42,4,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200450,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,07/11/2020 18:14:16,4,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200451,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,07/11/2020 21:13:51,4,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200452,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,08/11/2020 00:13:28,4,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200453,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,08/11/2020 03:13:09,4,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200454,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,31/10/2020 18:50:43,8,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200455,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,31/10/2020 21:49:43,8,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200456,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,01/11/2020 00:48:47,8,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200457,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,01/11/2020 03:47:56,8,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200458,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,01/11/2020 06:47:08,7,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200459,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,01/11/2020 09:46:23,7,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200460,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,01/11/2020 12:45:33,7,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200461,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,01/11/2020 15:44:35,7,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200462,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,01/11/2020 18:43:32,7,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200463,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,01/11/2020 21:42:25,7,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200464,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,02/11/2020 00:41:15,8,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200465,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,02/11/2020 03:40:04,8,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200466,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,02/11/2020 06:38:50,8,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200467,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,02/11/2020 09:37:38,8,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200468,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,02/11/2020 12:36:23,8,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200469,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,02/11/2020 15:35:02,8,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200470,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,02/11/2020 18:33:47,8,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200471,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,02/11/2020 21:32:40,8,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200472,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,03/11/2020 00:31:43,8,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200473,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,03/11/2020 03:30:52,8,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200474,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,03/11/2020 06:30:08,7,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200475,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,03/11/2020 09:29:29,7,POINT (47.975235466892244 3.313610199241911),0

