objectid;id;stadsdeel;buurt;straat;eigenaar;onderhouder;lengte;verhardingstype;wegdeel;shape_len;geo_shape;geo_point_2d
46253;25592.0;Woensel zuid;Gildebuurt;Bakkerstraat;BOR;BOR Stedelijk;;Elementen;Rijbaan;14.7772720757249;"{""coordinates"": [[5.472506794398308, 51.451156572463084], [5.472705857936154, 51.451203194415875]], ""type"": ""LineString""}";51.45117988343948, 5.472606326167231
46255;25594.0;Woensel zuid;Gildebuurt;Woenselse Markt;BOR;BOR Stedelijk;;Elementen;Fietsstrook;0.49996900903956;"{""coordinates"": [[5.4726282097235455, 51.4508084154056], [5.4726349367817155, 51.45081000595588]], ""type"": ""LineString""}";51.45080921068074, 5.472631573252631
46256;25595.0;Woensel zuid;Oude Gracht-Oost;Sterrenlaan;BOR;BOR Stedelijk;;Asfalt;Fietspad;0.73732794154452;"{""coordinates"": [[5.4973830618619175, 51.46701708794142], [5.497383092633441, 51.467016720276185], [5.497383071594379, 51.467016351761124], [5.497382997316401, 51.467015986891845], [5.497382872679978, 51.46701562656454], [5.497382697695983, 51.46701527527352], [5.4973824723687645, 51.46701493481649], [5.497382201024353, 51.46701460878482], [5.49738188366498, 51.46701429807737], [5.497381524616678, 51.46701400628559], [5.497381123883848, 51.46701373520712], [5.49738068867071, 51.467013488430624], [5.497380217538226, 51.467013265957505], [5.497379719127588, 51.467013070476135], [5.497379193441024, 51.467012902885386], [5.4973786462393095, 51.46701276497758], [5.497378083283385, 51.46701265854496], [5.497377506012287, 51.467012583586175], [5.497376920182555, 51.467012540095794]], ""type"": ""LineString""}";51.4670140580391, 5.497380692637342
46258;25597.0;Woensel zuid;Limbeek-Noord;Marconilaan;BOR;BOR Stedelijk;;Elementen;Rijbaan;0.507647062436099;"{""coordinates"": [[5.459869685724709, 51.45037433186104], [5.459863175648732, 51.45037226404033]], ""type"": ""LineString""}";51.45037329795069, 5.459866430686721
46261;25900.0;Stratum;Gerardusplein;Goudenregenstraat;BOR;BOR Stedelijk;;Elementen;Rijbaan;13.6413496399733;"{""coordinates"": [[5.489193739916544, 51.42165516387307], [5.488999138990013, 51.42167039922026]], ""type"": ""LineString""}";51.421662781546665, 5.489096439453279
46262;25901.0;Woensel zuid;Woensel-West;Groenewoudseweg;BOR;BOR Stedelijk;;Elementen;Fietspad;1.5130985618096597;"{""coordinates"": [[5.450696541895038, 51.456279715234864], [5.450693070952824, 51.45628135755979], [5.450689866463004, 51.4562831992874], [5.450686960056314, 51.45628522422085], [5.450684376167066, 51.45628741436952], [5.450682140663397, 51.45628974814656]], ""type"": ""LineString""}";51.45628421181641, 5.450688971804775
46266;25905.0;Woensel zuid;Gildebuurt;Verwerstraat;BOR;BOR Stedelijk;;Asfalt;Rijbaan;0.843967253301652;"{""coordinates"": [[5.47321661311978, 51.450240969069846], [5.473214329010402, 51.4502388817923], [5.473212118211834, 51.45023676389905], [5.473209980725819, 51.45023461628906]], ""type"": ""LineString""}";51.45023782757649, 5.473213263486897
46267;25906.0;Woensel zuid;Gildebuurt;Verwerstraat;BOR;BOR Stedelijk;;Asfalt;Rijbaan;0.8439365061565;"{""coordinates"": [[5.473223895224455, 51.45024703732833], [5.473221396948682, 51.450245048185636], [5.47321896909977, 51.4502430248339], [5.47321661311978, 51.450240969069846]], ""type"": ""LineString""}";51.450244039628444, 5.473220223805627
46269;25908.0;Tongelre;Doornakkers-Oost;Berckheydestraat;BOR;BOR Stedelijk;;Elementen;Rijbaan;14.428558011763299;"{""coordinates"": [[5.518122820834617, 51.436646659641355], [5.518124436865679, 51.43665350719758], [5.518125440086818, 51.436656796824984], [5.518126899012, 51.43666001852498], [5.518128802066272, 51.436663148041205], [5.518131136239184, 51.43666616201761], [5.518133882767559, 51.43666903710479], [5.518137021452614, 51.436671750853634], [5.518140526350639, 51.43667428351831], [5.518144372953516, 51.43667661445223], [5.518148531008147, 51.43667872571218], [5.5181529673954826, 51.43668060295333], [5.518157648991233, 51.43668223003338], [5.518162541245916, 51.43668359530578], [5.518167605300586, 51.43668468892673], [5.518172802296332, 51.43668550105236], [5.518178093387254, 51.43668602633308], [5.5181834382916755, 51.43668626031985], [5.518188795300273, 51.43668620216072], [5.518194122703511, 51.436685851003745], [5.518199380243164, 51.43668521048968], [5.518204529101526, 51.43668428515651], [5.518209527595062, 51.43668308314092], [5.5182143397903705, 51.43668161167436], [5.518218926893025, 51.43667988338463], [5.5182232558640045, 51.43667791179191], [5.518227292226174, 51.43667571041805], [5.518231005829683, 51.436673297274375], [5.5182343679656345, 51.436670691269434], [5.518237352798676, 51.436667910409625], [5.51823993738551, 51.43666497809147], [5.518242101653853, 51.43666191591026], [5.518243829851218, 51.43665874725439], [5.518245107663267, 51.436655495510585], [5.518245927974088, 51.436652186754], [5.518246280789149, 51.43664884616416], [5.518246166180787, 51.43664549890928], [5.518245584224098, 51.436642171056505], [5.518245045747794, 51.43663996044752]], ""type"": ""LineString""}";51.436672501897995, 5.5181874415268775
46272;25911.0;Tongelre;Doornakkers-Oost;Berckheydestraat;BOR;BOR Stedelijk;;Elementen;Rijbaan;5.94930160470864;"{""coordinates"": [[5.518217490996337, 51.436735217505756], [5.518197809803252, 51.43673777445121], [5.518167758172768, 51.43673990261011], [5.518155620731431, 51.436740149963626], [5.5181325518931565, 51.43673994219417]], ""type"": ""LineString""}";51.43673878905489, 5.518175090925092
46283;22018.0;Tongelre;Doornakkers-West;Insulindelaan;BOR;BOR Stedelijk;;Asfalt;Rijbaan;30.758209800304897;"{""coordinates"": [[5.504097379975235, 51.441787760768754], [5.5040343573446195, 51.44195812337419], [5.504003990895979, 51.442057955049094]], ""type"": ""LineString""}";51.4419222336927, 5.50404883166301
46284;22019.0;Tongelre;Doornakkers-West;Insulindelaan;BOR;BOR Stedelijk;;Asfalt;Rijbaan;0.498971592377763;"{""coordinates"": [[5.5040989696244225, 51.44178338708346], [5.504097379975235, 51.441787760768754]], ""type"": ""LineString""}";51.44178557392611, 5.504098174799829
46285;22020.0;Tongelre;Doornakkers-West;Insulindelaan;BOR;BOR Stedelijk;;Asfalt;Rijbaan;2.2862550163968995;"{""coordinates"": [[5.504106256608349, 51.44176334761617], [5.5040989696244225, 51.44178338708346]], ""type"": ""LineString""}";51.44177336734981, 5.504102613116386
46288;22023.0;Woensel noord 1;Prinsejagt;Tacituslaan;BOR;BOR Stedelijk;;Elementen;Rijbaan;7.0932605337742896;"{""coordinates"": [[5.457066976703578, 51.471219516941176], [5.457004691060748, 51.47127003459336]], ""type"": ""LineString""}";51.47124477576727, 5.457035833882163
46289;22024.0;Centrum;TU-terrein;;BOR;BOR Stedelijk;;Elementen;Fietspad;61.410434243701594;"{""coordinates"": [[5.48218336484926, 51.445246753308055], [5.48130146523757, 51.445215137195234]], ""type"": ""LineString""}";51.445230945251645, 5.481742415043415
46290;22025.0;Centrum;TU-terrein;;BOR;BOR Stedelijk;;Elementen;Fietspad;70.23338213441139;"{""coordinates"": [[5.483193013194557, 51.445241292490955], [5.483189008351268, 51.44524118253569], [5.4831670690824525, 51.445241082870155], [5.483145130344932, 51.44524123578167], [5.483123200769048, 51.44524164126305], [5.483101284671595, 51.445242300209685], [5.483079390679033, 51.44524321081669], [5.483057527423488, 51.44524437397581], [5.483040814518117, 51.44524520570373], [5.48302226970195, 51.44524635174266], [5.483003705911456, 51.445247367458535], [5.482985124587086, 51.44524825374909], [5.482966524290644, 51.44524901061548], [5.48294791077403, 51.445249637154056], [5.482929288352783, 51.44525013336132], [5.482900490297263, 51.44525057231302], [5.482871687716936, 51.44525091058796], [5.482842883491833, 51.44525114818333], [5.4828140776170065, 51.44525128509981], [5.482785270090709, 51.44525132043867], [5.4827564623534775, 51.445251255097425], [5.482445484114293, 51.44525015261967], [5.482401785538817, 51.445250025664336], [5.482358089472983, 51.44524972251264], [5.482314397357528, 51.44524924406241], [5.4822707120679475, 51.44524858941233], [5.482227033606727, 51.445247759461296], [5.48218336484926, 51.445246753308055]], ""type"": ""LineString""}";51.445248744025236, 5.482688247725291
46291;22026.0;Centrum;TU-terrein;;BOR;BOR Stedelijk;;Elementen;Fietspad;0.498103924899212;"{""coordinates"": [[5.483200171274294, 51.44524148793509], [5.483193013194557, 51.445241292490955]], ""type"": ""LineString""}";51.44524139021303, 5.483196592234426
46295;22030.0;Woensel zuid;Kronehoef;Menno van Coehoornlaan;BOR;BOR Stedelijk;;Asfalt;Rijbaan;17.007847173878297;"{""coordinates"": [[5.461267382942263, 51.456694946274204], [5.461366793625218, 51.45683464040896]], ""type"": ""LineString""}";51.45676479334158, 5.4613170882837405
46297;22032.0;Woensel zuid;Kronehoef;Menno van Coehoornlaan;BOR;BOR Stedelijk;;Asfalt;Rijbaan;4.8729404370272;"{""coordinates"": [[5.463186079054986, 51.4587747965086], [5.463190757474316, 51.458777789373045], [5.463237751985915, 51.45880439206608]], ""type"": ""LineString""}";51.458789710762424, 5.463211845367507
46301;22708.0;Strijp 2;Zandrijk;Zandhoen;BOR;BOR Stedelijk;;Asfalt;Rijbaan;0.294456957805381;"{""coordinates"": [[5.404806249075332, 51.44633462776766], [5.404803050697882, 51.44633289254595]], ""type"": ""LineString""}";51.446333760156804, 5.404804649886607
46304;22711.0;Strijp 1;Eliasterrein, Vonderkwartier;Sophia van Wurtemberglaan;BOR;BOR Stedelijk;;Elementen;Rijbaan;26.4059348821434;"{""coordinates"": [[5.466489184597259, 51.43628892311595], [5.466773767506556, 51.43644608458104]], ""type"": ""LineString""}";51.43636750384851, 5.466631476051908
46308;22989.0;Centrum;TU-terrein;;;;;Elementen;Rijbaan;17.017005758946;"{""coordinates"": [[5.492807038156533, 51.44684941429586], [5.492806885332195, 51.44669645428663]], ""type"": ""LineString""}";51.446772934291246, 5.492806961744364
46309;22990.0;Centrum;TU-terrein;;;;;Elementen;Rijbaan;15.878006172060799;"{""coordinates"": [[5.492807187605677, 51.44701955164929], [5.492807058488439, 51.44687682971188]], ""type"": ""LineString""}";51.44694819068059, 5.492807123047058
46311;22992.0;Centrum;TU-terrein;;;;;Elementen;Rijbaan;17.9240010042401;"{""coordinates"": [[5.492807664704819, 51.44737465748908], [5.492807377915847, 51.447213544885585]], ""type"": ""LineString""}";51.44729410118733, 5.492807521310333
46313;22994.0;Centrum;TU-terrein;;;;;Elementen;Rijbaan;10.536604464911798;"{""coordinates"": [[5.49280936360269, 51.44782439129853], [5.4928090047344185, 51.44772968164033]], ""type"": ""LineString""}";51.44777703646943, 5.492809184168554
46315;22996.0;Centrum;TU-terrein;;;;;Elementen;Rijbaan;23.3612098935393;"{""coordinates"": [[5.492810375617335, 51.44809180680202], [5.492809580036443, 51.44788182149005]], ""type"": ""LineString""}";51.447986814146034, 5.492809977826889
46318;22999.0;Centrum;TU-terrein;;;;;Elementen;Rijbaan;1.90359130811093;"{""coordinates"": [[5.4927481486855845, 51.4483855678869], [5.492753595594538, 51.448385207897715], [5.492758977138931, 51.44838457561095], [5.492764260238597, 51.448383673753234], [5.492769410385213, 51.44838250954667], [5.492774393066416, 51.4483810884159]], ""type"": ""LineString""}";51.448383882988445, 5.492761366535334
46328;24011.0;Gestel;Hanevoet;;BOR Stedelijk;BOR Stedelijk;;Elementen;Fietspad;49.8906451900591;"{""coordinates"": [[5.439992622904369, 51.418130713982585], [5.440016360446621, 51.418083737298055], [5.4400896354567125, 51.4178868157321], [5.440160578501277, 51.41770014228635], [5.44016167664455, 51.41769505508679]], ""type"": ""LineString""}";51.417913897390136, 5.4400795345319315
46331;24323.0;Tongelre;Doornakkers-West;Kanaaldijk-Noord;BOR;BOR Stedelijk;;Elementen;Rijbaan;0.285047031207133;"{""coordinates"": [[5.507147166876679, 51.434767445957284], [5.507146669792333, 51.4347649026738]], ""type"": ""LineString""}";51.43476617431554, 5.507146918334506
46332;24324.0;Gestel;Genderdal;Telemannlaan;BOR;BOR Stedelijk;;Elementen;Rijbaan;13.683920527392699;"{""coordinates"": [[5.454040671112171, 51.42933297866687], [5.454154408231009, 51.42923260857176]], ""type"": ""LineString""}";51.429282793619315, 5.45409753967159
46334;24326.0;Gestel;Genderdal;Telemannlaan;BOR;BOR Stedelijk;;Elementen;Rijbaan;39.13161067474729;"{""coordinates"": [[5.454502364649895, 51.42979219578389], [5.45495755664429, 51.42958541659966]], ""type"": ""LineString""}";51.42968880619178, 5.454729960647093
46336;24328.0;Tongelre;Lakerlopen;;BOR;BOR Stedelijk;;Elementen;Rijbaan;6.59235026375268;"{""coordinates"": [[5.496784058065055, 51.43806788989108], [5.49685463997294, 51.43810745451339]], ""type"": ""LineString""}";51.438087672202236, 5.496819349018997
46339;24331.0;Gestel;Schrijversbuurt;;BOR Stedelijk;BOR Stedelijk;;Asfalt;Rijbaan;0.49913053402892504;"{""coordinates"": [[5.472267760058306, 51.42538400252573], [5.4722608998446765, 51.42538531988745]], ""type"": ""LineString""}";51.42538466120659, 5.472264329951491
46342;24334.0;Gestel;Schrijversbuurt;;BOR Stedelijk;BOR Stedelijk;;Asfalt;Rijbaan;0.5000737645587899;"{""coordinates"": [[5.471722041287493, 51.42548920007116], [5.4717152012981245, 51.425490585700004]], ""type"": ""LineString""}";51.42548989288558, 5.471718621292808
46344;24336.0;Stratum;Rochusbuurt;St Rochusstraat;BOR;BOR Stedelijk;;Elementen;Rijbaan;3.50225670104291;"{""coordinates"": [[5.488008959630501, 51.43192900106582], [5.487985020328789, 51.43195669793075]], ""type"": ""LineString""}";51.431942849498284, 5.487996989979646
46346;24338.0;Stratum;Rochusbuurt;St Rochusstraat;BOR;BOR Stedelijk;;Elementen;Rijbaan;16.139950495587;"{""coordinates"": [[5.48833263320438, 51.43207368080606], [5.488536540602167, 51.432142977019346]], ""type"": ""LineString""}";51.432108328912705, 5.488434586903274
46347;24339.0;Strijp 1;Strijp S;Glaslaan;BOR;BOR Stedelijk;;Asfalt;Rijbaan;5.519974637622889;"{""coordinates"": [[5.461227926872891, 51.44367474891293], [5.4611757103493375, 51.443637371289846]], ""type"": ""LineString""}";51.44365606010139, 5.461201818611114
46349;24341.0;Woensel zuid;Woensel-West;Ampèrestraat;BOR;BOR Stedelijk;;Elementen;Rijbaan;0.499827910385164;"{""coordinates"": [[5.457398480846145, 51.45317765550653], [5.4573944396127665, 51.45317393933579]], ""type"": ""LineString""}";51.45317579742116, 5.457396460229456
46352;24344.0;Stratum;Elzent-Zuid;Karel van den Woestijnelaan;BOR;BOR Stedelijk;;Elementen;Rijbaan;22.9327642994122;"{""coordinates"": [[5.478752945407034, 51.42619940708182], [5.4789387808611245, 51.42635423462769], [5.47894136446538, 51.426355566511766], [5.478944038509052, 51.42635682641509], [5.4789467972371195, 51.42635801254438], [5.478949640645956, 51.42635912310195], [5.478952558665249, 51.426360155399095], [5.478955545538266, 51.42636110674377]], ""type"": ""LineString""}";51.42628248261564, 5.478852925307806
46354;24685.0;Woensel noord 2;Blixembosch-Oost;Otello;BOR;BOR Stedelijk;;Elementen;Rijbaan;1.28998202888081;"{""coordinates"": [[5.477894537957239, 51.49009429504384], [5.477895769462946, 51.49009306623614], [5.47789716669521, 51.490091909208516], [5.477898722470773, 51.49009083205642], [5.477900420971016, 51.4900898446796], [5.47790225212956, 51.49008895337794], [5.4779042015621355, 51.49008816535355], [5.477906252003143, 51.490087486911946], [5.477908390502764, 51.49008692255754]], ""type"": ""LineString""}";51.49008993996257, 5.477901094054519
46355;24686.0;Strijp 2;Grasrijk;Noord Brabantlaan;BOR;BOR Stedelijk;;Elementen;Molgoot;89.6527520377218;"{""coordinates"": [[5.423129179326199, 51.43484042265064], [5.423127843019896, 51.434841861252984], [5.423731828168786, 51.435051683881895], [5.42425245640084, 51.43523254157237]], ""type"": ""LineString""}";51.435036880269, 5.423689224376117
46356;25913.0;Tongelre;Doornakkers-Oost;Berckheydestraat;BOR;BOR Stedelijk;;Elementen;Rijbaan;20.9632751496516;"{""coordinates"": [[5.518199754669092, 51.43645366710691], [5.518245045747794, 51.43663996044752]], ""type"": ""LineString""}";51.43654681377721, 5.518222400208443
46357;25914.0;Tongelre;Doornakkers-Oost;Berckheydestraat;BOR;BOR Stedelijk;;Elementen;Rijbaan;3.3861466300206198;"{""coordinates"": [[5.51824780375903, 51.43644871422298], [5.518199754669092, 51.43645366710691]], ""type"": ""LineString""}";51.436451190664954, 5.518223779214061
46362;25919.0;Woensel noord 2;Vaartbroek;Peterselieweg;BOR;BOR Stedelijk;;Elementen;Fietsstrook;0.49933902310955;"{""coordinates"": [[5.501654775781336, 51.476425632842], [5.501653728967107, 51.47643007336622]], ""type"": ""LineString""}";51.47642785310411, 5.501654252374221
46365;26227.0;Woensel noord 1;Driehoeksbos;;BOR;BOR Stedelijk;;Asfalt;Fietspad;0.50019708080933;"{""coordinates"": [[5.456165441469958, 51.47875820618411], [5.456164564658502, 51.47875905163672], [5.4561637241257905, 51.47876008942494], [5.456162889353728, 51.478761129007395], [5.4561620603423195, 51.47876217038423]], ""type"": ""LineString""}";51.478760146520784, 5.456163704900902
46366;26228.0;Woensel noord 1;Driehoeksbos;;BOR;BOR Stedelijk;;Asfalt;Rijbaan;0.511798050549042;"{""coordinates"": [[5.456067645571599, 51.47873382487768], [5.456069518077243, 51.47873269030079], [5.456069916398122, 51.478732413214665], [5.4560702787030335, 51.47873211727366], [5.456070600676306, 51.478731804278134], [5.456070883760175, 51.47873147602491], [5.456071122203372, 51.47873113701172], [5.456071317445523, 51.47873078723777], [5.4560714680510785, 51.47873042940042], [5.456071572581997, 51.47873006439946]], ""type"": ""LineString""}";51.47873218946726, 5.456069883182131
46367;26229.0;Woensel noord 1;Driehoeksbos;;BOR;BOR Stedelijk;;Asfalt;Rijbaan;6.89702082795509;"{""coordinates"": [[5.455979682198644, 51.478758483335426], [5.455980255443249, 51.478758698724064], [5.4559808559880345, 51.4787588808386], [5.455981478076282, 51.47875903058123], [5.4559821202659196, 51.47875914615517], [5.455982776796099, 51.47875922576599], [5.455983440470854, 51.478759270316885], [5.455984108408375, 51.47875927801177], [5.455984774850746, 51.478759248854104], [5.455985434042664, 51.47875918464495], [5.455994443890775, 51.47875826247579], [5.456005629131485, 51.478756596557105], [5.4560165543888175, 51.47875435282106], [5.456027139073711, 51.4787515465961], [5.4560379413928235, 51.478747968116565], [5.456048192937332, 51.47874380390211], [5.456057810268013, 51.478739088159124], [5.456066771160504, 51.47873435482662], [5.456067645571599, 51.47873382487768]], ""type"": ""LineString""}";51.478750202821594, 5.456024659912009
46372;26234.0;Woensel noord 1;Achtse Barrier-Gunterslaer;;BOR;BOR Stedelijk;;Asfalt;Fietspad;0.49863367315094204;"{""coordinates"": [[5.4560009223856945, 51.479068324747054], [5.4559971206396956, 51.479072126496504]], ""type"": ""LineString""}";51.479070225621776, 5.455999021512695
46375;26237.0;Strijp 2;Grasrijk;Grasplantsoen;BOR;BOR Stedelijk;;Asfalt;Rijbaan;0.5000358487148701;"{""coordinates"": [[5.41246398899025, 51.433772813925835], [5.4124622527738255, 51.43377717561187]], ""type"": ""LineString""}";51.433774994768854, 5.4124631208820375
46378;22336.0;Strijp 1;Mispelhoef;Mispelhoefstraat;BOR Stedelijk;BOR Stedelijk;;Asfalt;Rijbaan;0.498131960428158;"{""coordinates"": [[5.407398437079873, 51.469826616918624], [5.407393961037046, 51.469823119321724]], ""type"": ""LineString""}";51.46982486812018, 5.407396199058461
46379;22337.0;Strijp 1;Mispelhoef;Mispelhoefstraat;BOR Stedelijk;BOR Stedelijk;;Asfalt;Rijbaan;133.084859659394;"{""coordinates"": [[5.408706951429128, 51.470699359331824], [5.4086771739956045, 51.470681752529316], [5.408500631226164, 51.470575943972634], [5.408444153972356, 51.47054115035504], [5.408409396526195, 51.470519411421336], [5.408374801699672, 51.47049757267327], [5.4083403694923655, 51.47047563321218], [5.408306099904266, 51.47045359303807], [5.40827199437581, 51.47043145484756], [5.4082380529061505, 51.47040921684296], [5.408205006936393, 51.47038756202845], [5.408172110636431, 51.47036581818966], [5.40813936400666, 51.47034398622548], [5.408106767046998, 51.470322066136056], [5.408074321197131, 51.470300058820186], [5.408042027896218, 51.47027796427764], [5.407625604065782, 51.46998983586335], [5.407477060058881, 51.469886115142785], [5.407434776699183, 51.46985501286972], [5.407398437079873, 51.469826616918624]], ""type"": ""LineString""}";51.47027348378735, 5.408045736191051
46382;22341.0;Strijp 1;Mispelhoef;Mispelhoefstraat;BOR Stedelijk;BOR Stedelijk;;Asfalt;Rijbaan;35.5709100325309;"{""coordinates"": [[5.409245654951636, 51.47099843927855], [5.409200923011949, 51.47097412634373], [5.408964465848829, 51.47084557066177], [5.4088603526377685, 51.47078791192446]], ""type"": ""LineString""}";51.470893474057384, 5.409052840034578
46383;22342.0;Strijp 1;Mispelhoef;Mispelhoefstraat;BOR Stedelijk;BOR Stedelijk;;Asfalt;Rijbaan;23.263359599748398;"{""coordinates"": [[5.409498364153221, 51.471135610460756], [5.409384835049233, 51.47107408979451], [5.409245654951636, 51.47099843927855]], ""type"": ""LineString""}";51.47106706473302, 5.4093719879178455
46385;22344.0;Strijp 1;Mispelhoef;Mispelhoefstraat;BOR;BOR Stedelijk;;Elementen;Rijbaan;10.8014047498462;"{""coordinates"": [[5.409973492440914, 51.47139317266554], [5.4098560591901235, 51.47132955258285]], ""type"": ""LineString""}";51.471361362624194, 5.409914775815519
46390;22349.0;Strijp 1;Mispelhoef;Mispelhoefstraat;BOR;BOR Stedelijk;;Elementen;Molgoot;28.531116894541697;"{""coordinates"": [[5.410180309263607, 51.47150148887492], [5.410490713981778, 51.47166938396942]], ""type"": ""LineString""}";51.471585436422174, 5.4103355116226926
46394;22353.0;Strijp 1;Mispelhoef;Mispelhoefstraat;BOR;BOR Stedelijk;;Elementen;Rijbaan;0.498896081363644;"{""coordinates"": [[5.410014300320459, 51.47141167941211], [5.410019723475005, 51.471414618525465]], ""type"": ""LineString""}";51.471413148968786, 5.410017011897732
46396;22355.0;Strijp 1;Mispelhoef;Mispelhoefstraat;BOR Stedelijk;BOR Stedelijk;;Asfalt;Rijbaan;32.704643000803394;"{""coordinates"": [[5.409502319942197, 51.47113416791461], [5.409857809420832, 51.471326852047405]], ""type"": ""LineString""}";51.47123050998101, 5.409680064681515
46401;22671.0;Woensel noord 2;Blixembosch-Oost;Aïda;BOR;BOR Stedelijk;;Asfalt;Rijbaan;9.62686130817989;"{""coordinates"": [[5.473324754405888, 51.48943219424343], [5.473205824221133, 51.48939573071887], [5.473200306556103, 51.489394089872015]], ""type"": ""LineString""}";51.48941311981761, 5.473262537197118
46402;22672.0;Woensel noord 2;Blixembosch-Oost;Aïda;BOR;BOR Stedelijk;;Elementen;Rijbaan;0.49964789772984797;"{""coordinates"": [[5.4733312201129785, 51.489434163367605], [5.473328338796441, 51.489433293600186], [5.473324754405888, 51.48943219424343]], ""type"": ""LineString""}";51.48943318234477, 5.473327986182498
46404;22674.0;Woensel noord 2;Blixembosch-Oost;Aïda;BOR;BOR Stedelijk;;Elementen;Rijbaan;8.244740932464131;"{""coordinates"": [[5.473444296446331, 51.489401710666264], [5.473425125580342, 51.48942628273956], [5.473417056454755, 51.489430684161476], [5.4733786837232445, 51.48943767876577], [5.473354559382709, 51.489436206299544]], ""type"": ""LineString""}";51.489428243998184, 5.47340372684822
46405;22675.0;Woensel noord 2;Blixembosch-Oost;Aïda;BOR;BOR Stedelijk;;Elementen;Rijbaan;0.012120231020900601;"{""coordinates"": [[5.473444372571587, 51.489401612633635], [5.473444296446331, 51.489401710666264]], ""type"": ""LineString""}";51.48940166164995, 5.473444334508959
