Uitvgavenummer verbruikboek,EU Type goedkeuringssleutel,EEG variantcode,EEG Uitvoeringscode,Uitvoering wijzigingsnummer,Verbruikcategorie uitvoering
1,e1*92/53*0001*02,H004A00,CCAA25,1,
1,e1*92/53*0001*02,H004A00,NKAA24,1,
1,e1*92/53*0001*02,H004A00,NKAA25,1,
1,e1*92/53*0001*02,H004A00,NLAA24,1,
1,e1*92/53*0001*02,H004A00,NLAA25,1,
1,e1*92/53*0001*02,H004G00,CBAA24,1,
1,e1*92/53*0001*02,H004G00,CBAA25,1,
1,e1*92/53*0001*02,H004G00,CCAA24,1,
1,e1*92/53*0001*02,H004G00,CCAA25,1,
1,e1*92/53*0001*02,H004G00,NKAA24,1,
1,e1*92/53*0001*02,H004G00,NKAA25,1,
1,e1*92/53*0001*02,H004G00,NLAA24,1,
1,e1*92/53*0001*02,H004G00,NLAA25,1,
1,e1*92/53*0001*02,H010A00,CEAA24,1,
1,e1*92/53*0001*02,H010A00,CEAA25,1,
1,e1*92/53*0001*02,H010A00,CFAA24,1,
1,e1*92/53*0001*02,H010A00,CFAA25,1,
1,e1*92/53*0001*02,H010A00,NMAA24,1,
1,e1*92/53*0001*02,H010A00,NMAA25,1,
1,e1*92/53*0001*02,H010G00,CEAA24,1,
1,e1*92/53*0001*02,H010G00,CEAA25,1,
1,e1*92/53*0001*02,H010G00,CFAA24,1,
1,e1*92/53*0001*02,H010G00,CFAA25,1,
1,e1*92/53*0001*02,H010G00,NMAA24,1,
1,e1*92/53*0001*02,H010G00,NMAA25,1,
1,e1*92/53*0001*02,H034C00,CBAA24,1,
1,e1*92/53*0001*02,H034C00,CBAA25,1,
1,e1*92/53*0001*02,H034C00,CCAA24,1,
1,e1*92/53*0001*02,H034C00,CCAA25,1,
1,e1*92/53*0001*02,H034C00,NKAA24,1,
1,e1*92/53*0001*02,H034C00,NKAA25,1,
1,e1*92/53*0001*02,H034C00,NLAA24,1,
1,e1*92/53*0001*02,H034C00,NLAA25,1,
1,e1*92/53*0001*02,H035C00,CBAA24,1,
1,e1*92/53*0001*02,H035C00,CBAA25,1,
1,e1*92/53*0001*02,H035C00,NMAA24,1,
1,e1*92/53*0001*02,H035C00,NMAA25,1,
1,e1*92/53*0001*02,H036D00,CEAA24,1,
1,e1*92/53*0001*02,H036D00,CEAA25,1,
1,e1*92/53*0001*02,H036D00,NMAA24,1,
1,e1*92/53*0001*02,H036D00,NMAA25,1,
1,e1*92/53*0001*02,H053F00,EEAA24,1,
1,e1*92/53*0001*02,H053F00,EEAA25,1,
1,e1*92/53*0001*02,H053F00,NPAA24,1,
1,e1*92/53*0001*02,H053F00,NPAA25,1,
1,e1*92/53*0001*03,H002A00,CBAA24,1,
1,e1*92/53*0001*03,H002A00,CBAA25,1,
1,e1*92/53*0001*03,H002A00,CCAA24,1,
1,e1*92/53*0001*03,H002A00,CCAA25,1,
1,e1*92/53*0001*03,H002A00,NKAA24,1,
1,e1*92/53*0001*03,H002A00,NKAA25,1,
1,e1*92/53*0001*03,H002A00,NLAA24,1,
1,e1*92/53*0001*03,H002A00,NLAA25,1,
1,e1*92/53*0001*03,H002G00,CBAA24,1,
1,e1*92/53*0001*03,H002G00,CBAA25,1,
1,e1*92/53*0001*03,H002G00,CCAA24,1,
1,e1*92/53*0001*03,H002G00,CCAA25,1,
1,e1*92/53*0001*03,H002G00,NKAA24,1,
1,e1*92/53*0001*03,H002G00,NKAA25,1,
1,e1*92/53*0001*03,H002G00,NLAA24,1,
1,e1*92/53*0001*03,H002G00,NLAA25,1,
1,e1*92/53*0001*03,H004A00,CBAA24,1,
1,e1*92/53*0001*03,H004A00,CBAA25,1,
1,e1*92/53*0001*03,H004A00,CCAA24,1,
1,e1*92/53*0001*03,H004A00,CCAA25,1,
1,e1*92/53*0001*03,H004A00,NKAA24,1,
1,e1*92/53*0001*03,H004A00,NKAA25,1,
1,e1*92/53*0001*03,H004A00,NLAA24,1,
1,e1*92/53*0001*03,H004A00,NLAA25,1,
1,e1*92/53*0001*03,H004G00,CBAA24,1,
1,e1*92/53*0001*03,H004G00,CBAA25,1,
1,e1*92/53*0001*03,H004G00,CCAA24,1,
1,e1*92/53*0001*03,H004G00,CCAA25,1,
1,e1*92/53*0001*03,H004G00,NKAA24,1,
1,e1*92/53*0001*03,H004G00,NKAA25,1,
1,e1*92/53*0001*03,H004G00,NLAA24,1,
1,e1*92/53*0001*03,H004G00,NLAA25,1,
1,e1*92/53*0001*03,H010A00,CEAA24,1,
1,e1*92/53*0001*03,H010A00,CEAA25,1,
1,e1*92/53*0001*03,H010A00,CFAA24,1,
1,e1*92/53*0001*03,H010A00,CFAA25,1,
1,e1*92/53*0001*03,H010A00,NMAA24,1,
1,e1*92/53*0001*03,H010A00,NMAA25,1,
1,e1*92/53*0001*03,H010G00,CEAA24,1,
1,e1*92/53*0001*03,H010G00,CEAA25,1,
1,e1*92/53*0001*03,H010G00,CFAA24,1,
1,e1*92/53*0001*03,H010G00,CFAA25,1,
1,e1*92/53*0001*03,H010G00,NMAA24,1,
1,e1*92/53*0001*03,H010G00,NMAA25,1,
1,e1*92/53*0001*03,H034C00,CBAA24,1,
1,e1*92/53*0001*03,H034C00,CBAA25,1,
1,e1*92/53*0001*03,H034C00,CCAA24,1,
1,e1*92/53*0001*03,H034C00,CCAA25,1,
1,e1*92/53*0001*03,H034C00,NKAA24,1,
1,e1*92/53*0001*03,H034C00,NKAA25,1,
1,e1*92/53*0001*03,H034C00,NLAA24,1,
1,e1*92/53*0001*03,H034C00,NLAA25,1,
1,e1*92/53*0001*03,H035C00,CBAA24,1,
1,e1*92/53*0001*03,H035C00,CBAA25,1,
1,e1*92/53*0001*03,H035C00,NMAA24,1,
1,e1*92/53*0001*03,H035C00,NMAA25,1,
1,e1*92/53*0001*03,H036D00,CEAA24,1,
1,e1*92/53*0001*03,H036D00,CEAA25,1,
1,e1*92/53*0001*03,H036D00,NMAA24,1,
1,e1*92/53*0001*03,H036D00,NMAA25,1,
1,e1*92/53*0001*03,H053D00,EEAA24,1,
1,e1*92/53*0001*03,H053D00,EEAA25,1,
1,e1*92/53*0001*03,H053D00,NPAA24,1,
1,e1*92/53*0001*03,H053D00,NPAA25,1,
1,e1*92/53*0001*03,H053F00,EEAA24,1,
1,e1*92/53*0001*03,H053F00,EEAA25,1,
1,e1*92/53*0001*03,H053F00,NPAA24,1,
1,e1*92/53*0001*03,H053F00,NPAA25,1,
1,e1*92/53*0001*03,H056D00,PPAA24,1,
1,e1*92/53*0001*03,H056D00,PPAA25,1,
1,e1*92/53*0001*03,H056D00,PRAA24,1,
1,e1*92/53*0001*03,H056D00,PRAA25,1,
1,e1*92/53*0001*04,H002A00,CBAA24,1,
1,e1*92/53*0001*04,H002A00,CBAA25,1,
1,e1*92/53*0001*04,H002A00,CCAA24,1,
1,e1*92/53*0001*04,H002A00,CCAA25,1,
1,e1*92/53*0001*04,H002A00,NKAA24,1,
1,e1*92/53*0001*04,H002A00,NKAA25,1,
1,e1*92/53*0001*04,H002A00,NLAA24,1,
1,e1*92/53*0001*04,H002A00,NLAA25,1,
1,e1*92/53*0001*04,H002G00,CBAA24,1,
1,e1*92/53*0001*04,H002G00,CBAA25,1,
1,e1*92/53*0001*04,H002G00,CCAA24,1,
1,e1*92/53*0001*04,H002G00,CCAA25,1,
1,e1*92/53*0001*04,H002G00,NKAA24,1,
1,e1*92/53*0001*04,H002G00,NKAA25,1,
1,e1*92/53*0001*04,H002G00,NLAA24,1,
1,e1*92/53*0001*04,H002G00,NLAA25,1,
1,e1*92/53*0001*04,H004A00,CBAA24,1,
1,e1*92/53*0001*04,H004A00,CBAA25,1,
1,e1*92/53*0001*04,H004A00,CCAA24,1,
1,e1*92/53*0001*04,H004A00,CCAA25,1,
1,e1*92/53*0001*04,H004A00,NKAA24,1,
1,e1*92/53*0001*04,H004A00,NKAA25,1,
1,e1*92/53*0001*04,H004A00,NLAA24,1,
1,e1*92/53*0001*04,H004A00,NLAA25,1,
1,e1*92/53*0001*04,H004G00,CBAA24,1,
1,e1*92/53*0001*04,H004G00,CBAA25,1,
1,e1*92/53*0001*04,H004G00,CCAA24,1,
1,e1*92/53*0001*04,H004G00,CCAA25,1,
1,e1*92/53*0001*04,H004G00,NKAA24,1,
1,e1*92/53*0001*04,H004G00,NKAA25,1,
1,e1*92/53*0001*04,H004G00,NLAA24,1,
1,e1*92/53*0001*04,H004G00,NLAA25,1,
1,e1*92/53*0001*04,H010A00,CEAA24,1,
1,e1*92/53*0001*04,H010A00,CEAA25,1,
1,e1*92/53*0001*04,H010A00,CFAA24,1,
1,e1*92/53*0001*04,H010A00,CFAA25,1,
1,e1*92/53*0001*04,H010A00,NMAA24,1,
1,e1*92/53*0001*04,H010A00,NMAA25,1,
1,e1*92/53*0001*04,H010G00,CEAA24,1,
1,e1*92/53*0001*04,H010G00,CEAA25,1,
1,e1*92/53*0001*04,H010G00,CFAA24,1,
1,e1*92/53*0001*04,H010G00,CFAA25,1,
1,e1*92/53*0001*04,H010G00,NMAA24,1,
1,e1*92/53*0001*04,H010G00,NMAA25,1,
1,e1*92/53*0001*04,H034C00,CBAA24,1,
1,e1*92/53*0001*04,H034C00,CBAA25,1,
1,e1*92/53*0001*04,H034C00,CCAA24,1,
1,e1*92/53*0001*04,H034C00,CCAA25,1,
1,e1*92/53*0001*04,H034C00,NKAA24,1,
1,e1*92/53*0001*04,H034C00,NKAA25,1,
1,e1*92/53*0001*04,H034C00,NLAA24,1,
1,e1*92/53*0001*04,H034C00,NLAA25,1,
1,e1*92/53*0001*04,H035C00,CBAA24,1,
1,e1*92/53*0001*04,H035C00,CBAA25,1,
1,e1*92/53*0001*04,H035C00,NMAA24,1,
1,e1*92/53*0001*04,H035C00,NMAA25,1,
1,e1*92/53*0001*04,H036D00,CEAA24,1,
1,e1*92/53*0001*04,H036D00,CEAA25,1,
1,e1*92/53*0001*04,H036D00,NMAA24,1,
1,e1*92/53*0001*04,H036D00,NMAA25,1,
1,e1*92/53*0001*04,H053D00,EEAA24,1,
1,e1*92/53*0001*04,H053D00,EEAA25,1,
1,e1*92/53*0001*04,H053D00,NPAA24,1,
1,e1*92/53*0001*04,H053D00,NPAA25,1,
1,e1*92/53*0001*04,H053F00,EEAA24,1,
1,e1*92/53*0001*04,H053F00,EEAA25,1,
1,e1*92/53*0001*04,H053F00,NPAA24,1,
1,e1*92/53*0001*04,H053F00,NPAA25,1,
1,e1*92/53*0001*04,H056D00,PPAA24,1,
1,e1*92/53*0001*04,H056D00,PPAA25,1,
1,e1*92/53*0001*04,H056D00,PRAA24,1,
1,e1*92/53*0001*04,H056D00,PRAA25,1,
1,e1*92/53*0001*05,H002A00,CBAA24,1,
1,e1*92/53*0001*05,H002A00,CBAA25,1,
1,e1*92/53*0001*05,H002A00,CCAA24,1,
1,e1*92/53*0001*05,H002A00,CCAA25,1,
1,e1*92/53*0001*05,H002A00,NKAA24,1,
1,e1*92/53*0001*05,H002A00,NKAA25,1,
1,e1*92/53*0001*05,H002A00,NLAA24,1,
1,e1*92/53*0001*05,H002A00,NLAA25,1,
1,e1*92/53*0001*05,H002G00,CBAA24,1,
1,e1*92/53*0001*05,H002G00,CBAA25,1,
1,e1*92/53*0001*05,H002G00,CCAA24,1,
1,e1*92/53*0001*05,H002G00,CCAA25,1,
1,e1*92/53*0001*05,H002G00,NKAA24,1,
1,e1*92/53*0001*05,H002G00,NKAA25,1,
1,e1*92/53*0001*05,H002G00,NLAA24,1,
1,e1*92/53*0001*05,H002G00,NLAA25,1,
1,e1*92/53*0001*05,H004A00,CBAA24,1,
1,e1*92/53*0001*05,H004A00,CBAA25,1,
1,e1*92/53*0001*05,H004A00,CCAA24,1,
1,e1*92/53*0001*05,H004A00,CCAA25,1,
1,e1*92/53*0001*05,H004A00,NKAA24,1,
1,e1*92/53*0001*05,H004A00,NKAA25,1,
1,e1*92/53*0001*05,H004A00,NLAA24,1,
1,e1*92/53*0001*05,H004A00,NLAA25,1,
1,e1*92/53*0001*05,H004G00,CBAA24,1,
1,e1*92/53*0001*05,H004G00,CBAA25,1,
1,e1*92/53*0001*05,H004G00,CCAA24,1,
1,e1*92/53*0001*05,H004G00,CCAA25,1,
1,e1*92/53*0001*05,H004G00,NKAA24,1,
1,e1*92/53*0001*05,H004G00,NKAA25,1,
1,e1*92/53*0001*05,H004G00,NLAA24,1,
1,e1*92/53*0001*05,H004G00,NLAA25,1,
1,e1*92/53*0001*05,H010A00,CEAA24,1,
1,e1*92/53*0001*05,H010A00,CEAA25,1,
1,e1*92/53*0001*05,H010A00,CFAA24,1,
1,e1*92/53*0001*05,H010A00,CFAA25,1,
1,e1*92/53*0001*05,H010A00,NMAA24,1,
1,e1*92/53*0001*05,H010A00,NMAA25,1,
1,e1*92/53*0001*05,H010G00,CEAA24,1,
1,e1*92/53*0001*05,H010G00,CEAA25,1,
1,e1*92/53*0001*05,H010G00,CFAA24,1,
1,e1*92/53*0001*05,H010G00,CFAA25,1,
1,e1*92/53*0001*05,H010G00,NMAA24,1,
1,e1*92/53*0001*05,H010G00,NMAA25,1,
1,e1*92/53*0001*05,H034C00,CBAA24,1,
1,e1*92/53*0001*05,H034C00,CBAA25,1,
1,e1*92/53*0001*05,H034C00,CCAA24,1,
1,e1*92/53*0001*05,H034C00,CCAA25,1,
1,e1*92/53*0001*05,H034C00,NKAA24,1,
1,e1*92/53*0001*05,H034C00,NKAA25,1,
1,e1*92/53*0001*05,H034C00,NLAA24,1,
1,e1*92/53*0001*05,H034C00,NLAA25,1,
1,e1*92/53*0001*05,H035C00,CBAA24,1,
1,e1*92/53*0001*05,H035C00,CBAA25,1,
1,e1*92/53*0001*05,H035C00,NMAA24,1,
1,e1*92/53*0001*05,H035C00,NMAA25,1,
1,e1*92/53*0001*05,H036D00,CEAA24,1,
1,e1*92/53*0001*05,H036D00,CEAA25,1,
1,e1*92/53*0001*05,H036D00,NMAA24,1,
1,e1*92/53*0001*05,H036D00,NMAA25,1,
1,e1*92/53*0001*05,H053D00,EEAA24,1,
1,e1*92/53*0001*05,H053D00,EEAA25,1,
1,e1*92/53*0001*05,H053D00,NPAA24,1,
1,e1*92/53*0001*05,H053D00,NPAA25,1,
1,e1*92/53*0001*05,H056D00,PPAA24,1,
1,e1*92/53*0001*05,H056D00,PPAA25,1,
1,e1*92/53*0001*05,H056D00,PRAA24,1,
1,e1*92/53*0001*05,H056D00,PRAA25,1,
1,e1*92/53*0001*06,H002A00,CBAA24,1,
1,e1*92/53*0001*06,H002A00,CBAA25,1,
1,e1*92/53*0001*06,H002A00,CCAA24,1,
1,e1*92/53*0001*06,H002A00,CCAA25,1,
1,e1*92/53*0001*06,H002A00,NKAA24,1,
1,e1*92/53*0001*06,H002A00,NKAA25,1,
1,e1*92/53*0001*06,H002A00,NLAA24,1,
1,e1*92/53*0001*06,H002A00,NLAA25,1,
1,e1*92/53*0001*06,H002G00,CBAA24,1,
1,e1*92/53*0001*06,H002G00,CBAA25,1,
1,e1*92/53*0001*06,H002G00,CCAA24,1,
1,e1*92/53*0001*06,H002G00,CCAA25,1,
1,e1*92/53*0001*06,H002G00,NKAA24,1,
1,e1*92/53*0001*06,H002G00,NKAA25,1,
1,e1*92/53*0001*06,H002G00,NLAA24,1,
1,e1*92/53*0001*06,H002G00,NLAA25,1,
1,e1*92/53*0001*06,H004A00,CBAA24,1,
1,e1*92/53*0001*06,H004A00,CBAA25,1,
1,e1*92/53*0001*06,H004A00,CCAA24,1,
1,e1*92/53*0001*06,H004A00,CCAA25,1,
1,e1*92/53*0001*06,H004A00,NKAA24,1,
1,e1*92/53*0001*06,H004A00,NKAA25,1,
1,e1*92/53*0001*06,H004A00,NLAA24,1,
1,e1*92/53*0001*06,H004A00,NLAA25,1,
1,e1*92/53*0001*06,H004G00,CBAA24,1,
1,e1*92/53*0001*06,H004G00,CBAA25,1,
1,e1*92/53*0001*06,H004G00,CCAA24,1,
1,e1*92/53*0001*06,H004G00,CCAA25,1,
1,e1*92/53*0001*06,H004G00,NKAA24,1,
1,e1*92/53*0001*06,H004G00,NKAA25,1,
1,e1*92/53*0001*06,H004G00,NLAA24,1,
1,e1*92/53*0001*06,H004G00,NLAA25,1,
1,e1*92/53*0001*06,H010A00,CEAA24,1,
1,e1*92/53*0001*06,H010A00,CEAA25,1,
1,e1*92/53*0001*06,H010A00,CFAA24,1,
1,e1*92/53*0001*06,H010A00,CFAA25,1,
1,e1*92/53*0001*06,H010A00,NMAA24,1,
1,e1*92/53*0001*06,H010A00,NMAA25,1,
1,e1*92/53*0001*06,H010G00,CEAA24,1,
1,e1*92/53*0001*06,H010G00,CEAA25,1,
1,e1*92/53*0001*06,H010G00,CFAA24,1,
1,e1*92/53*0001*06,H010G00,CFAA25,1,
1,e1*92/53*0001*06,H010G00,NMAA24,1,
1,e1*92/53*0001*06,H010G00,NMAA25,1,
1,e1*92/53*0001*06,H034C00,CBAA24,1,
1,e1*92/53*0001*06,H034C00,CBAA25,1,
1,e1*92/53*0001*06,H034C00,CCAA24,1,
1,e1*92/53*0001*06,H034C00,CCAA25,1,
1,e1*92/53*0001*06,H034C00,NKAA24,1,
1,e1*92/53*0001*06,H034C00,NKAA25,1,
1,e1*92/53*0001*06,H034C00,NLAA24,1,
1,e1*92/53*0001*06,H034C00,NLAA25,1,
1,e1*92/53*0001*06,H035C00,CBAA24,1,
1,e1*92/53*0001*06,H035C00,CBAA25,1,
1,e1*92/53*0001*06,H035C00,NMAA24,1,
1,e1*92/53*0001*06,H035C00,NMAA25,1,
1,e1*92/53*0001*06,H036D00,CEAA24,1,
1,e1*92/53*0001*06,H036D00,CEAA25,1,
1,e1*92/53*0001*06,H036D00,NMAA24,1,
1,e1*92/53*0001*06,H036D00,NMAA25,1,
1,e1*92/53*0001*06,H053D00,EEAA24,1,
1,e1*92/53*0001*06,H053D00,EEAA25,1,
1,e1*92/53*0001*06,H053D00,NPAA24,1,
1,e1*92/53*0001*06,H053D00,NPAA25,1,
1,e1*92/53*0001*06,H056D00,PPAA24,1,
1,e1*92/53*0001*06,H056D00,PPAA25,1,
1,e1*92/53*0001*06,H056D00,PRAA24,1,
1,e1*92/53*0001*06,H056D00,PRAA25,1,
1,e1*92/53*0001*07,H002A00,CBAA24,1,
1,e1*92/53*0001*07,H002A00,CBAA25,1,
1,e1*92/53*0001*07,H002A00,CCAA24,1,
1,e1*92/53*0001*07,H002A00,CCAA25,1,
1,e1*92/53*0001*07,H002A00,NKAA24,1,
1,e1*92/53*0001*07,H002A00,NKAA25,1,
1,e1*92/53*0001*07,H002A00,NLAA24,1,
1,e1*92/53*0001*07,H002A00,NLAA25,1,
1,e1*92/53*0001*07,H002G00,CBAA24,1,
1,e1*92/53*0001*07,H002G00,CBAA25,1,
1,e1*92/53*0001*07,H002G00,CCAA24,1,
1,e1*92/53*0001*07,H002G00,CCAA25,1,
1,e1*92/53*0001*07,H002G00,NKAA24,1,
1,e1*92/53*0001*07,H002G00,NKAA25,1,
1,e1*92/53*0001*07,H002G00,NLAA24,1,
1,e1*92/53*0001*07,H002G00,NLAA25,1,
1,e1*92/53*0001*07,H004A00,CBAA24,1,
1,e1*92/53*0001*07,H004A00,CBAA25,1,
1,e1*92/53*0001*07,H004A00,CCAA24,1,
1,e1*92/53*0001*07,H004A00,CCAA25,1,
1,e1*92/53*0001*07,H004A00,NKAA24,1,
1,e1*92/53*0001*07,H004A00,NKAA25,1,
1,e1*92/53*0001*07,H004A00,NLAA24,1,
1,e1*92/53*0001*07,H004A00,NLAA25,1,
1,e1*92/53*0001*07,H004G00,CBAA24,1,
1,e1*92/53*0001*07,H004G00,CBAA25,1,
1,e1*92/53*0001*07,H004G00,CCAA24,1,
1,e1*92/53*0001*07,H004G00,CCAA25,1,
1,e1*92/53*0001*07,H004G00,CFAA24,1,
1,e1*92/53*0001*07,H004G00,CFAA25,1,
1,e1*92/53*0001*07,H004G00,NKAA24,1,
1,e1*92/53*0001*07,H004G00,NKAA25,1,
1,e1*92/53*0001*07,H004G00,NLAA24,1,
1,e1*92/53*0001*07,H004G00,NLAA25,1,
1,e1*92/53*0001*07,H010A00,CEAA24,1,
1,e1*92/53*0001*07,H010A00,CEAA25,1,
1,e1*92/53*0001*07,H010A00,CFAA24,1,
1,e1*92/53*0001*07,H010A00,CFAA25,1,
