OBJECTID_1,PC5CODE,OBJECTID,pc5,TotaalVastgoedbjecten,TotaalVastgoedobjectenElektra,TotaalVastgoedobjectenGas,TotaalCO2uitstootKg,TotaalVerbruikElektrakWh,TotaalVerbruikGasM3,AantalVastgoedobjectenParticuli,AantalVastgoedobjectenElektraPa,AantalVastgoedobjectenGasPartic,CO2uitstootParticulierKg,VerbruikElektraParticulierkWh,VerbruikGasParticulierM3,GemiddeldeCO2UitstootParticulie,GemiddeldVerbruikElektraParticu,GemiddeldVerbruikGasParticulier,AantalVastgoedobjectenZakelijk,AantalVastgoedobjectenElektraZa,AantalVastgoedobjectenGasZakeli,CO2UitstootZakelijkKg,VerbruikElektraZakelijkkWh,VerbruikGasZakelijkM3,GemiddeldeCO2uitstootZakelijkKg,GemiddeldVerbruikElektraZakelij,GemiddeldVerbruikGasZakelijkm3,AantalVastgoedobjectenOpwekZonn,OpwekZonneenergieKVkWh,AantalVastgoedobjectenOpwekOver,OpwekOverigkWh,ElektraverbruikPerHuishoudenkWh,GasverbruikPerHuishoudenKg,GasverbruikPerHuishouden_Jaar_G,GasverbruikPerZakelijkeAansluit,MaxSimpTol,MinSimpTol,Shape__Area,Shape__Length
628,2574P,6574,2574P,201,197,196,822005,602519,262089,166,162,166,554596,340060,198854,3341,2099,1198,35,35,30,267409,262459,63235,7640,7499,2108,0,,0,,1743.89743589744,1019.7641025641,37.9167,66.7182,25,25,30764.1942977905,672.703282881351
629,2574R,6575,2574R,263,259,258,1062460,642513,383920,227,223,223,896287,531741,327281,3948,2384,1468,36,36,35,166173,110772,56639,4616,3077,1618,2,,0,,2085.25882352941,1283.45490196078,46.4622,51.2097,25,25,45058.446308136,1280.85183710682
630,2574S,6576,2574S,242,239,237,928284,613593,318126,186,184,183,695749,458151,239011,3741,2490,1306,56,55,54,232535,155442,79115,4152,2826,1465,0,,0,,2181.67142857143,1138.14761904762,41.3349,46.36725,25,25,27249.5421676636,1029.52929168651
631,2574T,6577,2574T,244,236,243,1050464,657783,372119,204,197,203,865368,541867,306554,4242,2751,1510,40,39,40,185096,115916,65565,4627,2972,1639,6,10837.5,0,,2044.78113207547,1156.80754716981,47.7915,51.87435,25,25,30648.8210105896,777.565245778212
632,2574V,6578,2574V,320,317,315,1111075,715537,387027,271,270,270,910500,546139,330493,3360,2023,1224,49,47,45,200575,169398,56534,4093,3604,1256,0,,0,,1733.7746031746,1049.18412698413,38.7396,39.7524,25,25,17021.5087623596,508.808535701843
633,2581A,6579,2581A,258,232,250,1731673,1016353,635969,164,149,159,955090,499560,370983,5824,3353,2333,94,83,91,776583,516793,264986,8262,6226,2912,10,9282,4,,1959.05882352941,1454.83529411765,73.83945,92.1648,25,25,68435.4393196106,2213.00931789833
634,2581B,6580,2581B,60,54,60,337184,198209,123731,37,34,37,180060,99871,68054,4866,2937,1839,23,20,23,157124,98338,55677,6831,4917,2421,2,,0,,1815.83636363636,1237.34545454545,58.20435,76.62465,25,25,37351.8428230286,1276.33432936965
635,2581R,6581,2581R,75,73,73,326191,214950,112006,57,56,55,213629,121491,79747,3748,2169,1450,18,17,18,112562,93459,32259,6253,5498,1792,2,,0,,2429.82,1594.94,45.8925,56.7168,25,25,5017.17506408691,297.479661704593
636,2581S,6582,2581S,248,236,240,909243,535209,333410,174,165,168,658997,373635,246378,3787,2264,1467,74,71,72,250246,161574,87032,3382,2276,1209,2,,0,,1868.175,1231.89,46.43055,38.26485,25,25,24382.8712692261,1181.1736591458
637,2581T,6583,2581T,235,226,233,973784,615005,343220,176,168,176,704895,432352,252701,4005,2574,1436,59,58,57,268889,182653,90519,4557,3149,1588,1,,1,,2109.03414634146,1232.68780487805,45.4494,50.2602,25,25,32304.1927146912,1031.51280307108
638,2581V,6584,2581V,306,296,296,1250586,782439,443229,219,210,213,837925,479015,311970,3826,2281,1465,87,86,83,412661,303424,131259,4743,3528,1581,6,9855.75,0,,1916.06,1247.88,46.36725,50.03865,25,25,17390.6867980957,728.039214358942
639,2582A,6585,2582A,268,250,251,2384877,1845078,728248,163,148,155,928625,465291,367474,5697,3144,2371,105,102,96,1456252,1379787,360774,13869,13527,3758,8,13965.5,0,,1979.96170212766,1563.71914893617,75.04215,118.9407,25,25,95836.0956535339,2398.27351623463
640,2582B,6586,2582B,377,352,337,3857102,3856971,888477,203,193,182,998279,559662,375325,4918,2900,2062,174,159,155,2858823,3297309,513152,16430,20738,3311,8,8899.5,0,,2152.54615384615,1443.55769230769,65.2623,104.79315,25,6.25,21715.5523910522,778.585017006813
641,2582C,6587,2582C,427,415,406,2778234,3039678,553272,329,320,322,1167748,805759,388961,3549,2518,1208,98,95,84,1610486,2233919,164311,16434,23515,1956,3,,2,,2877.71071428571,1389.14642857143,38.2332,61.9074,25,25,14552.2562332153,504.984486590468
642,2582E,6588,2582E,299,281,289,2349300,1789911,726546,179,167,172,913614,482142,353455,5104,2887,2055,120,114,117,1435686,1307769,373091,11964,11472,3189,11,19443.75,2,,2051.66808510638,1504.06382978723,65.04075,100.93185,25,25,95036.6948432922,2118.0115515083
643,2582G,6589,2582G,243,232,229,1964572,1285347,677650,147,140,138,864078,497730,320459,5878,3555,2322,96,92,91,1100494,787617,357191,11463,8561,3925,9,14759.4,0,,1990.92,1281.836,73.4913,124.22625,25,25,166561.250278473,2661.31105843891
644,2582H,6590,2582H,285,255,278,2226432,1251707,835913,192,176,187,1230396,679253,466088,6408,3859,2492,93,79,91,996036,572454,369825,10710,7246,4064,23,33337,0,,2772.4612244898,1902.4,78.8718,128.6256,25,25,41040.872543335,1056.81816043086
645,2582J,6591,2582J,310,297,300,1755315,939095,674859,208,202,203,1131275,569795,446683,5439,2821,2200,102,95,97,624040,369300,228176,6118,3887,2352,9,10251.85,1,,2150.16981132075,1685.59622641509,69.63,74.4408,25,25,16500.3450660706,727.477822648665
646,2582K,6592,2582K,363,339,343,1849358,881088,746919,251,241,241,1016700,534681,393954,4051,2219,1635,112,98,102,832658,346407,352965,7434,3535,3460,17,33356.55,0,,1812.47796610169,1335.43728813559,51.74775,109.509,25,25,30898.3861579895,882.123462816179
647,2582L,6593,2582L,339,324,319,2147486,1258803,789209,210,202,207,1093199,610437,411821,5206,3022,1989,129,122,112,1054287,648366,377388,8173,5314,3370,8,12133.75,0,,2491.57959183673,1680.90204081633,62.95185,106.6605,25,6.25,74244.0903015137,2114.13730542371
648,2582N,6594,2582N,291,273,272,2457587,1654489,832269,185,176,177,1031501,518055,407780,5576,2943,2304,106,97,95,1426086,1136434,424489,13454,11716,4468,11,16129.6,0,,2466.92857142857,1941.80952380952,72.9216,141.4122,25,25,51394.9032478333,1447.17575051852
649,2582R,6595,2582R,356,314,342,2179619,1232828,815871,238,217,233,1317357,645643,526083,5535,2975,2258,118,97,109,862262,587185,289788,7307,6053,2659,33,40817,4,,2082.71935483871,1697.04193548387,71.4657,84.15735,25,25,56825.5763320923,1090.13941204883
650,2582S,6596,2582S,243,217,232,1499331,756532,591560,152,138,146,849178,412022,340497,5587,2986,2332,91,79,86,650153,344510,251063,7145,4361,2919,20,20753.6,0,,2227.14594594595,1840.52432432432,73.8078,92.38635,25,25,17124.2051887512,612.162308572341
651,2582T,6597,2582T,275,263,259,1883987,1138014,681213,185,177,174,979933,543124,370500,5297,3068,2129,90,86,85,904054,594890,310713,10045,6917,3655,6,7973,0,,2263.01666666667,1543.75,67.38285,115.68075,25,25,21859.8915672302,737.75359647749
652,2582V,6598,2582V,361,347,342,1909351,1103437,706923,241,231,227,1113552,591645,429484,4621,2561,1892,120,116,115,795799,511792,277439,6632,4412,2413,6,6558.6,1,,1908.53225806452,1385.43225806452,59.8818,76.37145,25,25,13450.9704818726,565.660767815814
653,2583A,6599,2583A,393,383,375,3094042,2234162,997689,306,300,300,680134,587306,187429,2223,1958,625,87,83,75,2413908,1646856,810260,27746,19842,10803,5,,0,,1835.33125,585.715625,19.78125,341.91495,25,25,16617.8405265808,575.460456057172
654,2583B,6600,2583B,383,375,370,1990796,1868625,499049,329,323,322,916507,669397,293013,2786,2072,910,54,52,48,1074289,1199228,206036,19894,23062,4292,4,,0,,1968.81470588235,861.802941176471,28.8015,135.8418,25,25,67645.277015686,1508.62369202466
655,2583C,6601,2583C,610,504,567,4909753,5401438,967924,465,367,456,1486182,1039806,490279,3196,2833,1075,145,137,111,3423571,4361632,477645,23611,31837,4303,1,,0,,2888.35,1361.88611111111,34.02375,136.18995,25,25,158773.118450165,3823.70807052605
656,2583E,6603,2583E,422,419,241,2027035,2114973,437753,317,316,164,990419,984391,230128,3124,3115,1403,105,103,77,1036616,1130582,207625,9873,10977,2696,0,,0,,4578.56279069767,1070.36279069767,44.40495,85.3284,25,25,167499.669490814,3256.44616525982
657,2583G,6604,2583G,289,287,255,2001186,2533609,284470,248,247,224,735978,563620,226653,2968,2282,1012,41,40,31,1265208,1969989,57817,30859,49250,1865,2,,0,,2504.97777777778,1007.34666666667,32.0298,59.02725,25,25,179741.583347321,2230.90017072047
658,2583H,6605,2583H,309,306,272,1398472,1454352,303598,255,252,223,808796,656551,236759,3172,2605,1062,54,54,49,589676,797801,66839,10920,14774,1364,0,,0,,2679.8,966.363265306122,33.6123,43.1706,25,25,53932.7457084656,1699.31963062004
659,2583J,6606,2583J,466,462,381,2285750,1973432,630014,350,349,283,1320011,1115128,371958,3771,3195,1314,116,113,98,965739,858304,258056,8325,7596,2633,8,17705.5,1,,3013.85945945946,1005.29189189189,41.5881,83.33445,25,25,60675.1008148193,1038.28026184093
660,2583K,6607,2583K,326,324,311,1204587,867368,389236,288,286,277,705826,533120,219823,2451,1864,794,38,38,34,498761,334248,169413,13125,8796,4983,1,,0,,1807.18644067797,745.162711864407,25.1301,157.71195,25,12.5,936130.019145966,9703.91630600107
661,2583M,6608,2583M,143,140,138,507392,367137,163360,129,126,126,454760,328296,146666,3525,2606,1164,14,14,12,52632,38841,16694,3759,2774,1391,2,,0,,2735.8,1222.21666666667,36.8406,44.02515,25,25,33922.6133384705,892.244570787226
662,2583N,6609,2583N,418,416,254,1528955,1640220,315295,363,361,221,1220763,1262493,267355,3363,3497,1210,55,55,33,308192,377727,47940,5603,6868,1453,3,,0,,3322.35,703.565789473684,38.2965,45.98745,25,25,162504.157459259,2148.53383375262
663,2583P,6610,2583P,265,264,164,993935,1094924,195466,236,236,150,876652,952041,176937,3715,4034,1180,29,28,14,117283,142883,18529,4044,5103,1324,3,,0,,4139.30869565217,769.291304347826,37.347,41.9046,25,25,7159.3078956604,451.928696266039
664,2583R,6611,2583R,265,264,195,1158047,1093464,288148,238,238,180,706386,596687,199068,2968,2507,1106,27,26,15,451661,496777,89080,16728,19107,5939,5,,0,,3509.92352941176,1170.98823529412,35.0049,187.96935,25,25,27568.269329071,1133.66122603198
665,2583S,6612,2583S,126,123,109,408920,319112,123957,116,113,103,358063,255617,116432,3087,2262,1130,10,10,6,50857,63495,7525,5086,6350,1254,1,,0,,3007.25882352941,1369.78823529412,35.7645,39.6891,25,25,7403.93547058105,425.436058207781
666,2583T,6613,2583T,154,153,150,481917,328732,161778,143,142,141,445420,305976,148817,3115,2155,1055,11,11,9,36497,22756,12961,3318,2069,1440,1,,0,,2353.66153846154,1144.74615384615,33.39075,45.576,25,25,34168.6390609741,928.935783780327
667,2583V,6614,2583V,229,229,105,721825,963556,86139,195,195,98,520200,639664,80224,2668,3280,819,34,34,7,201625,323892,5915,5930,9526,845,0,,0,,4264.42666666667,534.826666666667,25.92135,26.74425,25,25,50234.5988693237,1001.28399630691
668,2583W,6615,2583W,340,340,315,1602390,1612231,365828,277,277,266,833542,631725,258890,3009,2281,973,63,63,49,768848,980506,106938,12204,15564,2182,0,,0,,3828.63636363636,1569.0303030303,30.79545,69.0603,25,25,60849.3045806885,1332.91766754058
669,2584A,6616,2584A,479,440,448,5732864,5310009,1460651,350,322,330,1510514,919003,543990,4316,2854,1648,129,118,118,4222350,4391006,916661,32731,37212,7768,16,27459.25,1,,2356.41794871795,1394.84615384615,52.1592,245.8572,25,25,271789.036052704,3954.35021562105
670,2584B,6617,2584B,444,433,413,3255346,3138206,788654,249,243,235,897672,566897,316406,3605,2333,1346,195,190,178,2357674,2571309,472248,12091,13533,2653,1,,0,,1596.89295774648,891.284507042253,42.6009,83.96745,25,25,83736.5429649353,1826.49120142821
671,2584C,6618,2584C,282,267,269,2911854,1670769,1082079,167,156,158,861538,491658,321045,5159,3152,2032,115,111,111,2050316,1179111,761034,17829,10623,6856,10,11772.5,0,,2048.575,1337.6875,64.3128,216.9924,25,25,180958.564014435,3026.86705834883
672,2584E,6619,2584E,316,305,303,2051804,1070679,797811,234,229,227,1052603,616529,386995,4498,2692,1705,82,76,76,999201,454150,410816,12185,5976,5405,6,9384,0,,2125.96206896552,1334.46551724138,53.96325,171.06825,25,25,58790.0700492859,1864.11086476761
673,2584G,6620,2584G,441,437,407,2842675,1196233,1200504,382,380,352,1152790,882559,355101,3018,2323,1009,59,57,55,1689885,313674,845403,28642,5503,15371,1,,0,,2206.3975,887.7525,31.93485,486.49215,25,25,45391.0845870972,1130.06649748349
674,2584H,6621,2584H,355,342,291,2831844,2126103,886204,227,219,179,814924,584496,264085,3590,2669,1475,128,123,112,2016920,1541607,622119,15757,12533,5555,1,,0,,2125.44,960.309090909091,46.68375,175.81575,25,25,55130.874835968,1670.58430208592
675,2584J,6622,2584J,,,,,,,38,38,0,49257,83487,,,2197,,,,,,,,,,,0,,,,2385.34285714286,,,,25,25,388.191074371338,89.9221039470359
676,2584K,6623,2584K,100,100,58,367312,292999,109237,79,79,46,244712,147491,88591,3098,1867,1926,21,21,12,122600,145508,20646,5838,6929,1721,0,,0,,1735.18823529412,1042.24705882353,60.9579,54.46965,25,25,4460.66004943848,312.266504007359
677,2584R,6624,2584R,252,249,234,2230843,1973335,599200,174,172,163,690434,434466,243876,3968,2526,1496,78,77,71,1540409,1538869,355324,19749,19985,5005,1,,1,,2172.33,1219.38,47.3484,158.40825,25,25,744682.031040192,5509.93521877423
678,2584S,6625,2584S,323,323,289,1054347,670526,370077,270,270,244,803812,521383,278762,2977,1931,1142,53,53,45,250535,149143,91315,4727,2814,2029,0,,0,,1967.48301886792,1051.9320754717,36.1443,64.21785,25,25,35439.050365448,1136.81695220465
679,2584T,6626,2584T,160,158,109,875291,562681,305230,143,142,94,435088,366461,122964,3043,2581,1308,17,16,15,440203,196220,182266,25894,12264,12151,1,,0,,2443.07333333333,819.76,41.3982,384.57915,25,25,20881.9519004822,574.373565713093
680,2584V,6627,2584V,228,222,222,795652,508367,278492,175,172,173,568197,351049,202853,3247,2041,1173,53,50,49,227455,157318,75639,4292,3146,1544,2,,0,,1755.245,1014.265,37.12545,48.8676,25,25,50725.5603942871,1329.09509349848
681,2585A,6628,2585A,333,321,313,2837400,2357783,812533,177,170,170,719902,460768,251713,4067,2710,1481,156,151,143,2117498,1897015,560820,13574,12563,3922,2,,0,,2303.84,1258.565,46.87365,124.1313,25,25,84136.2467346191,2546.29277004674
682,2585B,6629,2585B,395,394,366,6456233,6905327,1338253,325,324,303,1039587,559740,398506,3199,1728,1315,70,70,63,5416646,6345587,939747,77381,90651,14917,0,,0,,1897.42372881356,1350.86779661017,41.61975,472.12305,25,25,65891.1072998047,1800.66633038441
683,2585C,6630,2585C,514,506,504,5295591,2229495,2236061,387,383,384,1309212,683020,509118,3383,1783,1326,127,123,120,3986379,1546475,1726943,31389,12573,14391,2,,0,,1686.46913580247,1257.08148148148,41.9679,455.47515,25,25,36130.2499504089,968.106132764871
684,2585D,6631,2585D,364,364,355,2304949,2512497,462121,276,276,276,907100,669056,287841,3287,2424,1043,88,88,79,1397849,1843441,174280,15885,20948,2206,0,,0,,2432.93090909091,1046.69454545455,33.01095,69.8199,25,25,54899.6778488159,1197.5794723314
685,2585E,6632,2585E,324,314,305,2773514,2235843,817060,167,161,159,821178,542538,281506,4917,3370,1770,157,153,146,1952336,1693305,535554,12435,11067,3668,4,,0,,2583.51428571429,1340.50476190476,56.0205,116.0922,25,25,120250.65076828,3180.60298873692
686,2585G,6633,2585G,304,292,277,2337950,1403636,848205,184,176,172,971024,627611,337491,5277,3566,1962,120,116,105,1366926,776025,510714,11391,6690,4864,3,,0,,2324.48518518519,1249.96666666667,62.0973,153.9456,25,25,68423.2438964844,1258.23257382491
687,2585H,6634,2585H,277,266,256,2578255,1653275,900462,161,152,147,837376,513861,300111,5201,3381,2042,116,114,109,1740879,1139414,600351,15008,9995,5508,2,,0,,2390.0511627907,1395.86511627907,64.6293,174.3282,25,25,74899.5830764771,1359.29505945872
688,2585J,6635,2585J,338,327,271,7208464,5489412,2230175,187,183,136,1029631,645713,364416,5506,3528,2680,151,144,135,6178833,4843699,1865759,40919,33637,13820,6,8304.5,0,,2807.44782608696,1584.41739130435,84.822,437.403,25,25,389997.521636963,3370.99522128288
689,2585K,6636,2585K,42,40,41,,,,37,35,36,93326,56120,33829,2522,1603,940,5,5,5,,,,,,,0,,0,,1603.42857142857,966.542857142857,29.751,,25,25,1399.21935272217,165.856642417938
690,2585S,6637,2585S,274,263,256,1548816,832357,594228,179,172,171,836047,471098,313539,4671,2739,1834,95,91,85,712769,361259,280689,7503,3970,3302,3,,0,,2191.15348837209,1458.32093023256,58.0461,104.5083,25,25,46533.4658355713,1276.47864966266
691,2585T,6638,2585T,308,295,278,1725669,1128292,595492,221,211,199,995781,618943,354272,4506,2933,1780,87,84,79,729888,509349,241220,8390,6064,3053,7,5563.25,0,,1964.89841269841,1124.67301587302,56.337,96.62745,25,25,14150.3435211182,568.679345927737
692,2585V,6639,2585V,318,305,305,1975888,1188887,715980,215,204,206,1089563,582117,419165,5068,2854,2035,103,101,99,886325,606770,296815,8605,6008,2998,4,,0,,2116.78909090909,1524.23636363636,64.40775,94.8867,25,25,45609.8576583862,927.812345293051
693,2585W,6640,2585W,8,8,8,,,,6,6,6,56848,40623,18472,9475,6771,3079,2,2,2,,,,,,,0,,0,,4062.3,1847.2,97.45035,,25,25,26218.8242149353,897.433031264541
694,2585Z,6641,2585Z,43,43,29,,,,42,42,28,89333,50426,33473,2127,1201,1195,1,1,1,,,,,,,0,,0,,1260.65,836.825,37.82175,,25,25,10549.2240409851,434.712856761436
695,2586A,6642,2586A,438,429,413,2320568,1793016,709376,302,295,292,1343761,929423,446855,4450,3151,1530,136,134,121,976807,863593,262521,7182,6445,2170,4,,0,,2618.09295774648,1258.74647887324,48.4245,68.6805,25,25,55951.9569625854,1975.53380674507
696,2586B,6643,2586B,589,577,528,8319169,9241152,1610612,409,400,396,1424113,970898,478249,3482,2427,1208,180,177,132,6895056,8270254,1132363,38306,46725,8579,2,,0,,3236.32666666667,1594.16333333333,38.2332,271.52535,25,25,50868.3508071899,1447.99061171787
697,2586C,6644,2586C,287,279,270,7626936,6274509,2205043,191,184,186,759811,492159,263729,3978,2675,1418,96,95,84,6867125,5782350,1941314,71533,60867,23111,2,,0,,2460.795,1318.645,44.8797,731.46315,25,25,46166.6805801392,1120.80927722027
698,2586E,6645,2586E,406,389,341,3062308,2213044,986861,280,269,233,959467,686593,311448,3427,2552,1337,126,120,108,2102841,1526451,675413,16689,12720,6254,4,,0,,1881.07671232877,853.282191780822,42.31605,197.9391,25,25,50820.8813438416,1403.426262535
699,2586G,6646,2586G,393,376,379,2905753,1800496,1035652,298,287,294,1100743,650059,402926,3694,2265,1370,95,89,85,1805010,1150437,632726,19000,12926,7444,1,,0,,1940.47462686567,1202.76417910448,43.3605,235.6026,25,25,59784.1039161682,1521.97430770247
700,2586H,6647,2586H,413,401,384,4990337,4590916,1281852,299,291,287,1122266,836200,353319,3753,2874,1231,114,110,97,3868071,3754716,928533,33930,34134,9573,3,,0,,1798.27956989247,759.825806451613,38.96115,302.98545,25,25,107275.997505188,1863.10543258966
701,2586J,6648,2586J,384,355,326,6581402,7279981,1284389,219,208,191,624520,497147,186069,2852,2390,974,165,147,135,5956882,6782834,1098320,36102,46142,8136,1,,0,,3013.01212121212,1127.69090909091,30.8271,257.5044,25,6.25,276708.18605423,12450.5093570396
702,2586K,6649,2586K,294,294,148,1927408,1046162,736052,190,190,96,586822,518171,157922,3089,2727,1645,104,104,52,1340586,527991,578130,12890,5077,11118,0,,0,,2800.92432432432,853.632432432432,52.06425,351.8847,25,25,17959.3541717529,590.696097247406
703,2586N,6650,2586N,81,81,76,901311,1243883,94056,69,69,66,232696,143009,83326,3372,2073,1263,12,12,10,668615,1100874,10730,55718,91740,1073,0,,0,,1906.78666666667,1111.01333333333,39.97395,33.96045,25,25,4154.47948455811,273.407867500614
704,2586R,6651,2586R,403,394,385,1557951,1045286,528782,303,296,293,995934,568596,371046,3287,1921,1266,100,98,92,562017,476690,157736,5620,4864,1715,2,,0,,1749.52615384615,1141.68,40.0689,54.27975,25,25,29607.1461410522,962.962185262011
705,2586S,6652,2586S,351,341,334,1524673,1056391,506406,248,241,241,915806,548158,332805,3693,2275,1381,103,100,93,608867,508233,173601,5911,5082,1867,3,,0,,1827.19333333333,1109.35,43.70865,59.09055,25,25,48839.69480896,1382.05562892466
706,2586T,6653,2586T,329,316,320,1563538,1136527,501678,238,228,235,948479,570778,343663,3985,2503,1462,91,88,85,615059,565749,158015,6759,6429,1859,9,14297,0,,2002.7298245614,1205.8350877193,46.2723,58.83735,25,25,53057.8570594788,1744.33024757225
707,2586V,6654,2586V,342,330,332,1366488,865852,480694,271,261,265,1034525,648323,366300,3817,2484,1382,71,69,67,331963,217529,114394,4676,3153,1707,7,5831,0,,2161.07666666667,1221,43.7403,54.02655,25,25,26947.0686264038,920.377849818478
708,2587A,6655,2587A,147,137,137,4073755,2909024,1324399,84,77,81,534766,270847,210655,6366,3517,2601,63,60,56,3538989,2638177,1113744,56174,43970,19888,4,,0,,2083.43846153846,1620.42307692308,82.32165,629.4552,25,25,315064.706493378,3086.19599636395
709,2587B,6656,2587B,189,178,175,2553166,2073805,746978,102,97,95,668733,387426,247276,6556,3994,2603,87,81,80,1884433,1686379,499702,21660,20819,6246,4,,1,,2869.82222222222,1831.67407407407,82.38495,197.6859,25,25,378777.596260071,3986.40438652323
710,2587C,6657,2587C,365,352,337,3781000,2718674,1223024,253,248,233,1200984,658818,456338,4747,2657,1959,112,104,104,2580016,2059856,766686,23036,19806,7372,10,10941.2,0,,1855.82535211268,1285.45915492958,62.00235,233.3238,25,25,109624.506755829,2942.75423945757
711,2587E,6658,2587E,402,380,389,2762232,2180782,828972,241,224,235,1154218,649594,433122,4789,2900,1843,161,156,154,1608014,1531188,395850,9988,9815,2570,9,8020.6,0,,1910.57058823529,1273.88823529412,58.33095,81.3405,25,25,34602.9807319641,961.955999388017
712,2587G,6659,2587G,214,208,211,1583317,971332,567546,138,135,138,850347,443966,330566,6162,3289,2395,76,73,73,732970,527366,236980,9644,7224,3246,4,,0,,2219.83,1652.83,75.80175,102.7359,25,25,49479.0549659729,1491.36143313578
713,2587H,6660,2587H,368,346,350,2305568,1603018,763926,241,225,232,1133965,626262,429478,4705,2783,1851,127,121,118,1171603,976756,334448,9225,8072,2834,11,13277.85,0,,2159.52413793103,1480.95862068966,58.58415,89.6961,25,25,38698.1593666077,1400.42370289261
714,2587P,6661,2587P,157,151,147,714600,579996,209215,108,104,108,443118,305200,147781,4103,2935,1368,49,47,39,271482,274796,61434,5540,5847,1575,6,6732,0,,2347.69230769231,1136.77692307692,43.2972,49.84875,25,25,23192.0424766541,1002.05588168408
715,2587R,6662,2587R,361,345,348,5918580,6578380,1144571,278,266,267,1089653,766425,358125,3920,2881,1341,83,79,81,4828927,5811955,786446,58180,73569,9709,5,,0,,2395.078125,1119.140625,42.44265,307.28985,25,25,211188.129989624,2406.39266679615
716,2587S,6663,2587S,375,361,353,3084586,2848904,788614,285,274,269,1254043,739773,459313,4400,2700,1707,90,87,84,1830543,2109131,329301,20339,24243,3920,4,,0,,1972.728,1224.83466666667,54.02655,124.068,25,25,388517.491737366,3378.3460754504
717,2587T,6664,2587T,482,476,469,2855988,2044468,926827,391,389,384,1486870,929097,527361,3803,2388,1373,91,87,85,1369118,1115371,399466,15045,12820,4700,3,,0,,1119.39397590361,635.374698795181,43.45545,148.755,25,25,107820.065437317,2206.74957011343
718,2587V,6665,2587V,286,280,271,3680165,3274055,982288,182,179,176,730961,468780,255270,4016,2619,1450,104,101,95,2949204,2805275,727018,28358,27775,7653,4,,1,,1875.12,1021.08,45.8925,242.21745,25,25,32238.0042762756,791.319852282095
719,2587W,6666,2587W,365,364,358,1262616,1046235,362549,286,285,284,933045,741628,278362,3262,2602,980,79,79,74,329571,304607,84187,4172,3856,1138,0,,0,,2648.67142857143,994.15,31.017,36.0177,25,25,49193.2651176453,1151.71297617443
720,2591A,6667,2591A,368,364,320,1594858,1061296,544210,298,296,263,719517,655683,186890,2414,2215,711,70,68,57,875341,405613,357320,12505,5965,6269,1,,0,,1928.47941176471,549.676470588235,22.50315,198.41385,25,25,136769.349380493,1680.14837905976
721,2591B,6668,2591B,319,311,292,1800903,1148759,630975,288,287,275,610692,847948,62024,2120,2955,226,31,24,17,1190211,300811,568951,38394,12534,33468,0,,1,,3028.38571428571,221.514285714286,7.1529,1059.2622,25,25,49354.4025115967,929.883304129707
722,2591C,6669,2591C,480,475,457,1863593,1301998,615401,416,413,397,1394468,985803,456654,3352,2387,1150,64,62,60,469125,316195,158747,7330,5100,2646,4,,0,,2319.53647058824,1074.48,36.3975,83.7459,25,25,116557.242145538,1700.00870855321
723,2591E,6670,2591E,429,427,420,1612392,992809,576761,390,390,388,753714,674499,199865,1933,1729,515,39,37,32,858678,318310,376896,22017,8603,11778,0,,0,,1751.94545454545,519.12987012987,16.29975,372.7737,25,25,72923.4587020874,1418.76825152687
724,2591G,6671,2591G,351,344,329,1475567,887707,534730,294,289,281,690942,541336,208738,2350,1873,743,57,55,48,784625,346371,325992,13765,6298,6792,7,6316.35,0,,1866.67586206897,719.786206896552,23.51595,214.9668,25,25,50620.0249519348,1456.70876375118
725,2591H,6672,2591H,296,291,278,1224224,836991,410337,266,262,253,669041,461756,222812,2515,1762,881,30,29,25,555183,375235,187525,18506,12939,7501,0,,0,,1847.024,891.248,27.88365,237.40665,25,25,40188.8223457336,1093.37430031746
726,2591J,6673,2591J,317,311,258,2094263,1029716,835242,251,249,216,685956,761899,132829,2733,3060,615,66,62,42,1408307,267817,702413,21338,4320,16724,3,,0,,3109.79183673469,542.159183673469,19.46475,529.3146,25,25,58864.8164672852,1175.06427827585
727,2591R,6674,2591R,42,38,41,180853,89225,72028,35,32,34,137091,62959,56149,3917,1967,1651,7,6,7,43762,26266,15879,6252,4378,2268,3,,0,,3147.95,2807.45,52.25415,71.7822,25,25,8960.44223022461,591.293353765298
728,2591S,6675,2591S,455,447,426,2864098,1840343,999043,409,404,387,1121025,848926,348404,2741,2101,900,46,43,39,1743073,991417,650639,37893,23056,16683,1,,0,,2070.5512195122,849.765853658537,28.485,528.01695,25,25,47788.6201972961,1159.6014390228
729,2591T,6676,2591T,465,459,431,6130660,6929492,1147337,420,416,395,1122454,843204,351103,2673,2027,889,45,43,36,5008206,6086288,796234,111293,141542,22118,0,,0,,2108.01,877.7575,28.13685,700.0347,25,25,153145.022583008,1675.85074512645
730,2591V,6677,2591V,352,329,336,1056657,797333,329343,297,276,291,853257,584298,285686,2873,2117,982,55,53,45,203400,213035,43657,3698,4020,970,7,13710.5,0,,2247.3,1098.79230769231,31.0803,30.7005,25,25,62843.5235748291,1718.54196544616
731,2592A,6678,2592A,353,345,272,3784502,2444250,1315952,270,267,222,570537,634291,110284,2113,2376,497,83,78,50,3213965,1809959,1205668,38722,23205,24113,2,,0,,2487.41568627451,432.486274509804,15.73005,763.17645,25,25,211636.573093414,2555.67794370224
