GROENWERKPAKKET_VLAK_CODE;GROENWERKPAKKET_VLAK_OMSC;STRAATNAAM;OPPERVLAKTE;STATUS;BUURT;WIJK;STADSDEEL;BEHEERDER;EIGENAAR;COUNTER;ID;GUID
W10;Weide rietkraag;;529.94;;;;;;;276894;2466541;{4050C6EE-DA34-412D-9F61-BF83D4670A23}
W10;Weide rietkraag;;842.82;;;;;;;276895;2466543;{85E1906B-F433-4D8C-B2FC-248A888E8D42}
W10;Weide rietkraag;;631.15;;;;;;;276896;2466544;{A668B88C-52F0-4896-91B3-300BEF8F08B6}
W10;Weide rietkraag;;284.18;;;;;;;276897;2466546;{884A2D72-7E7A-41FE-A467-99AC5A3DAF71}
W10;Weide rietkraag;;251.69;;;;;;;276898;2466547;{0DD399CC-E43B-499E-95EE-8FB01BE98E57}
W10;Weide rietkraag;;210.03;;;;;;;276899;2466629;{45D1BC13-7698-4F5B-81C9-9A24710E5ACA}
W10;Weide rietkraag;;259.43;;;;;;;276900;2466630;{49DFBF49-B2FA-4E2E-BC88-CA69AD8EC2B0}
W10;Weide rietkraag;;254.26;;;;;;;276901;2466631;{C1736745-100B-4F6D-98DB-F0CB82F59DC5}
W10;Weide rietkraag;;248.5;;;;;;;276902;2466632;{2AADE070-FE11-4388-BECA-41EB3A463D19}
W10;Weide rietkraag;;248.47;;;;;;;276903;2466633;{5CD15EE0-4127-49A2-8AC1-496EF80CD503}
W10;Weide rietkraag;;244.73;;;;;;;276904;2466634;{A6A9C4B9-C0EA-4E95-BEBD-35168B397C5B}
W10;Weide rietkraag;;217.92;;;;;;;276905;2466635;{5D53D15B-4138-4114-A53A-0D03F2AF543A}
W10;Weide rietkraag;;79.79;;;;;;;276906;2466636;{244AEFD7-55B7-40D4-A79E-D1884903E2EB}
W10;Weide rietkraag;;73.47;;;;;;;276907;2466637;{E1104FEF-A636-4166-9C04-F3BE827DEE7E}
W10;Weide rietkraag;;5.34;;;;;;;276908;2466638;{40AB349B-598A-490D-AEAF-5AB67DF59E1E}
W10;Weide rietkraag;;60.83;;;;;;;276909;2466639;{D9EF0016-163E-4122-A764-FEBA192D3C88}
W10;Weide rietkraag;;23.71;;;;;;;276910;2466640;{5B921FE9-D926-4A30-82AD-5F221B6ACE19}
W10;Weide rietkraag;;501.31;;;;;;;276863;2466548;{9053CB18-791C-4670-A6E8-84885A80C069}
W10;Weide rietkraag;;120.42;;;;;;;276864;2466550;{7CD79863-08E8-4D15-8324-28884A0A5088}
W10;Weide rietkraag;;420.19;;;;;;;276865;2466562;{7D6581FE-AF65-4B7A-87A2-60F2531C0BEB}
W10;Weide rietkraag;;297.2;;;;;;;276866;2466563;{9ED90E68-AD9D-4978-8CF4-C453F9FD5891}
W10;Weide rietkraag;;245.89;;;;;;;276867;2466564;{75CF5AE1-7D6E-4DA0-984A-E49157CC6E1B}
W10;Weide rietkraag;;149.89;;;;;;;276868;2466565;{0640EF5F-4E19-408F-9363-5593E69F31E5}
W10;Weide rietkraag;;39.61;;;;;;;276869;2466566;{8333BA84-C568-4952-9247-B8712C0C149B}
W10;Weide rietkraag;;229.83;;;;;;;276870;2466567;{45D596D3-EBF9-49C6-ABF7-9F98379A0635}
W10;Weide rietkraag;;579.55;;;;;;;276871;2466568;{AF53F3CA-581C-4741-A002-FFA680FE9B48}
W10;Weide rietkraag;;438.64;;;;;;;276872;2466569;{CE9C6C86-BD76-4F70-8DF0-4034DC38FC1B}
W10;Weide rietkraag;;196.28;;;;;;;276873;2466570;{79A21D33-BAF9-4F4C-A994-31FFEADEBF63}
W10;Weide rietkraag;;332.41;;;;;;;276874;2466571;{9A3A27FD-DE3A-480F-9012-90AB07E98E12}
W10;Weide rietkraag;;194.76;;;;;;;276875;2466572;{FBFDCD80-94EC-4E49-9F1A-FB6F26D55E2C}
W10;Weide rietkraag;;345.23;;;;;;;276876;2466573;{2BA12435-F473-4F10-A3D7-504BF4D08B07}
