OBJECTID,GUID,REF_FYSIEKE_SPOORTAK_PUIC,REF_FYSIEKE_SPOORTAK_NAAM,LENGTE,X_BEGIN,Y_BEGIN,Z_BEGIN,X_EIND,Y_EIND,Z_EIND,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VAN,KM_GEOCODE_VAN_T,KM_GEOCODE_TOT,KM_GEOCODE_TOT_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,PRORAIL_GEBIED,REF_FUNC_SPOORTAK_NAAM_LANG
57,430e498c-4507-6af7-4972-f09d2971e177,ab45330c-64cf-4f61-916e-4541fdeba0e0,903V,646.970286,100021.299,409350.099,3.45,99467.045,409019.24,3.383,801,a,801,801_a,Moerdijk Industrieterrein,Zlw-Mdk,Lage Zwaluwe - Moerdijk (Racc.) ,8.415574,"8,415574",9.06152,"9,061520",ProRail,Zuid,Z,Baan,Zeeland,310,Roosendaal,19,Strukton Rail,Zuid-West,801_903V_8.4
58,c3c66b6e-3d19-0ed3-1c47-2fe14146e387,ca613ce7-1dc6-43e4-85d4-52e5dc87f3a8,801L,71.651016,238376.874,574253.456,3.119,238372.311,574324.961,3.075,011,,11,011__,Assen - Haren,Mp-Gn,Meppel - Groningen ,68.011693,"68,011693",68.083175,"68,083175",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Drenthe,35,ASSET Rail,Noord,011_801L_68.0
59,b847e6ad-b996-03fa-69ee-aeff2887b56f,1282d0b3-3a9e-4fc9-8aef-a5b9a7b7f006,1017AR,73.511697,93463.887,465109.566,5.408,93418.894,465051.433,5.408,534,b,534,534_b,Leiden Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,44.986386,"44,986386",45.05989,"45,059890",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Leiden,1,BAM Rail,Zuid-Holland Noord,534_1017AR_44.9
60,eeffd1da-4b33-6473-41fd-8061271d8bed,a56b1b9b-1376-4bc2-a2e0-a18f8669a60e,9003R,234.106117,157887.943,386916.228,18.878,157740.336,387097.869,18.767,054,a,54,054_a,Boxtel - Eindhoven,Bd-Ehv,Breda - Eindhoven ,53.90176,"53,901760",53.667193,"53,667193",ProRail,Zuid,Z,Baan,Brabant,330,Boxtel,23,ASSET Rail,Zuid-West,054_9003R_53.9
61,ad65ec7c-b003-19e4-a02b-681284c94421,b57affef-ef8b-475c-b439-3da187ec2b85,913V,97.376984,117503.319,487802.789,6.782,117481.63,487707.861,6.784,523,a,523,523_a,Amsterdam Sloterdijk,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,53.852298,"53,852298",53.947508,"53,947508",ProRail,Randstad Noord,RN,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,Midden,523_913V_53.8
62,2fd534d9-ac17-976a-ad5a-de85d4839f83,39dc45d5-7ff3-4e90-9fee-24270e1ef017,2395AL,15.252136,98568.297,428858.312,2.467,98555.796,428867.05,2.481,116,a,116,116_a,Dordrecht - Rotterdam Barendrecht,Bd-Rtd,Breda - Rotterdam Centraal ,37.549736,"37,549736",37.564898,"37,564898",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,116_2395AL_37.5
63,932afe14-e564-4a68-af45-f09e2e31fb62,e7659e32-7bb4-4e51-8554-c39e8140f2e0,34Q,1.015308,176562.848,305371.767,53.078,176562.873,305370.752,53.017,784,,784,784__,Visé (B) - Eijsden Grens,Fvs-Mt,Visé (B) - Maastricht ,15.710794,"15,710794",15.709779,"15,709779",Derden - Overig - Infrabel,,,Baan,,,,,,,784_34Q_15.7
64,07b155c0-c3e7-7d41-e318-50047e0946bd,3cc57e2f-fa3d-416d-94b5-df894d593f0a,13R,2451.796212,232510.59,581021.35,0.859,230068.926,581102.62,0.676,002,,2,002__,Leeuwarden - Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,79.299988,"79,299988",76.855509,"76,855509",ProRail,Noord-Oost,NO,Baan,Wadden,420,Groningen,37,Strukton Rail,Noord,501_13R_79.9
65,fb4cf8a0-989d-47fb-ab93-73b93e54f894,4fe29dbe-26b8-4836-bab0-e4c7255c3e95,411L,21.299194,78513.8,432561.586,4.249,78518.022,432582.461,4.299,470,n,470,470_n,Botlek,Bot-Botch2,"Rotterdam, Botlek - Botlek Chemiehaven 2 ",450.791929,"450,791929",450.813138,"450,813138",Strukton Rail Short Line,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,470_411L_450.8
66,e6f213e1-d303-cbb5-f879-4dbb45ee6b9d,ed082307-f72e-4bd9-8da4-a05a93d4efe3,353V,5281.423222,238976.33,509739.447,10.181,242132.309,513741.615,10.766,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,41.930233,"41,930233",47.211545,"47,211545",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,Noord,203_353V_41.9
67,9411781d-e303-4796-bd56-de8e61ac734e,1aa2e49a-7b99-42ac-bae9-f954a5a2979f,2321L,57.506814,135077.041,456774.312,3.241,135118.549,456734.511,2.466,531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,33.671822,"33,671822",33.72917,"33,729170",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,Midden,531_2321L_33.6
68,c0b5f1c8-e1f9-4fe1-8177-fccf70571ee6,d4f5b5dd-68aa-41d4-a5f2-e47e597b1b96,3861V,42.730479,131698.186,460019.534,1.781,131667.081,460048.832,1.76,098,,98,098__,Breukelen - Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,28.983355,"28,983355",28.940789,"28,940789",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Woerden,14,ASSET Rail,Midden,098_3861V_29.0
69,e6ed1cb9-2d78-bf29-4ff0-75f17e12bd17,29278fab-5632-402f-a621-7135637a346f,514R,188.940717,104495.386,424745.031,3.498,104320.848,424817.208,3.43,805,a,805,805_a,Dordrecht Zeehaventerrein,Ddr-Ddrz,Dordrecht - Dordrecht Zeehaventerrein ,100.071574,"100,071574",100.247893,"100,247893",ProRail,Randstad Zuid,RZ,Baan,Dordrecht,140,Dordrecht,5,ASSET Rail,Zuid-Holland Zuid,805_514R_100.0
70,9f3ed06a-48e9-4837-967f-eebde3bd670f,d136bc9c-e540-4245-b5b2-4c33e63cc8e1,7WR,63.251656,102668.369,374763.167,21.865,102627.706,374714.721,22.029,787,,787,787__,Hazeldonk Grens - Noorderkempen (B),Andd-Bdgr,Antwerpen Noorderdokken - Breda Grens  ,67.874257,"67,874257",67.811121,"67,811121",Derden - Overig - Infrabel,,,Baan,,,,,,,787_7WR_67.9
71,cdf19b7b-0ad9-4d22-8de3-54ff1d4dcd26,2958dee0-cd59-4bc8-88d4-79cb7a8d47db,115R,9.110529,118435.145,491666.452,0.91,118432.681,491675.223,0.981,485,e,485,485_e,Amsterdam Hemhaven (gebied),Phv-Chv,Amsterdam Petroleumhaven - Amsterdam Coenhaven ,150.950057,"150,950057",150.959148,"150,959148",Derden - Overig - Eurotank,Randstad Noord,RN,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,Midden,485_115R_150.9
72,0464cfda-1b30-462f-94c2-b8a21e15b1f4,09820039-ca49-4cd8-a514-3034ecf0a481,1135AL,301.777178,107616.308,478216.965,2.292,107376.95129851,478033.18012243,5.02484429,133,b,133,133_b,Amsterdam Riekerpolder - Warmond,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,147.581439,"147,581439",147.277512,"147,277512",ProRail,Randstad Noord,RN,Baan,Kennemerland,240,Haarlem,8,Strukton Rail,Noord-West,133_1135AL_19.4
73,13fe657f-e367-4f7f-8ea1-e9aef01782ee,ce494530-0507-4a48-b988-8c1c120d8e67,913R,1764.047743,117557.83899199,488003.89150932,8.13877168,116848.26211704,489164.76726779,5.23152692,523,c,523,523_c,Amsterdam Sloterdijk,Rdwa-Aeg,Radarweg Aansl. - Amsterdam Erasmusgracht = Aansl. ,202.344956,"202,344956",200.58116,"200,581160",ProRail,Randstad Noord,RN,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,Midden,523_913R_53.8
74,3f59cce1-6925-417e-a06e-062b62af4750,c0c237d9-d15c-4ec9-bccd-3f1b01093196,12V,22.719604,166021.797,404174.82,10.165,166043.14,404182.602,10.165,213,,213,213__,Boxtel - Uden,Btl-Veg,Boxtel - Veghel ,17.694671,"17,694671",17.717526,"17,717526",Derden - Overig - Gemeente,Zuid,Z,Baan,Brabant,330,Boxtel,23,ASSET Rail,Zuid-West,213_12V_17.7
75,aee9d581-9e12-3b7f-11ad-8d7026baf805,890c976e-5e67-4e4a-90a0-74c99162d47d,1463L,292.983161,135013.769,456673.989,2.243,134720.919,456668.5,2.091,531,d,531,531_d,Utrecht Centraal,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,1.26913,"1,269130",1.558119,"1,558119",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,Midden,531_1463L_1.2
76,179a0417-2845-4501-b453-ccf182162f5e,d62e6ff2-7d9a-4bf9-8e69-946e5cf62567,25R,128.817555,255813.174,570773.202,1.973,255822.332,570901.631,1.966,305,,305,305__,Stadskanaal Hoofdstation - Zuidbroek,Skn-Zb,Stadskanaal Hoofdstation - Zuidbroek ,16.12508,"16,125080",16.253603,"16,253603",Derden - Overig - Nedmag Vdm/ RSCG,Noord-Oost,NO,Baan,Drenthe,440,Drenthe,35,ASSET Rail,Noord,305_25R_16.1
77,b7c48e08-e599-ef3a-348f-dabf579b0da9,20f2d360-5f46-4bd3-9495-f0f5ce9e60f9,910R,57.767923,91202.507,395686.954,4.272,91233.116,395735.946,4.228,545,b,545,545_b,Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,22.073062,"22,073062",22.011963,"22,011963",ProRail,Zuid,Z,Baan,Zeeland,310,Roosendaal,19,Strukton Rail,Zuid-West,545_910R_22.1
78,c1649f42-f0bf-2f74-c3ee-96f892673191,7da0dbcd-2f43-4733-a2a6-3310f3d9ceba,211BV,13.288586,90168.053,394400.514,2.966,90163.98,394387.865,2.92,545,b,545,545_b,Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,23.754179,"23,754179",23.767556,"23,767556",ProRail,Zuid,Z,Baan,Zeeland,310,Roosendaal,19,Strukton Rail,Zuid-West,545_211BV_23.7
79,a272aa67-b412-4833-2a60-75b48a2fecce,70899439-00ba-40a6-8512-f12aab88c064,2321AL,651.506874,101030.043,427130.421,-0.266,100492.263,427498.057,0.222,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,34.546032,"34,546032",35.197217,"35,197217",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,Zee-Zevenaar,924_2321AL_34.5
80,f08e2ce9-ba38-b18b-ae9b-802cf833f25f,d7b90362-567f-454e-8947-ad8ead5c74a2,285BV,51.108895,207690.569,376809.176,20.497,207647.472,376836.647,20.464,516,a,516,516_a,Blerick,Vl-Ehv,Venlo - Eindhoven ,2.357975,"2,357975",2.409029,"2,409029",ProRail,Zuid,Z,Baan,De Peel,300,Venlo,27,ASSET Rail,Zuid-Oost,516_285BV_2.4
81,ddcd7798-6942-ea02-afcb-68e8679a3d7b,4d580414-4047-4024-9869-0c17c7dcf9a9,641L,32.826501,89872.796,431907.894,3.906,89840.984,431899.938,3.863,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",7.056777,"7,056777",7.087742,"7,087742",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,950_641L_7.0
82,e3f779a0-4002-bb93-f0a2-593f2d14cdb6,d95a09ed-2ac9-4044-b9e8-e53811550467,1003L,508.131164,95666.853,433375.086,-0.31,95920.201,432936.47,-0.109,664,b,664,664_b,Rotterdam Lombardijen,Bd-Rtd,Breda - Rotterdam Centraal ,42.971921,"42,971921",42.467304,"42,467304",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,664_1003L_43.0
83,7c103a76-8177-bc10-9b00-ce869c7cb728,aa07b9e3-6a53-43c1-b075-f6d01d247452,113AV,238.231382,177314.244,318136.378,46.806,177373.245,317905.925,47.002,520,a,520,520_a,Maastricht,Mt-Vl,Maastricht - Venlo ,0.582244,"0,582244",0.345663,"0,345663",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,Zuid-Oost,520_113AV_0.6
84,4d0256ff-8499-9df7-6f1a-5b201fbda33e,f7778be7-4145-4acf-bf67-7062192ff3e2,29L,9633.834629,177901.955,317073.13,48.523,177288.159556,307701.45373955,54.9882562,071,,71,071__,Eijsden - Maastricht,Fvs-Mt,Visé (B) - Maastricht ,27.83262,"27,832620",18.198071,"18,198071",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,Zuid-Oost,071_29L_27.9
85,8181335e-f0d0-4250-abd4-dc24826c8105,b74d985a-20cf-4926-b84c-9e8947ff75ee,1V,2346.85093,135717.783,531822.824,0.922,133894.219,530425.065,-0.159,435,,435,435__,Hoorn - Medemblik,Hn-Mbk,Hoorn - Medemblik ,19.894163,"19,894163",17.54636,"17,546360",Derden - Overig - SHM,Randstad Noord,RN,Baan,Hollands Noorderkwartier,210,Heerhugowaard,6,VolkerRail,Noord-West,435_1V_19.9
86,2eb58287-c062-2121-c2c9-f93893b9e8ce,16625574-2db7-4957-9c3e-9237faf68a18,2375R,161.312672,98761.406,428716.722,1.939,98886.452,428614.828,1.935,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,37.310468,"37,310468",37.149191,"37,149191",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,924_2375R_37.4
87,20ed1e1c-1bb7-e13e-ed4c-ed56e8f5f2c1,eb5a125e-3753-4c8c-8533-216341f710d5,2367AS,75.180101,99353.387,428286.101,-0.19,99296.603,428335.371,-0.205,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,36.583029,"36,583029",36.658533,"36,658533",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,Zee-Zevenaar,924_2367AS_36.6
88,9800f1b4-cec3-b458-6885-4be6a06d13ab,e47f139a-5bd4-4d9f-9c72-ef7a8e9f53a8,510L,2.012946,104558.28669417,424706.83922013,3.47721284,104556.419,424707.59,3.473,805,a,805,805_a,Dordrecht Zeehaventerrein,Ddr-Ddrz,Dordrecht - Dordrecht Zeehaventerrein ,100,"100,000000",100.00184,"100,001840",ProRail,Randstad Zuid,RZ,Baan,Dordrecht,140,Dordrecht,5,ASSET Rail,Zuid-Holland Zuid,542_510L_30.2
89,f1d5397e-0aea-3e5b-a95f-453e67cf6a71,a5a52eca-fcb5-4a2f-a704-5daa7714c0c1,351V,5.279167,202776.893,380426.264,26.386,202772.695,380429.465,26.399,055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,8.459442,"8,459442",8.464754,"8,464754",ProRail,Zuid,Z,Baan,De Peel,300,Venlo,27,ASSET Rail,Zuid-Oost,055_351V_8.5
90,7a95e745-b411-d843-11d6-be9c5315794f,2f550fe4-7245-4d8e-8005-cf37292d128a,125Q,28.995715,89822.694,431810.177,3.823,89851.507,431806.927,3.832,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",7.09788,"7,097880",7.068893,"7,068893",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,950_125Q_7.1
91,f6162018-cc46-a2e2-53de-3dcf693c9c58,ff541871-8f59-4549-bf80-7862f20f42c3,2539L,237.111303,188147.94716178,505070.3047288,1.89014129,188355.868,505184.281,1.271,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,31.399976,"31,399976",31.637087,"31,637087",ProRail,Noord-Oost,NO,Baan,Veluwe,430,Gelderland,33,Strukton Rail,Oost,161_2539L_21.2
92,f3b304d5-61c1-97b7-8fa4-dfc60a1284e7,7d0b9bc4-fccf-4617-86dd-e338e93dc9ad,165BV,110.085447,251100.59,475773.255,21.581,251208.736,475752.682,21.498,543,c,543,543_c,Hengelo,Zp-Esg,Zutphen - Enschede Grens ,45.19182,"45,191820",45.301494,"45,301494",ProRail,Noord-Oost,NO,Baan,Twente,410,Twente,32,VolkerRail,Oost,543_165BV_45.2
93,68304e23-9579-4cc2-9971-6367379bfac3,21933d60-98d4-464d-9de2-2941806abb53,4L,468.302918,158499.245,359102.821,39.975,158558.77,359567.194,41.589,786,,786,786__,Neerpelt (B) - Budel Grens,Lnp-Bdl,Neerpelt (B) - Budel ,23.153299,"23,153299",23.620718,"23,620718",Derden - Overig - Infrabel,,,Baan,,,,,,,786_4L_23.1
94,3e7d8d08-78dd-4667-9827-045e6cabfd41,de46c980-9a1e-486e-a83c-fadefd023ed5,6L,233.66597,258914.462,557713.71,6.227,258750.776,557880.452,6.355,305,,305,305__,Stadskanaal Hoofdstation - Zuidbroek,Skn-Zb,Stadskanaal Hoofdstation - Zuidbroek ,0.020055,"0,020055",0.253151,"0,253151",Derden - Overig - STAR,Noord-Oost,NO,Baan,Drenthe,440,Drenthe,35,ASSET Rail,Noord,463_6L_0.0
95,716e2ef6-871b-34fd-cf96-3810ed70ea02,f6564ea3-b2e8-48c4-a2c9-7f9e1c27c5f9,915P,302.829613,95568.359,433707.78,-0.047,95439.871,433982,-0.13,163,,163,163__,Rotterdam Lombardijen - Rotterdam Centraal,Bd-Rtd,Breda - Rotterdam Centraal ,43.3,"43,300000",43.603432,"43,603432",ProRail,Randstad Zuid,RZ,Baan,Dordrecht,140,Dordrecht,5,ASSET Rail,Zuid-Holland Zuid,664_915P_43.3
96,64484e1e-6e93-69b0-770e-db97395fa625,7d1d5d30-41e0-467e-b2c8-e26638771876,570L,424.008875,153152.209,463030.12,5.495,153557.676,462906.661,5.446,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,43.672669,"43,672669",44.076084,"44,076084",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,Midden,506_570L_43.6
97,c04aabce-73dd-49bc-66ba-bf99731c8b4b,f16868f4-05aa-4565-a253-02eddf6f5394,35R,11.297367,124617.094,485488.98,2.541,124627.557,485484.719,2.514,927,,927,927__,Watergraafsmeer,Wgm-Dmn,Watergraafsmeer - Diemen ,904.503174,"904,503174",904.51411,"904,514110",ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Weesp,11,Strukton Rail,Midden,927_35R_904.5
98,30395f10-04a7-4c73-8b61-3a62fb839e48,31ab5cd5-2a72-4c1e-830a-c506d1a84370,858L,195.932819,238050.467,575484.211,2.804,237981.599,575667.471,2.891,011,,11,011__,Assen - Haren,Mp-Gn,Meppel - Groningen ,69.277117,"69,277117",69.471899,"69,471899",Derden - Overig - NS Onderhoud & Service (onder voorbehoud),Noord-Oost,NO,Baan,Drenthe,440,Drenthe,35,ASSET Rail,Noord,011_858L_69.2
99,6c0b7075-35e1-4a80-8857-0468beb76d6b,260a7a6f-0e77-4b85-8bf2-d1bbcefac420,193V,725.399968,175530.94465347,448581.9363472,23.31096505,176226.89,448377.327,0,036,,36,036__,Ede=Wageningen - Arnhem,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,76.4,"76,400000",77.125118,"77,125118",ProRail,Noord-Oost,NO,Baan,Veluwe,430,Gelderse Vallei,29,Strukton Rail,Oost,613_193V_76.1
100,5f417a55-0a67-f35a-2f8d-16e23bb18c30,608c4654-44f3-4261-ad5f-f8e64a238b23,433BV,839.56348,192323.256,349915.902,28.14,192917.791,350508.685,28.161,062,,62,062__,Sittard - Roermond,Mt-Vl,Maastricht - Venlo ,38.189409,"38,189409",39.024904,"39,024904",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,Zuid-Oost,062_433BV_38.2
101,63bb25aa-44f8-e6cf-9546-7b5f7f1e616a,e2b3e2df-4911-4907-8e8e-bb76004eee20,323V,134.569908,79990.786,431681.559,4.204,79856.415,431674.245,4.15,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",17.175245,"17,175245",17.310604,"17,310604",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,950_323V_17.2
102,dde63f57-014b-45a6-a858-12967340fb80,b0ce6f11-568c-434b-8bdd-713e170a00ec,80V,262.705025,77263.307,434464.715,5.307,77290.28343838,434205.87152911,5.1011962,476,a,476,476_a,Rotterdam Europoort 2,Bot-Bottha,"Rotterdam, Botlek - Botlek Theemsweg Aansl. ",102.988541,"102,988541",102.724508,"102,724508",Derden - Overig - C.RO Ports,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,476_948R_101.7
103,fd8b310c-bc42-84c3-a84e-12f17257f6e0,b105f88f-e58f-4ac4-a3c3-03b30de4b728,2219R,32.092867,148391.05,410868.23,6.417,148382.226,410837.38,6.265,614,c,614,614_c,s Hertogenbosch,Ut-Btl,Utrecht Centraal - Boxtel ,48.38175,"48,381750",48.411116,"48,411116",ProRail,Zuid,Z,Baan,Betuwe,320,Den Bosch,21,Strukton Rail,Zuid-West,614_2219R_48.3
104,85cab0e4-6b32-ac7f-63be-bb9b7d478c56,64f2c94f-5b14-4ab9-8d9a-98a26b15c81c,431V,7.739424,72385.878,437099.956,5.331,72379.511,437104.356,5.331,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte",27.820719,"27,820719",27.828428,"27,828428",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,950_431V_27.8
105,5973bb28-8cd1-3ba4-bd26-f29b5653f072,d826d531-69ab-4c11-b2ec-59e3213264e3,79L,6816.102281,243643.479,474577.913,16.255,237366.664,472025.628,12.9,031,a,31,031_a,Zutphen - Hengelo,Zp-Esg,Zutphen - Enschede Grens ,37.488329,"37,488329",30.688173,"30,688173",ProRail,Noord-Oost,NO,Baan,Twente,410,Twente,32,VolkerRail,Oost,031_79L_37.5
106,e1920542-03e8-f498-9d35-377f3cbc3924,e007fa9d-5bed-45f3-85b2-df7eff67de6e,2L,364.18467,46075.789,367452.096,5.94,46091.431,367814.162,5.331,818,a,818,818_a,Terneuzen Dow Chemical,Slua-Sludow,Sluiskil Aansl. - Sluiskil Racc. DOW CHEMICAL ,100.066298,"100,066298",100.430546,"100,430546",ProRail,Zuid,Z,Baan,Zeeland,310,Goes,18,Strukton Rail,Zuid-West,818_2L_100.0
107,f30e1587-bea5-f577-a377-c7713c3da438,f66b57c4-7463-45f6-a9cc-62b7f88a09bc,1107L,618.266628,150042.159,399770.124,8.509,150465.416,399320.211,8.535,617,a,617,617_a,Boxtel,Bd-Ehv,Breda - Eindhoven ,38.815413,"38,815413",39.43364,"39,433640",ProRail,Zuid,Z,Baan,Brabant,330,Boxtel,23,ASSET Rail,Zuid-West,617_1107L_38.8
108,8514a1ef-284a-c4e8-de4d-fd13939be896,93638941-ae2a-4606-8ae5-ccfe5e739026,1001R,227.446475,256821.857,471392.743,40.099,257047.118,471423.1,40.693,028,,28,028__,Hengelo - Enschede Grens,Zp-Esg,Zutphen - Enschede Grens ,52.613318,"52,613318",52.84392,"52,843920",ProRail,Noord-Oost,NO,Baan,Twente,410,Twente,32,VolkerRail,Oost,028_1001R_52.6
109,1bd0c714-e069-9c48-ccf8-13061003acfa,a64723eb-1aea-4eb1-944f-3f6ff374b308,151P,81.043628,233996.177,581099.67,2.147,234077.059,581102.377,2.154,501,,501,501__,Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,80.786145,"80,786145",80.873805,"80,873805",ProRail,Noord-Oost,NO,Baan,Wadden,420,Groningen,37,Strukton Rail,Noord,501_151P_80.8
110,09735b21-b809-5625-f147-fb362b306b7d,83931246-165d-45a5-b6c3-5e8ebbb63281,1079V,520.945971,112049.776,480021.183,-10.096,111626.332,479720.259,-10.096,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,14.64716,"14,647160",15.172223,"15,172223",ProRail,Randstad Noord,RN,Baan,Kennemerland,240,Haarlem,8,Strukton Rail,Noord-West,133_1079V_14.6
111,ea027f6f-3854-417d-80eb-4c2e3f33593a,e0a15be0-aeb3-4d7f-a8c3-c34309e020ee,3R,202.483975,174039.836,321288.495,60.412,173892.384,321149.723,60.412,785,,785,785__,Lanaken (B) - Maastricht grens,Has-Glk,Hasselt (B) - Lanaken (B) ,12.190789,"12,190789",12.165988,"12,165988",Derden - Overig - Infrabel / Railport Lanaken,,,Baan,,,,,,,785_3R_12.2
112,8918d43d-4ba2-3bc6-a574-519040498bfe,2c9764a8-12af-4cf0-86ce-c91900fac77a,199V,9.72334,89273.338,431840.561,3.809,89264.08,431843.533,3.815,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",7.648284,"7,648284",7.658106,"7,658106",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,950_199V_7.6
113,c72e658a-7490-48ca-a06a-4dbdfac25302,37718114-3b33-412c-bbb7-86bc221da2c3,ST_X935,46.354592,61424.598,439083.147,0,61467.824,439066.406,0,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,0.87469,"0,874690",0.843713,"0,843713",Derden - Overig - Locomotive Workshop Rotterdam B.V.,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,478_ST_X935_0.9
114,1a840215-15b2-67a9-d9bc-828a63d79530,ff5e4734-8a8a-41a7-b325-0208ac7fc934,813R,2.479013,61574.081,440398.769,5.184,61573.557,440401.192,5.184,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte",41.755623,"41,755623",41.758099,"41,758099",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,950_813R_41.7
