X;Y
5,5493139384;52,5547670288
5,5874271733;52,5525461741
5,5238859213;52,3912666869
5,5102386616;52,3987831787
5,5129686651;52,3972796509
5,589021057;52,5177959258
5,562314557;52,4596228453
5,5600926775;52,4806054258
5,5744499977;52,4167800104
5,5108088745;52,5411585736
5,5782546771;52,5031854249
5,5763279508;52,4863611033
5,5769153362;52,4183419572
5,5793828557;52,4199209259
5,5156981396;52,3957841572
5,5550454073;52,4111757637
5,5211572399;52,3927610682
5,5719810125;52,4151900749
5,5320710537;52,3867544063
5,5184280006;52,3942655835
5,5820447543;52,501602102
5,5688536997;52,5674688765
5,5338850979;52,5638852261
5,565184464;52,5194442309
5,5870001556;52,5039230681
5,5075083759;52,40028614
5,5894224051;52,5147100538
5,540033468;52,3918008544
5,529343226;52,3882577402
5,5875170499;52,5294280692
5,5869258881;52,5617074843
5,5695166617;52,4136134532
5,5670510573;52,4120251007
5,5665247539;52,589451142
5,5678938975;52,4155476804
5,5629252191;52,4979173156
5,5872620408;52,5555995149
5,5064849906;52,4058088777
5,4865154163;52,5483306828
5,5316227165;52,3964122307
5,5266152093;52,3897620962
5,5881287325;52,5246896682
5,5503704317;52,5155255302
5,549937216;52,5190690752
5,5822181995;52,5474370861
5,5871127888;52,5586519727
5,54003241;52,5622633434
5,5958268345;52,4903092873
5,5796268303;52,5568042798
5,5479977719;52,573730118
5,5698508484;52,5747173685
5,5606378093;52,5585466868
5,584613057;52,5588786781
5,5654454158;52,5747912249
5,5475398761;52,5700185298
5,5681865711;52,5630784462
5,5423573422;52,5705234541
5,5723071991;52,5670710357
5,564660169;52,5846382378
5,5342403979;52,5608482448
5,5234215469;52,401008151
5,5788938302;52,5395860064
5,5564343033;52,5469023809
5,5652749512;52,5470867005
5,5903847172;52,5328153394
5,5878580811;52,5647300529
5,5865510679;52,5676794225
5,5852445224;52,5706317899
5,5839376451;52,5735799465
5,5826319418;52,5765301898
5,5813245344;52,5794814708
5,5352394067;52,3810296863
5,504554525;52,3989960762
5,5253155806;52,3871229456
5,5226262983;52,3886533095
5,3856356959;52,4114851601
