Id,"Titel kunstwerk","Achternaam Kunstenaar","Voornaam Kunstenaar","Tussenvoegsel Kunstenaar",Jaartal,Collectie,Wijk,Adres,"Materiaal 1","Materiaal 2","Materiaal 3","Materiaal 4","Materiaal 5",latitude,longitude,Omschrijving,Samenvatting,"Foto 1","Foto 2","Foto 3","Foto 4","Foto 5"
16319,"Een mens op een stoel","Tolman (1948 - )",Ronald,,1990,Heiloo,Centrum,"Raadhuisplein 1",Brons,,,,,52.604299908015165,4.712927103973925,"<p>Het beeld 'Een mens op een stoel' is in opdracht van de gemeente Heiloo gemaakt door Ronald Tolman ter gelegenheid van de opening van het nieuwe gedeelte van het gemeentehuis in 1990.</p> <p>Het stelt een mens voor die vanaf een stoel door het hek op de hellingbaan het gemeentehuis binnenstapt.</p>",,http://beheer.kunstwacht.nl/cache/8/d/3/8d358241c22efd592a935c9c62449b3a_700_540.jpg,,,,
16320,Muze,"Bot (1945 - )",Tineke,,1977,Heiloo,Centrum,"Winkelcentrum 't Loo ",Brons,,,,,52.60482574996987,4.711592914536595,"<p>Het beeld heeft de naam 'Muze' en in de Griekse mythologie waren de negen muzen dochters van Zeus. Euterpe is &eacute;&eacute;n van de negen muzen. Haar naam betekent 'verblijdende' en ze is de muze van het fluitspel en de lyrische po&euml;zie.</p>",,http://beheer.kunstwacht.nl/cache/3/b/c/3bcd98bd45543a122b1676faf56e2dc7_700_540.jpg,,,,
16321,"Naar 't Loo","Bot (1945 - )",Tineke,,1978,Heiloo,Centrum,"Winkelcentrum 't Loo ",Brons,,,,,52.60571869964694,4.712988794781268,"<p>Het beeld 'Naar 't Loo' is een realistisch beeld van een moeder met kind op de fiets.</p>",,http://beheer.kunstwacht.nl/cache/9/4/9/949575d714b7f2a08b8cb5491159c87c_700_540.jpg,,,,
16322,"Nereus op Zeepaard","Jonk (1928-1994)",Nic,,1969,Heiloo,Centrum,"Sluijsweijdt ",Brons,,,,,52.60341181635807,4.721629740670323,"<p>Het beeld toont de Griekse zeegoed Nereus. Een vriendelijke wijze oude man van de zee, hier te zien op een zeepaard.</p>",,http://beheer.kunstwacht.nl/cache/1/f/5/1f572f0d18167d43fa2c7844687fe51d_700_540.jpg,,,,
16323,"Op reis",Jongh-Zeeman,Ank,de,1978,Heiloo,Centrum,"Stationsweg ",Brons,,,,,52.6011507308904,4.699764372780919,,,http://beheer.kunstwacht.nl/cache/7/d/6/7d6fba33de162414b23501233ade9d3f_700_540.jpg,,,,
16324,Pandor,"Bot (1945 - )",Tineke,,1982,Heiloo,Centrum,"Willibrordusweg 2",Brons,,,,,52.60655238118466,4.7130359429866076,"<p>Het beeld 'Pandor' is uit het verhaal uit de Griekse Mythologie over Pandora.</p> <p>De muthe van de doos van Pandora vertelt het verhaal van Pandora, die van de goden allerlei geschenken krijgt zoals schoonheid, kracht, slimheid, handigheid, overredingskracht en nieuwsgierigheid. Maar ze krijgt ook een doos die ze, als ze gelukkig wil leven, nooit moet openen. Pandora is nieuwsgierig en opent de doos toch. Er komt allerlei onheil uit maar ook hoop, in de vorm van een vogel.</p>",,http://beheer.kunstwacht.nl/cache/8/b/8/8b864cef466af59ade159d176e090099_700_540.jpg,http://beheer.kunstwacht.nl/cache/1/9/5/19580777366cf414da4b78e16869982e_700_540.jpg,,,
16325,Samen,Bier,John,,2002,Heiloo,Centrum,"Raadhuisplein 1","Belgisch hardsteen",,,,,52.60447064190342,4.7132880706340075,"<p>In 2002 is het hardstenen beeldhouwwerk 'Samen' geplaatst in de tuin van het gemeentehuis. Dit naar aanleiding van de toenmalige verbouwing van het gemeentehuis. Het beeld symboliseert met de twee figuren het samengaan van het oude en nieuwe deel van het gemeentehuis. Het vertolkt ook de samenwerking tussen bestuur en de medewerkers van de gemeentelijke organisaties.</p>",,http://beheer.kunstwacht.nl/cache/f/d/e/fde411e9ec99e31743531643fa9f7158_700_540.jpg,,,,
16326,Saxofoon,FerneÃ©,Iris,,2000,Heiloo,Vennewater,"Rosendaal ",Brons,,,,,52.59167699235771,4.712296784855425,"<p>Het beeld 'Saxofoon' is door het Ypestockfestival geschonken aan de gemeente Heiloo tijdens het 10-jarig jubileum van het festival.</p>",,http://beheer.kunstwacht.nl/cache/e/e/c/eecad54b13622db1359d180b078485ff_700_540.jpg,,,,
16327,"Vrouw met vogels","Jonk (1931-1988)",Bert,,1980,Heiloo,Willibrord,"De Olvendijk ",Brons,,,,,52.596719446823826,4.709624173119664,"<p>&nbsp;Het beeld 'Vrouw met vogels' is door Bert Jonk gemaakt in opdracht van de directie ter gelegenheid van de bouw van het nieuwe opnamepaviljoen van het toenmalig Psychiatrisch Ziekenhuis Willibrord. Bert Jonk zag mensen die worden opgenomen in een psychiatrisch ziekenhuis als gevangenen van eigen emoties waarvan ze zich moeten bevrijden. Deze bevrijding heeft willen symboliseren door een vrouw die vogels vrij laat vliegen. Daarnaast heeft het beeld een analogie met de mythische vogel Phoenix die staat voor geestkracht en wederopstanding.</p>",,http://beheer.kunstwacht.nl/cache/a/4/9/a498ab56cacc87eee6398325ec526bce_700_540.jpg,,,,
16328,Wisent,"Jonk (1931-1988)",Bert,,1997,Heiloo,Centrum,"Pastoor van Muijenweg ",Brons,,,,,52.60208611032768,4.694846333004534,,,http://beheer.kunstwacht.nl/cache/6/3/8/638f623baa89b1ec9865f70f1442c6d2_700_540.jpg,http://beheer.kunstwacht.nl/cache/9/c/8/9c8e84133ac8e42ebbb571b620d55e9a_700_540.jpg,,,
16376,"Steen op steen",Kikkert,Biem,,,Heiloo,"Gemeentehuis Heiloo","Zolder ",Litho,,,,,,,,,http://beheer.kunstwacht.nl/cache/5/1/0/510de9c40973f6892748b643f2b148b7_700_540.jpg,http://beheer.kunstwacht.nl/cache/d/8/9/d89e8389bf0c31311be7c826abe45294_700_540.jpg,,,
16377,"Stokroos wit",Velzen,Gerard,van,,Heiloo,"Gemeentehuis Heiloo","Kelder ",Aquarel,,,,,,,,,http://beheer.kunstwacht.nl/cache/e/e/5/ee5387164c5532a94b25a0baf034de84_700_540.jpg,http://beheer.kunstwacht.nl/cache/0/8/3/083ce4a225e9d44403cc5a23dd59951d_700_540.jpg,,,
16378,Vuurstenen,"Gor / Zimmerman-Gor",Judith,,,Heiloo,"Gemeentehuis Heiloo","Zolder ",Krijt,Papier,,,,,,,,http://beheer.kunstwacht.nl/cache/5/c/2/5c2b0866d23fcc19f7449e6cfefa2dad_700_540.jpg,http://beheer.kunstwacht.nl/cache/b/2/b/b2bf80d0bfed7a0a65960aed444a39cd_700_540.jpg,,,
16379,"Landschap met auto",Diepeveen,Willem,,,Heiloo,"Gemeentehuis Heiloo","Kelder ","Acryl op doek",,,,,,,,,http://beheer.kunstwacht.nl/cache/1/8/d/18dcdbd04623a5959695ecfeb068c7af_700_540.jpg,http://beheer.kunstwacht.nl/cache/c/3/e/c3e5429c0225f161b96837d96756ebe3_700_540.jpg,,,
16380,"Preekstoel Willebrord Heiloosche Bosch","Hoyink van Papendrecht",C.,,,Heiloo,"Gemeentehuis Heiloo","Zolder ",Doek,Olieverf,,,,,,,,http://beheer.kunstwacht.nl/cache/7/1/4/7143be2d5d71775e1524b07490ba70f2_700_540.jpg,http://beheer.kunstwacht.nl/cache/4/e/7/4e7c56f86d96f8d7a1aa472321fb0de3_700_540.jpg,,,
16381,Havengezicht,Hoorn,Marcus,van,,Heiloo,"Gemeentehuis Heiloo","Kelder ",Zeefdruk,,,,,,,,,http://beheer.kunstwacht.nl/cache/d/4/9/d4923e7adbb6652156ec35554bda9853_700_540.jpg,http://beheer.kunstwacht.nl/cache/0/6/0/06011b322e490087652e6792f148167f_700_540.jpg,,,
16382,"Plattegrond 01",Onbekend,,,,Heiloo,"Gemeentehuis Heiloo","Zolder ",Papier,Karton,,,,,,,,http://beheer.kunstwacht.nl/cache/0/d/f/0dfc794ba403e19deac4d2ffb039f54b_700_540.jpg,http://beheer.kunstwacht.nl/cache/d/4/3/d4353f902eadb9ecac0a6214a152b019_700_540.jpg,,,
16383,"Landschap met auto",Diepeveen,Willem,,,Heiloo,"Gemeentehuis Heiloo","Kelder ","Acryl op doek",,,,,,,,,http://beheer.kunstwacht.nl/cache/8/f/f/8ff7f0577f4e3c5b17eb34b82be996ad_700_540.jpg,http://beheer.kunstwacht.nl/cache/4/c/c/4cc232662e46fc778c9a34d2bc018f23_700_540.jpg,,,
16384,"Deze school is gebouwd in den jaar 1937",Onbekend,,,,Heiloo,"Gemeentehuis Heiloo","Zolder ",Pentekening,,,,,,,,,http://beheer.kunstwacht.nl/cache/8/c/7/8c7896fca8907d006c2e2a64e8abd79e_700_540.jpg,http://beheer.kunstwacht.nl/cache/e/8/6/e86dc81db4ebd772bcb855982104c8f4_700_540.jpg,,,
16385,"Op den Nijenburg","Hoyink van Papendrecht",C.,,,Heiloo,"Gemeentehuis Heiloo","Zolder ",Olieverf,Hout,,,,,,,,http://beheer.kunstwacht.nl/cache/b/e/d/bedecc402893b04b168bf8e70e7a7deb_700_540.jpg,http://beheer.kunstwacht.nl/cache/a/5/0/a50c0481788de6dc6a509e361b1d3203_700_540.jpg,,,
16386,"La maison blanche",DaniÃ«ls,Rob,,,Heiloo,"Gemeentehuis Heiloo","Zolder ","Acryl op hardboard",,,,,,,,,http://beheer.kunstwacht.nl/cache/7/1/f/71f3b622c293117a7a57235678adbca6_700_540.jpg,http://beheer.kunstwacht.nl/cache/2/c/1/2c1ed42068699f1dcde8c36eb7439a3f_700_540.jpg,,,
16387,"Winters beeld van een aantal huizen aan de Heerenweg uit 1936",Langereijs,,,,Heiloo,"Gemeentehuis Heiloo","Zolder ","Olieverf op doek",,,,,,,,,http://beheer.kunstwacht.nl/cache/4/2/0/42065761216b7e23ab57992048acf240_700_540.jpg,http://beheer.kunstwacht.nl/cache/9/6/f/96f06824469d97613d99b1bdbfd6f62f_700_540.jpg,,,
16388,"Letter H",Koning,Marie,,,Heiloo,"Gemeentehuis Heiloo","Zolder ","Gemengde techniek",,,,,,,,,http://beheer.kunstwacht.nl/cache/3/0/5/30556feb2bcc06b96936aae99e337341_700_540.jpg,http://beheer.kunstwacht.nl/cache/9/6/c/96c94f135aff38b725add213086a98db_700_540.jpg,,,
16389,"Plattegrond 02",Onbekend,,,,Heiloo,"Gemeentehuis Heiloo","Zolder ",Reproductie,,,,,,,,,http://beheer.kunstwacht.nl/cache/1/7/8/178adf509c24efe5559873c01d8fec4a_700_540.jpg,http://beheer.kunstwacht.nl/cache/e/8/8/e8866dd89e6da0971bc645957f26fc83_700_540.jpg,,,
16390,Boom,Diepeveen,Willem,,,Heiloo,"Gemeentehuis Heiloo","Kelder ","Acryl op doek",,,,,,,,,http://beheer.kunstwacht.nl/cache/a/2/4/a2482160b240d89ff6b6d1fd9ad61ddf_700_540.jpg,http://beheer.kunstwacht.nl/cache/a/f/c/afcf8a36f2d5d2588280ab37735f87bb_700_540.jpg,,,
16391,"'t Huis Ypestein bij Heilo 1730",Onbekend,,,,Heiloo,"Gemeentehuis Heiloo","Zolder ",Ets,,,,,,,,,http://beheer.kunstwacht.nl/cache/8/b/9/8b9443af8906d6b6ce2676c695646c57_700_540.jpg,http://beheer.kunstwacht.nl/cache/f/8/f/f8f8a4b686240385d4a2dafae639341c_700_540.jpg,,,
16392,"Ypestein Heiloo (ontwerp)",,,,,Heiloo,"Gemeentehuis Heiloo","Kelder ",,,,,,,,,,http://beheer.kunstwacht.nl/cache/8/2/f/82f887b282bc49cbadac3ceb8a05e8f4_700_540.jpg,http://beheer.kunstwacht.nl/cache/8/9/b/89b3cb67effc914bddb0e38274b75cc8_700_540.jpg,,,
16393,"Ypestein Heiloo (concept)",,,,,Heiloo,"Gemeentehuis Heiloo","Kelder ",,,,,,,,,,http://beheer.kunstwacht.nl/cache/c/e/4/ce4089786286b41086cb9d47e4d1f47d_700_540.jpg,http://beheer.kunstwacht.nl/cache/5/0/2/502bd3b701e5363d4da5965a40cf1ad0_700_540.jpg,,,
16394,"2 bomen",Huyzer,P.J.,,,Heiloo,"Gemeentehuis Heiloo","Zolder ","Olieverf op doek",,,,,,,,,http://beheer.kunstwacht.nl/cache/1/f/5/1f5c48add0df130310df28b33173e5f9_700_540.jpg,http://beheer.kunstwacht.nl/cache/4/e/9/4e935b0d074caaedb44688f063371598_700_540.jpg,http://beheer.kunstwacht.nl/cache/c/a/2/ca2f7a613a971dc0f6f95b3f8e2d1303_700_540.jpg,,
16395,"Ypestein Heiloo (steen, groen en water)",,,,,Heiloo,"Gemeentehuis Heiloo","Kelder ",,,,,,,,,,http://beheer.kunstwacht.nl/cache/2/f/a/2fa25299d5b01b75418b822c14fece49_700_540.jpg,http://beheer.kunstwacht.nl/cache/0/f/4/0f47ab710e929e7c2390aa4fb8338d21_700_540.jpg,,,
16396,"Eigen werk - Hout en spiegel",Onbekend,,,,Heiloo,"Gemeentehuis Heiloo","Zolder ",Spiegel,Hout,,,,,,,,http://beheer.kunstwacht.nl/cache/c/2/6/c26c116df902a1730697736bb503c290_700_540.jpg,http://beheer.kunstwacht.nl/cache/8/6/6/866de170966a10d90a47168231855c9d_700_540.jpg,,,
16397,"Foto Bakkerij - Karman",Onbekend,,,,Heiloo,"Gemeentehuis Heiloo","Zolder ",Foto,,,,,,,,,http://beheer.kunstwacht.nl/cache/b/a/8/ba8d4a2152d954eef5dcc71077f137dd_700_540.jpg,http://beheer.kunstwacht.nl/cache/6/8/4/684314769c400e56aa67dddc05a8bffb_700_540.jpg,,,
16398,"Landschap I",Diepeveen,Willem,,,Heiloo,"Gemeentehuis Heiloo","Kelder ","Olieverf op doek",,,,,,,,,http://beheer.kunstwacht.nl/cache/c/f/4/cf4794956fbffe9e4793c4db7ee8a42a_700_540.jpg,http://beheer.kunstwacht.nl/cache/6/f/6/6f62aae5f745bd17b869f9bed43eb085_700_540.jpg,,,
16399,"Grote of St. Laurenskerk Alkmaar",Slavenburg,G.A.,,,Heiloo,"Gemeentehuis Heiloo","Zolder ",Ets,,,,,,,,,http://beheer.kunstwacht.nl/cache/c/d/2/cd2d1f781f3f3fc22e3235c9d0e9b6cb_700_540.jpg,http://beheer.kunstwacht.nl/cache/8/4/8/84838db701c8409a1fc877cda0a38090_700_540.jpg,,,
16400,"Reflections VIII","Gor / Zimmerman-Gor",Judith,,,Heiloo,"Gemeentehuis Heiloo","Zolder ",Zeefdruk,,,,,,,,,http://beheer.kunstwacht.nl/cache/8/b/a/8ba866c563a3609eac9a7ba6a0d70377_700_540.jpg,http://beheer.kunstwacht.nl/cache/c/d/2/cd23b948747da1647b81725ae5a8e222_700_540.jpg,,,
16401,"Druk verkeer",Diepeveen,Willem,,,Heiloo,"Gemeentehuis Heiloo","Kelder ","Acryl op doek",,,,,,,,,http://beheer.kunstwacht.nl/cache/c/1/f/c1f49c3de8487488ffe6195acc7a98ca_700_540.jpg,http://beheer.kunstwacht.nl/cache/6/d/8/6d88dc6701af1f28c2e304f216b421f4_700_540.jpg,,,
16402,"Liggend figuur",Diepeveen,Willem,,,Heiloo,"Gemeentehuis Heiloo","Kelder ","Acryl op doek",,,,,,,,,http://beheer.kunstwacht.nl/cache/f/1/3/f1344522dfad1ed85c1b9d3708071c72_700_540.jpg,http://beheer.kunstwacht.nl/cache/6/7/5/6753d31c6ed7d98cd2cd6b3f7c056414_700_540.jpg,,,
16403,Duinpad,Diepeveen,Willem,,,Heiloo,"Gemeentehuis Heiloo","Kelder ","Acryl op doek",,,,,,,,,http://beheer.kunstwacht.nl/cache/5/c/e/5ceaea29fdb6e6cfcaa8fad8a536ad79_700_540.jpg,http://beheer.kunstwacht.nl/cache/e/1/a/e1a3730c80e69dd3551e7a953a840b7d_700_540.jpg,,,
16404,"Zonder titel (3)",Koopman,Evert,,,Heiloo,"Gemeentehuis Heiloo","Kelder ","Olieverf op doek",,,,,,,,,http://beheer.kunstwacht.nl/cache/f/d/3/fd34083582265cc57e74ea0c0c6c3f8b_700_540.jpg,http://beheer.kunstwacht.nl/cache/8/0/8/8083a05671e789a9a9ecf0578e91eee8_700_540.jpg,,,
16405,"Vuurstenen III","Gor / Zimmerman-Gor",Judith,,,Heiloo,"Gemeentehuis Heiloo","Kelder ","Houtskool op doek",,,,,,,,,http://beheer.kunstwacht.nl/cache/e/0/9/e091247e8aed3ec5a36b1325f6581f13_700_540.jpg,http://beheer.kunstwacht.nl/cache/2/4/9/24957f8575be50a5e9f2fd3dd9704d26_700_540.jpg,,,
16406,"Dode boom",Huyzer,P.J.,,,Heiloo,"Gemeentehuis Heiloo","Kelder ","Olieverf op doek",,,,,,,,,http://beheer.kunstwacht.nl/cache/1/d/f/1dfc54dc9a33ed52fe6604c83d5b2a3a_700_540.jpg,http://beheer.kunstwacht.nl/cache/8/0/b/80b49d129cfcb047c8a848cf554c7662_700_540.jpg,,,
16407,Schaduw,Huyzer,P.J.,,,Heiloo,"Gemeentehuis Heiloo","Kelder ","Acryl op doek",,,,,,,,,http://beheer.kunstwacht.nl/cache/7/7/a/77a2089a303bfb72c499d812d8779a2c_700_540.jpg,http://beheer.kunstwacht.nl/cache/0/d/3/0d38898951000c766fce067f5a2cc955_700_540.jpg,,,
16408,"3 (boo)mpjes",Huyzer,P.J.,,,Heiloo,"Gemeentehuis Heiloo","Kelder ","Olieverf op doek",,,,,,,,,http://beheer.kunstwacht.nl/cache/b/a/d/badb26aabc243d8e43da4f826d9cfd47_700_540.jpg,http://beheer.kunstwacht.nl/cache/b/d/0/bd02479c9191f57b25f54cc0012e031a_700_540.jpg,,,
16409,"Reflections VI","Gor / Zimmerman-Gor",Judith,,,Heiloo,"Gemeentehuis Heiloo","Zolder ",Zeefdruk,,,,,,,,,http://beheer.kunstwacht.nl/cache/3/d/3/3d3afe34af45ab1531d9d54c26616e13_700_540.jpg,http://beheer.kunstwacht.nl/cache/e/9/e/e9ec474f3f978eb59758d1eea676ca48_700_540.jpg,,,
16410,"Ellahm rose",Bus,Bram,,,Heiloo,"Gemeentehuis Heiloo","Zolder ",Zeefdruk,,,,,,,,,http://beheer.kunstwacht.nl/cache/e/e/f/eef35725aac8a277c786ae7484b64ea5_700_540.jpg,http://beheer.kunstwacht.nl/cache/3/d/f/3df813eb88bc57d79e5826b3d30d8004_700_540.jpg,,,
16411,Landschap,Huyzer,P.J.,,,Heiloo,"Gemeentehuis Heiloo","Kelder ","Gemengde techniek",,,,,,,,,http://beheer.kunstwacht.nl/cache/3/5/c/35c988e445b409bf8dc7a81ac5e4c95f_700_540.jpg,http://beheer.kunstwacht.nl/cache/5/c/8/5c8b0799f5dda0cee11b3b6fdb7908df_700_540.jpg,,,
16412,"De eerste sneeuw",Nap,,,,Heiloo,"Gemeentehuis Heiloo","Kelder ","Olieverf op doek",,,,,,,,,http://beheer.kunstwacht.nl/cache/9/e/3/9e392a59fad446d5c1df50107f85d1e6_700_540.jpg,http://beheer.kunstwacht.nl/cache/9/c/8/9c8a611fb7dded018a97d15529114845_700_540.jpg,,,
16413,"Het witte kerkje",Onbekend,,,,Heiloo,"Gemeentehuis Heiloo","Zolder ",Prent,,,,,,,,,http://beheer.kunstwacht.nl/cache/8/e/4/8e4953ab4a79d7deb0d8e1c9b28cb455_700_540.jpg,http://beheer.kunstwacht.nl/cache/c/7/e/c7e3eb3ba8e1977c0f059a9a465d414b_700_540.jpg,,,
16414,"2 zittende figuren (links)",Diepeveen,Willem,,,Heiloo,"Gemeentehuis Heiloo","Kelder ","Acryl op doek",,,,,,,,,http://beheer.kunstwacht.nl/cache/b/d/b/bdb136452becb02f90b4240f928ec72e_700_540.jpg,http://beheer.kunstwacht.nl/cache/7/6/5/7652dd865bb3cd6c6b0582bde76f5cc2_700_540.jpg,,,
16415,"Het kasteel te Boekel",Stellingwerf,J.,,,Heiloo,"Gemeentehuis Heiloo","Zolder ",Prent,,,,,,,,,http://beheer.kunstwacht.nl/cache/a/a/1/aa1adfd05e0f9347b711867ea9a59e6d_700_540.jpg,http://beheer.kunstwacht.nl/cache/9/c/c/9cc7c91c02d5197855fcf5355657723c_700_540.jpg,,,
16416,"2 zittende figuren (rechts)",Diepeveen,Willem,,,Heiloo,"Gemeentehuis Heiloo","Kelder ","Acryl op doek",,,,,,,,,http://beheer.kunstwacht.nl/cache/1/9/2/192d2710dc2908252c7e4867d3698f75_700_540.jpg,http://beheer.kunstwacht.nl/cache/c/7/0/c707772209cf028c71746ddc5ce49e24_700_540.jpg,,,
16417,"Het reguliersklooster Den Blinken",Onbekend,,,,Heiloo,"Gemeentehuis Heiloo","Zolder ",Prent,,,,,,,,,http://beheer.kunstwacht.nl/cache/c/3/3/c33ef4d0c1ed463c3ae0e2917c61f833_700_540.jpg,http://beheer.kunstwacht.nl/cache/4/4/3/443571dcb0e08d2de4875999079aed4c_700_540.jpg,,,
16418,"Kranebroek tussen Alkmaar en Heijloo",Onbekend,,,,Heiloo,"Gemeentehuis Heiloo","Zolder ",Prent,,,,,,,,,http://beheer.kunstwacht.nl/cache/c/1/b/c1bf07e2be310d46cb7a10f9b94a57cc_700_540.jpg,http://beheer.kunstwacht.nl/cache/7/f/3/7f39de6691735bf555c33524b946fae7_700_540.jpg,,,
16419,"Verharde weg (drieluik links)",Diepeveen,Willem,,,Heiloo,"Gemeentehuis Heiloo","Kelder ","Acryl op doek",,,,,,,,,http://beheer.kunstwacht.nl/cache/8/3/6/836ae5c5be8c1cc3db6d090c7b84472f_700_540.jpg,http://beheer.kunstwacht.nl/cache/2/a/6/2a6de821ca27d67142bbb29c2fb8481a_700_540.jpg,,,
16420,"d'Hofstee Nienburg bij Hijloo 1787",Onbekend,,,,Heiloo,"Gemeentehuis Heiloo","Zolder ",Prent,,,,,,,,,http://beheer.kunstwacht.nl/cache/b/5/3/b53fca3ae6b829073ecf388f76058a67_700_540.jpg,http://beheer.kunstwacht.nl/cache/9/3/b/93b9f290f7d4b2198e766bf39eb81121_700_540.jpg,,,
