TYPE;NAAM;EXPLOITANT;XCO;YCO;GEMEENTE;X;Y;LONG;LAT;COUNTER
bus;Rijswijk, Dr. H.J. van Mooklaan;Veolia (incl. Connexxion);81127;449900;Rijswijk;81127;449900;4.310658194958538;52.032509116234735;101400
bus;Rijswijk, Dr. H.J. van Mooklaan;Veolia (incl. Connexxion);81055;449901;Rijswijk;81055;449901;4.309608906560157;52.03250850495952;101401
bus;Den Hoorn, Woudselaan;Veolia (incl. Connexxion);81685;447467;Midden-Delfland;81685;447467;4.319309759149967;52.01071803596055;101402
bus;Den Haag, Carel Reinierszkade;Veolia (incl. Connexxion);83294;456340;Den Haag;83294;456340;4.3408802179384125;52.09066906608372;101403
bus;Den Haag, Carel Reinierszkade;Veolia (incl. Connexxion);83230;456289;Den Haag;83230;456289;4.339957225114779;52.090202444921246;101404
bus;Den Haag, Paterswoldestraat;Veolia (incl. Connexxion);79260;451129;Den Haag;79260;451129;4.283183090341384;52.043301955086356;101405
bus;Voorburg, Laan van Heldenburg;Veolia (incl. Connexxion);84775;453796;Leidschendam-Voorburg;84775;453796;4.363011014917271;52.06799624408575;101406
bus;Den Haag, Leyenburg (Perron C/D);Veolia (incl. Connexxion);78117;452660;Den Haag;78117;452660;4.266180740471817;52.056903228041904;101407
bus;Den Haag, Paterswoldestraat;Veolia (incl. Connexxion);79262;451118;Den Haag;79262;451118;4.2832146753803535;52.04320337388421;101408
bus;Den Haag, Leyenburg (Perron H);Veolia (incl. Connexxion);78130;452620;Den Haag;78130;452620;4.266379259580247;52.05654556389083;101409
bus;Den Haag, Leyenburg (Perron I);Veolia (incl. Connexxion);78109;452651;Den Haag;78109;452651;4.266066140716817;52.0568212373161;101410
bus;Den Haag, Leyenburg (Perron J);Veolia (incl. Connexxion);78085;452682;Den Haag;78085;452682;4.265709283127639;52.05709649335123;101411
bus;Den Haag, Leyenburg;Veolia (incl. Connexxion);78153;452584;Den Haag;78153;452584;4.2667226555306454;52.05622523351928;101412
bus;Den Haag, Veenweg;Veolia (incl. Connexxion);87738;453770;Den Haag;87738;453770;4.406223504680069;52.06813020571019;101413
bus;Den Haag, Veenweg;Veolia (incl. Connexxion);87754;453767;Den Haag;87754;453767;4.406457413456306;52.068105186752945;101414
bus;Voorburg, Laan van Heldenburg;Veolia (incl. Connexxion);84817;453804;Leidschendam-Voorburg;84817;453804;4.363621821274865;52.06807346124856;101415
bus;Delft, Brasserskade;Veolia (incl. Connexxion);83997;448836;Delft;83997;448836;4.352696608355968;52.02332189996189;101416
bus;Delft, Brasserskade;Veolia (incl. Connexxion);83987;448840;Delft;83987;448840;4.352550102171197;52.023356567834966;101417
bus;Den Haag, Beresteinlaan;Veolia (incl. Connexxion);78121;450079;Den Haag;78121;450079;4.266819617068642;52.03370903398685;101418
bus;Den Haag, Monnickendamplein;Veolia (incl. Connexxion);78433;453225;Den Haag;78433;453225;4.270660792244028;52.06202448796078;101419
bus;Den Haag, Ockenburgh;Veolia (incl. Connexxion);75357;452024;Den Haag;75357;452024;4.2260934740541725;52.050797805785905;101420
bus;Den Haag, Ockenburgh;Veolia (incl. Connexxion);75346;452022;Den Haag;75346;452022;4.225933603260129;52.05077825122239;101421
bus;Den Haag, Hoge Veld;Veolia (incl. Connexxion);79431;449787;Den Haag;79431;449787;4.285971813203666;52.03126502041703;101422
bus;Den Haag, Hoge Veld;Veolia (incl. Connexxion);79470;449818;Den Haag;79470;449818;4.286533196259139;52.03154892629779;101423
bus;Den Haag, Juliana van Stolberglaan;Veolia (incl. Connexxion);82750;455326;Den Haag;82750;455326;4.333158363136947;52.08148570581749;101424
bus;Leidschendam, Dillenburgsingel;Veolia (incl. Connexxion);87645;456991;Leidschendam-Voorburg;87645;456991;4.404231473338871;52.09706602301726;101425
bus;Leidschendam, Dillenburgsingel;Veolia (incl. Connexxion);87635;456986;Leidschendam-Voorburg;87635;456986;4.404086542839242;52.097019871295714;101426
bus;Delft, Wateringseweg;Veolia (incl. Connexxion);83794;448404;Delft;83794;448404;4.349829279050344;52.019413503490085;101427
bus;Voorburg, Sijtwendetunnel;Veolia (incl. Connexxion);86418;455079;Leidschendam-Voorburg;86418;455079;4.386711831327922;52.079732328934405;101428
