sAssetTypeName,sAssetLocationName,sLocationIdent,latitude,longitude,sName
Boomschors,01.02.713 Sportlaan bij Sportcentrum Blokweer  (geen speeltoestel aanwezig ),01.02.713,0,0,FSC Combi ondergrond
Gras,01.02.713 Sportlaan bij Sportcentrum Blokweer  (geen speeltoestel aanwezig ),01.02.713,0,0,Combi-spotvogel ondergrond
Gras,01.02.713 Sportlaan bij Sportcentrum Blokweer  (geen speeltoestel aanwezig ),01.02.713,0,0,Speldoel 2 ondergrond
Gras,01.02.713 Sportlaan bij Sportcentrum Blokweer  (geen speeltoestel aanwezig ),01.02.713,0,0,Speldoel 1 ondergrond
Combinatietoestellen,01.02.713 Sportlaan bij Sportcentrum Blokweer  (geen speeltoestel aanwezig ),01.02.713,51.8688,4.664364,FSC Combi
Doel,01.02.713 Sportlaan bij Sportcentrum Blokweer  (geen speeltoestel aanwezig ),01.02.713,51.8692,4.664232,Speldoel 2
Type 2A - Enkelpunts - 1 richting,01.02.716 Pinksterbloemstraat 28,01.02.716,51.86728,4.658382,Eendenkuipje
Duikelrek - enkel,01.02.716 Pinksterbloemstraat 28,01.02.716,51.8673,4.658482,Duikelrek
Glijbaan aan huisje,01.02.716 Pinksterbloemstraat 28,01.02.716,51.86724,4.658514,Hooiberg
Klinkers,01.02.716 Pinksterbloemstraat 28,01.02.716,0,0,Eendenkuipje ondergrond
Rubbertegels 50x50,01.02.716 Pinksterbloemstraat 28,01.02.716,0,0,Duikelrek ondergrond
Rubbertegels 50x50,01.02.716 Pinksterbloemstraat 28,01.02.716,0,0,Hooiberg ondergrond
Type 3A - Meerpunts - 1 richting,01.02.712 Vossestaart 14,01.02.712,51.87257,4.664798,Koekoek
Anders (Specifceer in veld),01.02.712 Vossestaart 14,01.02.712,51.87262,4.664814,Hamburg
Boomschors,01.02.712 Vossestaart 14,01.02.712,0,0,Hamburg ondergrond
Boomschors,01.02.712 Vossestaart 14,01.02.712,0,0,Koekoek ondergrond
Aangebouwd- Type 1,01.01.732 Grondel 16,01.01.732,51.87126,4.656997,Miniplay 613
Rubbertegels 50x50,01.01.732 Grondel 16,01.01.732,0,0,Duikeltrio ondergrond
Rubbertegels 50x50,01.01.732 Grondel 16,01.01.732,0,0,Glijbaan ondergrond
Betontegels 30 x 30,01.01.732 Grondel 16,01.01.732,0,0,Dolfijn ondergrond
Rubbertegels 50x50,01.01.732 Grondel 16,01.01.732,0,0,Miniplay 613 ondergrond
Klinkers,01.01.732 Grondel 16,01.01.732,0,0,Zandbak groot ondergrond
Vrijstaand - Type 1,01.01.732 Grondel 16,01.01.732,51.87128,4.656947,Glijbaan
Type 2A - Enkelpunts - 1 richting,01.01.732 Grondel 16,01.01.732,51.87124,4.656967,Dolfijn
Zandbak,01.01.732 Grondel 16,01.01.732,51.87137,4.657025,Zandbak groot
Duikelrek - meerdelig,01.01.732 Grondel 16,01.01.732,51.87123,4.657043,Duikeltrio
Veiligheidsgras,01.01.707 Rietgors 49 (hoek Fazantstr.),01.01.707,0,0,Diabolo Metal ondergrond
Type 3A - Meerpunts - 1 richting,01.01.707 Rietgors 49 (hoek Fazantstr.),01.01.707,51.87402,4.639455,
Anders (Specifceer in veld),01.01.707 Rietgors 49 (hoek Fazantstr.),01.01.707,51.87408,4.63972,Combinatie J3846
Anders (Specifceer in veld),01.01.707 Rietgors 49 (hoek Fazantstr.),01.01.707,51.87405,4.639359,Combo
Zandbak,01.01.707 Rietgors 49 (hoek Fazantstr.),01.01.707,51.874,4.639595,Zandbak
Rubbertegels 50x50,01.01.707 Rietgors 49 (hoek Fazantstr.),01.01.707,0,0,Combo ondergrond
Rubbertegels 50x50,01.01.707 Rietgors 49 (hoek Fazantstr.),01.01.707,0,0,Koekoek ondergrond
Klinkers,01.01.707 Rietgors 49 (hoek Fazantstr.),01.01.707,0,0,Kameel ondergrond
Betontegels,01.01.707 Rietgors 49 (hoek Fazantstr.),01.01.707,0,0,Zandbak ondergrond
Type 2A - Enkelpunts - 1 richting,01.01.707 Rietgors 49 (hoek Fazantstr.),01.01.707,51.87405,4.639457,Kameel
Basketbalpaal,01.02.726 Oranjestraat t.o. 66,01.02.726,51.85802,4.662029,Basketbalpaal
Anders (specificeer in naam veld),01.02.726 Oranjestraat t.o. 66,01.02.726,51.85794,4.662087,Vogelnestschommel
Betontegels 30 x 30,01.02.726 Oranjestraat t.o. 66,01.02.726,0,0,Basketbalpaal ondergrond
Boomschors,01.02.726 Oranjestraat t.o. 66,01.02.726,0,0,Vogelnestschommel ondergrond
Betontegels 30 x 30,01.02.726 Oranjestraat t.o. 66,01.02.726,0,0,Kooidoel met basketopzet ondergrond
Anders (Specificeer in naam veld),01.02.726 Oranjestraat t.o. 66,01.02.726,51.85794,4.662028,Kooidoel met basketopzet
Balanceerbalk,01.01.701 Merelstraat 2 (achter de huizen ),01.01.701,51.87317,4.643678,Twist
Veiligheidsgras,01.01.701 Merelstraat 2 (achter de huizen ),01.01.701,0,0,Duikelrek ondergrond
Glijbaan aan huisje,01.01.701 Merelstraat 2 (achter de huizen ),01.01.701,51.87315,4.643661,Hooiberg
Betontegels,01.01.701 Merelstraat 2 (achter de huizen ),01.01.701,0,0,Korfbalpaal outdoor Ondergrond
Betontegels,01.01.701 Merelstraat 2 (achter de huizen ),01.01.701,0,0,3 Wiebelplaten ondergrond
Klinkers,01.01.701 Merelstraat 2 (achter de huizen ),01.01.701,0,0,Juggle 15 ondergrond
Gesmeerde insitu rubber vloer,01.01.701 Merelstraat 2 (achter de huizen ),01.01.701,0,0,Hooiberg ondergrond
Betontegels,01.01.701 Merelstraat 2 (achter de huizen ),01.01.701,0,0,Twist ondergrond
Veiligheidsgras,01.01.701 Merelstraat 2 (achter de huizen ),01.01.701,0,0,Hangmatschommel ondergrond
Duikelrek - meerdelig,01.01.701 Merelstraat 2 (achter de huizen ),01.01.701,51.8731,4.643666,Duikelrek
Korfbalpaal,01.01.701 Merelstraat 2 (achter de huizen ),01.01.701,51.8732,4.643638,
Anders (specificeer in naam veld),01.01.701 Merelstraat 2 (achter de huizen ),01.01.701,51.87309,4.643599,Hangmatschommel
Speelaanleiding,01.01.701 Merelstraat 2 (achter de huizen ),01.01.701,51.87311,4.643599,Juggle 15
Type 3B - Meerpunts - Meerdere richtingen,01.01.701 Merelstraat 2 (achter de huizen ),01.01.701,51.87315,4.643652,3 Wiebelplaten
Pirouette / Rotator,01.03.708 Adriaan van Ostadelaan 4,01.03.708,51.86857,4.672065,Spica
Carrousel,01.03.708 Adriaan van Ostadelaan 4,01.03.708,51.86865,4.672152,Tourniquet
Type 2A - Enkelpunts - 1 richting,01.03.708 Adriaan van Ostadelaan 4,01.03.708,51.8686,4.672085,Dolfijn
Gesmeerde insitu rubber vloer,01.03.708 Adriaan van Ostadelaan 4,01.03.708,0,0,Combo ondergrond
Rubbertegels 50x50,01.03.708 Adriaan van Ostadelaan 4,01.03.708,0,0,Tourniquet ondergrond
Betontegels 30 x 30,01.03.708 Adriaan van Ostadelaan 4,01.03.708,0,0,Zandbak groot ondergrond
Betontegels 30 x 30,01.03.708 Adriaan van Ostadelaan 4,01.03.708,0,0,Dolfijn ondergrond
Gesmeerde insitu rubber vloer,01.03.708 Adriaan van Ostadelaan 4,01.03.708,0,0,Spica ondergrond
Anders (Specifceer in veld),01.03.708 Adriaan van Ostadelaan 4,01.03.708,51.86864,4.672086,Combo
Zandbak,01.03.708 Adriaan van Ostadelaan 4,01.03.708,51.86861,4.672183,Zandbak groot
Anders (specificeer in naam veld),01.02.727 Oranjestraat 66,01.02.727,51.85787,4.662663,Blues
Type 2A - Enkelpunts - 1 richting,01.02.727 Oranjestraat 66,01.02.727,51.85793,4.662492,Galoppaard
Balanceerbalk,01.02.727 Oranjestraat 66,01.02.727,51.85791,4.662652,
Anders (Specifceer in veld),01.02.727 Oranjestraat 66,01.02.727,51.85791,4.662622,
Balanceerbalk,01.02.727 Oranjestraat 66,01.02.727,51.85796,4.662571,Evenwichtsbalk
Valdempend Kunstgras,01.02.727 Oranjestraat 66,01.02.727,0,0,Margriet Ondergrond
Betontegels 30 x 30,01.02.727 Oranjestraat 66,01.02.727,0,0,Galoppaard ondergrond
Betontegels 30 x 30,01.02.727 Oranjestraat 66,01.02.727,0,0,Motorfiets ondergrond
Betontegels 30 x 30,01.02.727 Oranjestraat 66,01.02.727,0,0,Evenwichtsbalk ondergrond
Rubbertegels 50x50,01.02.727 Oranjestraat 66,01.02.727,0,0,Kariboesbos ondergrond
Rubbertegels 50x50,01.02.727 Oranjestraat 66,01.02.727,0,0,Blues ondergrond
Type 2B - Enkelpunts - Meerdere richtingen,01.02.727 Oranjestraat 66,01.02.727,51.85791,4.662565,
Valdempend Kunstgras,01.02.727 Oranjestraat 66,01.02.727,0,0,Kariboesbos P1_W2 Ondergrond
Duikelrek - meerdelig,01.02.727 Oranjestraat 66,01.02.727,51.85789,4.662662,
Valdempend Kunstgras,01.02.727 Oranjestraat 66,01.02.727,0,0,Evenwichtsbalk Ondergrond
Anders (Specifceer in veld),01.02.727 Oranjestraat 66,01.02.727,51.85794,4.662643,Kariboesbos
Type 2A - Enkelpunts - 1 richting,01.02.727 Oranjestraat 66,01.02.727,51.8579,4.662565,Motorfiets
Valdempend Kunstgras,01.02.727 Oranjestraat 66,01.02.727,0,0,Duikel Duo Ondergrond
Doel,01.03.709 Kennedy-trace 2 trapveldje,01.03.709,51.86801,4.667645,Speldoel 2
Gras / grond,01.03.709 Kennedy-trace 2 trapveldje,01.03.709,0,0,Speldoel 2 ondergrond
Gras / grond,01.03.709 Kennedy-trace 2 trapveldje,01.03.709,0,0,Speldoel 1 ondergrond
Doel,01.03.709 Kennedy-trace 2 trapveldje,01.03.709,51.86796,4.667654,Speldoel 1
Anders (specificeer in naam veld),01.01.733 Touwbaan 20,01.01.733,51.86641,4.652218,Vogelnestschommel
Gras / grond,01.01.733 Touwbaan 20,01.01.733,0,0,Vogelnestschommel ondergrond
Type 1 - wip 1 richting,01.01.706 Gruttostraat 2,01.01.706,51.87437,4.641989,Marionet
Pirouette / Rotator,01.01.706 Gruttostraat 2,01.01.706,51.87434,4.642022,Swingschijf
Boomschors,01.01.706 Gruttostraat 2,01.01.706,0,0,FSC-Combi groot ondergrond
Gras / grond,01.01.706 Gruttostraat 2,01.01.706,0,0,Marionet ondergrond
Boomschors,01.01.706 Gruttostraat 2,01.01.706,0,0,Swingschijf ondergrond
Anders (Specifceer in veld),01.01.706 Gruttostraat 2,01.01.706,51.87437,4.64188,FSC-Combi groot
Gras,01.02.708 Schildmos 40,01.02.708,0,0,Haasje ondergrond
Type 2A - Enkelpunts - 1 richting,01.02.708 Schildmos 40,01.02.708,51.87039,4.663635,Haasje
Zandbak,01.02.702 Kamgras 20,01.02.702,51.87111,4.661036,Zandbak middel
Type 3A - Meerpunts - 1 richting,01.02.702 Kamgras 20,01.02.702,51.87112,4.660974,Koekoek
Betontegels 30 x 30,01.02.702 Kamgras 20,01.02.702,0,0,Speelhuis ondergrond
Rubbertegels 50x50,01.02.702 Kamgras 20,01.02.702,0,0,Koekoek ondergrond
Klinkers,01.02.702 Kamgras 20,01.02.702,0,0,Zandbak middel ondergrond
Rubbertegels 50x50,01.02.702 Kamgras 20,01.02.702,0,0,Glijbaan ondergrond
Speelhuis,01.02.702 Kamgras 20,01.02.702,51.87109,4.660874,Speelhuis
Vrijstaand - Type 1,01.02.702 Kamgras 20,01.02.702,51.87114,4.660899,Glijbaan
Anders (Specifceer in veld),01.03.711 Kennedy-trace 4,01.03.711,51.86747,4.668358,Kraaiennest
Anders (Specifceer in veld),01.03.711 Kennedy-trace 4,01.03.711,51.86758,4.66841,Vrijbuiter 396 [met enterrek]
Combinatie - Kleuter,01.03.711 Kennedy-trace 4,01.03.711,51.86781,4.667918,Klimschommel
Anders (Specifceer in veld),01.03.711 Kennedy-trace 4,01.03.711,51.86766,4.668364,Vrijbuiter 397 [met glijbaan]
Gras,01.03.711 Kennedy-trace 4,01.03.711,0,0,Flyer kabelbaan ondergrond
Gras / grond,01.03.711 Kennedy-trace 4,01.03.711,0,0,Vrijbuiter 396 ondergrond
Boomschors,01.03.711 Kennedy-trace 4,01.03.711,0,0,Vrijbuiter 397 ondergrond
Gras,01.03.711 Kennedy-trace 4,01.03.711,0,0,Spreekbuis ondergrond
Boomschors,01.03.711 Kennedy-trace 4,01.03.711,0,0,Kraaiennest ondergrond
Gras / grond,01.03.711 Kennedy-trace 4,01.03.711,0,0,Atleet ondergrond
Gras,01.03.711 Kennedy-trace 4,01.03.711,0,0,Zigzagbalans ondergrond
Boomschors,01.03.711 Kennedy-trace 4,01.03.711,0,0,Duikelduo ondergrond
Gras,01.03.711 Kennedy-trace 4,01.03.711,0,0,Klimschommel ondergrond
Duikelrek - meerdelig,01.03.711 Kennedy-trace 4,01.03.711,51.86769,4.668115,Duikelduo
Anders (specificeer in naam veld),01.03.711 Kennedy-trace 4,01.03.711,51.86778,4.668041,Spreekbuis
Kabelbaan,01.03.711 Kennedy-trace 4,01.03.711,51.86748,4.668633,Flyer kabelbaan
Balanceerbalk,01.03.711 Kennedy-trace 4,01.03.711,51.86781,4.66801,Zigzagbalans
Turn brug,01.03.711 Kennedy-trace 4,01.03.711,51.86763,4.668532,Atleet
Doel,01.01.714 Troelstrastraat 63 + trapveldje,01.01.714,51.87054,4.653262,Minidoel 2
Glijbaan aan huisje,01.01.714 Troelstrastraat 63 + trapveldje,01.01.714,51.87062,4.65294,Ukkepuk
Doel,01.01.714 Troelstrastraat 63 + trapveldje,01.01.714,51.87067,4.652991,Minidoel 1
Rubbertegels 50x50,01.01.714 Troelstrastraat 63 + trapveldje,01.01.714,0,0,Ukkepuk ondergrond
Rubbertegels 50x50,01.01.714 Troelstrastraat 63 + trapveldje,01.01.714,0,0,Scooter ondergrond
Gras / grond,01.01.714 Troelstrastraat 63 + trapveldje,01.01.714,0,0,Minidoel 1 ondergrond
Gras / grond,01.01.714 Troelstrastraat 63 + trapveldje,01.01.714,0,0,Minidoel 2 ondergrond
Type 2A - Enkelpunts - 1 richting,01.01.714 Troelstrastraat 63 + trapveldje,01.01.714,51.87058,4.653131,Scooter
Anders (Specifceer in veld),01.02.707 Kalmoes 52,01.02.707,51.87134,4.667353,Combo
Rubbertegels 30x30,01.02.707 Kalmoes 52,01.02.707,0,0,Galoppaard ondergrond
Rubbertegels 50x50,01.02.707 Kalmoes 52,01.02.707,0,0,Combo ondergrond
Type 2A - Enkelpunts - 1 richting,01.02.707 Kalmoes 52,01.02.707,51.87137,4.667335,Galoppaard
Anders (specificeer in naam veld),01.01.735 Kloosstraat 2,01.01.735,51.87308,4.638492,2 Luidsprekers ( bij huisnr 6 en 12)
Betontegels 30 x 30,01.01.735 Kloosstraat 2,01.01.735,0,0,2 Luidsprekers ondergrond
Speelhuis,01.01.735 Kloosstraat 2,01.01.735,51.87304,4.638363,Honk
Betontegels 30 x 30,01.01.735 Kloosstraat 2,01.01.735,0,0,Balansen ondergrond
Balanceerbalk,01.01.735 Kloosstraat 2,01.01.735,51.87287,4.637997,Balansen
Type 2B - Enkelpunts - Meerdere richtingen,01.01.735 Kloosstraat 2,01.01.735,51.87292,4.638183,Klavertje vier
Betontegels 30 x 30,01.01.735 Kloosstraat 2,01.01.735,0,0,Klavertje vier ondergrond
Betontegels 30 x 30,01.01.735 Kloosstraat 2,01.01.735,0,0,Honk ondergrond
Doel,01.01.702 Gruttostraat 22 trapveld,01.01.702,51.87466,4.640962,Speldoel 2
Doel,01.01.702 Gruttostraat 22 trapveld,01.01.702,51.8746,4.641337,Speldoel 1
Kunstgras (zonder valdempende onderbouw),01.01.702 Gruttostraat 22 trapveld,01.01.702,0,0,Speldoel 1 ondergrond
Kunstgras (zonder valdempende onderbouw),01.01.702 Gruttostraat 22 trapveld,01.01.702,0,0,Speldoel 2 ondergrond
Speeltoestellen,Gemeente Alblasserdam,,0,0,
Speeltoestellen,Gemeente Alblasserdam,,0,0,
Speeltoestellen,Gemeente Alblasserdam,,0,0,
Anders (Specifceer in veld),01.02.714 Lindelaan 30,01.02.714,51.86903,4.661685,Achtersteven
Speel boot,01.02.714 Lindelaan 30,01.02.714,51.86897,4.661776,Vikingboot (voorsteven)
Veiligheidsgras,01.02.714 Lindelaan 30,01.02.714,0,0,Schommelstelling ondergrond
Veiligheidsgras,01.02.714 Lindelaan 30,01.02.714,0,0,Vikingboot ondergrond
Anders (specificeer in naam veld),01.02.714 Lindelaan 30,01.02.714,51.86898,4.661696,Schommelstelling
Veiligheidsgras,01.02.714 Lindelaan 30,01.02.714,0,0,Achtersteven ondergrond
Gras / grond,01.01.710 Tuigerstraat 33,01.01.710,0,0,Miniplay ondergrond
Gras / grond,01.01.710 Tuigerstraat 33,01.01.710,0,0,Combi Spotvogel ondergrond
Anders (specificeer in naam veld),01.01.710 Tuigerstraat 33,01.01.710,51.87174,4.640686,Miniplay
Type 3A - Meerpunts - 1 richting,01.01.710 Tuigerstraat 33,01.01.710,51.87179,4.640592,Combi spotvogel
Combinatietoestellen,01.01.710 Tuigerstraat 33,01.01.710,51.87196,4.641029,
Valdempend Kunstgras,01.01.710 Tuigerstraat 33,01.01.710,0,0,Speelcombinatie Ondergrond
Anders (specificeer in naam veld),01.02.705 Hondsdraf 2,01.02.705,51.87186,4.666121,Postkantoor
Anders (specificeer in naam veld),01.02.705 Hondsdraf 2,01.02.705,51.8718,4.666175,Honk
Vrijstaand - Type 1,01.02.705 Hondsdraf 2,01.02.705,51.87189,4.666231,Miniplay glijbaan
Betontegels 30 x 30,01.02.705 Hondsdraf 2,01.02.705,0,0,Honk ondergrond
Betontegels 30 x 30,01.02.705 Hondsdraf 2,01.02.705,0,0,Telraam ondergrond
Betontegels 30 x 30,01.02.705 Hondsdraf 2,01.02.705,0,0,Postkantoor ondergrond
Rubbertegels 50x50,01.02.705 Hondsdraf 2,01.02.705,0,0,Miniplay ondergrond
Klinkers,01.02.705 Hondsdraf 2,01.02.705,0,0,Galoppaard ondergrond
Rubbertegels 50x50,01.02.705 Hondsdraf 2,01.02.705,0,0,Turnbrug ondergrond
Turn brug,01.02.705 Hondsdraf 2,01.02.705,51.87185,4.666218,Turnbrug
Anders (specificeer in naam veld),01.02.705 Hondsdraf 2,01.02.705,51.87184,4.666261,Telraam
Type 2A - Enkelpunts - 1 richting,01.02.705 Hondsdraf 2,01.02.705,51.87184,4.6663,Galoppaard
Rubbertegels 50x50,01.02.705 Hondsdraf 2,01.02.705,0,0,Miniplay glijbaan Ondergrond
Vrijstaand - Type 1,01.02.705 Hondsdraf 2,01.02.705,51.87189,4.666049,Miniplay glijbaan
Type 1 - Rotatie om 1 as,01.02.706 Ratelaar 32 (achter de huizen),01.02.706,51.87115,4.665689,Zwier
Betontegels 30 x 30,01.02.706 Ratelaar 32 (achter de huizen),01.02.706,0,0,Maanlander ondergrond
Rubbertegels 50x50,01.02.706 Ratelaar 32 (achter de huizen),01.02.706,0,0,Zwier ondergrond
Veiligheidsgras,01.02.706 Ratelaar 32 (achter de huizen),01.02.706,0,0,Freeplay ondergrond
Type 3A - Meerpunts - 1 richting,01.02.706 Ratelaar 32 (achter de huizen),01.02.706,51.87114,4.66565,Maanlander
Combinatie - Kind,01.02.706 Ratelaar 32 (achter de huizen),01.02.706,51.87113,4.665569,Freeplay
Rubbertegels 50x50,01.03.715 Ferdinand Bolstraat 25/Paulus Potterstraat 25,01.03.715,0,0,Dubbele Schommel ondergrond
Anders lage rotator,01.03.715 Ferdinand Bolstraat 25/Paulus Potterstraat 25,01.03.715,51.87001,4.66823,Wacky Spinner
Boomschors,01.03.715 Ferdinand Bolstraat 25/Paulus Potterstraat 25,01.03.715,0,0,Wacky Spinner ondergrond
Frame,01.03.715 Ferdinand Bolstraat 25/Paulus Potterstraat 25,01.03.715,51.8699,4.668225,Speelhek
Rubbertegels 50x50,01.03.715 Ferdinand Bolstraat 25/Paulus Potterstraat 25,01.03.715,0,0,Klein Speelhuisje ondergrond
Anders (specificeer in naam veld),01.03.715 Ferdinand Bolstraat 25/Paulus Potterstraat 25,01.03.715,51.86964,4.668252,Mini Vogelnestschommel
Valdempend Kunstgras,01.03.715 Ferdinand Bolstraat 25/Paulus Potterstraat 25,01.03.715,0,0,Veerelement Ondergrond
Combinatie - Kind,01.03.715 Ferdinand Bolstraat 25/Paulus Potterstraat 25,01.03.715,51.86963,4.668284,Combinatie
Glijbaan aan huisje,01.03.715 Ferdinand Bolstraat 25/Paulus Potterstraat 25,01.03.715,51.86967,4.668268,Klein Speelhuisje
Valdempend Kunstgras,01.03.715 Ferdinand Bolstraat 25/Paulus Potterstraat 25,01.03.715,0,0,Mini Vogelnestschommel Ondergrond
Duikelrek - meerdelig,01.03.715 Ferdinand Bolstraat 25/Paulus Potterstraat 25,01.03.715,51.86959,4.668257,Duikelrek
Valdempend Kunstgras,01.03.715 Ferdinand Bolstraat 25/Paulus Potterstraat 25,01.03.715,0,0,Combinatie Ondergrond
Type 2A - Enkelpunts - 1 richting,01.03.715 Ferdinand Bolstraat 25/Paulus Potterstraat 25,01.03.715,51.86961,4.668382,Jumbo
Boomschors,01.03.715 Ferdinand Bolstraat 25/Paulus Potterstraat 25,01.03.715,0,0,Speelhek ondergrond
Betontegels 30 x 30,01.03.715 Ferdinand Bolstraat 25/Paulus Potterstraat 25,01.03.715,0,0,Jumbo ondergrond
Gras / grond,01.03.715 Ferdinand Bolstraat 25/Paulus Potterstraat 25,01.03.715,0,0,Speldoel 2 ondergrond
Gras / grond,01.03.715 Ferdinand Bolstraat 25/Paulus Potterstraat 25,01.03.715,0,0,Speldoel 1 ondergrond
Betontegels 30 x 30,01.03.715 Ferdinand Bolstraat 25/Paulus Potterstraat 25,01.03.715,0,0,Zandbak groot ondergrond
Type 1 - Rotatie om 1 as,01.03.715 Ferdinand Bolstraat 25/Paulus Potterstraat 25,01.03.715,51.86959,4.668133,Dubbele Schommel
Doel,01.03.715 Ferdinand Bolstraat 25/Paulus Potterstraat 25,01.03.715,51.86986,4.66819,Speldoel 1
Doel,01.03.715 Ferdinand Bolstraat 25/Paulus Potterstraat 25,01.03.715,51.86977,4.668042,Speldoel 2
Type 2A - Enkelpunts - 1 richting,01.03.715 Ferdinand Bolstraat 25/Paulus Potterstraat 25,01.03.715,51.86958,4.668266,Veerelement
Valdempend Kunstgras,01.03.715 Ferdinand Bolstraat 25/Paulus Potterstraat 25,01.03.715,0,0,Duikelrek Ondergrond
Zandbak,01.03.715 Ferdinand Bolstraat 25/Paulus Potterstraat 25,01.03.715,51.86959,4.668227,Zandbak groot
Type 3A - Meerpunts - 1 richting,01.03.716 Roemer Visscherstraat 29,01.03.716,51.86655,4.671453,Maanlander
Anders (Specifceer in veld),01.03.716 Roemer Visscherstraat 29,01.03.716,51.86658,4.67141,
Klinkers,01.03.716 Roemer Visscherstraat 29,01.03.716,0,0,Speelhuis Ondergrond
Klinkers,01.03.716 Roemer Visscherstraat 29,01.03.716,0,0,Zandboot Ondergrond
Klinkers,01.03.716 Roemer Visscherstraat 29,01.03.716,0,0,Maanlander ondergrond
Speelhuis,01.03.716 Roemer Visscherstraat 29,01.03.716,51.86655,4.671683,Speelhuis
Valdempend Kunstgras,01.03.716 Roemer Visscherstraat 29,01.03.716,0,0,Schommel Ondergrond
Zandbak,01.03.716 Roemer Visscherstraat 29,01.03.716,51.86656,4.671406,Zandboot
Type 1 - Rotatie om 1 as,01.03.716 Roemer Visscherstraat 29,01.03.716,51.8666,4.671567,
Valdempend Kunstgras,01.03.716 Roemer Visscherstraat 29,01.03.716,0,0,Combinatie van speeltoestellen Ondergrond
Duikelrek - meerdelig,01.01.717 Treubstraat 7,01.01.717,51.86882,4.652244,Techno Play
Rubbertegels 50x50,01.01.717 Treubstraat 7,01.01.717,0,0,Dubbele Schommel ondergrond
Gras,01.01.717 Treubstraat 7,01.01.717,0,0,Klein Speelhuis ondergrond
Gras,01.01.717 Treubstraat 7,01.01.717,0,0,Spotvogel ondergrond
Glijbaan aan huisje,01.01.717 Treubstraat 7,01.01.717,51.86887,4.652353,Klein Speelhuis
Type 3A - Meerpunts - 1 richting,01.01.717 Treubstraat 7,01.01.717,51.86892,4.652297,Spotvogel
Type 1 - Rotatie om 1 as,01.01.717 Treubstraat 7,01.01.717,51.86892,4.652359,Dubbele Schommel
Veiligheidsgras,01.01.717 Treubstraat 7,01.01.717,0,0,Techno Play ondergrond
Type 2A - Enkelpunts - 1 richting,01.03.703 Kerkstraat 89,01.03.703,51.86125,4.664111,Hobbeleend
Anders lage rotator,01.03.703 Kerkstraat 89,01.03.703,51.8612,4.664132,Swingschijf
Anders (Specifceer in veld),01.03.703 Kerkstraat 89,01.03.703,51.86119,4.664111,Hamburg
Gras / grond,01.03.703 Kerkstraat 89,01.03.703,0,0,Hobbeleend ondergrond
Boomschors,01.03.703 Kerkstraat 89,01.03.703,0,0,Marionet ondergrond
Boomschors,01.03.703 Kerkstraat 89,01.03.703,0,0,Hamburg ondergrond
Grond,01.03.703 Kerkstraat 89,01.03.703,0,0,Springplateau ondergrond
Gras / grond,01.03.703 Kerkstraat 89,01.03.703,0,0,Swingschijf ondergrond
Gravel,01.03.703 Kerkstraat 89,01.03.703,0,0,Kooidoel met basketopzet ondergrond
Betontegels 30 x 30,01.03.703 Kerkstraat 89,01.03.703,0,0,Tafeltennistafel ondergrond
Tafeltennistafel,01.03.703 Kerkstraat 89,01.03.703,51.86097,4.664121,Tafeltennistafel
Anders (Specificeer in naam veld),01.03.703 Kerkstraat 89,01.03.703,51.86105,4.663756,Kooidoel met basketopzet
Type 1 - wip 1 richting,01.03.703 Kerkstraat 89,01.03.703,51.86123,4.664288,Marionet
Type 2B - Enkelpunts - Meerdere richtingen,01.03.703 Kerkstraat 89,01.03.703,51.8611,4.663743,Springplateau
Veiligheidsgras,01.01.705 Patrijsstraat 1 (achter de huizen ),01.01.705,0,0,Spica Junior (geel ) ondergrond
Veiligheidsgras,01.01.705 Patrijsstraat 1 (achter de huizen ),01.01.705,0,0,Combinatie toestel ondergrond
Pirouette / Rotator,01.01.705 Patrijsstraat 1 (achter de huizen ),01.01.705,51.87379,4.641348,Spica junior (geel)
Speelhuis,01.01.705 Patrijsstraat 1 (achter de huizen ),01.01.705,51.87372,4.641242,Stal
Type 2A - Enkelpunts - 1 richting,01.01.705 Patrijsstraat 1 (achter de huizen ),01.01.705,51.87366,4.641268,Paard
Kunstgras (zonder valdempende onderbouw),01.01.705 Patrijsstraat 1 (achter de huizen ),01.01.705,0,0,2 Minidoelen ondergrond
Pirouette / Rotator,01.01.705 Patrijsstraat 1 (achter de huizen ),01.01.705,51.87326,4.640898,Spinner Bowl
Veiligheidsgras,01.01.705 Patrijsstraat 1 (achter de huizen ),01.01.705,0,0,Zonnebloem ondergrond
Veiligheidsgras,01.01.705 Patrijsstraat 1 (achter de huizen ),01.01.705,0,0,Stal ondergrond
Betontegels 30 x 30,01.01.705 Patrijsstraat 1 (achter de huizen ),01.01.705,0,0,Paard ondergrond
Veiligheidsgras,01.01.705 Patrijsstraat 1 (achter de huizen ),01.01.705,0,0,Spinner Bowl ondergrond
Talud / helling - Type 1,01.01.705 Patrijsstraat 1 (achter de huizen ),01.01.705,51.87357,4.641169,Talud Glijbaan
Gras / grond,01.01.705 Patrijsstraat 1 (achter de huizen ),01.01.705,0,0,Talud Glijbaan ondergrond
Combinatietoestellen,01.01.705 Patrijsstraat 1 (achter de huizen ),01.01.705,51.87331,4.640976,Combinatie toestel
Schommel,01.01.705 Patrijsstraat 1 (achter de huizen ),01.01.705,51.87371,4.641292,Zonnebloem
Voetbal veld,01.01.705 Patrijsstraat 1 (achter de huizen ),01.01.705,51.87334,4.641028,2 Minidoelen
