IMGEO_ONDERSTEUNEND_WATER_CODE;IMGEO_ONDERSTEUNEND_WATER_OMSC;WERKPAKKET_VLAK_CODE;WERKPAKKET_VLAK_OMSC;GROEN_VAKKEN_CODE;GROEN_VAKKEN_OMSC;BOUWJAAR;LEEFTIJD;OPPERVLAKTE;THEORETISCH_VERVANGINGSJAAR;BUURT_CODE;BUURT_OMSC;WIJK_CODE;WIJK_OMSC;STADSDEEL_CODE;STADSDEEL_OMSC;BEHEERDER_CODE;BEHEERDER_OMSC;EIGENAAR_CODE;EIGENAAR_OMSC;BEHEERGEBIEDEN_CODE;BEHEERGEBIEDEN_OMSC;COUNTER;ID;GUID
oever, slootkant;oever, slootkant; 91;Ruiggrasveld talud;;;1999;22;616.81;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag; 3635;De Brink;277718;96081;{09EDE8D9-83F8-3FE1-E053-293C0B0AF01F}
oever, slootkant;oever, slootkant;W10;Weide rietkraag;;;2005;14;749.83;;104;Lage Veld;40;Wateringse Veld;2;Escamp;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;20960;Rijner Wateringkade;277719;96083;{09EDE8D9-4198-3FE1-E053-293C0B0AF01F}
oever, slootkant;oever, slootkant;35H;Houtsingel oppervlak;;;2005;14;34.77;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;10960;Lozerlaan;277720;107929;{E69349D9-EB20-400A-A570-5974460D9AE3}
oever, slootkant;oever, slootkant;35H;Houtsingel oppervlak;;;2005;14;131.17;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag; 9715;Kraayensteinlaan;277721;107930;{7D114B2A-660F-4A44-A145-0C17D7B07CC9}
oever, slootkant;oever, slootkant;W10;Weide rietkraag;;;2005;14;737.86;;104;Lage Veld;40;Wateringse Veld;2;Escamp;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;20960;Rijner Wateringkade;277684;96084;{09EDE8D9-419D-3FE1-E053-293C0B0AF01F}
oever, slootkant;oever, slootkant;123;Weide moeras;;;1999;20;109.66;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag; 3635;De Brink;277685;96097;{117907C1-A919-0191-E053-293C0B0A0EB1}
oever, slootkant;oever, slootkant; 91;Ruiggrasveld talud;;;1999;22;41.63;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag; 3635;De Brink;277686;96100;{09EDE8D9-2A3E-3FE1-E053-293C0B0AF01F}
oever, slootkant;oever, slootkant;123;Weide moeras;;;1999;20;1092.72;;98;Dreven en Gaarden;33;Bouwlust;2;Escamp;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;11710;Melis Stokelaan;277687;96124;{09EDE8DA-36C9-3FE1-E053-293C0B0AF01F}
oever, slootkant;oever, slootkant;123;Weide moeras;;;1999;20;1161.71;;98;Dreven en Gaarden;33;Bouwlust;2;Escamp;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;11710;Melis Stokelaan;277688;96125;{09EDE8DA-36CA-3FE1-E053-293C0B0AF01F}
oever, slootkant;oever, slootkant;123;Weide moeras;;;1999;20;14.13;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;12065;Molenbrink;277689;96174;{117907C1-B22F-0191-E053-293C0B0A0EB1}
oever, slootkant;oever, slootkant;123;Weide moeras;;;1999;20;27.55;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag; 3635;De Brink;277690;96175;{117907C1-B231-0191-E053-293C0B0A0EB1}
oever, slootkant;oever, slootkant;123;Weide moeras;GGG01;Grote groengebieden;2000;19;268.38;;91;Kijkduin;15;Kijkduin en Ockenburgh;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;60949;Westduinpark;277691;96185;{09EDE8DB-69FD-3FE1-E053-293C0B0AF01F}
oever, slootkant;oever, slootkant;35S;Struweel oppervlak;GGG01;Grote groengebieden;;;135.37;;90;Ockenburgh;15;Kijkduin en Ockenburgh;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;20210;Wijndaelerweg;277692;97321;{697D5E22-C847-4273-9C9B-8EF1D4A22C9D}
oever, slootkant;oever, slootkant;123;Weide moeras;GGG01;Grote groengebieden;;;1087.66;;91;Kijkduin;15;Kijkduin en Ockenburgh;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;60949;Westduinpark;277693;97464;{067B1161-2197-4EB6-AD60-ED66C037964C}
oever, slootkant;oever, slootkant;123;Weide moeras;GGG01;Grote groengebieden;;;122.79;;91;Kijkduin;15;Kijkduin en Ockenburgh;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag; 4305;Driedistellaan;277694;97469;{73B8EE24-1E58-477C-A378-82494AD7889B}
oever, slootkant;oever, slootkant;123;Weide moeras;GGG01;Grote groengebieden;;;40.65;;91;Kijkduin;15;Kijkduin en Ockenburgh;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;20505;Zeewindelaan;277695;97473;{D9AE08BE-5286-4CAC-AD84-39BC14922FCF}
oever, slootkant;oever, slootkant;123;Weide moeras;GGG01;Grote groengebieden;;;413.53;;91;Kijkduin;15;Kijkduin en Ockenburgh;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag; 4305;Driedistellaan;277696;97474;{13A23AEA-4D1F-4665-A2E4-6D1EE8CCA498}
oever, slootkant;oever, slootkant;123;Weide moeras;GGG01;Grote groengebieden;;;26.08;;91;Kijkduin;15;Kijkduin en Ockenburgh;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;60949;Westduinpark;277697;97478;{FC1EC055-BD62-4768-A435-9003E9B3F1BB}
oever, slootkant;oever, slootkant;123;Weide moeras;GGG01;Grote groengebieden;;;25.64;;91;Kijkduin;15;Kijkduin en Ockenburgh;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;20505;Zeewindelaan;277698;97479;{252DD6AD-7DED-4C09-8B0E-C37750F8B2BE}
oever, slootkant;oever, slootkant;123;Weide moeras;GGG01;Grote groengebieden;;;24.96;;91;Kijkduin;15;Kijkduin en Ockenburgh;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;20505;Zeewindelaan;277699;97480;{4179CB63-A5D2-4802-B225-ADE84D935444}
oever, slootkant;oever, slootkant;123;Weide moeras;GGG01;Grote groengebieden;;;27.42;;91;Kijkduin;15;Kijkduin en Ockenburgh;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;20505;Zeewindelaan;277700;97481;{2F10A659-89C8-4EEE-AD1E-DB351E612A37}
oever, slootkant;oever, slootkant;123;Weide moeras;GGG01;Grote groengebieden;;;26.85;;91;Kijkduin;15;Kijkduin en Ockenburgh;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;20505;Zeewindelaan;277701;97482;{5101A2EF-2E81-48A9-9210-03150F7E2442}
oever, slootkant;oever, slootkant;123;Weide moeras;GGG01;Grote groengebieden;;;26.82;;91;Kijkduin;15;Kijkduin en Ockenburgh;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;20505;Zeewindelaan;277702;97483;{85DE9EA9-8DE3-448E-974A-61B27DBB735D}
oever, slootkant;oever, slootkant;123;Weide moeras;GGG01;Grote groengebieden;;;27.68;;91;Kijkduin;15;Kijkduin en Ockenburgh;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;20505;Zeewindelaan;277703;97484;{4E8EB750-E086-4C53-80F6-7DD408B0087C}
oever, slootkant;oever, slootkant;123;Weide moeras;GGG01;Grote groengebieden;;;27.61;;91;Kijkduin;15;Kijkduin en Ockenburgh;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;20505;Zeewindelaan;277704;97485;{779190AD-1F89-4E10-A20D-DDC5A3059309}
oever, slootkant;oever, slootkant;123;Weide moeras;GGG01;Grote groengebieden;;;26.9;;91;Kijkduin;15;Kijkduin en Ockenburgh;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;20505;Zeewindelaan;277705;97486;{FDD4961C-5816-47B5-94D4-CCFF160FB1C5}
oever, slootkant;oever, slootkant;123;Weide moeras;GGG01;Grote groengebieden;;;894.39;;91;Kijkduin;15;Kijkduin en Ockenburgh;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;60949;Westduinpark;277706;97490;{9DADBF8F-F9A6-4022-B47E-FDD797633A90}
oever, slootkant;oever, slootkant;123;Weide moeras;GGG01;Grote groengebieden;;;299.48;;91;Kijkduin;15;Kijkduin en Ockenburgh;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;14165;Pyrolalaan;277707;97491;{41CDE753-032D-419D-B50D-28F142147A87}
oever, slootkant;oever, slootkant; 87;Weide vlak;GGG01;Grote groengebieden;2000;19;543.57;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;50283;Madestein Recreatiegebied noordoost;277728;107948;{2E3D84D9-B103-4582-BF17-FFD6FC6BA93F}
oever, slootkant;oever, slootkant;35H;Houtsingel oppervlak;;;2005;14;841.97;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag; 8865;Karperdaal;277729;107955;{BAD02DF5-59A4-4F3D-B1AF-1D331980FF32}
oever, slootkant;oever, slootkant;35H;Houtsingel oppervlak;;;2005;14;950.42;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;10960;Lozerlaan;277730;107956;{D0CCE68E-1C2E-4329-AEF0-8733EA9DF350}
oever, slootkant;oever, slootkant;35H;Houtsingel oppervlak;;;2005;14;694.32;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag; 5010;Escamplaan;277731;107963;{8BFE9018-9642-4803-840D-3470C7427C9C}
oever, slootkant;oever, slootkant;35H;Houtsingel oppervlak;;;2005;14;46.81;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag; 5010;Escamplaan;277732;107965;{7AC1138F-3DB4-44BC-8D3E-7F3DB5EB678D}
oever, slootkant;oever, slootkant;35H;Houtsingel oppervlak;;;2005;14;88.23;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;15195;Rietvoorndaal;277733;107966;{67953EB1-4BC1-4AE5-B573-C43F96631B06}
oever, slootkant;oever, slootkant;35H;Houtsingel oppervlak;;;2005;14;46.57;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;15195;Rietvoorndaal;277734;107967;{03A3B88A-1346-40E8-A270-440589DA28C8}
oever, slootkant;oever, slootkant;30N;Natuurbos oppervlak;GGG01;Grote groengebieden;2000;19;7.01;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;50283;Madestein Recreatiegebied noordoost;277775;107920;{563B429B-11F9-4107-95F0-7F12966BCA62}
oever, slootkant;oever, slootkant;30N;Natuurbos oppervlak;GGG01;Grote groengebieden;2000;19;245.58;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;50283;Madestein Recreatiegebied noordoost;277776;107921;{FC61F5BE-E345-43CF-98B9-A55B6F72AED7}
oever, slootkant;oever, slootkant;30N;Natuurbos oppervlak;GGG01;Grote groengebieden;2000;19;201.82;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;50283;Madestein Recreatiegebied noordoost;277777;107923;{6682CD0E-F505-4451-9AA2-BF7A966625BD}
oever, slootkant;oever, slootkant;122;Natuurvriendelijke oever kruidenrijk droog talud 2x (D);;;2005;17;48.35;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;10960;Lozerlaan;277778;107926;{1AB6DDAC-C355-4C47-89C4-67507927A1AF}
oever, slootkant;oever, slootkant;122;Natuurvriendelijke oever kruidenrijk droog talud 2x (D);;;2005;17;99.39;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;10960;Lozerlaan;277779;107927;{C8FD30FA-4D39-4600-967D-5822D81448E7}
oever, slootkant;oever, slootkant;35H;Houtsingel oppervlak;;;2005;14;66.36;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;10960;Lozerlaan;277780;107928;{024AE11B-E61E-49F9-A41C-493CB6312127}
oever, slootkant;oever, slootkant; 88;Berm talud;;;2005;14;292.29;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag; 5255;Forellendaal;277781;107995;{52F11385-7F3E-4832-BCE9-4914AEAE3378}
oever, slootkant;oever, slootkant; 88;Berm talud;;;2009;10;103.68;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;11373;Margaretha van Hennebergweg;277782;107997;{065D7C54-6D75-4A4E-9FD2-2745072F2298}
oever, slootkant;oever, slootkant; 88;Berm talud;;;2009;10;20.15;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag; 5010;Escamplaan;277783;107998;{52C1B7E9-86D2-4355-A3B8-EDD160931D99}
oever, slootkant;oever, slootkant;35H;Houtsingel oppervlak;;;2005;14;27.75;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;15195;Rietvoorndaal;277735;107968;{B24BD8D6-9BE0-4192-B597-B49E2BCECFA8}
oever, slootkant;oever, slootkant;35H;Houtsingel oppervlak;;;2005;14;25.31;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;50283;Madestein Recreatiegebied noordoost;277736;107969;{5BDA779E-47B9-44E6-888D-B0BED1BDB411}
oever, slootkant;oever, slootkant;35H;Houtsingel oppervlak;;;2005;14;128.09;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag; 5010;Escamplaan;277737;107970;{A73DC868-DDD9-4D61-98AC-3B4B59CF6BB2}
oever, slootkant;oever, slootkant; 40;Grove heesters oppervlak;;;2001;18;100.8;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;15195;Rietvoorndaal;277738;107977;{4EA4D62F-36A8-4EE1-B85F-4C84367A0894}
oever, slootkant;oever, slootkant; 40;Grove heesters oppervlak;;;2001;18;206.37;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;15195;Rietvoorndaal;277739;107978;{C420A13D-494B-4A3C-B579-832581FD048A}
oever, slootkant;oever, slootkant; 40;Grove heesters oppervlak;;;2001;18;59.59;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;15195;Rietvoorndaal;277740;107981;{DBF71434-DD0D-442A-B506-35E4F838010A}
oever, slootkant;oever, slootkant; 40;Grove heesters oppervlak;;;2001;18;22.82;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;15195;Rietvoorndaal;277741;107982;{73AB770C-3B18-4C68-A8B7-3D71AC826747}
oever, slootkant;oever, slootkant; 88;Berm talud;;;2009;10;35.32;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;15195;Rietvoorndaal;277742;107983;{58C0BC7C-41F3-4146-BE7A-04A3086BCDA1}
oever, slootkant;oever, slootkant; 88;Berm talud;;;2009;10;93.78;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;15195;Rietvoorndaal;277743;107984;{217E5F7C-801C-436F-B9CD-4527781282CC}
oever, slootkant;oever, slootkant; 88;Berm talud;;;2009;10;11.67;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;15195;Rietvoorndaal;277744;107985;{A3544C14-1C6D-4FF7-9171-348B605123E7}
oever, slootkant;oever, slootkant;35H;Houtsingel oppervlak;;;2005;14;314.68;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;11373;Margaretha van Hennebergweg;277745;107986;{CFBC4790-D199-4E08-A6B0-2AC19F116A75}
oever, slootkant;oever, slootkant;35H;Houtsingel oppervlak;;;2005;14;129.53;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag; 5010;Escamplaan;277746;107987;{12AF5A2F-EF58-41C7-91A6-46485AAE48A9}
oever, slootkant;oever, slootkant; 91;Ruiggrasveld talud;;;2007;14;37.95;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag; 5255;Forellendaal;277747;107993;{B678CCC3-F7F7-43E4-A8AD-3F2BC5263A87}
oever, slootkant;oever, slootkant; 88;Berm talud;;;2009;10;95.91;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag; 5255;Forellendaal;277748;107994;{BD15DAF4-C8FF-470C-9269-507DBF436C9E}
oever, slootkant;oever, slootkant; 88;Berm talud;;;2005;14;135.46;;53;Vruchtenbuurt;19;Vruchtenbuurt;3;Segbroek;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;11930;Mient;277749;99628;{538F1FF7-8589-4E28-8B57-B5CF88CD854E}
oever, slootkant;oever, slootkant; 88;Berm talud;;;2005;14;2.52;;53;Vruchtenbuurt;19;Vruchtenbuurt;3;Segbroek;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;11930;Mient;277750;99630;{710FDA58-E2A6-4E9D-8B33-72BAE294A4F9}
oever, slootkant;oever, slootkant; 88;Berm talud;;;2005;14;54.88;;53;Vruchtenbuurt;19;Vruchtenbuurt;3;Segbroek;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;11930;Mient;277751;99634;{74914B0D-1DC7-44AB-A6DF-DB8CEBBE387A}
oever, slootkant;oever, slootkant; 88;Berm talud;;;2005;14;1.5;;53;Vruchtenbuurt;19;Vruchtenbuurt;3;Segbroek;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;11930;Mient;277752;99635;{FA3C42CA-0393-4A17-BCEA-31CC6F88B6EC}
oever, slootkant;oever, slootkant; 88;Berm talud;;;2005;14;2.32;;53;Vruchtenbuurt;19;Vruchtenbuurt;3;Segbroek;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;11930;Mient;277753;99637;{BA9BE5EE-BCBF-46A6-A584-C3A92F1DC608}
oever, slootkant;oever, slootkant; 88;Berm talud;;;2005;14;18.96;;53;Vruchtenbuurt;19;Vruchtenbuurt;3;Segbroek;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;11930;Mient;277754;99638;{B47B04C2-5131-4A11-B6B7-1539CE1C20CD}
oever, slootkant;oever, slootkant;120;Ruigte 1 keer per 2 jaar, drassig;GGG01;Grote groengebieden;2003;16;271.7;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;50282;Madestein west;277755;99958;{86CE890F-9155-4B87-92F5-EDB831439A07}
oever, slootkant;oever, slootkant; 87;Weide vlak;GGG01;Grote groengebieden;2001;18;279.66;;36;Zuiderpark;35;Zuiderpark;2;Escamp;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;20665;Zuiderpark;277756;106216;{5C112376-B8A6-4ADD-BF1B-03035DB123BC}
oever, slootkant;oever, slootkant; 87;Weide vlak;GGG01;Grote groengebieden;2001;18;128.27;;36;Zuiderpark;35;Zuiderpark;2;Escamp;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;20665;Zuiderpark;277757;106217;{89BE59D2-025E-4F82-AF3F-1A7404A8B8E2}
oever, slootkant;oever, slootkant; 87;Weide vlak;GGG01;Grote groengebieden;2001;18;28.42;;36;Zuiderpark;35;Zuiderpark;2;Escamp;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;20665;Zuiderpark;277758;106218;{26C28A5C-5A1B-4EFD-810A-005553ACB3D1}
oever, slootkant;oever, slootkant; 86;Berm vlak;GGG01;Grote groengebieden;2004;15;135.32;;89;Morgenstond-oost;34;Morgenstond;2;Escamp;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;11410;Marie Heinenweg;277759;106227;{707FE484-8068-49AE-A63E-DFA5CC7FF76C}
oever, slootkant;oever, slootkant; 86;Berm vlak;GGG01;Grote groengebieden;2004;15;45.66;;89;Morgenstond-oost;34;Morgenstond;2;Escamp;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;11410;Marie Heinenweg;277760;106228;{2EA145FB-ED31-4A09-861E-65841A5F8D84}
oever, slootkant;oever, slootkant; 86;Berm vlak;GGG01;Grote groengebieden;2004;15;44.79;;89;Morgenstond-oost;34;Morgenstond;2;Escamp;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;11410;Marie Heinenweg;277761;106229;{927364D9-4A7D-4DA4-9620-3070D8C2C910}
oever, slootkant;oever, slootkant; 86;Berm vlak;GGG01;Grote groengebieden;2004;15;41.99;;89;Morgenstond-oost;34;Morgenstond;2;Escamp;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;11410;Marie Heinenweg;277762;106230;{BB436D56-BF81-4810-BD82-31BCDF915CA1}
oever, slootkant;oever, slootkant; 86;Berm vlak;GGG01;Grote groengebieden;2004;15;40.22;;89;Morgenstond-oost;34;Morgenstond;2;Escamp;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;11410;Marie Heinenweg;277763;106231;{4BCEF10C-A94D-4570-9B9F-E99267D817E6}
oever, slootkant;oever, slootkant; 86;Berm vlak;GGG01;Grote groengebieden;2004;15;58.73;;89;Morgenstond-oost;34;Morgenstond;2;Escamp;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;11410;Marie Heinenweg;277764;106232;{AED64F32-C9D9-4AC6-BC44-838C4691D834}
oever, slootkant;oever, slootkant; 75;Grasveld vlak;GGG01;Grote groengebieden;2004;15;876.79;;97;Kraayenstein;16;Kraayenstein en Vroondaal;1;Loosduinen;DSB/DPZ;DSB/DPZ;;Gemeente Den Haag;50283;Madestein Recreatiegebied noordoost;277765;107896;{3B506FD7-2DAF-4086-892B-8153B2CAB61F}
