Nummer;Totaal van;Jaar;Maand;Nationaliteit;Aantal Inbewaringstelling na ID-onderzoek
1;Jaar;2016;;;1570
2;Jaar, Maand;2016;1;;130
2;Jaar, Maand;2016;2;;120
2;Jaar, Maand;2016;3;;140
2;Jaar, Maand;2016;4;;140
2;Jaar, Maand;2016;5;;140
2;Jaar, Maand;2016;6;;110
2;Jaar, Maand;2016;7;;100
2;Jaar, Maand;2016;8;;140
2;Jaar, Maand;2016;9;;120
2;Jaar, Maand;2016;10;;150
2;Jaar, Maand;2016;11;;150
2;Jaar, Maand;2016;12;;160
3;Jaar, Nationaliteit;2016;;Afghaanse;40
3;Jaar, Nationaliteit;2016;;Albanese;150
3;Jaar, Nationaliteit;2016;;Algerijnse;110
3;Jaar, Nationaliteit;2016;;Amerikaans burger;10
3;Jaar, Nationaliteit;2016;;Armeense;20
3;Jaar, Nationaliteit;2016;;Azerbeidzjaanse;10
3;Jaar, Nationaliteit;2016;;Belarussische;10
3;Jaar, Nationaliteit;2016;;Braziliaanse;10
3;Jaar, Nationaliteit;2016;;Brits burger;10
3;Jaar, Nationaliteit;2016;;Bulgaarse;10
3;Jaar, Nationaliteit;2016;;Burger van Bosnië-Herzegovina;20
3;Jaar, Nationaliteit;2016;;Burger van Congo;10
3;Jaar, Nationaliteit;2016;;Chinese;20
3;Jaar, Nationaliteit;2016;;Colombiaanse;10
3;Jaar, Nationaliteit;2016;;Egyptische;40
3;Jaar, Nationaliteit;2016;;Eritrese;20
3;Jaar, Nationaliteit;2016;;Georgische;60
3;Jaar, Nationaliteit;2016;;Ghanese;20
3;Jaar, Nationaliteit;2016;;Guinese;10
3;Jaar, Nationaliteit;2016;;Hongaarse;10
3;Jaar, Nationaliteit;2016;;Indiase;40
3;Jaar, Nationaliteit;2016;;Indonesische;10
3;Jaar, Nationaliteit;2016;;Iraakse;30
3;Jaar, Nationaliteit;2016;;Iraanse;20
3;Jaar, Nationaliteit;2016;;Ivoriaanse;10
3;Jaar, Nationaliteit;2016;;Joegoslavische;10
3;Jaar, Nationaliteit;2016;;Kosovaarse;40
3;Jaar, Nationaliteit;2016;;Liberiaanse;10
3;Jaar, Nationaliteit;2016;;Libische;30
3;Jaar, Nationaliteit;2016;;Litouwse;10
3;Jaar, Nationaliteit;2016;;Malinese;10
3;Jaar, Nationaliteit;2016;;Marokkaanse;280
3;Jaar, Nationaliteit;2016;;Mongolische;10
3;Jaar, Nationaliteit;2016;;Nepalese;10
3;Jaar, Nationaliteit;2016;;Nigeriaanse;50
3;Jaar, Nationaliteit;2016;;Oekraïense;20
3;Jaar, Nationaliteit;2016;;Onbekend;50
