FID,hectomtrng,afstand,wvk_id,wvk_begdat,zijde,hecto_lttr,gdb_geomattr_data,shape
nwb_wegen_hectopunten_2021.1,921,42,412188002,2001-03-01T00:00:00, , ,,POINT (206238 394299)
nwb_wegen_hectopunten_2021.2,920,146,412188002,2001-03-01T00:00:00, , ,,POINT (206310 394223)
nwb_wegen_hectopunten_2021.3,919,251,412188002,2001-03-01T00:00:00, , ,,POINT (206382 394147)
nwb_wegen_hectopunten_2021.4,918,357,412188002,2001-03-01T00:00:00, , ,,POINT (206454 394070)
nwb_wegen_hectopunten_2021.5,917,460,412188002,2001-03-01T00:00:00, , ,,POINT (206525 393995)
nwb_wegen_hectopunten_2021.6,916,567,412188002,2001-03-01T00:00:00, , ,,POINT (206599 393918)
nwb_wegen_hectopunten_2021.7,403,41,90181010,2001-05-01T00:00:00, , ,,POINT (45200 390495)
nwb_wegen_hectopunten_2021.8,65,15,90143006,2001-05-01T00:00:00, , ,,POINT (45323.38500000164 371715.24599999934)
nwb_wegen_hectopunten_2021.9,66,112,90143017,2001-05-01T00:00:00, , ,,POINT (45430 371756)
nwb_wegen_hectopunten_2021.10,22,0,90231002,2001-04-01T00:00:00, , ,,POINT (45200 415588)
nwb_wegen_hectopunten_2021.11,21,90,90231002,2001-04-01T00:00:00, , ,,POINT (45252 415514)
nwb_wegen_hectopunten_2021.12,20,179,90231002,2001-04-01T00:00:00, , ,,POINT (45304 415442)
nwb_wegen_hectopunten_2021.13,371,71,128167006,2001-06-01T00:00:00, , ,,POINT (64547 383841)
nwb_wegen_hectopunten_2021.14,342,84,133165024,2001-06-01T00:00:00, , ,,POINT (67049 382716)
nwb_wegen_hectopunten_2021.15,341,180,133165024,2001-06-01T00:00:00, , ,,POINT (67145 382719)
nwb_wegen_hectopunten_2021.16,336,11,135165003,2001-06-01T00:00:00, , ,,POINT (67636 382814)
nwb_wegen_hectopunten_2021.17,43,31,237326016,2001-07-01T00:00:00, ,z,,POINT (118730.14299999923 463138.51000000164)
nwb_wegen_hectopunten_2021.18,33,17,455350019,2001-06-01T00:00:00, ,z,,POINT (228003.27800000086 475326.3189999983)
nwb_wegen_hectopunten_2021.19,32,123,455350019,2001-06-01T00:00:00, ,z,,POINT (228086 475265)
nwb_wegen_hectopunten_2021.20,31,227,455350019,2001-06-01T00:00:00, ,z,,POINT (228168 475204)
nwb_wegen_hectopunten_2021.21,59,55,263393009,2002-01-01T00:00:00, , ,,POINT (131689.72800000012 496566.5529999994)
nwb_wegen_hectopunten_2021.22,14,27,216433002,2002-01-01T00:00:00, , ,,POINT (108371 516897)
nwb_wegen_hectopunten_2021.23,13,127,216433002,2002-01-01T00:00:00, , ,,POINT (108470 516883)
nwb_wegen_hectopunten_2021.24,12,227,216433002,2002-01-01T00:00:00, , ,,POINT (108568 516866)
nwb_wegen_hectopunten_2021.25,11,326,216433002,2002-01-01T00:00:00, , ,,POINT (108666 516848)
nwb_wegen_hectopunten_2021.26,10,426,216433002,2002-01-01T00:00:00, , ,,POINT (108764 516831)
nwb_wegen_hectopunten_2021.27,9,526,216433002,2002-01-01T00:00:00, , ,,POINT (108863 516813)
nwb_wegen_hectopunten_2021.28,8,627,216433002,2002-01-01T00:00:00, , ,,POINT (108962 516795)
nwb_wegen_hectopunten_2021.29,7,726,216433002,2002-01-01T00:00:00, , ,,POINT (109060 516779)
nwb_wegen_hectopunten_2021.30,169,562,436424007,2001-12-01T00:00:00, ,o,,POINT (218986 512202)
nwb_wegen_hectopunten_2021.31,167,363,436424007,2001-12-01T00:00:00, ,o,,POINT (218791 512161)
nwb_wegen_hectopunten_2021.32,164,64,436424007,2001-12-01T00:00:00, ,o,,POINT (218498 512100)
nwb_wegen_hectopunten_2021.33,168,462,436424007,2001-12-01T00:00:00, ,o,,POINT (218888 512181)
nwb_wegen_hectopunten_2021.34,166,264,436424007,2001-12-01T00:00:00, ,o,,POINT (218694 512140)
nwb_wegen_hectopunten_2021.35,165,164,436424007,2001-12-01T00:00:00, ,o,,POINT (218596 512119)
nwb_wegen_hectopunten_2021.36,476,1,111175008,2002-07-01T00:00:00, , ,,POINT (55765.09299999848 387786.41099999845)
nwb_wegen_hectopunten_2021.37,474,203,111175008,2002-07-01T00:00:00, , ,,POINT (55943.107999999076 387690.94200000167)
nwb_wegen_hectopunten_2021.38,472,405,111175008,2002-07-01T00:00:00, , ,,POINT (56120.89900000021 387595.0540000014)
nwb_wegen_hectopunten_2021.39,470,609,111175008,2002-07-01T00:00:00, , ,,POINT (56299.743000000715 387498.01099999994)
nwb_wegen_hectopunten_2021.40,475,102,111175008,2002-07-01T00:00:00, , ,,POINT (55853.99100000039 387738.47199999914)
nwb_wegen_hectopunten_2021.41,473,300,111175008,2002-07-01T00:00:00, , ,,POINT (56028.675000000745 387644.71599999815)
nwb_wegen_hectopunten_2021.42,471,509,111175008,2002-07-01T00:00:00, , ,,POINT (56212.2659999989 387545.8539999984)
nwb_wegen_hectopunten_2021.43,469,708,111175008,2002-07-01T00:00:00, , ,,POINT (56390.199000000954 387457.22300000116)
nwb_wegen_hectopunten_2021.44,761,2,273340015,2002-06-01T00:00:00, , ,,POINT (136886.53200000152 470180)
nwb_wegen_hectopunten_2021.45,48,54,37151001,2003-10-01T00:00:00, , ,,POINT (18919 375504)
nwb_wegen_hectopunten_2021.46,47,156,37151001,2003-10-01T00:00:00, , ,,POINT (18988 375429)
nwb_wegen_hectopunten_2021.47,46,254,37151001,2003-10-01T00:00:00, , ,,POINT (19054 375356)
nwb_wegen_hectopunten_2021.48,45,355,37151001,2003-10-01T00:00:00, , ,,POINT (19122 375282)
nwb_wegen_hectopunten_2021.49,44,455,37151001,2003-10-01T00:00:00, , ,,POINT (19189 375207)
nwb_wegen_hectopunten_2021.50,43,555,37151001,2003-10-01T00:00:00, , ,,POINT (19257 375134)
