FID,datummutatie,naammuteerder,bron,status,genormeerd,rwsdienst,waterlichaam,objectcode,kribid,kribkophoogte,opmerkingen,gdb_geomattr_data,shape
kribkophoogtes_legger.38,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,265F2AE9-5F1F-48A3-9850-5C446378D6D8,BDD34D97-8699-42BD-B1EA-ECC1E2E3E160,0.97,,,POINT (198364.3299999982 502805.87999999896)
kribkophoogtes_legger.39,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,E20A694D-69BF-4AC6-9CF3-67B95DE95A61,C6E9D47C-C6E3-4EEB-B54F-15F5F8297095,1.8,,,POINT (205091.37999999896 493853.4699999988)
kribkophoogtes_legger.40,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,1732958F-1C18-4061-800F-6881C2BF00C0,4A74D09C-7BDB-4531-B369-C51B7AE01D89,4,,,POINT (208015.87999999896 473232.7800000012)
kribkophoogtes_legger.41,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,86889DC0-D946-46CD-9698-0E8129344B7F,B68C05CA-59F8-4724-AD40-2537541ECA80,5.88,,,POINT (211641.01999999955 458252.83999999985)
kribkophoogtes_legger.42,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,1DBBDD12-30F8-4089-ABE5-E5744C0246DD,1D0D4010-D764-428E-A5DA-1B4F666EDEE1,3.16,,,POINT (203074.44999999925 481998.87999999896)
kribkophoogtes_legger.43,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,09521262-0224-4895-9B2E-38E7683AD9D7,E45CB237-0A3C-48C1-9132-0DAB43735A5B,5.31,,,POINT (209550.6099999994 464118.91000000015)
kribkophoogtes_legger.44,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,C23C592F-D1F0-48A8-A9E7-E3E9077F1285,BCA7DF10-8E6F-4ECF-BA27-9A843087F5C1,4.36,,,POINT (208861.30000000075 468460.75)
kribkophoogtes_legger.45,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,6C908EE0-7F3C-44F1-ABEF-56212C97DB2C,4F1B2C6E-A104-43E6-A766-D97F2E7AF798,0.91,,,POINT (199084.44000000134 502323.58999999985)
kribkophoogtes_legger.46,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,0027D59A-AF37-4DAA-A50E-96ABF2211DEF,A5757DC1-36B2-45BE-831D-51EAB1BE29E1,1.92,,,POINT (205727.94000000134 491481.05999999866)
kribkophoogtes_legger.47,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,F0FB10AD-042E-4E37-AB98-487896E6DFE5,7205A41C-213B-47E6-8987-09100DF7CBBD,1.13,,,POINT (193585.44999999925 505378.58999999985)
kribkophoogtes_legger.48,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,92680A99-3E50-4B92-9E7A-D8F1FE22033A,4DF962FE-F060-44F6-861E-C80976417A6E,1.78,,,POINT (203935.1400000006 495175.66000000015)
kribkophoogtes_legger.49,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,8BB3F288-3FCF-4A23-9945-5156C789CCC9,7DA5E6C4-FAA0-4EB9-B243-32631D611AE2,3.77,,,POINT (205206.94999999925 475704.08999999985)
kribkophoogtes_legger.50,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,05AFCFCA-594F-4630-B0C0-B7B717262122,A33D354B-0013-4D76-A6BD-EAE1B3FDE4F2,2.56,,,POINT (203948.91000000015 484341.19000000134)
kribkophoogtes_legger.51,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,B7D31F97-95A5-4AE4-B084-995EA70F5A25,A5C15F47-3202-464F-9D95-626A81C98512,0.91,,,POINT (193825.01999999955 504274.83999999985)
kribkophoogtes_legger.52,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,E5C299B7-C86B-44A4-A805-0AE6F3F0E5F4,9260DC0A-B04C-48EE-97CC-1B607C0AC179,1.27,,,POINT (203076.3599999994 498770.7800000012)
kribkophoogtes_legger.53,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,4CB2A16E-D4F3-4397-BB4B-D2F34DB05270,8C2E89EF-8D51-4372-84C2-BCE9D3314857,2.36,,,POINT (204064.6400000006 487786.83999999985)
kribkophoogtes_legger.54,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,BC4C37DD-7C7E-4660-9FB2-5DEDA5A66709,F7984DB1-78CD-4425-86F6-6E4842E3439B,3.27,,,POINT (204374.05000000075 478199.69000000134)
kribkophoogtes_legger.55,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,ECE2D604-61B8-48C1-91A3-B8C678CB67E2,86589E30-F905-4456-838F-CC340E4008D4,0.95,,,POINT (197524.33999999985 503877.87999999896)
kribkophoogtes_legger.56,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,BC693C12-3895-4BC0-A607-E229AB284F81,38F066AB-A59A-479E-92D9-0BB9EFF3DB2D,1.58,,,POINT (203649.44000000134 497318)
kribkophoogtes_legger.57,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,89B56C05-396F-466B-9D62-61DA98B872FD,C10E89A8-1F90-4A38-B62B-29B27B09AF73,2.68,,,POINT (203084.5 485999.62000000104)
kribkophoogtes_legger.58,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,C8C552DF-041A-4002-83CC-2551A05D08D6,8B5C3C71-F360-49E2-97C7-A6B92BDFB263,2.35,,,POINT (205209.3599999994 489262.5300000012)
kribkophoogtes_legger.59,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,4F7434AF-4169-427C-845E-C504C0EE6B62,EC5A8DF5-38FE-4CA1-83E2-AC6700FCB3C5,5.64,,,POINT (210005.16000000015 460940.87999999896)
kribkophoogtes_legger.60,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,7FB2527C-FEBD-49FA-8D2B-C65419DD1E5A,FAD445FD-E809-439A-984C-5AF7D8B1A6BA,4.74,,,POINT (208422.87999999896 468332.62000000104)
kribkophoogtes_legger.61,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,07D9E667-B5FE-477A-85D7-48610B03878A,0E753B99-E50C-4881-B00E-700C4D20D9B3,4.64,,,POINT (208482.83999999985 467124.44000000134)
kribkophoogtes_legger.62,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,66AF5DD3-8EFB-4A34-BE60-F65EED6456C9,D80A3F70-A6AA-49D0-A25E-AD615C20B390,4.09,,,POINT (204463.12000000104 476876.94000000134)
kribkophoogtes_legger.63,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,01E5646E-5FDD-47EE-803A-5EB34B1B9352,7B09780E-4B8D-4F4E-8B1F-D6ACC7DC1CE6,3.6,,,POINT (205176.3599999994 476217.12000000104)
kribkophoogtes_legger.64,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,AC9A8488-DAB4-48BC-B978-8EA4FCD68045,7961FA8E-D14B-4350-9998-42DCDBB9E9D0,0.58,,,POINT (197708.0799999982 503194.08999999985)
kribkophoogtes_legger.65,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,C8E3F998-B1A3-40EF-A236-57C5BF362DC8,4984EFD5-6EAC-4CE5-A010-AE204623662C,1.88,,,POINT (204853.66000000015 494178.0300000012)
kribkophoogtes_legger.66,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,FF7D0E27-DC10-45CB-A28B-B52C3C02671B,AA9EDC50-4CE4-4FD4-8BA0-EC996B7D0E5F,3.77,,,POINT (206817.5 474361.25)
kribkophoogtes_legger.67,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,262EAA04-A3C4-4C1D-B133-FBA8CF6918B0,FFB187F2-3396-43BC-B7F6-67F3B4AF255D,2.88,,,POINT (203334.26999999955 483390.19000000134)
kribkophoogtes_legger.68,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,747120A3-4C3B-412F-8C3A-391CCDF8EDC4,7555A466-43F5-4AED-802E-84DF296EE95B,4.98,,,POINT (209675.30000000075 464387.83999999985)
kribkophoogtes_legger.69,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,59C5D35A-F1BF-4F4E-BC1A-088D8B33D405,D95E4913-FAB9-4D36-AB7D-C8832511850F,3.87,,,POINT (209351.08999999985 468674.66000000015)
kribkophoogtes_legger.70,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,354716E7-BDE2-4A86-9E13-6F196E0CE499,12AFE67C-4CD8-40B8-89CF-50338DF27C3F,0.75,,,POINT (198885.4200000018 502397.91000000015)
kribkophoogtes_legger.71,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,3BF8C191-0BCA-4E9E-AB8F-FE3CD6A34645,C49E2EAE-D540-463A-8FC9-287CC9309F51,1.81,,,POINT (205788.37999999896 492509.41000000015)
kribkophoogtes_legger.72,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,34F95728-9DCB-4571-89A5-E1DB58EDB923,D3DCED8C-0E4D-435E-B0F1-6FDD3D27BCB9,3.89,,,POINT (207806.33999999985 472220.44000000134)
kribkophoogtes_legger.73,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,FEA8745B-83FA-4C0D-92A0-FD097D03E1E0,D419CABE-2233-4B93-830D-0BD2E8C7C8AE,1.08,,,POINT (193268.37999999896 505658.58999999985)
kribkophoogtes_legger.74,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,26A29371-ECF3-4668-B7CE-7F1D73DCBF86,7C50F6B5-B4F3-4457-9E65-D1FB204D0E9F,1.58,,,POINT (203704.19999999925 495480.0300000012)
kribkophoogtes_legger.75,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,4EE9507F-8F49-4268-855B-298CBEE8DA55,1E4F46B8-3B08-43C0-86F9-19AE3580CC9E,2.89,,,POINT (203609.37999999896 485027.0300000012)
kribkophoogtes_legger.76,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,44ED8C9B-C7EA-42D5-BD36-75FA85F6BDB1,D23C8080-CA2D-47E0-8E1B-917742E781FB,0.96,,,POINT (196335.05999999866 504682)
kribkophoogtes_legger.77,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,C466C114-6BDD-4971-AD5B-BAC2A0C45C8E,9E5205B0-2F24-4238-97EC-C212B2A49A97,1.39,,,POINT (202679.58999999985 499102.5)
kribkophoogtes_legger.78,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,E59E6128-97AA-49EF-8C01-4244E7D77813,B93BE7ED-508A-40D4-96DA-45F8B88C51C2,2.11,,,POINT (204986.80999999866 488324.87999999896)
kribkophoogtes_legger.79,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,76CC4766-2AC2-491F-90EE-DE7B5D2E940A,D06788B5-B381-4A95-9CBA-324A40845C1D,5.89,,,POINT (209631.55000000075 459318.37999999896)
kribkophoogtes_legger.80,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,8B28E885-F87D-4984-9C65-CE3C7A09EE89,F90697FB-9989-4A40-AF05-2C143D036037,3.27,,,POINT (203779.51999999955 479991.55999999866)
kribkophoogtes_legger.81,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,8EE170B9-36FF-42DA-9B2E-DF07B2D86B4D,3E18B261-2F26-470D-A786-822E2F26690B,0.52,,,POINT (198640.69000000134 502497.12000000104)
kribkophoogtes_legger.82,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,6D6C5C8E-80D0-4A2D-862A-9BA8CEA3F8D2,ED0D15DB-AE0B-479C-9CAE-06614B246154,2.25,,,POINT (202719.3599999994 487396.37999999896)
kribkophoogtes_legger.83,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,4FFF71AA-2A7B-4668-BAE8-2BFCA3172720,CEA62E83-9BC9-40D6-84B2-ABFEFF274D66,2.19,,,POINT (205200.33999999985 489312.08999999985)
kribkophoogtes_legger.84,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,DB1B0FFE-5A22-4E31-A56A-AC136C91DE93,6CED7E22-FE2D-46C1-8264-B6FF6D4F65F7,5.2,,,POINT (209444.05000000075 462696.0300000012)
kribkophoogtes_legger.85,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,91F9C95C-D9D1-4F0F-919D-8DFB0E2FF565,DF0EA080-2E5E-4920-AC6B-5CC7C5ED1392,4.57,,,POINT (208727.75 468391.7199999988)
kribkophoogtes_legger.86,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,B8C4064B-1D54-47F9-806E-BC9AC1CE6FBD,AA59D759-8CC2-438A-8316-331F6845102C,5.12,,,POINT (207657.3599999994 467230.41000000015)
kribkophoogtes_legger.87,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,D26A6075-C89A-4FBB-9453-42A3107DEF4F,E3F2C8B1-CED9-40A4-A063-08B22509AD76,3.53,,,POINT (204378.3599999994 477109.19000000134)
kribkophoogtes_legger.88,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,B744582B-4F1F-429F-8649-9CCECCF9940E,F208F36F-9B79-49FD-BEA3-47BCE7793792,1.35,,,POINT (201595.44000000134 499592.9699999988)
kribkophoogtes_legger.89,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,936E6868-98DB-431E-9629-9F4C1774AF64,A10BE8C6-D64E-4FED-A8D5-E7D51A8D74CD,3.55,,,POINT (205074.87999999896 476367.2800000012)
kribkophoogtes_legger.90,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,FB4B3567-2CC6-4EB6-ACA9-F236A9E4FEB5,68128A86-CEF7-448B-9DB1-DCCF18CB04AA,1.8,,,POINT (204592.16000000015 494569.4699999988)
kribkophoogtes_legger.91,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,02070F82-FB58-4F1E-823B-2E8C5A869C94,045B802F-ED8D-48D3-84B2-9D49629F5A5F,3.92,,,POINT (206618.05000000075 474511.05999999866)
kribkophoogtes_legger.92,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,FA4EB0DE-37D2-481B-8E92-D8F5F1E94538,158EF3C0-8565-4D61-BEDE-D2BC8E88EB87,3,,,POINT (203616.12000000104 483699.44000000134)
kribkophoogtes_legger.93,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,1CA3C35D-E8B4-41EE-9076-554F1A229E36,362103C7-CD17-487B-8216-DE981FFC2AAD,1.46,,,POINT (203501.6700000018 497770.7199999988)
kribkophoogtes_legger.94,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,CB6D29A7-DD0F-4CF7-BE08-D79D6E53CD6C,80846CF3-D7CC-4B44-8B7D-76BAB219E66F,4.75,,,POINT (209314.9200000018 466144.9699999988)
kribkophoogtes_legger.95,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,0EF67CB0-AE1A-481E-818F-AA28952445AE,70B2096A-093C-4BDB-9801-EA35D16BF1C7,4.28,,,POINT (209251.44000000134 468746.7800000012)
kribkophoogtes_legger.96,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,F6C73054-136C-4EAB-BA78-9F0D1E7CDF3E,FDC17E9F-4FC4-4F4A-A741-9D78D4D78F78,2.03,,,POINT (205670.3599999994 492849.7199999988)
kribkophoogtes_legger.97,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,BC7217AE-DDB5-4A92-B361-7793AA916299,5C29C9E9-D4CD-41AF-B4CC-FE5FC088047A,4.03,,,POINT (207897.4200000018 472794.62000000104)
kribkophoogtes_legger.98,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,A1D4CB3F-0B6E-4E02-8545-CD2DA99CA763,A5F3DF6E-2305-4CE2-8DBF-6A14070558EF,3.13,,,POINT (203119.37999999896 482570.5300000012)
kribkophoogtes_legger.99,2022-07-04T00:00:00,RHDHV,Baseline,Vastgesteld,0,ON,IJssel,8BD16B78-5835-453D-AC38-31DB3464E940,FE379577-B812-4155-A618-55D234192D0B,0.49,,,POINT (191468.80999999866 507714.2800000012)
