DOSSIERNR;REGISTR_OMS;INGANGSDATUM;EINDDATUM;STRAAT;HUISNR;LOKATIE;STADSDEEL;X_KOORD;Y_KOORD;COUNTER;LONG;LAT
00102IPM18;het organiseren van een private markt de HS Markt ter hoogte van de Stationsweg 1 te Den Haag. De aanvraag is ingediend voor 27 en 28 oktober 2018.  verleend;2018-10-27;2018-10-28;Stationsweg;1;Stationsweg 1 - Stationsplein (Stationsplein);CENTRUM;81636.797;454474.337;364;4.317103878495338;52.07368521423442
00133IPM18;het organiseren van een incidentele private markt genaamd Kerkplein Markets op de locatie Kerkplein (rond de Grote Kerk). Aanvraag is ingediend op 30 en 31 maart 2019.  verleend;2019-03-30;2019-03-31;Kerkplein;1;Kerkplein 1 - Plein (Centrum, Lange Voorhout);CENTRUM;80992.709;454968.358;365;4.307603451869247;52.07803916616869
00163IPM18;het organiseren van een incidentele private markt genaamd Oogstmarkt 2018. Op de locatie Provinciehuis Zuid-Holland, Zuid-Hollandplein 1 in Den Haag. De aanvraag is ingediend voor 18 oktober 2018. verleend;2018-10-18;2018-10-18;Zuid-Hollandplein;22;Zuid-Hollandplein 22 - Plein (Haagsche Hout, Zuid-Hollandplein );HAAGSE HOUT;81569.327;455976.24;366;4.315796645289623;52.087173518953456
00013IPM19;Koningsvrijmarkt Leyweg 27-04-2019 verleend;2019-04-27;2019-04-27;Leyweg;1;Leyweg 1 - Leyweg (Escamp, Leyweg);LOOSDUINEN;77760.078;453187.768;367;4.260858079038967;52.06159619401367
00081IPM19;Le Marie Marche goes green in de Reinkenstraat op 13-10-2019 verleend;2019-11-06;2019-11-06;Reinkenstraat;1;Reinkenstraat 1 - Reinkenstraat (Scheveningen, Reinkenstraat);SCHEVENINGEN;79391.991;455321.371;368;4.2841784444892745;52.08099534911913
00051IPM20;Salt Market 22 en 23 aug 2020 verleend;2020-08-22;2020-08-23;Strandweg;1;Strandweg 1;SCHEVENINGEN;77880.105;457428.037;369;4.26164952891275;52.09971864699273
00059IPM20;Marche Royal   Prinsestraat, (Korte) Molenstraat, Molstraat,Nobelstraat, Kerkplein"            11-10-2020 verleend;2020-10-11;2020-10-11;Prinsestraat;1;Prinsestraat 1;CENTRUM;80976.639;454962.405;370;4.307370358016654;52.077983520227065
00092IPM20;Jaarmarkt Scheveningen op locatie Boulevard op 7-8-2021 en 8-8-2021 verleend;2020-08-07;2020-08-08;Strandweg;1;Strandweg 1;SCHEVENINGEN;77880.105;457428.037;371;4.26164952891275;52.09971864699273
00023IPM21;IPM Haagse Wereld Hapjes van 1-6-2022 t/m 8-6-2022, gelegen op locatie Lange Voorhout. verleend;2022-06-01;2022-06-08;Lange Voorhout;1;Lange Voorhout 1 - Lange Voorhout (Centrum, Lange voorhout);CENTRUM;81118.763;455303.686;372;4.309369371428719;52.08106950617021
00024IPM21;Le Marie Marche op de Frederik Hendriklaan (29 augustus, 12 september en 19 september 2021) verleend;2021-08-29;2021-09-26;Frederik Hendriklaan;0;Frederik Hendriklaan  - Frederik Hendriklaan (Scheveningen, Frederik Hendriklaan );SCHEVENINGEN;78906.932;456762.642;373;4.276781743830995;52.093881114808184
00002IPM22;IPM Hobbemamarkt 2-4-2022 t/m 3-4-2022, gelegen op locaties Hobbemaplein en Hobbemastraat.  verleend;2022-04-02;2022-04-03;Hobbemastraat;0;Hobbemastraat  - Hobbemastraat (Centrum, Hobbemastraat);CENTRUM;80687.668;453969.984;374;4.303371735900522;52.06902618635213
00024IPM22;Go green Pop UP 21-5-2022, gelegen op Reinkenstraat verleend;2022-06-04;2022-06-04;Reinkenstraat;0;Reinkenstraat  - Reinkenstraat (Scheveningen, Reinkenstraat);SCHEVENINGEN;79340.155;455388.789;375;4.283407405504063;52.081594133010526
00133IPM17;Braderie Hofkwartier op 14mei 2017 (VERLEEND) verleend;2017-05-14;2017-05-14;Prinsestraat;0;Prinsestraat ;CENTRUM;80934.523;455001.146;148;4.306747676147629;52.07832604443808
00139IPM17;Braderie Curiosamarkt op 26 en 27 mei 2017 verleend;2017-05-26;2017-05-27;De Stede;0;De Stede  - De Stede (Escamp,  winkelcentrum de Stede aan de Hengelolaan);ESCAMP;77678.393;451156.712;149;4.260126786963867;52.04333237933626
00141IPM17;"Summer of Love Market rondom het Kerkplein op
8 & 9 september 2018.  verleend";2018-08-04;2018-08-05;Kerkplein;0;Kerkplein ;CENTRUM;80990.463;454938.984;150;4.307577064605387;52.077774889318846
00150IPM17;Voorjaarsmarkt Goeverneurplein op 17 en 18 maart 2018 verleend;2018-03-17;2018-03-18;Goeverneurlaan;0;Goeverneurlaan  - Goeverneurplein (Goeverneurplein van de Genestetlaan tot aan de Hildebrandstraat);LAAK;81719.505;452661.994;151;4.318699062538721;52.057409017645234
00172IPM17;Jaarmarkt Scheveningen 24 juni 2018 verleend;2018-06-24;2018-06-24;Strandweg;0;Strandweg ;SCHEVENINGEN;78310.088;457939.296;152;4.2678088680464015;52.10437288543751
00185IPM17;Nationale Geraniummarkt op 27 april 2018 ter plaatse van het Lange Voorhout.  verleend;2018-04-27;2018-04-27;Lange Voorhout;0;Lange Voorhout  - Lange Voorhout (Centrum, Lange Voorhout);CENTRUM;81252.232;455426.005;153;4.311289744471343;52.08218654846781
00012IPM18;Oranje braderie Schilderswijk. adviezen brandweer, politie, wegbeheerder en BB uitgezet verleend;2018-04-26;2018-04-27;Koninginnestraat;0;Koninginnestraat  - Koningstraat (Centrum, braderie Koningstraat tussen Groenwegje/Hoofdskade tot Hoefkade);CENTRUM;81547.305;453885.29;154;4.315925496183979;52.068379719356216
00023IPM18;Laakfestival van 30 juni 2018 tot en met 1 juli 2018 verleend;2018-06-30;2018-07-01;Goeverneurplein;1;Goeverneurplein 1 - Goeverneurplein (Goeverneurlaan van Hildebrandstraat tot en met Lorentzplein);LAAK;81406.142;452514.112;155;4.314162536927077;52.05603850219273
00027IPM18;Zomermarkt Paul Krugerlaan op 16 en 17 juni 2018 verleend;2018-06-16;2018-06-17;Paul Krugerlaan;0;Paul Krugerlaan  - Paul Krugerlaan (Paul Krugerlaan vanaf Schalkburgerstraat tot aan de Joubertstraat en Paul Krugerplein);CENTRUM;79718.64;453969.998;156;4.289241106212551;52.06889546298245
00037IPM18;Diverse markten in Reinkenstraat, 10 juni 2018, 26 augustus 2018 en op 9 december 2018 verleend;2018-06-10;2018-06-10;Reinkenstraat;1;Reinkenstraat 1 - Reinkenstraat (Scheveningen, Reinkenstraat);SCHEVENINGEN;79391.991;455321.371;157;4.2841784444892745;52.08099534911913
00048IPM18;De BIZ Vereniging van de Vruchtenbuurt in Vlierboomstraat en Appelstraat, organiseert een private markt op 30 juni 2018, tijdstip: van 11:00 uur - 20:00 uur. verleend;2018-06-30;2018-06-30;Appelstraat;0;Appelstraat  - Appelstraat (Segbroek, Appelstraat en Vlierboomstraat);SEGBROEK;77235.795;453733.729;158;4.253089851802414;52.066429205178565
00051IPM18;Ontmoetingsfestival "Molenwijk is the best" vindt plaats op 23 juni 2018 ter plaatse van Sportcomplex Ketelveld, Ketelstraat 106.  verleend;2018-06-23;2018-06-23;Ketelstraat;105;Ketelstraat 105 - Plein (Sportcomplex ketelveld, Ketelstraat 106);LAAK;83058.093;453250.915;159;4.338089823370896;52.0628769695802
00078IPM18;het organiseren van een incidentele private markt Duurzaamheidsmarkt ter hoogte van het Sweelinckplein in Den Haag. De aanvraag is ingediend op 14 oktober 2018 verleend;2018-10-14;2018-10-14;Sweelinckplein;1;Sweelinckplein 1 - Reinkenstraat (Scheveningen, Sweelinkcplein(parkeerplaatsen)/hoek Reinkenstraat);SCHEVENINGEN;79600.806;455666.184;160;4.287148039288909;52.08412254972073
00091IPM18;Plein, Le Marie Marché, 2 en 3 november 2019 verleend;2019-11-02;2019-11-03;Plein;1;Plein 1 - Plein (Centrum, Plein);CENTRUM;81495.162;455173.946;161;4.314887587625159;52.07995365708993
00108IPM18;Het organiseren van een incidentele private markt genaamd Platen- CD Beurs op de locatie Hofplaats. De aanvraag is ingediend voor 6 april 2019. verleend;2019-04-06;2019-04-06;Hofplaats;2;Hofplaats 2 - Plein (Hofplaats, Centrum);CENTRUM;81314.835;455082.304;162;4.312277144943558;52.07910612672167
00166IPM18;het organiseren van een incidentele private markt genaamd de Stoffenbeurs op de locatie Lange Voorhout. De aanvraag is ingediend voor 3 maart 2019. verleend;2019-03-03;2019-03-03;Lange Voorhout;1;Lange Voorhout 1 - Lange Voorhout (Centrum, Lange Voorhout);CENTRUM;81118.763;455303.686;163;4.309369371428719;52.08106950617021
00170IPM18;het organiseren van een incidentele private markt genaamd Koningsdag 2019 op de locatie Van Hoytemastraat. De aanvraag is ingediend voor 27 april 2019. verleend;2019-04-27;2019-04-27;Van Hoytemastraat;1;Van Hoytemastraat 1 - Van Hoytemastraat (Haagse Hout, Van Hoytemstraat);HAAGSE HOUT;82293.384;456417.899;164;4.326265255205944;52.0912381706057
00007IPM19;het organiseren van een incidentele private markt genaamd Voorjaarsmarkt ter hoogte van de Dierenselaan en Apeldoornselaan in Den Haag. De aanvraag is ingediend voor 24 mei 2019 tot en met 26 mei 2019. verleend;2019-05-24;2019-05-26;Dierenselaan;1;Dierenselaan 1 - Dierenselaan (Dierenselaan en Apeldoornselaan);ESCAMP;79501.363;453786.627;165;4.286113280849267;52.06721798945482
00018IPM19;Het organiseren van een incidentele private markt van 16 tot en met 18 augustus 2019 genaamd Brocante/Lifestyle markt op de locatie Gevers Deynootplein verleend;2019-08-16;2019-08-18;Gevers Deynootplein;30;Gevers Deynootplein 30 - Gevers Deynootplein (Scheveningen, Gevers Deynootplein);SCHEVENINGEN;79304.166;458881.436;166;4.282106862223653;52.11297643636202
00023IPM19;het organiseren van een incidentele private markt genaamd Flagship Market Aspergefeest op 26 mei 2019 op de locatie Piet Heinstraat en Piet Heinplein verleend;2019-05-26;2019-05-26;Piet Heinplein;2;Piet Heinplein 2A-46-50-87-109 / Piet Heinstraat 16B-31-53-58-72-86D-87A-107-119-130;CENTRUM;80539.672;455473.889;167;4.300885462597974;52.08252150567002
00032IPM19;het organiseren van een incidentele private markt genaamd najaarsbraderie Dierenselaan van 27 tot en met 29 september op de locatie Dierenselaan/Apeldoornselaan verleend;2019-09-27;2019-09-29;Dierenselaan;1;Dierenselaan 1 - Dierenselaan (Escamp, Dierenselaan/Apeldoornselaan);ESCAMP;79501.363;453786.627;168;4.286113280849267;52.06721798945482
00052IPM19;het organiseren van een incidentele private markt op de locatie Leyweg op 24 en 25 augustus 2019 verleend;2019-08-24;2019-08-25;Leyweg;1;Leyweg 1 - Leyweg (Escamp, Leyweg winkelcentrum);LOOSDUINEN;77760.078;453187.768;169;4.260858079038967;52.06159619401367
00059IPM19;het organiseren van een incidentele private markt genaamd braderie Leyweg op 26 en 27 oktober 2019 op de locatie Leyweg verleend;2019-10-26;2019-10-27;Leyweg;1;Leyweg 1 - Leyweg (Escamp, Leyweg);LOOSDUINEN;77760.078;453187.768;170;4.260858079038967;52.06159619401367
00096IPM19;Reinken Christmas Market 8 december 2019, Reinkenstraat verleend;2019-12-08;2019-12-08;Reinkenstraat;1;Reinkenstraat 1 - Reinkenstraat (Scheveningen, Reinkenstraat);SCHEVENINGEN;79391.991;455321.371;171;4.2841784444892745;52.08099534911913
00039IPM20;Jaarmarkt Scheveningen op 2-8-2020 verleend;2020-08-02;2020-08-02;Strandweg;1;Strandweg 1;SCHEVENINGEN;77880.105;457428.037;172;4.26164952891275;52.09971864699273
00067IPM20;Platenbeurs op locatie Hofplaats op 1-8-2021 verleend;2021-08-01;2021-08-01;Plein;1;Plein 1 - Plein (Centrum, Plein);CENTRUM;81495.162;455173.946;173;4.314887587625159;52.07995365708993
00074IPM20;Le Marie Marche op locatie Plein van 3-7-2021 t/m 4-7-2021 verleend;2021-07-03;2021-07-04;Plein;1;Plein 1 - Plein (Centrum, plein);CENTRUM;81495.162;455173.946;174;4.314887587625159;52.07995365708993
00005IPM21;Haagsche Kunst en Antiekdagen  verleend;2021-08-28;2021-08-29;Lange Voorhout;1;Lange Voorhout 1 - Lange Voorhout (Centrum, Lange Voorhout);CENTRUM;81118.763;455303.686;175;4.309369371428719;52.08106950617021
00029IPM21;Marche Royal                Prinsestraat, Korte Molstraat, Molstraat, Nobelstraat en Kerkplein 10-10-2021 verleend;2021-10-10;2021-10-10;Prinsestraat;1;Prinsestraat 1;CENTRUM;80976.639;454962.405;176;4.307370358016654;52.077983520227065
00046IPM21;Haags Montmartre van 28-5-2021 t/m 29-5-2021, gelegen op locatie Lange Voorhout verleend;2022-05-28;2022-05-29;Lange Voorhout;0;Lange Voorhout  - Lange Voorhout (Centrum, Lange Voorhout);CENTRUM;81252.232;455426.005;177;4.311289744471343;52.08218654846781
00048IPM21;Haagsche Kunst en Antiekdagen van 27-8-2021 t/m 28-8-2022, gelegen op locatie Lange Voorhout verleend;2022-08-27;2022-08-28;Lange Voorhout;0;Lange Voorhout  - Lange Voorhout (Centrum, Lange Voorhout);CENTRUM;81252.232;455426.005;178;4.311289744471343;52.08218654846781
00049IPM21;Jaarmarkt Scheveningen van 18-6-2022 t/m 19-6-2022 , gelegen op het Boulevard  verleend;2022-06-18;2022-06-19;Strandweg;0;Strandweg ;SCHEVENINGEN;78310.088;457939.296;179;4.2678088680464015;52.10437288543751
00072IPM21;Festival Trek van 9-9-2022 t/m 11-9-2022, gelegen op locatie Westbroekpark verleend;2022-09-09;2022-09-11;Westbroekpark;0;Westbroekpark ;CENTRUM;79767.09;458031.58;180;4.289051662424082;52.105402220786466
00073IPM21;Royal Christmas Fair van 28-11-2022 t/m 29-12-2022, gelegen op locatie Lang Voorhout verleend;2022-11-28;2022-12-29;Lange Voorhout;0;Lange Voorhout  - Lange Voorhout (Centrum, Lange Voohout);CENTRUM;81252.232;455426.005;181;4.311289744471343;52.08218654846781
00004IPM22;IPM Historische Paaschmarkt van 15-4-2022 t/m 18-4-2022, gelegen op locatie Lange Voorhout, Lange Vijverberg en het Plein  verleend;2022-04-15;2022-04-18;Lange Voorhout;0;Lange Voorhout  - Lange Voorhout (Centrum, Lange Voorhout);CENTRUM;81252.232;455426.005;182;4.311289744471343;52.08218654846781
00028IPM22;IPM Pasar Malam van 17-6-2022 t/m 18-6-2022, gelegen op locaties Oude Kustlijn en De Kling verleend;2022-06-17;2022-06-18;Oude Kustlijn;0;Oude Kustlijn ;LEIDSCHENVEEN-YPENBURG;85185.039;450816.431;183;4.369599319738154;52.041270550697135
00031IPM22;IPM Braderie Hobbemarkt, gelegen op locatie Hobbemastraat en Hobbemaplein van 28-6-2022 t/m 29-6-2022 verleend;2022-06-25;2022-06-26;Hobbemastraat;0;Hobbemastraat  - Hobbemastraat (Centrum, Braderie Hobbemastraat);CENTRUM;80687.668;453969.984;184;4.303371735900522;52.06902618635213
00034IPM22;IPM Braderie Leyweg, gelegen op locatie Leyweg 6-8-2022 t/m 7-8-2022.  verleend;2022-08-06;2022-08-07;Leyweg;0;Leyweg  - Leyweg (Escamp, Leyweg);ESCAMP;78712.332;451806.727;185;4.275050145017823;52.0493171328947
00035IPM22;IPM Haagse Montmatre  op locatie Lange Voorhout van 20-5-2023 t/m 21-5-2023 ingekomen;2023-05-20;2023-05-21;Lange Voorhout;0;Lange Voorhout  - Lange Voorhout (Centrum, Lange Voorhout);CENTRUM;81252.232;455426.005;186;4.311289744471343;52.08218654846781
00036IPM22;"IPM Haagse Wereld Hapjes van 23-5-2023 t/m 31-5-2023, gelgen op locatie Lange Voohout. 
 ingekomen";2022-05-23;2022-05-31;Lange Voorhout;0;Lange Voorhout  - Lange Voorhout (Centrum, Lange Voorhout);CENTRUM;81252.232;455426.005;187;4.311289744471343;52.08218654846781
00038IPM22;IPM Le Marie Marché, gelegen op locatie Prins Hendrikstraat en Prins Hendrikplein op 28-8-2022 verleend;2022-08-28;2022-08-28;Prins Hendrikstraat;0;Prins Hendrikstraat ;CENTRUM;79915.552;455340.211;188;4.291811048259621;52.08123590000623
00048IPM22;IPM Swan Market op 9-7-2023 op het Lange Voorhout ingekomen;2023-07-09;2023-07-09;Lange Voorhout;0;Lange Voorhout  - Lange Voorhout (Centrum, Lange Voorhout);CENTRUM;81252.232;455426.005;189;4.311289744471343;52.08218654846781
00052IPM22;IPM Weimarkt op 8-10-2022, gelegen op locatie  Weimarstraat van Suezkade tot en met het Regentesseplein verleend;2022-10-08;2022-10-08;Weimarstraat;0;Weimarstraat  - Weimarstraat (Segbroek, Weimarstraat);SEGBROEK;79191.139;454764.606;190;4.2813724931715464;52.075964417789656
00058IPM22;IPM Kerstmarkt op 17-12-2022, gelegen op locatie Weimarstraat vanaf de Beeklaan tot aan de Suezkade  verleend;2022-12-17;2022-12-17;Weimarstraat;0;Weimarstraat  - Weimarstraat (Segbroek, Weimarstraat);SEGBROEK;79191.139;454764.606;191;4.2813724931715464;52.075964417789656
00082IPM22; IPM Braderie Hobbemastraat, gelegen op locatie Hobbemastraat en Hobbemaplein op 29-4-2023 t/m 30-4-2023 verleend;2023-04-29;2023-04-30;Hobbemastraat;3;Hobbemastraat 3 - Hobbemastraat (Centrum, Hobbemastraat en Hobbemaplein);CENTRUM;80968.484;454147.218;192;4.307428250211668;52.070656547563715
00083IPM22;Braderie Schalkburgplein, Schalk Burgerplein, 25/03/2023 t/m 26/03/2023 verleend;2023-03-25;2023-03-26;Schalk Burgerplein;0;Schalk Burgerplein  - Schalk Burgerplein (Schalk Burgerplein);CENTRUM;80066.478;453806.8;193;4.2943491843488415;52.067476010953506
00085IPM22;1-4-2023 t/m 2-4-2023, Braderie Loosduinse Hoofdplein in adviesfase;2024-04-01;2023-04-02;Loosduinse Hoofdplein;0;Loosduinse Hoofdplein ;LOOSDUINEN;75956.909;452268.876;194;4.234781177187372;52.053084166050134
00098IPM22;IPM Zeldzaam Mooi op 26 november 2023, gelegen op locatie Lange Voorhout ingekomen;2023-11-26;2023-11-26;Lange Voorhout;1;Lange Voorhout 1 - Lange Voorhout (Centrum, Lange Voorhout);CENTRUM;81118.763;455303.686;195;4.309369371428719;52.08106950617021
00099IPM22;IPM Rrrollend Den Haag van 18-8-2023 t/m 20-8-2023, gelegen op locatie Lange Voorhout ingekomen;2023-08-18;2023-08-20;Lange Voorhout;1;Lange Voorhout 1 - Lange Voorhout (Centrum, Lange Voorhout);CENTRUM;81118.763;455303.686;196;4.309369371428719;52.08106950617021
00001IPM23;IPM Braderie Dierenselaan/Apeldoornselaan, gelegen op locatie Dierenselaan/Apeldoornselaan op 1-4-2023 ingekomen;2023-04-01;2023-04-01;Dierenselaan;1;Dierenselaan 1 - Dierenselaan (Escamp, Direnselaan/Apeldoornselaan);ESCAMP;79501.363;453786.627;197;4.286113280849267;52.06721798945482
00024IPM17;Weimarfestival van 19 tot en met 21 mei 2017 verleend;2017-05-19;2017-05-21;Regentesseplein;0;Regentesseplein  / Weimarstraat  - Weimarstraat (Regentesseplein);SEGBROEK;79308.945;454842.211;198;4.2830734209084635;52.07667794330414
00025IPM17;Le Marie Marché op 1 en 2 juli 2017 ingekomen;2017-07-01;2017-07-02;Lange Voorhout;10;Lange Voorhout 10 - Lange Voorhout (Lange Voorhout  ter hoogte van nr 10 tot nr. 50);CENTRUM;81203.873;455428.618;199;4.310583784050399;52.08220358787215
00032IPM17;Oranje Braderie op 27 april 2017 verleend;2017-04-27;2017-04-27;Boekhorststraat;1;Boekhorststraat 1 - Boekhorststraat (Boekhorststraat);CENTRUM;81057.055;454625.52;200;4.308616245736976;52.074966762034656
00037IPM17;Le Marie Marche op 1 en 2 juli 2017 verleend;2017-07-01;2017-07-02;Noordeinde;1;Noordeinde 1 - Noordeinde (Plein voor Paleisstraat 1);CENTRUM;81069.668;455143.587;201;4.308687951611819;52.07962418452212
00046IPM17;test verleend;2017-04-13;2017-04-20;Apeldoornselaan;0;Apeldoornselaan  - Apeldoornselaan (xcvxcv);ESCAMP;79268.172;453918.701;202;4.2826836732365425;52.068373067892765
00059IPM17;Vlooienmarkt Malieveld op 3 september 2017 (INGETROKKEN) verleend;2017-09-03;2017-09-03;Zuid-Hollandlaan;6;Zuid-Hollandlaan 6;HAAGSE HOUT;81826.875;456040.18;203;4.319540113096534;52.087782232393344
00061IPM17;Salt Market Keizerstraat op 13 augustus 2017 verleend;2017-08-13;2017-08-13;Keizerstraat;1;Keizerstraat 1A - Keizerstraat (In het pollergebied van de Keizerstraat);SCHEVENINGEN;78589.848;458230.624;204;4.2718262748170925;52.107029640764864
00067IPM17;Stoffenbeurs Den Haag op 22 oktober 2017 verleend;2017-10-22;2017-10-22;Lange Voorhout;0;Lange Voorhout  - Lange Voorhout (Lange Voorhout);CENTRUM;81252.232;455426.005;205;4.311289744471343;52.08218654846781
00071IPM17;Stoffenbeurs Den Haag op 2 juli 2017 (VERLEEND) verleend;2017-07-02;2016-07-02;Schalk Burgerplein;11;Schalk Burgerplein 11 - Schalk Burgerplein (Wijkpark Transvaal);CENTRUM;79996.959;453765.717;206;4.2933444996843315;52.067097400885544
00080IPM17;Braderie Hofkwartier op 15 oktober 2017 verleend;2017-10-15;2017-10-15;Prinsestraat;0;Prinsestraat  - prinsestraat, Kerkplein, Molenstraat, Kleine Molstraat, Nobelstraat, Papestraat, Annastraat;CENTRUM;80934.523;455001.146;207;4.306747676147629;52.07832604443808
00093IPM17;Sea Side Market op 29 april 2018 verleend;2018-04-29;2018-04-29;Palaceplein;1;Palaceplein 1;SCHEVENINGEN;79456.56;458958.92;208;4.284314107667959;52.11369358797027
00096IPM17;Swan Market op 7 mei 2017 verleend;2017-05-07;2017-05-07;Plein;1;Plein 1 - Plein (Centrum , het Plein);CENTRUM;81495.162;455173.946;209;4.314887587625159;52.07995365708993
00100IPM17;Royal Christmas Fair van 15 tot en met 24 december 2017 verleend;2017-12-08;2017-12-30;Lange Voorhout;0;Lange Voorhout  - Lange Voorhout (Pleinen);CENTRUM;81252.232;455426.005;210;4.311289744471343;52.08218654846781
00140IPM17;Swan Market op 4 juni 2017 (VERLEEND) verleend;2017-06-04;2017-06-04;Kerkplein;0;Kerkplein  - Plein (Centrum, Grote Kerkplein);CENTRUM;80990.463;454938.984;211;4.307577064605387;52.077774889318846
00146IPM17;24-3-2018 t/m 25-3-2018 verleend;2018-03-24;2018-03-25;Kerkplein;0;Kerkplein ;CENTRUM;80990.463;454938.984;212;4.307577064605387;52.077774889318846
00181IPM17;Vlaggetjesdag Badhuistraat op 16 juni 2018 verleend;2018-06-16;2018-06-16;Badhuisstraat;0;Badhuisstraat  - Badhuisstraat (Scheveningen, Badhuisstraat, Marcellisstraat, Prins Willemstraat en Prins Willemplein);SCHEVENINGEN;79073.414;457774.514;213;4.278985370416073;52.102997313087556
00184IPM17;Rrrollend Den Haag gaat plaatsvinden op 21 september tot en 23 september 2018 op het Korte gedeelte van het Lange Voorhout.  verleend;2018-09-21;2018-09-23;Lange Voorhout;0;Lange Voorhout  - Lange Voorhout (Centrum, Lange Voorhout);CENTRUM;81252.232;455426.005;214;4.311289744471343;52.08218654846781
00003IPM18;jaarmarkt Scheveningen Duindorp (pluvierstraat/Tesselsestraat) op 9 juni 2018 verleend;2018-06-09;2018-06-09;Tesselseplein;0;Tesselseplein  - Tesselseplein (Tesselsestraat, Tesselseplein en Pluvierstraat);SCHEVENINGEN;77600.841;456347.832;215;4.257819710443039;52.08997229152218
00004IPM18;Zomermarkt Leyweg 22 juni 2018 tot en met 24 juni 2018 verleend;2018-06-22;2018-06-24;Leyweg;1;Leyweg 1 - Leyweg (winkelcentrum Leyweg);LOOSDUINEN;77760.078;453187.768;216;4.260858079038967;52.06159619401367
00005IPM18;het organiseren van een private markt genaamd de Braderie/Curiosa markt. De aanvraag is ingediend voor  29 september 2018.  verleend;2018-09-29;2018-09-29;Volendamlaan;716;Volendamlaan 716;ESCAMP;78291.581;453248.8;217;4.268593553051638;52.062218511959685
00035IPM18;"Een vrij toegangelijk foodtruckfestival voor Jong en Oud. Het gaat plaatsvinden van 15 juni 2018 tot en met 17 juni 2018 ter plaase van Malieveld. 
 verleend";2018-06-15;2018-06-17;Maliestraat;0;Maliestraat  - Haagse hout/Malieveld;HAAGSE HOUT;81437.523;455680.011;218;4.313937742397389;52.08449388546736
00079IPM18;Het organiseren van een incidentele private markt genaamd Bezuidenhoutfestival op 13 en 14 september 2019 ter hoogte van de Theresiastraat.   verleend;2019-06-08;2019-06-09;Theresiastraat;2;Theresiastraat 2 - Theresiastraat (Hagsche Hout, Theresiastraat);HAAGSE HOUT;82387.71;455556.012;219;4.327824943131011;52.083504962147096
00086IPM18;4 en 5 mei 2019 verleend;2019-05-04;2019-05-05;Plein;1;Plein 1 - Plein (Centrum, Pelin);CENTRUM;81495.162;455173.946;220;4.314887587625159;52.07995365708993
00095IPM18;"Najaarsbraderie Hobbemastraat op 12 en 13 oktober 2019
 verleend";2019-10-12;2019-10-13;Hobbemastraat;3;Hobbemastraat 3 - Hobbemastraat (hobbemastraat);CENTRUM;80968.484;454147.218;221;4.307428250211668;52.070656547563715
00107IPM18;het organiseren van een incidentele private markt Platen en Cd-beurs op de locatie Hofplaats in Den Haag. De aanvraag is ingediend op 2 maart 2019.  verleend;2019-03-02;2019-03-02;Hofplaats;2;Hofplaats 2 - Plein (Hofplaats, Centrum);CENTRUM;81314.835;455082.304;222;4.312277144943558;52.07910612672167
00110IPM18;1 juni 2019 verleend;2019-06-01;2019-06-01;Hofplaats;2;Hofplaats 2 - Plein (Hofplaats, Centrum);CENTRUM;81314.835;455082.304;223;4.312277144943558;52.07910612672167
00121IPM18;het organiseren van een private markt genaamd de Home and Garden Market ter hoogte van het Kerkplein in Den Haag. De aanvraag is ingediend voor zaterdag 1 en zondag 2  september 2018. verleend;2018-09-01;2018-09-02;Kerkplein;1;Kerkplein 1;CENTRUM;80992.709;454968.358;224;4.307603451869247;52.07803916616869
00134IPM18;19 t/m 22 april 2019 Kerkplein Markets verleend;2019-04-19;2019-04-22;Lange Voorhout;1;Lange Voorhout 1 - Lange Voorhout (Centrum, Kerkplein);CENTRUM;81118.763;455303.686;225;4.309369371428719;52.08106950617021
00143IPM18;het organiseren van een incidentele private markt genaamd Rrrolend Den Haag op de locatie Lange Voorhout. De aanvraag is ingediend voor 30 mei 2019 tot en met 3 juni 2019.   verleend;2019-05-30;2019-06-03;Lange Voorhout;1;Lange Voorhout 1 - Lange Voorhout (Lange Voorhout);CENTRUM;81118.763;455303.686;226;4.309369371428719;52.08106950617021
00158IPM18;Het organiseren van incidentele private markt Festival Trek in het Westbroekpark voor 30 augustus t/m 1 september 2019. verleend;2019-08-30;2019-09-01;Westbroekpark;0;Westbroekpark ;SCHEVENINGEN;79767.09;458031.58;227;4.289051662424082;52.105402220786466
00165IPM18;het organiseren van een incidentele private markt genaamd Kerstkoopzondag op de locatie winkelcentrum Ypenburg. De aanvraag is ingediend voor 23 december 2018. verleend;2018-12-23;2018-12-23;Oude Kustlijn;2;Oude Kustlijn 2;LEIDSCHENVEEN-YPENBURG;85146.582;450787.266;228;4.369044824973766;52.041003602109804
00006IPM19;het organiseren van een incidentele private markt genaamd Oranjemarkt ter hoogte van de Boekhorststraat in Den Haag. De aanvraag is ingediend voor zaterdag 27 april 2019. verleend;2019-04-27;2019-04-27;Boekhorststraat;1;Boekhorststraat 1 - Boekhorststraat (Centrum, Boekhorststraat en omgeving);CENTRUM;81057.055;454625.52;229;4.308616245736976;52.074966762034656
00043IPM19;het organiseren van een incidentele private markt genaamd Fred Markt op de locatie Frederik Hendriklaan op 29 juni 2019 verleend;2019-09-26;2019-09-26;Frederik Hendriklaan;1;Frederik Hendriklaan 1A - Frederik Hendriklaan (Scheveningen, Frederik Hendriklaan );SCHEVENINGEN;79124.041;457214.914;230;4.279848769722517;52.097975329950984
