FID,oid_,raai,vaknr,raainr,bkl,tkl,tklminbkl,trend,snijding,opmerkinge,symbol,shape_leng,se_anno_cad_data,gdb_geomattr_data,shape
trend_2006_50.1,0,808175,8,8175,193,220.9,27.9,4.228,-,- - - - 5 -,1,922.8,,,"POLYGON ((88671.37099999934 473793.1000000015, 88484.71499999985 473892.34699999914, 88602.08300000057 474113.08300000057, 88788.73800000176 474013.8370000012, 88671.37099999934 473793.1000000015))"
trend_2006_50.2,0,808200,8,8200,198,229.3,31.3,5.186,-,- - - - 5 -,1,1018.6,,,"POLYGON ((88552.37099999934 473569.1000000015, 88323.42199999839 473690.83399999887, 88440.7899999991 473911.5709999986, 88669.73800000176 473789.8370000012, 88552.37099999934 473569.1000000015))"
trend_2006_50.3,0,808225,8,8225,192,219.4,27.4,3.323,-,- - - - 5 -,1,832.3,,,"POLYGON ((88441.78200000152 473363.4849999994, 88296.46400000155 473444.03599999845, 88417.66600000113 473662.69099999964, 88562.9840000011 473582.1400000006, 88441.78200000152 473363.4849999994))"
trend_2006_50.4,0,808250,8,8250,195,226.5,31.5,4.271,-,- - - - 5 -,1,927.1,,,"POLYGON ((88324.78200000152 473143.4849999994, 88138.00699999928 473247.0159999989, 88259.20899999887 473465.6710000001, 88445.9840000011 473362.1400000006, 88324.78200000152 473143.4849999994))"
trend_2006_50.5,0,808275,8,8275,205,240.5,35.5,4.816,-,- - - - 5 -,1,981.6,,,"POLYGON ((88201.37099999934 472907.1000000015, 87988.75699999928 473020.1490000002, 88106.125 473240.88599999994, 88318.73900000006 473127.8370000012, 88201.37099999934 472907.1000000015))"
trend_2006_50.6,0,808300,8,8300,216,247.6,31.6,4.71,-,- - - - 5 -,1,971,,,"POLYGON ((88090.78200000152 472701.4849999994, 87884.80900000036 472815.6579999998, 88006.01099999994 473034.313000001, 88211.9840000011 472920.1400000006, 88090.78200000152 472701.4849999994))"
trend_2006_50.7,0,808325,8,8325,217,234.9,17.9,3.578,-,- - - - 5 -,1,857.8,,,"POLYGON ((87973.47700000182 472498.7470000014, 87818.54500000179 472588.1970000006, 87943.54500000179 472804.7030000016, 88098.47700000182 472715.2529999986, 87973.47700000182 472498.7470000014))"
trend_2006_50.8,0,808350,8,8350,216,220.7,4.7,1.941,-,- - - - 5 -,1,694.1,,,"POLYGON ((87849.47599999979 472281.7470000014, 87765.4290000014 472330.2719999999, 87890.4290000014 472546.77800000086, 87974.47599999979 472498.2529999986, 87849.47599999979 472281.7470000014))"
trend_2006_50.9,0,808375,8,8375,201,213.1,12.1,0.32,-,- - - - 5 -,1,532,,,"POLYGON ((87726.47700000182 472064.7470000014, 87712.62000000104 472072.7470000014, 87837.62000000104 472289.2529999986, 87851.47700000182 472281.2529999986, 87726.47700000182 472064.7470000014))"
trend_2006_50.10,0,808400,8,8400,196,205,9,-1.011,2011,- - - - 5 -,3,601.1,,,"POLYGON ((87727.47700000182 472063.2529999986, 87771.25400000066 472037.9780000001, 87646.25400000066 471821.47199999914, 87602.47700000182 471846.7470000014, 87727.47700000182 472063.2529999986))"
