FID,gis_code,id__oud_,code_paustabel,gebied_uiterwaard,naam_maatregel,tranche,waterlichaam,fase,gerealiseerd,deelprogramma,jaar_van_oplevering,type_doelbereik,hoeveelheid_doelbereik,hoevlh_doelbereik_op_basis,gdb_geomattr_data,shape
rws_on_vlakmaatregelen.19,BW935a,BW37,Y3060,Beneden Waal,Kribverlaging,1,"Boven-Rijn, Waal",Gereed,Ja,RvdR,2015,UVER,6,MIRT 3,,"MULTIPOLYGON (((140811.82730000094 425457.0469999984, 141372.745099999 425242.73409999907, 141441.53689999878 425200.4006999992, 141245.74480000138 425277.12999999896, 141216.64059999958 425221.567400001, 140780.07719999924 425409.4219000004, 140774.78550000116 425462.3387000002, 140811.82730000094 425457.0469999984)), ((140552.53510000184 425533.77639999986, 140639.8478000015 425504.6721000001, 140674.2437000014 425504.6721000001, 140668.95199999958 425446.4637000002, 140470.51410000026 425502.02629999816, 140491.68079999834 425557.58889999986, 140552.53510000184 425533.77639999986)), ((141124.03620000184 424917.2960000001, 141084.34870000184 424856.4417000003, 141079.05700000003 424864.3792000003, 141031.43189999834 424909.3583999984, 140912.36919999868 424983.4419, 140938.8275000006 425007.25450000167, 141124.03620000184 424917.2960000001)), ((144308.33790000156 425177.8900000006, 144121.8062000014 425098.5148999989, 144090.0562000014 425122.3273999989, 144284.52529999986 425209.64009999856, 144308.33790000156 425177.8900000006)), ((135401.08729999885 426425.4239999987, 135393.14979999885 426396.31980000064, 135213.23279999942 426494.2157999985, 135247.6286999993 426528.6116999984, 135401.08729999885 426425.4239999987)), ((143889.20219999924 424980.5315000005, 143732.56850000098 424923.3814000003, 143715.6352000013 424950.8980999999, 143906.13560000062 425029.21489999816, 143889.20219999924 424980.5315000005)))"
rws_on_vlakmaatregelen.20,YS885c,Y49,Y3016-b,Velperwaard,"IJsselpoort - uiterwaardverlaging 
Realisatie door Natuurmonumenten",3,IJssel,Gereed,Ja,Particulier,2019,UVER,2,MIRT 2,,"MULTIPOLYGON (((197267.71620000154 444861.55590000004, 197217.7098999992 444888.54349999875, 197185.95980000123 444856.7934000008, 197129.60350000113 444798.05579999834, 197097.05970000103 444722.64939999953, 197019.27199999988 444688.5181000009, 196989.96119999886 444684.89660000056, 196965.29690000042 444714.71189999953, 196922.49230000004 444791.25930000097, 196955.82979999855 444803.9593999982, 197003.39699999988 444757.57449999824, 197044.67210000008 444743.2868999988, 197091.50340000167 444808.3746000007, 197247.1367000006 444965.0909000002, 197381.28069999814 445086.53489999846, 197490.8183999993 445176.22879999876, 197548.7622999996 445205.5976999998, 197574.55920000002 445205.90670000017, 197579.7186000012 445169.08509999886, 197517.01220000163 445071.4536000006, 197405.09319999814 444842.8531999998, 197305.87429999933 444902.3845000006, 197291.5287999995 444912.35599999875, 197267.71620000154 444861.55590000004)), ((196518.86960000172 443824.77899999917, 196451.40080000088 443757.31010000035, 196411.71319999918 443773.18510000035, 196340.27549999952 443828.7476999983, 196417.0709999986 443918.4417000003, 196477.39609999955 443977.179299999, 196515.496199999 443945.42920000106, 196561.33529999852 443931.62640000135, 196518.86960000172 443824.77899999917)), ((197163.19750000164 445078.6033000015, 197161.6099999994 445087.3346000016, 197171.13500000164 445084.95329999924, 197163.19750000164 445078.6033000015)))"
rws_on_vlakmaatregelen.21,YS931a,Y62,x2309_2,Voorsterklei,Natte natuur,1,IJssel,Gereed,Ja,RvdR,2016,UVER,23,MIRT 3,,"MULTIPOLYGON (((209492.46920000017 464264.5520000011, 209294.03130000085 463636.16530000046, 209247.7292000018 464006.5826999992, 209161.73939999938 464396.8438999988, 209062.52050000057 464621.74020000175, 209062.52050000057 464661.4277999997, 209227.88540000096 464529.1358000003, 209300.6458999999 464224.8643999994, 209366.79190000147 464291.01040000096, 209360.1772999987 464390.2292999998, 209333.7188999988 464661.4277999997, 209346.94810000062 464787.1050999984, 209492.46920000017 464264.5520000011)), ((208995.54769999906 465600.70050000027, 208965.78200000152 465574.2421000004, 208797.10979999974 465617.23699999973, 208582.13540000096 465633.7734999992, 208373.77560000122 465756.14350000024, 208234.8691000007 465977.7325000018, 208271.24929999933 465957.88870000094, 208429.99969999865 465852.0551000014, 208552.3696999997 465795.8310999982, 208721.04190000147 465736.2996999994, 208836.79729999974 465683.3828999996, 208995.54769999906 465600.70050000027)))"
rws_on_vlakmaatregelen.69,NL903b,,,Driehoek Pabstendam Wageningen,Zuidrand zwemplas Wageningen,3,Nederrijn en Lek,Verkenning,Nee,,,UVER,,,,"POLYGON ((173387.1248999983 440908.5817000009, 173343.07169999927 440911.35979999974, 173293.2637999989 440946.48330000043, 173318.86230000108 440986.1708999984, 173375.57600000128 440991.9653999992, 173566.71119999886 441012.5632000007, 173675.05829999968 441044.1147999987, 173670.2164000012 440961.48519999906, 173533.0562000014 440915.76520000026, 173452.60940000042 440909.375500001, 173387.1248999983 440908.5817000009))"
rws_on_vlakmaatregelen.24,YS922c,,Y3047,Cortenoever,Herstel kronkelwaardgeulen,2,IJssel,Realisatie,Nee,RWS & Prov. Gelderland,,UVER,6,PpWw,,"MULTIPOLYGON (((209962.7547999993 458679.6961000003, 210317.29720000178 458550.05000000075, 210510.4433999993 458468.02899999917, 210657.55200000107 458471.4686000012, 210870.27739999816 458417.4935000017, 210838.52739999816 458357.1684000008, 210523.6726000011 458436.27899999917, 210285.54710000008 458526.23750000075, 210023.60909999907 458613.5502000004, 210374.9763999991 458427.01850000024, 210457.52659999952 458357.1684000008, 210670.25200000033 458293.6682000011, 210711.52710000053 458322.24329999834, 211038.5527999997 458195.2430000007, 211047.5485999994 458163.75759999827, 210341.10970000178 458386.0080000013, 210174.42190000042 458483.90410000086, 210018.317400001 458573.8625999987, 209962.7547999993 458679.6961000003)), ((210838.52739999816 457184.79729999974, 210817.36070000008 457126.58889999986, 210767.0898000002 457155.69310000166, 210790.9023000002 457224.48490000144, 210825.29820000008 457295.9224999994, 210896.73580000177 457367.36019999906, 210973.4651999995 457483.77710000053, 211013.1526999995 457555.2146999985, 211007.8610999994 457491.71460000053, 210917.90260000154 457351.4851000011, 210841.17320000008 457261.5265999995, 210838.52739999816 457184.79729999974)), ((210412.54740000144 458285.46620000154, 210595.11019999906 458206.09099999815, 210753.86059999838 458137.2991999984, 210896.73580000177 458020.88230000064, 210952.29850000143 457941.50719999894, 210806.7773000002 458087.0282999985, 210579.23519999906 458190.21599999815, 210439.00580000132 458248.42440000176, 210366.2452000007 458284.936999999, 210264.38039999828 458354.2580000013, 210412.54740000144 458285.46620000154)), ((210821.5940000005 457857.36939999834, 210791.43140000105 457841.49439999834, 210761.26889999956 457906.58199999854, 210821.5940000005 457857.36939999834)))"
rws_on_vlakmaatregelen.25,YS921b,Y57,x2309_1,Cortenoever,geïsoleerde wateren,1,IJssel,Gereed,Ja,RvdR,2016,UVER,47,MIRT 3,,"MULTIPOLYGON (((209757.37999999896 457108.9107999988, 209757.37999999896 457128.14499999955, 209723.2853000015 457094.0502999984, 209728.1559999995 457094.0502999984, 209705.8740000017 457075.6660999991, 209571.93059999868 456917.36939999834, 209501.30590000004 456822.3913999982, 209377.10390000045 456664.0947000012, 209133.5705000013 456425.43189999834, 209133.5705000013 456498.4919000007, 209425.81060000136 456819.95600000024, 209669.3440000005 457170.6442000009, 209747.27470000088 457248.5747999996, 209766.7573999986 457112.1961000003, 209757.37999999896 457108.9107999988)), ((209696.77800000086 457962.3321999982, 209664.77800000086 457960.73220000044, 209677.17799999937 457988.3321999982, 209698.37799999863 458051.13219999894, 209727.5780000016 458100.73220000044, 209746.37799999863 458126.73220000044, 209737.97800000012 458194.73220000044, 209728.37799999863 458226.3321999982, 209708.37799999863 458256.73220000044, 209697.5780000016 458295.13219999894, 209697.97800000012 458343.5322000012, 209681.5780000016 458389.5322000012, 209667.5780000016 458419.9321999997, 209661.5780000016 458443.9321999997, 209620.37799999863 458499.9321999997, 209615.5780000016 458553.13219999894, 209585.97800000012 458625.9321999997, 209572.37799999863 458710.3321999982, 209569.5780000016 458772.3321999982, 209575.17799999937 458809.13219999894, 209585.5780000016 458798.73220000044, 209591.97800000012 458788.73220000044, 209607.97800000012 458691.9321999997, 209621.5780000016 458647.9321999997, 209643.17799999937 458573.13219999894, 209666.37799999863 458499.5322000012, 209683.5780000016 458466.73220000044, 209697.97800000012 458441.5322000012, 209730.37799999863 458364.3321999982, 209744.77800000086 458309.5322000012, 209755.17799999937 458291.9321999997, 209783.17799999937 458266.3321999982, 209791.17799999937 458219.5322000012, 209779.5780000016 458185.13219999894, 209789.5780000016 458154.3321999982, 209802.37799999863 458123.13219999894, 209797.97800000012 458084.3321999982, 209785.97800000012 458057.13219999894, 209775.17799999937 458041.5322000012, 209760.37799999863 458030.73220000044, 209743.5780000016 458029.5322000012, 209734.37799999863 458015.9321999997, 209724.37799999863 457981.13219999894, 209703.5780000016 457980.73220000044, 209696.77800000086 457962.3321999982)), ((209742.76799999923 457103.7916000001, 209757.37999999896 457108.9107999988, 209757.37999999896 457103.7916000001, 209742.76799999923 457103.7916000001)))"
rws_on_vlakmaatregelen.26,YS925c,Y59,,Stokebrandsweerd,Geïsoleerde plas,1,IJssel,Gereed,Ja,Particulier,2008,UVER,41,MIRT 3,,"POLYGON ((210368.52070000023 458998.5335999988, 210323.4237000011 459024.6917000003, 210292.75310000032 459054.0604999997, 210247.4774999991 459101.7569999993, 210206.58159999922 459153.4882999994, 210187.54529999942 459174.34959999844, 210177.87739999965 459193.97509999946, 210184.9140000008 459206.49650000036, 210196.45910000056 459213.67599999905, 210222.5100999996 459199.7853000015, 210296.3289999999 459122.46599999815, 210329.4085999988 459083.75470000133, 210357.15410000086 459042.87249999866, 210371.1202000007 459008.9952000007, 210368.52070000023 458998.5335999988))"
rws_on_vlakmaatregelen.27,YS933b,Y210,Y3047,Rammelwaard,versterken (kwel)moeras en natte natuur (diverse uiterwaarden),2,IJssel,Verkenning,Nee,RWS,,UVER,4,MIRT 2,,"POLYGON ((209646.52369999886 465646.3321999982, 209871.4791000001 465671.9373999983, 209900.84789999947 465585.4184000008, 209925.0544999987 465397.5133000016, 209974.66690000147 465138.5362999998, 209893.70419999957 464979.78599999845, 209835.95859999955 464758.73479999974, 209792.10399999842 464698.7978999987, 209786.54769999906 464896.44200000167, 209767.49769999832 465258.3927000016, 209646.52369999886 465646.3321999982))"
rws_on_vlakmaatregelen.28,YS943a,Y202,Y3031,Veenoordkolk,Herinrichting zandwinplas,2,IJssel,Gereed,Ja,RvdR,2015,HZWP,24,MIRT 3,,"POLYGON ((208335.4226000011 472527.3869000003, 208347.41789999977 472465.81010000035, 208327.57409999892 472454.6975999996, 208302.1741000004 472449.93510000035, 208231.53020000085 472468.19139999896, 208219.6239 472484.06639999896, 208207.71770000085 472479.3038999997, 208203.7489 472450.72879999876, 208218.0364000015 472449.14130000025, 208225.9739000015 472454.6975999996, 208294.2366000004 472427.7100000009, 208354.56170000136 472399.13500000164, 208390.28049999848 472355.4785999991, 208409.33060000092 472305.4723000005, 208436.31810000166 472245.14719999954, 208457.88080000132 472178.8812999986, 208469.65569999814 472129.25939999893, 208478.38690000027 472099.8905999996, 208450.691300001 472066.66149999946, 208425.99929999933 472049.09050000086, 208390.28049999848 472045.9155000001, 208355.2221999988 472031.66690000147, 208307.59710000083 472036.4294000007, 208252.03449999914 472018.9668000005, 208225.18019999936 472018.9279999994, 208187.8739 472035.5967000015, 208156.1237999983 472034.0091999993, 208137.73420000076 472036.4294000007, 208083.09870000184 472083.2217999995, 208047.24659999833 472145.96709999815, 208002.13599999994 472245.14719999954, 207983.74639999866 472369.65129999816, 207988.64220000058 472412.628800001, 207998.9609999992 472467.39759999886, 208041.02980000153 472492.00389999896, 208098.97370000184 472492.00389999896, 208166.44260000065 472452.316300001, 208179.9362999983 472495.9726999998, 208166.44260000065 472499.14770000055, 208127.5487000011 472496.7663999982, 208061.66739999875 472522.96020000055, 208007.6922999993 472538.8352999985, 208014.8359999992 472588.0478999987, 208075.8216000013 472742.86829999834, 208100.56120000035 472809.50450000167, 208112.33419999853 472836.5309999995, 208145.8049999997 472869.8297000006, 208188.75329999998 472868.35060000047, 208222.00519999862 472849.98589999974, 208241.84899999946 472820.6171000004, 208254.73580000177 472782.8458000012, 208268.12849999964 472714.8920000009, 208335.4226000011 472527.3869000003))"
rws_on_vlakmaatregelen.29,YS946b,Y72,,Ossenwaard,geïsoleerde plassen,Oud,IJssel,Gereed,Ja,Oud,1995,UVER,5,Inschatting,,"POLYGON ((205999.8040000014 474756.0207000002, 206230.1079000011 474703.25180000067, 206242.0148999989 474534.61459999904, 206001.23200000077 474586.0960999988, 205999.8040000014 474756.0207000002))"
rws_on_vlakmaatregelen.30,YS955b,Y211,Y3047,Olster- en Hengforderwaarden ,versterken (kwel)moeras en natte natuur (diverse uiterwaarden),2,IJssel,Verkenning,Nee,RWS,,UVER,3,MIRT 2,,"MULTIPOLYGON (((203392.54820000008 483104.4567000009, 203360.76080000028 483097.96620000154, 203403.09420000017 483191.09980000183, 203427.435899999 483253.5414999984, 203487.18789999932 483332.8134999983, 203502.57770000026 483424.9919000007, 203558.17920000106 483495.95760000125, 203596.0540000014 483565.74020000175, 203567.1361999996 483441.9252999984, 203543.85280000046 483364.6667999998, 203509.9860999994 483296.9332999997, 203481.41099999845 483221.7914999984, 203447.54430000111 483162.5247000009, 203392.54820000008 483104.4567000009)), ((203290.91070000082 482653.4653000012, 203274.50429999828 482641.4048999995, 203266.83040000126 482664.1999000013, 203272.47929999977 482693.7950000018, 203275.27320000157 482715.4305999987, 203279.26900000125 482778.3489000015, 203297.99120000005 482794.00090000033, 203299.37730000168 482848.1990999989, 203302.5522999987 482883.12409999967, 203296.5175999999 482915.0828999989, 203298.6052000001 482920.24060000107, 203296.20230000094 482934.98259999976, 203333.2441000007 482937.0991999991, 203319.63500000164 482850.9807000011, 203314.40179999918 482768.1510999985, 203301.79809999838 482746.3539999984, 203285.8621999994 482702.0595000014, 203290.91070000082 482653.4653000012)))"
rws_on_vlakmaatregelen.31,YS959e,Y86,,IJsseluiterwaarden Olst; Oenerwaard/Hoge Waard,Uiterwaardverlaging,1,IJssel,Gereed,Ja,NURG-SBB,2011,UVER,5,MIRT 3,,"POLYGON ((202628.37049999833 485973.2298000008, 202676.31859999895 485951.4351999983, 202785.2916000001 485960.15309999883, 202860.8462000005 485833.74439999834, 202869.564100001 485726.2243999988, 202820.16299999878 485720.4125000015, 202760.59109999985 485814.8557999991, 202692.30139999837 485852.6330999993, 202631.27650000155 485870.06870000064, 202555.72190000117 485886.05139999837, 202503.41490000114 485945.623300001, 202439.48409999907 486056.0493000001, 202465.63760000095 486106.9032999985, 202545.55110000074 486083.65579999983, 202628.37049999833 485973.2298000008))"
rws_on_vlakmaatregelen.32,YS959i,Y83,,IJsseluiterwaarden Olst; oostoever,Uiterwaardverlaging,1,IJssel,Gereed,Ja,NURG-SBB,2012,UVER,5,MIRT 3,,"POLYGON ((203361.9186999984 486237.46719999984, 203407.16409999877 486226.0471000001, 203485.62460000068 486247.8416999988, 203474.00079999864 486194.0817000009, 203421.45010000095 486174.62849999964, 203199.86129999906 486063.83370000124, 203176.7100000009 486105.1752999984, 203183.32459999993 486111.78990000114, 203183.40619999915 486130.15089999884, 203184.85920000076 486160.66330000013, 203216.39759999886 486207.70149999857, 203228.44839999825 486223.14119999856, 203250.24300000072 486230.4059999995, 203260.41380000114 486252.20059999824, 203241.5251000002 486301.60170000046, 203266.22569999844 486378.60929999873, 203298.19110000134 486394.5920000002, 203331.6094999984 486337.92599999905, 203361.9186999984 486237.46719999984))"
rws_on_vlakmaatregelen.33,YS962b,Y87,,IJsseluiterwaarden Olst; Duursche waarden,Verlengen aangetakte strang,1,IJssel,Gereed,Ja,NURG-SBB,2015,UVER,2.5,MIRT 3,,"POLYGON ((203705.0458999984 487221.0846000016, 203432.5245999992 487049.1050999984, 203400.77450000122 487063.6572000012, 203334.62849999964 487005.4486999996, 203308.17020000145 486923.42770000175, 203297.58680000156 486849.34430000186, 203308.17020000145 486734.25030000135, 203320.0764000006 486624.4479999989, 203310.81599999964 486570.2082999982, 203290.9721999988 486533.1664999984, 203248.6387999989 486531.8436000012, 203224.82620000094 486553.01029999927, 203228.7950000018 486595.34380000085, 203227.47210000083 486678.68769999966, 203212.9200000018 486766.00030000135, 203214.24289999902 486914.1673000008, 203228.7950000018 486986.9279000014, 203257.89919999987 487061.01139999926, 203361.08689999953 487150.96990000084, 203470.88919999823 487207.85539999977, 203472.21220000088 487254.1576000005, 203484.11840000004 487255.48050000146, 203505.28510000184 487221.0846000016, 203595.2435999997 487243.5742000006, 203611.1187000014 487284.58469999954, 203705.0458999984 487221.0846000016))"
rws_on_vlakmaatregelen.34,NL889b,,Y3008,,Uiterwaardverlaging zuid,2,Nederrijn en Lek,Planstudie,Nee,KRW2,,UVER,0.5,Inschatting,,"POLYGON ((185655.44449999928 442742.4342, 185644.33199999854 442793.23429999873, 185850.61939999834 442784.7355000004, 186068.19530000165 442775.7716999985, 186068.19530000165 442734.4967, 185850.6838000007 442738.6796000004, 185655.44449999928 442742.4342))"
rws_on_vlakmaatregelen.35,NL889c,,Y3008,Rosandepolder,Uiterwaardverlaging noord,2,Nederrijn en Lek,Planstudie,Nee,KRW2,,UVER,0,Staat niet meer in het Schetsontwerp 2021,,"POLYGON ((185664.96950000152 442989.29100000113, 185664.17570000142 443028.5817000009, 185707.03830000013 443029.1770000011, 185707.83210000023 442989.68780000135, 185664.96950000152 442989.29100000113))"
rws_on_vlakmaatregelen.36,NL914b,NL134a,Y3046,Elster Buitenwaarden,Uiterwaardverlaging binnenkaads,2,Nederrijn en Lek,Realisatie,Nee,RWS & Prov. Utrecht,,UVER,28,MIRT 3,,"MULTIPOLYGON (((163499.55999999866 443326.10649999976, 163520.41490000114 443317.1686999984, 163559.14539999887 443317.1686999984, 163720.02569999918 443269.500500001, 163898.78170000017 443135.43349999934, 164026.89020000026 443001.3665000014, 164368.76269999892 442885.40029999986, 164516.95980000123 442765.02690000087, 164557.19959999993 442718.33619999886, 164542.30330000073 442655.77160000056, 164506.55209999904 442628.9582000002, 164345.67170000076 442682.5850000009, 164118.13019999862 442798.0315999985, 163924.47789999843 442900.816300001, 163803.81760000065 442991.68389999866, 163769.5560999997 442997.64240000024, 163715.92929999903 442957.42229999974, 163653.36470000073 443002.11129999906, 163580.37260000035 443040.8418000005, 163523.3942000009 443068.3999999985, 163473.11899999902 443104.8960000016, 163473.11899999902 443136.1783000007, 163507.00820000097 443193.5291999988, 163434.01619999856 443268.0108000003, 163431.03689999878 443335.0443000011, 163499.55999999866 443326.10649999976)), ((163504.0289000012 443081.8066999987, 163535.39319999889 443056.58469999954, 163507.3900000006 443078.36499999836, 163504.0289000012 443081.8066999987)))"
rws_on_vlakmaatregelen.37,NL925c,,Y3008,Lunenburgerwaard Gravenbol,Uiterwaardverlaging buitenkaads; Definitief Ontwerp,2,Nederrijn en Lek,Realisatie,Nee,RWS & Prov. Utrecht,,UVER,15,Inschatting,,"POLYGON ((153810.7798999995 442579.30310000107, 153739.34219999984 442579.30310000107, 153660.9792000018 442596.85550000146, 153602.12469999865 442584.46510000154, 153548.43299999833 442604.0832000002, 153503.0014999993 442611.3110000007, 153440.8916000016 442622.1656999998, 153512.29430000111 442659.84010000154, 153550.49810000136 442671.19790000096, 153546.36789999902 442700.1088999994, 153588.5293999985 442707.89090000093, 153607.57950000092 442682.4908000007, 153742.51720000058 442679.3158, 153774.26729999855 442633.2782000005, 153813.95490000024 442634.86569999903, 153804.42990000173 442682.4908000007, 153809.192400001 442722.1783999987, 153869.5174999982 442730.1158999987, 153886.98000000045 442674.5533000007, 153888.56749999896 442603.11569999903, 153858.4050000012 442542.7905000001, 153810.7798999995 442579.30310000107))"
rws_on_vlakmaatregelen.38,OM957a,NL153,x2350bc,Lexmond,De eendragt (meest westelijke punt) Ontwikkeling kwelmoerassen/ zoetwaterplassen =getijdengeul lexmond (omwisselen),1,Oude Maas,Gereed,Ja,Overig,2010,GTIJ,10,Inschatting,,"POLYGON ((129648.63300000131 442391.14930000156, 129624.82050000131 442330.2950000018, 129712.13309999928 442272.0865999982, 129815.32090000063 442269.4408, 129897.34189999849 442232.3990000002, 129899.9877000004 442211.2322999984, 129825.90419999883 442224.4615000002, 129878.8209999986 442187.4197999984, 129952.90450000018 442187.4197999984, 130032.27959999815 442171.54470000044, 130087.84219999984 442163.60720000044, 130122.23809999973 442145.08630000055, 130101.07140000165 442137.14880000055, 130111.65480000153 442126.5654999986, 130098.42559999973 442110.69040000066, 129947.61279999837 442155.66970000044, 130093.13390000165 442089.52369999886, 130212.1966000013 442145.08630000055, 130230.71750000119 442131.85720000044, 130468.84299999848 442089.52369999886, 130474.13470000029 442068.3570000008, 130360.36360000074 442092.16959999874, 130270.40509999916 442086.87790000066, 130230.71750000119 442073.64869999886, 130273.05090000108 442065.71119999886, 130352.42610000074 442065.71119999886, 130434.4470999986 442047.19029999897, 130429.15540000051 442026.0236000009, 130357.71779999882 442023.37779999897, 130331.25939999893 442012.7943999991, 130257.17590000108 442036.6070000008, 130177.80070000142 442049.83619999886, 130111.65480000153 442052.4820000008, 130021.69629999995 442063.06529999897, 129950.25860000029 442092.16959999874, 129992.59200000018 442060.4195000008, 130053.44629999995 442041.8986000009, 130135.46730000153 442026.0236000009, 130095.77969999984 442004.8568999991, 130029.63379999995 442012.7943999991, 129982.00869999826 442028.6693999991, 129939.67529999837 442068.3570000008, 129892.0502000004 442108.04459999874, 129841.77919999883 442158.3154999986, 129825.90419999883 442160.9613999985, 129844.42509999871 442115.98209999874, 129860.30009999871 442100.10709999874, 129929.09189999849 442060.4195000008, 129934.38360000029 442044.5445000008, 129873.52930000052 442065.71119999886, 129905.27939999849 442028.6693999991, 129849.71680000052 442057.77369999886, 129831.19590000063 442068.3570000008, 129802.09169999883 442131.85720000044, 129791.50829999894 442123.91959999874, 129730.65399999917 442205.9406000003, 129667.1539000012 442253.5656999983, 129556.02870000154 442327.64919999987, 129540.15359999985 442348.8159000017, 129569.25789999962 442444.06610000134, 129648.63300000131 442391.14930000156))"
rws_on_vlakmaatregelen.39,OM962a,NL154,x2338,Lopik/Vogelzang,"Lopik/Vogelzang: Ontwikkeling rietmoeras, getijdegeul, rivierhout.  Salmsteke; met hout verdedigde oevers en een palenrijconstructie bij de instroom tegen de scheepvaartgolven",2,Oude Maas,Realisatie,Nee,RWS & Recreatieschap,,GTIJ,7,Inschatting,,"POLYGON ((125398.28229999915 441681.3104999997, 125378.4384999983 441706.7105999999, 125434.04890000075 441732.68560000136, 125495.47019999847 441733.4092999995, 125635.19790000096 441694.1843000017, 125756.52419999987 441675.79360000044, 125894.73530000076 441668.41209999844, 125961.41039999947 441666.82459999993, 126027.33049999923 441649.5604999997, 125932.83540000021 441635.07449999824, 125848.6977000013 441631.8995000012, 125735.9849999994 441647.7745000012, 125772.49760000035 441613.6431999989, 125826.47269999981 441573.9556000009, 125959.31850000098 441605.68780000135, 126019.78979999945 441601.1416000016, 126073.7648999989 441593.2041000016, 126194.77340000123 441587.4494000003, 126232.07970000058 441564.4305999987, 126153.9338000007 441532.08520000055, 126077.73369999975 441528.9101999998, 126003.73580000177 441552.1693999991, 125946.76469999924 441581.29780000076, 125892.02419999987 441545.64169999957, 125831.23519999906 441525.5368000008, 125799.4851000011 441537.44310000166, 125759.7974999994 441570.7806000002, 125685.62040000036 441647.97300000116, 125577.67020000145 441674.9604999982, 125534.80759999901 441690.0417999998, 125491.9450000003 441701.9481000006, 125434.00120000169 441701.9481000006, 125398.28229999915 441681.3104999997))"
rws_on_vlakmaatregelen.40,VZ008d,VZ160,Y3037,Galgenrak/varkensgat,"Tweezijdig aantakken strang, stoorobjecten, herinrichten zanwinplas, verlagen uiterwaard en natuurvriendelijke vooroever",1,Vecht - Zwarte water,Gereed,Ja,provincie EHS,2015,UVER,15.5,MIRT 3,,"MULTIPOLYGON (((203522.86630000174 510948.96189999953, 203720.29399999976 510817.6026000008, 203947.05999999866 510613.8328999989, 204114.21119999886 510426.40879999846, 204098.33619999886 510299.40850000083, 204055.24859999865 510295.1270000003, 204071.78510000184 510410.8823999986, 203922.9567000009 510576.2474000007, 203869.2950000018 510518.61080000177, 203675.68100000173 510709.3110000007, 203714.59690000117 510748.2269000001, 203486.39330000058 510854.0604000017, 203380.55970000103 510893.7479999997, 203403.71079999954 510943.3575000018, 203400.40349999815 510943.3575000018, 203115.97590000182 510976.430399999, 203096.33729999885 511084.1414999999, 203155.6634999998 511026.03990000114, 203522.86630000174 510948.96189999953)), ((204131.31639999896 510694.2076999992, 204161.7435999997 510658.4888000004, 204128.67060000077 510643.93670000136, 204096.92049999908 510657.16589999944, 204087.66010000184 510638.64510000125, 204067.816300001 510659.8117999993, 204040.03500000015 510655.8429999985, 204032.09750000015 510637.3220999986, 204049.29549999908 510614.83249999955, 204055.91000000015 510577.7908000015, 204049.29549999908 510563.23860000074, 204040.03500000015 510553.9781999998, 203866.73259999976 510720.66600000113, 203805.87829999998 510780.19739999995, 203882.60759999976 510749.7703000009, 204000.34739999846 510720.66600000113, 204095.59760000184 510708.75979999825, 204131.31639999896 510694.2076999992)))"
