Ministerie;Leveranciers;8000 - Communicatie overig;8110 - Vakliteratuur, abonnementen en overige informatie;8210 - Vertaaldiensten;8310 - Relatiegeschenken niet voor eigen personeel;8410 - Evenementen en congresorganisatie;8510 - Diversen communicatie;Eindtotaal
DEF;Primera Van den Berg;;;;;;1;1
DEF;Primera Westra Kerschoten;;;;;;1;1
DEF;Probeer B.V.;;;;;;1;1
DEF;Production Partners B.V.;;;;;;2;2
DEF;Pro-Improve B.V.;;;;1;;;1
DEF;Promit Ter Haar B.V.;;;;1;;;1
DEF;PromoBase Media & Advertising B.V.;;;;;;1;1
DEF;Pro-Shar Europe B.V.;;;;;;1;1
DEF;Pustjens Percussion Products B.V.;;;;;;1;1
DEF;PUUR DUNSELMAN;;;;1;;;1
DEF;R.G. Ruijs Stichting;;;;;;1;1
DEF;Rederij Castor;;;;;;1;1
DEF;Reef Infra B.V.;;;;1;;;1
DEF;Regina Bloemsierkunst;;;;1;;;1
DEF;Rental-Parasol;;;;;;1;1
DEF;Restaurant Adriano;;;;1;;;1
DEF;Restaurant Allemansgeest;;;;1;;;1
DEF;Restaurant De Basiliek B.V.;;;;1;;;1
DEF;Restaurant Grandcafé Liff;;;;1;;;1
DEF;Restaurant Hartenstein @Laurie;;;;1;;;1
DEF;Restaurant Maxime V.O.F.;;;;;;1;1
DEF;Restaurant Spijs;;;;1;;;1
DEF;Restaurant Vice Versa;;;;1;;;1
DEF;Restaurant Wok Paradijs Jasmijn Garden;;;;1;;;1
DEF;Reysport;;;;;;1;1
DEF;Ricoh;;3;;;;;3
DEF;Riezebos Foto Video;;;;;;1;1
DEF;Rijsemus & De Frel;;;;;;1;1
DEF;Rinsema Etalage Materialen Handel V.O.F.;;;;;;1;1
DEF;Ristorante Italiano 'La Liguria';;;;;;1;1
DEF;Riwal Hoogwerkers B.V.;;;;;;1;1
DEF;Rob Gieling Fotografie;;;;;;2;2
DEF;Robitex B.V.;;;;2;;3;3
DEF;Roel Dijkstra Persfotografie;;;;;;1;1
DEF;Rongen Aktief B.V.;;;;;;1;1
DEF;Rose M.E. Martier;;;1;;;;1
DEF;Royal Delft;;;;1;;;1
DEF;Ruitershop Theo Kevenaar;;;;1;;;1
DEF;Ruitersportcentrum De Wittegheit;;;;;;1;1
DEF;Run2day Apeldoorn B.V.;;;;1;;;1
DEF;Ruud Peeters;;;;;;1;1
DEF;Ruud Verschoor Verhuur;;;;;;1;1
DEF;S.P.J. Bosman;;;;;;1;1
DEF;Sabel Communicatie B.V.;;;;;;2;2
DEF;Sander Teepen;;;;;;1;1
DEF;Sandra Zoer;;;;;;1;1
DEF;Santecraem V.O.F.;;;;1;;;1
DEF;Saskia Rijsdijk Textielrestauratie;;;;1;;;1
DEF;Satijn Films;;;;1;;;1
DEF;Scheepstuigerij De Schieman;;;;;;1;1
DEF;Scherp Muziekprodukties;;;;;;1;1
DEF;Schietsportvereniging 'Scheldezicht';;;;1;;;1
DEF;Scholten Awater B.V.;;4;;;;;4
DEF;Schouten Tiel B.V.;;;;;;1;1
DEF;Script Ease B.V.;;;;;;1;1
DEF;SDB International B.V.;;;;2;;;2
DEF;Sdu Uitgevers B.V.;;;;1;;;1
DEF;Sebes & Van Gelderen;;;;1;;;1
DEF;Sector IT;;;;1;;;1
DEF;Secumar Benelux B.V.;;;;1;;;1
DEF;Seneca Advies Loopbaanbegeleiding en Coaching;;;;1;;;1
DEF;Signed By ® B.V.;;;;;;1;1
DEF;Simonis Oude Visafslag B.V.;;;;1;;1;1
DEF;Simultime Data Engineering B.V.;;;;;;1;1
DEF;Skarster Music Investment C.V.;;;;;;2;2
DEF;SKYFLY.nl;;;;1;;;1
DEF;Slijterij 'Voorburg';;;;1;;;1
DEF;Smaakpakhuis B.V.;;;;;;1;1
DEF;Snel-Braber Bathmen;;;;1;;2;2
DEF;Spaansen Grondstoffen en Logistiek B.V.;;;;;;1;1
DEF;Spac Sport Defensie B.V.;;;;;;1;1
DEF;Speakers Academy Special Projects B.V.;;;;;;1;1
DEF;'s-Peer Catering;;;;1;;;1
DEF;Sportaccommodatie Urk;;;;1;;;1
DEF;Sportfondsen Oud-Beijerland B.V.;;;;1;;;1
DEF;Sportvisserij Moermond;;;;;;1;1
DEF;Springverhuur;;;;;;1;1
DEF;Stadsherberg Sneek;;;;1;;;1
DEF;Stagelight Verhuur B.V.;;;;;;1;1
DEF;Starcom Nederland;;;;;;1;1
DEF;Start People;;;;1;;;1
DEF;Statafelshop.nl;;;;;;1;1
DEF;Stg. Centr. voor Arbeidsverhoud. Overh.pers.;;;;1;;;1
DEF;Stg. College v. Belanghebb. Luchtvaartonderw.;;;;1;;;1
DEF;Stg. Geschiedkundige Verz. Expl. Opr. Dienst;;;;1;;;1
DEF;Stg. Hist. Verzameling Grondgeb. Luchtverded.;;;;1;;;1
DEF;Stg. Hist. Verzameling Mil. Geneesk. Dienst;;;;1;;;1
DEF;Stg. Kon. Luchtmacht Historische Vlucht;;;;;;4;4
DEF;Stg. ProDemos - Huis voor dem. en rechtsstaat;;;;1;;;1
DEF;Stg. Recreatiecomplex Nieuwe Haven Witte Raaf;;;;1;;1;2
DEF;Sticht. Nederl. Inst. voor Beeld en Geluid;;1;;;;1;1
DEF;Sticht. Regiments Verzameling Techn. Troepen;;;;1;;;1
DEF;Stichting 43 Bevocie;;;;1;;1;1
DEF;Stichting Bevrijdingsmuseum Zeeland;;;;1;;;1
DEF;Stichting Breda Festival;;;;;;1;1
DEF;Stichting Brigade der voorm. Prinses Irene;;;;1;;;1
DEF;Stichting de Basis;;;;;;1;1
DEF;Stichting De Link;;;;;;1;1
DEF;Stichting De Marineclub;;;;1;;1;1
DEF;Stichting De Meenthe;;;;1;;;1
DEF;Stichting De Ooievaart;;;;1;;;1
DEF;Stichting DeltaDua;;;;1;;;1
DEF;Stichting Enschede Promotie;;;;;;1;1
DEF;Stichting Eureducation;;;;;;2;2
DEF;Stichting Exploitatie Catalina Ph.-Pby;;;;;;2;2
DEF;Stichting Gelders Erfgoed;;;;1;;;1
DEF;Stichting Grenadiers en Jagers;;;;1;;;1
DEF;Stichting Herdenking 15 Augustus 1945;;;;1;;;1
DEF;Stichting het Geldersch Landschap;;;;1;;;1
DEF;Stichting 'Het Veteraneninstituut';;;;5;;;5
DEF;Stichting Heusdens Buro voor Toerisme;;;;;;1;1
DEF;Stichting Hulphond Nederland;;;;;;1;1
DEF;Stichting Internat. Perscentrum 'Nieuwspoort';;;;;;1;1
DEF;Stichting Keep Them Landing;;;;;;1;1
DEF;Stichting Kinderen Kankervrij;;;;;;1;1
DEF;Stichting Korps Veldartillerie;;;;1;;;1
DEF;Stichting Marechaussee Contact;;;;;;2;2
DEF;Stichting Marine Cantine Dienst (Marcandi);;;;1;;1;1
DEF;Stichting Meeting Service Point (MSP);;;;;;1;1
DEF;Stichting Militaire Prestatietocht Te Paard;;;;1;;;1
DEF;Stichting MSF;;;;;;1;1
DEF;Stichting Museum Nederlandse Cavalerie;;;;1;;;1
DEF;Stichting Nationaal Indie-Monument 1945-1962;;;;1;;1;1
DEF;Stichting Nationaal Monument Kamp Vught;;;;2;;;2
DEF;Stichting Nederlands Artillerie Museum;;;;1;;;1
DEF;Stichting Raakvlak;;;;;;2;2
DEF;Stichting Raakvlak Maatwerk;;;;;;1;1
DEF;Stichting Regiment Limburgse Jagers;;;;1;;;1
DEF;Stichting Regiment Verbindingstroepen;;;;1;;;1
DEF;Stichting Restaurant Paleis Het Loo;;;;1;;;1
DEF;Stichting Schrijvers School Samenleving;;;;1;;;1
DEF;Stichting Scouting St.Franciscus;;;;1;;;1
DEF;Stichting TEIMUN;;;;1;;;1
DEF;Stichting Tong Tong;;;;1;;;1
DEF;Stichting Tulip Tennis Center;;;;;1;;1
DEF;Stichting Vrije Val;;;;;;1;1
DEF;Stichting VVV Breda;;;;1;;;1
DEF;Stichting Werk aan de Linie;;;;1;;;1
DEF;Stichting Zevenheuvelenloop;;;;1;;;1
DEF;Stonestream;;;;1;;;1
DEF;Storm Plastificeren;;;;1;;;1
DEF;Story Sound;;;;;;2;2
DEF;Strutten Music;;;;;;1;1
DEF;Studiekring Ridderorden en Onderscheidingen;;;;1;;;1
DEF;Studio 38C;;;;;;2;2
DEF;Studio78;;;;;;1;1
DEF;Studionuts;;;;;;1;1
DEF;SWOOP;;;;;;1;1
DEF;'t Oude Ambacht Tin C.V.;;;;;;3;3
DEF;'t Oude Tolhuys B.V.;;;;1;;;1
DEF;'t Riddershof;;;;;1;;1
DEF;Taalstrategie;;;;;;1;1
DEF;Tafelen B.V.;;;;1;;;1
DEF;Takelservice Den Helder;;;;;;1;1
DEF;Tamara Smits Musicus;;;;;;1;1
DEF;Tapes Amsterdam B.V.;;;;;;1;1
DEF;Tapes Mediaproducties V.O.F.;;;;;;1;1
DEF;Technisch Bureau Magema B.V.;;;;;;1;1
DEF;Technische Unie B.V.;;;;;;1;1
DEF;Technoprint B.V.;;;;1;;;1
DEF;Tempo-Team Professionals B.V.;;;;1;;;1
DEF;Tentenverhuur De Weerd Voorst;;;;2;;5;5
DEF;Tenwolde Transport en Repair B.V.;;;;;;1;1
DEF;TextielDrukDeal B.V.;;;;;;1;1
DEF;Textieldrukkerij Sport Print;;;;1;;;1
DEF;The COW Company B.V.;;;;1;;;1
DEF;The Future Store;;;;;;1;1
DEF;The Glasshouse B.V.;;;;1;;;1
DEF;The Read Shop Express;;;;1;;;1
DEF;The Security Company;;;;;;1;1
DEF;TheaterHangaar B.V.;;;;;;3;3
DEF;Thole Access Systems B.V.;;;;1;;;1
DEF;Tierolff Muziekcentrale B.V.;;;;;;1;1
DEF;Timbre Publications;;;;;;1;1
DEF;TMG Landelijke Media B.V.;;1;;;;5;5
DEF;Toko Eddo B.V.;;;;1;;;1
DEF;Topbloemen Nederland B.V.;;;;1;;;1
DEF;TRConsult B.V.;;;;;;1;1
DEF;Trinitas Corona B.V.;;;;1;;;1
DEF;Triptiek, Kunsthandel 't Drieluik;;;;1;;;1
DEF;Triskontakten Stichting Trismonument;;1;;;;;1
DEF;Tuincentrum Den Helder;;;;;;1;1
DEF;Tuincentrum Schouwbrug;;;;1;;;1
DEF;Turnaround Communicatie;;1;;;;;1
DEF;TVCN;;;7;;;;7
DEF;Twenty4one Commercial Services;;;;1;;;1
DEF;Uitgeverij Damon B.V.;;1;;;;;1
DEF;UNIK Groothandel;;;;1;;;1
DEF;United4all;;;;;;6;6
DEF;UPC Nederland;;;;1;;;1
DEF;UpHill Battle;;;;;;1;1
DEF;Uptown Advertising B.V.;;;;;;1;1
DEF;v. Dongen met de Kroon Borduurprof. B.V.;;;;1;;;1
DEF;V.d. Valk Hotel Apeldoorn de Cantharel B.V.;;;;;;1;1
DEF;V.O.F. Allard Buwalda;;;;;;1;1
DEF;V.O.F. Alpina-van Houweninge & IJsselstijn;;;;1;;;1
DEF;V.O.F. Bloemsierkunst J. van Amesfoort;;;;1;;;1
DEF;V.O.F. Bruna Boekhandel Bonte;;;;1;;;1
DEF;V.O.F. Henk Nyenhuis;;;;1;;;1
DEF;V.O.F. Lijstenmakerij 't Verstek;;1;;;;;1
DEF;V.O.F. Primera de Uithof;;;;1;;;1
DEF;Valerie Kuypers Fotografie;;;;;;1;1
DEF;van Amerongen facilitair bedrijf B.V.;;;;1;;;1
DEF;Van den Hout Promotion;;;;1;;;1
DEF;Van der Aa Vocal Productions;;;;;;1;1
DEF;Van der Heide Music Edition;;;;;;1;1
DEF;Van der Veen Muziek;;;;;;2;2
DEF;Van Dijk Zakelijk B.V.;;7;;1;;;7
DEF;Van Dongen Offset B.V.;;;;1;;;1
DEF;Van Drimmelen Toelevering B.V.;;;;;;1;1
DEF;Van Eerd Golf Retail B.V.;;;;1;;;1
DEF;Van Gansewinkel Nederland B.V.;;;;;;1;1
DEF;Van Kralingen B.V.;;;;1;;;1
DEF;Van Luyken Communicatie Adviseurs;;;;;;1;1
DEF;Van Overbeek Sanitair;;;;;;2;2
DEF;Van Rijssel Pianotechniek;;;;;;1;1
DEF;Van Santen Coating;;;;1;;;1
DEF;Van Slobbe B.V.;;;;;;1;1
DEF;Van Stockum, Belinfante & Coebergh B.V.;;;;1;;;1
DEF;Vancore Nederland B.V.;;;;;;1;1
DEF;Ver. Bedr. Jansen-Wijsmuller & Beuns B.V.;;;;1;;;1
DEF;Ver. Regiment Infanterie Oranje Gelderland;;;;1;;;1
DEF;Ver. v. Offic. der Garde Fuseliers Pr. Irene;;;;1;;;1
DEF;Vera de Bree;;;;;;1;1
DEF;Verag Vloerenbedr. en Handelsonderneming B.V.;;;;1;;;1
DEF;Verbruggen Volkel B.V.;;;;;;1;1
DEF;Vereniging Buma;;;;;;3;3
DEF;Vereniging Huzaren van Boreel;;;;1;;;1
DEF;Vereniging VNO-NCW;;;;1;;;1
DEF;Verhuurbedrijf Paul;;;;1;;;1
DEF;Verjo B.V.;;1;;;;;1
DEF;Verkoopcoöperatie van 'Den Helder' BA;;1;;;;;1
DEF;Vermaat Leisure B.V.;;;;2;;2;3
DEF;Vincent Veneman Music;;;;;;1;1
DEF;Vink Kunststoffen B.V.;;;;;;1;1
DEF;Violien bloemen en interieur;;;;1;;;1
DEF;Visual Photo Design;;;;;;1;1
DEF;Vitamare;;;;1;;;1
DEF;ViveleDon B.V.;;;;2;;;2
DEF;VNO-NCW Noord;;;;1;;;1
DEF;VVV Business B.V.;;;;2;;1;2
DEF;VVV Cadeaubonnen B.V.;;;;;1;;1
DEF;'W. van Veluw B.V.'.;;;;3;;;3
DEF;W.L.H.J. van Merwijk;;;;;;1;1
DEF;Wave Technics B.V.;;;;;;1;1
DEF;Welmer;;;;;;1;1
DEF;Wijnkoperij De Gouden Ton;;;;1;;;1
DEF;Wirtz, Film & Experience Agency B.V.;;;;;;2;2
DEF;WishWish NL B.V.;;;;;;1;1
DEF;WK Communicatie;;;;1;;;1
DEF;Wowww B.V.;;1;;;;;1
DEF;X-Press Images;;;;;;2;2
DEF;Yacht;;;;;;3;3
DEF;You Name It !;;;;;;1;1
DEF;Yune B.V.;;;;;;2;2
DEF;ZCC-IT B.V.;;;;1;;;1
DEF;Zeeman Reclame Groep B.V.;;1;;;;1;1
DEF;Zoet Moment B.V.;;;;1;;1;1
DEF;Zoet!;;;;;;1;1
DEF;Zuidam Distillers B.V.;;;;;;1;1
DEF;Zwembad Drie Essen Uden B.V.;;;;1;;;1
EZ;&Maes B.V.;;;;;;1;1
EZ;&Samhoud Nederland B.V.;;;;1;;;1
EZ;100% Zomer;;;;;1;;1
EZ;2 Maal Ee;;;;;;1;1
EZ;54Events B.V.;;;;;2;;2
EZ;A Linea Vertaalservice;;;1;;;;1
EZ;A&A Vertaal- en tolkbureau;;;1;;;;1
EZ;A. Klarenbeek Onderz.-/adv.bureau voor comm.;;;;;;1;1
EZ;A.I.F.W.;;;;;1;;1
EZ;Aaaaha! The Actor Factory B.V.;;;;;2;;2
EZ;Aardewerk AV;;;;;1;;1
EZ;ABCD About Brands Concepts Design;;;;;2;;2
EZ;Abeng Taal & Tekst;;;;;;1;1
EZ;ABF Group B.V.;;;;;;1;1
EZ;Ace Projects;;;;;;1;1
EZ;AD NieuwsMedia B.V.;;1;;;;;1
EZ;Adfo Groep B.V.;;1;;;;;1
EZ;AFC Ajax N.V.;;;;;1;;1
EZ;AFDU/CD International B.V.;;;;;1;;1
EZ;Africa Interactive B.V.;;;;;;2;2
EZ;AGF Primeur B.V.;;;;;1;;1
EZ;Agrima II B.V.;;;;;1;;1
EZ;Agripers B.V.;;1;;;;;1
EZ;AgroConnect;;1;;;;;1
EZ;Ahoy Rotterdam N.V.;;;;;1;;1
EZ;Albron Nederland B.V.;;;;;1;;1
EZ;Alex Aalders Bloemist;;;;1;;;1
EZ;A-Lief Fashion;;;;;1;;1
EZ;allesin1studio.nl;;;;;1;;1
EZ;Amigos International B.V.;;;;;1;;1
EZ;Amsio Holding;;1;;;;;1
EZ;Amsterdam Rai Exhibitions;;;;;2;;2
EZ;Anne Frank Stichting;;;;;1;;1
EZ;ANP Photo;;;;;;1;1
EZ;ANP Video;;;;;;1;1
EZ;AOES;;;;1;;;1
EZ;ARA Groep B.V.;;;;;;1;1
EZ;Arcgis Gebruikersgroep Nederland;;1;;;;;1
EZ;Ardis Opleidingen B.V.;;1;;;;;1
EZ;Arenda Oomen Fotografie;;;;;;1;1
EZ;arjen fortuin;;;;;1;;1
EZ;Arko Sports Media B.V.;;;;;3;;3
EZ;Armatiek B.V.;;1;;;;;1
EZ;Ars Grafisch B.V.;;;;;;2;2
EZ;Art 4 You Decorations;;;;;;2;2
EZ;Artemis Amsterdam Holding B.V.;;;;;1;;1
EZ;arvato Finance B.V.;;;;1;;;1
EZ;At Osborne B.V.;;;;;1;;1
EZ;Atelier Groenblauw / Opmaat;;;;;1;;1
EZ;ATP Specials B.V.;;;;;2;;2
EZ;Automotive Publishing B.V.;;;;;;2;2
EZ;AutomotiveNL B.V.;;;;;1;;1
EZ;A-Vier Producties;;;;;;1;1
EZ;B. de Graaf Beheer B.V.;;1;;;;;1
EZ;B.V. Hotel Bel Air Den Haag;;;;;1;;1
EZ;B.V. Nederlandse Neonfabriek 'Nenefa';;;;;;1;1
EZ;B.V. Panorama Mesdag;;;;;1;;1
EZ;B.V. Perscentrum Nieuwspoort;;;;;;1;1
EZ;B+B Vakmedianet B.V.;;1;;;;;1
EZ;Back to Balance - training en advies;;;;1;;;1
EZ;Balance B.V.;;;1;;;;1
EZ;Balls and Arrows;;;;1;;;1
EZ;Bamihuisje;;;;1;;;1
EZ;Banketbakkerij Boheemen;;;;1;;;1
EZ;Banketbakkerij Groen;;;;1;;;1
EZ;Banketbakkerij Maison Kelder B.V.;;;;1;;;1
EZ;Banketbakkerij Theo Blom V.O.F.;;;;1;;;1
EZ;Banketbakkerij-Chocolaterie Lentelink;;;;1;;;1
EZ;Banketbakkerij-Lunchroom Van Orsouw;;;;1;;;1
EZ;Banketkoerier.nl B.V.;;;;1;;;1
EZ;Bar Restaurant La Vina;;;;1;1;;1
EZ;Bar Restaurant Pavlov B.V.;;;;1;1;;1
EZ;Beachclub Copacabana B.V.;;;;;1;;1
EZ;Beatex;;;;;1;;1
EZ;Belangenver. Bedrijfshulpverlening Nederland;;1;;;;;1
EZ;belevenisonderwijs;;;;;1;;1
EZ;Belgisch Biercafé Olivier B.V.;;;;1;;;1
EZ;Ben'z;;;;;1;;1
EZ;Beroepsvereniging Vide;;1;;;;;1
EZ;BeuseCOMM;;;;;;1;1
EZ;BIJ12;;1;;;;;1
EZ;Binnenlands Bestuur B.V.;;;;;;1;1
EZ;BKFF bas kijzers fotografie en film;;;;;;1;1
EZ;Blaauw Space Affairs;;;;;;1;1
EZ;Blinker B.V.;;;;;;1;1
EZ;BLIX Consultancy B.V.;;;;;1;;1
EZ;bloem & styling aan de zeven alleetjes;;;;1;;;1
EZ;Bloemsierkunst Anneke Kapteyn;;;;1;;;1
EZ;Bloemstylist Hans Zijlstra;;;;1;;;1
EZ;BLOSSOM bloemisterij;;;;1;;;1
EZ;Bluevents B.V.;;;;;1;;1
EZ;BNF B.V.;;;;;;1;1
EZ;Bobbe International B.V.;;4;;;;1;4
EZ;Boekhandel Augustinus;;1;;;;;1
EZ;Boekhandel Minerva;;1;;;;;1
EZ;Boekhandel Van Stockum;;1;;;;;1
EZ;bol.com B.V.;;1;;1;;;1
EZ;Bolyari;;;;1;;;1
EZ;BOM;;;;;2;;2
EZ;Bonheur Horeca Exploitaties B.V.;;;;;1;;1
EZ;Bos & Bos Catering TT B.V.;;;;;1;;1
EZ;Boterham Express B.V.;;;;;1;;1
EZ;Bovenkamers;;;;;;1;1
EZ;Bowling Scheveningen B.V.;;;;;1;;1
EZ;Brabanthallen;;;;;2;;2
EZ;Branchever. Particul. Org. Int. Samenwerk.;;1;;;;;1
EZ;Brandwise B.V.;;;;;2;;2
EZ;Brasserie De Kroon;;;;1;;;1
EZ;Brasserie Lookies;;;;;1;;1
EZ;Bredemeijer Group B.V.;;;;2;1;;2
EZ;Brink's Nederland B.V.;;;;;1;;1
EZ;Brood Banket Bakkerij Haafs;;;;1;;;1
EZ;Brood- en banketbakkerij J.W. Blom B.V.;;;;1;;;1
EZ;Bruikman Reclamestudio;;;;;;1;1
EZ;BSID;;;;;;1;1
EZ;Bubbles Company B.V.;;;;;;1;1
EZ;Budget Copy Center;;;;;;1;1
EZ;Buffetrestaurant De Schaopwas;;;;1;;;1
EZ;Buiten-Beeld;;;;;;1;1
EZ;Buitenlandse Persvereniging in Nederland;;1;;;;;1
EZ;Bureau G.I.T.;;;;;1;;1
EZ;Bureau van Dijk Electronic Publishing B.V.;;2;;;;;2
EZ;BViT Noordwijk;;;;1;;;1
EZ;C.A.M. Management;;1;;;;;1
EZ;C.N.B.;;1;;;;;1
EZ;C.R. van Valkengoed;;;;;;1;1
EZ;C365 B.V.;;;;;2;;2
EZ;Cafe Blossom;;;;;1;;1
EZ;Café Bolhuis;;;;1;;;1
EZ;Café de Bank B.V.;;;;;1;;1
EZ;Café De Jaren;;;;;1;;1
EZ;Café Mano;;;;1;;;1
EZ;Café Restaurant Courzand;;;;;1;;1
EZ;Café-Restaurant De Prinsenkelder;;;;;1;;1
EZ;Caneva B.V.;;;;;1;;1
EZ;Carat Nederland B.V.;;;;;;2;2
EZ;CARes;;;1;;;;1
EZ;Carlfried Verwaayen Fotografie;;;;;1;;1
EZ;Carlson Wagonlit Nederland B.V.;;;;;3;;3
EZ;Carlson Wagonlit Travel;;;;;2;;2
EZ;Carlton Ambassador Hotel B.V.;;;;;1;;1
EZ;Cascadis;;1;;;;;1
EZ;CCV Holland B.V.;;1;;;;;1
EZ;Cees van Casteren;;;;;2;;2
EZ;Centraal Boekhuis B.V.;;1;;;;1;1
EZ;Centrale Adviesdienst Fruitteelt B.V.;;1;;;;;1
EZ;Cheeseworks;;;;;;1;1
EZ;Chef aan Huis P. Dullaart;;;;;1;;1
EZ;Chinees Indisch Restaurant Walong;;;;;1;;1
EZ;Chocoladedroom;;;;1;;;1
EZ;Cialona Expo B.V.;;;;;1;;1
EZ;Ciao! Ciao! B.V.;;;;1;;;1
EZ;Citaat V.O.F.;;;;;1;;1
EZ;City Hotel B.V.;;;;1;;;1
EZ;clothing connect B.V.;;;;;2;;2
EZ;Club van 30 B.V.;;;;;;2;2
EZ;CMP Information;;;;;3;;3
EZ;Cobidoc B.V.;;1;;;;;1
EZ;Cognicum B.V.;;;;;1;;1
EZ;Collactive B.V.;;1;;;;;1
EZ;Communicatie Bureau Podium B.V.;;;;;;3;3
EZ;Communication Concert B.V.;;;;;2;;2
EZ;Company.Info B.V.;;3;;;;;3
EZ;Compass Group Nederland B.V.;;;;;1;;1
EZ;comScore B.V.;;;;;;2;2
EZ;Concorde Group B.V.;;;2;;1;;2
EZ;Connexxion Taxi Services B.V.;;;;;2;;2
EZ;Consumentenbond;;1;;;;;1
EZ;Coöperatief Congrestolkensecretariaat UA;;;1;;2;;2
EZ;Coosto B.V.;;3;;;;;3
EZ;Coosto Holding B.V.;;2;;;;2;3
EZ;Cormet Schoolcatering B.V.;;;;;1;;1
EZ;Corps 3 op twee B.V.;;;;;;1;1
EZ;Corrino Media Corporation B.V.;;;;;;1;1
EZ;CREM B.V.;;;;;2;;2
EZ;Crowd Support B.V.;;;;;1;;1
EZ;Crowdbooster;;1;;;;;1
EZ;Cucina Excellent;;;;;1;;1
EZ;Culinair Café DieTwee;;;;;1;;1
EZ;Dalzicht Nijverdal;;;;1;;;1
EZ;Data Scripta B.V.;;2;;;;;2
EZ;DBvT;;;1;;;;1
EZ;De Aanhef Tekst & Media;;;;;;1;1
EZ;De Baaij, Verbeeten & Partners B.V.;;;;;1;;1
EZ;De Bakkerswinkel Westergasfabriek B.V.;;;;;1;;1
EZ;De Betaalfabriek;;1;;;;;1
EZ;De Bierelier B.V.;;;;1;;;1
EZ;De Booij Party en Congresarchitekten;;;;;1;;1
EZ;De Byzantijn;;;;1;;;1
EZ;De Drankenmarkt;;;;1;1;;1
EZ;De Gouden Wok Zuiderpark;;;;1;;;1
EZ;De Handelscourant B.V.;;;;;1;;1
EZ;De Hertenkamp Assen B.V.;;;;1;;;1
EZ;De Holland Winkel;;;;;1;;1
EZ;De Japanse Watertuin B.V.;;;;;1;;1
EZ;De Koninklijke Nederl. Vereniging voor Koude;;1;;;;;1
EZ;De Leeren Lampe B.V.;;;;;1;;1
EZ;De Merkplaats B.V.;;;;;;1;1
EZ;de Persgroep Nederland B.V.;;;;1;;1;1
EZ;De Podium Groep B.V.;;;;;1;;1
EZ;De Resolutie Rijswijk B.V.;;;;;;1;1
EZ;De Rotterdam II C.V.;;;;1;;;1
EZ;'De Saladetuin' Catering;;;;1;;;1
EZ;De Uitvaartverzorgers Sluijmer & Van Olst;;;;;;1;1
EZ;De Volkskrant B.V.;;1;;;;;1
EZ;De Witterbrug B.V.;;;;1;;;1
EZ;Debets Kantoor en Meer;;;;1;;;1
EZ;Defabrique Evenementen B.V.;;;;;2;;2
EZ;Degen en Leideritz;;;;;;2;2
EZ;DeKa Verhuur;;;;;1;;1
EZ;deLex B.V.;;1;;;;;1
EZ;Delphy B.V.;;1;;;;;1
EZ;Demi Sec;;;;;2;1;2
EZ;DGB B.V.;;;;;3;;3
EZ;DHL International B.V.;;;;;3;;3
EZ;Diemen & Van Gestel Select B.V.;;;;;;1;1
EZ;Discountoffice.nl B.V.;;;;1;;;1
EZ;Dor B.V.;;;;;1;;1
EZ;Dorine Verharen BNO;;;;;;1;1
EZ;DPI Animation House B.V.;;;;;;4;4
EZ;Drukwerkdeal.nl;;;;;;1;1
EZ;DTG B.V.;;;;;;1;1
EZ;Dudok Den Haag B.V.;;;;;1;;1
EZ;Dunfield Editing;;;2;;;;2
EZ;Dutch Space;;;;1;;;1
EZ;Duurzame Energieproductie Exloërmond B.V.;;;;;1;;1
EZ;E.L. Cravatte B.V.;;;;;1;;1
EZ;EBSCO Information Services B.V.;;2;;;;;2
EZ;Eetcafé De Sjampetter B.V.;;;;1;;;1
EZ;Eggheads Vertaalbureau;;;1;;;;1
EZ;Eisma Industrialmedia B.V.;;1;;;;;1
EZ;El Niño Business Consulting;;;;;1;;1
EZ;ElVi, Koffie, Lunch, Diner;;;;;1;;1
EZ;Elzinga & Oterdoom Procesmanagement;;;;;1;;1
EZ;EMMA Communicatie B.V.;;;;;;3;3
EZ;Energeia B.V.;;2;;;;;2
EZ;ENVAQUA;;;;;1;;1
EZ;ER;;;;;;1;1
EZ;Estate Hosting B.V.;;1;;;;;1
EZ;Etc. Editorial Services;;;;;;1;1
EZ;Eur. Instit. voor Certified Public Controll.;;1;;;;;1
EZ;Eurest Services B.V.;;;;;1;;1
EZ;Euromast Horeca B.V.;;;;;1;;1
EZ;European Weed Research Society;;1;;;;;1
EZ;Eurotext Vertaalbureau Leidschendam;;;1;;;1;1
EZ;Evenementenhal Gorinchem B.V.;;;;;2;;2
EZ;Evenementenhal Hardenberg I B.V.;;;;;1;;1
EZ;Evenementenhal Venray B.V.;;;;;1;;1
EZ;Event Media;;;;;;1;1
EZ;Evite Services B.V.;;;;1;5;;5
EZ;EVO Fenedex B.V.;;1;;;;;1
EZ;Exploitatie Maatschappij Spant B.V.;;;;;2;;2
EZ;Expo Display Service;;;;;;1;1
EZ;Expo Management;;;;;1;;1
EZ;Expomedia;;;;;4;;4
EZ;EYE - Bar Restaurant B.V.;;;;;1;;1
EZ;Eykman Moving Mirrors B.V.;;;;;;1;1
EZ;F. Tel Beheer & Consultancy B.V.;;;;;1;;1
EZ;Faber Vlaggen B.V.;;;;1;1;;1
EZ;Facilion B.V.;;;;;;2;2
EZ;Facility Support;;;;;1;;1
EZ;Federatie van energie consultants (Fedec);;1;;;;;1
