DIENSTREGELPUNTSPOORNAAM,STATIONSNAAM,STATIONSNAAM_AFKORTING,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VAN,KM_GEOCODE_VAN_T,KM_GEOCODE_TOT,KM_GEOCODE_TOT_T,PUIC,POSITIONELE_NAUWKEURIGHEID_MM,RELATIEVEHOOGTELIGGING,TIJDSTIP_REGISTRATIE,LEVENSCYCLUS_STATUS,BRON,X_BEGIN,Y_BEGIN,X_EIND,Y_EIND,LATITUDE_BEGIN,LONGITUDE_BEGIN,LATITUDE_EIND,LONGITUDE_EIND,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,ID,Shape__Length
1,Wijchen,Wc,Ht-Nm,s-Hertogenbosch - Nijmegen ,56.541016,"56,54101628697",56.320708,"56,32070779484",,283,,2016/03/10 00:00:00+00,gerealiseerd,ProRail,178850.925,424884.121,178640.253,424818.039,51.8120702952041,5.7330707894235,51.8114853007413,5.73001130813563,047,,47,047__,s Hertogenbosch - Nijmegen,4821,0
2,Oss,O,Ht-Nm,s-Hertogenbosch - Nijmegen ,41.474075,"41,47407515210",41.185434,"41,18543443282",,283,,2016/03/10 00:00:00+00,gerealiseerd,ProRail,165151.53,419711.745,164886.588,419600.078,51.7659967639513,5.53426148850853,51.7649978130743,5.53042024860938,047,,47,047__,s Hertogenbosch - Nijmegen,4822,0
1,Stavoren,Stv,Lw-Stv,Leeuwarden - Stavoren ,50.146709,"50,14670916406",50.289524,"50,28952365061",,283,,2014/07/11 00:00:00+00,gerealiseerd,ProRail,153272.07,544410.201,153130.574,544387.275,52.8868231674332,5.36153478487791,52.8866166764704,5.3594327411352,008,,8,008__,Leeuwarden - Stavoren,4823,0
1,IJlst,Ijt,Lw-Stv,Leeuwarden - Stavoren ,24.75263,"24,75263002240",24.871944,"24,87194397625",,283,,2014/07/11 00:00:00+00,gerealiseerd,ProRail,170413.21,558711.991,170321.02,558635.242,53.0151249808288,5.61687266288088,53.0144379417398,5.61549536621164,008,,8,008__,Leeuwarden - Stavoren,4824,0
35,Eindhoven Stadion,Ehst,Bd-Ehv,Breda - Eindhoven ,58.220849,"58,22084895739",57.95453,"57,95453014903",,283,,2014/07/11 00:00:00+00,gerealiseerd,ProRail,160745.351,383695.235,160504.18,383817.08,51.4423232730736,5.46983857928004,51.4434209076687,5.46637163117438,618,c,618,618_c,Eindhoven,4825,0
3,Eindhoven Centraal,Ehv,Vl-Ehv,Venlo - Eindhoven ,51.595,"51,59500000000",51.278767,"51,27876686306",,283,,2016/03/08 00:00:00+00,gerealiseerd,ProRail,161377.799,383752.511,161723.423,383830.909,51.4428312969073,5.47893635813662,51.4435319682965,5.48390915284698,618,b,618,618_b,Eindhoven,4826,0
2,Eindhoven Centraal,Ehv,Vl-Ehv,Venlo - Eindhoven ,51.595,"51,59500000000",51.27874,"51,27874013297",,283,,2016/03/08 00:00:00+00,gerealiseerd,ProRail,161309.558,383721.093,161725.002,383823.252,51.4425496600683,5.4779542473774,51.4434631232381,5.48393171843181,618,b,618,618_b,Eindhoven,4827,0
1,Kampen,Kpn,Zl-Kpn,Zwolle - Kampen ,100.815932,"100,8159324871",100.945176,"100,9451755130",,283,,2018/12/10 09:22:15+00,gerealiseerd,ProRail,191349.233,508091.393,191234.271,508152.115,52.5592240582474,5.92322440985832,52.5597774035216,5.92153582838918,015,,15,015__,Zwolle - Kampen,4828,0
1,Hindeloopen,Hnp,Lw-Stv,Leeuwarden - Stavoren ,40.883684,"40,88368370637",41.005587,"41,00558684269",,283,,2014/07/11 00:00:00+00,gerealiseerd,ProRail,157485.073,551135.443,157409.287,551038.91,52.9472556283901,5.42417782639948,52.9463884998874,5.42304961385143,008,,8,008__,Leeuwarden - Stavoren,4829,0
2,Sneek Noord,Sknd,Lw-Stv,Leeuwarden - Stavoren ,20.579336,"20,57933621231",20.69904,"20,69903963347",,283,,2014/07/11 00:00:00+00,gerealiseerd,ProRail,173475.741,561503.745,173435.369,561392.47,53.0401152758307,5.66266467475141,53.0391167479081,5.66205644263468,008,,8,008__,Leeuwarden - Stavoren,4830,0
1,Mantgum,Mg,Lw-Stv,Leeuwarden - Stavoren ,9.86989,"9,869890335987",10.064723,"10,06472327929",,283,,2014/07/11 00:00:00+00,gerealiseerd,ProRail,176887.082,571665.356,176825.291,571480.508,53.1312975122772,5.71421164258522,53.1296390452217,5.71327596741696,008,,8,008__,Leeuwarden - Stavoren,4831,0
2,Mantgum,Mg,Lw-Stv,Leeuwarden - Stavoren ,9.890432,"9,890431700959",10.070601,"10,07060119571",,283,,2016/02/22 00:00:00+00,gerealiseerd,ProRail,176872.733,571648.421,176815.595,571477.521,53.1311459250058,5.71399611667948,53.1296125992583,5.71313091002621,008,,8,008__,Leeuwarden - Stavoren,4832,0
2,Workum,Wk,Lw-Stv,Leeuwarden - Stavoren ,37.383601,"37,38360072625",37.504858,"37,50485786016",,283,,2015/07/14 00:00:00+00,gerealiseerd,ProRail,159651.401,553887.995,159576.754,553792.77,52.9719763946,5.45644645366944,52.9711213216117,5.45533393165895,008,,8,008__,Leeuwarden - Stavoren,4833,0
1,Sneek Noord,Sknd,Lw-Stv,Leeuwarden - Stavoren ,20.565152,"20,56515168558",20.700803,"20,70080300354",,283,,2021/05/18 08:13:39+00,gerealiseerd,ProRail,173487.509,561514.654,173441.651,561388.177,53.0402128994049,5.66284074578005,53.0390779558813,5.66214985466717,008,,8,008__,Leeuwarden - Stavoren,4834,0
1,Bodegraven,Bdg,Wd-Ledn,Woerden - Leiden Centraal ,9.188205,"9,188204986613",9.427461,"9,427461256878",,283,,2016/01/12 00:00:00+00,gerealiseerd,ProRail,111107.092,454981.843,110883.831,455063.664,52.0813661293012,4.74686754169983,52.0820837606094,4.74360009418315,102,,102,102__,Woerden - Alphen a/d Rijn,4835,0
1,Beesd,Bsd,Gdm-Ddr,Geldermalsen - Dordrecht ,51.456852,"51,45685159056",51.250332,"51,25033185329",,283,,2014/07/11 00:00:00+00,gerealiseerd,ProRail,141626.399,434551.855,141833.068,434566.556,51.8993168833571,5.19289260670574,51.8994539475031,5.19589480447789,118,,118,118__,Geldermalsen - Dordrecht,4836,0
1,Sneek,Sk,Lw-Stv,Leeuwarden - Stavoren ,21.642675,"21,64267514178",21.81385,"21,81384958577",,283,,2016/02/22 00:00:00+00,gerealiseerd,ProRail,172801.411,560707.949,172670.325,560598.34,53.0329870076123,5.65256740509837,53.0320063830865,5.65060739253395,008,,8,008__,Leeuwarden - Stavoren,4837,0
2,Sneek,Sk,Lw-Stv,Leeuwarden - Stavoren ,21.621419,"21,62141909776",21.809184,"21,80918381522",,283,,2015/07/14 00:00:00+00,gerealiseerd,ProRail,172811.81,560728.79,172667.728,560608.414,53.0331739404017,5.65272356282335,53.0320969932077,5.65056922972255,008,,8,008__,Leeuwarden - Stavoren,4838,0
1,Workum,Wk,Lw-Stv,Leeuwarden - Stavoren ,37.504707,"37,50470741091",37.383538,"37,38353839824",,283,,2015/07/14 00:00:00+00,gerealiseerd,ProRail,159574.633,553794.533,159648.596,553890.336,52.9711371823598,5.45530238432199,52.971997455583,5.45640473249843,008,,8,008__,Leeuwarden - Stavoren,4839,0
2,Enkhuizen,Ekz,Zd-Ekz,Zaandam - Enkhuizen ,49.712229,"49,71222931967",49.986921,"49,98692053235",,283,,2022/11/16 10:27:58+00,gerealiseerd,ProRail,148052.252,523536.696,148322.515,523586.134,52.6991982535843,5.28442569060879,52.6996459312803,5.28842275099583,217,,217,217__,Hoorn - Enkhuizen,4840,0
1,Hoogkarspel,Hks,Zd-Ekz,Zaandam - Enkhuizen ,42.715047,"42,71504715689",42.996281,"42,99628068476",,283,,2014/07/11 00:00:00+00,gerealiseerd,ProRail,141166.642,522567.99,141436.342,522648.345,52.6903611938736,5.18260604675001,52.6910901209299,5.18659167057098,217,,217,217__,Hoorn - Enkhuizen,4841,0
2,Hoogkarspel,Hks,Zd-Ekz,Zaandam - Enkhuizen ,42.996289,"42,99628944664",42.715046,"42,71504572540",,283,,2014/07/11 00:00:00+00,gerealiseerd,ProRail,141437.14,522645.712,141167.655,522564.519,52.6910664783894,5.18660358132627,52.6903300261967,5.18262117439056,217,,217,217__,Hoorn - Enkhuizen,4842,0
1,Koudum - Molkwerum,Kmw,Lw-Stv,Leeuwarden - Stavoren ,46.019845,"46,01984497450",46.120611,"46,12061057715",,283,,2015/07/14 00:00:00+00,gerealiseerd,ProRail,156589.304,546176.897,156580.29,546076.721,52.9026998059015,5.4108268318996,52.9017996102567,5.41069237642778,008,,8,008__,Leeuwarden - Stavoren,4843,0
1,Bovenkarspel Flora,Bkf,Zd-Ekz,Zaandam - Enkhuizen ,47.840121,"47,84012068962",47.565602,"47,56560226029",,283,,2014/07/11 00:00:00+00,gerealiseerd,ProRail,146203.811,523234.403,145932.82,523189.842,52.6964548606567,5.25708931243432,52.6960499508259,5.25308195330929,217,,217,217__,Hoorn - Enkhuizen,4844,0
2,Maarssen,Mas,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,27.535929,"27,53592937882",27.806256,"27,80625630902",,283,,2016/03/09 00:00:00+00,gerealiseerd,ProRail,130651.982,461020.618,130847.452,460834.578,52.1368459585271,5.0315611171965,52.1351824367794,5.03442942630793,098,,98,098__,Breukelen - Utrecht Centraal,4845,0
2,Beesd,Bsd,Gdm-Ddr,Geldermalsen - Dordrecht ,51.45686,"51,45685952260",51.26581,"51,26580954271",,283,,2014/07/11 00:00:00+00,gerealiseerd,ProRail,141626.211,434554.382,141817.462,434568.267,51.8993395921077,5.19288977712388,51.8994689527529,5.19566798844624,118,,118,118__,Geldermalsen - Dordrecht,4847,0
2,Leerdam,Ldm,Gdm-Ddr,Geldermalsen - Dordrecht ,58.544781,"58,54478115895",58.375144,"58,37514373457",,283,,2014/07/11 00:00:00+00,gerealiseerd,ProRail,134537.551,434039.14,134706.199,434052.121,51.8944931649776,5.08992767587705,51.8946160114067,5.09237696886791,118,,118,118__,Geldermalsen - Dordrecht,4848,0
