FID,naam,se_anno_cad_data,gdb_geomattr_data,shape
2e_herziening_serie4_index.11,10 hattem_west_1931,,,"POLYGON ((199205.22800000012 494633.09600000083, 199205.22800000012 500163.7320000008, 203202.64400000125 500163.7320000008, 203202.64400000125 494633.09600000083, 199205.22800000012 494633.09600000083))"
2e_herziening_serie4_index.12,11 zwolle_oost_1931,,,"POLYGON ((200281.66200000048 500147.8539999984, 200281.66200000048 506226.65399999917, 204883.7349999994 506226.65399999917, 204883.7349999994 500147.8539999984, 200281.66200000048 500147.8539999984))"
2e_herziening_serie4_index.13,07 deventer_oost_1927,,,"POLYGON ((206345.55000000075 473182.91800000146, 206345.55000000075 478889.9079999998, 210845.61199999973 478889.9079999998, 210845.61199999973 473182.91800000146, 206345.55000000075 473182.91800000146))"
2e_herziening_serie4_index.14,07 deventer_west_1927,,,"POLYGON ((201845.59699999914 473200.5, 201845.59699999914 478894.79300000146, 206357.7190000005 478894.79300000146, 206357.7190000005 473200.5, 201845.59699999914 473200.5))"
2e_herziening_serie4_index.15,08 olst_noord_1927,,,"POLYGON ((200473.9530000016 482897.5850000009, 200473.9530000016 486897.5850000009, 206020.9530000016 486897.5850000009, 206020.9530000016 482897.5850000009, 200473.9530000016 482897.5850000009))"
2e_herziening_serie4_index.16,08 olst_zuid_1927,,,"POLYGON ((200458.8509999998 478903.0469999984, 200458.8509999998 482895.26399999857, 206012.9609999992 482895.26399999857, 206012.9609999992 478903.0469999984, 200458.8509999998 478903.0469999984))"
2e_herziening_serie4_index.17,09 wijhe_noord_1927,,,"POLYGON ((201171.0949999988 490759.1620000005, 201171.0949999988 494661.81700000167, 207205.6240000017 494661.81700000167, 207205.6240000017 490759.1620000005, 201171.0949999988 490759.1620000005))"
2e_herziening_serie4_index.18,11 zwolle_west_1931,,,"POLYGON ((195795.75400000066 500135.4299999997, 195795.75400000066 506155.51099999994, 200306.0159999989 506155.51099999994, 200306.0159999989 500135.4299999997, 195795.75400000066 500135.4299999997))"
2e_herziening_serie4_index.19,12 kampen_zuid_1932,,,"POLYGON ((189794.0309999995 502068.6039999984, 189794.0309999995 506167.81599999964, 195810.24300000072 506167.81599999964, 195810.24300000072 502068.6039999984, 189794.0309999995 502068.6039999984))"
2e_herziening_serie4_index.20,12a ganzendiep en goot_oost_1933,,,"POLYGON ((194293.45199999958 510202.0560000017, 194293.45199999958 515703.2710000016, 198796.54100000113 515703.2710000016, 198796.54100000113 510202.0560000017, 194293.45199999958 510202.0560000017))"
2e_herziening_serie4_index.21,12a ganzendiep en goot_west_1933,,,"POLYGON ((189768.8669999987 510190.69999999925, 189768.8669999987 515702.02699999884, 194319.1860000007 515702.02699999884, 194319.1860000007 510190.69999999925, 189768.8669999987 510190.69999999925))"
2e_herziening_serie4_index.22,13 keteldiep_oost_1933,,,"POLYGON ((185416.43499999866 507932.41699999943, 185416.43499999866 513972.4919999987, 189811.90300000086 513972.4919999987, 189811.90300000086 507932.41699999943, 185416.43499999866 507932.41699999943))"
2e_herziening_serie4_index.23,13 keteldiep_west_1933,,,"POLYGON ((181056.9849999994 507946.7569999993, 181056.9849999994 513949.4629999995, 185432.51300000027 513949.4629999995, 185432.51300000027 507946.7569999993, 181056.9849999994 507946.7569999993))"
2e_herziening_serie4_index.24,12 kampen_noord_1932,,,"POLYGON ((189780.3839999996 506141.08999999985, 189780.3839999996 510219.6799999997, 195843.05000000075 510219.6799999997, 195843.05000000075 506141.08999999985, 189780.3839999996 506141.08999999985))"
2e_herziening_serie4_index.25,01b westervoort_1925,,,"POLYGON ((192355.5789999999 438789.2659999989, 192355.5789999999 442810.3909999989, 197860.7190000005 442810.3909999989, 197860.7190000005 438789.2659999989, 192355.5789999999 438789.2659999989))"
2e_herziening_serie4_index.26,02 reden_1925,,,"POLYGON ((197846.88199999928 442169.1479999982, 197846.88199999928 450208.72199999914, 203305.78700000048 450208.72199999914, 203305.78700000048 442169.1479999982, 197846.88199999928 442169.1479999982))"
2e_herziening_serie4_index.27,04 brummen_1925,,,"POLYGON ((204393.73699999973 451445.8530000001, 204393.73699999973 457190.3969999999, 212652.14699999988 457190.3969999999, 212652.14699999988 451445.8530000001, 204393.73699999973 451445.8530000001))"
2e_herziening_serie4_index.28,06 gorsel_noord_1925,,,"POLYGON ((205991.7190000005 469195.86400000006, 205991.7190000005 473206.86400000006, 211986.7190000005 473206.86400000006, 211986.7190000005 469195.86400000006, 205991.7190000005 469195.86400000006))"
2e_herziening_serie4_index.29,03 doesburg_1925,,,"POLYGON ((203286.0549999997 443448.7109999992, 203286.0549999997 451463.02800000086, 209363.91699999943 451463.02800000086, 209363.91699999943 443448.7109999992, 203286.0549999997 443448.7109999992))"
2e_herziening_serie4_index.30,05 zutfen_1925,,,"POLYGON ((208134.90799999982 457179.59899999946, 208134.90799999982 465215.0469999984, 213160.47899999842 465215.0469999984, 213160.47899999842 457179.59899999946, 208134.90799999982 457179.59899999946))"
2e_herziening_serie4_index.31,06 gorsel_zuid_1925,,,"POLYGON ((205991.9600000009 465199.52600000054, 205991.9600000009 469204.0949999988, 212012.90399999917 469204.0949999988, 212012.90399999917 465199.52600000054, 205991.9600000009 465199.52600000054))"
2e_herziening_serie4_index.32,09 wijhe_zuid_1927,,,"POLYGON ((201202.61400000006 486890.4470000006, 201202.61400000006 490779.6790000014, 207191.64799999818 490779.6790000014, 207191.64799999818 486890.4470000006, 201202.61400000006 486890.4470000006))"
2e_herziening_serie4_index.33,01a westervoort_1925,,,"POLYGON ((192359.7659999989 442778.4979999997, 192359.7659999989 446790.2800000012, 197858.52699999884 446790.2800000012, 197858.52699999884 442778.4979999997, 192359.7659999989 442778.4979999997))"
2e_herziening_serie4_index.34,10 hattem_oost_1931,,,"POLYGON ((203199.47800000012 494650.35599999875, 203199.47800000012 500165.42500000075, 207185.14799999818 500165.42500000075, 207185.14799999818 494650.35599999875, 203199.47800000012 494650.35599999875))"
2e_herziening_serie4_index.35,10 hattem_west_1931,,,"POLYGON ((199205.22800000012 494633.09600000083, 199205.22800000012 500163.7320000008, 203202.64400000125 500163.7320000008, 203202.64400000125 494633.09600000083, 199205.22800000012 494633.09600000083))"
2e_herziening_serie4_index.36,11 zwolle_oost_1931,,,"POLYGON ((200281.66200000048 500147.8539999984, 200281.66200000048 506226.65399999917, 204883.7349999994 506226.65399999917, 204883.7349999994 500147.8539999984, 200281.66200000048 500147.8539999984))"
2e_herziening_serie4_index.37,07 deventer_oost_1927,,,"POLYGON ((206345.55000000075 473182.91800000146, 206345.55000000075 478889.9079999998, 210845.61199999973 478889.9079999998, 210845.61199999973 473182.91800000146, 206345.55000000075 473182.91800000146))"
2e_herziening_serie4_index.38,07 deventer_west_1927,,,"POLYGON ((201845.59699999914 473200.5, 201845.59699999914 478894.79300000146, 206357.7190000005 478894.79300000146, 206357.7190000005 473200.5, 201845.59699999914 473200.5))"
2e_herziening_serie4_index.39,08 olst_noord_1927,,,"POLYGON ((200473.9530000016 482897.5850000009, 200473.9530000016 486897.5850000009, 206020.9530000016 486897.5850000009, 206020.9530000016 482897.5850000009, 200473.9530000016 482897.5850000009))"
2e_herziening_serie4_index.40,08 olst_zuid_1927,,,"POLYGON ((200458.8509999998 478903.0469999984, 200458.8509999998 482895.26399999857, 206012.9609999992 482895.26399999857, 206012.9609999992 478903.0469999984, 200458.8509999998 478903.0469999984))"
2e_herziening_serie4_index.41,09 wijhe_noord_1927,,,"POLYGON ((201171.0949999988 490759.1620000005, 201171.0949999988 494661.81700000167, 207205.6240000017 494661.81700000167, 207205.6240000017 490759.1620000005, 201171.0949999988 490759.1620000005))"
2e_herziening_serie4_index.42,11 zwolle_west_1931,,,"POLYGON ((195795.75400000066 500135.4299999997, 195795.75400000066 506155.51099999994, 200306.0159999989 506155.51099999994, 200306.0159999989 500135.4299999997, 195795.75400000066 500135.4299999997))"
2e_herziening_serie4_index.43,12 kampen_zuid_1932,,,"POLYGON ((189794.0309999995 502068.6039999984, 189794.0309999995 506167.81599999964, 195810.24300000072 506167.81599999964, 195810.24300000072 502068.6039999984, 189794.0309999995 502068.6039999984))"
2e_herziening_serie4_index.44,12a ganzendiep en goot_oost_1933,,,"POLYGON ((194293.45199999958 510202.0560000017, 194293.45199999958 515703.2710000016, 198796.54100000113 515703.2710000016, 198796.54100000113 510202.0560000017, 194293.45199999958 510202.0560000017))"
2e_herziening_serie4_index.45,12a ganzendiep en goot_west_1933,,,"POLYGON ((189768.8669999987 510190.69999999925, 189768.8669999987 515702.02699999884, 194319.1860000007 515702.02699999884, 194319.1860000007 510190.69999999925, 189768.8669999987 510190.69999999925))"
2e_herziening_serie4_index.46,13 keteldiep_oost_1933,,,"POLYGON ((185416.43499999866 507932.41699999943, 185416.43499999866 513972.4919999987, 189811.90300000086 513972.4919999987, 189811.90300000086 507932.41699999943, 185416.43499999866 507932.41699999943))"
2e_herziening_serie4_index.47,13 keteldiep_west_1933,,,"POLYGON ((181056.9849999994 507946.7569999993, 181056.9849999994 513949.4629999995, 185432.51300000027 513949.4629999995, 185432.51300000027 507946.7569999993, 181056.9849999994 507946.7569999993))"
2e_herziening_serie4_index.48,12 kampen_noord_1932,,,"POLYGON ((189780.3839999996 506141.08999999985, 189780.3839999996 510219.6799999997, 195843.05000000075 510219.6799999997, 195843.05000000075 506141.08999999985, 189780.3839999996 506141.08999999985))"
