Ministerie;Handelsnaam;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
BZ;Kenan Services;;;;;;1;;;;1
BZ;Kessels & Smit Something B.V.;;;;;;1;;;;1
BZ;Keukenhof B.V.;;;;;;;;;1;1
BZ;Kleurtonen;;;;;1;;;;;1
BZ;Klinks Bakkerij;;;;1;;;;;;1
BZ;KLM;;;;;;;;;2;2
BZ;KLM Health Services B.V.;;;5;;;;;;;5
BZ;Koken-op-maat;;;;1;;;;;;1
BZ;Koninklijk Instituut van Ingenieurs;;;;;;;1;;;1
BZ;Koninklijk Instituut voor de Tropen;;;;;;3;;;;3
BZ;KSG B.V.;2;;;;1;4;1;;;4
BZ;La Vina B.V.;;;;1;;;;;;1
BZ;Landgoed de Horst;;;;;;1;;;;1
BZ;Language Partners;;;;;;1;;;;1
BZ;LD Horeca B.V.;;;;1;;;1;;;1
BZ;Le Bistroquet B.V.;;;;;;;1;;;1
BZ;Learn it B.V.;;;;;;1;;;;1
BZ;Lee Hecht Harrison Nederland B.V.;;;;;1;;;;;1
BZ;Leer Arabisch;;;;;;1;;;;1
BZ;Leertouwer Van Dijck & U B.V.;;;;;;1;;;;1
BZ;Leeuwendaal Advies B.V.;;;;;2;;;;;2
BZ;Leidse Onderwijsinstellingen B.V.;;;;;;1;;;;1
BZ;Libereaux B.V.;;;;;;2;;;;2
BZ;Linders Bonbons;;;;;;;1;;;1
BZ;Litjens & Wools Advocaten;;;;;1;;;;;1
BZ;Lloyd Hotel;;;;;;;;;1;1
BZ;Logeion;;;;;;1;;;;1
BZ;Lyreco Nederland B.V.;1;;1;;;;;;;1
BZ;Magnet.me;;;;;1;;;;;1
BZ;Maison de la Foret;;;;1;;;;;;1
BZ;MaMa Kelly B.V.;;;;1;;;;;;1
BZ;Maria Henneman Media Management B.V.;;;;;;;1;;;1
BZ;Markus Verbeek Consultancy B.V.;;;;;;1;;;;1
BZ;Martini Hotel Group B.V.;;;;;;;;;1;1
BZ;Maters & Hermsen Journalistiek B.V.;2;;;;;;;;;2
BZ;Maximum;;;;;1;1;;;;1
BZ;Maxlead Services B.V.;;;;;2;;;;;2
BZ;Medisch Specialisten Coöperatief LLZ UA;;;1;;;;;;;1
BZ;Mercure Hotel Amsterdam City;1;1;;;;1;;;1;2
BZ;Millers;;;;1;;;;;;1
BZ;MKB Cursus & Training B.V.;;;;;;1;;;;1
BZ;Muller's Drukkerij B.V.;;;;;1;;;;;1
BZ;Munckhof Taxi B.V.;1;;;1;;;1;;2;2
BZ;Museumshopdenhaag;;;;;;;1;;;1
BZ;Muziekcafé de Paraplu;;;;1;;;;;;1
BZ;MVPL Managementadvies;;;;;;1;;;;1
BZ;Nakopy B.V.;;;;1;;;;;;1
BZ;Ncoi Nederlands Commerc. Opleidings Instituut;;;;;;3;;;;3
BZ;Nederland. Vereniging voor Aanbestedingsrecht;;;;;;1;;;;1
BZ;Nespresso Nederland B.V.;;;;1;;;;;;1
BZ;New Babylon Meeting Center B.V.;1;;;1;1;1;1;;;2
BZ;NFGD Zoetermeer B.V.;1;;;1;1;1;1;;;1
BZ;Nieuwe of Litteraire Sociëteit De Witte;;;;1;;;1;;;1
BZ;NOVI Opleidingen B.V.;;;;;;1;;;;1
BZ;NRC Handelsblad Weekeditie voor buitenland;;;;1;;;1;;;1
BZ;Nsob;;;;;;3;;;;3
BZ;NWC Events B.V.;;;;;;;1;;;1
BZ;Online Supporter B.V.;;;;;;;1;;;1
BZ;Ons Eten Pop-up B.V.;;;;1;;;;;;1
BZ;Opleidingscentrum Haaglanden B.V.;;;;;;3;;;;3
BZ;Opportunity Advies B.V.;;;;;;2;;;;2
BZ;Oscars Scheveningen B.V.;;;;;;1;;;;1
BZ;OSR Juridische Opleidingen B.V.;;;;;;1;;;;1
BZ;Oxfam Novib;;;;;;;1;;;1
BZ;P.W. Akkerman B.V.;;;;;;;1;;;1
BZ;Pandora-Produkties;;;;;;;1;;;1
BZ;Parkhotel Den Haag;;;;;;;;;1;1
BZ;Party Rental Company B.V.;;;;1;;;;;;1
BZ;Partyservice Pato;;;;1;;;;;;1
BZ;Pastis Den Haag B.V.;;;;1;;;;;;1
BZ;Paul Tolenaar Fotografie;1;;;;;;;;;1
BZ;PDC Informatie Architectuur B.V.;;;;;3;;;;;3
BZ;PDS Professional Driving Solutions B.V.;;;;;;2;;;;2
BZ;Pels Rijcken & Droogleever Fortuijn N.V.;2;;;;1;;;;;2
BZ;People Dynamics B.V.;;;;;1;;;;;1
BZ;Petta Coaching & Advies;;;;;;1;;;;1
BZ;Phoenix Opleidingen;;;;;;1;;;;1
BZ;Pllek-NDSM B.V.;;;;;;;1;;;1
BZ;POSG Professionals B.V.;;;;;7;1;;;;7
BZ;Pouw Vervoer B.V.;;;;1;;;;;;1
BZ;Prevent International B.V.;;;;;;1;;;;1
BZ;Primera Den Haag;;;;1;;;;;;1
BZ;ProFotonet B.V.;;;;1;;;;;;1
BZ;Public Partners B.V.;;;1;;;4;2;;;4
BZ;Public Support Groep B.V.;;;;;;1;1;;;1
BZ;Qompas B.V.;;;;;2;;;;;2
BZ;QuoVadis Trustlink B.V.;1;;;;;;;;;1
BZ;R.P. Klijn Onroerendgoed;;;;1;;;;;;1
BZ;Radar Vertige Training & Opleiding B.V.;;;;;;1;;;;1
BZ;Radio Royaal B.V.;1;;;;;;;;;1
BZ;Randstad Bouw;1;;;;;1;;;;1
BZ;RAS Catering B.V.;;;;;;;1;;;1
BZ;Ravelijn Advocaten;1;;;;;;;;;1
BZ;Real-life Xcape;;;;1;;;;;;1
BZ;Rederij Brands;;;;1;;;;;;1
BZ;Refractiecentrum Haaglanden B.V.;;;1;;;;;;;1
BZ;Regina Bloemsierkunst;;;;1;;;;;;1
BZ;Regina Coeli Language Courses B.V.;;;;;;3;;;;3
BZ;Restaurant Christian;;;;;;;1;;;1
BZ;Restaurant De Basiliek B.V.;;;;1;;;1;;;1
BZ;Restaurant Fouquet;;;;;;;1;;;1
BZ;Restaurant Onz;;;;1;;;;;;1
BZ;Restaurant Sarinande;;;;1;;;;;;1
BZ;Restaurant Spijs;;;;1;;;1;;;1
BZ;Restaurant Zebedeus;;;;1;;;1;;;1
BZ;riskconsult;;;;;;1;;;;1
BZ;ROC Mondriaan Contractgroep;;;;1;;;;;;1
BZ;Rond Je Stem;;;;;;1;;;;1
BZ;Rotterdam Business Events B.V.;;;;2;;;;;;2
BZ;RTL Nederland B.V.;1;;;;;;;;;1
BZ;Russia Academy;;;;;;1;;;;1
BZ;Sabel Online B.V.;;;;;1;;;;;1
BZ;Samen op Locatie B.V.;;;;;;;1;;;1
BZ;Sancy Tres B.V.;;;;1;;;;;;1
BZ;Schiphol Nederland B.V.;1;;;;;;1;;2;2
BZ;Schippers Water Treatment Consultancy;;;;;;;;;1;1
BZ;Schoevers Trainingen B.V.;;;;;;1;;;;1
BZ;Schouten & Nelissen Nederland B.V.;;;;;;2;;;;2
BZ;ScienceWorks B.V.;;;;;;1;;;;1
BZ;Scrum Company;;;;;;1;;;;1
BZ;Sdu Uitgevers B.V.;;;;;;1;;;;1
BZ;Sendsteps B.V.;;;;;;1;;;;1
BZ;Slabbers De Lange Office Support B.V.;;;;;;1;;;;1
BZ;Smelt advies;;;;;2;1;;;;2
BZ;Sodexo Altys B.V.;1;;;5;1;1;2;;1;5
BZ;Soerel Management Consultancy B.V.;;;;;;2;;;;2
BZ;Sogeti Nederland;;;;;;1;;;;1
BZ;SolBeach;;;;1;;;;;;1
BZ;Solutions2c;;;;;2;;;;;2
BZ;Soomers;1;;;1;;;;;;1
BZ;SOS International Amsterdam;;;3;;;;;;;3
BZ;SOS Sport en Events B.V.;;;;1;;;;;;1
BZ;Spaces B.V.;;;;;;;1;;;1
BZ;Spark;;;;;;1;;;;1
BZ;Speakeasy Netherlands B.V.;;;;;;1;;;;1
BZ;Specsavers International B.V.;;;1;;;;;;;1
BZ;Spido B.V.;;;;1;;;;;;1
BZ;SPITZ congres & event B.V.;;;;;;1;;;;1
BZ;Sprekershuys B.V.;;;;;1;;;;;1
BZ;Staples Nederland B.V.;1;;;;;;;;;1
BZ;Stavoor B.V.;;;;;;2;;;;2
BZ;Stelvio Coaching & Advies;;;;;;2;;;;2
BZ;Steranijs catering;;;;1;;;;;;1
BZ;Stg. Foundation Max vd Stoel For D.D.D. (FMS);;;;;;;1;;;1
BZ;Stg. Opleidingsk. / Found. for Corp. Educ.;;;;;;1;;;;1
BZ;Stg. Sioo, Int.univ. Centr. Veranderkunde;;;;;;1;;;;1
BZ;Stg. Transf. Pricing Research Center Leiden;;;;;;1;;;;1
BZ;Stg.beh.drd.gld. Schaberg Advoc. & Mediation;;;;;1;;;;;1
BZ;Sticht. ROI v/h het Rijks Opleidingsinstituut;;;;;;1;;;;1
BZ;Stichting A.S.C. Academy;;;;;;1;;;;1
BZ;Stichting Amsterdam School of Real Estate;;;;;;1;;;;1
BZ;Stichting Bredius Genootschap;;;;;;;1;;;1
BZ;STICHTING Centre for Safety and Development;;;;;;2;;;;2
BZ;Stichting de Basis;;;;;;2;;;;2
BZ;Stichting De Nieuwe Poort;;;;;;1;;;;1
BZ;Stichting De Olijke Olifant;;;;;;1;;;;1
BZ;Stichting Den Haag Marketing;;;;1;;;;;;1
BZ;Stichting FairWork;;;;;;1;;;;1
BZ;Stichting Favela Street;1;;;;;;;;;1
BZ;Stichting Fonds Instituut Clingendael;1;;;;;5;;;;5
BZ;Stichting het Nationale Park de Hoge Veluwe;;;;;;;;;1;1
BZ;Stichting Het Nieuwe Instituut;;;;1;;;;;;1
BZ;Stichting Humanity House;;;;1;;;;;;1
BZ;Stichting Internat. Perscentrum 'Nieuwspoort';;;;1;;;1;;;1
BZ;Stichting T.M.C. Asser Instituut;;;;;;1;;;;1
BZ;Stichting Tools to Work;;;;1;;;;;;1
BZ;Stichting VALK;;;1;;;;;;;1
BZ;Stichting Vogin;;;;;;1;;;;1
BZ;Stichting Voorlinden;;;;1;;;;;;1
BZ;Strandpaviljoen Buiten B.V.;;;;1;;;;;;1
BZ;STUDIOLINGUA Amsterdam B.V.;;;;;;1;;;;1
BZ;Sustainable Compass;;;;;;1;;;;1
BZ;SV Land B.V.;;;;;;1;;;;1
BZ;Swartlicht;;;;;;1;;;;1
BZ;'t Goude Hooft Exploitatie B.V.;;;;1;;;1;;;1
BZ;T. Antonakos;1;;;;;;;;;1
BZ;Taalnetwerk;;;;;;1;;;;1
BZ;Tangram B.V.;;;;;1;;;;;1
BZ;Taste Amsterdam B.V.;;;;1;;;;;;1
BZ;TASTE B.V.;;;;;;;1;;;1
BZ;Taverne Meer en Bosch B.V.;;;;1;;;;;;1
BZ;Taxicentrale Den Haag;;;;;;;1;;;1
BZ;TEAMWORK;;;;;;1;;;;1
BZ;Tele'Train Education II B.V.;;;;;;1;;;;1
BZ;Tempo-Team Uitzenden B.V.;;;;;1;;;;;1
BZ;Tezet Business Gifts B.V.;;;;1;;;;;;1
BZ;The Bostel Brothers;;;;1;;;;;;1
BZ;The Changery;;;;;1;1;;;;1
BZ;The Hague Marriott;;;;;;;;;1;1
BZ;The Next Women Crowd Fund I B.V.;;;;;;;1;;;1
BZ;The Square Mile Public Sector Training B.V.;;;;;;2;;;;2
BZ;Toko Eddo B.V.;;;;1;;;;;;1
BZ;Tom van Dijk Consultancy;;;;;;;1;;;1
BZ;Tonco Modderman Training & Advies;;;;;;2;;;;2
BZ;Top Movers Nederland B.V.;;;;1;;;;;;1
BZ;Topbloemen Nederland B.V.;;;;1;;;1;;;1
BZ;TopRow Roeicentra B.V.;;;;1;;;;;;1
BZ;TOP-uitje.nl;;;;1;;;;;;1
BZ;Tornak Groep B.V.;;;;;;2;;;;2
BZ;Toros Santiago;;;;1;;;;;;1
BZ;Tower Leisure B.V.;;;;1;;;;;;1
BZ;Tramrestaurant Hoftrammm B.V.;1;;;1;;;1;;;1
BZ;Tri Tunggal;;;;1;;;;;;1
BZ;TriamFloat B.V.;;;;;;2;;;;2
BZ;UseClark Training;;;;;;1;;;;1
BZ;UTS International (Europe) B.V.;;8;;;;;;;;8
BZ;V.O.F. Alpina-van Houweninge & IJsselstijn;1;;;1;;;;;;1
BZ;V.O.F. Bistro Bree56;;;;1;;;;;;1
BZ;Van der Staay Opleidingen;;;;;1;1;;;;1
BZ;Van der Veeken en De Bruijn Trainingen B.V.;;;;;;1;;;;1
BZ;Van Harte & Lingsma Man. en Organisatie B.V.;;;;;1;3;;;;3
BZ;Van Kleef;;;;1;;;;;;1
BZ;Van Slobbe B.V.;;;;;;;1;;;1
BZ;Van Stockum;;;;1;;;;;;1
BZ;vareninutrecht.nl;;;;;;;1;;;1
BZ;Vastgoedjournaal.nl B.V.;;;;;;1;;;;1
BZ;VCK Travel B.V.;2;7;;;;2;4;;8;8
BZ;Vereniging Hofwijck;;;;1;;;;;;1
BZ;Vereniging van Eigenaren Schip van Blaauw;;;;1;;;;;;1
BZ;Vereniging VNO-NCW;;;;1;;;;;;1
BZ;Vhic Faculty B.V.;;;;;;1;;;;1
BZ;Victor Laurentius Gallery;1;;;;;;;;;1
BZ;Virology Education B.V.;;;;;;1;;;;1
BZ;Viva Invest B.V.;;;;;;;1;;;1
BZ;Vlaardingse Taxicentrale B.V.;;;;;;;;;1;1
BZ;WE CANTEEN B.V.;;;;1;;;;;;1
BZ;Winnock B.V.;;;1;;;;;;;1
BZ;Wit Communicatieadviseurs B.V.;;;;;;1;;;;1
BZ;Word's Worth;1;;;;;;;;;1
BZ;World Forum Convention Center N.V.;;;;;1;;;;;1
BZ;Wout van Veen Advocaten;;;;;2;;;;;2
BZ;Wouter Kurpershoek Media;;;;;1;;;;;1
BZ;Xerox (Nederland) B.V.;1;;;1;1;1;1;;;1
BZ;Xportwise;;;;;;3;;;;3
BZ;YES!Delft B.V.;;;;;;;1;;;1
BZ;Your Choice Catering;;;;;;;1;;;1
BZ;ZieZo Opticiens Holding B.V.;;;1;;;;;;;1
BZK;&Maes B.V.;;;;;;1;;;;1
BZK;(BBP) Beerens-Business Press B.V.;;;;1;;;;;;1
BZK;2Xplain V.O.F.;;;;;;1;;;;1
BZK;3K Horeca B.V.;1;;;;;;;;;1
BZK;5hart-IT Opleidingen B.V.;;;;;;2;;;;2
BZK;5P Trading;;;;1;;;;;;1
BZK;7AM B.V.;;;;1;;2;;;1;2
BZK;7Zebra's;;;;;;1;;;;1
BZK;A&W Cuisine B.V.;;;;1;;;;;;1
BZK;A. Krosenbrink Coach., Supervisie en Training;;;;;;1;;;;1
BZK;A. van Keulen Broekhuizen;;;;;;1;;;;1
BZK;a4 Training;;;;;;1;;;;1
BZK;Aaaaha! The Actor Factory B.V.;;;;;;;1;;;1
BZK;Abbink Metaal B.V.;;;;1;;;;;;1
BZK;About Flowers;;;;1;;;;;;1
BZK;ABP-Reclame;;;;1;;;;;;1
BZK;Absoluta Food and Facilities B.V.;;;;1;;;1;;;1
BZK;Academie Lokale Belastingen;;;;;;1;;;;1
BZK;Academie voor arbeidsmarktcommunicatie B.V.;;;;;;1;;;;1
BZK;Academy for Leadership B.V.;;;;;;6;;;;6
BZK;Academy Payroll Professionals;;;;;;1;;;;1
BZK;Accor Hospitality Nederland N.V.;;;;;;;;;1;1
BZK;Acte De Présence;;;;;;1;;;;1
BZK;Activo;;;;;;1;;;;1
BZK;ACTME B.V.;;;;;;1;;;;1
BZK;ADO Hospitality & Events B.V.;;;;1;;;;;;1
BZK;Advies;;;;;;1;;;;1
BZK;Advies- & Gezondheidsbureau Jarid;;;1;;;;;;;1
BZK;Advop;;;;;;1;;;;1
BZK;AEVES B.V.;;;;;;;;;1;1
BZK;Afdeling Buitengewone Zaken;;;;1;;1;;;;2
BZK;Afrikaanderwijk Coöperatief UA;;;;1;;;;;;1
BZK;Albron Nederland B.V.;1;;;;;;;;;1
BZK;Algemene Stichting Horeca Onderwijs;;;;;;1;;;;1
BZK;Allianz Global Assistance;;;;;;;;;1;1
BZK;Altera Vastgoed N.V.;;;;;;2;;;;2
BZK;Altuition B.V.;;;;;;1;;;;1
BZK;Amaze Escape Events;;;;1;;;;;;1
BZK;Andermanskeuken;;;;1;;;;;;1
BZK;Andreas van Wagenberg B.V.;;;;;;1;;;;1
BZK;Anjoly NL B.V.;;;;;;;;;1;1
BZK;Anker & Kompas;;;;;;1;;;;1
BZK;Annalise Market Intelligence B.V.;;;;;;;;;1;1
BZK;Anne-Britt Petri;;;;;4;;;;;4
BZK;Annemarie Willems Producties;;;;1;;;;;;1
BZK;Anoniem 10;;;;;;1;;;;1
BZK;Anoniem 102;;;;;;3;;;;3
BZK;Anoniem 107;;;;;;1;;;;1
BZK;Anoniem 109;;;;1;;;;;;1
BZK;Anoniem 110;;;;1;;;;;;1
BZK;Anoniem 115;;;;;;1;;;;1
BZK;Anoniem 117;;;;;;1;;;;1
BZK;Anoniem 118;;;;;;1;;;;1
BZK;Anoniem 119;;;;1;;1;;;;1
BZK;Anoniem 120;;;;;1;;;;;1
BZK;Anoniem 121;;;;;;1;;;;1
BZK;Anoniem 122;;;;;;1;;;;1
BZK;Anoniem 123;;;;;;1;;;;1
BZK;Anoniem 124;;;;1;;;;;;1
BZK;Anoniem 127;;;;;;1;;;1;1
BZK;Anoniem 128;;;;1;;;;;;1
BZK;Anoniem 129;;;;1;;;;;;1
BZK;Anoniem 13;;;;;;1;;;;1
BZK;Anoniem 130;;;;1;;;;;;1
BZK;Anoniem 132;;;;1;;;;;;1
BZK;Anoniem 138;;;;1;;;;;;1
BZK;Anoniem 139;;;;1;;;;;;1
BZK;Anoniem 14;;;;;;2;;;;2
BZK;Anoniem 148;;;;;;;;;1;1
BZK;Anoniem 153;;;;;;1;;;;1
BZK;Anoniem 156;;;;;;1;;;;1
BZK;Anoniem 158;;;;;;1;;;;1
BZK;Anoniem 16;;;;;;1;;;;1
BZK;Anoniem 160;;;;;;1;;;;1
BZK;Anoniem 165;;;;;;;;;1;1
BZK;Anoniem 166;;;;;;1;;;;1
BZK;Anoniem 168;;;;1;;;;;;1
BZK;Anoniem 170;;;;;;2;;;;2
BZK;Anoniem 174;;;;1;;;;;;1
BZK;Anoniem 175;;;;1;;;;;;1
BZK;Anoniem 178;;;;;;1;;;;1
BZK;Anoniem 18;;;1;;;;;;;1
BZK;Anoniem 180;;;;1;;;;;;1
BZK;Anoniem 189;;;;1;;;;;;1
BZK;Anoniem 190;;;;1;;;;;;1
BZK;Anoniem 193;;;;1;;;;;;1
BZK;Anoniem 194;;;;;;1;;;;1
BZK;Anoniem 196;;;;1;;;;;;1
BZK;Anoniem 197;1;;;;;;;;;1
BZK;Anoniem 200;;;;2;;1;;;;2
BZK;Anoniem 204;;;;;;1;;;;1
BZK;Anoniem 205;;;;;;1;;;;1
BZK;Anoniem 206;;;;;;;;;1;1
BZK;Anoniem 208;;;;1;;;;;;1
BZK;Anoniem 209;;;;;;;2;;;2
BZK;Anoniem 210;;;;1;;;;;;1
BZK;Anoniem 211;;;;1;;;;;;1
BZK;Anoniem 213;;;;;;1;;;;1
BZK;Anoniem 214;;;;;;;;;1;1
BZK;Anoniem 215;;;;;;;;;1;1
BZK;Anoniem 223;;;;;;1;;;;1
BZK;Anoniem 225;;;;;;1;;;;1
BZK;Anoniem 226;;;;1;;;;;;1
BZK;Anoniem 228;;;;;;1;;;;1
BZK;Anoniem 229;;;;;;1;;;;1
BZK;Anoniem 231;;;;;;1;;;;1
BZK;Anoniem 232;;;;;;1;;;;1
BZK;Anoniem 235;;;;;;1;;;;1
BZK;Anoniem 237;;;;;;1;;;;1
BZK;Anoniem 238;;;;;;1;;;;1
BZK;Anoniem 240;;;1;;;;;;;1
BZK;Anoniem 242;;;;;;1;;;;1
BZK;Anoniem 243;;;;1;;;;;;1
BZK;Anoniem 244;;;;1;;;;;;1
BZK;Anoniem 245;;;;2;;1;;;;2
BZK;Anoniem 247;;;;1;;;;;;1
BZK;Anoniem 249;;;;1;;;;;;1
BZK;Anoniem 250;;;;1;;;1;;;1
BZK;Anoniem 251;;;1;;;;;;;1
BZK;Anoniem 252;;;;1;;;;;;1
BZK;Anoniem 254;;;;;;2;;;;2
BZK;Anoniem 255;;;;;;;;;1;1
BZK;Anoniem 257;;;;;;1;;;;1
BZK;Anoniem 259;;;;;;1;;;;1
BZK;Anoniem 260;;;;1;;;;;;1
BZK;Anoniem 261;;;;;;1;;;;1
BZK;Anoniem 263;;;;;;2;;;;2
BZK;Anoniem 265;;;;;;2;;;;2
BZK;Anoniem 268;;;;1;;;;;;1
BZK;Anoniem 269;;;1;;;;;;;1
BZK;Anoniem 27;;;;;;1;;;;1
BZK;Anoniem 271;;;;;;1;;;;1
BZK;Anoniem 273;;;;;;1;;;;1
BZK;Anoniem 274;;;;;;;;;1;1
BZK;Anoniem 28;;;;;;1;;;;1
BZK;Anoniem 280;;;;;;1;;;;1
BZK;Anoniem 282;;;;;;2;;;;2
BZK;Anoniem 284;;;;;;1;;;;1
BZK;Anoniem 289;1;;;;;;1;;;1
BZK;Anoniem 29;;;;1;;;;;;1
BZK;Anoniem 290;;;;;;1;;;;1
BZK;Anoniem 293;;;;1;;;;;;1
BZK;Anoniem 294;;;;;;1;;;;1
BZK;Anoniem 296;;;;;;1;;;;1
BZK;Anoniem 298;;;;1;;;;;;1
BZK;Anoniem 299;;;;1;;;;;;1
BZK;Anoniem 301;;;;;;1;;;;1
BZK;Anoniem 304;;;;;;1;;;;1
BZK;Anoniem 307;;;;1;;;;;;1
BZK;Anoniem 308;;;;;;1;;;;1
BZK;Anoniem 309;;;;;;1;;;;1
BZK;Anoniem 31;;;;;;1;;;;1
BZK;Anoniem 310;;;;;;1;;;;1
BZK;Anoniem 311;;;;;;;;;1;1
BZK;Anoniem 312;;;;;;1;;;;1
BZK;Anoniem 315;;;;;;2;;;;2
BZK;Anoniem 317;;;;;;;1;;;1
BZK;Anoniem 318;;;;;;2;;;;2
BZK;Anoniem 319;;;;;;1;;;;1
BZK;Anoniem 320;;;;;;2;;;;2
BZK;Anoniem 323;;;;;;;1;;;1
BZK;Anoniem 325;;;;1;;;;;;1
BZK;Anoniem 326;;;;1;;;;;;1
BZK;Anoniem 327;;;;;;2;;;;2
BZK;Anoniem 330;;;;;;1;;;;1
BZK;Anoniem 331;;;;;;1;;;;1
BZK;Anoniem 335;;;;;;1;;;;1
BZK;Anoniem 336;;;;;;1;;;;1
BZK;Anoniem 337;;;;1;;;;;;1
BZK;Anoniem 339;;;;;;1;;;;1
BZK;Anoniem 340;;;;1;;1;;;;1
BZK;Anoniem 345;;;;1;;;;;;1
BZK;Anoniem 346;;;;;;;;;1;1
BZK;Anoniem 348;;;;;;1;;;;1
BZK;Anoniem 349;;;;1;;;;;;1
BZK;Anoniem 350;;;;;;1;;;;1
BZK;Anoniem 353;;;1;;;;;;;1
BZK;Anoniem 354;;;;;;1;;;;1
BZK;Anoniem 356;;;;;;1;;;;1
BZK;Anoniem 36;;;;1;;;1;;;1
BZK;Anoniem 360;;;;;;1;;;;1
BZK;Anoniem 365;;;;1;;;;;;1
BZK;Anoniem 367;;;;1;;;;;;1
BZK;Anoniem 370;;;;;;1;;;;1
BZK;Anoniem 375;;;;1;;;;;;1
BZK;Anoniem 376;;;;;;1;;;;1
BZK;Anoniem 377;;;;;;1;;;;1
BZK;Anoniem 38;;;;;;1;;;;1
BZK;Anoniem 382;;;;;;1;;;;1
BZK;Anoniem 384;;;;;;1;;;;1
BZK;Anoniem 385;;;;1;;;;;;1
BZK;Anoniem 386;;;;1;;;;;;1
BZK;Anoniem 39;;;;1;;;;;;1
BZK;Anoniem 390;;;;;;1;;;;1
BZK;Anoniem 391;;;;1;;;;;;1
BZK;Anoniem 392;;;;;;;;;1;1
BZK;Anoniem 393;;;;;;1;;;;1
BZK;Anoniem 394;;;1;;;;;;;1
BZK;Anoniem 396;;;;;;1;;;;1
BZK;Anoniem 398;;;;1;;;;;;1
BZK;Anoniem 399;;;;1;;;;;;1
BZK;Anoniem 4;;;;;;1;;;;1
BZK;Anoniem 401;;;;1;;;;;;1
BZK;Anoniem 404;;;;;;1;;;;1
BZK;Anoniem 405;;;;1;;;;;;1
BZK;Anoniem 407;;;;1;;1;;;;1
BZK;Anoniem 410;;;1;;;;;;;1
BZK;Anoniem 412;;;;1;;;;;;1
BZK;Anoniem 413;;;;;;1;;;;1
BZK;Anoniem 414;;;;;;;;;1;1
BZK;Anoniem 415;;;;;;;;;1;1
BZK;Anoniem 417;;;;1;;;;;;1
BZK;Anoniem 418;;;;;;1;;;;1
BZK;Anoniem 419;;;;;;1;;;;1
BZK;Anoniem 422;;;;;;1;;;;1
BZK;Anoniem 423;;;;;;1;;;;1
BZK;Anoniem 424;;;;;;1;;;;1
BZK;Anoniem 425;;;;1;;;;;;1
BZK;Anoniem 426;;;;;;1;;;;1
BZK;Anoniem 428;;;;1;;;;;;1
BZK;Anoniem 429;;;;;;1;;;;1
BZK;Anoniem 430;;;;;;1;;;;1
BZK;Anoniem 432;;;;1;;;;;;1
BZK;Anoniem 433;;;;1;;;;;;1
BZK;Anoniem 435;;;;;;1;;;;1
BZK;Anoniem 437;;;;1;;;;;;1
BZK;Anoniem 439;;;;;;1;;;;1
BZK;Anoniem 44;;;;;;1;;;;1
BZK;Anoniem 440;;;;;;1;;;;1
BZK;Anoniem 441;;;;;;1;;;;1
BZK;Anoniem 443;;;1;;;;;;;1
BZK;Anoniem 445;;;;1;;;;;;1
BZK;Anoniem 446;;;;1;;;;;;1
BZK;Anoniem 448;;;;1;;1;;;;1
BZK;Anoniem 449;;;;1;;;;;;1
BZK;Anoniem 45;;;;1;;;;;;1
BZK;Anoniem 451;;;;;;1;;;;1
BZK;Anoniem 453;;;;;;1;;;;1
BZK;Anoniem 454;;;;1;;;;;;1
BZK;Anoniem 455;1;;;;;;;;;1
BZK;Anoniem 456;;;;1;;;;;;1
BZK;Anoniem 460;;;;;;1;;;;1
BZK;Anoniem 461;;;;;;1;;;;1
BZK;Anoniem 465;;;;1;;;;;;1
BZK;Anoniem 469;;;;1;;;;;;1
BZK;Anoniem 472;;;;1;;;;;;1
BZK;Anoniem 473;;;;;;1;;;;1
BZK;Anoniem 475;;;;;;1;;;;1
BZK;Anoniem 476;;;;;;1;;;;1
BZK;Anoniem 477;;;;;;;;;1;1
BZK;Anoniem 478;;;;;;1;;;;1
BZK;Anoniem 48;;;;1;;;;;;1
BZK;Anoniem 480;;;;1;;;;;;1
BZK;Anoniem 482;;;;;;1;;;;1
BZK;Anoniem 484;;;1;;;;;;;1
BZK;Anoniem 487;;;;1;;;;;;1
BZK;Anoniem 49;;;;1;;;;;;1
BZK;Anoniem 490;;;;;;1;;;;1
BZK;Anoniem 491;;;;;;1;;;;1
BZK;Anoniem 493;;;;1;;;;;;1
BZK;Anoniem 494;;;;;;1;;;;1
BZK;Anoniem 497;;;;1;;;;;;1
BZK;Anoniem 5;;;;;;1;;;;1
BZK;Anoniem 50;;;;1;;;;;;1
BZK;Anoniem 500;1;;;;;;;;;1
BZK;Anoniem 501;1;;;;;;;;;1
BZK;Anoniem 502;;;;2;;;;;;2
BZK;Anoniem 503;;;;;;1;;;;1
BZK;Anoniem 504;;;;1;;;;;;1
BZK;Anoniem 51;;;;;;1;;;;1
BZK;Anoniem 510;;;;1;;;;;;1
BZK;Anoniem 513;;;;;;1;;;;1
BZK;Anoniem 514;;;;1;;;;;;1
BZK;Anoniem 516;;;;1;;;;;;1
