NUMMER;LABEL;AANTAL_ELEKTRISCHE_KILOMETERS;LITER_BENZINE_BESPAARD;AANTAL_UREN_ZEEUWSE_WINDMOLENS;AANTAL_GRAM_CO2_BESPAARD;ADRES;BUURTNR;BUURTCODE;BUURTNAAM;XCOORD;YCOORD;COUNTER;X;Y;LONG;LAT
305;GDH277;30983;2066;14;4940765;Wollegras 71;115;BU05184215;De Bras;85770;449701;305;85770;449701;4.378350110579746;52.03131956606442
306;GDH278;67420;4495;31;10751280;Prof. P.S. Gerbrandyweg t.o. 5;5;BU05180605;Van Stolkprk./Schev.Bosjes;79621;457792;306;79621;457792;4.286972606206469;52.10322931523955
307;GDH279;166682;11112;77;26580243;Henri?´tte van der Meydreef nabij 13;120;BU05184420;De Vissen;87633;453256;307;87633;453256;4.404794008993804;52.063497852352974
308;GDH280;70038;4669;32;11168693;Marcellisstraat t.o. 255;4;BU05180704;Visserijbuurt;79131;458144;308;79131;458144;4.279743471511016;52.106325648922386
309;GDH281;8461;564;4;1349265;Slangenwortel 16;115;BU05184215;De Bras;86475;450195;309;86475;450195;4.388523229095743;52.035846709047334
310;GDH282;191494;12766;88;30536911;Zomereik 58;115;BU05184215;De Bras;86077;449668;310;86077;449668;4.382829853849845;52.031061237783604
311;GDH283;65316;4354;30;10415744;Bogotastraat t.o. 7;102;BU05184002;Hoge Veld;79579;449678;311;79579;449678;4.288152159954646;52.030305405460204
312;GDH284;66338;4423;31;10578700;Laan van vredestein nabij 185;86;BU05181786;Houtwijk;77161;452868;312;77161;452868;4.252196584322226;52.058638712855604
65;GDH043;326313;21754;150;52036046;Jacob Mosselstraat 53;65;BU05182665;Bezuidenhout-midden;83145;455315;65;83145;455315;4.338922427054526;52.08143782730201
66;GDH044;28669;1911;13;4571750;Lorentzplein 35;25;BU05183825;Laakkwartier-oost;82323;452977;66;82323;452977;4.327430158626382;52.06031940332716
67;GDH045;77811;5187;36;12408217;Havannasingel 7;102;BU05184002;Hoge Veld;79329;450148;67;79329;450148;4.2844057621197;52.034495122084884
68;GDH046;246732;16449;114;39345532;Jan van Nassaustraat 125;48;BU05180448;Nassaubuurt;81580;456383;68;81580;456383;4.315864772101011;52.09083038501645
69;GDH047;151250;10083;70;24119344;Johan van Oldenbarneveltlaan 84;7;BU05180907;Statenkwartier;79011;457291;69;79011;457291;4.278182351380818;52.09864357896465
71;GDH048T;120328;8022;55;19188360;Daguerrestraat 32;44;BU05182144;Koningsplein e.o.;79257;454969;71;79257;454969;4.28228767324115;52.07781025413925
72;GDH049;107785;7186;50;17188117;Arnhemsestraat 135;71;BU05180271;Belgisch Park;79801;458696;72;79801;458696;4.289399889327712;52.11137774570434
73;GDH050;59229;3949;27;9445070;Hanenburglaan 368;51;BU05181251;Bloemenbuurt-oost;77901;455051;73;77901;455051;4.262491846903501;52.07836003200965
74;GDH051;154051;10270;71;24565958;Koningin Marialaan 2;65;BU05182665;Bezuidenhout-midden;82695;455825;74;82695;455825;4.3322504077563755;52.08596251572122
75;GDH052;167076;11138;77;26643031;Amaliastraat 2;12;BU05182812;Voorhout;80937;455507;75;80937;455507;4.306673989228063;52.08287235433714
76;GDH052B;109730;7315;51;17498335;Amaliastraat nabij 2;12;BU05182812;Voorhout;80937;455507;76;80937;455507;4.306673989228063;52.08287235433714
77;GDH053;112906;7527;52;18004664;Oostduinlaan 143;77;BU05180477;Waalsdorp;81254;457208;77;81254;457208;4.310930149305306;52.09820110460253
78;GDH054;88623;5908;41;14132414;2e Van Blankenburgstraat 82;43;BU05181143;Sweelinckplein e.o.;79369;455673;78;79369;455673;4.283765135875128;52.08415218737236
79;GDH055;46162;3077;21;7361319;Van Stolkweg 15B;5;BU05180605;Van Stolkprk./Schev.Bosjes;79415;457403;79;79415;457403;4.284052641273285;52.099705407237074
80;GDH056;168322;11221;78;26841733;Johan van Oldenbarneveltlaan 89;7;BU05180907;Statenkwartier;79132;457261;80;79132;457261;4.2799546469477905;52.098390579780265
82;GDH058;106321;7088;49;16954701;Schuytstraat 1;43;BU05181143;Sweelinckplein e.o.;79643;455613;82;79643;455613;4.287775280017963;52.08365034592746
83;GDH059;95732;6382;44;15266081;Borstelbies 5;115;BU05184215;De Bras;86442;449737;83;86442;449737;4.38813417259418;52.03172658627806
84;GDH060;117549;7837;54;18745176;Petuniaplein 6;92;BU05181492;Bohemen en Meer en Bos;75991;453614;84;75991;453614;4.234966948032968;52.06517710983542
85;GDH061;91710;6114;42;14624662;Erasmusweg 100;20;BU05183620;Moerwijk-oost;80632;452044;85;80632;452044;4.302979360531583;52.05171035990052
86;GDH062;96153;6410;44;15333208;Huijgenspark 56T;18;BU05182718;Huygenspark;82018;454388;86;82018;454388;4.322681770443061;52.07295968526041
87;GDH063;159554;10637;74;25443600;Luiksestraat 22;71;BU05180271;Belgisch Park;80026;458417;87;80026;458417;4.292745416204493;52.10890100383562
88;GDH064;68819;4588;32;10974337;Francois Maelsonstraat 5;7;BU05180907;Statenkwartier;78591;456776;88;78591;456776;4.272169206773442;52.09395763670561
89;GDH065;142891;9526;66;22786415;Van der Houvenstraat 75;77;BU05180477;Waalsdorp;81454;457053;89;81454;457053;4.313881966808103;52.096834774250794
90;GDH066;33501;2233;15;5342364;Pippelingstraat 181;82;BU05181882;Rosenburg;77299;453433;90;77299;453433;4.254079898246266;52.06373553304577
91;GDH067;89308;5954;41;14241572;Stevinstraat 97G;71;BU05180271;Belgisch Park;79716;458537;91;79716;458537;4.288194363272526;52.10993730796615
92;GDH068;74920;4995;35;11947297;Gaslaan 80;10;BU05182110;Rond de Energiecentrale;79564;454515;92;79564;454515;4.286865663633081;52.0737721975157
93;GDH069;194498;12967;90;31015888;Jozef Isra?´lslaan 4;48;BU05180448;Nassaubuurt;81885;456120;93;81885;456120;4.320370956809532;52.08850723518991
94;GDH070;178469;11898;82;28459823;Nassauplein 19;46;BU05180546;Archipelbuurt;80817;456370;94;80817;456370;4.304735858691979;52.0906118355501
95;GDH071;57413;3828;26;9155399;Vriezenveenstraat 58;80;BU05183480;Morgenstond-zuid;79448;451464;95;79448;451464;4.285848881754169;52.04633790842679
96;GDH072;94838;6323;44;15123431;Schenklaan 4;113;BU05184213;Singels;84436;450003;96;84436;450003;4.35885107513041;52.03386547224518
97;GDH073;93449;6230;43;14902011;Neptunusstraat 38;72;BU05180772;Rijslag;79259;458222;97;79259;458222;4.281594214775315;52.10704414294397
98;GDH074;111452;7430;51;17772864;Van Blankenburgstraat 80;43;BU05181143;Sweelinckplein e.o.;79438;455708;98;79438;455708;4.284763897632108;52.08447614216789
99;GDH075;161401;10760;74;25738028;Van Akenstraat 23;76;BU05180476;Duinzigt;81902;457937;99;81902;457937;4.320229333724075;52.104838404646536
100;GDH076;119594;7973;55;19071213;Van Loostraat 1;7;BU05180907;Statenkwartier;78991;456172;100;78991;456172;4.27813998581916;52.088584769223004
101;GDH077;88068;5871;41;14043910;Pijnboomstraat 2;52;BU05181252;Bomenbuurt;78715;455374;101;78715;455374;4.274292011503175;52.08137545560158
102;GDH078;102128;6809;47;16285997;Gentsestraat 213;71;BU05180271;Belgisch Park;80397;458706;102;80397;458706;4.2980969815284835;52.11154830247384
103;GDH079;69807;4654;32;11131811;Stokroosstraat 3;51;BU05181251;Bloemenbuurt-oost;77564;454479;103;77564;454479;4.257706438796655;52.07317265985863
104;GDH080;75741;5049;35;12078113;Zeesluisweg 59;2;BU05180702;Vissershaven;78469;457495;104;78469;457495;4.270227762178677;52.1004021673344
105;GDH081;173523;11568;80;27671154;Koninginnegracht 137;46;BU05180546;Archipelbuurt;80949;456972;105;80949;456972;4.306530903791487;52.09603951525598
106;GDH082;282132;18809;130;44990714;Vissershavenstraat 20;2;BU05180702;Vissershaven;78277;457724;106;78277;457724;4.267374465379373;52.10243351731977
107;GDH083;37128;2475;17;5920697;De Savornin Lohmanlaan t.o. 467;91;BU05181591;Kijkduin;76337;454458;107;76337;454458;4.239817419884086;52.07281103182977
108;GDH084;152010;10134;70;24240576;Mauvestraat 57;48;BU05180448;Nassaubuurt;81811;456417;108;81811;456417;4.319227646072781;52.09116652394069
109;GDH085;114979;7665;53;18335266;Squashstraat 1;119;BU05184419;De Velden;87765;454410;109;87765;454410;4.4064914055082385;52.07388486962653
110;GDH086;198200;13213;91;31606261;Van Hogenhoucklaan 87;77;BU05180477;Waalsdorp;81663;457393;110;81663;457393;4.316858424172284;52.099917998050984
111;GDH086B;58341;3889;27;9303473;Van Hogenhoucklaan nabij 87;77;BU05180477;Waalsdorp;81692;457368;111;81692;457368;4.317286982350562;52.09969717176626
112;GDH087;122162;8144;56;19480770;Balistraat 1;46;BU05180546;Archipelbuurt;81204;456254;112;81204;456254;4.310407053123292;52.089621099759654
113;GDH088;92967;6198;43;14825147;Helmstraat 1;7;BU05180907;Statenkwartier;79070;457616;113;79070;457616;4.278970867336142;52.10157233617338
114;GDH089;69354;4624;32;11059662;Adriaan Coenenstraat 55;1;BU05180701;Oud Scheveningen;78603;457913;114;78603;457913;4.272089440065941;52.104177090815796
115;GDH090;84145;5610;39;13418297;Pleviersingel 21;120;BU05184420;De Vissen;88480;453304;115;88480;453304;4.417134707969157;52.06403157500678
116;GDH091;119775;7985;55;19100120;Suezkade 187;43;BU05181143;Sweelinckplein e.o.;78917;455415;116;78917;455415;4.277229287935255;52.081771701202726
117;GDH092;183167;12211;84;29209079;Van Blankenburgstraat 48;43;BU05181143;Sweelinckplein e.o.;79611;455711;117;79611;455711;4.287286835846301;52.0845266852425
118;GDH093;128121;8541;59;20430960;Van Alkemadelaan 44;75;BU05180475;Uilennest;82422;456791;118;82422;456791;4.3280622963558395;52.09460802256381
119;GDH094;50066;3338;23;7983780;Osloweg 26;105;BU05184005;Zonne Veld;80308;448515;119;80308;448515;4.299027354714485;52.01995242730629
120;GDH095;198555;13237;92;31662835;Ten Hovestraat 1;7;BU05180907;Statenkwartier;79302;457060;120;79302;457060;4.282479891829604;52.096607539582465
121;GDH096;58500;3900;27;9328846;Laakkade 446;24;BU05183824;Laakkwartier-west;81336;452663;121;81336;452663;4.313107889986567;52.05736720736429
122;GDH097;209079;13939;96;33341090;Van Hoornbeekstraat 83;7;BU05180907;Statenkwartier;79089;456814;122;79089;456814;4.279426740222794;52.094367650526394
123;GDH098;200166;13344;92;31919853;Prins Clauslaan 4;64;BU05182664;Bezuidenhout-west;82371;455572;123;82371;455572;4.327577788035859;52.083646451234756
124;GDH098B;88278;5885;41;14077376;Prins Clauslaan 4;64;BU05182664;Bezuidenhout-West;82388;455556;124;82388;455556;4.32782917595395;52.083504892336876
125;GDH099;114541;7636;53;18265517;Wildhoeflaan 27;9;BU05181309;Vogelwijk;76941;454954;125;76941;454954;4.2485122961311195;52.07735384311672
127;GDH101;81297;5420;37;12964164;Van den Broekstraat 3;24;BU05183824;Laakkwartier-west;81498;452695;127;81498;452695;4.315462731476191;52.0576762976068
128;GDH102;79700;5313;37;12709549;De Moucheronstraat 1;66;BU05182666;Bezuidenhout-oost;83310;456312;128;83310;456312;4.341119641915292;52.09041906811881
129;GDH103;77635;5176;36;12380214;Nieuwe Parklaan 1;73;BU05180373;Westbroekpark;80510;457403;129;80510;457403;4.3000312144661414;52.09985387492606
130;GDH104T;123252;8217;57;19654544;Burnierstraat 52;77;BU05180477;Waalsdorp;81156;456901;130;81156;456901;4.3095666516658735;52.09542911353339
131;GDH105;68260;4551;31;10885222;Kauwlaan 16;9;BU05181309;Vogelwijk;77298;455366;131;77298;455366;4.253625252237256;52.081106533201414
132;GDH106;69550;4637;32;11090961;Spijkermakersstraat 30;14;BU05182814;Zuidwal;80703;454390;132;80703;454390;4.303503889043144;52.07280282042031
133;GDH108;144251;9617;67;23003150;Emmastraat 42;65;BU05182665;Bezuidenhout-midden;82688;455590;133;82688;455590;4.33219811262078;52.083849704754115
134;GDH109;129821;8655;60;20702081;Sumatrastraat 348;46;BU05180546;Archipelbuurt;81092;456668;134;81092;456668;4.30868334235879;52.09332666440967
135;GDH110;155300;10353;72;24765104;Prinsevinkenpark 1;46;BU05180546;Archipelbuurt;80278;456522;135;80278;456522;4.296838897936682;52.091905321936586
136;GDH111;107886;7192;50;17204221;Jacob Mosselstraat 1;65;BU05182665;Bezuidenhout-midden;83005;455499;136;83005;455499;4.3368414858168425;52.08307321518225
137;GDH112;72686;4846;34;11590950;Damasstraat 1;25;BU05183825;Laakkwartier-oost;82436;452670;137;82436;452670;4.329142875365936;52.0575752590566
138;GDH113;97383;6492;45;15529265;Paul Gabrielstraat 1;79;BU05180479;Van Hoytemastraat e.o.;82051;456585;138;82051;456585;4.322693209580114;52.09270797921932
139;GDH114;22206;1480;10;3541161;Daal en Bergselaan 1;50;BU05181250;Bloemenbuurt-west;77106;454830;139;77106;454830;4.250947097564053;52.07626273672269
140;GDH115;175692;11713;81;28017029;Madoerastraat 1;46;BU05180546;Archipelbuurt;80654;456488;140;80654;456488;4.302332065784895;52.091650400727865
141;GDH116;197054;13137;91;31423512;Kiplaan 12;9;BU05181309;Vogelwijk;77179;455141;141;77179;455141;4.251940834235158;52.07906783523557
142;GDH117;77583;5172;36;12371859;1e De Riemerstraat 1;45;BU05182245;Zeeheldenkwartier;80540;455120;142;80540;455120;4.300967485275337;52.07934124629201
143;GDH118;43490;2899;20;6935135;Egelantierstraat 73;51;BU05181251;Bloemenbuurt-oost;78149;454850;143;78149;454850;4.266154249282532;52.07658818870474
144;GDH119;86419;5761;40;13780871;Van Limburg Stirumstraat 1;18;BU05182718;Huygenspark;81810;454290;144;81810;454290;4.319669383332121;52.07205153332146
145;GDH120;113196;7546;52;18051036;Van Dorpstraat 20;7;BU05180907;Statenkwartier;79051;457416;145;79051;457416;4.278738172825913;52.09977240027316
146;GDH121;130049;8670;60;20738509;Binckhorstlaan 36;60;BU05183960;Binckhorst;82712;454462;146;82712;454462;4.332787190713605;52.07371572306328
147;GDH122;168857;11257;78;26927093;Valkenbosplein 12;52;BU05181252;Bomenbuurt;78821;455076;147;78821;455076;4.275904691103785;52.07871202234204
148;GDH123;69008;4601;32;11004486;Zuidlarenstraat 63;88;BU05183488;Morgenstond-west;78308;452019;148;78308;452019;4.269109053842526;52.05116896330905
149;GDH124;183256;12217;85;29223205;Kranestraat 12;14;BU05182814;Zuidwal;81579;454710;149;81579;454710;4.316210272783857;52.0757954049182
150;GDH125;115069;7671;53;18349725;Hyacinthweg 48;50;BU05181250;Bloemenbuurt-west;77138;454330;150;77138;454330;4.251527874050196;52.0717739297962
151;GDH126;93468;6231;43;14905032;Arnhemsestraat 69;71;BU05180271;Belgisch Park;79914;458728;151;79914;458728;4.291042193120432;52.11168066667069
152;GDH127;125771;8385;58;20056275;New Yorksingel 66;102;BU05184002;Hoge Veld;79273;449553;152;79273;449553;4.283721524836083;52.029140358762454
153;GDH128;167685;11179;77;26740109;Dirk Hoogenraadstraat 216;3;BU05180703;Scheveningen Badplaats;79317;458652;153;79317;458652;4.2823451743013985;52.110916334574206
154;GDH129;139332;9289;64;22218767;Glansvogellaan 39;112;BU05184212;Morgenweide;85869;451541;154;85869;451541;4.3794205190631725;52.04786793661834
155;GDH130;132414;8828;61;21115647;Grietpolderstraat 27;121;BU05184421;Rietbuurt;87644;452596;155;87644;452596;4.405084566190327;52.05756777357681
156;GDH131;101312;6754;47;16155835;Zwanenlaan 20;9;BU05181309;Vogelwijk;77392;455500;156;77392;455500;4.254965858026266;52.08232392181122
157;GDH132;212893;14193;98;33949350;Surinamestraat 60;46;BU05180546;Archipelbuurt;80947;456430;157;80947;456430;4.306619446183116;52.09116844474214
158;GDH133;365884;24392;169;58346357;Eendenplein 10;120;BU05184420;De Vissen;88192;453340;158;88192;453340;4.41292830808273;52.06432045206397
159;GDH134;138353;9224;64;22062765;Zeestraat 84;47;BU05182347;Willemspark;80604;455877;159;80604;455877;4.301735875525788;52.08615279951244
160;GDH135;27785;1852;13;4430747;Laan van Meerdervoort 750;53;BU05181953;Vruchtenbuurt;77448;454231;160;77448;454231;4.256071104447476;52.0709277455945
161;GDH136;196632;13109;91;31356279;De Bruynestraat 61;77;BU05180477;Waalsdorp;81482;457482;161;81482;457482;4.314197994885629;52.100693802282265
162;GDH137;90323;6022;42;14403474;Irisstraat 96;51;BU05181251;Bloemenbuurt-oost;77763;454826;162;77763;454826;4.260530020297951;52.07631880952058
163;GDH138;84775;5652;39;13518779;Dodaarsoever 40;120;BU05184420;De Vissen;88624;453209;163;88624;453209;4.419252855439345;52.06319507948222
164;GDH139;44397;2960;20;7079798;Lavendelstraat 96;54;BU05182054;Heesterbuurt;78410;453846;164;78410;453846;4.270186137623539;52.0676017366405
165;GDH140;14134;942;7;2253946;Goudvisplein 17;120;BU05184420;De Vissen;88165;452825;165;88165;452825;4.412635407841287;52.05968888596174
166;GDH141;122189;8146;56;19485075;Heemskerckstraat 54;45;BU05182245;Zeeheldenkwartier;80226;455528;166;80226;455528;4.296298164821407;52.082965515269805
167;GDH142;69064;4604;32;11013469;De Eerensplein 30;66;BU05182666;Bezuidenhout-oost;83544;456178;167;83544;456178;4.344561652420798;52.08924508888363
168;GDH143;123855;8257;57;19750799;Zonweg 90;60;BU05183960;Binckhorst;83741;453991;168;83741;453991;4.347892468999957;52.06961626578508
170;GDH144;68764;4584;32;10965594;Badhuisweg 40;71;BU05180271;Belgisch Park;79631;458593;170;79631;458593;4.286941346967046;52.11042898764988
171;GDH145;90416;6028;42;14418285;Noorderbeekdwarsstraat 157;55;BU05182055;Valkenboskwartier;78961;454545;171;78961;454545;4.278064967016373;52.07395933853086
172;GDH146;141067;9404;65;22495523;J.C. van der Lansstraat 27;86;BU05181786;Houtwijk;76654;451766;172;76654;451766;4.245057897972627;52.04866399473261
173;GDH147;115738;7716;53;18456374;Van Hoytemastraat 4;79;BU05180479;Van Hoytemastraat e.o.;82268;456414;173;82268;456414;4.325895743236811;52.091199796611114
174;GDH147B;59094;3940;27;9423447;Van Hoytemastraat 4;79;BU05180479;Van Hoytemastraat e.o.;82266;456416;174;82266;456416;4.325866137347801;52.09121750737285
175;GDH148;100826;6722;47;16078317;Van Aerssenstraat 37;7;BU05180907;Statenkwartier;78787;457070;175;78787;457070;4.274963185840731;52.09662673095758
176;GDH149;122156;8144;56;19479840;Hemsterhuisstraat 231;45;BU05182245;Zeeheldenkwartier;80277;455217;176;80277;455217;4.2971102130233;52.08017753160488
177;GDH150;135054;9004;62;21536676;Schouwburgstraat 3;12;BU05182812;Voorhout;81569;455433;177;81569;455433;4.315908824307174;52.08229151007026
178;GDH151;73466;4898;34;11715309;Bleriotlaan 74;113;BU05184213;Singels;84668;450747;178;84668;450747;4.362078533718922;52.040581224721635
179;GDH152;31020;2068;14;4946587;Ambachtsgaarde 40;98;BU05183398;Dreven en Gaarden;78065;450279;179;78065;450279;4.265958630133742;52.03549843779653
180;GDH153;57140;3809;26;9111926;Aureliuslaan Aristoteleslaan 7;118;BU05184418;De Lanen;86815;452734;180;86815;452734;4.392971088978737;52.05870658483386
181;GDH154;96332;6422;44;15361666;Columbusstraat 165;44;BU05182144;Koningsplein e.o.;78993;454973;181;78993;454973;4.278436319943456;52.07781002941104
182;GDH155;53321;3555;25;8502869;Hoefbladlaan 9;92;BU05181492;Bohemen en Meer en Bos;76340;453716;182;76340;453716;4.240032149947351;52.06614340736459
183;GDH156;113426;7562;52;18087651;Celebesstraat 96;46;BU05180546;Archipelbuurt;80283;456357;183;80283;456357;4.296948002228566;52.09042319108313
184;GDH157;73417;4894;34;11707564;Hengelolaan 558;88;BU05183488;Morgenstond-west;78278;451590;184;78278;451590;4.268768081939837;52.04730952019419
185;GDH158;152812;10187;70;24368467;Kampioensingel Oude Middenweg;119;BU05184419;De Velden;87494;454343;185;87494;454343;4.4025523198008525;52.0732497780054
186;GDH159;25124;1675;12;4006398;Kraaienlaan 38;9;BU05181309;Vogelwijk;76764;454719;186;76764;454719;4.2459846643239905;52.07521701554211
187;GDH160;118825;7922;55;18948663;Vivienstraat 90;7;BU05180907;Statenkwartier;79032;456932;187;79032;456932;4.278568787910242;52.0954202552472
188;GDH161;141371;9425;65;22543902;Riouwstraat 84;46;BU05180546;Archipelbuurt;80557;456580;188;80557;456580;4.300896779748015;52.09246414189165
189;GDH162;41696;2780;19;6649045;Jacob Schorerlaan 169;21;BU05183721;Groente- en Fruitmarkt;80508;453073;189;80508;453073;4.300947456671145;52.06094108383181
701;GDH676;72436;4829;33;11551145;Deventersestraat 3;71;BU05180271;Belgisch Park;79895;458806;701;79895;458806;4.290747666650088;52.11237904680734
716;GDH691;32323;2155;15;5154485;Cornelis van der Lijnstraat 104;66;BU05182666;Bezuidenhout-Oost;83479;456190;716;83479;456190;4.343610846383727;52.08934453694387
828;GDH805;194;13;0;30990;Hoogeveenlaan 47;88;BU05183488;Morgenstond-west;78348;451606;828;78348;451606;4.269784750940257;52.047462992350376
313;GDH285;106564;7104;49;16993426;Van den Boschstraat nabij 215;64;BU05182664;Bezuidenhout-west;82715;455033;313;82715;455033;4.3327099882605;52.078847582234665
314;GDH286;83035;5536;38;13241272;Van Loostraat nabij 82;7;BU05180907;Statenkwartier;78793;456027;314;78793;456027;4.275283847178965;52.087254484107156
315;GDH287;67945;4530;31;10835026;Amersfoorstestraat t.o. 1;71;BU05180271;Belgisch Park;80096;458803;315;80096;458803;4.293682207548042;52.11237933777069
316;GDH288;50734;3382;23;8090447;Stadhouderslaan 37;41;BU05181041;Zorgvliet;79125;456171;316;79125;456171;4.280095081046211;52.08859416426791
317;GDH289;65257;4350;30;10406282;Juliana van Stolberglaan 148;65;BU05182665;Bezuidenhout-midden;82829;455468;317;82829;455468;4.334280729265807;52.08277171177823
318;GDH290;46322;3088;21;7386826;Lulofstraat 55;22;BU05183822;Laakhaven-west;81620;453364;318;81620;453364;4.317097584414988;52.06370463250763
319;GDH291;78379;5225;36;12498867;Seinpoststraat 59T;72;BU05180772;Rijslag;79438;458185;319;79438;458185;4.284214861973224;52.106736110814765
320;GDH292;70415;4694;32;11228846;Zandzeggelaan t.o. 173;91;BU05181591;Kijkduin;75887;454077;320;75887;454077;4.233343254810759;52.069323052897296
321;GDH293;140375;9358;65;22385127;Van Boetzelaerlaan 192T;7;BU05180907;Statenkwartier;78483;456722;321;78483;456722;4.270605571687861;52.093457439434616
322;GDH294;81210;5414;37;12950315;Spaarneplein t.o. 2;62;BU05182762;Rivierenbuurt-zuid;82284;454462;322;82284;454462;4.326545264965827;52.073659695275175
323;GDH295;77838;5189;36;12412604;Marnixstraat nabij 1;10;BU05182110;Rond de Energiecentrale;79893;455037;323;79893;455037;4.291548848025156;52.0785079737963
324;GDH296;147169;9811;68;23468588;Neuhuyskade t.o. 55;79;BU05180479;Van Hoytemastraat e.o.;82010;456300;324;82010;456300;4.3221560225860065;52.09014134743642
325;GDH297;49170;3278;23;7841004;Zuidwal t.o. 1;14;BU05182814;Zuidwal;81410;454381;325;81410;454381;4.313816423936299;52.072816328062046
326;GDH298;24791;1653;11;3953384;Sinjeur Semeynsweg 15;24;BU05183824;Laakkwartier-west;81879;452336;326;81879;452336;4.321094056982266;52.054500441797025
327;GDH299;74040;4936;34;11806843;Santiagosingel t.o. 1;102;BU05184002;Hoge Veld;79606;449495;327;79606;449495;4.2885858754225366;52.028664498394335
328;GDH300;45146;3010;21;7199230;Zorgvlietstraat t.o. 1;45;BU05182245;Zeeheldenkwartier;80292;454958;328;80292;454958;4.297385712846244;52.07785199501484
329;GDH301;77458;5164;36;12351890;Klatteweg 22;74;BU05180374;Duttendel;80880;457797;329;80880;457797;4.3053447030604;52.1034443149039
330;GDH302;35397;2360;16;5644704;Loosduinsekade 331;31;BU05183131;Oostbroek-noord;78969;453989;330;78969;453989;4.278305487824017;52.06896384039598
331;GDH303;20969;1398;10;3343804;Albardastraat 15;82;BU05181882;Rosenburg;77042;453328;331;77042;453328;4.250356711471566;52.06275583255579
332;GDH304;110028;7335;51;17545854;Jacob Mulderweg 34;74;BU05180374;Duttendel;80922;458380;332;80922;458380;4.305830878186474;52.10868918586756
333;GDH305;60763;4051;28;9689710;Bezuidenhoutseweg t.o. 480;61;BU05182561;Landen;84696;457377;333;84696;457377;4.361121066574712;52.100167815657166
334;GDH306;54261;3617;25;8652796;LÅbeckstraat t.o. 56;42;BU05181142;Stadhoudersplantsoen;79085;455888;334;79085;455888;4.279574530959766;52.086045454483205
335;GDH307;50996;3400;24;8132172;Frans Robbelaan 32;118;BU05184418;De Lanen;87026;453569;335;87026;453569;4.395881112128484;52.06623663112113
336;GDH308;98811;6587;46;15757018;Frankenslag 189;7;BU05180907;Statenkwartier;78713;456822;336;78713;456822;4.273938934026806;52.09438784987193
337;GDH309;74021;4935;34;11803928;Suezkade t.o. 16;44;BU05182144;Koningsplein e.o.;79603;454961;337;79603;454961;4.287335891013916;52.07778557653499
338;GDH310;28074;1872;13;4476841;Harstenhoekweg 269;71;BU05180271;Belgisch Park;80054;458869;338;80054;458869;4.29305463516012;52.11296676918591
339;GDH311;90402;6027;42;14416082;Zevenwoudelaan nabij 223;102;BU05184002;Hoge Veld;79748;450198;339;79748;450198;4.290500016776113;52.035001484394485
340;GDH312;84098;5607;39;13410776;Tholensestraat 139;100;BU05180800;Duindorp;77541;456081;340;77541;456081;4.257007300117931;52.08756600745442
341;GDH313;38300;2553;18;6107646;Beresteinlaan t.h.v. 421;96;BU05183396;Zijden, Steden en Zichten;77449;450792;341;77449;450792;4.256866404999099;52.04002278735105
342;GDH314;85182;5679;39;13583692;De Sillestraat t.o. 37;66;BU05182666;Bezuidenhout-oost;83247;455952;342;83247;455952;4.340276253375544;52.08717565503156
343;GDH315;85471;5698;39;13629717;Druivenstraat 3;53;BU05181953;Vruchtenbuurt;77868;454404;343;77868;454404;4.262156773258703;52.07254108152385
344;GDH316;6924;462;3;1104112;Maarsbergenstraat t.o. 31;84;BU05183284;Leyenburg;78569;453014;344;78569;453014;4.272690864915906;52.06014677909433
345;GDH317;23923;1595;11;3814966;Hugo de Grootstraat nabij 2;45;BU05182245;Zeeheldenkwartier;80369;455698;345;80369;455698;4.298346889157648;52.08451254991459
346;GDH318;101225;6748;47;16142033;Gentsestraat t.o. 74;71;BU05180271;Belgisch Park;79916;458540;346;79916;458540;4.29111282522492;52.10999144629326
347;GDH319;133816;8921;62;21339203;Frankenslag 357;7;BU05180907;Statenkwartier;78555;456520;347;78555;456520;4.271701353283531;52.09165208687826
348;GDH320;49762;3317;23;7935320;Rietgras 55;115;BU05184215;De Bras;86524;449804;348;86524;449804;4.389315539115261;52.032338847149944
349;GDH321;22443;1496;10;3578876;Soestdijksekade t.o. 581;84;BU05183284;Leyenburg;78893;453173;349;78893;453173;4.277379130686073;52.06162026389634
350;GDH322;70752;4717;33;11282544;Kranenburgweg t.o. 37;8;BU05180908;Geuzenkwartier;78367;456243;350;78367;456243;4.269020767418246;52.089136794913166
351;GDH323;3906;260;2;622877;Vlielandsestraat t.o. 87;100;BU05180800;Duindorp;77756;456302;351;77756;456302;4.260093702977197;52.08958208887731
352;GDH324;22833;1522;11;3641102;Meivliegsingel t.o. 16;120;BU05184420;De Vissen;88129;453174;352;88129;453174;4.4120422016232475;52.06282100834361
353;GDH325;22145;1476;10;3531363;Ericalaan hk Narcislaan;92;BU05181492;Bohemen en Meer en Bos;75364;453609;353;75364;453609;4.22582598157477;52.065042399212025
354;GDH326;134724;8982;62;21484035;Waalsdorperweg t.o. 97;77;BU05180477;Waalsdorp;81438;457602;354;81438;457602;4.313530014807228;52.101766362595775
355;GDH327;36546;2436;17;5827870;Van Veendijk t.o. 2;114;BU05184214;Waterbuurt;84825;449800;355;84825;449800;4.364560885324045;52.032090490518634
356;GDH328;80503;5367;37;12837574;Douglaslaan 48;113;BU05184213;Singels;84681;450494;356;84681;450494;4.362320022545;52.038309180938235
