boomnummer,lat_volledig,omtrek_cm,kiemjaar,eigendom,ned_naam,karakter,jaar_vaststelling,kwaliteit,leeftijd,omtrek,cultuurhistorie,natuurwetenschappelijk,latitude,longitude
01.78.360.0179,quercus rubra,188,1930,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.601994463137,5.157009203753194
01.78.360.0180,quercus rubra,220,1930,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.60198572205848,5.156933988860725
01.78.360.0182,quercus rubra,314,1930,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.601975271263086,5.156784793691211
01.78.360.0183,quercus rubra,188,1930,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.60196496359645,5.156708345494159
01.78.350.0266,quercus rubra,251,1930,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.601672617943876,5.153504046143001
01.78.350.0267,quercus rubra,220,1930,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.60165987551213,5.153352771653343
01.78.360.0151,tilia x europaea,220,1930,gemeentelijk,hollandse/zwartelinde,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.60187973684629,5.156737270734656
01.78.360.0152,tilia x europaea,188,1930,gemeentelijk,hollandse/zwartelinde,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.601888710419985,5.156825503729027
01.78.360.0153,tilia x europaea,188,1930,gemeentelijk,hollandse/zwartelinde,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.601896211842224,5.156910207883979
01.78.360.0154,tilia x europaea,188,1930,gemeentelijk,hollandse/zwartelinde,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.6019029830749,5.156998437671582
01.78.320.0219,quercus rubra,251,1930,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.6014972087621,5.151846290686306
01.78.320.0220,quercus rubra,157,1930,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.601489092337815,5.151752598967264
01.78.320.0221,quercus rubra,251,1930,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.60145978196947,5.151516670113239
01.78.320.0222,quercus rubra,314,1930,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.60144592264485,5.151436893743371
01.78.320.0223,quercus rubra,220,1930,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.60142683871257,5.151266860600955
01.78.320.0224,quercus rubra,251,1930,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.60141226246697,5.15118824280039
01.78.320.0225,quercus rubra,283,1930,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.601399820050396,5.151098037990203
01.78.320.0227,quercus rubra,188,1930,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.60162703526317,5.153008734376606
01.78.320.0228,quercus rubra,314,1930,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.601617500423124,5.152928934955527
01.78.320.0229,quercus rubra,314,1930,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.60161233504271,5.152867617338813
01.78.320.0231,quercus rubra,251,1930,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.60159617824861,5.152721889050774
01.78.320.0232,quercus rubra,220,1930,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.60158664321284,5.152642089744653
01.78.320.0233,quercus rubra,251,1930,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.60157928129668,5.152565743389866
01.78.320.0235,quercus rubra,188,1930,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.601561678679055,5.152411910920601
01.78.320.0236,quercus rubra,157,1930,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.60150764586244,5.152791787617875
01.71.460.0295,tilia x europaea,424,1920,gemeentelijk,hollandse/zwartelinde,karakteristieke vorm,2001,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.57637380521399,5.1380701132862985
01.71.580.0142,quercus robur,251,1900,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.57464644908458,5.139430705385513
01.71.580.0143,quercus robur,345,1900,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.57469261671834,5.139554757217683
01.71.580.0149,quercus robur,345,1935,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.57492993298177,5.139872713898272
01.71.590.0816,quercus robur,345,1900,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.57536404817084,5.141373772567382
01.71.590.0839,quercus robur,283,1900,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.576088008911405,5.143128783054496
01.71.590.0845,quercus robur,314,1900,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.57617448561297,5.143032704096535
01.71.590.0846,quercus robur,220,1900,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.57612094028125,5.142912117694945
01.71.590.0848,quercus robur,220,1900,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.575839571823266,5.142251387363992
01.90.020.0841,tilia x europaea,188,1910,gemeentelijk,hollandse/zwartelinde,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.61614950935871,5.147859032844395
01.90.020.0842,tilia x europaea,188,1910,gemeentelijk,hollandse/zwartelinde,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.616112607386164,5.147782428652599
01.90.020.0843,tilia x europaea,126,1970,gemeentelijk,hollandse/zwartelinde,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.61606131748366,5.147676460281522
01.90.020.0844,tilia x europaea,126,1980,gemeentelijk,hollandse/zwartelinde,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.61601254538039,5.147575416839157
01.90.020.0845,tilia x europaea,126,1980,gemeentelijk,hollandse/zwartelinde,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.61596699162843,5.147479020262205
01.90.020.0846,tilia x europaea,157,1910,gemeentelijk,hollandse/zwartelinde,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.61592961035512,5.147401119752939
01.90.020.0847,tilia x europaea,157,1960,gemeentelijk,hollandse/zwartelinde,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.61589783384501,5.147338783335484
01.90.020.0848,tilia x europaea,126,1980,gemeentelijk,hollandse/zwartelinde,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.61582549501686,5.147181540691981
01.90.020.0849,tilia x europaea,126,1980,gemeentelijk,hollandse/zwartelinde,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.6157668110127,5.147060019244417
01.90.020.0852,tilia x europaea,251,1910,gemeentelijk,hollandse/zwartelinde,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.61569540215358,5.146725555274127
01.90.020.0853,tilia x europaea,220,1910,gemeentelijk,hollandse/zwartelinde,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.615739643087764,5.146812659111014
01.90.020.0854,tilia x europaea,220,1910,gemeentelijk,hollandse/zwartelinde,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.61580220189326,5.146947544118842
01.90.180.0016,quercus robur,377,1910,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.609817728642135,5.146958880099954
01.90.180.0017,quercus robur,314,1910,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.60985742073383,5.146861844015909
01.90.220.0852,tilia x europaea,220,1910,gemeentelijk,hollandse/zwartelinde,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.61346286282707,5.142599932425998
01.90.220.0853,tilia x europaea,220,1910,gemeentelijk,hollandse/zwartelinde,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.613550687281474,5.142697462756504
01.90.220.0854,tilia x europaea,220,1910,gemeentelijk,hollandse/zwartelinde,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.61362200046345,5.142786780621464
01.90.220.0855,tilia x europaea,220,1910,gemeentelijk,hollandse/zwartelinde,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.61367590455645,5.142855459779162
01.90.220.0856,tilia x europaea,220,1910,gemeentelijk,hollandse/zwartelinde,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.61375694546198,5.142963061833961
01.90.220.0857,tilia x europaea,220,1910,gemeentelijk,hollandse/zwartelinde,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.613806333458925,5.143034263435532
01.90.220.0858,tilia x europaea,220,1910,gemeentelijk,hollandse/zwartelinde,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.6138720595244,5.1431341375602795
01.90.220.0859,tilia x europaea,188,1910,gemeentelijk,hollandse/zwartelinde,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.61395543543045,5.143266763312703
01.90.220.0861,tilia x europaea,188,1910,gemeentelijk,hollandse/zwartelinde,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.614112542383076,5.143579669888577
01.90.220.0862,tilia x europaea,220,1910,gemeentelijk,hollandse/zwartelinde,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.61420205468497,5.143763042548155
01.90.220.0863,tilia x europaea,157,1940,gemeentelijk,hollandse/zwartelinde,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.61424390050321,5.143855726528907
01.90.220.0864,tilia x europaea,188,1910,gemeentelijk,hollandse/zwartelinde,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.614293896347355,5.143960162851685
01.90.220.0867,tilia x europaea,220,1910,gemeentelijk,hollandse/zwartelinde,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.614356995810944,5.1439081078781905
01.90.220.0869,tilia x europaea,220,1910,gemeentelijk,hollandse/zwartelinde,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.614270567129196,5.143716242677873
01.90.220.0870,tilia x europaea,157,1910,gemeentelijk,hollandse/zwartelinde,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.6141527578809,5.143476352771957
01.90.220.0871,tilia x europaea,251,1910,gemeentelijk,hollandse/zwartelinde,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.61404755568103,5.143269314801389
01.78.370.0227,quercus rubra,157,1950,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.602198323088395,5.159535514167504
01.78.370.0228,quercus rubra,188,1950,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.602185483783316,5.159459756071889
01.78.370.0229,quercus rubra,157,1950,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.602178293646745,5.159386250277243
01.78.370.0230,quercus rubra,220,1930,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.60217316726826,5.159287835296937
01.78.370.0231,quercus rubra,251,1930,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.60216452389658,5.159192815575867
01.78.370.0232,quercus rubra,220,1930,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.60215802144374,5.1591125079362214
01.78.370.0233,quercus rubra,126,1980,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.602153633607415,5.159028797680903
01.78.370.0234,quercus rubra,220,1930,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.60214642112632,5.158943975774953
01.78.370.0235,quercus rubra,251,1930,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.60214062180245,5.158864790528452
01.78.370.0236,quercus rubra,188,1940,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.602134099401056,5.158769774722992
01.78.370.0237,quercus robur,220,1930,gemeentelijk,inlandse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.602056889205244,5.158936501368623
01.78.370.0238,quercus robur,157,1950,gemeentelijk,inlandse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.602079199135105,5.1591717515125595
01.78.370.0239,quercus rubra,157,1950,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.60209346945631,5.159262196075557
01.78.370.0240,quercus rubra,251,1930,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.60210706066688,5.159363974868463
01.78.370.0241,quercus rubra,157,1950,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.60211639396195,5.159453318440524
01.78.370.0242,quercus rubra,188,1950,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.60212644168915,5.159544924622829
01.78.370.0243,quercus rubra,188,1950,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.60213648275082,5.15963313885577
01.78.370.0244,quercus rubra,220,1930,gemeentelijk,amerkaanse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.60214510814967,5.159719094051728
01.78.370.0246,quercus robur,220,1930,gemeentelijk,inlandse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.60203526645815,5.158657541617853
01.78.400.0486,quercus robur,220,1930,gemeentelijk,inlandse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.59492213954944,5.1590652036471205
01.78.420.0270,quercus robur,251,1930,gemeentelijk,inlandse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.597526313370125,5.153125419628864
01.78.420.0271,quercus robur,251,1930,gemeentelijk,inlandse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.59754096194313,5.153312780928185
01.78.420.0274,fagus sylvatica,220,1930,gemeentelijk,groene beuk,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.5974776838232,5.154277841206248
01.78.420.0278,quercus robur,220,1930,gemeentelijk,inlandse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.59732724096917,5.154679679513178
01.78.430.0121,quercus robur,314,1900,gemeentelijk,inlandse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.59646741921704,5.156614718671419
01.78.430.0125,quercus robur,314,1920,gemeentelijk,inlandse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.59630916965809,5.157265146481403
01.78.470.0041,quercus robur,283,1920,gemeentelijk,inlandse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.59625167020937,5.157498835606139
01.78.470.0042,quercus robur,220,1930,gemeentelijk,inlandse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.59562474712718,5.1583359461408875
01.78.470.0043,quercus robur,220,1930,gemeentelijk,inlandse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.595588052818776,5.158357461526034
01.78.490.0386,tilia x europaea,31,1997,gemeentelijk,hollandse/zwartelinde,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd < 80 jaar,omtrek < 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.59353959538571,5.158904395643376
