Complex,Gebouw,Perceel,Huurobject Omschrijving lang,Huurobject Straat,Huurobject Huisnummer,Huurobject Postcode,Huurobject Plaats,Complex Wijk Omschrijving,Gebouw Monumentstatus Omschrijving,Bvo Rekfact Nu,Vvo Rekfact Nu,Gebouw Portefeuille Omschrijving,Perceel Portefeuille Omschrijving,Huurobject Hgf Omschrijving,Huurobject Best.code Omschrijving
10001,1,,EERSTE OOSTERPARKLAAN 046,EERSTE OOSTERPARKLAAN,46,3544 AK,UTRECHT,Leidsche Rijn,,464,325,Zorg,,Gezondheidszorgfunctie,Maatschappelijk
10002,1,,EERSTE OOSTERPARKLAAN 076,EERSTE OOSTERPARKLAAN,076-078,3544 AK,UTRECHT,Leidsche Rijn,,446,446,Zorg,,Gezondheidszorgfunctie,Maatschappelijk
10002,1,,EERSTE OOSTERPARKLAAN 078,EERSTE OOSTERPARKLAAN,076-078,3544 AK,UTRECHT,Leidsche Rijn,,1529,1454,Zorg,,Gezondheidszorgfunctie,Maatschappelijk
10003,1,,EERSTE OOSTERPARKLAAN 080-088,EERSTE OOSTERPARKLAAN,080-088,3544 AK,UTRECHT,Leidsche Rijn,,2478,2360,Onderwijs (inclusief Bibliotheek en UCK),,Onderwijsfunctie,Maatschappelijk
10006,,1,24 OKTOBERPLEIN 001,24 OKTOBERPLEIN,1,3552 VM,UTRECHT,Zuidwest,NB,,,,Overig / gemengd,Bouwwerk geen gebouw zijnde,Bedrijf
10007,,1,2E DAALSEDIJK 002A,2E DAALSEDIJK,2A,3551 EJ,UTRECHT,Noordwest,NB,,,,Overig / gemengd,Grondfunctie,Overig
10015,1,,AMSTERDAMSESTRAATWEG ACHTER 320 (01),AMSTERDAMSESTRAATWEG,320,3551 CT,UTRECHT,Noordwest,,6,6,Overig / gemengd,,Industriefunctie,Bedrijf
10015,1,,AMSTERDAMSESTRAATWEG ACHTER 320 (02),AMSTERDAMSESTRAATWEG,320,3551 CT,UTRECHT,Noordwest,,6,6,Overig / gemengd,,Industriefunctie,Bedrijf
10015,1,,AMSTERDAMSESTRAATWEG ACHTER 320 (03),AMSTERDAMSESTRAATWEG,320,3551 CT,UTRECHT,Noordwest,,6,6,Overig / gemengd,,Industriefunctie,Bedrijf
10015,1,,AMSTERDAMSESTRAATWEG ACHTER 320 (04),AMSTERDAMSESTRAATWEG,320,3551 CT,UTRECHT,Noordwest,,0,0,Overig / gemengd,,Industriefunctie,Bedrijf
10015,1,,AMSTERDAMSESTRAATWEG ACHTER 320 (05),AMSTERDAMSESTRAATWEG,320,3551 CT,UTRECHT,Noordwest,,6,6,Overig / gemengd,,Industriefunctie,Bedrijf
10015,1,,AMSTERDAMSESTRAATWEG ACHTER 320 (06),AMSTERDAMSESTRAATWEG,320,3551 CT,UTRECHT,Noordwest,,12,12,Overig / gemengd,,Industriefunctie,Bedrijf
10015,1,,AMSTERDAMSESTRAATWEG ACHTER 320 (07),AMSTERDAMSESTRAATWEG,320,3551 CT,UTRECHT,Noordwest,,6,6,Overig / gemengd,,Industriefunctie,Bedrijf
10015,1,,AMSTERDAMSESTRAATWEG ACHTER 320 (08),AMSTERDAMSESTRAATWEG,320,3551 CT,UTRECHT,Noordwest,,6,6,Overig / gemengd,,Industriefunctie,Bedrijf
10015,1,,AMSTERDAMSESTRAATWEG ACHTER 320 (09),AMSTERDAMSESTRAATWEG,320,3551 CT,UTRECHT,Noordwest,,6,6,Overig / gemengd,,Industriefunctie,Bedrijf
10015,1,,AMSTERDAMSESTRAATWEG ACHTER 320 (10),AMSTERDAMSESTRAATWEG,320,3551 CT,UTRECHT,Noordwest,,6,6,Overig / gemengd,,Industriefunctie,Bedrijf
10015,1,,AMSTERDAMSESTRAATWEG ACHTER 320 (11),AMSTERDAMSESTRAATWEG,320,3551 CT,UTRECHT,Noordwest,,6,6,Overig / gemengd,,Industriefunctie,Bedrijf
10015,1,,AMSTERDAMSESTRAATWEG ACHTER 320 (12),AMSTERDAMSESTRAATWEG,320,3551 CT,UTRECHT,Noordwest,,6,6,Overig / gemengd,,Industriefunctie,Bedrijf
10016,1,,ADELAARSTRAAT 030,ADELAARSTRAAT,030/030A,3514 CE,UTRECHT,Noordoost,Rijksmonument,207,145,Erfgoed,,Industriefunctie,Gemengd
10016,1,,ADELAARSTRAAT 030 A,ADELAARSTRAAT,030/030A,3514 CE,UTRECHT,Noordoost,Rijksmonument,50,50,Erfgoed,,Winkelfunctie,Detailhandel
10016,1,,ADELAARSTRAAT 030 (WONING),ADELAARSTRAAT,030/030A,3514 CE,UTRECHT,Noordoost,Rijksmonument,74,"73,5",Erfgoed,,Woonfunctie,Wonen
10018,1,,ADRIAEN VAN OSTADELAAN 054,ADRIAEN VAN OSTADELAAN,54,3583 AK,UTRECHT,Oost,,642,485,Kunst en Cultuur,,Industriefunctie,Cultuur en ontspanning
10021,1,,AKKRUMERRAKLAAN 101,AKKRUMERRAKLAAN,101,3544 TT,UTRECHT,Leidsche Rijn,,"1417,67","1225,33",Multifunctionele Accomodaties,,Onderwijsfunctie,Maatschappelijk
10021,1,,AKKRUMERRAKLAAN 111,AKKRUMERRAKLAAN,111,3544 TT,UTRECHT,Leidsche Rijn,,718,503,Multifunctionele Accomodaties,,Bijeenkomstfunctie,Maatschappelijk
10021,1,,AKKRUMERRAKLAAN 111,AKKRUMERRAKLAAN,111,3544 TT,UTRECHT,Leidsche Rijn,,"1417,67","1225,33",Multifunctionele Accomodaties,,Onderwijsfunctie,Maatschappelijk
10021,1,,AKKRUMERRAKLAAN 121,AKKRUMERRAKLAAN,111,3544 TT,UTRECHT,Leidsche Rijn,,"1417,67","1225,33",Multifunctionele Accomodaties,,Onderwijsfunctie,Maatschappelijk
10021,2,,AKKRUMERRAKLAAN 031,AKKRUMERRAKLAAN,031,3544 TS,UTRECHT,Leidsche Rijn,,100,100,Multifunctionele Accomodaties,,Bijeenkomstfunctie,Cultuur en ontspanning
10021,3,,AKKRUMERRAKLAAN 131,AKKRUMERRAKLAAN,131,3544 TT,UTRECHT,Leidsche Rijn,,1014,710,Multifunctionele Accomodaties,,Bijeenkomstfunctie,Cultuur en ontspanning
10021,3,,AKKRUMERRAKLAAN 131,AKKRUMERRAKLAAN,131,3544 TT,UTRECHT,Leidsche Rijn,,118,83,Multifunctionele Accomodaties,,Bijeenkomstfunctie,Maatschappelijk
10021,3,,AKKRUMERRAKLAAN 131,AKKRUMERRAKLAAN,131,3544 TT,UTRECHT,Leidsche Rijn,,1558,1091,Multifunctionele Accomodaties,,Sportfunctie,Sport
10021,,1,AKKRUMERRAKLAAN 031,AKKRUMERRAKLAAN,031,3544 TS,UTRECHT,Leidsche Rijn,NB,,,,Multifunctionele Accomodaties,Grondfunctie,Cultuur en ontspanning
10022,,1,ALBERT SCHWEITZERDREEF 012,ALB SCHWEITZERDRF,12,3562 MA,UTRECHT,Overvecht,NB,,,,Overig / gemengd,Bouwwerk geen gebouw zijnde,Bedrijf
10023,,1,ALBERT SCHWEITZERDREEF 015,ALB SCHWEITZERDRF,15,3562 MA,UTRECHT,Overvecht,NB,,,,Overig / gemengd,Bouwwerk geen gebouw zijnde,Bedrijf
10024,1,,ALBATROSBRUG,ALBATROSBRUG,,3582 DA,UTRECHT,Oost,,75,50,Overig / gemengd,,Industriefunctie,Cultuur en ontspanning
10026,1,,ALEXANDER NUMANKADE 199-201,ALEXANDER NUMANKADE,201,3572 KW,UTRECHT,Noordoost,,"3706,1","3403,16",Zorg,,Kantoorfunctie,Kantoor
10026,1,,ALEXANDER NUMANKADE 199-201 (1e verd.),ALEXANDER NUMANKADE,201,3572 KW,UTRECHT,Noordoost,,"253,81","238,61",Zorg,,Kantoorfunctie,Kantoor
10026,1,,ALEXANDER NUMANKADE 199-201 (BGG),ALEXANDER NUMANKADE,201,3572 KW,UTRECHT,Noordoost,,"205,9","195,41",Zorg,,Gezondheidszorgfunctie,Maatschappelijk
10026,1,,ALEXANDER NUMANKADE 199-201 GED,ALEXANDER NUMANKADE,201,3572 KW,UTRECHT,Noordoost,,"448,11","417,38",Zorg,,Overige gebruiksfunctie,Maatschappelijk
10027,1,,AMBONSTRAAT 002BISA,AMBONSTRAAT,002BISA,3531 JT,UTRECHT,West,,71,50,Overig / gemengd,,Woonfunctie,Wonen
10028,,1,AMERIKALAAN (VM 015-017),AMERIKALAAN,VM 015-017,3526 VD,UTRECHT,Zuidwest,NB,,,,Ruimtelijke ontwikkeling,Grondfunctie,Overig
10029,,1,AMSTERDAMSESTRAATWEG (BIJ 813),AMSTERDAMSESTRWEG,813,3555 HK,UTRECHT,Noordwest,NB,,,,Overig / gemengd,Grondfunctie,Verkeer
10030,1,,AMSTERDAMSESTRAATWEG 456,AMSTERDAMSESTRAATWEG,456,3553 EL,UTRECHT,Noordwest,,143,100,Overig / gemengd,,Woonfunctie,Wonen
10030,,1,AMSTERDAMSESTRAATWEG (BIJ 456),AMSTERDAMSESTRWEG,456,3553 EL,UTRECHT,Noordwest,NB,,,,Overig / gemengd,Grondfunctie,Tuin
10033,,1,ATOOMWEG (BIJ 100),ATOOMWEG,100,3542 AB,UTRECHT,West,NB,,,,Overig / gemengd,Grondfunctie,Overig
10034,1,,AURIOLLAAN 114,AURIOLLAAN,114,3527 EX,UTRECHT,Zuidwest,,171,120,Ruimtelijke ontwikkeling,,Woonfunctie,Wonen
10035,1,,AURIOLLAAN 116,AURIOLLAAN,116,3527 EX,UTRECHT,Zuidwest,,171,120,Ruimtelijke ontwikkeling,,Woonfunctie,Wonen
10036,1,,AURIOLLAAN 118,AURIOLLAAN,118,3527 EX,UTRECHT,Zuidwest,,171,120,Ruimtelijke ontwikkeling,,Woonfunctie,Wonen
10037,1,,AURIOLLAAN 120,AURIOLLAAN,120,3527 EX,UTRECHT,Zuidwest,,171,120,Ruimtelijke ontwikkeling,,Woonfunctie,Wonen
10039,1,,BALIJEBRUG (VM SCHUILKELDER),BALIJEBRUG,,3521 GP,UTRECHT,Zuidwest,,85,60,Overig / gemengd,,Industriefunctie,Cultuur en ontspanning
10040,,1,BASTIONWEG,BASTIONWEG,,3566 ML,UTRECHT,Noordoost,NB,,,,Overig / gemengd,Grondfunctie,Overig
10042,1,,BEKKERSTRAAT 141 GED,BEKKERSTRAAT,141,3572 SG,UTRECHT,Noordoost,,472,330,Overig / gemengd,,Industriefunctie,Maatschappelijk
10042,1,,BEKKERSTRAAT 141 GED,BEKKERSTRAAT,141,3572 SG,UTRECHT,Noordoost,,1888,1320,Overig / gemengd,,Kantoorfunctie,Gemengd
10044,1,,BELCAMPOSTRAAT 010,BELCAMPOSTRAAT,10,3544 NG,UTRECHT,Leidsche Rijn,,7400,6795,Overig / gemengd,,Industriefunctie,Bedrijf
10045,1,,BELCAMPOSTRAAT 012,BELCAMPOSTRAAT,12,3544 NG,UTRECHT,Leidsche Rijn,,610,427,Gemeentelijke huisvesting,,Bijeenkomstfunctie,Dienstverlening
10046,1,,BEMUURDE WEERD W.Z. 003,BEMUURDE WEERD W.Z.,3,3513 BH,UTRECHT,Noordwest,Rijksmonument,924,646,Kunst en Cultuur,,Bijeenkomstfunctie,Cultuur en ontspanning
