FID,length,filenaam,br_links,br_rechts,vliegdatum,se_anno_cad_data,gdb_geomattr_data,shape
vlieglijnen_oschelde_2007.21,42408.441,b01r21,358.1000061,-275.6000061,2007-02-16T00:00:00,,,"LINESTRING (74696.07800000161 388768.8440000005, 38148.89799999818 410281.1559999995)"
vlieglijnen_oschelde_2007.22,46237.918,b01r22,319.6000061,-326.3999939,2007-02-16T00:00:00,,,"LINESTRING (78242.9059999995 387080.5940000005, 38401.91000000015 410546.313000001)"
vlieglijnen_oschelde_2007.23,40149.168,b01r23,317.6000061,-304.29998779,2007-02-16T00:00:00,,,"LINESTRING (71602.5390000008 391501.625, 36988.21900000051 411843.813000001)"
vlieglijnen_oschelde_2007.24,41447.551,b01r24,328.79998779,-315.70001221,2007-02-16T00:00:00,,,"LINESTRING (72563.70300000161 391445.875, 36817.1090000011 412423.9690000005)"
vlieglijnen_oschelde_2007.25,40808.398,b01r25,401.79998779,-403.70001221,2007-02-16T00:00:00,,,"LINESTRING (73243.17199999839 391521.625, 38041.69099999964 412165.7809999995)"
vlieglijnen_oschelde_2007.26,26402.162,b01r26,359.79998779,-370.3999939,2007-02-17T00:00:00,,,"LINESTRING (60584.539000000805 399385.6559999995, 37820.39799999818 412759.813000001)"
vlieglijnen_oschelde_2007.27,25961.875,b01r27,308.8999939,-310.20001221,2007-02-17T00:00:00,,,"LINESTRING (62875.94099999964 398507.063000001, 40498.050999999046 411669.4690000005)"
vlieglijnen_oschelde_2007.28,26134.854,b01r28,323.79998779,-315.29998779,2007-02-17T00:00:00,,,"LINESTRING (60761.789000000805 400186.5940000005, 38253.92199999839 413469.1559999995)"
vlieglijnen_oschelde_2007.29,25741.359,b01r29,319.1000061,-327.8999939,2007-02-17T00:00:00,,,"LINESTRING (62952.879000000656 399417.2190000005, 40756.21900000051 412452.7809999995)"
vlieglijnen_oschelde_2007.30,26035.258,b01r30,333,-317.5,2007-02-17T00:00:00,,,"LINESTRING (61497.32800000161 400770.5309999995, 39035.44099999964 413934.813000001)"
vlieglijnen_oschelde_2007.31,27325.154,b01r31,345.3999939,-340.70001221,2007-02-17T00:00:00,,,"LINESTRING (61636.83999999985 401177.1559999995, 38050.71900000051 414974.2190000005)"
vlieglijnen_oschelde_2007.32,26345.551,b01r32,441.79998779,-355.8999939,2007-02-17T00:00:00,,,"LINESTRING (65414.98000000045 399320.625, 42744.55900000036 412742.25)"
vlieglijnen_oschelde_2007.33,26225.369,b01r33,325.70001221,-357,2007-02-17T00:00:00,,,"LINESTRING (62598.69099999964 401530.8440000005, 39986.94099999964 414815.375)"
vlieglijnen_oschelde_2007.34,26381.996,b01r34,372.1000061,-346.70001221,2007-02-17T00:00:00,,,"LINESTRING (66267.75 399824, 43525.76999999955 413196.063000001)"
vlieglijnen_oschelde_2007.35,27537.295,b01r35,505.5,-404.5,2007-02-17T00:00:00,,,"LINESTRING (63351.57800000161 402050.7190000005, 39587.289000000805 415963.3440000005)"
vlieglijnen_oschelde_2007.36,26828.004,b01r36,348.70001221,-359.70001221,2007-02-17T00:00:00,,,"LINESTRING (67387.93699999899 400088.4059999995, 44283.51999999955 413723.938000001)"
vlieglijnen_oschelde_2007.37,29489.861,b01r37,357.70001221,-363.5,2007-02-17T00:00:00,,,"LINESTRING (66333.0309999995 401246.3440000005, 40894.76999999955 416164.3440000005)"
vlieglijnen_oschelde_2007.38,29480.246,b01r38,365.79998779,-406.8999939,2007-02-17T00:00:00,,,"LINESTRING (70462.54699999839 399251.9059999995, 45042.51199999824 414181.9690000005)"
vlieglijnen_oschelde_2007.39,13364.333,b01r39,301.70001221,-309.6000061,2007-02-17T00:00:00,,,"LINESTRING (68270.67199999839 401038.7809999995, 56741.300999999046 407797.4059999995)"
vlieglijnen_oschelde_2007.40,14676.796,b01r40,330.1000061,-370.1000061,2007-02-17T00:00:00,,,"LINESTRING (72621.2890000008 398953.188000001, 59940.48800000176 406342.75)"
vlieglijnen_oschelde_2007.41,17401.264,b01r41,364.8999939,-381,2007-02-17T00:00:00,,,"LINESTRING (69787.77299999818 401114.061999999, 54768.91000000015 409902.563000001)"
vlieglijnen_oschelde_2007.42,14810.968,b01r42,382.3999939,-332.79998779,2007-02-17T00:00:00,,,"LINESTRING (73135.77299999818 399548.1559999995, 60388.91000000015 407090.188000001)"
vlieglijnen_oschelde_2007.43,12640.237,b01r43,327.79998779,-324.1000061,2007-02-17T00:00:00,,,"LINESTRING (70589.75800000131 401602.6559999995, 59676.33999999985 407980.188000001)"
vlieglijnen_oschelde_2007.44,12347.826,b01r44,351.8999939,-327.70001221,2007-02-17T00:00:00,,,"LINESTRING (73944.77299999818 400056, 63298.23000000045 406310.5940000005)"
vlieglijnen_oschelde_2007.45,13287.35,b01r45,314.20001221,-344.3999939,2007-02-22T00:00:00,,,"LINESTRING (74784.47700000182 400023.0309999995, 63322.46900000051 406744.3440000005)"
vlieglijnen_oschelde_2007.46,12450.672,b01r46,438.3999939,-380.70001221,2007-02-22T00:00:00,,,"LINESTRING (71587.99199999869 402449.936999999, 60819.76199999824 408700.0940000005)"
vlieglijnen_oschelde_2007.47,12101.304,b01r47,353.20001221,-479.70001221,2007-02-22T00:00:00,,,"LINESTRING (74562.7809999995 401120.3440000005, 64117.289000000805 407230.438000001)"
vlieglijnen_oschelde_2007.48,12188.659,b01r48,404.3999939,-476.1000061,2007-02-22T00:00:00,,,"LINESTRING (71986.36699999869 403157.438000001, 61431.01199999824 409252.3440000005)"
vlieglijnen_oschelde_2007.49,11434.501,b01r49,316.6000061,-311.1000061,2007-02-22T00:00:00,,,"LINESTRING (74440.52299999818 402147.375, 64560.300999999046 407903.1559999995)"
vlieglijnen_oschelde_2007.50,9614.772,b01r50,344.70001221,-316.79998779,2007-02-22T00:00:00,,,"LINESTRING (70057.22700000182 405240.5, 61723.379000000656 410035.375)"
vlieglijnen_oschelde_2007.51,8134.429,b01r51,302.29998779,-298.29998779,2007-02-22T00:00:00,,,"LINESTRING (72114.97700000182 404469.7190000005, 65089.42199999839 408569.7809999995)"
vlieglijnen_oschelde_2007.52,10041.427,b01r52,343.20001221,-356.79998779,2007-02-22T00:00:00,,,"LINESTRING (70308.2809999995 406036.0309999995, 61601.66000000015 411038.5309999995)"
vlieglijnen_oschelde_2007.53,12178.963,b01r53,393.1000061,-381,2007-02-22T00:00:00,,,"LINESTRING (74941.75800000131 403728.5309999995, 64421.07800000161 409863.875)"
vlieglijnen_oschelde_2007.54,12513.732,b01r54,272.29998779,-390,2007-02-22T00:00:00,,,"LINESTRING (72860.13300000131 405426.7190000005, 61994.0700000003 411633.3440000005)"
vlieglijnen_oschelde_2007.55,12503.668,b01r55,338.20001221,-324.8999939,2007-02-22T00:00:00,,,"LINESTRING (76615.57800000161 403676.4690000005, 65862.7109999992 410057.5)"
vlieglijnen_oschelde_2007.56,8838.997,b01r56,296.79998779,-336.79998779,2007-02-22T00:00:00,,,"LINESTRING (73753.75800000131 405794.75, 66161.5390000008 410320.9059999995)"
vlieglijnen_oschelde_2007.57,14451.704,b01r57,351.20001221,-434.3999939,2007-02-22T00:00:00,,,"LINESTRING (78917.6409999989 403328.9690000005, 66410.42199999839 410569.2190000005)"
vlieglijnen_oschelde_2007.58,5769.323,b01r58,284.8999939,-323.20001221,2007-02-22T00:00:00,,,"LINESTRING (71749.95300000161 408006.8440000005, 66750.2190000005 410885.688000001)"
vlieglijnen_oschelde_2007.59,5351.443,b01r59,326.79998779,-320.5,2007-02-22T00:00:00,,,"LINESTRING (71837.89799999818 408448.625, 67176.75 411077.625)"
vlieglijnen_oschelde_2007.60,4286.413,b01r60,244.6000061,-366.6000061,2007-02-22T00:00:00,,,"LINESTRING (71760.5309999995 408863.8440000005, 68065.32800000161 411036.125)"
vlieglijnen_oschelde_2007.61,1402.69,b01r61,256.6000061,-353.70001221,2007-02-22T00:00:00,,,"LINESTRING (70107.14799999818 410342.063000001, 68845.0390000008 410954.125)"
vlieglijnen_oschelde_2007.62,8408.394,b01r62,335.79998779,-329.5,2007-02-22T00:00:00,,,"LINESTRING (69998.4690000005 410844.2190000005, 62793.01199999824 415178.0940000005)"
vlieglijnen_oschelde_2007.63,5862.615,b01r63,295.6000061,-279.29998779,2007-02-22T00:00:00,,,"LINESTRING (70090.35200000182 411229.7190000005, 65128.629000000656 414352.4690000005)"
vlieglijnen_oschelde_2007.64,10141.563,b01r64,402,-303.6000061,2007-02-22T00:00:00,,,"LINESTRING (71789.97700000182 410972.313000001, 62966.300999999046 415971.7190000005)"
