FID,length,filenaam,br_links,br_rechts,vliegdatum,se_anno_cad_data,gdb_geomattr_data,shape
vlieglijnen_oschelde_2007.1,39797.598,b01r01,317.29998779,-318.6000061,2007-02-15T00:00:00,,,"LINESTRING (69791.7890000008 382204.375, 35455.26999999955 402325.313000001)"
vlieglijnen_oschelde_2007.2,42477.43,b01r02,374.70001221,-356.6000061,2007-02-03T00:00:00,,,"LINESTRING (72646.6559999995 380973.5309999995, 36004.71900000051 402460.75)"
vlieglijnen_oschelde_2007.3,39108.531,b01r03,316.6000061,-379.70001221,2007-02-03T00:00:00,,,"LINESTRING (70127.79699999839 382920.2809999995, 36395.28099999949 402709.0309999995)"
vlieglijnen_oschelde_2007.4,41796.219,b01r04,343.8999939,-350.1000061,2007-02-03T00:00:00,,,"LINESTRING (72824.9690000005 381807.7190000005, 36768.58999999985 402946.813000001)"
vlieglijnen_oschelde_2007.5,39377.812,b01r05,299.5,-309.20001221,2007-02-03T00:00:00,,,"LINESTRING (70775.3909999989 383492.1559999995, 36824.89799999818 403441.5)"
vlieglijnen_oschelde_2007.6,44242.219,b01r06,340.1000061,-311.79998779,2007-02-03T00:00:00,,,"LINESTRING (75043.27299999818 381443.313000001, 36887.460999999195 403837.688000001)"
vlieglijnen_oschelde_2007.7,43320.961,b01r07,295.20001221,-315.1000061,2007-02-03T00:00:00,,,"LINESTRING (73210.14799999818 383010.125, 35860.35200000182 404957.75)"
vlieglijnen_oschelde_2007.8,48450.57,b01r08,374.1000061,-317.20001221,2007-02-03T00:00:00,,,"LINESTRING (77830.45300000161 380748.0309999995, 36052.89799999818 405285.625)"
vlieglijnen_oschelde_2007.9,44560.969,b01r09,307.79998779,-316.8999939,2007-02-03T00:00:00,,,"LINESTRING (75022.2190000005 382901, 36584.85200000182 405445.375)"
vlieglijnen_oschelde_2007.10,46913.188,b01r10,291.8999939,-332.20001221,2007-02-03T00:00:00,,,"LINESTRING (77354.25800000131 381950.75, 36906.53099999949 405716.875)"
vlieglijnen_oschelde_2007.11,43822.477,b01r11,287.8999939,-331.70001221,2007-02-03T00:00:00,,,"LINESTRING (74915.79699999839 383876.25, 37136.960999999195 406083.6559999995)"
vlieglijnen_oschelde_2007.12,46337.145,b01r12,378.5,-394.29998779,2007-02-03T00:00:00,,,"LINESTRING (77312.6090000011 382927.375, 37364.539000000805 406406.7809999995)"
vlieglijnen_oschelde_2007.13,42932.559,b01r13,322.70001221,-348,2007-02-15T00:00:00,,,"LINESTRING (74755.20300000161 384895.4059999995, 37767.300999999046 406692.188000001)"
vlieglijnen_oschelde_2007.14,45816.031,b01r14,312,-307.8999939,2007-02-15T00:00:00,,,"LINESTRING (77421.52299999818 383824.25, 37905.1799999997 407009.75)"
vlieglijnen_oschelde_2007.15,42651.125,b01r15,318.6000061,-296.70001221,2007-02-15T00:00:00,,,"LINESTRING (74908.18699999899 385803.375, 38120.73000000045 407385.813000001)"
vlieglijnen_oschelde_2007.16,45515.879,b01r16,312.8999939,-340.79998779,2007-02-15T00:00:00,,,"LINESTRING (77615.64799999818 384584.8440000005, 38389.83999999985 407672.313000001)"
vlieglijnen_oschelde_2007.17,41218.062,b01r17,290.3999939,-338.3999939,2007-02-15T00:00:00,,,"LINESTRING (74904.1090000011 386766.7809999995, 39324.129000000656 407575.2809999995)"
vlieglijnen_oschelde_2007.18,41254.445,b01r18,395.3999939,-389.8999939,2007-02-16T00:00:00,,,"LINESTRING (74926.74199999869 387255.0309999995, 39265.96900000051 407997.2190000005)"
vlieglijnen_oschelde_2007.19,41167.211,b01r19,366.70001221,-342.5,2007-02-16T00:00:00,,,"LINESTRING (74827.4609999992 387797.6559999995, 39290.9299999997 408579.7190000005)"
vlieglijnen_oschelde_2007.20,40706.879,b01r20,345.1000061,-381.79998779,2007-02-16T00:00:00,,,"LINESTRING (74665.63300000131 388360, 39481.92199999839 408833.313000001)"
