FID,omschr,doorrijhgt,invent_oms,kantcode,wvk_id,wvk_begdat,begafstand,endafstand,fk_veld1,fk_veld4,izi_side,ibn,gdb_geomattr_data,shape
kunstinweg_wegvak.988,Brug,0,VAN BRIENENOORDBRUG (BEW.),,600115165,2021-10-01T00:00:00,781,839,060011516520211001,LTK0000431758,L,I,,"LINESTRING (96868.08980000019 435468.61890000105, 96845.42859999835 435522.00869999826)"
kunstinweg_wegvak.989,Brug,0,VAN BRIENENOORDBRUG (VAST),,193277034,2021-10-01T00:00:00,3348,4114,019327703420211001,LTK0000431759,R,I,,"LINESTRING (96849.99810000136 435462.2272000015, 96891.30110000074 435364.6523000002, 96973.75809999928 435170.72679999843, 97013.91629999876 435079.121199999, 97021.93259999901 435061.53709999844, 97039.02529999986 435025.44299999997, 97047.95980000123 435007.5443000011, 97057.09540000185 434989.7404999994, 97066.62090000138 434972.1207999997, 97076.25679999962 434955.07820000127, 97086.43890000135 434937.76040000096, 97096.61510000005 434921.1229999997, 97107.41079999879 434904.21339999884, 97118.54179999977 434887.59650000185, 97132.3841000013 434867.8568999991, 97147.20580000058 434847.626600001, 97159.43039999902 434831.7688000016, 97175.21889999881 434812.3502999991, 97187.04850000143 434798.26999999955, 97197.77380000055 434785.95010000095, 97198.98110000044 434784.62590000033)"
kunstinweg_wegvak.990,Brug,0,VAN BRIENENOORDBRUG (VAST),,600115165,2021-10-01T00:00:00,22,781,060011516520211001,LTK0000431759,L,I,,"LINESTRING (97211.36730000004 434795.9959000014, 97210.69819999859 434796.7276000008, 97200.96429999918 434807.96990000084, 97185.42550000176 434826.5386000015, 97172.89249999821 434842.1226999983, 97160.7349999994 434857.79190000147, 97145.94009999931 434877.9604000002, 97134.43710000068 434894.3346000016, 97123.26289999858 434910.92379999906, 97107.3599999994 434935.60489999875, 97097.0551000014 434952.7719999999, 97089.11769999936 434966.5214000009, 97079.36930000037 434984.03649999946, 97070.05310000107 435001.7371999994, 97061.02569999918 435019.58399999887, 97052.28500000015 435037.57559999824, 97038.19469999894 435068.6506000012, 97014.52019999921 435123.7917000018, 96982.99399999902 435197.90469999984, 96868.08980000019 435468.61890000105)"
kunstinweg_wegvak.991,Brug,0,BRUG O/H DIJKJE (VAST),,600113476,2022-05-01T00:00:00,318,326,060011347620220501,LTK0000431760,L,I,,"LINESTRING (98598.97179999948 432448.33630000055, 98596.37900000066 432453.53489999846, 98595.4112999998 432455.50030000135)"
kunstinweg_wegvak.992,Viaduct,0,VIAD.O/D PRUIMENDIJK,,600115452,2022-05-01T00:00:00,381,408,060011545220220501,LTK0000431762,L,I,,"LINESTRING (100964.91809999943 429500.16230000183, 100951.60119999945 429523.6497000009)"
kunstinweg_wegvak.993,Viaduct,0,VIAD.O/D PRUIMENDIJK,,201259027,2022-05-01T00:00:00,28,52,020125902720220501,LTK0000431762,R,I,,"LINESTRING (100925.80849999934 429511.7884000018, 100934.2349999994 429497.1385000013, 100937.75429999828 429490.9726999998)"
kunstinweg_wegvak.994,Brug,0,BRUG O/E WATER,,600112393,2021-10-01T00:00:00,615,624,060011239320211001,LTK0000431763,L,I,,"LINESTRING (101413.0449000001 428743.8874000013, 101408.40199999884 428751.59739999846)"
kunstinweg_wegvak.995,Viaduct,0,VIAD.O/D KAREL DOORMANLAAN,,205250110,2021-10-01T00:00:00,685,736,020525011020211001,LTK0000431767,R,I,,"LINESTRING (103475.67029999942 425113.1675999984, 103479.61329999939 425111.70120000094, 103507.28049999848 425101.90670000017, 103523.91710000113 425096.27490000054)"
kunstinweg_wegvak.996,Viaduct,0,VIAD.O/D KAREL DOORMANLAAN,,600279264,2021-10-01T00:00:00,331,381,060027926420211001,LTK0000431767,L,I,,"LINESTRING (103535.01740000024 425113.28339999914, 103517.19299999997 425119.86410000175, 103498.48710000142 425126.9442999996, 103488.26260000095 425130.99760000035)"
kunstinweg_wegvak.997,Viaduct,0,VIAD.O/D KAREL DOORMANLAAN,,600279265,2021-10-01T00:00:00,0,1,060027926520211001,LTK0000431767,R,I,,"LINESTRING (103523.91710000113 425096.27490000054, 103524.89220000058 425096.0529999994)"
kunstinweg_wegvak.998,Tunnel,0,'DRECHTTUNNEL'I/D OUDE MAAS (OPEN GED.),,600279263,2021-10-01T00:00:00,255,272,060027926320211001,LTK0000431769,L,I,,"LINESTRING (103847.97060000151 424965.02849999815, 103834.31799999997 424974.7104999982)"
kunstinweg_wegvak.999,Tunnel,0,'DRECHTTUNNEL'I/D OUDE MAAS (OPEN GED.),,600279265,2021-10-01T00:00:00,301,335,060027926520211001,LTK0000431769,R,I,,"LINESTRING (103801.32990000024 424983.4728000015, 103804.54619999975 424981.45050000027, 103821.26240000129 424970.4514000006, 103829.87860000134 424964.52540000156)"
kunstinweg_wegvak.1000,Tunnel,0,'DRECHTTUNNEL'I/D OUDE MAAS (GESL.GED.),,600279263,2021-10-01T00:00:00,0,255,060027926320211001,LTK0000431770,L,I,,"LINESTRING (104027.47370000184 424785.4101999998, 104020.16560000181 424795.36030000076, 104008.00470000133 424811.21269999817, 103999.56540000066 424821.63170000166, 103986.7762000002 424837.00459999964, 103973.60040000081 424852.0518999994, 103954.37810000032 424872.6623999998, 103947.59310000017 424879.6132000014, 103933.34360000119 424893.67760000005, 103916.9076000005 424909.03920000046, 103901.85909999907 424922.3071999997, 103890.50679999962 424931.9822999984, 103867.64299999923 424950.38859999925, 103851.78990000114 424962.3200000003, 103847.97060000151 424965.02849999815)"
kunstinweg_wegvak.1001,Tunnel,0,'DRECHTTUNNEL'I/D OUDE MAAS (GESL.GED.),,600279262,2021-10-01T00:00:00,0,289,060027926220211001,LTK0000431770,L,I,,"LINESTRING (104151.76089999825 424525.7179999985, 104145.97370000184 424545.94509999827, 104140.03290000185 424564.6990999989, 104132.67779999971 424586.05959999934, 104128.19729999825 424598.19750000164, 104120.9263000004 424616.7239000015, 104115.21979999915 424630.4065999985, 104107.53860000148 424647.82829999924, 104099.71609999985 424664.4158000015, 104091.78189999983 424680.3817999996, 104082.44280000031 424698.0593000017, 104074.17379999906 424712.95710000023, 104064.06190000102 424730.1176000014, 104057.8238000013 424740.2703000009, 104046.44399999827 424757.944600001, 104035.25699999928 424774.4426999986, 104027.47370000184 424785.4101999998)"
kunstinweg_wegvak.1002,Tunnel,0,'DRECHTTUNNEL'I/D OUDE MAAS (GESL.GED.),,600279260,2021-10-01T00:00:00,0,15,060027926020211001,LTK0000431770,R,I,,"LINESTRING (104141.62810000032 424521.4704999998, 104145.30270000175 424506.92749999836)"
kunstinweg_wegvak.1003,Viaduct,0,VIAD.OVER FIETSTUNNEL,,600135285,2021-10-01T00:00:00,1167,1183,060013528520211001,LTK0000432063,L,I,,"LINESTRING (152253.01579999924 483262.8852000013, 152255.34319999814 483248.0881999992, 152255.49390000105 483247.07820000127)"
kunstinweg_wegvak.1004,Viaduct,0,VIAD.OVER FIETSTUNNEL,,302361027,2022-02-01T00:00:00,2906,2922,030236102720220201,LTK0000432063,R,I,,"LINESTRING (152270.55059999973 483245.4384999983, 152270.1000000015 483248.5907000005, 152268.12220000103 483261.25290000066)"
kunstinweg_wegvak.1005,Brug,0,BRUG O/H WATER (VAST) & HOUTSNIPPAD,,600135289,2021-10-01T00:00:00,2795,2809,060013528920211001,LTK0000432064,L,I,,"LINESTRING (150981.4791000001 485513.2094999999, 150989.53299999982 485501.7580999993)"
kunstinweg_wegvak.1006,Viaduct,0,VIAD.'VIJF EIKEN'O/D VIJF EIKENWEG,,600122971,2021-10-01T00:00:00,235,271,060012297120211001,LTK0000431988,L,I,,"LINESTRING (119266.62790000066 404363.9710999988, 119245.69289999828 404334.6842)"
kunstinweg_wegvak.1007,Brug,0,OOSTERHOUTSEBRUG (VAST),,600122973,2021-10-01T00:00:00,402,481,060012297320211001,LTK0000431989,L,I,,"LINESTRING (119508.42599999905 404702.18930000067, 119462.47639999911 404637.9270000011)"
kunstinweg_wegvak.1008,Brug,0,OOSTERHOUTSEBRUG (VAST),,238209028,2021-10-01T00:00:00,79,158,023820902820211001,LTK0000431989,R,I,,"LINESTRING (119468.2985999994 404629.03869999945, 119488.15309999883 404656.8856999986, 119514.24639999866 404693.30220000073)"
kunstinweg_wegvak.1009,Viaduct,0,VIAD.'LANGSTRAAT'OVER RW. 59 ='KP.HOOIPOLDER',,240221015,2021-10-01T00:00:00,344,348,024022101520211001,LTK0000431991,R,I,,"LINESTRING (120191.51060000062 411027.3158, 120192.25219999999 411031.02540000156)"
kunstinweg_wegvak.1010,Viaduct,0,VIAD.'LANGSTRAAT'OVER RW. 59 ='KP.HOOIPOLDER',,240222049,2021-10-01T00:00:00,0,58,024022204920211001,LTK0000431991,R,I,,"LINESTRING (120192.25219999999 411031.02540000156, 120203.57110000029 411087.9101999998)"
kunstinweg_wegvak.1011,Viaduct,0,VIAD.'LANGSTRAAT'OVER RW. 59 ='KP.HOOIPOLDER',,600124795,2021-10-01T00:00:00,405,467,060012479520211001,LTK0000431991,L,I,,"LINESTRING (120192.19720000029 411090.7285999991, 120190.93129999936 411084.381000001, 120179.96480000019 411030.0031999983)"
kunstinweg_wegvak.1012,Brug,0,BRUG O/D ZEVENBANSE BOEZEM (VAST),,247247016,2021-10-01T00:00:00,288,320,024724701620211001,LTK0000432001,R,I,,"LINESTRING (123618.6259999983 423896.6328999996, 123623.9375 423915.7344999984, 123627.29839999974 423927.43499999866)"
kunstinweg_wegvak.1013,Brug,0,BRUG O/D VYCIEVLIET (VAST),,600124802,2021-10-01T00:00:00,1637,1645,060012480220211001,LTK0000432002,L,I,,"LINESTRING (123830.58150000125 424671.0234999992, 123828.34099999815 424663.34369999915)"
kunstinweg_wegvak.1014,Brug,0,BRUG O/D VYCIEVLIET (VAST),,247247053,2021-10-01T00:00:00,710,718,024724705320211001,LTK0000432002,R,I,,"LINESTRING (123840.98079999909 424658.5885999985, 123843.22239999846 424666.2681000009)"
kunstinweg_wegvak.1015,Viaduct,0,VIAD.'BANDIJK'O/D KERKEINDE,,600124802,2021-10-01T00:00:00,161,174,060012480220211001,LTK0000432004,L,I,,"LINESTRING (124217.48779999837 426095.0351999998, 124214.55600000173 426082.370099999)"
kunstinweg_wegvak.1016,Viaduct,0,VIAD.'BANDIJK'O/D KERKEINDE,,247247053,2021-10-01T00:00:00,2178,2191,024724705320211001,LTK0000432004,R,I,,"LINESTRING (124222.11230000108 426075.78390000015, 124224.9877000004 426088.46189999953)"
kunstinweg_wegvak.1017,Brug,0,VOORBURG BRUG O/D ZUIDVLIET & WESTVLIETWEG,,600105967,2021-10-01T00:00:00,0,20,060010596720211001,LTK0000430818,L,I,,"LINESTRING (84843.46130000055 453501.2329999991, 84826.19079999998 453511.31909999996)"
kunstinweg_wegvak.1018,Brug,0,VOORBURG BRUG O/D ZUIDVLIET & WESTVLIETWEG,,600105966,2021-10-01T00:00:00,275,312,060010596620211001,LTK0000430818,L,I,,"LINESTRING (84875.64990000054 453482.5859999992, 84843.46130000055 453501.2329999991)"
kunstinweg_wegvak.1019,Brug,0,VOORBURG BRUG O/D ZUIDVLIET & WESTVLIETWEG,,169306012,2021-10-01T00:00:00,0,39,016930601220211001,LTK0000430818,R,I,,"LINESTRING (84834.20809999853 453490.3940999992, 84867.89539999887 453470.7430999987)"
kunstinweg_wegvak.1020,Viaduct,0,VIAD.O/D DR.J.W.PALTELAAN,,185302105,2021-10-01T00:00:00,647,695,018530210520211001,LTK0000430823,R,I,,"LINESTRING (93513.03680000082 451347.32090000063, 93560.49450000003 451340.12590000033)"
kunstinweg_wegvak.1021,Onderdoorgang (voetgangers/fietsers/eco),0,FIETS-VOETG.TUNNEL I/D ROKKEVEENSEWEG,,600115554,2021-10-01T00:00:00,112,124,060011555420211001,LTK0000430824,L,I,,"LINESTRING (94250.37689999864 451215.6020999998, 94238.75979999825 451218.6088999994)"
kunstinweg_wegvak.1022,Onderdoorgang (voetgangers/fietsers/eco),0,FIETS-VOETG.TUNNEL I/D ROKKEVEENSEWEG,,185302105,2021-10-01T00:00:00,1390,1401,018530210520211001,LTK0000430824,R,I,,"LINESTRING (94241.14009999856 451201.2338999994, 94251.78110000119 451198.44629999995)"
kunstinweg_wegvak.1023,Brug,0,BRUG O/D PLASTOCHT (VAST),,600113413,2021-10-01T00:00:00,65,75,060011341320211001,LTK0000430825,L,I,,"LINESTRING (95386.2265000008 450726.9915000014, 95377.2137000002 450731.32400000095)"
kunstinweg_wegvak.1024,Brug,0,BRUG O/D PLASTOCHT (VAST),,190301010,2021-10-01T00:00:00,24,35,019030101020211001,LTK0000430825,R,I,,"LINESTRING (95368.47800000012 450716.5106000006, 95378.42559999973 450711.81540000066)"
kunstinweg_wegvak.1025,Brug,0,BRUG O/D AFWATERING (VAST),,192300006,2022-01-01T00:00:00,220,226,019230000620220101,LTK0000430826,R,I,,"LINESTRING (96508.70380000025 450261.59910000116, 96514.4646999985 450259.92240000144)"
kunstinweg_wegvak.1026,Viaduct,0,VIAD.O/D NIEUWE HOEFWEG =N209,,192300006,2022-01-01T00:00:00,589,609,019230000620220101,LTK0000430827,R,I,,"LINESTRING (96859.77540000156 450148.35379999876, 96860.87310000136 450147.9483000003, 96878.47670000046 450141.2642999999)"
kunstinweg_wegvak.1027,Viaduct,0,VIAD.O/D NIEUWE HOEFWEG =N209,,600114773,2021-10-01T00:00:00,583,603,060011477320211001,LTK0000430827,L,I,,"LINESTRING (96888.14889999852 450157.67280000076, 96886.64779999852 450158.250500001, 96869.41569999978 450164.67749999836)"
kunstinweg_wegvak.1028,Brug,0,BRUG'IR.A.H.VAN RIJS'O/D RINGVAART & N219,,600114802,2021-10-01T00:00:00,1719,1755,060011480220211001,LTK0000430830,L,I,,"LINESTRING (99587.80260000005 449037.3797999993, 99555.73600000143 449053.74240000173)"
kunstinweg_wegvak.1029,Brug,0,BRUG'IR.A.H.VAN RIJS'O/D RINGVAART & N219,,196299008,2021-10-01T00:00:00,1457,1493,019629900820211001,LTK0000430830,R,I,,"LINESTRING (99551.11329999939 449039.61360000074, 99582.03040000051 449023.8579999991, 99583.1827000007 449023.25659999996)"
kunstinweg_wegvak.1030,Viaduct,0,VIAD.O/D BREDEWEG =N456 & N453,,600115487,2021-10-01T00:00:00,1157,1193,060011548720211001,LTK0000430832,L,I,,"LINESTRING (102125.11250000075 448224.1726000011, 102115.14130000025 448224.1715000011, 102089.11439999938 448223.8597000018)"
kunstinweg_wegvak.1031,Viaduct,0,VIAD.O/D BREDEWEG =N456 & N453,,204296098,2021-10-01T00:00:00,54,56,020429609820211001,LTK0000430832,R,I,,"LINESTRING (102092.39710000157 448209.19849999994, 102094.43910000101 448209.2098999992)"
kunstinweg_wegvak.1032,Viaduct,0,VIAD.O/D BREDEWEG =N456 & N453,,204296102,2021-10-01T00:00:00,0,34,020429610220211001,LTK0000430832,R,I,,"LINESTRING (102094.43910000101 448209.2098999992, 102128.4386 448209.3990000002)"
kunstinweg_wegvak.1033,Brug,0,BRUG O/D ZUID.DWARSTOCHT (VAST),,204296102,2021-10-01T00:00:00,1167,1174,020429610220211001,LTK0000430833,R,I,,"LINESTRING (103261.36960000172 448221.1821000017, 103268.36910000071 448221.2677000016)"
kunstinweg_wegvak.1034,Onderdoorgang (voetgangers/fietsers/eco),0,ONDERDOORGANG,,600106510,2022-01-01T00:00:00,139,144,060010651020220101,LTK0000430931,L,I,,"LINESTRING (86238.45109999925 452778.24920000136, 86234.51979999989 452781.3385999985)"
kunstinweg_wegvak.1035,Onderdoorgang (voetgangers/fietsers/eco),0,DUIKER O/D WEG,,171305011,2021-10-01T00:00:00,290,306,017130501120211001,LTK0000430940,R,I,,"LINESTRING (86171.67709999904 452710.0890999995, 86185.63379999995 452702.2652999982)"
kunstinweg_wegvak.1036,Viaduct,0,VIAD.O/D N457,,207296004,2021-10-01T00:00:00,34,50,020729600420211001,LTK0000430965,R,I,,"LINESTRING (103895.91010000184 448252.46550000086, 103911.6473999992 448251.6453000009)"
kunstinweg_wegvak.1037,Viaduct,0,VIAD.O/D VBW. G(= KP.OUDENRIJN),,267305026,2021-10-01T00:00:00,225,262,026730502620211001,LTK0000430991,R,I,,"LINESTRING (133906.76669999957 452736.4455000013, 133934.69269999862 452715.7243000008, 133936.49819999933 452714.4222000018)"
kunstinweg_wegvak.1038,Tunnel,0,BOTLEKTUNNEL  (OPEN GED.),,600104719,2021-10-01T00:00:00,0,243,060010471920211001,LTK0000431216,L,I,,"LINESTRING (81935.46979999915 431814.7628000006, 81895.58040000126 431812.00459999964, 81702.68079999834 431799.5091999993, 81692.98559999838 431798.9466999993)"
kunstinweg_wegvak.1039,Tunnel,0,BOTLEKTUNNEL  (OPEN GED.),,600104720,2021-10-01T00:00:00,529,622,060010472020211001,LTK0000431216,L,I,,"LINESTRING (82027.73800000176 431823.7782000005, 82018.65630000085 431822.61199999973, 81995.71200000122 431820.0309000015, 81975.80350000039 431818.03599999845, 81935.46979999915 431814.7628000006)"
kunstinweg_wegvak.1040,Tunnel,0,BOTLEKTUNNEL  (OPEN GED.),,163263013,2021-10-01T00:00:00,0,72,016326301320211001,LTK0000431216,R,I,,"LINESTRING (81938.32030000165 431799.3792999983, 81978.2173999995 431802.52270000055, 82008.34980000183 431805.6088999994, 82010.02760000154 431805.80519999936)"
kunstinweg_wegvak.1041,Tunnel,4,BOTLEKTUNNEL  (GESL.GED.)                              %4.00,,600104720,2021-10-01T00:00:00,12,529,060010472020211001,LTK0000431219,L,I,,"LINESTRING (82520.41589999944 431974.63969999924, 82368.17559999973 431914.55590000004, 82317.53139999881 431895.10119999945, 82298.73350000009 431888.26960000023, 82282.4979000017 431882.6422000006, 82263.51559999958 431876.3484000005, 82237.50439999998 431868.3297000006, 82205.93939999864 431859.3095000014, 82186.59259999916 431854.2547999993, 82167.18140000105 431849.4373999983, 82147.27050000057 431844.79399999976, 82127.72230000049 431840.5914000012, 82108.1127000004 431836.6543000005, 82077.3658999987 431831.14009999856, 82057.62460000068 431827.933699999, 82038.47610000148 431825.1572000012, 82027.73800000176 431823.7782000005)"
kunstinweg_wegvak.1042,Tunnel,4,BOTLEKTUNNEL  (GESL.GED.)                              %4.00,,163263013,2021-10-01T00:00:00,72,616,016326301320211001,LTK0000431219,R,I,,"LINESTRING (82010.02760000154 431805.80519999936, 82028.22260000184 431807.9343000017, 82048.05389999971 431810.56340000033, 82079.73409999907 431815.3997000009, 82105.0971999988 431819.871199999, 82124.72639999911 431823.7078999989, 82145.01159999892 431827.98319999874, 82164.5309999995 431832.41530000046, 82183.96200000122 431837.15210000053, 82197.05530000106 431840.5443999991, 82216.35909999907 431845.82279999927, 82235.5689000003 431851.39550000057, 82252.49410000071 431856.5293999985, 82271.5399999991 431862.6645000018, 82290.4833999984 431869.0800999999, 82323.09439999983 431880.7479000017, 82360.50230000168 431894.95980000123, 82379.14039999992 431902.2190999985, 82519.52629999816 431957.68090000004, 82529.12970000133 431961.382100001)"
kunstinweg_wegvak.1043,Tunnel,0,BOTLEKTUNNEL  (OPEN GED.),,600104720,2021-10-01T00:00:00,0,12,060010472020211001,LTK0000431220,L,I,,"LINESTRING (82531.57800000161 431979.0450000018, 82520.41589999944 431974.63969999924)"
kunstinweg_wegvak.1044,Tunnel,0,BOTLEKTUNNEL  (OPEN GED.),,163263013,2021-10-01T00:00:00,616,625,016326301320211001,LTK0000431220,R,I,,"LINESTRING (82529.12970000133 431961.382100001, 82537.53590000048 431964.6220000014)"
kunstinweg_wegvak.1045,Tunnel,0,BOTLEKTUNNEL  (OPEN GED.),,165263013,2021-10-01T00:00:00,0,334,016526301320211001,LTK0000431220,R,I,,"LINESTRING (82537.53590000048 431964.6220000014, 82574.67199999839 431979.47989999875, 82835.62159999833 432082.50090000033, 82848.14499999955 432087.41319999844)"
kunstinweg_wegvak.1046,Brug,0,BRUG.O/D LEIDINGENSTRAAT,,169264011,2021-10-01T00:00:00,580,625,016926401120211001,LTK0000431221,R,I,,"LINESTRING (84971.14680000022 432396.0256999992, 84972.64499999955 432395.75869999826, 85010.65890000015 432388.28510000184, 85015.28610000014 432387.2730999999)"
kunstinweg_wegvak.1047,Brug,0,BRUG.O/D LEIDINGENSTRAAT,,600107662,2021-10-01T00:00:00,2836,2881,060010766220211001,LTK0000431221,L,I,,"LINESTRING (85021.33540000021 432405.48589999974, 85020.7846999988 432405.6011000015, 85001.15069999918 432409.4054000005, 84981.4710999988 432412.97300000116, 84977.09659999982 432413.7201000005)"
kunstinweg_wegvak.1048,Viaduct,0,VIAD.O/D LEIDINGENSTRAAT,,171264013,2021-10-01T00:00:00,1088,1134,017126401320211001,LTK0000431222,R,I,,"LINESTRING (87052.79039999843 432133.6746000014, 87080.99960000068 432134.14559999853, 87098.78610000014 432134.2478)"
kunstinweg_wegvak.1049,Viaduct,0,VIAD.O/D METRO & FIETSTUNNEL,,178263058,2021-10-01T00:00:00,298,361,017826305820211001,LTK0000431223,R,I,,"LINESTRING (89695.57339999825 431516.51300000027, 89710.1425999999 431510.5769999996, 89728.5764000006 431502.81170000136, 89747.19790000096 431495.51309999824, 89753.92540000007 431492.7718000002)"
kunstinweg_wegvak.1050,Viaduct,0,VIAD.O/D METRO & FIETSTUNNEL,,600107656,2021-10-01T00:00:00,2382,2443,060010765620211001,LTK0000431223,L,I,,"LINESTRING (89759.39689999819 431508.32459999993, 89702.90709999949 431531.3440999985)"
kunstinweg_wegvak.1051,Viaduct,0,VIAD.O/D GROENE KRUISWEG,,178263058,2021-10-01T00:00:00,496,719,017826305820211001,LTK0000431224,R,I,,"LINESTRING (89878.94519999996 431441.8300999999, 90073.54729999974 431362.5357000008, 90085.41939999908 431357.58509999886)"
kunstinweg_wegvak.1052,Viaduct,0,VIAD.O/D VERLENGDE ZUIDERPARKWEG,,600115085,2021-10-01T00:00:00,381,416,060011508520211001,LTK0000431225,L,I,,"LINESTRING (92158.9215000011 430793.67599999905, 92137.8599999994 430791.92819999903, 92124.0346999988 430790.86520000175)"
kunstinweg_wegvak.1053,Viaduct,0,VIAD.O/D VERLENGDE ZUIDERPARKWEG,,183261035,2021-10-01T00:00:00,169,204,018326103520211001,LTK0000431225,R,I,,"LINESTRING (92097.25769999996 430770.7692999989, 92126.1334999986 430772.7243000008, 92132.17309999838 430773.19680000097)"
kunstinweg_wegvak.1054,Viaduct,0,VIAD.O/D HEULWEG,,600115088,2021-10-01T00:00:00,137,153,060011508820211001,LTK0000431226,L,I,,"LINESTRING (92638.48290000111 430862.4827999994, 92628.40410000086 430860.4129999988, 92622.79960000142 430859.31610000134)"
kunstinweg_wegvak.1055,Viaduct,0,VIAD.O/D HEULWEG,,185261012,2021-10-01T00:00:00,98,114,018526101220211001,LTK0000431226,R,I,,"LINESTRING (92634.13329999894 430842.2221000008, 92649.81170000136 430845.4138999991)"
kunstinweg_wegvak.1056,Tunnel,0,'DRECHTTUNNEL'I/D OUDE MAAS (GESL.GED.),,600279266,2021-10-01T00:00:00,0,269,060027926620211001,LTK0000431770,R,I,,"LINESTRING (103829.87860000134 424964.52540000156, 103841.14790000021 424956.45529999956, 103861.6612999998 424941.0918000005, 103877.29349999875 424928.63109999895, 103892.6416000016 424915.7949000001, 103907.66800000146 424902.5505999997, 103912.26619999856 424898.3165999986, 103926.86630000174 424884.62110000104, 103940.37539999932 424871.34050000086, 103954.21029999852 424856.92599999905, 103961.70320000127 424848.7663999982, 103975.0177000016 424833.90210000053, 103980.44799999893 424827.60810000077, 103988.12819999829 424818.42119999975, 104000.59389999881 424802.8627000004, 104020.4010999985 424776.54729999974)"
kunstinweg_wegvak.1057,Tunnel,0,'DRECHTTUNNEL'I/D OUDE MAAS (GESL.GED.),,600279259,2021-10-01T00:00:00,0,284,060027925920211001,LTK0000431770,R,I,,"LINESTRING (104020.4010999985 424776.54729999974, 104034.49170000106 424756.2622999996, 104047.44750000164 424736.3381000012, 104061.46970000118 424713.0940999985, 104071.23939999938 424695.8999999985, 104080.6239 424678.17500000075, 104083.49450000003 424672.70430000126, 104091.21200000122 424656.9156999998, 104100.18389999866 424637.63899999857, 104108.127700001 424619.3123999983, 104114.55820000172 424603.1966000013, 104121.6270999983 424584.4604999982, 104124.54630000144 424576.5153999999, 104130.57200000063 424558.5089999996, 104136.53950000182 424539.4050000012, 104141.62810000032 424521.4704999998)"
kunstinweg_wegvak.1058,Tunnel,0,'DRECHTTUNNEL'I/D OUDE MAAS (OPEN GED.),,600279260,2021-10-01T00:00:00,15,49,060027926020211001,LTK0000431772,R,I,,"LINESTRING (104145.30270000175 424506.92749999836, 104146.52980000153 424502.07090000063, 104150.95010000095 424482.565200001, 104152.72080000117 424473.75090000033)"
kunstinweg_wegvak.1059,Tunnel,0,'DRECHTTUNNEL'I/D OUDE MAAS (OPEN GED.),,600279261,2021-10-01T00:00:00,188,222,060027926120211001,LTK0000431772,L,I,,"LINESTRING (104165.1565000005 424470.241799999, 104162.27950000018 424483.3440000005, 104157.67060000077 424502.83509999886, 104157.53130000085 424503.374499999)"
kunstinweg_wegvak.1060,Viaduct,0,VIAD.O/D ZWALUWSEDIJK & SPOORWEG (GOED.),,600113425,2021-10-01T00:00:00,112,140,060011342520211001,LTK0000431776,L,I,,"LINESTRING (103358.62990000099 413971.6867999993, 103348.67110000178 413997.8559000008)"
kunstinweg_wegvak.1061,Viaduct,0,VIAD.O/D SPOORWEG ROOSENDAAL HOGE & LAGE ZWALUWE,,600113916,2021-10-01T00:00:00,3014,3034,060011391620211001,LTK0000431777,L,I,,"LINESTRING (105379.59629999846 409898.33480000123, 105369.57229999825 409915.6413999982)"
kunstinweg_wegvak.1062,Viaduct,0,VIAD.O/D SPOORWEG ROOSENDAAL HOGE & LAGE ZWALUWE,,209221039,2021-10-01T00:00:00,645,664,020922103920211001,LTK0000431777,R,I,,"LINESTRING (105352.2778000012 409906.48900000006, 105361.80090000108 409890.0478999987)"
kunstinweg_wegvak.1063,Brug,0,MERWEDEBRUG GORINCHEM (BEW.),,600124478,2021-10-01T00:00:00,440,472,060012447820211001,LTK0000432006,L,I,,"LINESTRING (124383.44889999926 426815.2221000008, 124376.30000000075 426784.0309000015)"
kunstinweg_wegvak.1064,Brug,0,MERWEDEBRUG GORINCHEM (BEW.),,248253016,2021-10-01T00:00:00,170,202,024825301620211001,LTK0000432006,R,I,,"LINESTRING (124382.29720000178 426776.3033999987, 124389.4589000009 426807.49170000106)"
kunstinweg_wegvak.1065,Brug,0,MERWEDEBRUG GORINCHEM (VAST),,600124478,2021-10-01T00:00:00,237,440,060012447820211001,LTK0000432007,L,I,,"LINESTRING (124428.73889999837 427013.1053000018, 124425.73939999938 426999.74109999835, 124383.44889999926 426815.2221000008)"
kunstinweg_wegvak.1066,Brug,0,GORINCHEM BRUG O/H KANAAL VAN STEENENHOEK,,248254021,2021-10-01T00:00:00,163,204,024825402120211001,LTK0000432008,R,I,,"LINESTRING (124538.57319999859 427403.53339999914, 124550.04569999874 427442.58199999854)"
kunstinweg_wegvak.1067,Brug,0,GORINCHEM BRUG O/H KANAAL VAN STEENENHOEK,,249254030,2021-10-01T00:00:00,0,535,024925403020211001,LTK0000432008,R,I,,"LINESTRING (124550.04569999874 427442.58199999854, 124700.48580000177 427955.99489999935)"
kunstinweg_wegvak.1068,Brug,0,GORINCHEM BRUG O/H KANAAL VAN STEENENHOEK,,600124129,2021-10-01T00:00:00,0,493,060012412920211001,LTK0000432008,L,I,,"LINESTRING (124675.9290000014 427914.8881999999, 124537.48849999905 427441.75890000165)"
kunstinweg_wegvak.1069,Brug,0,GORINCHEM BRUG O/H KANAAL VAN STEENENHOEK,,600124118,2021-10-01T00:00:00,0,21,060012411820211001,LTK0000432008,L,I,,"LINESTRING (124537.48849999905 427441.75890000165, 124531.58700000122 427421.6052000001)"
