object,omschrijving,type,soort,bouwjaar,levens_duur,renovatie_jaar,eigendom,onderhoudsplichtige,onderhouds_contract,onderhouds_niveau,wegdeel,exceptioneel_transport,relatie,kruisend_object,straat,opmerking,link,inspectie
ckw_0391,kade,kades,kademuur gemetseld,1975,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,geen,n.v.t.,historie,wilhelminakanaal,dongensekanaaldijk,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0391%2f,n.v.t.
ckw_0701,muur,muren,muur metselwerk,1920,,,gemeente tilburg,afdeling ruimtelijke uitvoering,batec 2012-2016 (2015),basis,geen,n.v.t.,recreatiegebied,kloostertuin,observantenhof,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0701%2f,inspectie 2015 nebest
ckw_0552,duiker,duikers,duiker diameter > 1mtr,1960,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,geen,n.v.t.,riolering,vijver,treubstraat,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0552%2f,n.v.t.
ckw_0765,spoorwegovergang,spoorwegen,spoorovergang slagbomen,1960,,,prorail,prorail,prorail,basis,auto-fiets-voet,n.v.t.,prorail,spoorlijn,kreitenmolenstraat,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0765%2f,n.v.t.
ckw_0792,steiger,steiger,steiger staal,2011,50,2061,privaat eigendom,private eigenaar,privaat beheer / batec 2012-2016 (11-2014),basis,voet,n.v.t.,recreatiegebied, noorderbosplas,kalverstraat,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0792%2f,n.v.t.
ckw_1857,duiker,duikers,duiker diameter > 1mtr,1980,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,fiets,n.v.t.,,onder borculopad,borculopad,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_1857%2f,n.v.t.
ckw_0450,grondkering,grondkeringen,grondkering beton,1980,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,geen,n.v.t.,oeverbescherming,afwateringsloot,jellinghausstraat,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0450%2f,n.v.t.
ckw_0348,trap,trap,trap tegels,2013,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,voet,n.v.t.,,trottoir - plantsoen,havenpad,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0348%2f,inspectie 2015 nebest
ckw_0613,fiets- voetgangersviaduct,viaducten,viaduct beton,2004,60,2064,gemeente tilburg,afdeling ruimtelijke uitvoering,batec 2012-2016,basis,fiets-voet,niet berekend,,burg. letschertweg,schaijkpad,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0613%2f,inspectie 2015 nebest
ckw_0419,hellingbaan,object overstijgende,helling asfalt,1985,,,gemeente tilburg,afdeling ruimtelijke uitvoering,batec 2012-2016 (11-2014),basis,voet,n.v.t.,,lpark,westerpark,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0419%2f,inspectie 2015 nebest
ckw_1603,duiker,duikers,duiker diameter > 1mtr,1980,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,auto-fiets,n.v.t.,,heibloemseweg,heibloemseweg,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_1603%2f,inspectie 2012
ckw_0390,kademuur,grondkeringen,kademuur gemetseld,1975,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,fiets-voet,n.v.t.,viaduct,wilhelminakanaal,dongensekanaaldijk,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0390%2f,n.v.t.
ckw_0402,trap,trap,trap tegels,1980,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,voet,n.v.t.,,in talud,bakkumsingel,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0402%2f,inspectie 2015 nebest
ckw_1645,duiker,duikers,duiker diameter > 1mtr,1990,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,auto-fiets,n.v.t.,beton,hermesstraat,hermesstraat,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_1645%2f,inspectie 2012
ckw_0724,duikerbrug,bruggen vast,duikerbrug beton,1975,2040,4015,gemeente tilburg,afdeling ruimtelijke uitvoering,batec 2012-2016,basis,auto-fiets,berekening 2012,verbreding bredaseweg,rivier de donge,bredaseweg,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0724%2f,inspectie 2015 nebest
ckw_0309,faunapassage,faunavoorziening,faunatunnel beton rond,2013,,,waterschap de dommel,waterschap de dommel,waterschap de dommel,basis,geen,n.v.t.,fauna,waterloop,zandstraat,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0309%2f,n.v.t.
ckw_0664,muur,muren,muur metselwerk,2011,,,gemeente tilburg,afdeling ruimtelijke uitvoering,batec 2012-2016 (2015),basis,,n.v.t.,,warmonderf,warmonderf,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0664%2f,inspectie 2015 nebest
ckw_0561,voetgangersbrug,bruggen vast,brug staal - hout,1995,,,brabantse delta,brabantse delta,n.v.t.,basis,voet,n.v.t.,beheer waterschap,over rivier de oude ley,eekhoornpad,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0561%2f,n.v.t.
ckw_1879,duiker,duikers,duiker diameter > 1mtr,1960,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,auto-fiets,n.v.t.,,onder udenhoutseweg,udenhoutseweg,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_1879%2f,n.v.t.
ckw_0343,hellingbaan,object overstijgende,hellingbaan beton,2004,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,voet,n.v.t.,invaliden,trapdelen plein,ketelhavenplein,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0343%2f,inspectie 2015 nebest
ckw_0310,verkeersviaduct,viaducten,viaduct beton,2013,60,2073,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,auto,niet berekend,nieuw ivb verbreding,burg. bechtweg,rauwbrakenpad,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0310%2f,n.v.t.
ckw_0674,fiets- voetganersbrug,bruggen vast,brug staal - beton,2010,40,2050,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,fiets,n.v.t.,,over sloot,gesworenhoekseweg,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0674%2f,inspectie 2015 nebest
ckw_1742,duikerbrug,duikers,duiker diameter > 1mtr,2011,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,geen,n.v.t.,beton,langs burg. letschertweg,burgemeester letschertweg,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_1742%2f,inspectie 2012
ckw_0789,voetgangersbrug,bruggen vast,brug beton,1995,60,2055,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,voet,n.v.t.,speeltoestel,singel,blaricumsingel,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0789%2f,inspectie 2015 nebest
ckw_1736,duiker,duikers,duiker diameter <1mtr,2011,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,geen,n.v.t.,,langs burg. letschertweg,burgemeester letschertweg,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_1736%2f,n.v.t.
ckw_0634,duikerbrug,bruggen vast,duikerbrug beton,1975,60,2035,gemeente tilburg,afdeling ruimtelijke uitvoering,batec 2012-2016,basis,auto-fiets-voet,n.v.t.,,rivier de leij,oude beeksepad,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0634%2f,inspectie 2015 nebest
ckw_1639,duiker,duikers,duiker diameter <1mtr,1990,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,inrit,n.v.t.,beton,polluxstraat,polluxstraat,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_1639%2f,inspectie 2012
ckw_1951,duiker,duikers,duiker diameter <1mtr,2011,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,inrit,n.v.t.,beton,schepersdijk,polluxstraat,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_1951%2f,inspectie 2012
ckw_1807,faunapassage,faunavoorziening,amfibieënpassage,2010,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,auto-fiets,n.v.t.,fauna,onder athenastraat,athenastraat,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_1807%2f,n.v.t.
ckw_0344,trap,trap,trap beton,2004,,,prorail,prorail,n.v.t.,basis,voet,n.v.t.,prorail,talud spoorweg,warmondstraat,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0344%2f,n.v.t.
ckw_0769,podium,recreatieve gebieden,podium staal,2004,30,2034,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,voet,n.v.t.,recreatiegebied,muzetuin,zwijsenplein,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0769%2f,inspectie 2015 nebest
ckw_0468,trap,trap,trap tegels,2003,,,prorail,prorail,n.v.t.,basis,voet,n.v.t.,prorail,perron,reeshofweg,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0468%2f,n.v.t.
ckw_0456,brug,bruggen vast,brug beton,2012,60,2072,onbekend,onbekend,n.v.t.,basis,voet,n.v.t.,stalling bedrijfspand,over retentie,asteriastraat,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0456%2f,n.v.t.
ckw_1649,duiker,duikers,duiker diameter <1mtr,1990,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,inrit,n.v.t.,beton,brakman,brakman,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_1649%2f,inspectie 2012
ckw_0659,geluidscherm,weg geluidsreductie,geluidscherm staal - kunststof,2012,20,2032,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,geen,n.v.t.,,vierbundersweg,vierbundersweg,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0659%2f,inspectie 2015 nebest
ckw_1787,duiker,duikers,duiker diameter > 1mtr,2011,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,fiets,n.v.t., beton,fietspad voldijkstraat,voldijk,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_1787%2f,inspectie 2012
ckw_0100,muur,muren,muur metselwerk,1980,,,gemeente tilburg,afdeling ruimtelijke uitvoering,batec 2012-2016 (2015),basis,geen,n.v.t.,recreatiegebied,plantsoen,tauernpad,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0100%2f,inspectie 2015 nebest
ckw_1653,duiker,duikers,duiker diameter <1mtr,1990,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,auto-fiets,n.v.t.,beton,schepersdijk,rouwveldenseweg,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_1653%2f,inspectie 2012
ckw_1948,duiker,duikers,duiker diameter > 1mtr,2005,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,auto-fiets,n.v.t.,,onder akkrumstraat,akkrumstraat,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_1948%2f,n.v.t.
ckw_1605,duiker,duikers,duiker diameter > 1mtr,1985,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,auto,n.v.t.,,moersedreef,moersepad,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_1605%2f,n.v.t.
ckw_1703,duiker,duikers,duiker diameter <1mtr,2000,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,auto-fiets,n.v.t.,,theuseusstraat,theseusstraat,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_1703%2f,n.v.t.
ckw_1900,duiker,duikers,duiker diameter > 1mtr,1968,,,rijkswaterstaat,rijkswaterstaat,rijkswaterstaat,basis,auto,n.v.t.,,onder a-58,leijweg,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_1900%2f,n.v.t.
ckw_0183,kademuur,grondkeringen,kademuur beton,1990,60,2050,gemeente tilburg,afdeling ruimtelijke uitvoering,batec 2012-2016,basis,geen,n.v.t.,,singel,dwingeloostraat,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0183%2f,inspectie 2015 nebest
ckw_0268,grondkering,grondkeringen,grondkering beton,1980,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,geen,n.v.t.,,groenstrook - pad,alpenlaan,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0268%2f,inspectie 2015 nebest
ckw_0602,voetgangersbrug,bruggen vast,brug beton,1995,60,2055,gemeente tilburg,afdeling ruimtelijke uitvoering,batec 2012-2016,basis,voet,n.v.t.,,singel,maarheezepad,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0602%2f,inspectie 2015 nebest
ckw_0732,pergola,straatmeubilair,pergola staal,1990,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,geen,n.v.t.,,plantsoen,bodehof,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0732%2f,inspectie 2015 nebest
ckw_0534,duiker,duikers,betonelement,2000,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,auto-fiets-voet,n.v.t.,overkluizing,onder kalverstraat,kalverstraat,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0534%2f,n.v.t.
ckw_0637,steiger,steiger,steiger beton,2004,30,2034,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,voet,n.v.t.,recreatiegebied,vijver reeshofpark,reeshofdijk,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0637%2f,inspectie 2015 nebest
ckw_0805,geluidscherm,weg geluidsreductie,geluidscherm hout,1990,,,gemeente tilburg,afdeling ruimtelijke uitvoering,batec 2012-2016,basis,geen,n.v.t.,,huibevendreef,huibevendreef,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0805%2f,inspectie 2015 nebest
ckw_1622,duiker,duikers,duiker diameter > 1mtr,1973,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,auto,niet berekend,,middenbrabantweg,midden-brabantweg,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_1622%2f,n.v.t.
ckw_0655,geluidscherm,weg geluidsreductie,geluidscherm staal - kunststof,2012,20,2032,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,geen,n.v.t.,,vierbundersweg,burgemeester letschertweg,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0655%2f,inspectie 2015 nebest
ckw_0451,wildrooster,faunavoorziening,faunapassage staal,2011,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,fiets,n.v.t.,fauna,fietspad,uiterste stuiver-west,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0451%2f,n.v.t.
ckw_1853,duiker,duikers,duiker diameter > 1mtr,1990,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,auto-fiets-voet,n.v.t.,,onder keizersveerlaan,keizersveerlaan,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_1853%2f,n.v.t.
ckw_1602,duiker,duikers,duiker diameter <1mtr,1980,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,auto-fiets,n.v.t.,,theuseusstraat,theseusstraat,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_1602%2f,inspectie 2012
ckw_0262,voetgangersbrug,bruggen vast,brug beton,2006,60,2066,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,voet,n.v.t.,speelpark,retentie,asperenstraat,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0262%2f,inspectie 2015 nebest
ckw_1715,duiker,duikers,duiker diameter <1mtr,1980,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,inrit,n.v.t.,,vierbundersweg,vierbundersweg,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_1715%2f,n.v.t.
ckw_1702,duiker,duikers,duiker diameter <1mtr,2000,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,auto-fiets,n.v.t.,,hectorstraat  - heibloemseweg,theseusstraat,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_1702%2f,n.v.t.
ckw_1866,duiker,duikers,duiker diameter > 1mtr,1930,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,auto-fiets,n.v.t.,,korvelse leij,moerenburgseweg,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_1866%2f,n.v.t.
ckw_1835,faunapassage,faunavoorziening,faunatunnel beton rond,2005,,,prorail,afdeling ruimtelijke uitvoering,prorail,basis,spoor,n.v.t.,fauna,onder spoorlijn,schaijkpad,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_1835%2f,n.v.t.
ckw_1630,duiker,duikers,duiker diameter <1mtr,1980,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,geen,n.v.t.,,langs theseusstraat,theseusstraat,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_1630%2f,inspectie 2012
ckw_1701,duiker,duikers,duiker diameter <1mtr,2000,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,auto-fiets,n.v.t.,,rouwveldenweg,theseusstraat,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_1701%2f,n.v.t.
ckw_0779,zithoek,straatmeubilair,natuursteen elementen,1999,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,geen,n.v.t.,winkelgebied,kruising,heuvelstraat,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0779%2f,inspectie 2015 nebest
ckw_0939,remmingswerk,aanlegrichting,meerpaal hout,2009,30,2039,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,scheepvaart,n.v.t., thv ckw_0153,piushaven,havendijk,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0939%2f,n.v.t.
ckw_1633,duiker,duikers,duiker diameter <1mtr,1960,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,auto-fiets,n.v.t.,,dongensekanaaldijk,dongensekanaaldijk,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_1633%2f,inspectie 2012
ckw_0452,loopbrug,bruggen vast,brug hout,1980,15,1995,onbekend,onbekend,n.v.t.,basis,voet,n.v.t.,achterzijde 9 woningen.,9 x over sloot,langendijk,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0452%2f,n.v.t.
ckw_1796,duiker,duikers,duiker diameter > 1mtr,2011,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,geen,n.v.t., beton,langs letostraat,letostraat,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_1796%2f,inspectie 2012
ckw_0826,duiker,duikers,duiker diameter > 1mtr,1960,,,gemeente tilburg,afdeling ruimtelijke uitvoering,n.v.t.,basis,geen,n.v.t.,recreatiegebied,noorderbos,kalverstraat,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0826%2f,n.v.t.
ckw_0127,ophaalbrug,bruggen beweegbaar,brug staal - hout,1945,60,2005,rijkswaterstaat,rijkswaterstaat,rijkswaterstaat,basis,bus-fiets-voet,n.v.t.,bussluis,wilhelminakanaal,oude lind,,http://app114/ckw_infogis.aspx?link=pw%3a%2f%2fapp114.tilburgcity.loc%3aprojectwise%2fdocuments%2ftilburg%2fgoibuop%2fkunstwerken%2fckw_0127%2f,n.v.t.
