OBJECTID,PUIC,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,X,Y,Z,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT,GELDIG_VANAF,PUBLICATIEDATUM,IN_GEBRUIK,PRORAIL_GEBIED,LATITUDE,LONGITUDE,KM_GEOCODE
55,ab979eaa-743c-4b63-8eb3-c6f2f2adf84c,60,Bestaand,Brgnd-Brech,Betuweroute Giessendam - Betuweroute Echteld ,152,b,152,152_b,Kijfhoek - Meteren Aansl.,"29,223163",8.265267,"8,265267",ProRail,Randstad Zuid,RZ,Seinwezen,Zee-Zevenaar,130,A15trace,71,VolkerRail,129548.546,428238.215,1.15399999,Betuweroute Giessendam,BRGND,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zee-Zevenaar,51.84214802,5.01787666,29.223163
56,f82cc73c-8cb6-4d57-b112-1fd44eca1ef2,60,Bestaand,Brgnd-Brech,Betuweroute Giessendam - Betuweroute Echteld ,152,b,152,152_b,Kijfhoek - Meteren Aansl.,"29,218516",8.1931,"8,193100",ProRail,Randstad Zuid,RZ,Seinwezen,Zee-Zevenaar,130,A15trace,71,VolkerRail,129543.927,428238.728,1.116,Betuweroute Giessendam,BRGND,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zee-Zevenaar,51.84215242,5.0178096,29.218516
57,7fc8a652-18fa-4dea-8a6e-35ea8ce674f4,60,Bestaand,Brgnd-Brech,Betuweroute Giessendam - Betuweroute Echteld ,152,b,152,152_b,Kijfhoek - Meteren Aansl.,"29,212491",8.085653,"8,085653",ProRail,Randstad Zuid,RZ,Seinwezen,Zee-Zevenaar,130,A15trace,71,VolkerRail,129537.939,428239.407,1.114,Betuweroute Giessendam,BRGND,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zee-Zevenaar,51.84215825,5.01772266,29.212491
58,6020d4d0-71bb-4d16-8884-4fef718df400,60,Bestaand,Brppd-Brgnd,Betuweroute Papendrecht - Betuweroute Giessendam ,152,a,152,152_a,Kijfhoek - Meteren Aansl.,"15,307186",-5.362372,"-5,362372",ProRail,Randstad Zuid,RZ,Seinwezen,Zee-Zevenaar,130,A15trace,71,VolkerRail,116272.956,427707.635,0.361,Betuweroute Giessendam,BRGND,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zee-Zevenaar,51.83661517,4.82530233,15.307186
59,beca08ac-1f61-4520-857c-b1baa7a03151,60,Bestaand,Brppd-Brgnd,Betuweroute Papendrecht - Betuweroute Giessendam ,152,a,152,152_a,Kijfhoek - Meteren Aansl.,"15,211429",6.641212,"6,641212",ProRail,Randstad Zuid,RZ,Seinwezen,Zee-Zevenaar,130,A15trace,71,VolkerRail,116188.095,427661.67499999,0.401,Betuweroute Giessendam,BRGND,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zee-Zevenaar,51.83619618,4.82407628,15.211429
60,54be67a5-47f8-43bd-9668-b964ef48baa0,60,Bestaand,Brppd-Brgnd,Betuweroute Papendrecht - Betuweroute Giessendam ,152,a,152,152_a,Kijfhoek - Meteren Aansl.,"15,207226",6.626582,"6,626582",ProRail,Randstad Zuid,RZ,Seinwezen,Zee-Zevenaar,130,A15trace,71,VolkerRail,116184.173,427660.162,0.335,Betuweroute Giessendam,BRGND,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zee-Zevenaar,51.83618231,4.82401955,15.207226
61,c4882b62-0c02-45e6-9f8d-39f3f29a2175,60,Bestaand,Brppd-Brgnd,Betuweroute Papendrecht - Betuweroute Giessendam ,152,a,152,152_a,Kijfhoek - Meteren Aansl.,"15,201021",6.628533,"6,628533",ProRail,Randstad Zuid,RZ,Seinwezen,Zee-Zevenaar,130,A15trace,71,VolkerRail,116178.393,427657.907,0.337,Betuweroute Giessendam,BRGND,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zee-Zevenaar,51.83616164,4.82393595,15.201021
62,78db9c04-487e-4cd7-8037-0b4da7cf6d30,60,Bestaand,Brppd-Brgnd,Betuweroute Papendrecht - Betuweroute Giessendam ,152,a,152,152_a,Kijfhoek - Meteren Aansl.,"15,169197",6.671723,"6,671723",ProRail,Randstad Zuid,RZ,Seinwezen,Zee-Zevenaar,130,A15trace,71,VolkerRail,116148.757,427646.309,0.402,Betuweroute Giessendam,BRGND,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zee-Zevenaar,51.83605534,4.82350728,15.169197
63,823de31b-1ecc-4ed7-9be1-34dc0a67872f,60,Bestaand,Brppd-Brgnd,Betuweroute Papendrecht - Betuweroute Giessendam ,152,a,152,152_a,Kijfhoek - Meteren Aansl.,"15,163084",6.670593,"6,670593",ProRail,Randstad Zuid,RZ,Seinwezen,Zee-Zevenaar,130,A15trace,71,VolkerRail,116143.061,427644.09,0.42,Betuweroute Giessendam,BRGND,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zee-Zevenaar,51.836035,4.82342489,15.163084
64,c4e53aa8-d902-4d67-b9b9-2465c4a54c15,60,Bestaand,Brppd-Brgnd,Betuweroute Papendrecht - Betuweroute Giessendam ,152,a,152,152_a,Kijfhoek - Meteren Aansl.,"15,158383",6.6542,"6,654200",ProRail,Randstad Zuid,RZ,Seinwezen,Zee-Zevenaar,130,A15trace,71,VolkerRail,116138.675,427642.39799999,0.408,Betuweroute Giessendam,BRGND,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zee-Zevenaar,51.83601948,4.82336145,15.158383
65,b290a913-feb5-490f-b6f4-6642ea2176ca,60,Bestaand,Brppd-Brgnd,Betuweroute Papendrecht - Betuweroute Giessendam ,152,a,152,152_a,Kijfhoek - Meteren Aansl.,"15,063000",-6.448137,"-6,448137",ProRail,Randstad Zuid,RZ,Seinwezen,Zee-Zevenaar,130,A15trace,71,VolkerRail,116045.03999999,427619.943,0.325,Betuweroute Giessendam,BRGND,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zee-Zevenaar,51.83581113,4.82200549,15.063
66,b17461eb-0485-4d08-8eb6-bfe11d2703b5,60,Bestaand,Brppd-Brgnd,Betuweroute Papendrecht - Betuweroute Giessendam ,152,a,152,152_a,Kijfhoek - Meteren Aansl.,"15,058409",-6.425649,"-6,425649",ProRail,Randstad Zuid,RZ,Seinwezen,Zee-Zevenaar,130,A15trace,71,VolkerRail,116040.77,427618.25199999,0.281,Betuweroute Giessendam,BRGND,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zee-Zevenaar,51.83579563,4.82194373,15.058409
67,685b89dc-4a5b-4048-9b85-c09954e96eb8,60,Bestaand,Brppd-Brgnd,Betuweroute Papendrecht - Betuweroute Giessendam ,152,a,152,152_a,Kijfhoek - Meteren Aansl.,"15,052344",-6.405361,"-6,405361",ProRail,Randstad Zuid,RZ,Seinwezen,Zee-Zevenaar,130,A15trace,71,VolkerRail,116035.126,427616.027,0.25,Betuweroute Giessendam,BRGND,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zee-Zevenaar,51.83577524,4.82186209,15.052344
68,b4808882-1f26-446e-90d0-decbd8d77f67,60,Bestaand,Brppd-Brgnd,Betuweroute Papendrecht - Betuweroute Giessendam ,152,a,152,152_a,Kijfhoek - Meteren Aansl.,"6,938073",5.63302,"5,633020",ProRail,Randstad Zuid,RZ,Seinwezen,Zee-Zevenaar,130,A15trace,71,VolkerRail,108348.861,428216.857,-4.136,Betuweroute Papendrecht,BRPPD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zee-Zevenaar,51.84058551,4.71026857,6.938073
69,9382cbc6-d30d-4b91-816f-c0d9e70ee26e,60,Bestaand,Brppd-Brgnd,Betuweroute Papendrecht - Betuweroute Giessendam ,152,a,152,152_a,Kijfhoek - Meteren Aansl.,"6,932067",5.6542,"5,654200",ProRail,Randstad Zuid,RZ,Seinwezen,Zee-Zevenaar,130,A15trace,71,VolkerRail,108343.291,428219.10499999,-4.13499999,Betuweroute Papendrecht,BRPPD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zee-Zevenaar,51.84060525,4.71018745,6.932067
70,87f92bb4-3f87-46a4-ab5d-5fde60df45ad,60,Bestaand,Brppd-Brgnd,Betuweroute Papendrecht - Betuweroute Giessendam ,152,a,152,152_a,Kijfhoek - Meteren Aansl.,"6,927230",5.678416,"5,678416",ProRail,Randstad Zuid,RZ,Seinwezen,Zee-Zevenaar,130,A15trace,71,VolkerRail,108338.802,428220.90899999,-4.12999999,Betuweroute Papendrecht,BRPPD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zee-Zevenaar,51.84062108,4.71012208,6.92723
71,76938754-1e43-48c8-8e75-92bd2fc69cba,60,Bestaand,Brppd-Brgnd,Betuweroute Papendrecht - Betuweroute Giessendam ,152,a,152,152_a,Kijfhoek - Meteren Aansl.,"6,792727",-5.292714,"-5,292714",ProRail,Randstad Zuid,RZ,Seinwezen,Zee-Zevenaar,130,A15trace,71,VolkerRail,108218.383,428281.842,-4.12,Betuweroute Papendrecht,BRPPD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zee-Zevenaar,51.84115865,4.70836661,6.792727
72,53af14eb-3b68-48d9-a422-e89205d1e583,60,Bestaand,Brppd-Brgnd,Betuweroute Papendrecht - Betuweroute Giessendam ,152,a,152,152_a,Kijfhoek - Meteren Aansl.,"6,786725",-5.303577,"-5,303577",ProRail,Randstad Zuid,RZ,Seinwezen,Zee-Zevenaar,130,A15trace,71,VolkerRail,108212.829,428284.10999999,-4.14499999,Betuweroute Papendrecht,BRPPD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zee-Zevenaar,51.84117856,4.70828571,6.786725
73,1b92d133-1533-4fcc-a423-586bc6a4b624,60,Bestaand,Brppd-Brgnd,Betuweroute Papendrecht - Betuweroute Giessendam ,152,a,152,152_a,Kijfhoek - Meteren Aansl.,"6,782180",-5.31446,"-5,314460",ProRail,Randstad Zuid,RZ,Seinwezen,Zee-Zevenaar,130,A15trace,71,VolkerRail,108208.624,428285.83,-4.144,Betuweroute Papendrecht,BRPPD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zee-Zevenaar,51.84119367,4.70822447,6.78218
74,25ee0585-a4c4-4fc8-ad5c-2c92106f3ebe,60,Bestaand,Brppd-Brgnd,Betuweroute Papendrecht - Betuweroute Giessendam ,152,a,152,152_a,Kijfhoek - Meteren Aansl.,"6,687100",5.634304,"5,634304",ProRail,Randstad Zuid,RZ,Seinwezen,Zee-Zevenaar,130,A15trace,71,VolkerRail,108116.448,428311.677,-4.14499999,Betuweroute Papendrecht,BRPPD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zee-Zevenaar,51.84141823,4.70688351,6.6871
75,57da7207-b6d9-4a7d-830e-ae11df4bdad6,60,Bestaand,Brppd-Brgnd,Betuweroute Papendrecht - Betuweroute Giessendam ,152,a,152,152_a,Kijfhoek - Meteren Aansl.,"6,682259",5.671863,"5,671863",ProRail,Randstad Zuid,RZ,Seinwezen,Zee-Zevenaar,130,A15trace,71,VolkerRail,108111.981,428313.533,-4.13999999,Betuweroute Papendrecht,BRPPD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zee-Zevenaar,51.84143454,4.70681845,6.682259
76,5c1fee71-50e3-4b91-a2c8-b74efe2f0b1f,60,Bestaand,Brppd-Brgnd,Betuweroute Papendrecht - Betuweroute Giessendam ,152,a,152,152_a,Kijfhoek - Meteren Aansl.,"6,676048",5.751992,"5,751992",ProRail,Randstad Zuid,RZ,Seinwezen,Zee-Zevenaar,130,A15trace,71,VolkerRail,108106.23699999,428315.885,-4.136,Betuweroute Papendrecht,BRPPD,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zee-Zevenaar,51.8414552,4.70673478,6.676048
77,71e83e4b-5ada-4522-8cb7-e3b565ff561e,60,Bestaand,Bd-Ehv,Breda - Eindhoven ,123,,123,123__,Breda - Tilburg,"11,617240",4.365047,"4,365047",ProRail,Zuid,Z,Seinwezen,Brabant,330,Breda,20,ASSET Rail,123685.865,399358.147,10.366,Gilze = Rijen,GZ,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.58226842,4.93540689,11.61724
78,fac10980-0c3e-4b80-9666-ed618bad6d46,60,Bestaand,Bd-Ehv,Breda - Eindhoven ,123,,123,123__,Breda - Tilburg,"20,056115",13.115785,"13,115785",ProRail,Zuid,Z,Seinwezen,Brabant,330,Breda,20,ASSET Rail,131898.35999999,397333.02799999,14.813,Tilburg Universiteit,TBU,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.56446324,5.05402638,20.056115
79,41495c95-e8bc-4cc7-8a29-095132f0949e,60,Bestaand,Bd-Ehv,Breda - Eindhoven ,123,,123,123__,Breda - Tilburg,"20,038246",10.52805,"10,528050",ProRail,Zuid,Z,Seinwezen,Brabant,330,Breda,20,ASSET Rail,131882.11199999,397340.141,15.183,Tilburg Universiteit,TBU,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.56452651,5.05379158,20.038246
80,428ad14c-cc7b-4f2f-9015-48e1f397aa8e,60,Bestaand,Bd-Ehv,Breda - Eindhoven ,123,,123,123__,Breda - Tilburg,"19,972242",6.125897,"6,125897",ProRail,Zuid,Z,Seinwezen,Brabant,330,Breda,20,ASSET Rail,131820.12599999,397361.565,15.279,Tilburg Universiteit,TBU,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.56471652,5.05289621,19.972242
81,f445e768-1938-4286-bec0-0af30649fbaa,60,Bestaand,Bd-Ehv,Breda - Eindhoven ,551,b,551,551_b,Tilburg,"23,981527",-3.11627,"-3,116270",ProRail,Zuid,Z,Seinwezen,Brabant,330,Breda,20,ASSET Rail,135735.211,397082.98999999,19.41199999,Tilburg,TB,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.56236035,5.1093749,23.981527
82,1e822d4d-29d5-4210-8576-ad4644f98cbc,60,Bestaand,Bd-Ehv,Breda - Eindhoven ,551,b,551,551_b,Tilburg,"23,680032",1.062391,"1,062391",ProRail,Zuid,Z,Seinwezen,Brabant,330,Breda,20,ASSET Rail,135450.008,396984.189,17.92599999,Tilburg,TB,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.56146243,5.10526742,23.680032
83,dac2f3ab-cd8d-4315-9d27-ae7d93cf6c8c,60,Bestaand,Bd-Ehv,Breda - Eindhoven ,551,b,551,551_b,Tilburg,"23,581548",5.158372,"5,158372",ProRail,Zuid,Z,Seinwezen,Brabant,330,Breda,20,ASSET Rail,135356.594,396952.597,17.474,Tilburg,TB,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.56117521,5.10392207,23.581548
84,6764e72a-a047-4426-b2ba-5fccf3d62e1a,60,Bestaand,Bd-Ehv,Breda - Eindhoven ,551,b,551,551_b,Tilburg,"22,865546",6.62175,"6,621750",ProRail,Zuid,Z,Seinwezen,Brabant,330,Breda,20,ASSET Rail,134656.39999999,396801.27,18.122,Tilburg,TB,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.55979011,5.09383344,22.865546
85,4019bea9-bb4e-4fb5-8ba4-07430336f86d,60,Bestaand,Bd-Ehv,Breda - Eindhoven ,551,b,551,551_b,Tilburg,"22,802408",1.170436,"1,170436",ProRail,Zuid,Z,Seinwezen,Brabant,330,Breda,20,ASSET Rail,134592.87899999,396809.62,18.355,Tilburg,TB,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.55986286,5.09291695,22.802408
86,4eaf03b5-6809-4c6c-9a1c-0572bc841a94,60,Bestaand,Bd-Ehv,Breda - Eindhoven ,551,b,551,551_b,Tilburg,"22,796485",-2.720337,"-2,720337",ProRail,Zuid,Z,Seinwezen,Brabant,330,Breda,20,ASSET Rail,134587.342,396814.016,18.361,Tilburg,TB,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.55990217,5.09283685,22.796485
87,57e1a40f-8d5b-4091-92c4-311037130fba,60,Bestaand,Bd-Ehv,Breda - Eindhoven ,551,b,551,551_b,Tilburg,"22,732058",-5.103661,"-5,103661",ProRail,Zuid,Z,Seinwezen,Brabant,330,Breda,20,ASSET Rail,134523.84099999,396823.98499999,18.468,Tilburg,TB,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.55998947,5.09192056,22.732058
88,cb14aee2-0125-4b05-b972-b1a879c7f28d,60,Bestaand,Bd-Ehv,Breda - Eindhoven ,551,b,551,551_b,Tilburg,"22,682118",0.091492,"0,091492",ProRail,Zuid,Z,Seinwezen,Brabant,330,Breda,20,ASSET Rail,134473.696,396824.916,18.523,Tilburg,TB,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.55999601,5.09119739,22.682118
89,cf6d5aad-db64-4d46-b729-75b5a33c31c1,60,Bestaand,Bd-Ehv,Breda - Eindhoven ,551,b,551,551_b,Tilburg,"22,683096",-4.36465,"-4,364650",ProRail,Zuid,Z,Seinwezen,Brabant,330,Breda,20,ASSET Rail,134475.242,396829.20899999,18.553,Tilburg,TB,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.56003465,5.09121943,22.683096
90,12edda00-eb7e-412d-93d8-f1812aacfe6b,60,Bestaand,Bd-Ehv,Breda - Eindhoven ,551,b,551,551_b,Tilburg,"22,617591",-9.286313,"-9,286313",ProRail,Zuid,Z,Seinwezen,Brabant,330,Breda,20,ASSET Rail,134410.69699999,396842.53999999,18.122,Tilburg,TB,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.56015212,5.09028787,22.617591
91,9622017b-64a4-4596-b817-00f8bdc494f0,60,Bestaand,Bd-Ehv,Breda - Eindhoven ,551,b,551,551_b,Tilburg,"22,652803",9.02738,"9,027380",ProRail,Zuid,Z,Seinwezen,Brabant,330,Breda,20,ASSET Rail,134443.378,396819.836,18.26399999,Tilburg,TB,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.55994924,5.09076048,22.652803
92,f336d4cf-513d-4e45-b895-36e8bebaedd6,60,Bestaand,Bd-Ehv,Breda - Eindhoven ,551,b,551,551_b,Tilburg,"22,579132",4.420423,"4,420423",ProRail,Zuid,Z,Seinwezen,Brabant,330,Breda,20,ASSET Rail,134370.851,396833.31,18.521,Tilburg,TB,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.56006769,5.08971382,22.579132
93,256729b9-53e9-47e8-8117-5841e75502a1,60,Bestaand,Bd-Ehv,Breda - Eindhoven ,551,b,551,551_b,Tilburg,"22,553706",8.013872,"8,013872",ProRail,Zuid,Z,Seinwezen,Brabant,330,Breda,20,ASSET Rail,134345.265,396832.303,18.45299999,Tilburg,TB,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.5600577,5.08934491,22.553706
94,1fb840da-5818-4ed6-b51f-5c3e815f5315,60,Bestaand,Bd-Ehv,Breda - Eindhoven ,551,b,551,551_b,Tilburg,"22,527229",2.718831,"2,718831",ProRail,Zuid,Z,Seinwezen,Brabant,330,Breda,20,ASSET Rail,134319.53599999,396840.245,18.559,Tilburg,TB,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.56012814,5.08897342,22.527229
95,7dad7b40-ad74-4b31-b95e-d91820c049f5,60,Bestaand,Bd-Ehv,Breda - Eindhoven ,551,b,551,551_b,Tilburg,"22,423590",2.360171,"2,360171",ProRail,Zuid,Z,Seinwezen,Brabant,330,Breda,20,ASSET Rail,134216.92,396855.90299999,18.515,Tilburg,TB,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.5602651,5.08749271,22.42359
96,15d04689-dc8f-4de0-a450-d28ceb249920,60,Bestaand,Bd-Ehv,Breda - Eindhoven ,551,b,551,551_b,Tilburg,"21,934764",2.888664,"2,888664",ProRail,Zuid,Z,Seinwezen,Brabant,330,Breda,20,ASSET Rail,133734.22899999,396930.248,18.51699999,Tilburg,TB,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.5609153,5.08052752,21.934764
97,0eefb375-8fc6-4a23-a98d-cf446b44bd22,60,Bestaand,Bd-Ehv,Breda - Eindhoven ,551,b,551,551_b,Tilburg,"21,832601",8.501041,"8,501041",ProRail,Zuid,Z,Seinwezen,Brabant,330,Breda,20,ASSET Rail,133631.897,396936.732,18.411,Tilburg,TB,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.5609697,5.07905142,21.832601
98,2c915b08-f8b2-49bb-8b8a-01f4130c5fc4,60,Bestaand,Bd-Ehv,Breda - Eindhoven ,551,b,551,551_b,Tilburg,"21,824220",8.004347,"8,004347",ProRail,Zuid,Z,Seinwezen,Brabant,330,Breda,20,ASSET Rail,133623.562,396938.156,18.356,Tilburg,TB,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.56098218,5.07893114,21.82422
99,7fa6ed14-77e1-44a2-9a07-6d4e95c9040a,60,Bestaand,Bd-Ehv,Breda - Eindhoven ,551,b,551,551_b,Tilburg,"21,816687",-1.561792,"-1,561792",ProRail,Zuid,Z,Seinwezen,Brabant,330,Breda,20,ASSET Rail,133617.076,396948.5,18.53399999,Tilburg,TB,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.56107491,5.07883697,21.816687
100,0cf7a7fc-0ac5-4bd9-b983-6fdd5e21f1f0,60,Bestaand,Bd-Ehv,Breda - Eindhoven ,551,b,551,551_b,Tilburg,"21,801355",-8.788946,"-8,788946",ProRail,Zuid,Z,Seinwezen,Brabant,330,Breda,20,ASSET Rail,133602.52499999,396957.385,18.388,Tilburg,TB,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.56115422,5.07862659,21.801355
101,56cbff91-8e70-43d1-8ee5-c71ed6abef6f,60,Bestaand,Bd-Ehv,Breda - Eindhoven ,551,b,551,551_b,Tilburg,"21,765050",6.471049,"6,471049",ProRail,Zuid,Z,Seinwezen,Brabant,330,Breda,20,ASSET Rail,133564.701,396948.401,18.29799999,Tilburg,TB,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.56107203,5.07808169,21.76505
102,dbdd9f4b-6603-4a39-b140-c2d6bcff8eb8,60,Bestaand,Bd-Ehv,Breda - Eindhoven ,551,b,551,551_b,Tilburg,"21,778272",-7.747885,"-7,747885",ProRail,Zuid,Z,Seinwezen,Brabant,330,Breda,20,ASSET Rail,133580.146,396960.14899999,18.449,Tilburg,TB,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.56117822,5.0783037,21.778272
103,19780348-5612-4e35-98d7-497a8ad036be,60,Bestaand,Bd-Ehv,Breda - Eindhoven ,551,b,551,551_b,Tilburg,"21,733549",-2.80834,"-2,808340",ProRail,Zuid,Z,Seinwezen,Brabant,330,Breda,20,ASSET Rail,133535.293,396962.92999999,18.512,Tilburg,TB,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.5612015,5.07765671,21.733549
104,5541218a-0328-435a-9fed-93caceeb2955,60,Bestaand,Bd-Ehv,Breda - Eindhoven ,551,b,551,551_b,Tilburg,"21,690791",-3.780182,"-3,780182",ProRail,Zuid,Z,Seinwezen,Brabant,330,Breda,20,ASSET Rail,133493.464,396971.26699999,18.466,Tilburg,TB,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.56127484,5.07705299,21.690791
105,4ab15843-3484-4b3d-91aa-76ed499a2b83,60,Bestaand,Bd-Ehv,Breda - Eindhoven ,551,b,551,551_b,Tilburg,"21,632113",4.399579,"4,399579",ProRail,Zuid,Z,Seinwezen,Brabant,330,Breda,20,ASSET Rail,133434.54699999,396973.72399999,18.494,Tilburg,TB,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.56129467,5.07620321,21.632113
106,652049d9-aa95-4e2a-8e3a-37a6d9066d5e,60,Bestaand,Bd-Ehv,Breda - Eindhoven ,551,b,551,551_b,Tilburg,"21,619215",3.972299,"3,972299",ProRail,Zuid,Z,Seinwezen,Brabant,330,Breda,20,ASSET Rail,133421.997,396976.45299999,18.41,Tilburg,TB,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.56131872,5.07602205,21.619215
107,d983815b-21e6-41dd-97bd-04c9fbf8f31d,60,Bestaand,Bd-Ehv,Breda - Eindhoven ,123,,123,123__,Breda - Tilburg,"20,777627",1.349478,"1,349478",ProRail,Zuid,Z,Seinwezen,Brabant,330,Breda,20,ASSET Rail,132602.49299999,397173.466,15.515,Tilburg Universiteit,TBU,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.56305751,5.06419149,20.777627
108,fb2661fa-18e3-462f-835d-87d9f637662d,60,Bestaand,Bd-Ehv,Breda - Eindhoven ,123,,123,123__,Breda - Tilburg,"20,742498",9.58449,"9,584490",ProRail,Zuid,Z,Seinwezen,Brabant,330,Breda,20,ASSET Rail,132566.68799999,397173.846,15.504,Tilburg Universiteit,TBU,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.5630595,5.06367511,20.742498
109,e01dbaf8-f3b2-4b76-81d0-843b8acd8348,60,Bestaand,Bd-Ehv,Breda - Eindhoven ,123,,123,123__,Breda - Tilburg,"20,719859",5.486964,"5,486964",ProRail,Zuid,Z,Seinwezen,Brabant,330,Breda,20,ASSET Rail,132545.87299999,397183.21999999,15.465,Tilburg Universiteit,TBU,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.56314293,5.06337433,20.719859
110,4503f291-80c0-4a8f-a4de-0fb0f52fa375,60,Bestaand,Bd-Ehv,Breda - Eindhoven ,123,,123,123__,Breda - Tilburg,"20,706378",13.708427,"13,708427",ProRail,Zuid,Z,Seinwezen,Brabant,330,Breda,20,ASSET Rail,132530.916,397178.45299999,15.064,Tilburg Universiteit,TBU,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.56309948,5.06315893,20.706378
