FID,vrt_code,vrtnaam,haven_vaar,meetpunt_b,meetpunt_e,trajectlen,loodsregio,kenmerk_id,id,se_anno_cad_data,gdb_geomattr_data,shape
loodsregio.48,131h,Schaar van Spijkerplaat,,0,11.623,,SCHELDEMONDING,,16497794,,,"LINESTRING (51.39070000100003 3.710000001000026, 51.39569999999998 3.7017999999999915, 51.402800001 3.6882999989999803, 51.41160000100001 3.677299999000013, 51.417899999999975 3.663800001000027, 51.418600000000026 3.6466999990000204, 51.417899999999975 3.626100000000008, 51.42399999899999 3.618500002000019, 51.42579999899999 3.5753999990000125, 51.425999999 3.570900000999984, 51.42739999999998 3.5588999990000048)"
loodsregio.49,131k1,Geul van de Walvischstaart,,0,11.698,,SCHELDEMONDING,,16501388,,,"LINESTRING (51.438200000999984 3.487599998999997, 51.444200002 3.467999997999982, 51.45560000099999 3.4452, 51.47419999900001 3.422600000999978, 51.4923 3.387699999000006, 51.49879999799998 3.372599999999977, 51.503300000000024 3.3581000010000253)"
loodsregio.50,131k,Spleet,,1.649,8.522,,SCHELDEMONDING,,16499710,,,"LINESTRING (51.426199999000005 3.501400000999979, 51.430500000999984 3.496599998000022, 51.434799999000006 3.49150000100002, 51.438200000999984 3.487700000000018, 51.44379999900002 3.4796000009999943, 51.44689999899998 3.4765999989999727, 51.449700001999986 3.473900001000004, 51.45349999899997 3.471000000999993, 51.45839999999998 3.4682999999999993, 51.461300000999984 3.4651999999999816, 51.465100001999986 3.4602000009999756, 51.47230000000002 3.4545999989999814, 51.480700001 3.4481000010000002, 51.48349999999999 3.4444000010000195, 51.48539999899998 3.4418999999999755)"
loodsregio.51,131j1,Deurloo,,0,14.093,,SCHELDEMONDING,,16498801,,,"LINESTRING (51.45600000000002 3.5205999990000123, 51.460800000000006 3.5139999990000206, 51.46719999999999 3.493999998999982, 51.47679999799999 3.464800000000025, 51.48539999899998 3.4418999999999755, 51.50340000199998 3.4215999990000228, 51.50890000200002 3.415399997999998, 51.51370000100002 3.4119999999999777, 51.513300001999994 3.4068000020000113, 51.51110000199998 3.3968999979999808, 51.50939999899998 3.388300001999994, 51.506999999000016 3.3770999980000056, 51.50569999999999 3.3713000010000087, 51.50459999999998 3.3652999999999906, 51.503300000000024 3.3581000010000253)"
loodsregio.52,131j2,Geul van de Rassen,,0,4.928,,SCHELDEMONDING,,16498252,,,"LINESTRING (51.55620000099998 3.414500002000011, 51.548400000000015 3.4092000019999773, 51.542300001 3.407000002000018, 51.538099999999986 3.4054000009999754, 51.534400000999995 3.408599998999989, 51.53049999799998 3.4105000010000026, 51.52030000100001 3.413499999999999, 51.51370000100002 3.4118999990000134)"
loodsregio.53,1162,Tennesseehaven,,0,0.644,,ROTTERDAM,,16498491,,,"LINESTRING (51.965300001 4.087499998999988, 51.96460000100001 4.091800001000024, 51.96339999899999 4.096299998000006)"
loodsregio.54,701,Pistoolhaven,,0,0.429,,ROTTERDAM,,16498684,,,"LINESTRING (51.96119999899997 4.085900001000027, 51.960200000999976 4.0890000019999775, 51.96029999899997 4.089999999999975, 51.961300000999984 4.090300001000003)"
loodsregio.55,116,Calandkanaal met aanliggende havens,,0,16.959,,ROTTERDAM,,16501192,,,"LINESTRING (51.88500000200003 4.230500000999996, 51.885699998999996 4.230399999999975, 51.89090000099998 4.229400000999988, 51.89090000099998 4.229300000000023, 51.89310000099999 4.228700000999993, 51.894600000000025 4.22830000099998, 51.895100001 4.228100002000019, 51.896799999999985 4.229899998999997, 51.89779999899997 4.228200000000015, 51.900400002000026 4.227200001000028, 51.90690000000001 4.225400001000025, 51.91129999999998 4.223999999, 51.91329999999999 4.222800001999985, 51.916499998000006 4.220199997999998, 51.91899999999998 4.217999997999982, 51.92130000100002 4.214899998000021, 51.922699998999974 4.212600000000009, 51.923400000000015 4.21139999899998, 51.928199999000014 4.203400000999977, 51.93160000099999 4.196699998999975, 51.93490000100002 4.190400001, 51.940699998000014 4.179099999000016, 51.94550000100003 4.169500001000017, 51.949700001999986 4.160799999000005, 51.956200000000024 4.147500001000026, 51.958000001000016 4.143500000000017, 51.959299999999985 4.139899999000022, 51.96170000000001 4.134700000000009, 51.964400001 4.1293999999999755, 51.96519999999998 4.126300000000015, 51.966800001000024 4.120299998999997, 51.96709999799998 4.119500000000016, 51.97370000199999 4.098900001000004, 51.97509999900001 4.091200001999994, 51.981600001000004 4.072500002000027, 51.981699999 4.072400000000016, 51.98680000000002 4.067999999999984)"
loodsregio.56,116b,Beneluxhaven,,0.341,2.361,,ROTTERDAM,,16498899,,,"LINESTRING (51.964400001 4.1293999999999755, 51.95560000099999 4.129700001000003, 51.95540000099999 4.129599999999982, 51.954399998999975 4.129599999999982, 51.94830000000002 4.129200000000026, 51.94319999999999 4.1293999999999755)"
loodsregio.57,720,Dommelhaven,,0,0.556,,ROTTERDAM,,16501874,,,"LINESTRING (51.954399998999975 4.129599999999982, 51.95430000099998 4.127200000000016, 51.95430000099998 4.126100000000008, 51.951400001000025 4.125700000999984)"
loodsregio.58,710,Wezerhaven,,0,0.521,,ROTTERDAM,,16500676,,,"LINESTRING (51.93490000100002 4.190400001, 51.932700001 4.187899999000024, 51.932700001 4.18470000100001)"
loodsregio.59,703,Londonhaven,,0,0.45,,ROTTERDAM,,16500587,,,"LINESTRING (51.896799999999985 4.229899998999997, 51.89280000000002 4.230999999000005)"
loodsregio.60,115a,Dintelhaven,,0,4.807,,ROTTERDAM,,16497848,,,"LINESTRING (51.93239999899998 4.14669999900002, 51.93549999999999 4.143399998999996, 51.93699999900002 4.138099997999973, 51.93870000200002 4.131099999000014, 51.93939999899999 4.128100000000018, 51.94000000099999 4.1240999999999985, 51.940699998000014 4.121899999999982, 51.941300001 4.120700001999978, 51.942299999 4.119600002000027, 51.94409999999999 4.118500002000019, 51.94540000000001 4.118000000999984, 51.950800001999994 4.118299997999998, 51.957699999 4.1180999989999805, 51.9606 4.106899999000007)"
loodsregio.61,116a1,Mississippihaven,,0,2.879,,ROTTERDAM,,16500040,,,"LINESTRING (51.941599999000005 4.078400000999977, 51.932500000999994 4.039199999999994)"
loodsregio.62,115,Hartelkanaal,,0,20.4,,ROTTERDAM,,16500965,,,"LINESTRING (51.866900000999976 4.333500001999994, 51.8664 4.32589999999999, 51.86619999999999 4.321600000999979, 51.865800001000025 4.307100002000027, 51.86619999999999 4.297300000000007, 51.866300002 4.294399999000007, 51.865999999999985 4.2859999980000225, 51.86560000100002 4.275600000999987, 51.86540000100001 4.267000000999985, 51.865999999999985 4.26260000100001, 51.86679999900002 4.259399998999982, 51.871199999 4.246800001999986, 51.873399999000014 4.240800001000025, 51.87449999900002 4.238699999000005, 51.87700000000001 4.2360999989999755, 51.88029999999998 4.233399997999982, 51.881999999000016 4.232299997999974, 51.88500000200003 4.230500000999996, 51.88699999800002 4.229200002000027, 51.8904 4.227000002000011, 51.893399998999996 4.224300001000017, 51.89589999999998 4.2219000009999945, 51.89799999799999 4.219200000000001, 51.902800001 4.210099999000022, 51.909400000999995 4.196699998999975, 51.9135 4.186099999000021, 51.918000000999996 4.177999999000008, 51.922499999000024 4.172200002000011, 51.926899999 4.167300001000001, 51.93239999899998 4.14669999900002, 51.933299999999974 4.141600002000018, 51.933400000999995 4.137800001000016, 51.933899999000005 4.13349999899998, 51.938499998 4.098000001000003, 51.93870000200002 4.093800000999977, 51.93890000099998 4.091200001999994, 51.938999998999975 4.088900000000024, 51.93939999899999 4.086599997999997)"
loodsregio.63,115b,Hartelsluis,,0,1.721,,ROTTERDAM,,16498257,,,"LINESTRING (51.86619999999999 4.3215000000000146, 51.86679999900002 4.3154999989999965, 51.86670000100003 4.305100001000028, 51.86619999999999 4.297300000000007)"
loodsregio.64,102k,Botlek en aanliggende havens,,0,3.84,,ROTTERDAM,,16502008,,,"LINESTRING (51.895199999 4.309900001000017, 51.890600000000006 4.309199999999976, 51.88960000100002 4.309000000000026, 51.88839999999999 4.303300001000025, 51.88580000000002 4.290399997999998, 51.88459999899999 4.2844000009999945, 51.88329999899997 4.277600001999986, 51.88259999799999 4.274000000000001, 51.88069999999999 4.264699999000015)"
loodsregio.65,102k1,3e Petroleumhaven,,0,2.121,,ROTTERDAM,,16501793,,,"LINESTRING (51.88960000100002 4.309000000000026, 51.88729999999998 4.3095000010000035, 51.88039999799997 4.307900000000018, 51.879999999000006 4.308200001999978, 51.87099999899999 4.312600002000011)"
loodsregio.66,1100,Torontohaven,,0,0.438,,ROTTERDAM,,16501876,,,"LINESTRING (51.88459999899999 4.2844000009999945, 51.88839999999999 4.282499998999981)"
loodsregio.67,102j,1e Petroleumhaven,,0,1.914,,ROTTERDAM,,16498606,,,"LINESTRING (51.894600000000025 4.338199998999983, 51.89099999899997 4.345100000999992, 51.886599999 4.346700001999977, 51.87959999999998 4.349199999000007)"
loodsregio.68,1084,Hydro Agri Haven,,0,0.67,,ROTTERDAM,,16500575,,,"LINESTRING (51.894200001 4.3233999980000135, 51.89640000100002 4.323500000000024, 51.896499999000014 4.323500000000024, 51.90010000000001 4.322600000000023)"
loodsregio.69,1080b,Koningin Wilhelminahaven,,0,0.902,,ROTTERDAM,,16501606,,,"LINESTRING (51.89889999899998 4.355399999999975, 51.90129999800001 4.354300000000023, 51.90410000100002 4.353799998999989, 51.90529999900002 4.357900001000019)"
loodsregio.70,102g,Merwehaven,,0,1.286,,ROTTERDAM,,16498417,,,"LINESTRING (51.90060000099999 4.414000000999977, 51.902899999 4.414799999000024, 51.90610000100003 4.417399998999997, 51.90650000099998 4.416999998999984, 51.907299998999974 4.416099998999982, 51.909299998999984 4.4144000000000005, 51.911099999999976 4.4129999990000215)"
loodsregio.71,1050,Robbenoordsehaven,,0,0.38,,ROTTERDAM,,16498682,,,"LINESTRING (51.89930000200002 4.457600001000003, 51.897500001000026 4.457699998999999, 51.89589999999998 4.457699998999999)"
loodsregio.72,1048,Sint-Janshaven,,0,0.398,,ROTTERDAM,,16499580,,,"LINESTRING (51.899400000000014 4.461199998999973, 51.897700000999976 4.461199998999973, 51.89579999799997 4.461199998999973)"
loodsregio.73,201,Vaarweg vanaf de Oude-Wetering via Leiden en Delft naar Rotterdam,,51.88,52.63,,ROTTERDAM,,16498654,,,"LINESTRING (51.90760000099999 4.463399998999989, 51.90639999899997 4.4640999999999735, 51.901999999 4.466800001000024, 51.90010000000001 4.467700001000026)"
loodsregio.74,102f,Waalhaven,,0,2.765,,ROTTERDAM,,16497520,,,"LINESTRING (51.90210000100001 4.433800001000009, 51.900199998000005 4.434799999000006, 51.899099998 4.435299999999984, 51.898300000000006 4.435800001000018, 51.89609999999999 4.437199998999972, 51.89589999999998 4.437299999999993, 51.893300001 4.439199998999982, 51.89180000099998 4.44029999899999, 51.890600000000006 4.441199998999991, 51.88960000100002 4.4418999999999755, 51.88819999999998 4.442899997999973, 51.887800001000016 4.44319999999999, 51.88729999999998 4.443500001000018, 51.884900000000016 4.44530000200001, 51.88190000100002 4.447400000000016, 51.8818 4.447500002000027, 51.879200000000026 4.449299999000004)"
loodsregio.75,1183,"Waalhaven, Sleepboothaven",,0,0.354,,ROTTERDAM,,16498449,,,"LINESTRING (51.900199998000005 4.434799999000006, 51.899599998999975 4.432100002000027, 51.89930000200002 4.4298)"
loodsregio.76,102h,Eemhaven en aanliggende Havens,,0,2.081,,ROTTERDAM,,16499854,,,"LINESTRING (51.89629999900001 4.39530000100001, 51.891399998 4.400400002000026, 51.88819999999998 4.403700001999994, 51.886799999000004 4.405000001000019, 51.886000000000024 4.405699997999989, 51.88380000000001 4.407499998999981, 51.881999999000016 4.40870000000001, 51.881200001000025 4.409299998999984, 51.88010000100002 4.410100001999979)"
loodsregio.77,233d,Westhaven met aanliggende havens,,0,3.108,,AMSTERDAM,,16498356,,,"LINESTRING (52.42179999899997 4.812399997999989, 52.41930000100001 4.812199998999972, 52.405400000999975 4.819299999999998, 52.40179999899999 4.821199997999997, 52.401000001 4.821300000000008, 52.399 4.821300000000008, 52.39589999999998 4.821199997999997, 52.39499999999998 4.821100000000001)"
loodsregio.78,302,Vaarweg van Enkhuizen naar Den Oever,,32.813,33.425,,TEXEL,,16497546,,,"LINESTRING (52.93439999999998 5.041700002000027, 52.934500001 5.041700002000027, 52.93519999799997 5.04080000099998, 52.93549999999999 5.039999998999974, 52.93719999899997 5.037799999000015, 52.93800000099998 5.037900001000025, 52.93829999899998 5.0379999990000215, 52.93860000000001 5.038499999999999, 52.938999998999975 5.039099998999973)"
loodsregio.79,130a,Zijkanaal C naar de Axelsche Sassing,,0,2.439,,SCHELDEMONDING,,16501983,,,"LINESTRING (51.27769999999998 3.8407999980000227, 51.27230000100002 3.845600002000026, 51.271600001000024 3.8462999980000063, 51.27129999900001 3.8478000019999854, 51.27089999999998 3.848799999999983, 51.26859999800001 3.8582999999999856, 51.26819999899999 3.8590999990000228, 51.26790000099999 3.8603999989999807, 51.26780000000002 3.861299998999982, 51.26790000099999 3.8621000009999875, 51.26880000199998 3.8687000009999792)"
loodsregio.80,233y,Aanloop havens van IJmuiden en Noordzeekanaal,,0.324,6.87,,AMSTERDAM,,16501258,,,"LINESTRING (52.467599999000015 4.523600000999977, 52.46649999900001 4.533199998999976, 52.465100001999986 4.535700001000009, 52.46489999800002 4.538499999999999, 52.464800000000025 4.5467000009999765, 52.46460000100001 4.55400000100002, 52.464999999999975 4.561099999000021, 52.46860000100003 4.583999999000014, 52.46860000100003 4.58570000200001, 52.46860000100003 4.589800000000025, 52.467300002 4.611900002000027, 52.46629999999999 4.620000000999994, 52.46599999799997 4.622499999000013)"
loodsregio.81,233m,Amerikahaven met aanliggende havens,,0,3.085,,AMSTERDAM,,16499118,,,"LINESTRING (52.42729999900001 4.769099998999991, 52.425900001 4.768599998000013, 52.41969999999998 4.771600001000024, 52.415700000000015 4.773600000999977, 52.41189999900001 4.775500000000022, 52.410500001 4.775500000000022, 52.40859999899999 4.775600000999987, 52.40500000100002 4.775600000999987, 52.402800001 4.775699998999983, 52.400199998000005 4.775899998999989)"
loodsregio.82,1005,Australiehaven,,0,1.587,,AMSTERDAM,,16501059,,,"LINESTRING (52.410500001 4.775500000000022, 52.41039999899999 4.789700001000028, 52.410000000000025 4.793600000000026, 52.409899998000014 4.79910000000001)"
loodsregio.83,233y3,Hoogovenkanaal en Hoogovenhaven,,0.023,1.833,,AMSTERDAM,,16498244,,,"LINESTRING (52.46860000100003 4.583999999000014, 52.47150000200003 4.592799999000022, 52.472699999999975 4.5965000020000275, 52.47320000100001 4.599199999000007, 52.473299999000005 4.599899999999991, 52.472500000000025 4.609000001000027)"
loodsregio.84,405,Zoutkamperlaag en Westgat,,0,9.603,,TEXEL,,16499725,,,"LINESTRING (53.41120000199999 6.200599997999973, 53.41160000100001 6.201299999000014, 53.41199999999998 6.2014000010000245, 53.412300001999995 6.201499999000021, 53.41259999900001 6.201499999000021, 53.412900001000025 6.201499999000021, 53.41319999799998 6.201499999000021, 53.41380000100003 6.201299999000014, 53.41450000200001 6.200800001999994, 53.415700000000015 6.199499998000022, 53.41629999899999 6.198699999999974, 53.41690000099999 6.197400000000016, 53.417599998000014 6.1957999989999735, 53.41890000199999 6.191100000999995, 53.41959999900001 6.188800000000015, 53.42199999799999 6.180700000000002, 53.42199999799999 6.1805999989999805, 53.422699998999974 6.178399999000021, 53.422699998999974 6.178300001000025, 53.42440000200003 6.172300000000007, 53.42610000100001 6.166299998999989, 53.42749999799997 6.162199999999984, 53.42869999999999 6.158300000999986, 53.4298 6.154899999000008, 53.430799998 6.150800000999993, 53.431400000999986 6.147599999000022, 53.43210000200003 6.143300001, 53.432700001 6.138599999000007, 53.43320000199998 6.133800000000008, 53.43349999899999 6.128100000000018, 53.433600001 6.126899998999988, 53.433600001 6.126800000999992, 53.433600001 6.121899999999982, 53.434300001999986 6.1096, 53.43490000100002 6.105000000000018, 53.43580000100002 6.099599997999974, 53.436900001000026 6.095400002000019, 53.43860000000001 6.090199999999982, 53.44009999899998 6.086100000999977, 53.441899999999976 6.082600001000003, 53.44269999900001 6.081099998000013, 53.44409999999999 6.078200001000027, 53.44570000099998 6.075599997999973, 53.447900000999994 6.0733999980000135, 53.449599999999975 6.071899998999982, 53.450199999000006 6.0714000020000185)"
loodsregio.85,403c3,"Vaargeul langs Pollendam, Blauwe Slenk, Vliestroom en Zuider Stortemelk",,0,7.493,,TEXEL,,16499347,,,"LINESTRING (53.311199999999985 5.045000001999995, 53.31139999999999 5.045600001000025, 53.31370000200002 5.050999998999998, 53.316599999000005 5.058299999999974, 53.318700001000025 5.064100000999986, 53.322299998000005 5.074799999999982, 53.32339999800001 5.079000000000008, 53.324299999000004 5.082299999999975, 53.324999999 5.086100000999977, 53.325300001000016 5.089400001000001, 53.32539999900001 5.092900000999975, 53.325300001000016 5.097100001000001, 53.325300001000016 5.10110000100002, 53.325199999000006 5.107700001000012, 53.32569999999998 5.116900000999976, 53.325800001999994 5.123500001000025, 53.32569999999998 5.126699998999982, 53.325300001000016 5.12990000100001, 53.32479999999998 5.134199998999975, 53.323100001 5.142400000000009, 53.32279999899998 5.143899999999974, 53.32260000000002 5.145199998999999)"
loodsregio.86,401e,Molengat,,0,12.469,,TEXEL,,16501635,,,"LINESTRING (52.97320000100001 4.741599999000016, 52.97320000100001 4.738200000999996, 52.973299999000005 4.735800002000019, 52.973599999999976 4.73380000100002, 52.973900001000004 4.732700001000012, 52.97579999999999 4.727800000000002, 52.97630000100003 4.726300001000027, 52.977299999000024 4.724199999000007, 52.9778 4.723099998999999, 52.98000000000002 4.718899998999973, 52.98259999999999 4.715399998999999, 52.985300000999985 4.712600000000009, 52.987199998999984 4.710900001000027, 52.989399999 4.709399997999981, 52.991599999000016 4.70780000100001, 52.993900000999986 4.706300001999978, 52.99689999999998 4.704799998999988, 52.99979999999999 4.7032999990000235, 53.003499999999974 4.702100001000019, 53.00510000100002 4.701599999999985, 53.00719999900002 4.701099999000007, 53.010699998999996 4.700199999000006, 53.01370000100002 4.699900001000003, 53.018399998999996 4.7003999990000125, 53.02629999800001 4.701200001000018, 53.026999999 4.701200001000018, 53.03029999900002 4.701299999000014, 53.03249999899998 4.701000001000011, 53.035799999000005 4.700300001000016, 53.03799999900002 4.699499998000022, 53.03970000100003 4.698699999999974, 53.041499998000006 4.697700000999987, 53.043000000999996 4.696600000999979, 53.04529999900001 4.69530000200001, 53.04899999899999 4.693799999000021, 53.05110000100001 4.692999999999984, 53.05999999900001 4.6915000010000085, 53.06909999999999 4.6895000000000095, 53.114599999000006 4.679900002000011)"
loodsregio.87,401,Schulpengat,,0,38.425,,TEXEL,,16500798,,,"LINESTRING (52.938800000000015 5.038400002000003, 52.93990000000002 5.039700001000028, 52.940499999 5.040399997999998, 52.941399999 5.041200000999993, 52.942000001999986 5.04140000000001, 52.94260000100002 5.041299998999989, 52.942999999999984 5.041099998999982, 52.94350000100002 5.040899998999976, 52.94379999900002 5.040399997999998, 52.944200002 5.039900000999978, 52.944800000999976 5.039000000999977, 52.94540000000001 5.037599999000008, 52.945599999000024 5.037199999999984, 52.94599999899998 5.036299999999983, 52.946500000000015 5.035000000000025, 52.946800000999986 5.034299998999984, 52.94709999899999 5.033599998999989, 52.94750000200003 5.032400000999985, 52.94779999899998 5.031100001000027, 52.94779999899998 5.029800002000002, 52.94760000000002 5.0280999990000055, 52.94799999899999 5.024599998999975, 52.94830000000002 5.022599999000022, 52.94889999899999 5.020399999000006, 52.949700001999986 5.017600000000016, 52.950199999000006 5.015299997999989, 52.951299999000014 5.010200000999987, 52.951599999999985 5.008600000000001, 52.952199999000015 5.005199999000013, 52.95269999999999 5.002200000000016, 52.953100000000006 4.998599999000021, 52.95320000100003 4.995499998000014, 52.95320000100003 4.99219999799999, 52.95279999799999 4.988099999999974, 52.95239999900002 4.984399999999994, 52.95179999999999 4.981100000000026, 52.95100000100001 4.978399998999976, 52.95100000100001 4.978100002000019, 52.95039999900001 4.975200001000019, 52.950199999000006 4.971400000000017, 52.95049999999998 4.967399999000008, 52.95049999999998 4.967099997999981, 52.951299999000014 4.963900000000024, 52.952300001000026 4.961500000000001, 52.953600000999984 4.958999999000014, 52.95690000100001 4.955100000000016, 52.95839999999998 4.95369999899998, 52.9606 4.952199999000015, 52.96229999899998 4.9503999990000125, 52.964200000999995 4.9483000000000175, 52.96649999900001 4.944699999000022, 52.967599999000015 4.942799999999977, 52.96849999900002 4.941199998999991, 52.96909999799999 4.940000000999987, 52.969599999000025 4.938700002000019, 52.970699998999976 4.936399999999992, 52.971900000999995 4.934000000000026, 52.972699999999975 4.9331000000000245, 52.97349999800002 4.932500000999994, 52.97489999999999 4.931499998999982, 52.97720000100003 4.930799997999998, 52.979600000999994 4.930300000999978, 52.980999999000005 4.92969999799999, 52.98349999999999 4.927700001999995, 52.98480000000001 4.9266000019999865, 52.98640000099999 4.925200000000018, 52.99280000099998 4.919399999000007, 52.992899998999974 4.914099998999973, 52.992699999000024 4.905299999000022, 52.99219999799999 4.894999999999982, 52.99150000100002 4.886700001000008, 52.990999999999985 4.8770000000000095, 52.98970000100002 4.87220000100001, 52.988400001 4.868600000000015, 52.98649999899999 4.863499998999998, 52.98319999900002 4.853599998999982, 52.982399999999984 4.851699999999994, 52.97879999899999 4.843800000999977, 52.97579999999999 4.83570000200001, 52.97489999999999 4.831900001000008, 52.97349999800002 4.825800001999994, 52.971900000999995 4.81529999899999, 52.97109999899999 4.809599999, 52.97030000000001 4.803899999999999, 52.969900000999985 4.798900000999993, 52.96930000200001 4.795600001000025, 52.9683 4.790899998999976, 52.96739999900001 4.788899999000023, 52.96660000100002 4.787799999000015, 52.96799999799998 4.786200001999987, 52.96880000099998 4.785300001999985, 52.96909999799999 4.784600001000001, 52.96930000200001 4.784299998999984, 52.96999999899998 4.782800000000009, 52.970500000000015 4.78090000200001, 52.970800000999986 4.779699999999991, 52.97120000000001 4.777199998000015, 52.971299998000006 4.776400000000024, 52.97150000200003 4.773699998999973, 52.97170000199998 4.768700000000024, 52.972399998000014 4.758600000000001, 52.97320000100001 4.7490000020000025, 52.97340000000003 4.745499998000014, 52.97320000100001 4.741599999000016, 52.97260000199998 4.737599998999997, 52.97109999899999 4.730700001000002, 52.96999999899998 4.72679999799999, 52.96970000099998 4.725999999999999, 52.96970000099998 4.725900002000003, 52.96869999900002 4.722399998000014, 52.967700001000026 4.719500002000018, 52.966200001999994 4.715700001000016, 52.96519999999998 4.713599998999996, 52.964200000999995 4.711199998999973, 52.96260000000001 4.708099999000012, 52.961900000000014 4.706999999000004, 52.958000001000016 4.700499999999977, 52.95600000000002 4.697799998999983, 52.953899998 4.694999999999993, 52.951900002 4.692600001000017, 52.947900000999994 4.687899999000024, 52.94579999899997 4.685299999999984, 52.943700001000025 4.682700001000001, 52.943100001999994 4.682200000000023, 52.93860000000001 4.678100001000018, 52.93519999799997 4.675099998999997, 52.933699999 4.673900000999993, 52.929099999000016 4.670400001000019, 52.92350000099998 4.666099998999982, 52.919199999 4.662199999999984, 52.91690000099999 4.660100001999979, 52.90900000200003 4.652399998000021, 52.90549999799998 4.6495000009999785, 52.902600001999986 4.647100002000002, 52.901400000000024 4.64609999999999, 52.896499999000014 4.641300000000001, 52.89160000200002 4.636700001000008, 52.88960000100002 4.634799998000005, 52.88129999900002 4.627500000999987)"
loodsregio.88,402d,Veerhaven 't Horntje,,0,4.737,,TEXEL,,16499747,,,"LINESTRING (52.962800000000016 4.7780999990000055, 52.96400000199998 4.779199999000014, 52.964499999 4.779599997999981, 52.964999999999975 4.780299999000022, 52.96550000100001 4.78090000200001, 52.96629999999999 4.781800002000011, 52.96660000100002 4.782200000999978, 52.96849999900002 4.784200001999977, 52.96909999799999 4.784600001000001, 52.970500000000015 4.785700001000009, 52.970699998999976 4.785799999000005, 52.971799998999984 4.786600001000011, 52.975299999000015 4.788899999000023, 52.97810000200002 4.789900000999978, 52.979899999 4.789999998999974, 52.98149999999998 4.790100000999985, 52.98490000100003 4.789799999000024, 52.98690000200003 4.789500002000011, 52.98770000000002 4.7894000000000005, 52.988800000000026 4.789199999999994, 52.991300002 4.78860000100002, 52.99470000000002 4.787500001000012, 52.99599999899999 4.787099997999974, 52.99740000100002 4.786600001000011, 52.999299999000016 4.785599998999999, 53.00140000099998 4.783900000000017, 53.00250000099999 4.783100002000026, 53.003600000999995 4.781300000999977)"
loodsregio.89,235,Havens van Den Helder,,1.341,7.618,,TEXEL,,16500888,,,"LINESTRING (52.94889999899999 4.78860000100002, 52.94949999800002 4.788899999000023, 52.949599999999975 4.788800001000027, 52.94979999999998 4.788699999000016, 52.95479999899999 4.780099999000015, 52.955100000000016 4.779800002000002, 52.957899999000006 4.777699999999982, 52.95939999799998 4.777399998000021, 52.959899999000015 4.777699999999982, 52.960200000999976 4.778599999999983, 52.960200000999976 4.780000001000019, 52.96049999799999 4.7840000020000275, 52.96180000200002 4.787099997999974, 52.965399999 4.787500001000012, 52.96660000100002 4.787799999000015, 52.970500000000015 4.788899999000023, 52.972199999 4.789500002000011, 52.97430000100002 4.79080000099998, 52.97509999900001 4.791299998999989, 52.977499998999974 4.792899999999975, 52.978999998000006 4.794100001000004, 52.97969999899999 4.7946999999999775, 52.98090000100001 4.795899997999982, 52.98290000100002 4.797800000999985, 52.9837 4.798799998999982, 52.98449999799999 4.799800000999994, 52.9914 4.805700000000002, 52.995799999999974 4.809199999999976, 52.998399999000014 4.810899999000014, 53.00180000099999 4.813200000999984)"
