FID,loc_nr,oid,loc_type,loc_des,roadnumber,roadname,first_name,secnd_name,junct_ref,exit_nr,hstart_pos,hend_pos,hstart_neg,hend_neg,hecto_char,hecto_dir,pos_in,pos_out,neg_in,neg_out,dir,area_ref,lin_ref,inter_ref,pos_off,neg_off,urban_code,pres_pos,pres_neg,far_away,city_distr,top_sign,type_code,mw_ref,rw_nr,aw_ref,gdb_geomattr_data,shape
kruising_66.2,32002,11437,P1.11,Kruising,x053,Gasthuisstraat,Stationsweg, ,0, ,-1,-1,-1,-1, ,0,0,1,1,0, ,2305,32000,31998,0,32001,0,1,1,0, , ,0,0,0,0,,POINT (168817.20600000024 461771.98000000045)
kruising_66.8,32007,11440,P1.11,Kruising,x054,Kerenshofweg,Kerenshofweg, ,0, ,-1,-1,-1,-1, ,0,1,1,1,1, ,999,32005,32013,32008,32006,0,1,1,0, , ,0,0,0,0,,POINT (184884.9299999997 330698.251600001)
kruising_66.10,32011,11443,P1.11,Kruising,x055,Kerenshofweg,Stadshouderslaan,Heidekampweg,0, ,-1,-1,-1,-1, ,0,1,0,0,1, ,999,32010,0,32012,0,0,1,1,0, , ,0,0,0,0,,POINT (182986.82990000024 331716.6330000013)
kruising_66.12,32013,11445,P1.11,Kruising,x055,Kerenshofweg,Westelijke Randweg,Kerenshofweg,0, ,-1,-1,-1,-1, ,0,0,1,1,0, ,999,32010,32007,0,32012,0,1,1,0, , ,0,0,0,0,,POINT (184867.54670000076 330681.54140000045)
kruising_66.14,22647,7738,P1.11,Kruising,N768, ,Goor,N347,0, ,-1,-1,-1,-1, ,0,0,1,1,0, ,2267,22645,22040,0,22646,0,1,1,0, , ,0,0,0,0,,POINT (245619.6768000014 463096.8418999985)
kruising_66.15,32016,11447,P1.11,Kruising,x056,Noordsingel,Hengelosestraat,N739,0, ,-1,-1,-1,-1, ,0,1,0,0,1, ,2267,32015,18150,32017,0,0,1,1,0, , ,0,0,0,0,,POINT (247619.4459999986 465718.54349999875)
kruising_66.17,32021,11450,P1.11,Kruising,x057,Bosweg,Grote Woerdlaan, ,0, ,-1,-1,-1,-1, ,0,1,0,0,1, ,2518,32020,28232,32022,0,0,1,1,0, , ,0,0,0,0,,POINT (73936.28830000013 446729.44739999995)
kruising_66.20,32027,11454,P1.11,Kruising,x058,Amersfoortseweg,Van Middachtenstraat,N301,0, ,-1,-1,-1,-1, ,0,0,1,1,0, ,2348,32025,12984,0,32026,0,1,1,0, , ,0,0,0,0,,POINT (161108.91220000014 469800.36520000175)
kruising_66.26,32037,11460,P1.11,Kruising,x060,Jaagweg,Aziëlaan,Gorslaan,0, ,-1,-1,-1,-1, ,0,1,1,1,1, ,2456,32035,0,32038,32036,0,1,1,0, , ,0,0,0,0,,POINT (125156.23429999873 501083.6970000006)
kruising_66.27,32038,11461,P1.11,Kruising,x060,Gedempte Singelgracht,Gedempte Where, ,0, ,-1,-1,-1,-1, ,0,1,1,1,1, ,2456,32035,0,32039,32037,0,1,1,0, , ,0,0,0,0,,POINT (125111.59930000082 502726.31269999966)
kruising_66.32,32046,11468,P1.11,Kruising,x062,Kortenoord Allee,Lawickse Allee,N225,0, ,-1,-1,-1,-1, ,0,1,0,0,1, ,2363,32045,11329,32047,0,0,1,1,0, , ,0,0,0,0,,POINT (173498.57829999924 442214.1138000004)
kruising_66.33,11329,3635,P1.11,Kruising,N225, ,Ede, ,0, ,525,525,525,525, ,1,1,1,1,1, ,2363,3741,32046,11316,11315,0,1,1,0, , ,0,0,0,0,,POINT (173496.02589999884 442209.4096999988)
kruising_66.34,32047,11469,P1.11,Kruising,x062,Nijenoord Allee,Mansholtlaan,N781,0, ,-1,-1,-1,-1, ,0,0,1,1,0, ,2363,32045,18413,0,32046,0,1,1,0, , ,0,0,0,0,,POINT (174747.9112999998 443761.2131000012)
kruising_66.35,18413,6067,P1.11,Kruising,N781, ,Rhenen, ,0, ,17,17,17,17, ,1,1,1,1,1, ,2363,6163,32047,18412,18410,0,1,1,0, , ,0,0,0,0,,POINT (174749.29039999843 443769.47470000014)
kruising_66.36,28854,9771,P1.11,Kruising,H113,Paul Captijnlaan,Nieuweweg,N211,0, ,-1,-1,-1,-1, ,0,1,0,0,1, ,2518,28013,11005,28240,0,0,1,1,0, , ,0,0,0,0,,POINT (75251.43870000169 449937.65239999816)
kruising_66.40,32056,11474,P1.11,Kruising,x064,Laan van Langerhuize,Beneluxbaan, ,0, ,-1,-1,-1,-1, ,0,1,0,0,1, ,2414,32055,25516,32057,0,0,1,1,0, , ,0,0,0,0,,POINT (119620.66290000081 478864.9268999994)
kruising_66.41,32057,11475,P1.11,Kruising,x064,Laan van Langerhuize,Burgemeester Boersweg,N522,0, ,-1,-1,-1,-1, ,0,0,1,1,0, ,2414,32055,16544,0,32056,0,1,1,0, , ,0,0,0,0,,POINT (120250.10579999909 478648.7611999996)
kruising_66.42,16544,5676,P1.11,Kruising,N522, ,Amstelveen, ,0, ,95,95,95,95, ,1,1,0,0,1, ,2414,6129,32057,16543,0,0,1,1,0, , ,0,0,0,0,,POINT (120259.3654000014 478633.8568000011)
kruising_66.569,7798,1795,P1.11,Kruising,N18, ,Parkweg, ,0, ,2638,2638,2638,2638, ,1,0,1,1,0, ,2263,3091,30165,0,22520,0,1,1,0, , ,0,0,0,0,,POINT (255907.70540000126 471149.616799999)
kruising_66.384,7420,1610,P1.11,Kruising,N15, ,Havens 8100-8120, ,0, ,184,184,184,184, ,1,1,1,1,1, ,2536,3055,0,21808,21809,0,1,1,0, , ,0,0,0,0,,POINT (61303.70369999856 440829.3093000017)
