FID,x,y,id,complex_naam,complex_code,dsk_kw_code,naam,omschrijving,beheerobjectsoort,aard,netwerk,route,relatie_tot_weg,rdx,rdy,stichtingsjaar,archiefcode,beheerder_instantieid,beheerder,beheerder_id,se_anno_cad_data,gdb_geomattr_data,shape
brug_beweegbaar.3,195244,577793,162,Burgumerdaam,06D-101,06D-101-01,Burgumerdaam,Brug over het Pr. Margrietkanaal in de Van Harinxmaweg,Brug (beweegbaar),Nat,HVWN,,,195.244,577.793,1940,06D-101-00,1686,RWS NN / NN District West,1686,,,POINT (195244 577793)
brug_beweegbaar.4,207488,582663,175,Blauwverlaat,06G-305,06G-305-01,Blauwverlaat,Brug over het Pr. Margrietkanaal in de Brêgeloane-Úterwei,Brug (beweegbaar),Nat,HVWN,,,207.488,582.663,1950,06G-305-00,1217,n.v.t.,1217,,,POINT (207488 582663)
brug_beweegbaar.5,200540,579556,177,Skûlenboarch,06G-307,06G-307-01,Skûlenboarch,Brug over het Pr. Margrietkanaal in de Skûlenboargerwei,Brug (beweegbaar),Nat,HVWN,,,200.54,579.556,1940,06G-307-00,1686,RWS NN / NN District West,1686,,,POINT (200540 579556)
brug_beweegbaar.6,202436,580313,178,Kootstertille,06G-308,06G-308-01,Kootstertille,Brug over het Pr. Margrietkanaal in de Hege Dyk,Brug (beweegbaar),Nat,HVWN,,,202.436,580.313,1960,06G-308-00,1686,RWS NN / NN District West,1686,,,POINT (202436 580313)
brug_beweegbaar.14,258430,593651,234,Zeesluizen Farmsum,07F-002,07F-002-03,Zeesluizen Farmsum,Brug over het binnenhoofd van de grote zeesluis,Brug (beweegbaar),Nat,HVWN,,,258.43,593.651,1958,07F-310-00,1687,RWS NN / NN District Oost,1687,,,POINT (258430 593651)
brug_beweegbaar.20,151500,565255,264,Lorentzsluizen,10B-001,10B-001-03,Lorentzsluizen,Noordelijke brug over de Buiten-en Voorhaven (orthotrope rvl),Brug (beweegbaar),Droog,HWN,A7,in RW,151.5,565.255,1973,10B-302-00,1675,RWS MN / MN District Noord,1675,,,POINT (151500 565255)
brug_beweegbaar.21,151511,565209,267,Lorentzsluizen,10B-001,10B-001-04,Lorentzsluizen,Zuidelijke brug over de Buiten-en Voorhaven (orthotrope rvl),Brug (beweegbaar),Droog,HWN,A7,in RW,151.511,565.209,2006,10B-305-00,1675,RWS MN / MN District Noord,1675,,,POINT (151511 565209)
brug_beweegbaar.26,176408,556998,287,Uitwellingerga brug,10H-106,10H-106-01,Uitwellingerga brug,Brug over het Pr. Magrietkanaal in de Nije Dyk,Brug (beweegbaar),Nat,HVWN,,,176.408,556.998,1939,10H-106-00,1686,RWS NN / NN District West,1686,,,POINT (176408 556998)
brug_beweegbaar.27,183116,564387,311,Aldskou,11A-104,11A-104-01,Oude Schouw brug,Brug over het Pr. Magrietkanaal nabij Oude Schouw,Brug (beweegbaar),Nat,HVWN,,,183.116,564.387,1949,11A-104-00,1686,RWS NN / NN District West,1686,,,POINT (183116 564387)
brug_beweegbaar.28,184540,565866,314,Spoorbrug Grou,11A-105,11A-105-02,Spoorbrug Grou,Spoorbrug over het Pr. Margrietkanaal,Brug (beweegbaar),Nat,HVWN,,,184.54,565.866,2000,11A-105-00,882,NS / Prorail,882,,,POINT (184540 565866)
