Nummer;Totaal van;Jaar;Maand;Categorie;Nationaliteit;Aantal vertrek
1;Jaar;2017;;;;15120
2;Jaar, Maand;2017;1;;;1690
2;Jaar, Maand;2017;2;;;1440
2;Jaar, Maand;2017;3;;;1450
2;Jaar, Maand;2017;4;;;1160
2;Jaar, Maand;2017;5;;;1290
2;Jaar, Maand;2017;6;;;1170
2;Jaar, Maand;2017;7;;;1250
2;Jaar, Maand;2017;8;;;1230
2;Jaar, Maand;2017;9;;;1050
2;Jaar, Maand;2017;10;;;1250
2;Jaar, Maand;2017;11;;;1240
2;Jaar, Maand;2017;12;;;920
3;Jaar, Maand, Categorie;2017;1;Gedwongen vertrek uit Nederland;;240
3;Jaar, Maand, Categorie;2017;1;Zelfstandig vertrek uit Nederland;;390
3;Jaar, Maand, Categorie;2017;1;Zelfstandig vertrek zonder toezicht;;1060
3;Jaar, Maand, Categorie;2017;2;Gedwongen vertrek uit Nederland;;210
3;Jaar, Maand, Categorie;2017;2;Zelfstandig vertrek uit Nederland;;310
3;Jaar, Maand, Categorie;2017;2;Zelfstandig vertrek zonder toezicht;;920
3;Jaar, Maand, Categorie;2017;3;Gedwongen vertrek uit Nederland;;250
3;Jaar, Maand, Categorie;2017;3;Zelfstandig vertrek uit Nederland;;370
3;Jaar, Maand, Categorie;2017;3;Zelfstandig vertrek zonder toezicht;;830
3;Jaar, Maand, Categorie;2017;4;Gedwongen vertrek uit Nederland;;220
3;Jaar, Maand, Categorie;2017;4;Zelfstandig vertrek uit Nederland;;270
3;Jaar, Maand, Categorie;2017;4;Zelfstandig vertrek zonder toezicht;;670
3;Jaar, Maand, Categorie;2017;5;Gedwongen vertrek uit Nederland;;230
3;Jaar, Maand, Categorie;2017;5;Zelfstandig vertrek uit Nederland;;270
3;Jaar, Maand, Categorie;2017;5;Zelfstandig vertrek zonder toezicht;;780
3;Jaar, Maand, Categorie;2017;6;Gedwongen vertrek uit Nederland;;190
3;Jaar, Maand, Categorie;2017;6;Zelfstandig vertrek uit Nederland;;270
3;Jaar, Maand, Categorie;2017;6;Zelfstandig vertrek zonder toezicht;;720
3;Jaar, Maand, Categorie;2017;7;Gedwongen vertrek uit Nederland;;230
3;Jaar, Maand, Categorie;2017;7;Zelfstandig vertrek uit Nederland;;250
3;Jaar, Maand, Categorie;2017;7;Zelfstandig vertrek zonder toezicht;;760
3;Jaar, Maand, Categorie;2017;8;Gedwongen vertrek uit Nederland;;200
3;Jaar, Maand, Categorie;2017;8;Zelfstandig vertrek uit Nederland;;290
3;Jaar, Maand, Categorie;2017;8;Zelfstandig vertrek zonder toezicht;;750
3;Jaar, Maand, Categorie;2017;9;Gedwongen vertrek uit Nederland;;220
3;Jaar, Maand, Categorie;2017;9;Zelfstandig vertrek uit Nederland;;200
3;Jaar, Maand, Categorie;2017;9;Zelfstandig vertrek zonder toezicht;;630
3;Jaar, Maand, Categorie;2017;10;Gedwongen vertrek uit Nederland;;250
3;Jaar, Maand, Categorie;2017;10;Zelfstandig vertrek uit Nederland;;300
3;Jaar, Maand, Categorie;2017;10;Zelfstandig vertrek zonder toezicht;;700
3;Jaar, Maand, Categorie;2017;11;Gedwongen vertrek uit Nederland;;240
3;Jaar, Maand, Categorie;2017;11;Zelfstandig vertrek uit Nederland;;290
3;Jaar, Maand, Categorie;2017;11;Zelfstandig vertrek zonder toezicht;;710
3;Jaar, Maand, Categorie;2017;12;Gedwongen vertrek uit Nederland;;230
3;Jaar, Maand, Categorie;2017;12;Zelfstandig vertrek uit Nederland;;210
3;Jaar, Maand, Categorie;2017;12;Zelfstandig vertrek zonder toezicht;;480
4;Jaar, Categorie;2017;;Gedwongen vertrek uit Nederland;;2700
4;Jaar, Categorie;2017;;Zelfstandig vertrek uit Nederland;;3400
4;Jaar, Categorie;2017;;Zelfstandig vertrek zonder toezicht;;9020
5;Jaar, Maand, Nationaliteit;2017;1;;Afghaanse;50
5;Jaar, Maand, Nationaliteit;2017;1;;Albanese;120
5;Jaar, Maand, Nationaliteit;2017;1;;Algerijnse;200
5;Jaar, Maand, Nationaliteit;2017;1;;Armeense;30
5;Jaar, Maand, Nationaliteit;2017;1;;Braziliaanse;10
5;Jaar, Maand, Nationaliteit;2017;1;;Burger van Bosnië-Herzegovina;50
5;Jaar, Maand, Nationaliteit;2017;1;;Chinese;20
5;Jaar, Maand, Nationaliteit;2017;1;;Colombiaanse;10
5;Jaar, Maand, Nationaliteit;2017;1;;Ecuadoraanse;10
5;Jaar, Maand, Nationaliteit;2017;1;;Egyptische;10
5;Jaar, Maand, Nationaliteit;2017;1;;Eritrese;40
5;Jaar, Maand, Nationaliteit;2017;1;;Ethiopische;10
5;Jaar, Maand, Nationaliteit;2017;1;;Gambiaanse;10
5;Jaar, Maand, Nationaliteit;2017;1;;Georgische;60
5;Jaar, Maand, Nationaliteit;2017;1;;Ghanese;10
5;Jaar, Maand, Nationaliteit;2017;1;;Guinese;10
5;Jaar, Maand, Nationaliteit;2017;1;;Indiase;10
5;Jaar, Maand, Nationaliteit;2017;1;;Indonesische;10
5;Jaar, Maand, Nationaliteit;2017;1;;Iraakse;100
5;Jaar, Maand, Nationaliteit;2017;1;;Iraanse;50
5;Jaar, Maand, Nationaliteit;2017;1;;Ivoriaanse;10
5;Jaar, Maand, Nationaliteit;2017;1;;Kosovaarse;40
5;Jaar, Maand, Nationaliteit;2017;1;;Libanese;10
5;Jaar, Maand, Nationaliteit;2017;1;;Libische;30
5;Jaar, Maand, Nationaliteit;2017;1;;Macedonische;40
5;Jaar, Maand, Nationaliteit;2017;1;;Marokkaanse;290
5;Jaar, Maand, Nationaliteit;2017;1;;Mongolische;20
5;Jaar, Maand, Nationaliteit;2017;1;;Montenegrijnse;10
5;Jaar, Maand, Nationaliteit;2017;1;;Nigeriaanse;20
5;Jaar, Maand, Nationaliteit;2017;1;;Oekraïense;20
5;Jaar, Maand, Nationaliteit;2017;1;;Onbekend;10
5;Jaar, Maand, Nationaliteit;2017;1;;Pakistaanse;30
5;Jaar, Maand, Nationaliteit;2017;1;;Poolse;10
5;Jaar, Maand, Nationaliteit;2017;1;;Russische;20
5;Jaar, Maand, Nationaliteit;2017;1;;Servische;90
5;Jaar, Maand, Nationaliteit;2017;1;;Sierra Leoonse;10
5;Jaar, Maand, Nationaliteit;2017;1;;Soedanese;10
5;Jaar, Maand, Nationaliteit;2017;1;;Somalische;10
5;Jaar, Maand, Nationaliteit;2017;1;;Surinaamse;30
5;Jaar, Maand, Nationaliteit;2017;1;;Syrische;20
5;Jaar, Maand, Nationaliteit;2017;1;;Tunesische;40
5;Jaar, Maand, Nationaliteit;2017;1;;Turkse;20
5;Jaar, Maand, Nationaliteit;2017;2;;Afghaanse;40
5;Jaar, Maand, Nationaliteit;2017;2;;Albanese;140
5;Jaar, Maand, Nationaliteit;2017;2;;Algerijnse;180
5;Jaar, Maand, Nationaliteit;2017;2;;Armeense;10
5;Jaar, Maand, Nationaliteit;2017;2;;Braziliaanse;10
5;Jaar, Maand, Nationaliteit;2017;2;;Burger van Bosnië-Herzegovina;20
5;Jaar, Maand, Nationaliteit;2017;2;;Chinese;10
5;Jaar, Maand, Nationaliteit;2017;2;;Colombiaanse;10
5;Jaar, Maand, Nationaliteit;2017;2;;Dominicaanse;10
5;Jaar, Maand, Nationaliteit;2017;2;;Egyptische;10
5;Jaar, Maand, Nationaliteit;2017;2;;Eritrese;40
5;Jaar, Maand, Nationaliteit;2017;2;;Ethiopische;10
5;Jaar, Maand, Nationaliteit;2017;2;;Gambiaanse;20
5;Jaar, Maand, Nationaliteit;2017;2;;Georgische;50
5;Jaar, Maand, Nationaliteit;2017;2;;Ghanese;10
5;Jaar, Maand, Nationaliteit;2017;2;;Guinee-Bissause;10
5;Jaar, Maand, Nationaliteit;2017;2;;Guinese;10
5;Jaar, Maand, Nationaliteit;2017;2;;Indiase;10
5;Jaar, Maand, Nationaliteit;2017;2;;Indonesische;10
5;Jaar, Maand, Nationaliteit;2017;2;;Iraakse;90
5;Jaar, Maand, Nationaliteit;2017;2;;Iraanse;20
5;Jaar, Maand, Nationaliteit;2017;2;;Kosovaarse;10
5;Jaar, Maand, Nationaliteit;2017;2;;Libische;50
5;Jaar, Maand, Nationaliteit;2017;2;;Macedonische;10
5;Jaar, Maand, Nationaliteit;2017;2;;Marokkaanse;240
5;Jaar, Maand, Nationaliteit;2017;2;;Mongolische;20
5;Jaar, Maand, Nationaliteit;2017;2;;Nigeriaanse;30
5;Jaar, Maand, Nationaliteit;2017;2;;Nog Niet Ingevoerd;10
5;Jaar, Maand, Nationaliteit;2017;2;;Oekraïense;20
5;Jaar, Maand, Nationaliteit;2017;2;;Onbekend;10
5;Jaar, Maand, Nationaliteit;2017;2;;Pakistaanse;10
5;Jaar, Maand, Nationaliteit;2017;2;;Palestijnse;10
5;Jaar, Maand, Nationaliteit;2017;2;;Poolse;10
5;Jaar, Maand, Nationaliteit;2017;2;;Roemeense;10
5;Jaar, Maand, Nationaliteit;2017;2;;Russische;10
5;Jaar, Maand, Nationaliteit;2017;2;;Servische;70
5;Jaar, Maand, Nationaliteit;2017;2;;Sierra Leoonse;10
5;Jaar, Maand, Nationaliteit;2017;2;;Soedanese;10
5;Jaar, Maand, Nationaliteit;2017;2;;Somalische;20
5;Jaar, Maand, Nationaliteit;2017;2;;Staatloos;10
5;Jaar, Maand, Nationaliteit;2017;2;;Surinaamse;30
5;Jaar, Maand, Nationaliteit;2017;2;;Syrische;40
5;Jaar, Maand, Nationaliteit;2017;2;;Tunesische;40
5;Jaar, Maand, Nationaliteit;2017;2;;Turkse;30
5;Jaar, Maand, Nationaliteit;2017;2;;Ugandese;10
