Nummer;Totaal van;Jaar;Maand;Land van herkomst;Aantal uitgestroomd uit opvang
1;Jaar;2019;*Alle*;*Alle*;31380
2;Jaar, Maand;2019;1;*Alle*;2800
2;Jaar, Maand;2019;2;*Alle*;2550
2;Jaar, Maand;2019;3;*Alle*;2470
2;Jaar, Maand;2019;4;*Alle*;2470
2;Jaar, Maand;2019;5;*Alle*;2630
2;Jaar, Maand;2019;6;*Alle*;2230
2;Jaar, Maand;2019;7;*Alle*;2890
2;Jaar, Maand;2019;8;*Alle*;2330
2;Jaar, Maand;2019;9;*Alle*;2330
2;Jaar, Maand;2019;10;*Alle*;2980
2;Jaar, Maand;2019;11;*Alle*;2680
2;Jaar, Maand;2019;12;*Alle*;3030
3;Jaar, Land van herkomst;2019;*Alle*;Afghanistan;1090
3;Jaar, Land van herkomst;2019;*Alle*;Albanië;330
3;Jaar, Land van herkomst;2019;*Alle*;Algerije;1610
3;Jaar, Land van herkomst;2019;*Alle*;Angola;50
3;Jaar, Land van herkomst;2019;*Alle*;Armenië;200
3;Jaar, Land van herkomst;2019;*Alle*;Azerbeidzjan;350
3;Jaar, Land van herkomst;2019;*Alle*;Bahrein;10
3;Jaar, Land van herkomst;2019;*Alle*;Bangladesh;20
3;Jaar, Land van herkomst;2019;*Alle*;Belarus;220
3;Jaar, Land van herkomst;2019;*Alle*;Benin;20
3;Jaar, Land van herkomst;2019;*Alle*;Bosnië-Herzegovina;110
3;Jaar, Land van herkomst;2019;*Alle*;Brazilië;10
3;Jaar, Land van herkomst;2019;*Alle*;Burkina Faso;10
3;Jaar, Land van herkomst;2019;*Alle*;Burundi;40
3;Jaar, Land van herkomst;2019;*Alle*;China;200
3;Jaar, Land van herkomst;2019;*Alle*;Colombia;60
3;Jaar, Land van herkomst;2019;*Alle*;Congo;110
3;Jaar, Land van herkomst;2019;*Alle*;Cuba;50
3;Jaar, Land van herkomst;2019;*Alle*;Democratische Republiek Congo;10
3;Jaar, Land van herkomst;2019;*Alle*;Djibouti;10
3;Jaar, Land van herkomst;2019;*Alle*;Dominicaanse Republiek;10
3;Jaar, Land van herkomst;2019;*Alle*;Duitsland;10
3;Jaar, Land van herkomst;2019;*Alle*;Egypte;170
3;Jaar, Land van herkomst;2019;*Alle*;El Salvador;30
3;Jaar, Land van herkomst;2019;*Alle*;Eritrea;2980
3;Jaar, Land van herkomst;2019;*Alle*;Ethiopië;670
3;Jaar, Land van herkomst;2019;*Alle*;Filipijnen;20
3;Jaar, Land van herkomst;2019;*Alle*;Frankrijk;10
3;Jaar, Land van herkomst;2019;*Alle*;Gambia;550
3;Jaar, Land van herkomst;2019;*Alle*;Georgië;410
3;Jaar, Land van herkomst;2019;*Alle*;Ghana;130
3;Jaar, Land van herkomst;2019;*Alle*;Guinee;290
3;Jaar, Land van herkomst;2019;*Alle*;Guinee-Bissau;20
3;Jaar, Land van herkomst;2019;*Alle*;India;40
3;Jaar, Land van herkomst;2019;*Alle*;Indonesië;10
3;Jaar, Land van herkomst;2019;*Alle*;Irak;1390
3;Jaar, Land van herkomst;2019;*Alle*;Iran;1250
3;Jaar, Land van herkomst;2019;*Alle*;Israël;60
3;Jaar, Land van herkomst;2019;*Alle*;Ivoorkust;90
3;Jaar, Land van herkomst;2019;*Alle*;Jamaica;20
3;Jaar, Land van herkomst;2019;*Alle*;Jemen;510
3;Jaar, Land van herkomst;2019;*Alle*;Joegoslavië;90
3;Jaar, Land van herkomst;2019;*Alle*;Jordanië;70
3;Jaar, Land van herkomst;2019;*Alle*;Kameroen;50
3;Jaar, Land van herkomst;2019;*Alle*;Kazachstan;20
3;Jaar, Land van herkomst;2019;*Alle*;Kenya;10
3;Jaar, Land van herkomst;2019;*Alle*;Kirgizië;20
3;Jaar, Land van herkomst;2019;*Alle*;Koeweit;40
3;Jaar, Land van herkomst;2019;*Alle*;Kosovo;60
3;Jaar, Land van herkomst;2019;*Alle*;Libanon;100
3;Jaar, Land van herkomst;2019;*Alle*;Liberia;40
