FID,cte,thema,themb,omschr,datum,gradenhoek,hecto,z,eignam,layer,dtm,mutatie_co,dtb_id,se_anno_cad_data,gdb_geomattr_data,shape
dtb_lijn.1999957,T0105,,,raster/hekwerk,2000-04-06T00:00:00,,,,,1,1,O,46638705,,,"LINESTRING (177267.29100000113 321918.7989999987, 177309.89600000158 321885.59899999946, 177338.82600000128 321863.01099999994, 177345.2740000002 321857.80799999833, 177349.2659999989 321853.8770000003, 177350.11199999973 321852.8200000003, 177350.80200000107 321851.7049999982, 177351.36400000006 321850.4979999997, 177351.1400000006 321849.2030000016, 177350.9450000003 321848.4690000005, 177348.50200000033 321844.5879999995, 177340.20699999854 321838.3220000006, 177324.20199999958 321829.7019999996, 177318.78599999845 321827.3680000007, 177306.9360000007 321823.125)"
dtb_lijn.1999958,T0105,,,raster/hekwerk,2000-04-06T00:00:00,,,,,1,1,O,46638706,,,"LINESTRING (177383.67300000042 321783.8040000014, 177370.42599999905 321756.1979999989, 177360.1499999985 321735.8440000005, 177337.61100000143 321689.1099999994, 177327.3280000016 321668.9539999999, 177290.7049999982 321686.493999999, 177290.36499999836 321686.68499999866, 177285.94700000063 321689.16699999943)"
dtb_lijn.1999959,ZH7,,,talud(bovenkant),2007-04-01T00:00:00,,,,,1,1,O,46638707,,,"LINESTRING (177295.22399999946 321680.2129999995, 177301.2509999983 321677.73000000045, 177316.38199999928 321671.0159999989, 177321.76900000125 321667.2969999984, 177326.2580000013 321662.71400000155)"
dtb_lijn.1999960,ZH7,,,talud(bovenkant),2007-04-01T00:00:00,,,,,1,1,M,46638708,,,"LINESTRING (177307.8049999997 321732.23699999973, 177315.93299999833 321749.94200000167, 177319.31799999997 321759.09099999815, 177324.69099999964 321770.3020000011, 177331.68299999833 321785.5309999995, 177339.70199999958 321803.5529999994, 177341.59699999914 321808.06799999997, 177342.66200000048 321810.60500000045, 177344.2899999991 321816.1319999993)"
dtb_lijn.1999961,ZH6,,,talud(onderkant),2000-04-06T00:00:00,,,,,1,1,O,46638709,,,"LINESTRING (177326.2580000013 321662.71400000155, 177326.13800000027 321665.56500000134, 177324.49700000137 321669.0729999989, 177320.88699999824 321671.6950000003, 177290.20800000057 321686.2520000003)"
dtb_lijn.1999962,ZH7,,,talud(bovenkant),2000-04-06T00:00:00,,,,,1,1,O,46638710,,,"LINESTRING (177388.71200000122 321433.64499999955, 177400.6099999994 321458.5920000002)"
dtb_lijn.1999963,ZH6,,,talud(onderkant),2000-04-06T00:00:00,,,,,1,1,O,46638711,,,"LINESTRING (177340.93499999866 321367.3220000006, 177341.76700000092 321365.6979999989)"
dtb_lijn.1999964,T0101,,,doorgang,1999-03-25T00:00:00,,,,,1,1,O,46651295,,,"LINESTRING (177917.94099999964 379333.4299999997, 177922.2259999998 379329.1799999997)"
dtb_lijn.1999965,MD29,,,,1999-03-25T00:00:00,,,,,1,1,O,46651296,,,"LINESTRING (177921.05000000075 379328.37900000066, 177921.81899999827 379327.7120000012)"
dtb_lijn.1999966,MD29,,,,1999-03-25T00:00:00,,,,,1,1,O,46651297,,,"LINESTRING (177917.11400000006 379332.4149999991, 177915.98699999973 379333.49599999934)"
dtb_lijn.1999967,ZH5,,,insteek sloot,1999-03-25T00:00:00,,,,,1,1,O,46651298,,,"LINESTRING (177923.04800000042 379328.4299999997, 177922.1499999985 379328.9389999993, 177921.60399999842 379328.9629999995, 177921.26099999994 379328.7729999982, 177921.05000000075 379328.37900000066, 177920.97399999946 379328.006000001, 177921.0850000009 379327.3740000017, 177921.37299999967 379326.936999999, 177921.80000000075 379326.35500000045, 177941.0940000005 379307.65300000086, 177941.69000000134 379307.37099999934, 177942.21799999848 379307.70899999887, 177943.4699999988 379309.15199999884, 177943.9210000001 379309.6719999984, 177954.17300000042 379320.11400000006, 177972.60200000182 379339.6950000003)"
dtb_lijn.1999970,MD29,,,,1999-03-25T00:00:00,,,,,1,1,O,46651301,,,"LINESTRING (177946.28299999982 379304.5080000013, 177947.11199999973 379303.6319999993)"
dtb_lijn.1999971,W030701,,,greppel,1999-03-25T00:00:00,,,,,1,1,O,46651302,,,"LINESTRING (177947.11199999973 379303.6319999993, 177976.5540000014 379274.686999999, 177995.875 379293.9849999994, 178007.27600000054 379305.5179999992)"
dtb_lijn.1999972,ZH5,,,insteek sloot,1999-03-25T00:00:00,,,,,1,1,O,46651303,,,"LINESTRING (178007.80200000107 379304.9990000017, 177997.4140000008 379294.4230000004, 177979.02899999917 379275.65199999884, 177978.3110000007 379274.9079999998, 177978.1860000007 379274.6579999998, 177978.1799999997 379274.19999999925, 177995.20800000057 379257.3660000004, 177995.686999999 379256.6979999989, 177995.89499999955 379256.3260000013, 177995.40799999982 379255.3830000013, 177994.8839999996 379255.2120000012, 177994.10599999875 379255.58999999985, 177975.42500000075 379274.28599999845, 177947.04300000146 379302.1330000013, 177946.33300000057 379303.0639999993, 177946.12099999934 379303.8539999984, 177946.28299999982 379304.5080000013, 177946.68499999866 379305.01399999857, 177947.18200000003 379305.0009999983, 177947.97199999914 379304.46499999985, 177976.35599999875 379276.436999999, 177976.64799999818 379276.2329999991, 177977.07299999893 379276.4230000004, 178006.78700000048 379306)"
dtb_lijn.1999973,T0105,,,raster/hekwerk,1999-03-25T00:00:00,,,,,1,1,O,46651304,,,"LINESTRING (177899.56500000134 379250.60500000045, 177895.5709999986 379255.2980000004, 177873.04300000146 379277.8990000002, 177849.10300000012 379301.5489999987)"
dtb_lijn.1999974,ZH6,,,talud(onderkant),1999-03-25T00:00:00,,,,,1,1,O,46651305,,,"LINESTRING (177887.88199999928 379341.21599999815, 177919.11800000072 379310.1039999984, 177962.26700000092 379267.84600000083, 177962.4919999987 379267.61100000143, 177982.48900000006 379247.99599999934, 178002.61100000143 379228.5229999982, 178021.69299999997 379209.50499999896, 178036.91299999878 379194.51999999955, 178047.43100000173 379184.6020000018, 178060.4459999986 379173.2470000014)"
dtb_lijn.1999975,ZH7,,,talud(bovenkant),1999-03-25T00:00:00,,,,,1,1,O,46651306,,,"LINESTRING (178064.90100000054 379175.4829999991, 178063.938000001 379175.94200000167, 178050.70899999887 379188.7410000004, 178043.00200000033 379195.88800000027, 178008.25600000098 379230.28400000185, 177984.3299999982 379253.71499999985, 177965.25299999863 379272.5329999998, 177943.83799999952 379293.25499999896, 177926.09099999815 379311.0370000005, 177906.95800000057 379330.2170000002, 177891.81599999964 379345.23999999836)"
dtb_lijn.1999976,ZH7,,,talud(bovenkant),1999-03-25T00:00:00,,,,,1,1,O,46651307,,,"LINESTRING (177888.9149999991 379342.2729999982, 177920.49300000072 379311.0329999998, 177963.19299999997 379269.2679999992, 177985.31500000134 379247.1220000014, 178013.77800000086 379219.1079999991, 178039.90399999917 379193.3299999982, 178060.4459999986 379173.2470000014)"
dtb_lijn.1999977,W030701,,,greppel,1999-03-25T00:00:00,,,,,1,1,O,46650912,,,"LINESTRING (177994.6499999985 379256.46499999985, 177976.5540000014 379274.686999999)"
dtb_lijn.1999978,T0105,,VIS,raster/hekwerk,1999-03-25T00:00:00,,,,,1,1,O,46650913,,,"LINESTRING (178033.62299999967 379279.5489999987, 178003.60399999842 379249.63899999857, 178016.02600000054 379237.29199999943)"
dtb_lijn.1999979,MD29,,,,1999-03-25T00:00:00,,,,,1,1,O,46650914,,,"LINESTRING (177995.40799999982 379255.3830000013, 177994.6499999985 379256.46499999985)"
dtb_lijn.1999980,ZH6,,,talud(onderkant),1999-03-25T00:00:00,,,,,1,1,O,46650911,,,"LINESTRING (177892.3280000016 379345.76399999857, 177915.39699999988 379323.1429999992, 177942.563000001 379296.8779999986, 177967.6799999997 379271.6860000007, 177988.29399999976 379251.15100000054, 178014.31899999827 379225.4820000008, 178039.6710000001 379200.7259999998, 178058.50200000033 379182.29100000113, 178064.90100000054 379175.4829999991)"
dtb_lijn.1999981,ZH5,,,insteek sloot,1999-03-25T00:00:00,,,,,1,1,O,46650915,,,"LINESTRING (178016.02600000054 379237.29199999943, 178016.27699999884 379236.7410000004, 178016.25499999896 379236.0769999996, 178015.76700000092 379235.09800000116, 178014.561999999 379234.96599999815, 178000.23800000176 379249.3229999989, 177999.20899999887 379250.5170000009, 177998.79300000146 379251.5399999991, 177998.95600000024 379252.3020000011, 177999.5 379252.78599999845, 178000.70199999958 379252.1160000004, 178001.70100000128 379251.15399999917, 178002.14400000125 379251.1030000001, 178032.05799999833 379281.09099999815)"
dtb_lijn.1999982,ZH5,,,insteek sloot,1999-03-25T00:00:00,,,,,1,1,O,46650916,,,"LINESTRING (177900.8209999986 379249.2109999992, 177900.94999999925 379249.5729999989, 177901.00699999928 379249.79300000146, 177900.9990000017 379250.0249999985, 177900.8759999983 379250.23999999836, 177900.59299999848 379250.506000001, 177900.0799999982 379250.6550000012, 177899.56500000134 379250.60500000045)"
dtb_lijn.1999983,T0101,,,doorgang,1999-03-25T00:00:00,,,,,1,1,O,46650917,,,"LINESTRING (178031.57499999925 379238.7899999991, 178029.6490000002 379236.9270000011)"
dtb_lijn.1999984,T0105,,,raster/hekwerk,1999-03-25T00:00:00,,,,,1,1,O,46650918,,,"LINESTRING (178053.07499999925 379260.34699999914, 178031.57499999925 379238.7899999991)"
dtb_lijn.1999985,T0105,,VIS,raster/hekwerk,1999-03-25T00:00:00,,,,,1,1,O,46650919,,,"LINESTRING (177878.87700000033 379229.8420000002, 177899.56500000134 379250.60500000045)"
dtb_lijn.1999986,MD9,,,opnamegrens,1999-03-25T00:00:00,,,,,1,1,O,46650920,,,"LINESTRING (178189.15700000152 379125.88699999824, 178160.71799999848 379153.9979999997, 178160.24599999934 379154.4629999995, 178159.5 379155.19999999925, 178159.01700000092 379155.67599999905, 178134.3830000013 379179.9930000007, 178133.6950000003 379180.6719999984, 178132.9699999988 379181.38699999824, 178074.14600000158 379239.5150000006, 178073.66800000146 379239.98699999973, 178072.87200000137 379240.7740000002, 178072.51999999955 379241.1229999997, 178053.07499999925 379260.34699999914, 178033.62299999967 379279.5489999987, 178032.89400000125 379280.2670000009, 178032.54800000042 379280.6079999991, 178032.05799999833 379281.09099999815, 178007.80200000107 379304.9990000017, 178007.27600000054 379305.5179999992, 178006.78700000048 379306, 177972.60200000182 379339.6950000003, 177972.11800000072 379340.1719999984, 177971.71799999848 379340.56700000167, 177931.54100000113 379380.3049999997, 177931.0940000005 379380.7470000014, 177930.6339999996 379381.2019999996, 177930.26099999994 379381.5709999986, 177928.73800000176 379383.03500000015)"
dtb_lijn.1999987,T0105,,,raster/hekwerk,1999-03-25T00:00:00,,,,,1,1,O,46650921,,,"LINESTRING (178016.02600000054 379237.29199999943, 178018.0080000013 379235.41800000146)"
dtb_lijn.1999988,T0105,,VIS,raster/hekwerk,1999-03-25T00:00:00,,,,,1,1,O,46650922,,,"LINESTRING (177900.8209999986 379249.2109999992, 177897.68299999833 379245.9679999985, 177880.12299999967 379228.61300000176)"
dtb_lijn.1999989,T0105,,VIS,raster/hekwerk,1999-03-25T00:00:00,,,,,1,1,O,46651841,,,"LINESTRING (178023.42399999872 379230.2410000004, 178042.57299999893 379211.54199999943, 178072.51999999955 379241.1229999997)"
dtb_lijn.1999990,T0101,,,doorgang,1999-03-25T00:00:00,,,,,1,1,O,46646802,,,"LINESTRING (178018.0080000013 379235.41800000146, 178021.40199999884 379232.08199999854)"
dtb_lijn.1999991,T0105,,,raster/hekwerk,1999-03-25T00:00:00,,,,,1,1,O,46646803,,,"LINESTRING (178021.40199999884 379232.08199999854, 178023.42399999872 379230.2410000004)"
dtb_lijn.1999992,T0105,,,raster/hekwerk,1999-03-25T00:00:00,,,,,1,1,N,46643962,,,"LINESTRING (179511.62000000104 376552.82400000095, 179511.7049999982 376547.8579999991, 179504.7650000006 376547.05700000003)"
dtb_lijn.1999993,ZH6,,,talud(onderkant),1999-03-25T00:00:00,,,,,1,1,N,46643963,,,"LINESTRING (179484.01000000164 376587.563000001, 179483.82299999893 376586.22300000116, 179483.9609999992 376582.69000000134, 179487.37299999967 376551.1799999997, 179490.06599999964 376524.9389999993, 179491.00299999863 376517.01099999994)"
dtb_lijn.1999994,T0105,,,raster/hekwerk,1999-03-25T00:00:00,,,,,1,1,N,46643964,,,"LINESTRING (179504.7650000006 376547.05700000003, 179504.29800000042 376551.9820000008)"
dtb_lijn.1999995,T0105,,VIS,raster/hekwerk,1999-03-25T00:00:00,,,,,1,1,N,46643965,,,"LINESTRING (179504.29800000042 376551.9820000008, 179511.62000000104 376552.82400000095)"
dtb_lijn.1999996,ZH5,,,insteek sloot,1999-03-25T00:00:00,,,,,1,1,N,46643966,,,"LINESTRING (179507.12999999896 376518.80700000003, 179509.0249999985 376502.1160000004, 179509.5240000002 376501.7490000017)"
dtb_lijn.1999997,ZH5,,,insteek sloot,1999-03-25T00:00:00,,,,,1,1,N,46643967,,,"LINESTRING (179509.97100000083 376499.46400000155, 179508.2809999995 376499.5329999998, 179507.4759999998 376500.0150000006, 179507.00299999863 376500.53500000015, 179506.73999999836 376501.3929999992, 179506.4299999997 376504.4299999997, 179504.69200000167 376518.53500000015)"
dtb_lijn.1999998,T0105,,VIS,raster/hekwerk,1999-03-25T00:00:00,,,,,1,1,N,46643968,,,"LINESTRING (179552.2659999989 376504.11400000006, 179526.34299999848 376501.3779999986, 179509.97100000083 376499.46400000155)"
dtb_lijn.1999999,ZH5,,,insteek sloot,1999-03-25T00:00:00,,,,,1,1,N,46643537,,,"LINESTRING (179504.69200000167 376518.53500000015, 179504.53799999878 376521.7490000017, 179504.67399999872 376522.8830000013, 179504.93100000173 376523.38699999824, 179505.59200000018 376523.811999999, 179506.1700000018 376523.87000000104, 179506.52299999818 376523.71499999985, 179506.73900000006 376523.01199999824, 179507.12999999896 376518.80700000003)"
dtb_lijn.2000000,T0101,,,doorgang,1999-03-25T00:00:00,,,,,1,1,N,46643538,,,"LINESTRING (179506.47800000012 376528.98800000176, 179506.97899999842 376523.3500000015)"
dtb_lijn.2000001,T0105,,,raster/hekwerk,1999-03-25T00:00:00,,,,,1,1,N,46643539,,,"LINESTRING (179506.97899999842 376523.3500000015, 179507.5089999996 376518.84899999946)"
dtb_lijn.2000002,T0105,,VIS,raster/hekwerk,1999-03-25T00:00:00,,,,,1,1,N,46643536,,,"LINESTRING (179509.5240000002 376501.7490000017, 179531.0949999988 376504.1079999991, 179552.04300000146 376506.12000000104)"
dtb_lijn.2000003,T0105,,,raster/hekwerk,1999-03-25T00:00:00,,,,,1,1,N,46643540,,,"LINESTRING (179507.5089999996 376518.84899999946, 179509.5240000002 376501.7490000017)"
dtb_lijn.2000004,T0101,,,doorgang,1999-03-25T00:00:00,,,,,1,1,N,46643542,,,"LINESTRING (179525.5240000002 376360.91899999976, 179524.48099999875 376365.6160000004)"
dtb_lijn.2000005,ZH7,,,talud(bovenkant),1999-03-25T00:00:00,,,,,1,1,N,46643543,,,"LINESTRING (179463.90799999982 376513.99500000104, 179467.43100000173 376482.4459999986, 179470.89400000125 376453.4079999998, 179474.00400000066 376422.56599999964, 179477.11899999902 376395.97100000083, 179480.2749999985 376371.38500000164, 179482.16000000015 376349.16000000015, 179482.39200000092 376343.5150000006, 179483.4389999993 376336.30099999905, 179484.44099999964 376331.9829999991, 179486.82600000128 376308.22100000083, 179489.88500000164 376281.0080000013, 179492.48000000045 376255.9620000012, 179495.5949999988 376231.33399999887, 179498.63699999824 376204.62099999934, 179500.78299999982 376184.13599999994, 179503.01700000092 376163.6770000011, 179504.87000000104 376147.31700000167)"
dtb_lijn.2000006,ZH6,,,talud(onderkant),1999-03-25T00:00:00,,,,,1,1,N,46643545,,,"LINESTRING (179539.56899999827 376151.30000000075, 179535.76900000125 376184.3599999994, 179530.82200000063 376226.91800000146, 179527.5549999997 376258.5789999999, 179522.1490000002 376305.05000000075, 179517.78799999878 376345.88599999994, 179512.9530000016 376388.98999999836, 179508.83300000057 376428.80000000075, 179506.05099999905 376452.1039999984, 179502.23900000006 376488.00499999896, 179499.19799999893 376517.9239999987)"
dtb_lijn.2000007,ZH7,,,talud(bovenkant),1999-03-25T00:00:00,,,,,1,1,N,46643546,,,"LINESTRING (179532.91899999976 376150.5370000005, 179528.438000001 376191.7950000018, 179525.39299999923 376221.01399999857, 179522.07200000063 376249.41099999845, 179518.9690000005 376279.66699999943, 179516.05700000003 376305.6979999989, 179512.76199999824 376332.243999999, 179512.88599999994 376334.53599999845, 179513.0469999984 376335.48000000045, 179513.03500000015 376336.9620000012, 179511.42399999872 376349.5700000003, 179510.9549999982 376350.7670000009, 179510.76099999994 376352.11400000006, 179508.96499999985 376368.77899999917, 179504.62900000066 376407.78400000185, 179501.2049999982 376438.4360000007, 179497.7650000006 376470.25400000066, 179494.1640000008 376501.6570000015, 179492.48200000077 376517.17599999905)"
dtb_lijn.2000008,ZH7,,,talud(bovenkant),1999-03-25T00:00:00,,,,,1,1,N,46643547,,,"LINESTRING (179497.45199999958 376517.7289999984, 179499.83700000122 376493.2659999989, 179503.04199999943 376464.4079999998, 179507.0309999995 376435.58900000155, 179510.8280000016 376398.3759999983, 179515.73200000077 376353.66699999943, 179517.38599999994 376340.4270000011, 179518.45100000128 376327.47399999946, 179521.47899999842 376298.7740000002, 179525.30200000107 376264.625, 179528.54199999943 376236.6710000001, 179532.0249999985 376206.1730000004, 179535.07699999958 376175.8759999983, 179538.3909999989 376151.1649999991)"
dtb_lijn.2000009,W030701,,,greppel,1999-03-25T00:00:00,,,,,1,1,O,46643548,,,"LINESTRING (179445.35799999908 377478.59800000116, 179423.0780000016 377476.1469999999, 179407.67599999905 377474.9479999989, 179404.26099999994 377475.18200000003, 179405.7809999995 377488.2809999995, 179407.2509999983 377499.4140000008, 179407.71200000122 377506.2010000013)"
dtb_lijn.2000010,T0105,,VIS,raster/hekwerk,1999-03-25T00:00:00,,,,,1,1,O,46643549,,,"LINESTRING (179449.51700000092 377427.1400000006, 179410.31899999827 377422.84800000116)"
dtb_lijn.2000011,W030701,,,greppel,1999-03-25T00:00:00,,,,,1,1,O,46637865,,,"LINESTRING (179449.18100000173 377522.32499999925, 179432.19200000167 377520.40199999884, 179412.41299999878 377518.1319999993, 179406.61400000006 377517.6640000008)"
dtb_lijn.2000012,T0105,,VIS,raster/hekwerk,1999-03-25T00:00:00,,,,,1,1,O,46644382,,,"LINESTRING (179408.96799999848 377506.0480000004, 179408.05600000173 377498.61499999836, 179405.7490000017 377476.2490000017, 179419.98299999908 377477.09099999815, 179445.6400000006 377479.7340000011)"
dtb_lijn.2000013,T0105,,VIS,raster/hekwerk,1999-03-25T00:00:00,,,,,1,1,O,46644383,,,"LINESTRING (179449.04100000113 377523.55900000036, 179407.9200000018 377519.0080000013, 179403.84800000116 377553.9990000017)"
dtb_lijn.2000014,T0105,,VIS,raster/hekwerk,1999-03-25T00:00:00,,,,,1,1,O,46644384,,,"LINESTRING (179407.6860000007 377516.9230000004, 179432.5469999984 377519.3990000002, 179449.2950000018 377521.3220000006)"
dtb_lijn.2000015,MD9,,,opnamegrens,1999-03-25T00:00:00,,,,,1,1,O,46644381,,,"LINESTRING (179412.90700000152 377731.23699999973, 179415.48699999973 377722.8599999994, 179415.79300000146 377721.8720000014, 179416.05900000036 377721.01199999824, 179434.44700000063 377634.38599999994, 179434.58199999854 377633.55799999833, 179434.80600000173 377632.1799999997, 179434.9609999992 377631.2250000015, 179435.41200000048 377628.4530000016, 179435.68299999833 377626.7879999988, 179436.0009999983 377624.83100000024, 179436.20100000128 377623.60599999875, 179444.79300000146 377558.76300000027, 179449.04100000113 377523.55900000036, 179449.18100000173 377522.32499999925, 179449.2950000018 377521.3220000006, 179445.6400000006 377479.7340000011, 179445.35799999908 377478.59800000116, 179445.10799999908 377477.5920000002, 179449.51700000092 377427.1400000006, 179449.60799999908 377426.34600000083, 179449.72899999842 377425.2829999998, 179455.73200000077 377372.28599999845, 179455.83999999985 377371.3350000009, 179455.9290000014 377370.54399999976, 179467.47300000116 377268.631000001, 179467.54300000146 377268.01099999994, 179467.61800000072 377267.35500000045, 179467.89200000092 377265.29199999943)"
dtb_lijn.2000016,T0105,,VIS,raster/hekwerk,1999-03-25T00:00:00,,,,,1,1,O,46644385,,,"LINESTRING (179412.2960000001 377368.00400000066, 179419.52100000158 377368.8530000001, 179436.15199999884 377370.30799999833, 179455.73200000077 377372.28599999845)"
dtb_lijn.2000017,T0101,,,doorgang,1999-03-25T00:00:00,,,,,1,1,O,46644386,,,"LINESTRING (179418.2969999984 377320.3669999987, 179418.70899999887 377314.7329999991)"
dtb_lijn.2000018,T0105,,,raster/hekwerk,1999-03-25T00:00:00,,,,,1,1,O,46644387,,,"LINESTRING (179418.70899999887 377314.7329999991, 179418.88500000164 377313.48800000176)"
dtb_lijn.2000019,T0105,,,raster/hekwerk,1999-03-25T00:00:00,,,,,1,1,O,46644388,,,"LINESTRING (179418.21599999815 377322.6559999995, 179418.2969999984 377320.3669999987)"
