FID,entity,layer,vliegdatum,se_anno_cad_data,gdb_geomattr_data,shape
vliegln_krib_maas_2009.1,,091007,2009-10-07T00:00:00,,,"LINESTRING (153444.6490000002 419524.3920000009, 153114.61300000176 418787.06799999997, 152868.8299999982 418513.21400000155, 152580.9290000014 418316.59099999815, 152159.59699999914 418169.12099999934, 151464.40799999982 417853.1319999993, 150937.74799999967 417621.3979999982, 150565.58300000057 417417.76099999994, 150193.40900000185 417200.06700000167, 149870.39299999923 416968.3429999985, 149526.30799999833 416673.41600000113, 149126.05200000107 416420.618999999, 148774.938000001 416273.15100000054)"
vliegln_krib_maas_2009.2,,091007,2009-10-07T00:00:00,,,"LINESTRING (156527.34800000116 425970.69299999997, 156218.38100000098 425830.2479999997, 156035.80999999866 425668.7419999987, 155902.39200000092 425415.95600000024, 155761.94200000167 425113.98600000143, 155474.03700000048 424678.62000000104, 155136.98299999908 424278.3590000011, 154813.95899999887 423857.0379999988, 154399.65199999884 423119.70800000057, 153971.30099999905 422480.6970000006, 153578.06700000167 421743.38599999994, 153444.64799999818 421308.0089999996, 153346.33999999985 420907.7470000014, 153283.13699999824 420458.33399999887, 153262.06799999997 420001.8990000002, 153276.12299999967 419454.16699999943, 153276.12299999967 419025.81700000167, 153269.09099999815 418688.76399999857)"
vliegln_krib_maas_2009.3,,091007,2009-10-07T00:00:00,,,"LINESTRING (164567.66899999976 425444.03500000015, 164160.39200000092 425479.1429999992, 163907.58900000155 425542.3370000012, 163746.08799999952 425640.6469999999, 163612.66800000146 425788.118999999, 163437.10700000077 426026.875, 163296.66899999976 426223.49599999934, 163064.94099999964 426483.3110000007, 162784.05799999833 426651.84099999815, 162566.36899999902 426743.1270000003, 162341.65700000152 426778.23900000006, 162116.9609999992 426750.1559999995, 161899.26799999923 426665.8759999983, 161751.80999999866 426553.52899999917, 161611.36300000176 426377.98099999875, 161527.10200000182 426174.3280000016, 161435.80700000003 425795.1409999989, 161344.51999999955 425408.9239999987, 161112.78799999878 424875.243999999, 161053.54199999943 424752.51300000027)"
vliegln_krib_maas_2009.4,,091007,2009-10-07T00:00:00,,,"LINESTRING (149055.81899999827 416329.3289999999, 148564.28200000152 416308.26099999994, 148297.44299999997 416406.56799999997, 148072.72800000012 416554.0390000008, 147819.9290000014 416673.4129999988, 147595.23000000045 416673.41600000113, 147307.3209999986 416680.4450000003, 147019.41000000015 416673.4059999995, 146710.44099999964 416638.3040000014, 146478.7100000009 416532.9670000002, 146064.3990000002 416195.9079999998, 145825.64699999988 416020.35599999875, 145622.0080000013 415837.78599999845)"
vliegln_krib_maas_2009.5,,091007,2009-10-07T00:00:00,,,"LINESTRING (145959.06899999827 416069.51099999994, 145509.65799999982 415992.2719999999, 145291.96700000018 416020.35599999875, 145088.3289999999 416076.53599999845, 144947.89200000092 416174.84099999815, 144751.27100000158 416371.45600000024, 144554.64699999988 416582.12999999896, 144245.67700000107 416799.81599999964, 143971.813000001 416926.21499999985, 143740.08999999985 417010.48000000045, 143487.2899999991 417059.6259999983, 143262.58100000024 417059.6339999996, 143065.95899999887 417038.55799999833, 142911.48200000077 417003.4479999989, 142630.58700000122 416898.1180000007, 142356.72899999842 416799.81599999964, 142012.64699999988 416743.6420000009, 141808.99700000137 416743.63800000027, 141535.14299999923 416743.6409999989, 141408.73699999973 416792.7890000008, 141177.01000000164 416870.0300000012, 140762.71200000122 416968.3449999988, 140243.06799999997 417073.66600000113, 139863.87900000066 417108.79300000146)"
vliegln_krib_maas_2009.6,,091007,2009-10-07T00:00:00,,,"LINESTRING (145453.48200000077 416225.756000001, 145685.21299999952 416278.4230000004, 145850.22700000182 416359.16800000146, 146085.46700000018 416534.7270000018, 146348.79800000042 416731.3539999984, 146678.83799999952 416875.3049999997, 146914.0799999982 416917.43200000003, 147279.22800000012 416959.56799999997, 147542.5610000007 416966.5920000002, 147865.5780000016 416906.90300000086, 148195.61800000072 416759.43499999866, 148357.11899999902 416685.7030000016, 148585.33700000122 416590.8969999999, 148796.00699999928 416604.9510000013, 148953.99799999967 416622.50400000066, 149111.9990000017 416696.24500000104, 149357.78299999982 416875.3049999997, 149919.53700000048 417307.1620000005, 150284.69000000134 417538.89400000125, 150793.7969999984 417816.2659999989, 151345.03299999982 418104.1730000004, 151878.70699999854 418311.32499999925, 152352.71299999952 418486.87900000066, 152623.063000001 418627.32499999925, 152770.51999999955 418778.28500000015, 152942.55799999833 419010.0210000016, 153023.3200000003 419308.4620000012, 153040.8669999987 419536.6810000017, 153026.8289999999 419972.0469999984, 153051.41299999878 420431.99500000104, 153139.17799999937 420993.7740000002, 153212.9219999984 421299.23000000045, 153377.94299999997 421860.9979999997, 153697.44000000134 422492.98600000143, 153992.37299999967 422974.006000001, 154294.31700000167 423437.4750000015, 154641.91899999976 424065.9389999993, 155003.55099999905 424543.4549999982, 155228.2589999996 424768.1620000005, 155474.04100000113 425070.11499999836, 155628.51799999923 425343.9750000015, 155775.9910000004 425677.5170000009, 155930.4699999988 425933.8299999982, 156306.15700000152 426144.48800000176, 156657.2580000013 426267.38599999994)"
vliegln_krib_maas_2009.7,,091007,2009-10-07T00:00:00,,,"LINESTRING (156292.10799999908 426137.4759999998, 156632.69099999964 426109.3839999996, 156850.36899999902 426035.65399999917, 157131.2589999996 425807.4270000011, 157268.19299999997 425579.21400000155, 157545.55799999833 425168.41699999943, 157696.54100000113 425017.4450000003, 157815.90900000185 424926.1490000002, 157977.42300000042 424845.4050000012, 158082.75299999863 424799.7650000006, 158258.30200000107 424740.06599999964, 158444.38800000027 424718.9970000014, 158718.2509999983 424704.9629999995, 159093.9389999993 424680.37999999896, 159494.19900000095 424704.9549999982, 159845.30099999905 424764.63800000027, 160143.74300000072 424817.3139999993, 160431.64699999988 424898.0560000017, 160698.48999999836 425031.48099999875, 160884.5789999999 425171.93299999833, 161035.55299999937 425375.56500000134, 161119.81700000167 425558.13800000027, 161186.53200000152 425877.6559999995, 161235.67799999937 426204.18499999866, 161348.02899999917 426467.51199999824, 161513.04899999872 426702.7509999983, 161678.06899999827 426853.7199999988, 161962.46700000018 426994.16699999943, 162243.35300000012 427092.48099999875)"
vliegln_krib_maas_2009.8,,091007,2009-10-07T00:00:00,,,"LINESTRING (140341.37799999863 417052.6070000008, 139955.16800000146 417031.54199999943, 139618.10200000182 417010.4780000001, 139084.4210000001 416912.16699999943, 138150.47899999842 416701.5029999986, 137048.01000000164 416434.6620000005, 136212.37700000033 416153.78400000185, 135292.47899999842 415704.3570000008, 134800.92700000107 415423.4770000018, 134246.19200000167 415016.1970000006, 133761.66200000048 414601.89499999955, 133087.5390000008 414103.31599999964, 132799.62799999863 413920.7520000003, 132364.26000000164 413731.1550000012, 131858.66800000146 413576.66099999845, 131388.1889999993 413485.368999999, 130952.82200000063 413478.3500000015, 130426.16200000048 413492.4059999995, 129927.58799999952 413520.49500000104, 129379.8590000011 413604.75499999896, 128495.07800000161 413794.34800000116, 127722.63699999824 414061.1889999993, 126788.70300000161 414433.36300000176, 126198.84699999914 414622.96400000155, 125672.18899999931 414749.36300000176, 125194.67700000107 414826.59600000083, 124703.1409999989 414861.71599999815, 124387.1400000006 414847.66099999845, 124021.98800000176 414812.5450000018, 123593.64200000092 414749.3570000008, 123228.48999999836 414665.09099999815, 122842.27699999884 414580.81799999997, 122301.57299999893 414461.4510000013, 121676.60300000012 414384.2100000009, 121367.62700000033 414384.20699999854, 120883.10799999908 414426.34099999815, 120567.1099999994 414468.4679999985)"
vliegln_krib_maas_2009.9,,091007,2009-10-07T00:00:00,,,"LINESTRING (161211.09800000116 425113.9849999994, 160859.99700000137 424805.0179999992, 160607.19900000095 424678.62099999934, 160206.936999999 424559.24599999934, 159834.76700000092 424482.006000001, 159525.80200000107 424439.8740000017, 159125.54199999943 424439.8729999997, 158605.89799999818 424446.8920000009, 158191.59099999815 424510.0920000002, 158030.09200000018 424552.2349999994, 157714.08799999952 424678.6169999987, 157377.0309999995 424966.52800000086, 157180.41099999845 425219.33199999854, 157025.92300000042 425514.2589999996, 156885.48000000045 425710.868999999, 156646.72700000182 425879.4140000008, 156386.91299999878 426005.7980000004)"
vliegln_krib_maas_2009.10,,091007,2009-10-07T00:00:00,,,"LINESTRING (120619.77899999917 414378.93499999866, 120619.7809999995 414958.26000000164)"
vliegln_krib_maas_2009.11,,091007,2009-10-07T00:00:00,,,"LINESTRING (120637.33100000024 414838.8960000016, 120935.77100000158 414768.66600000113, 121441.35700000077 414712.48900000006, 121873.22300000116 414730.04399999976, 122280.51099999994 414789.7280000001, 123000.27199999988 414940.71599999815, 123481.29199999943 415046.0450000018, 123906.13199999928 415133.8220000006, 124309.89999999851 415168.9270000011, 124675.04800000042 415179.46499999985, 125061.26099999994 415172.436999999, 125366.72899999842 415126.7960000001, 125784.53700000048 415039.0219999999, 126290.12700000033 414912.62099999934, 126644.7509999983 414814.30900000036, 127062.56700000167 414635.24599999934, 127677.0009999983 414382.4530000016, 128238.76999999955 414182.31500000134, 128589.88100000098 414073.48000000045, 129084.93299999833 413961.1229999997, 129579.99300000072 413873.34699999914, 130001.3209999986 413827.7049999982, 130436.69299999997 413789.08300000057, 130752.69099999964 413789.0769999996, 131093.26099999994 413775.04399999976, 131465.4299999997 413796.09800000116, 131879.7410000004 413880.368999999, 132220.3110000007 413964.6270000003, 132708.34200000018 414189.3350000009, 133055.9389999993 414403.51900000125, 133589.62099999934 414796.7520000003, 133972.3289999999 415119.7670000009, 134340.9919999987 415414.69900000095, 134772.8500000015 415748.2520000003, 135152.03799999878 415979.98600000143, 135615.50200000033 416190.63899999857, 136191.30700000003 416443.43499999866, 136872.45800000057 416675.16699999943, 137574.66899999976 416843.7030000016, 138515.63100000098 417047.33900000155, 139070.37700000033 417159.6959999986, 139709.38699999824 417300.13899999857, 140327.34099999815 417307.1640000008, 140748.65700000152 417250.98099999875, 141099.77100000158 417187.78400000185, 141521.09899999946 417026.2749999985, 141745.7969999984 416977.11499999836, 142005.62000000104 416991.16699999943, 142314.6000000015 417075.43200000003, 142623.56700000167 417166.72399999946, 142918.49799999967 417293.1259999983, 143290.66800000146 417349.2960000001, 143578.58300000057 417321.19900000095, 143873.5080000013 417250.98099999875, 144217.58900000155 417110.54100000113, 144519.53799999878 416913.91800000146, 144877.66699999943 416597.93499999866, 145158.55000000075 416359.1719999984, 145474.55299999937 416197.66899999976, 145657.12200000137 416127.4479999989)"
vliegln_krib_maas_2009.12,,091004X1,2009-10-04T00:00:00,,,"LINESTRING (172277.98200000077 425717.1739999987, 172557.15300000086 425333.05999999866, 172733.13899999857 424982.35599999875, 173115.93499999866 423835.01300000027, 173525.48099999875 423222.5069999993, 173995.0469999984 422801.6799999997, 174230.98099999875 422650.08399999887, 174693.06599999964 422550.6090000011, 175376.6259999983 422499.7190000005, 175811.09899999946 422296.06500000134, 176140.03700000048 421986.9230000004, 176636.0949999988 421072.1009999998, 176984.9750000015 420749.20899999887, 177446.48900000006 420613.006000001, 178217.53700000048 420569.5949999988, 178445.8139999993 420478.4070000015, 178726.0789999999 420295.84600000083, 178934.10599999875 420043.131000001, 179682.88100000098 418699.85599999875)"
vliegln_krib_maas_2009.13,,091004X1,2009-10-04T00:00:00,,,"LINESTRING (194457.5009999983 413339.0850000009, 193955.59699999914 413760.32499999925, 193470.9140000008 414004.8590000011, 192559.63800000027 414265.38599999994, 191185.44200000167 414388.5229999982, 190691.16000000015 414492.90399999917, 190153.0709999986 414690.80999999866, 189639.71200000122 415061.98600000143, 189430.4210000001 415342.3209999986, 189280.61199999973 415663.83999999985, 189198.28700000048 416677.0879999995, 188841.75 417970.70600000024, 188683.46799999848 418186.86199999973, 188263.63599999994 418564.71400000155, 187829.97100000083 418783.95699999854, 187239.3740000017 418916.0089999996, 186675.09800000116 418919.5179999992, 185870.9200000018 418796.3350000009, 184224.57600000128 418629.6710000001, 182355.18400000036 418145.1070000008, 181612.91200000048 418103.54100000113, 180870.28299999982 418242.40199999884, 180283.4699999988 418457.22100000083, 179907.94299999997 418678.84800000116, 179284.96200000122 419154.33300000057)"
vliegln_krib_maas_2009.14,,091004X1,2009-10-04T00:00:00,,,"LINESTRING (194501.34099999815 411808.5540000014, 194427.54199999943 413036.83199999854, 194447.9539999999 413375.56700000167, 194323.1499999985 413742.936999999)"
vliegln_krib_maas_2009.15,,091004X1,2009-10-04T00:00:00,,,"LINESTRING (194452.4690000005 413523.08900000155, 194336.7800000012 413688.73000000045, 194107.30099999905 413895.9070000015, 193374.86199999973 414265.43299999833, 192496.08900000155 414497.2870000005, 191072.19200000167 414597.65399999917, 190432.27299999818 414802.4140000008, 189903.9910000004 415110.78500000015, 189656.64400000125 415374.1570000015, 189501.10599999875 415726.0219999999, 189377.45199999958 417165.24500000104)"
vliegln_krib_maas_2009.16,,091004X1,2009-10-04T00:00:00,,,"LINESTRING (189513.40199999884 416359.86499999836, 189366.41800000146 416718.5309999995, 189197.19200000167 417322.6629999988, 189143.52699999884 417924.95899999887, 189006.98099999875 418195.6070000008, 188774.5460000001 418458.6409999989, 188152.98200000077 418933.6030000001, 187599.88100000098 419111.2270000018, 187250.78299999982 419169.05999999866, 186482.56500000134 419136.66600000113, 183961.47300000116 418832.9750000015, 182440.62200000137 418424.03400000185, 182041.35799999908 418354.48699999973, 181214.79899999872 418408.0480000004, 180481.18400000036 418643.91800000146, 180086.83900000155 418857.77699999884, 179832.04899999872 419062.67599999905, 179014.11499999836 420363.4200000018, 178769.29199999943 420599.5229999982, 178149.21400000155 420846.21499999985, 177866.55299999937 420878.68299999833, 177502.90900000185 420853.97399999946, 177043.29100000113 421017.3110000007, 176792.65399999917 421262.7589999996, 176288.73900000006 422200.5520000011, 176003.625 422463.16699999943, 175519.5940000005 422700.313000001, 174358.24799999967 422885.2129999995, 173796.7259999998 423296.27800000086, 173274.27600000054 424114.8759999983, 172985.4600000009 425137.6889999993, 172741.56700000167 425510.375, 172538.32499999925 425658.31799999997, 172335.35200000182 425759.6570000015, 172083.1169999987 425820.62099999934, 171422.80099999905 425784.5689999983, 171009.38100000098 425805.45899999887, 169846.6339999996 426621.48600000143, 169524.35300000012 426769.7679999992, 169110.97800000012 426898.7670000009, 168862.5940000005 426920.9219999984, 167683.01000000164 426760.61100000143)"
vliegln_krib_maas_2009.17,,091004X1,2009-10-04T00:00:00,,,"LINESTRING (194076.7199999988 413984.2710000016, 194192.05299999937 413267.12099999934, 194228.32600000128 412472.8449999988, 194789.77800000086 410157.66699999943, 194822.44299999997 409140.4750000015, 194742.11899999902 408104.1719999984, 194849.29300000146 407254.1420000009, 195021.01099999994 406855.7679999992, 195391.52299999818 406398.2019999996, 195937.26399999857 406128.84899999946, 196685.99799999967 405679.69900000095, 197233.50600000098 405277.0799999982, 198591.3289999999 403917.6400000006, 198858.02600000054 403564.8379999995, 198936.89299999923 403352.2250000015, 198983.85300000012 403055.58399999887, 198989.81700000167 401642.90399999917, 199025.11100000143 401390.9979999997, 199251.24700000137 400690.2049999982, 199781.7580000013 400086.2100000009, 199941.77299999818 399828.9620000012, 200068.30900000036 399527.13599999994, 200092.69000000134 399283.7569999993, 199950.7960000001 398164.83999999985, 200085.73299999908 397659.4759999998, 200306.21799999848 397249.71599999815, 200555.45600000024 396905.23800000176, 200789.31899999827 396688.22399999946, 200988.38899999857 396608.7729999982, 201376.9360000007 396619.36400000006, 201616.00400000066 396530.65100000054, 202252.23299999908 395926.06500000134, 202756.71700000018 395569.8929999992, 203013.6889999993 395441.16099999845, 203491.04800000042 395427.8040000014, 204646.08999999985 395602.5300000012, 204984.72100000083 395560.0789999999, 205330.9050000012 395404.77800000086)"
vliegln_krib_maas_2009.18,,091004X2,2009-10-04T00:00:00,,,"LINESTRING (182209.72199999914 342077.1000000015, 182009.68200000003 341698.5700000003, 181913.3289999999 341393.2870000005, 181917.86899999902 340728.59099999815, 181778.6499999985 340039.69200000167, 181480.36899999902 339301.5399999991, 181025.55600000173 338586.7100000009, 180942.9219999984 338226.2890000008, 181007.29199999943 338010.59899999946, 181172.8830000013 337842.9510000013, 181709.8209999986 337689.92599999905, 182042.12999999896 337488.6939999983, 182151.34899999946 337361.19900000095, 182316.31599999964 336990.6649999991)"
