FID,entity,layer,vliegdatum,se_anno_cad_data,gdb_geomattr_data,shape
vliegln_krib_maas_2009.19,,091004X2,2009-10-04T00:00:00,,,"LINESTRING (182287.4450000003 337328.66000000015, 182165.76799999923 336905.91099999845, 181762.86300000176 336295.18200000003, 181589.26799999923 335932.1319999993, 181519.2490000017 335466.1319999993, 181583.6799999997 334789.9789999984, 181520.7190000005 334337.6570000015, 181270.96299999952 334021.68400000036, 180868.2109999992 333639.46599999815, 180355.01900000125 332680.38599999994, 180122.69399999827 332500.37999999896, 179651.3669999987 332309.2470000014, 179521.46400000155 332179.7410000004, 179404.93200000003 331992.2280000001, 179287.1499999985 331601.4470000006)"
vliegln_krib_maas_2009.20,,091004X2,2009-10-04T00:00:00,,,"LINESTRING (179632.2419999987 331904.0940000005, 179048.18100000173 331338.83100000024, 178413.86499999836 330515.16699999943, 178316.10599999875 330249.7129999995, 178334.62700000033 329989.7580000013, 178469.34200000018 329743.80999999866, 178672.45800000057 329573.625, 178943.6339999996 329478.7430000007, 179282.41000000015 329484.03599999845, 179564.89499999955 329596.66600000113, 179762.37299999967 329741.0799999982, 179897.96499999985 329940.3819999993, 180054.0789999999 330356.5179999992)"
vliegln_krib_maas_2009.21,,091004X2,2009-10-04T00:00:00,,,"LINESTRING (179858.24500000104 330251.73000000045, 180403.03500000015 330096.5320000015, 180650.8200000003 329932.48099999875, 180833.25699999928 329735.58199999854, 181113.0300000012 329111.73699999973)"
vliegln_krib_maas_2009.22,,091004X2,2009-10-04T00:00:00,,,"LINESTRING (181279.2340000011 329356.62999999896, 180878.46200000122 329086.8280000016, 180406.78599999845 328844.9789999984, 179942.17599999905 328515.18499999866)"
vliegln_krib_maas_2009.23,,091004X2,2009-10-04T00:00:00,,,"LINESTRING (180256.80000000075 329188.57400000095, 180126.0540000014 328947.9439999983, 180092.65700000152 328121.6020000018, 179781.5009999983 327430.4530000016, 179228.21400000155 326826.8500000015, 179010.8500000015 326458.13699999824, 178745.88599999994 325775.80700000003, 178772.04199999943 325125.8570000008, 178738.21599999815 324942.243999999, 178528.30999999866 324598.69900000095, 178214.5300000012 324297.81799999997)"
vliegln_krib_maas_2009.24,,091004X2,2009-10-04T00:00:00,,,"LINESTRING (178590.92300000042 324138.7899999991, 177618.02800000086 324779.7039999999, 177253.16000000015 324779.6330000013, 176891.44399999827 324630.13500000164, 176736.65399999917 324451.8449999988, 176641.47199999914 324183.4970000014, 176673.29800000042 323497.1790000014, 176589.32400000095 323165.51300000027, 176462.40399999917 322870.70899999887, 176199.08700000122 322582.61300000176, 175923.05700000003 322395.7529999986, 175597.9059999995 321969.84800000116, 175497.2650000006 321655.88599999994, 175449.59699999914 321320.8720000014, 175674.71299999952 320677.6719999984, 175782.79100000113 320555.0020000003, 176033.8839999996 320382.37900000066, 176464.1240000017 320166.78599999845, 176770.68499999866 319890.6030000001)"
vliegln_krib_maas_2009.25,,091004X2,2009-10-04T00:00:00,,,"LINESTRING (176593.05600000173 320398.2170000002, 176781.41600000113 319821.03500000015, 176803.86199999973 319644.84899999946, 176605.85500000045 318211.0170000009, 176602.85200000182 317952.8979999982, 176662.48099999875 317573.04100000113, 176854.01900000125 317025.0769999996, 176875.13599999994 316784.88699999824, 176734.72100000083 315890.1640000008, 176768.94900000095 315199.8189999983, 176749.3299999982 314558.67500000075, 176547.50299999863 313642.76999999955, 176513.65300000086 313304.4270000011, 176484.75699999928 312301.5399999991, 176525.9459999986 311776.3729999997, 176617.813000001 311254.53599999845)"
vliegln_krib_maas_2009.26,,091004X2,2009-10-04T00:00:00,,,"LINESTRING (176498.34699999914 312480.1490000002, 176524.69099999964 311875.68400000036, 176828.5 310509.73800000176, 176829.11199999973 309974.38699999824, 176774.5859999992 309659.1710000001, 176661.28799999878 309324.96499999985, 176124.90700000152 308484.1319999993, 175865.04199999943 308216.91699999943, 175720.40900000185 307931.91000000015, 175672.9990000017 307646.3220000006, 175824.21700000018 306952.34600000083)"
vliegln_krib_maas_2009.27,,091004X2,2009-10-04T00:00:00,,,"LINESTRING (175446.88199999928 307225.8449999988, 176194.64400000125 307301.6570000015)"
vliegln_krib_maas_2009.28,,091004X2,2009-10-04T00:00:00,,,"LINESTRING (176114.53400000185 307018.6779999994, 175938.8990000002 307549.86400000006, 175943.87999999896 307776.3740000017, 176000.81599999964 308008.5639999993, 176321.41699999943 308476.7569999993, 176721.7340000011 308905.44299999997, 177034.28299999982 309545.04199999943, 177084.31799999997 309807.563000001, 177120.27800000086 310277.3660000004, 177088.30799999833 310575.8350000009, 176799.7100000009 311642.3049999997, 176719.2740000002 312174.9759999998, 176721.80200000107 313170.0929999985, 176829.9200000018 313883.11300000176, 177016.81899999827 314568.9679999985, 176971.71700000018 315915.77600000054, 177113.94399999827 316560.78599999845, 177141.33999999985 316866.3220000006, 177065.96799999848 317263.9930000007, 176934.5859999992 317496.1570000015, 176864.9200000018 317821.61300000176, 176885.2950000018 318381.7740000002, 177066.80299999937 319540.82400000095, 177031.25600000098 319783.4840000011, 176932.59200000018 319993.5229999982, 176786.4140000008 320162.19200000167, 175840.80900000036 320796.3530000001)"
vliegln_krib_maas_2009.29,,091004X2,2009-10-04T00:00:00,,,"LINESTRING (176321.38199999928 320339.9780000001, 176101.51799999923 320457.4629999995, 175797.57299999893 320826.31799999997, 175676.18400000036 321335.063000001, 175683.26399999857 321632.76199999824, 175733.5709999986 321800.686999999, 175862.5399999991 322011.0879999995, 176191.63599999994 322364.7039999999, 176524.33100000024 322627.5179999992, 176672.2259999998 322845.2969999984, 176832.85500000045 323367.3999999985, 176873.76199999824 323655.81799999997, 176865.74700000137 324138.45600000024, 176953.1090000011 324405.3029999994, 177145.20100000128 324553.5850000009, 177524.30999999866 324609.40399999917, 177706.42399999872 324534.76900000125, 178063.80200000107 324283.2109999992, 178588.15399999917 324130.2729999982)"
vliegln_krib_maas_2009.30,,091004X2,2009-10-04T00:00:00,,,"LINESTRING (178198.44900000095 323964.936999999, 178355.65100000054 324076.2010000013, 178689.3289999999 324446.48000000045, 178907.8440000005 324809.88599999994, 178980.5709999986 325081.04100000113, 178918.29100000113 325531.76900000125, 179007.41600000113 326021.88899999857, 179381.17300000042 326678.43400000036, 180007.25400000066 327312.91600000113, 180257.34699999914 328029.62000000104, 180365.7890000008 328551.18400000036, 180533.08199999854 328718.54300000146, 181167.6090000011 329038.1490000002)"
vliegln_krib_maas_2009.31,,091004X2,2009-10-04T00:00:00,,,"LINESTRING (180887.9750000015 328335.26300000027, 180906.48299999908 328459.23999999836, 181147.98699999973 329025.4849999994, 181233.11100000143 329349.68499999866, 181223.47100000083 329450.1950000003, 180945.38899999857 329904.4990000017, 180748.61100000143 330099.8440000005, 180419.38199999928 330316.8779999986, 179992.91299999878 330448.23699999973)"
vliegln_krib_maas_2009.32,,091004X2,2009-10-04T00:00:00,,,"LINESTRING (180421.72800000012 330585.7479999997, 179960.22199999914 330254.2729999982, 179566.19299999997 329813.4970000014, 179367.55099999905 329715.5850000009, 179107.48800000176 329664.5159999989, 178874.57699999958 329688.4070000015, 178659.0780000016 329819.0540000014, 178526.68499999866 330040.7829999998, 178518.5390000008 330199.868999999, 178593.93299999833 330463.80700000003, 179034.71400000155 331042.91800000146, 179428.89699999988 331471.2250000015, 179714.15100000054 332223.55700000003)"
vliegln_krib_maas_2009.33,,091004X2,2009-10-04T00:00:00,,,"LINESTRING (179371.5390000008 331985.26300000027, 179561.13599999994 332087.8669999987, 180250.66699999943 332323.3900000006, 180481.57200000063 332497.2349999994, 180684.05600000173 332818.84800000116, 180932.77199999988 333415.2479999997, 181601.51000000164 334095.21599999815, 181772.24599999934 334495.73000000045, 181702.00200000033 335443.33999999985, 181730.25400000066 335756.6039999984, 181891.23000000045 336161.2670000009, 182371.17700000107 336925.5489999987, 182405.8139999993 337124.05799999833, 182236.5949999988 337504.06500000134, 182041.08799999952 337702.64499999955, 181789.7950000018 337829.0940000005, 181196.79800000042 338011.6469999999, 180956.34099999815 338229.1979999989)"
vliegln_krib_maas_2009.34,,091004X3,2009-10-04T00:00:00,,,"LINESTRING (188262.0390000008 351649.15100000054, 188787.41800000146 351381.6030000001, 189249.9290000014 351083.7049999982, 189544.6090000011 351012.59699999914)"
vliegln_krib_maas_2009.35,,091004X3,2009-10-04T00:00:00,,,"LINESTRING (189758.67599999905 350822.9459999986, 189082.58199999854 350966.06599999964, 188119.30999999866 351535.6950000003)"
vliegln_krib_maas_2009.36,,091004X3,2009-10-04T00:00:00,,,"LINESTRING (188967.07200000063 351892.1039999984, 188837.77100000158 351722.62099999934, 188260.59200000018 351328.8139999993, 187553.19099999964 350630.3429999985, 187164.49599999934 350423.22300000116, 187008.27899999917 350257.35500000045, 186921.3040000014 350044.4600000009, 186670.6559999995 349001.95800000057, 186671.59200000018 348754.4459999986, 186749.21700000018 348589.188000001)"
vliegln_krib_maas_2009.37,,091004X3,2009-10-04T00:00:00,,,"LINESTRING (187351.25 349175.26999999955, 187022.1710000001 349243.69099999964, 186250.14400000125 349205.33100000024, 185687 349077.6270000003, 185444.55299999937 348890.2250000015, 184928.5399999991 348215.436999999, 184580.58199999854 347846.6700000018, 184505.39699999988 347709.01199999824, 184398.50400000066 347269.91800000146, 184405.3289999999 347033.84600000083, 184572.19999999925 346672.9270000011, 184984.69299999997 346207.5639999993)"
vliegln_krib_maas_2009.38,,091004X3,2009-10-04T00:00:00,,,"LINESTRING (184406.3139999993 346522.7280000001, 185031.7100000009 346454.05099999905, 185722.65100000054 346458.74500000104, 185912.5150000006 346391.7890000008, 186050.89799999818 346254.7719999999, 186148.0789999999 345937.1579999998, 186101.89600000158 345546.41899999976, 185921.08199999854 345238.5859999992, 185509.88100000098 344862.5179999992)"
vliegln_krib_maas_2009.39,,091004X3,2009-10-04T00:00:00,,,"LINESTRING (186018.5080000013 344770.7349999994, 185365.05299999937 345008.81700000167, 184816.73000000045 345298.9070000015, 184606.86400000006 345340.36499999836, 184406.99399999902 345333.8999999985, 184226.47100000083 345269.80999999866, 183963.92399999872 345139.9919999987, 183748.58999999985 344965.3139999993, 183569.38199999928 344725.21499999985, 183531.62099999934 344575.9510000013, 183550.23900000006 344396.6259999983, 184055.07200000063 343640.6279999986, 184200.5850000009 343173.2419999987)"
vliegln_krib_maas_2009.40,,091004X3,2009-10-04T00:00:00,,,"LINESTRING (184434.77100000158 343518.8579999991, 183824.53200000152 342946.73699999973, 183645.48900000006 342610.33199999854, 183655.87099999934 342372.63899999857, 183924.6160000004 341494.8269999996, 184026.69099999964 341276.7039999999)"
vliegln_krib_maas_2009.41,,091004X3,2009-10-04T00:00:00,,,"LINESTRING (184292.3509999998 341670.7809999995, 183743.16299999878 341279.6429999992, 183405.69799999893 341195.2520000003, 183252.84200000018 341222.0390000008, 182756.2039999999 341488.0460000001, 182511.03599999845 341576.063000001, 182181.99500000104 341627.3020000011, 181768.19200000167 341582.1959999986)"
vliegln_krib_maas_2009.42,,091004X3,2009-10-04T00:00:00,,,"LINESTRING (181086.45600000024 337903.79199999943, 181072.67399999872 338155.6770000011, 181163.29399999976 338455.24599999934, 181674.87299999967 339309.5249999985, 182002.62900000066 340165.7190000005, 182098.6559999995 340720.4079999998, 182077.76700000092 341233.95600000024, 182175.54100000113 341596.0390000008)"
