OBJECTID_1,OBJECTID,IDENT,TYPEINFRAS,TYPEWATER,BREEDTEKLA,BREEDTE,HOOFDAFWAT,FYSIEKVOOR,FUNCTIE,VOORKOMEN,STROOMRICH,SCHEEPSLAA,STATUS,NAAMNL,NAAMFR,SLUISNAAM,BRUGNAAM,HOOGTENIVE,GEOMSOORT,OBJ_BEGIN,OBJ_EIND,VER_BEGIN,VER_EIND,BRONTYPE,BRONDATUM,BRONNAUWK,BRONBESCHR,DIMENSIE,AREA,PERIMETER,ACRES,HECTARES,Shape__Area,Shape__Length
88,15909,NL.TOP10NL.111064433,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,731.748,128.015,0.181,0.073,731.747543334961,128.014549540905
89,15910,NL.TOP10NL.111064136,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,342.268,80.051,0.085,0.034,342.268280029297,80.0512255275764
90,15612,NL.TOP10NL.111064286,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1070.206,252.592,0.264,0.107,1070.20574188232,252.592097365872
91,15614,NL.TOP10NL.111064113,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Deurzerdiep, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,403.867,83.215,0.1,0.04,403.86653137207,83.2148276737684
92,15615,NL.TOP10NL.111064036,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Deurzerdiep, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,5013.961,576.61,1.239,0.501,5013.96103668213,576.609781333329
93,15618,NL.TOP10NL.111064171,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Havenkanaal, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,44770.75,2425.22,11.063,4.477,44770.7500991821,2425.22039985667
94,15619,NL.TOP10NL.111064196,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,228.097,67.685,0.056,0.023,228.096710205078,67.6847410390133
95,15620,NL.TOP10NL.111064207,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Deurzerdiep, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2961.589,371.307,0.732,0.296,2961.58943939209,371.307425414944
96,15622,NL.TOP10NL.111064041,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Havenkanaal, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,29385.977,1599.845,7.261,2.939,29385.9770584106,1599.84533544651
97,15623,NL.TOP10NL.111064143,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,324.755,67.366,0.08,0.032,324.755401611328,67.3664487448273
98,15624,NL.TOP10NL.111064228,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1336.133,152.499,0.33,0.134,1336.13334655762,152.499251100675
99,15625,NL.TOP10NL.111064129,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1425.452,156.465,0.352,0.143,1425.45166015625,156.465380784942
100,15626,NL.TOP10NL.111064380,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,835.315,148.198,0.206,0.084,835.314613342285,148.19799044161
101,15627,NL.TOP10NL.111064419,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,967.343,193.582,0.239,0.097,967.343490600586,193.582187500397
102,15628,NL.TOP10NL.111064037,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,5402.779,479.842,1.335,0.54,5402.7794418335,479.842031039533
103,15629,NL.TOP10NL.111064435,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,735.741,162.097,0.182,0.074,735.741035461426,162.096923759211
104,15631,NL.TOP10NL.111064366,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,9223.506,545.572,2.279,0.922,9223.50552368164,545.572315603321
105,15911,NL.TOP10NL.111064452,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,759.579,152.053,0.188,0.076,759.579040527344,152.052579351601
106,15913,NL.TOP10NL.111064141,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,441.699,87.609,0.109,0.044,441.699485778809,87.6092377973366
107,15914,NL.TOP10NL.111064144,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,327.422,69.829,0.081,0.033,327.422019958496,69.8294111272454
108,15915,NL.TOP10NL.111064087,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,185.749,50.163,0.046,0.019,185.749313354492,50.163409343963
109,15916,NL.TOP10NL.111064342,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2421.338,334.248,0.598,0.242,2421.33773040771,334.24815961288
110,15917,NL.TOP10NL.111064495,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Deurzerdiep, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,20546.54,2900.584,5.077,2.055,20546.5383682251,2900.58408799884
111,15918,NL.TOP10NL.111064263,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,239.149,67.002,0.059,0.024,239.148735046387,67.0023538030225
112,15632,NL.TOP10NL.111064385,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1913.104,298.102,0.473,0.191,1913.103515625,298.101777600707
113,15633,NL.TOP10NL.111064179,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,7192.489,630.245,1.777,0.719,7192.48893737793,630.245126696118
114,15634,NL.TOP10NL.111064364,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,met riet, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,645.152,115.087,0.159,0.065,645.151863098145,115.086825305252
115,15635,NL.TOP10NL.111064362,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,met riet, , ,in gebruik,Noord Willemskanaal, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,488.438,100.303,0.121,0.049,488.437530517578,100.302881469187
116,15636,NL.TOP10NL.111064365,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,160.583,87.303,0.04,0.016,160.582641601563,87.3025408579771
117,15637,NL.TOP10NL.111064363,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Noord Willemskanaal, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,45924.182,3537.539,11.348,4.592,45924.1856460571,3537.53871316788
118,15638,NL.TOP10NL.111064311,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2329.881,337.694,0.576,0.233,2329.88149261475,337.693873386177
119,15639,NL.TOP10NL.111064445,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,3004.601,561.411,0.742,0.3,3004.60080718994,561.411466514179
120,15640,NL.TOP10NL.111064288,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1103.87,145.732,0.273,0.11,1103.87042236328,145.732465489391
121,15641,NL.TOP10NL.111064149,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,335.353,88.375,0.083,0.034,335.353210449219,88.3753512879834
122,15642,NL.TOP10NL.111064172,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Havenkanaal, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,47522.345,2499.513,11.743,4.752,47522.3448562622,2499.51323935702
123,15643,NL.TOP10NL.111064274,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,666.02,141.049,0.165,0.067,666.019714355469,141.048805750721
124,15644,NL.TOP10NL.111064146,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,330.478,71.565,0.082,0.033,330.478439331055,71.5652577067207
125,15645,NL.TOP10NL.111064341,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2474.071,356.553,0.611,0.247,2474.07057189941,356.553131982211
126,15646,NL.TOP10NL.111064338,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1250.814,252.255,0.309,0.125,1250.81390380859,252.254916590551
127,15647,NL.TOP10NL.111064182,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,558.016,180.648,0.138,0.056,558.015930175781,180.647669727037
128,15648,NL.TOP10NL.111064186,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,600.806,183.314,0.148,0.06,600.806381225586,183.313749993866
129,15649,NL.TOP10NL.111064054,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,509.796,139.565,0.126,0.051,509.796203613281,139.565092246925
130,15650,NL.TOP10NL.111064173,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Havenkanaal, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,48413.797,2573.779,11.963,4.841,48413.7974243164,2573.77856634181
131,15651,NL.TOP10NL.111064467,overig watergebied,waterloop,> 6 meter, ,nee, ,waterzuivering,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,784.155,99.476,0.194,0.078,784.155410766602,99.4763414464269
132,15652,NL.TOP10NL.111064401,overig watergebied,waterloop,> 6 meter, ,nee, ,waterzuivering,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,862.113,104.292,0.213,0.086,862.113327026367,104.291570996968
133,15653,NL.TOP10NL.111064164,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2643.894,222.402,0.653,0.264,2643.89430999756,222.401848092541
134,15654,NL.TOP10NL.111064465,overig watergebied,waterloop,> 6 meter, ,nee, ,waterzuivering,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,775.11,98.903,0.192,0.078,775.110153198242,98.9028052277424
135,15655,NL.TOP10NL.111064168,overig watergebied,waterloop,> 6 meter, ,nee, ,waterzuivering,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2788.865,187.414,0.689,0.279,2788.86522674561,187.413607581124
136,15656,NL.TOP10NL.111064231,overig watergebied,waterloop,> 6 meter, ,nee, ,waterzuivering,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2560.777,221.939,0.633,0.256,2560.77700805664,221.939037055182
137,15657,NL.TOP10NL.111064160,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1366.681,234.731,0.338,0.137,1366.68133544922,234.730562336424
138,15658,NL.TOP10NL.111064386,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1949.384,246.298,0.482,0.195,1949.3844909668,246.298145580648
139,15661,NL.TOP10NL.111064398,overig watergebied,waterloop,> 6 meter, ,ja,in sluis,overig,overig, , ,in gebruik,Noord Willemskanaal, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,636.373,172.001,0.157,0.064,636.37264251709,172.000532713767
140,15665,NL.TOP10NL.111064042,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Noord Willemskanaal, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,37137.733,2453.234,9.177,3.714,37137.7334442139,2453.2337263396
141,15666,NL.TOP10NL.111062543,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,70.062,36.731,0.017,0.007,70.0619964599609,36.7311047703418
142,15667,NL.TOP10NL.111064216,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,155.215,50.182,0.038,0.016,155.214851379395,50.1824301034943
143,15669,NL.TOP10NL.111064279,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2566.121,363,0.634,0.257,2566.12128448486,363.000132853177
144,15670,NL.TOP10NL.111064455,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Anreeperdiep, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1547.338,325.025,0.382,0.155,1547.33786773682,325.025379413374
145,15672,NL.TOP10NL.111064371,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Anreeperdiep, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1028.428,221.694,0.254,0.103,1028.42836761475,221.694285704039
146,15673,NL.TOP10NL.111064372,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Anreeperdiep, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,5434.767,1726.696,1.343,0.543,5434.76689910889,1726.69559386987
147,15674,NL.TOP10NL.111064211,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Anreeperdiep, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,148.154,54.812,0.037,0.015,148.153625488281,54.8115089996378
148,15676,NL.TOP10NL.111064345,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Anreeperdiep, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,4274.282,690.34,1.056,0.427,4274.28155517578,690.339775542367
149,15678,NL.TOP10NL.111064275,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Anreeperdiep, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1350.963,278.699,0.334,0.135,1350.96327209473,278.699386237898
150,15680,NL.TOP10NL.111064315,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Anreeperdiep, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2384.162,549.409,0.589,0.238,2384.16192626953,549.409474704426
151,15682,NL.TOP10NL.111064191,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,139.83,50.579,0.035,0.014,139.830299377441,50.5789996713105
152,15683,NL.TOP10NL.111064064,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2544.994,271.826,0.629,0.254,2544.99354553223,271.826057436536
153,15684,NL.TOP10NL.111064194,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,223.183,90.823,0.055,0.022,223.183029174805,90.8234427573042
154,15686,NL.TOP10NL.111064343,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Anreeperdiep, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,4186.184,988.65,1.034,0.419,4186.18418884277,988.649921641827
155,15687,NL.TOP10NL.111064496,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Amerdiep, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,5438,1211.689,1.344,0.544,5438.0002746582,1211.689207051
156,15688,NL.TOP10NL.111064251,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,126.604,41.573,0.031,0.013,126.604049682617,41.573212555761
157,15689,NL.TOP10NL.111063393,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Anreeperdiep, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,471.416,111.912,0.116,0.047,471.415618896484,111.91212667167
158,15690,NL.TOP10NL.111064199,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Anreeperdiep, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,722.556,166.733,0.179,0.072,722.555908203125,166.73283541234
159,15691,NL.TOP10NL.111064498,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,10.922,13.869,0.003,0.001,10.9216461181641,13.8693778894075
160,15692,NL.TOP10NL.111064472,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1706.028,165.908,0.422,0.171,1706.0276260376,165.908231096188
161,15693,NL.TOP10NL.111063392,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,100.091,37.19,0.025,0.01,100.090591430664,37.1895914323609
162,15694,NL.TOP10NL.111064370,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Amerdiep, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2063.434,382.347,0.51,0.206,2063.43455505371,382.347257143895
163,15696,NL.TOP10NL.111064346,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,4419.109,329.439,1.092,0.442,4419.10917663574,329.438716893959
164,15697,NL.TOP10NL.111064497,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,921.993,811.698,0.228,0.092,921.993309020996,811.698107916206
165,15698,NL.TOP10NL.111064048,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,128.664,42.08,0.032,0.013,128.663841247559,42.0795602570434
166,15699,NL.TOP10NL.111064103,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,297.647,66.247,0.074,0.03,297.646766662598,66.2468798025333
167,15700,NL.TOP10NL.111064128,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1422.462,282.886,0.351,0.142,1422.46198272705,282.885577681282
168,15701,NL.TOP10NL.111064209,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2992.501,437.56,0.739,0.299,2992.5013885498,437.560463928648
169,15702,NL.TOP10NL.111064295,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,3860.767,326.217,0.954,0.386,3860.7671661377,326.216519352055
170,15713,NL.TOP10NL.111064166,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2739.782,190.992,0.677,0.274,2739.7816619873,190.991760275769
171,15714,NL.TOP10NL.111061949,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,111.418,40.083,0.028,0.011,111.417671203613,40.0826749063164
172,15715,NL.TOP10NL.111064432,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,87546.083,1099.26,21.633,8.755,87546.0832672119,1099.25976365906
173,15716,NL.TOP10NL.111061948,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,111.235,39.808,0.027,0.011,111.23462677002,39.8075779384828
174,15719,NL.TOP10NL.111064468,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,795.924,122.148,0.197,0.08,795.92414855957,122.147659426892
