FID,nummer,bwid_code,donarcode,eu_naam,x_coörd,y_coörd,etrs_89_n,etrs_89_e,rws_dienst,provincie,zwp_naam,zout_zoet,eu_2013,eu_2014,eu_2015,eu_2016,eu_2017,eu_actueel,blauwalg,krw_code,krw_systee,gdb_geomattr_data,shape
zwemlocaties_rws_2019.147,148,NLBW89_BRESKNWSBSD,BRESKNWSBSD,BRESKENS NIEUWESLUIS BADSTRAND,22725,380629,51.3993,3.4863,Zee en Delta,ZEELAND,BRESKENS NIEUWESLUIS,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),,POINT (22724.813000001013 380628.8680000007)
zwemlocaties_rws_2019.148,149,NLBW89_BRUINSWHVBSD,BRUINSWHVBSD,BRUINISSE WERKHAVEN BADSTRAND,65100,409670,51.6686,4.0876,Zee en Delta,ZEELAND,BRUINISSE WERKHAVEN BADSTRAND,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_grevlemr,Grevelingenmeer,,POINT (65100 409670)
zwemlocaties_rws_2019.149,150,NLBW89_CADZBSD,CADZBSD,CADZAND BADSTRAND,16480,378950,51.3827,3.3972,Zee en Delta,ZEELAND,CADZAND BADSTRAND,zout,Uitstekend,Uitstekend,Goed,Goed,Goed,Goed,nee,NL95_1A,Zeeuwse kust (kustwater),,POINT (16480 378950)
zwemlocaties_rws_2019.150,151,NLBW89_COLPBSD,COLPBSD,COLIJNSPLAAT BADSTRAND,47910,402760,51.6035,3.8413,Zee en Delta,ZEELAND,COLIJNSPLAAT BADSTRAND,zout,Uitstekend,Goed,Uitstekend,Goed,Goed,Uitstekend,nee,nl89_oostsde,Oosterschelde,,POINT (47910 402760)
zwemlocaties_rws_2019.151,152,NLBW89_DENOSBSD,DENOSBSD,DEN OSSE BADSTRAND,51950,417950,51.7408,3.8951,Zee en Delta,ZEELAND,DEN OSSE BADSTRAND,zoet,Uitstekend,Aanvaardbaar,Uitstekend,Goed,Goed,Uitstekend,nee,nl89_grevlemr,Grevelingenmeer,,POINT (51950 417950)
zwemlocaties_rws_2019.152,153,NLBW89_DOMBBSD,DOMBBSD,DOMBURG BADSTRAND,23920,399320,51.5675,3.4965,Zee en Delta,ZEELAND,Domburg Badstrand,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),,POINT (23920 399320)
zwemlocaties_rws_2019.153,154,NLBW89_ELLMBSD,ELLMBSD,ELLEMEET BADSTRAND,46630,418060,51.7407,3.8181,Zee en Delta,ZEELAND,ELLEMEET BADSTRAND,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),,POINT (46630 418060)
zwemlocaties_rws_2019.154,155,NLBW89_GREVLGDBSD,GREVLGDBSD,GREVELINGENDAM BADSTRAND,67210,410850,51.6796,4.1178,Zee en Delta,ZEELAND,GREVELINGENDAM BADSTRAND,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_grevlemr,Grevelingenmeer,,POINT (67210 410850)
zwemlocaties_rws_2019.155,156,NLBW89_GREVLGDPOBSD,GREVLGDPOBSD,GREVELINGENDAM PLAAT VAN OUDE TONGE BADSTRAND,68710,410390,51.6757,4.1396,Zee en Delta,ZEELAND,Grevelingendam Plaat van Oude Tonge Badstrand,zout,Goed,Goed,Goed,Uitstekend,Goed,Goed,nee,nl89_oostsde,Oosterschelde,,POINT (68710 410390)
zwemlocaties_rws_2019.156,157,NLBW89_KAMPLBJBSD,KAMPLBJBSD,KAMPERLAND DE BANJAARD BADSTRAND,35540,402070,51.5948,3.6631,Zee en Delta,ZEELAND,KAMPERLAND DE BANJAARD Badstrand,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),,POINT (35540 402070)
zwemlocaties_rws_2019.157,158,NLBW89_KAMPLRPBSD,KAMPLRPBSD,KAMPERLAND DE ROOMPOT BADSTRAND,40175,401873,51.594,3.73,Zee en Delta,ZEELAND,KAMPERLAND DE ROOMPOT,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_oostsde,Oosterschelde,,POINT (40175 401873)
zwemlocaties_rws_2019.158,159,NLBW89_KAMPLSFLWBSD,KAMPLSFLWBSD,KAMPERLAND SINT FELIXWEG BADSTRAND,37564,397255,51.55197,3.69389,Zee en Delta,ZEELAND,KAMPERLAND SINT FELIXWEG BADSTRAND,zoet,Aanvaardbaar,Slecht,Goed,Goed,Aanvaardbaar,Uitstekend,nee,nl89_veersmr,Veerse meer,,POINT (37564 397255)
zwemlocaties_rws_2019.159,160,NLBW89_KATSVBSD,KATSVBSD,KATSE VEER BADSTRAND,49640,395700,51.5404,3.8684,Zee en Delta,ZEELAND,KATSE VEER BADSTRAND,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_oostsde,Oosterschelde,,POINT (49640 395700)
zwemlocaties_rws_2019.160,161,NLBW89_KRABBDKRHBSD,KRABBDKRHBSD,KRABBENDIJKE ROELSHOEK BADSTRAND,67270,383800,51.4365,4.1255,Zee en Delta,ZEELAND,KRABBENDIJKE ROELSHOEK,zout,Goed,Uitstekend,Goed,Uitstekend,Uitstekend,Goed,nee,nl89_oostsde,Oosterschelde,,POINT (67270 383800)
zwemlocaties_rws_2019.161,162,NLBW89_KRAMMSLBKBSD,KRAMMSLBKBSD,KRAMMERSLUIS LAAGBEKKEN BADSTRAND,71045,407377,51.6489,4.1741,Zee en Delta,ZEELAND,KRAMMERSSLUIS LAAGBEKKEN,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,gesloten,Gesloten,nee,nl89_oostsde,Oosterschelde,,POINT (71045 407377)
zwemlocaties_rws_2019.163,164,NLBW89_NIEUWHSDVBSD,NIEUWHSDVBSD,NIEUW HAAMSTEDE VUURTORENPAD BADSTRAND,37270,415330,51.7143,3.6836,Zee en Delta,ZEELAND,NIEUW HAAMSTEDE VUURTORENPAD Badstrand,zout,Uitstekend,Goed,Goed,Goed,Goed,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),,POINT (37270 415330)
zwemlocaties_rws_2019.164,165,NLBW89_NIEUWVBOBSD,NIEUWVBOBSD,NIEUWVLIET-BAD OOST BADSTRAND,20500,380050,51.3936,3.4545,Zee en Delta,ZEELAND,NIEUWVLIET-BAD OOST BADSTRAND,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),,POINT (20500 380050)
zwemlocaties_rws_2019.165,166,NLBW89_OESTDWZDBSD,OESTDWZDBSD,OESTERDAM WESTZIJDE BADSTRAND,73834,388459,51.4793,4.2188,Zee en Delta,ZEELAND,OESTERDAM WESTZIJDE BADSTRAND,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_oostsde,Oosterschelde,,POINT (73834 388459)
zwemlocaties_rws_2019.166,167,NLBW89_OOSTKPLDWBSD,OOSTKPLDWBSD,OOSTKAPELLE DUINWEG BADSTRAND,27060,401050,51.5838,3.5411,Zee en Delta,ZEELAND,OOSTKAPELLE DUINWEG BADSTRAND,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),,POINT (27060 401050)
zwemlocaties_rws_2019.167,168,NLBW89_ORJPBSD,ORJPBSD,ORANJEPLAAT BADSTRAND,38370,393320,51.5168,3.7068,Zee en Delta,ZEELAND,ORANJEPLAAT BADSTRAND,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_veersmr,Veerse meer,,POINT (38370 393320)
zwemlocaties_rws_2019.168,169,NLBW89_OUWKHOWKBSD,OUWKHOWKBSD,OUWERKERK HOEK VAN OUWERKERK BADSTRAND,56250,404000,51.6162,3.9613,Zee en Delta,ZEELAND,OUWERKERK HOEK VAN OUWERKERK BADSTRAND,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_oostsde,Oosterschelde,,POINT (56250 404000)
zwemlocaties_rws_2019.169,170,NLBW89_PERKPDBSD,PERKPDBSD,PERKPOLDER BADSTRAND,59515,380075,51.4017,4.015,Zee en Delta,ZEELAND,PERKPOLDER BADSTRAND,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_westsde,Westerschelde,,POINT (59515 380075)
zwemlocaties_rws_2019.170,171,NLBW89_PIETBSD,PIETBSD,DE PIET BADSTRAND,39702,394530,51.5279,3.7256,Zee en Delta,ZEELAND,DE PIET BADSTRAND,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_veersmr,Veerse meer,,POINT (39702 394530)
zwemlocaties_rws_2019.171,172,NLBW89_RENSJRNSWBSD,RENSJRNSWBSD,RENESSE J. VAN RENESSEWEG BADSTRAND,42840,418310,51.7422,3.7632,Zee en Delta,ZEELAND,RENESSE J. VAN RENESSEWEG BADSTRAND,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),,POINT (42840 418310)
zwemlocaties_rws_2019.172,173,NLBW89_RENSLEWBSD,RENSLEWBSD,RENESSE LUIEWEG BADSTRAND,41984,418043,51.7397,3.7509,Zee en Delta,ZEELAND,RENESSE LUIEWEG BADSTRAND,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),,POINT (41984 418043)
zwemlocaties_rws_2019.173,174,NLBW89_RITTFRMKBSD,RITTFRMKBSD,RITTHEM FORT RAMMEKENS BADSTRAND,34710,386190,51.4519,3.6565,Zee en Delta,ZEELAND,Ritthem Fort Rammekens Badstrand,zout,Aanvaardbaar,Aanvaardbaar,Aanvaardbaar,Goed,Uitstekend,Uitstekend,nee,nl89_westsde,Westerschelde,,POINT (34710 386190)
zwemlocaties_rws_2019.174,175,NLBW89_SCHOTSMCPBSD,SCHOTSMCPBSD,SCHOTSMAN CAMPENSWEG BADSTRAND,34580,399850,51.5747,3.65,Zee en Delta,ZEELAND,SCHOTSMAN CAMPENSWEG BADSTRAND,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_veersmr,Veerse meer,,POINT (34580 399850)
zwemlocaties_rws_2019.175,176,NLBW89_SINTMTDMEBSD,SINTMTDMEBSD,SINT MAARTENSDIJK MUIEPOLDER BADSTRAND,63605,394600,51.5329,4.07,Zee en Delta,ZEELAND,SINT MAARTENSDIJK MUIEPOLDER,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_oostsde,Oosterschelde,,POINT (63605 394600)
zwemlocaties_rws_2019.176,177,NLBW89_SINTPLLBSD,SINTPLLBSD,SINT PHILIPSLAND BADSTRAND,70098,403596,51.6148,4.1613,Zee en Delta,ZEELAND,SINT PHILIPSLAND BADSTRAND,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_oostsde,Oosterschelde,,POINT (70097.58999999985 403596.1649999991)
zwemlocaties_rws_2019.177,178,NLBW89_VEERSGDMZBSD,VEERSGDMZBSD,VEERSEGAT DAM MEERZIJDE BADSTRAND,33080,400840,51.5832,3.628,Zee en Delta,ZEELAND,VEERSEGAT DAM MEERZIJDE BADSTRAND,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_veersmr,Veerse meer,,POINT (33080 400840)
zwemlocaties_rws_2019.178,179,NLBW89_VLISSGNLBSD,VLISSGNLBSD,VLISSINGEN NOLLE BADSTRAND,27290,386180,51.4502,3.5498,Zee en Delta,ZEELAND,VLISSINGEN NOLLE BADSTRAND,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),,POINT (27290 386180)
zwemlocaties_rws_2019.179,180,NLBW89_VROUWPDBZBSD,VROUWPDBZBSD,VROUWENPOLDER BREEZAND BADSTRAND,32550,401610,51.59,3.6201,Zee en Delta,ZEELAND,VROUWENPOLDER BREEZAND BADSTRAND,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),,POINT (32550 401610)
zwemlocaties_rws_2019.180,181,NLBW89_WEMDGBSD,WEMDGBSD,WEMELDINGE BADSTRAND,58700,393380,51.5212,3.9996,Zee en Delta,ZEELAND,WEMELDINGE BADSTRAND,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_oostsde,Oosterschelde,,POINT (58700 393380)
zwemlocaties_rws_2019.181,182,NLBW89_WESTKPLERBSD,WESTKPLERBSD,WESTKAPELLE ERIKA BADSTRAND,19730,394590,51.524,3.4379,Zee en Delta,ZEELAND,Westkapelle Erika Badstrand,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),,POINT (19730 394590)
zwemlocaties_rws_2019.182,183,NLBW89_WESTRPBSD,WESTRPBSD,WEST REPART BADSTRAND,47397,417900,51.7395,3.8293,Zee en Delta,ZEELAND,WEST REPART BADSTRAND,zoet,Uitstekend,Goed,Uitstekend,Goed,Uitstekend,Uitstekend,nee,nl89_grevlemr,Grevelingenmeer,,POINT (47397 417900)
zwemlocaties_rws_2019.183,184,NLBW89_WESTSWRTDBSD,WESTSWRTDBSD,WESTERSCHOUWEN ROTONDE BADSTRAND,38440,410330,51.6696,3.7022,Zee en Delta,ZEELAND,WESTERSCHOUWEN ROTONDE BADSTRAND,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),,POINT (38440 410330)
zwemlocaties_rws_2019.184,185,NLBW89_WOLPHDSHBSD,WOLPHDSHBSD,WOLPHAARTSDIJK SCHELPHOEK BADSTRAND,44916,396039,51.5425,3.8002,Zee en Delta,ZEELAND,WOLPHAARTSDIJK SCHELPHOEK BADSTRAND,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_veersmr,Veerse meer,,POINT (44916 396039)
zwemlocaties_rws_2019.185,186,NLBW89_YERSKPWBSD,YERSKPWBSD,YERSEKE POSTWEG BADSTRAND,61720,391250,51.5025,4.0437,Zee en Delta,ZEELAND,YERSEKE POSTWEG BADSTRAND,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_oostsde,Oosterschelde,,POINT (61720 391250)
zwemlocaties_rws_2019.186,187,NLBW89_ZOUTLDDHBSD,ZOUTLDDHBSD,ZOUTELANDE DISHOEK BADSTRAND,25010,388660,51.472,3.5161,Zee en Delta,ZEELAND,ZOUTELANDE DISHOEK BADSTRAND,zout,Uitstekend,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),,POINT (25010 388660)
zwemlocaties_rws_2019.187,188,NLBW89_ZOUTLDSHJBSD,ZOUTLDSHJBSD,ZOUTELANDE SMIDSHOEKJE BADSTRAND,22730,391730,51.499,3.4822,Zee en Delta,ZEELAND,ZOUTELANDE SMIDSHOEKJE BADSTRAND,zout,Uitstekend,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),,POINT (22730 391730)
zwemlocaties_rws_2019.188,189,NLBW89_ZWINDLBSD,ZWINDLBSD,HET ZWIN DUINLAAN BADSTRAND,14623,377937,51.3732,3.371,Zee en Delta,ZEELAND,HET ZWIN DUINLAAN BADSTRAND,zout,Uitstekend,Uitstekend,Goed,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),,POINT (14623 377937)
zwemlocaties_rws_2019.189,190,NLBW89_SINTANLBSD,SINTANLBSD,SINT ANNALAND BADSTRAND,66159,402775,51.6068,4.1047,Zee en Delta,ZEELAND,SINT ANNALAND BADSTRAND,zout,Uitstekend,Goed,Uitstekend,Goed,Uitstekend,Uitstekend,nee,nl89_oostsde,Oosterschelde,,POINT (66159 402775)
zwemlocaties_rws_2019.190,191,NLBW89_STAVNSBSD,STAVNSBSD,STAVENISSE BADSTRAND,59131,401458,51.5938,4.0036,Zee en Delta,ZEELAND,STAVENISSE BADSTRAND,zout,Aanvaardbaar,Goed,Goed,Uitstekend,Uitstekend,Uitstekend,nee,nl89_oostsde,Oosterschelde,,POINT (59131 401458)
zwemlocaties_rws_2019.191,192,NLBW89_HERKGBSD,HERKGBSD,HERKINGEN BADSTRAND,64700,414050,51.7079,4.0807,Zee en Delta,ZUID-HOLLAND,HERKINGEN BADSTRAND,zoet,Uitstekend,Goed,Goed,Uitstekend,Uitstekend,Uitstekend,nee,nl89_grevlemr,Grevelingenmeer,,POINT (64700 414050)
zwemlocaties_rws_2019.192,193,NLBW89_KABBLBBSD,KABBLBBSD,KABBELAARSBANK GREVELINGEN,49742,419293,51.7524,3.8628,Zee en Delta,ZUID-HOLLAND,KABBELAARSBANK BADSTRAND,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_grevlemr,Grevelingenmeer,,POINT (49742 419293)
zwemlocaties_rws_2019.193,194,NLBW89_PUNTBSD,PUNTBSD,DE PUNT GREVELINGEN,51345,422320,51.77991454,3.88507589,Zee en Delta,ZUID-HOLLAND,DE PUNT BADSTRAND,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_grevlemr,Grevelingenmeer,,POINT (51345 422320)
zwemlocaties_rws_2019.194,195,NLBW89_SLIKKVFKBSD,SLIKKVFKBSD,SLIKKEN VAN FLAKKEE,60468,419023,51.7519,4.0181,Zee en Delta,ZUID-HOLLAND,SLIKKEN VAN FLAKKEE BADSTRAND,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_grevlemr,Grevelingenmeer,,POINT (60468 419023)
zwemlocaties_rws_2019.195,196,NLBW94_GOUDSWBSD,GOUDSWBSD,SPUI GOUDSWAARD,78592,424427,51.8032,4.2794,West-Nederland zuid,ZUID-HOLLAND,Goudswaard Badstrand,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_4,"Oude Maas (bovenstrooms Hartelkanaal), Spui, Noord, Dordtsche Kil, Lek tot Hagestein",,POINT (78592 424427)
zwemlocaties_rws_2019.196,197,NLBW94_HARVBLHNOBSD,HARVBLHNOBSD,HARINGVLIETBRUG OOST,87264,415278,51.7221,4.4069,West-Nederland zuid,ZUID-HOLLAND,"HARINGVLIETBRUG LANDHOOFD N.O., BADSTRAND",zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_1,"Haringvliet oost, Hollandsch Diep",,POINT (87264 415278)
zwemlocaties_rws_2019.197,198,NLBW94_HARVBLHNWBSD,HARVBLHNWBSD,HARINGVLIETBRUG WEST,87000,415270,51.722,4.4031,West-Nederland zuid,ZUID-HOLLAND,Haringvlietbrug West,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_1,"Haringvliet oost, Hollandsch Diep",,POINT (87000 415270)
zwemlocaties_rws_2019.198,199,NLBW94_HELLGPBSD,HELLGPBSD,RECREATIETERREIN HELLEGATSPLEIN,86664,413473,51.7058,4.3986,West-Nederland zuid,ZUID-HOLLAND,Hellegatsplein badstrand,zoet,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_1,"Haringvliet oost, Hollandsch Diep",,POINT (86664 413473)
zwemlocaties_rws_2019.199,200,NLBW94_HELLVSHLCBSD,HELLVSHLCBSD,HELLECAT BADSTRAND HELLEVOETSLUIS,64653,428898,51.8413,4.0762,West-Nederland zuid,ZUID-HOLLAND,"HELLECAT BADSTRAND, HELLEVOETSLUIS",zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL94_11,Haringvliet west,,POINT (64653 428898)
zwemlocaties_rws_2019.200,201,NLBW94_HELLVSVTRBSD,HELLVSVTRBSD,VUURTOREN BADSTRAND HELLEVOETSLUIS,67930,426610,51.8213,4.1243,West-Nederland zuid,ZUID-HOLLAND,"HELLEVOETSLUIS, VUURTOREN BADSTRAND",zout,Goed,Goed,Goed,Uitstekend,Uitstekend,Uitstekend,nee,NL94_11,Haringvliet west,,POINT (67930 426610)
zwemlocaties_rws_2019.201,202,NLBW94_HITSSKDBSD,HITSSKDBSD,HITSERTSEKADE ZUID-BEIJERLAND,84623,416914,51.7365,4.3683,West-Nederland zuid,ZUID-HOLLAND,Hitsertse kade badstrand,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_1,"Haringvliet oost, Hollandsch Diep",,POINT (84623 416914)
zwemlocaties_rws_2019.202,203,NLBW94_MIDDHNBSD,MIDDHNBSD,MIDDELHARNIS BADSTRAND,72628,421043,51.772,4.1937,West-Nederland zuid,ZUID-HOLLAND,Middelharnis Badstrand,zoet,Goed,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL94_1,"Haringvliet oost, Hollandsch Diep",,POINT (72628 421043)
zwemlocaties_rws_2019.203,204,NLBW94_STELLDJHVBSD,STELLDJHVBSD,RECREATIETERREIN RWS STELLENDAM,62457,426977,51.8237,4.0448,West-Nederland zuid,ZUID-HOLLAND,Stellendam Jachthaven Badstrand,zout,Uitstekend,Goed,Uitstekend,Goed,Aanvaardbaar,Goed,ja,NL94_11,Haringvliet west,,POINT (62457 426977)
zwemlocaties_rws_2019.204,205,NLBW95_BROUWDBSD,BROUWDBSD,BROUWERSDAM KABBELAARSBANK,48450,420500,51.763,3.8437,Zee en Delta,ZUID-HOLLAND,"BROUWERSDAM, KABBELAARSBANK",zout,Uitstekend,Uitstekend,Goed,Goed,Goed,Goed,nee,NL95_1A,Zeeuwse kust (kustwater),,POINT (48450 420500)
zwemlocaties_rws_2019.205,206,NLBW95_HOEKVHLBSD,HOEKVHLBSD,HOEK VAN HOLLAND,66432,444992,51.9862,4.0978,Zee en Delta,ZUID-HOLLAND,HOEK VAN HOLLAND,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Goed,nee,NL95_3A,Hollandse kust (kustwater),,POINT (66432.43699999899 444991.78400000185)
zwemlocaties_rws_2019.206,207,NLBW95_KATWNBSD,KATWNBSD,KATWIJK AAN ZEE BOULEVARD NOORD,87460,470000,52.214,4.3989,Zee en Delta,ZUID-HOLLAND,"KATWIJK AAN ZEE, BOULEVARD NOORD",zout,Slecht,Slecht,Wijziging,Aanvaardbaar,Aanvaardbaar,Aanvaardbaar,nee,NL95_3A,Hollandse kust (kustwater),,POINT (87460 470000)
zwemlocaties_rws_2019.207,208,NLBW95_KATWZBSD,KATWZBSD,KATWIJK AAN ZEE BOULEVARD ZUID,86867,469062,52.2055,4.3905,Zee en Delta,ZUID-HOLLAND,"KATWIJK AAN ZEE, BOULEVARD ZUID",zout,Goed,Goed,Uitstekend,Uitstekend,Uitstekend,Goed,nee,NL95_3A,Hollandse kust (kustwater),,POINT (86867 469062)
zwemlocaties_rws_2019.208,209,NLBW95_KIJKDBSD,KIJKDBSD,DEN HAAG KIJKDUIN,74883,454264,52.0709,4.2187,Zee en Delta,ZUID-HOLLAND,KIJKDUIN,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Goed,Goed,nee,NL95_3A,Hollandse kust (kustwater),,POINT (74882.5549999997 454263.9930000007)
zwemlocaties_rws_2019.209,210,NLBW95_NOORDWBSD,NOORDWBSD,NOORDWIJK AAN ZEE BOULEVARD,89275,473254,52.2434,4.4249,Zee en Delta,ZUID-HOLLAND,NOORDWIJK AAN ZEE BOULEVARD,zout,Goed,Goed,Goed,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,POINT (89275 473254)
zwemlocaties_rws_2019.210,211,NLBW95_NOORDWKHBSD,NOORDWKHBSD,NOORDWIJK AAN ZEE,91342,477032,52.2776,4.4544,Zee en Delta,ZUID-HOLLAND,NOORDWIJKERHOUT,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,POINT (91342 477032)
zwemlocaties_rws_2019.211,212,NLBW95_OUDDBSD,OUDDBSD,OUDDORP STRAND,54250,428000,51.8315,3.9255,Zee en Delta,ZUID-HOLLAND,OUDDORP STRAND,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_2A,Noordelijke Deltakust (kustwater),,POINT (54250 428000)
zwemlocaties_rws_2019.212,213,NLBW95_ROCKJBSD,ROCKJBSD,ROCKANJE 2E SLAG,62827,431875,51.8678,4.0489,Zee en Delta,ZUID-HOLLAND,ROCKANJE 2e slag,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_2A,Noordelijke Deltakust (kustwater),,POINT (62827 431875)
zwemlocaties_rws_2019.213,214,NLBW95_SCHEVNGBSD,SCHEVNGBSD,SCHEVENINGEN NOORDERSTRAND,78700,458700,52.1113,4.2733,Zee en Delta,ZUID-HOLLAND,SCHEVENINGEN,zout,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Goed,nee,NL95_3A,Hollandse kust (kustwater),,POINT (78700 458700)
zwemlocaties_rws_2019.214,215,NLBW95_SCHEVNGZTPBS,SCHEVNGZTPBS,SCHEVENINGEN ZWARTE PAD,80100,459950,52.1227,4.2935,Zee en Delta,ZUID-HOLLAND,"DEN HAAG, ZWARTE PAD",zout,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Goed,nee,NL95_3A,Hollandse kust (kustwater),,POINT (80100 459950)
zwemlocaties_rws_2019.215,216,NLBW95_TERHDBSD,TERHDBSD,ZANDMOTOR / MONSTER TER HEIJDE,70934,449859,52.0307,4.1622,Zee en Delta,ZUID-HOLLAND,TER HEIJDE,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Goed,nee,NL95_3A,Hollandse kust (kustwater),,POINT (70934.11300000176 449859.41600000113)
zwemlocaties_rws_2019.216,217,NLBW95_WASSNSSBSD,WASSNSSBSD,WASSENAARSE SLAG,83810,464430,52.1634,4.3467,Zee en Delta,ZUID-HOLLAND,"WASSENAAR, WASSENAARSE SLAG",zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,POINT (83810 464430)
zwemlocaties_rws_2019.217,218,NLBW95_WESTNLBSD,WESTNLBSD,WEST NIEUWLAND,49950,423000,51.7858,3.8647,Zee en Delta,ZUID-HOLLAND,WEST NIEUWLAND,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_2A,Noordelijke Deltakust (kustwater),,POINT (49950 423000)
