objectid;naam_vergunningzone;buurtnummer;aantal_parkeerplaatsen;maximum_vergunningen;shape_area;shape_len;geo_shape;geo_point_2d
341;Limbeek-Zuid;410LMBEEKZ;237;297;17664.260977675003;740.100574020181;"{""coordinates"": [[[5.469339948969634, 51.44365209307123], [5.46908206668875, 51.44360024298865], [5.468924008404231, 51.44377542098243], [5.469042847578455, 51.44382875083416], [5.468995311679345, 51.44387615633157], [5.468847949968836, 51.44386430487912], [5.468682762001029, 51.4440617021392], [5.4687160358688205, 51.44418613952951], [5.468874093448086, 51.44424317327126], [5.469023831375129, 51.44418613926227], [5.470030405112854, 51.44448167663978], [5.470279970618494, 51.444155029445845], [5.470504578409937, 51.44410836602322], [5.470817387857928, 51.443967189506715], [5.471124914652371, 51.44406588755216], [5.471372103518537, 51.44377256970993], [5.47130555292957, 51.44374886706266], [5.471286539689892, 51.44360961397298], [5.471343583817653, 51.44355924609274], [5.470701850898051, 51.443049635500195], [5.470312055293665, 51.443138522104], [5.470216984570895, 51.4429400095954], [5.470530722112242, 51.442865938082], [5.470402377225791, 51.442572611894235], [5.46987472730955, 51.44266149842875], [5.470017332485369, 51.443040747619406], [5.469997137676056, 51.44316988960334], [5.470072562718698, 51.44329880353708], [5.469556239097582, 51.44353802412981], [5.469489687974523, 51.44363135290627], [5.469339948969634, 51.44365209307123]]], ""type"": ""Polygon""}";51.44368418643223, 5.47011485201733
343;Hemelrijken/Gildebuurt;413GILDEBT;1441;1801;308741.028924755;4105.19115562279;"{""coordinates"": [[[5.477532689358084, 51.45187549660862], [5.477409100846765, 51.45105493371763], [5.477085877181844, 51.44932181593673], [5.476938519474217, 51.448587120615024], [5.476767395200003, 51.447796123977966], [5.476791164235085, 51.4476154074373], [5.476501208177818, 51.44540823932652], [5.47638237018913, 51.44521566283854], [5.475160695138753, 51.445254178450995], [5.473755230689552, 51.44496926836082], [5.473621550727017, 51.44489204717699], [5.472218221850421, 51.44452238085055], [5.47201381694155, 51.44470014694881], [5.473611022548267, 51.44510604280118], [5.473748875947668, 51.445304545876674], [5.474081627185102, 51.445384538907035], [5.474433390722341, 51.44577857806368], [5.474048346416169, 51.446344448183254], [5.4736634901554995, 51.44684684340757], [5.472840412849364, 51.446668218822765], [5.47257616093645, 51.4468989551702], [5.472196379189652, 51.44678918399451], [5.471902798846883, 51.44681030745536], [5.471765393985249, 51.44676111172848], [5.471692305921858, 51.4466344785466], [5.470819635413013, 51.446329282906966], [5.470908803473337, 51.44625639982221], [5.4705696755808155, 51.44612885496383], [5.470424961145466, 51.446115189697515], [5.470338716205472, 51.44615527517464], [5.4701267592069005, 51.446376657254746], [5.469907493839034, 51.44659074983811], [5.4696823815212765, 51.446646322929055], [5.468947110327958, 51.447377873765504], [5.469024583414241, 51.44747626319111], [5.4690918241426045, 51.44750541557694], [5.469116674023343, 51.44759013963547], [5.469251155102732, 51.44766393173316], [5.469207302735748, 51.4477331681786], [5.468736611982342, 51.448108502445066], [5.468605053591312, 51.44809119338608], [5.468489573045214, 51.448219643937826], [5.468463220425996, 51.448507885700046], [5.469017875069566, 51.4487265139968], [5.468496400150004, 51.44912536045373], [5.4685011388237, 51.449385347039815], [5.468648098641753, 51.44948284228775], [5.4688721954549235, 51.4494991659502], [5.46904180602218, 51.44950079239589], [5.469274045550193, 51.44942923998217], [5.469838002247853, 51.44948875034397], [5.469975976088484, 51.44959998947461], [5.4702003860395925, 51.449645522621736], [5.470385654887791, 51.44954469843945], [5.470586580343415, 51.44939508935646], [5.470743146239956, 51.44917392605591], [5.471364186832178, 51.44931377906463], [5.471518141444645, 51.44937720040729], [5.47186519394624, 51.44941948102439], [5.472131354766598, 51.44911863516412], [5.472441874783633, 51.449230842863365], [5.472133962789543, 51.44946013598372], [5.472334886643931, 51.44950566957933], [5.472444481511203, 51.44962275480211], [5.4726297503331685, 51.449695933205234], [5.473428234468241, 51.44921783238799], [5.473585823237736, 51.44920335344494], [5.474217973224024, 51.44857183243091], [5.474511896960691, 51.448375252231116], [5.4748129867436335, 51.44839759116387], [5.475142755187034, 51.44779891222496], [5.47527617144229, 51.44763022534191], [5.47547441694412, 51.44767169720432], [5.475536213199175, 51.44782278755341], [5.475645544430554, 51.44797980304754], [5.475483920094907, 51.448444920177366], [5.475079861231631, 51.44875598382229], [5.4748992252323845, 51.448699696390754], [5.474742356247562, 51.44887448309678], [5.474944304122554, 51.449020848098904], [5.474560717494577, 51.44959643988742], [5.4738731280785995, 51.45019496526034], [5.473602245983423, 51.450265303400094], [5.473331364260889, 51.450209032881574], [5.473246713362551, 51.45015276263557], [5.473099985115506, 51.45027937117716], [5.473066123837067, 51.45051500252219], [5.472693656595815, 51.45110935184659], [5.472490495694038, 51.451109351678596], [5.47242277371836, 51.451232440800524], [5.472569501452031, 51.451327394683375], [5.471931793562179, 51.452333194032754], [5.472086839396692, 51.4525936525006], [5.472103769130376, 51.45274487169871], [5.473153761571091, 51.45289004912585], [5.47373470413494, 51.452927739633616], [5.475145548743037, 51.45283278859509], [5.4765053989842745, 51.45284116458564], [5.477202703905376, 51.45272706486993], [5.4773720082365065, 51.45218548915762], [5.477507451089616, 51.45200261678855], [5.477532689358084, 51.45187549660862]]], ""type"": ""Polygon""}";51.44905418325356, 5.473811826483316
345;Limbeek-Noord;411LMBEEKN;;55;5075.999378535;415.28127445174704;"{""coordinates"": [[[5.460265882611189, 51.4504593870297], [5.460413527520287, 51.45052739501889], [5.4605996879678464, 51.45044738559665], [5.460824365976179, 51.45027536513396], [5.461819360631808, 51.450647407509635], [5.461902812610583, 51.45055939720426], [5.461780846683296, 51.45036337519276], [5.461196689093275, 51.45008734229739], [5.461479141917657, 51.44971529595515], [5.461447046391912, 51.44961928336442], [5.461171015283462, 51.44955527563023], [5.460265882611189, 51.4504593870297]]], ""type"": ""Polygon""}";51.45015069427882, 5.46111626285049
354;Terrein Stationsweg;111STATION;120;50;4960.22355657;299.108731217996;"{""coordinates"": [[[5.482549516908912, 51.442600957602835], [5.4831340479345, 51.44268214128099], [5.483337363069289, 51.442715802432396], [5.483925070609684, 51.442799955672484], [5.484110917767383, 51.44232572521978], [5.483896483199282, 51.44231681416638], [5.482938678379984, 51.44220493902827], [5.482716302035878, 51.44218018800911], [5.482655941982885, 51.442321765015656], [5.482549516908912, 51.442600957602835]]], ""type"": ""Polygon""}";51.442480825597464, 5.483335355740505
355;Don Boscostraat;112DBOSCOS;107;55;70212.24165377501;2157.33943447954;"{""coordinates"": [[[5.47323080438671, 51.4354453009085], [5.473756902812417, 51.435546584438185], [5.474515101971107, 51.435618929747605], [5.475110831568313, 51.4357539739055], [5.475582770863358, 51.43586972590724], [5.4761785008056, 51.435975830968694], [5.476928962956619, 51.43617357199945], [5.477130117427384, 51.43624591671394], [5.477764528774142, 51.4365835212516], [5.478066263068321, 51.436400250625255], [5.477725847932078, 51.436163925859695], [5.478383473334905, 51.43565268955174], [5.4785846309400394, 51.43524273181452], [5.478646527517064, 51.43468807744256], [5.478668915437002, 51.434326345659066], [5.4787021906128235, 51.43424633287671], [5.478416974733345, 51.43413372188826], [5.478364639140039, 51.43410169129421], [5.478621334690032, 51.43389721331952], [5.477790540137786, 51.4335444182465], [5.477883379047901, 51.43335925832728], [5.477966570736879, 51.43264356900594], [5.477456720377943, 51.4325931587801], [5.477233792557797, 51.43331444349436], [5.475945067216671, 51.43282442859034], [5.475811966179743, 51.432942970190794], [5.477159633419092, 51.43357200303128], [5.477126357018173, 51.43373277143836], [5.477066910248857, 51.43384683420952], [5.476944352865572, 51.43390089498061], [5.476995842861278, 51.43404314151106], [5.4768102574294755, 51.434526006973], [5.475812001061345, 51.43475419010524], [5.475791513042375, 51.434661971107445], [5.47561235181289, 51.43424077756306], [5.475364441446707, 51.434316239477184], [5.474847025411217, 51.433768847794525], [5.474538041264119, 51.43387590238362], [5.4742962316847095, 51.434043393397666], [5.4742433154911465, 51.43427004108437], [5.473944210577804, 51.43446106789831], [5.474610097033076, 51.43492417590921], [5.475373884676122, 51.435016049223194], [5.475428039045913, 51.43552729209969], [5.4746156821413505, 51.43539224796627], [5.473586695182916, 51.435266848511844], [5.472805288385118, 51.434789364109925], [5.472495816518771, 51.43495334969932], [5.473068334554958, 51.43531990213869], [5.47323080438671, 51.4354453009085]]], ""type"": ""Polygon""}";51.43481100163232, 5.476592373360306
389;Leeuwenstraat - autodeelparkeerplaats;234AUTOLEE;1;1;31.52616305;28.4325481519798;"{""coordinates"": [[[5.509590103007233, 51.41908122218862], [5.509553196412467, 51.41907899493477], [5.509524623207079, 51.41917996619236], [5.509566292373232, 51.419183677875814], [5.509590103007233, 51.41908122218862]]], ""type"": ""Polygon""}";51.41913205675488, 5.509558308886951
391;Autodateplaats terrein Hoogstraat 2e vak;712AUTOHO2;1;1;15.282717585;17.1183743450429;"{""coordinates"": [[[5.47120105888533, 51.43338860084752], [5.471136458388898, 51.433351959279925], [5.471112201559316, 51.43336859952993], [5.471175149524914, 51.433405132641525], [5.47120105888533, 51.43338860084752]]], ""type"": ""Polygon""}";51.433378634635325, 5.471156393018122
394;Autodateplaats Scheidingsweg;723AUTOSCH;1;1;21.61410934;20.9622988196096;"{""coordinates"": [[[5.466297903234888, 51.425304547439296], [5.466340107362979, 51.425307948825726], [5.466314661342322, 51.42523682250277], [5.466273309014381, 51.42524452334915], [5.466297903234888, 51.425304547439296]]], ""type"": ""Polygon""}";51.425272996529806, 5.466306909967156
399;Havensingel thv 33 - autodeelparkeerplaats;211AUTOHAV;1;1;16.20577884;18.720630639149398;"{""coordinates"": [[[5.488481665310412, 51.4362379007517], [5.488556102565538, 51.436278605015055], [5.488580262640079, 51.43626395131786], [5.488501254195586, 51.436221618703485], [5.488481665310412, 51.4362379007517]]], ""type"": ""Polygon""}";51.43625056063976, 5.488530111633869
402;Autodateplaats Floralaan-Oost;237AUTOFLO;1;1;36.76807078;33.48107546527;"{""coordinates"": [[[5.501099955958137, 51.416936794093566], [5.501108844229099, 51.41691318468528], [5.500911661984107, 51.41688197996918], [5.500903761424533, 51.41690394706233], [5.501099955958137, 51.416936794093566]]], ""type"": ""Polygon""}";51.416909172189925, 5.5010072807239805
