cluster;gemcode;gemnaam;jaar;lbrmtr;bev;lftsam;publ;veilig;vrz;won
398980001;3;Appingedam;1998;3;-49,49325;-25,4144;-22,8331;7,98244;-18,78817;-42,58024
398980002;3;Appingedam;1998;4;-44,12874;-21,54056;-8,88759;11,8703;-0,85642;9,506
398980003;3;Appingedam;1998;4;-35,0369;-25,82736;-14,26484;17,87268;-8,91151;-41,85358
398980004;3;Appingedam;1998;4;-32,17757;-44,05836;-10,09881;24,21153;-15,28168;-27,70819
398980005;3;Appingedam;1998;4;-40,16847;-35,17211;29,13871;-1,99124;-9,32918;-7,19922
398980006;3;Appingedam;1998;4;-49,93767;-6,64703;-39,65348;5,9154;-7,34852;40,4656
398980007;3;Appingedam;1998;5;-14,45043;-9,84735;-8,31604;33,47085;-7,34852;8,99099
398980008;3;Appingedam;1998;5;-17,34994;11,10361;5,41016;29,50017;6,47122;-41,29895
398980009;3;Appingedam;1998;5;-23,77395;30,43988;-47,27436;37,02919;-7,34852;4,26752
398980010;3;Appingedam;1998;5;-0,99123;-32,6926;-19,81161;33,44549;-7,34852;2,42211
398980011;3;Appingedam;1998;5;-7,95821;-46,66193;-49,87755;27,24803;-7,34852;23,3106
398980012;3;Appingedam;1998;5;-11,03918;-20,33119;1,21272;21,37893;-8,60756;-7,12091
398980013;3;Appingedam;1998;6;30,4304;-5,03848;-47,04569;42,60658;-7,34852;16,22217
398980014;3;Appingedam;1998;6;-1,34552;46,04415;19,05962;46,34923;-7,34852;8,85786
398980015;3;Appingedam;1998;6;19,15976;-0,30447;-0,38879;30,09477;-7,34852;17,35996
398980016;3;Appingedam;1998;6;-13,41899;33,53942;15,81912;19,78347;-7,34852;40,14051
398980017;3;Appingedam;1998;6;25,65199;-21,53746;13,86626;35,78642;-10,49434;16,39117
398980018;3;Appingedam;1998;6;17,16829;46,98237;-44,02093;44,65814;-7,34852;4,22321
398980019;3;Appingedam;1998;6;18,28352;49,71667;8,97506;46,99304;-7,34852;-34,35071
398980020;3;Appingedam;1998;6;7,74308;-6,66664;1,21644;31,57928;-7,34852;20,78533
398980021;3;Appingedam;1998;6;26,84358;10,52084;9,5522;32,44314;-7,34852;4,67255
398980022;3;Appingedam;1998;7;40,97353;-24,40503;49,97669;32,13136;-7,34852;31,61575
398980023;3;Appingedam;1998;7;44,53741;-29,25572;-20,87053;44,82858;-27,52894;34,03203
598980001;5;Bedum;1998;4;-49,30205;-39,38442;6,36648;21,92769;9,30728;11,60793
598980002;5;Bedum;1998;5;-12,53927;-11,15106;1,57393;34,0636;-12,9491;13,20936
598980003;5;Bedum;1998;5;-16,24101;-43,79334;-6,67465;45,01306;1,00129;8,67494
598980004;5;Bedum;1998;5;10,01261;-39,66479;-6,46399;37,48734;1,00129;-8,62276
598980005;5;Bedum;1998;5;-19,71516;-3,32513;1,59762;42,29545;9,99323;6,24075
598980006;5;Bedum;1998;5;-12,61412;-35,17235;-3,7018;33,72161;1,00129;0,09775
598980007;5;Bedum;1998;5;-18,20164;-28,58174;7,73499;32,22211;25,05547;2,99417
598980008;5;Bedum;1998;5;-9,74884;-42,14726;5,53741;35,64228;9,30728;14,2825
598980009;5;Bedum;1998;5;11,36046;-43,48913;3,11894;25,23709;20,24134;3,67267
598980010;5;Bedum;1998;5;-14,54853;-14,70158;4,17495;26,32691;32,40805;29,38216
598980011;5;Bedum;1998;5;-24,1912;-10,82037;8,54733;32,12744;8,78444;3,12624
598980012;5;Bedum;1998;5;-28,87748;-14,82396;-3,24815;39,86574;32,40805;42,28732
598980013;5;Bedum;1998;5;-21,67317;-30,05515;3,2905;40,32028;-6,56594;21,50486
598980014;5;Bedum;1998;6;5,12497;22,66829;11,22616;39,14034;-17,92243;37,07611
598980015;5;Bedum;1998;6;9,07604;-14,25996;0,07004;40,56058;-8,6204;48,43143
598980016;5;Bedum;1998;6;2,49976;35,05711;-13,52024;39,79002;14,44964;12,15527
598980017;5;Bedum;1998;6;16,42591;1,33568;1,79975;38,06919;16,6745;19,53879
598980018;5;Bedum;1998;6;4,43536;-14,96071;-7,11213;40,96976;9,30728;39,86315
598980019;5;Bedum;1998;7;17,99168;43,51772;23,70089;41,70475;-20,74756;45,41273
598980020;5;Bedum;1998;7;28,22492;31,72588;-17,06637;45,709;7,63254;49,58895
598980021;5;Bedum;1998;7;33,95586;43,59035;0,46473;40,83753;32,40805;39,80416
598980022;5;Bedum;1998;7;12,71178;-25,51014;50;36,84745;9,30728;14,27654
598980023;5;Bedum;1998;7;26,53308;34,82448;49,61987;43,78964;32,40805;38,12778
598980024;5;Bedum;1998;7;22,60135;48,99459;7,29394;38,48193;32,40805;41,03214
598980025;5;Bedum;1998;7;40,2805;-4,69773;-5,73931;45,21152;23,74375;42,33198
598980026;5;Bedum;1998;7;43,64723;-45,63048;-38,43401;44,65154;9,30728;41,6939
598980027;5;Bedum;1998;7;1,34428;49,75814;48,83452;46,02044;9,30728;45,44885
798980001;7;Bellingwedde;1998;4;-48,64853;28,10696;-16,39428;38,08846;-38,04204;17,10473
798980002;7;Bellingwedde;1998;4;-49,86996;47,93267;-5,0393;44,63782;-27,52894;8,9501
798980003;7;Bellingwedde;1998;4;-48,59195;-6,68858;1,64972;19,79551;11,78971;27,27515
798980004;7;Bellingwedde;1998;4;-47,20906;-19,55156;-36,89699;26,36839;11,78971;36,98884
798980005;7;Bellingwedde;1998;4;-48,90657;-25,49099;2,37004;36,2263;-27,52894;21,65397
798980006;7;Bellingwedde;1998;4;-49,35042;-34,87255;-33,71103;40,69178;-2,42441;48,26326
798980007;7;Bellingwedde;1998;5;-18,14409;-8,6441;-31,16578;35,41421;-13,144;-35,53462
798980008;7;Bellingwedde;1998;5;-25,23404;-45,58768;13,37518;27,35909;-13,144;43,82542
798980009;7;Bellingwedde;1998;5;-16,15702;-32,37453;-27,75299;41,88785;-13,144;39,35901
798980010;7;Bellingwedde;1998;5;-13,22787;-35,8677;9,63954;38,29045;-33,31619;28,10359
798980011;7;Bellingwedde;1998;5;-27,3106;27,40791;-1,75774;41,12616;-38,04204;28,05456
798980012;7;Bellingwedde;1998;5;-23,28709;23,7855;10,99004;38,07145;-38,04204;16,17569
798980013;7;Bellingwedde;1998;5;-31,42856;-1,37241;-18,37017;40,04772;-38,04204;24,15599
798980014;7;Bellingwedde;1998;5;-41,35792;12,87381;16,21901;35,69222;-10,85169;22,77056
798980015;7;Bellingwedde;1998;5;-21,00421;-48,70658;-40,02192;35,2765;11,78971;33,91394
798980016;7;Bellingwedde;1998;5;-32,23702;-13,35844;-43,11466;39,12027;-38,04204;37,95809
798980017;7;Bellingwedde;1998;5;-46,65542;49,99998;-28,78554;19,06182;-33,31619;45,53431
798980018;7;Bellingwedde;1998;5;-39,51646;39,13539;-32,12011;41,4657;11,78971;45,56593
798980019;7;Bellingwedde;1998;5;-15,02549;-15,84062;-41,36273;31,18701;-33,31619;45,56593
798980020;7;Bellingwedde;1998;5;-16,31687;-22,80121;-31,67707;33,50035;17,43243;11,09095
798980021;7;Bellingwedde;1998;5;-28,14271;-43,28038;-33,9265;37,97692;11,78971;38,63723
798980022;7;Bellingwedde;1998;5;-27,71447;-18,81457;0,56632;41,00242;-13,21316;23,91012
798980023;7;Bellingwedde;1998;5;-38,49781;28,57198;-5,07258;31,73585;11,78971;11,0028
798980024;7;Bellingwedde;1998;5;-25,41379;12,09316;5,3316;30,04521;11,78971;25,60828
798980025;7;Bellingwedde;1998;5;-29,89703;-21,01372;-2,4902;38,8784;-22,26491;21,7836
798980026;7;Bellingwedde;1998;5;-43,65074;-48,88201;-4,69608;31,57976;-33,31619;44,41401
798980027;7;Bellingwedde;1998;5;-39,09142;-33,53711;-31,27849;42,32424;-22,77309;48,95323
798980028;7;Bellingwedde;1998;6;-19,73056;42,31974;-32,71825;38,02871;-13,144;43,86158
798980029;7;Bellingwedde;1998;6;-18,47057;41,45435;0,72623;47,65246;-13,144;18,54418
798980030;7;Bellingwedde;1998;6;-18,38622;7,16183;44,68459;41,1364;-13,144;30,57091
798980031;7;Bellingwedde;1998;6;-37,47258;48,43428;-41,36273;45,32164;-38,04204;46,74709
798980032;7;Bellingwedde;1998;6;-13,04151;-20,49818;-28,64989;46,5988;-38,04204;47,68182
798980033;7;Bellingwedde;1998;6;-5,15111;-47,11605;-29,09587;43,13379;-38,04204;44,5989
798980034;7;Bellingwedde;1998;6;-1,13532;33,53093;7,2385;41,92902;-30,48128;32,42707
798980035;7;Bellingwedde;1998;6;-1,82432;-29,47608;-38,53509;46,84959;-33,31619;47,23613
798980036;7;Bellingwedde;1998;6;14,28683;-29,61111;-33,154;48,18509;-2,42441;41,58255
798980037;7;Bellingwedde;1998;6;7,54505;-7,4234;8,81337;44,9301;-38,04204;45,00855
798980038;7;Bellingwedde;1998;6;-29,14635;42,44536;11,74691;45,30624;-30,52652;37,45138
798980039;7;Bellingwedde;1998;6;-36,01593;49,42383;-43,11466;43,17642;-38,04204;45,40987
798980040;7;Bellingwedde;1998;6;24,996;-30,2132;-31,91292;41,3253;-28,63565;37,14644
798980041;7;Bellingwedde;1998;6;-4,87581;31,16543;-16,63716;42,04455;-5,64194;36,87488
798980042;7;Bellingwedde;1998;6;-8,06553;-19,33017;-14,4748;37,38973;11,78971;47,31885
798980043;7;Bellingwedde;1998;6;5,81193;40,2385;-8,90353;41,49448;11,78971;43,62528
798980044;7;Bellingwedde;1998;6;-2,87689;26,7142;-3,36477;44,6023;-10,11074;25,4607
798980045;7;Bellingwedde;1998;6;5,38059;21,36987;-4,94743;46,13102;-18,35365;25,69528
798980046;7;Bellingwedde;1998;6;5,14189;39,76916;-30,23965;45,11712;11,78971;37,06266
798980047;7;Bellingwedde;1998;6;-14,62172;40,69206;-18,53155;45,10073;-24,56182;15,80346
798980048;7;Bellingwedde;1998;6;-1,88489;14,57404;-4,53154;37,41075;-0,88634;44,9502
798980049;7;Bellingwedde;1998;6;-0,73535;-32,90357;-35,50161;38,08418;-2,42441;48,15343
798980050;7;Bellingwedde;1998;6;-8,38149;-31,49797;-34,06372;44,42519;-2,42441;48,82769
798980051;7;Bellingwedde;1998;7;17,19631;49,86305;-10,01618;35,57202;-38,04204;43,17804
798980052;7;Bellingwedde;1998;7;24,17271;27,33636;10,70431;42,76033;-29,06133;47,26683
798980053;7;Bellingwedde;1998;7;41,94137;5,10083;-39,55229;44,64479;-38,04204;46,79011
798980054;7;Bellingwedde;1998;7;32,90685;-2,57987;48,2248;46,38153;-27,48982;43,3559
798980055;7;Bellingwedde;1998;7;-6,45406;49,99996;-24,68431;46,74348;4,90241;38,08237
798980056;7;Bellingwedde;1998;7;28,23779;39,6974;-41,98036;44,96367;11,78971;45,4189
798980057;7;Bellingwedde;1998;7;29,83399;18,20964;-11,16264;45,90382;19,50855;45,41535
798980058;7;Bellingwedde;1998;7;25,96128;4,89056;38,14675;47,87629;-19,28598;40,65272
798980059;7;Bellingwedde;1998;7;35,59537;49,78259;-41,98802;43,64773;-38,04204;43,36385
798980060;7;Bellingwedde;1998;7;38,23812;-21,58864;-42,56401;45,46462;19,50855;42,43246
798980061;7;Bellingwedde;1998;7;-21,09404;49,89449;-11,86205;48,90605;19,50855;45,40433
998980001;9;Ten boer;1998;4;-49,94742;43,08923;28,59493;29,77617;32,40805;28,78969
998980002;9;Ten boer;1998;4;-49,2145;-37,58638;-5,34018;38,05338;32,40805;30,10718
998980003;9;Ten boer;1998;5;-40,5745;5,74371;27,9264;34,36946;32,40805;35,16762
998980004;9;Ten boer;1998;5;-16,33134;-16,88397;-2,56828;39,60248;-7,34852;32,98243
998980005;9;Ten boer;1998;5;-32,55336;10,93673;-6,26016;40,99852;-7,34852;27,75102
998980006;9;Ten boer;1998;5;-35,42494;-21,72159;-21,40179;32,84685;-2,04933;40,92905
998980007;9;Ten boer;1998;5;-17,28891;-8,30668;3,81597;33,56953;-15,02923;11,15665
998980008;9;Ten boer;1998;5;2,2723;-28,43724;-9,93031;36,48969;1,00129;14,64757
998980009;9;Ten boer;1998;5;-25,06039;-3,69577;-4,58346;40,81761;20,42727;3,61204
998980010;9;Ten boer;1998;5;-31,82378;-24,11461;-10,38797;37,25569;11,54543;34,34671
998980011;9;Ten boer;1998;6;15,44434;-41,15639;34,60157;43,9761;-20,74756;47,40507
998980012;9;Ten boer;1998;6;12,80407;-20,58499;-1,54428;38,54484;8,1781;40,62763
998980013;9;Ten boer;1998;6;-3,05278;47,83557;-31,08962;45,03537;32,40805;47,42053
998980014;9;Ten boer;1998;6;8,39394;22,40567;23,45036;40,83315;17,09952;42,84599
998980015;9;Ten boer;1998;6;-13,21538;11,40512;39,30809;40,14515;32,40805;43,71027
998980016;9;Ten boer;1998;6;2,30259;-49,98729;-16,56502;41,82758;32,40805;47,14843
998980017;9;Ten boer;1998;6;10,75579;16,30198;-1,71922;38,17724;-0,98798;30,14106
998980018;9;Ten boer;1998;6;-1,98388;43,13974;-22,0924;31,02216;23,23507;42,99074
998980019;9;Ten boer;1998;6;-9,72201;-41,28214;-6,98996;44,44149;33,29998;48,91195
998980020;9;Ten boer;1998;6;-4,92788;1,32202;-35,10395;45,23097;32,40805;46,92039
998980021;9;Ten boer;1998;6;-13,29734;27,21369;-8,9465;39,11115;31,14992;40,83683
998980022;9;Ten boer;1998;6;-22,1761;-5,89816;40,79276;26,24736;32,40805;48,9115
998980023;9;Ten boer;1998;7;30,44392;7,00463;-3,36068;42,25684;22,50371;47,41077
998980024;9;Ten boer;1998;7;26,51588;25,37551;36,82312;40,38907;-20,74756;42,72498
998980025;9;Ten boer;1998;7;25,83473;43,66598;29,61057;41,28651;32,40805;42,85431
998980026;9;Ten boer;1998;7;23,77153;46,62295;-3,99666;43,49409;1,00129;35,43938
998980027;9;Ten boer;1998;7;25,37612;44,03542;16,35401;37,00603;32,40805;40,27573
998980028;9;Ten boer;1998;7;4,6592;43,347;27,11083;46,00043;32,40805;47,14861
998980029;9;Ten boer;1998;7;38,15545;44,51023;9,02986;40,61324;-20,74756;45,13131
998980030;9;Ten boer;1998;7;39,28908;42,57012;-40,7102;44,63505;14,05399;29,25618
998980031;9;Ten boer;1998;7;24,12461;34,68233;-21,03016;40,49499;32,40805;43,49967
998980032;9;Ten boer;1998;7;43,43833;49,9992;-40,36787;37,06802;32,40805;49,9345
998980033;9;Ten boer;1998;7;-2,09208;42,1476;43,76966;38,11664;32,40805;48,9115
1098980001;10;Delfzijl;1998;1;-50;-13,72074;-21,76199;-30,74256;32,40805;-39,5779
1098980002;10;Delfzijl;1998;2;-49,99753;-3,47714;-22,50496;-21,23183;24,78322;-36,1943
1098980003;10;Delfzijl;1998;2;-49,96943;-28,52853;-42,60511;-24,47363;-12,26034;-46,65397
1098980004;10;Delfzijl;1998;2;-49,98243;-14,19129;-24,89338;-25,42216;29,03279;-45,10245
1098980005;10;Delfzijl;1998;2;-49,99523;-3,48753;-41,42654;-10,95752;-7,68771;-44,98952
1098980006;10;Delfzijl;1998;3;-49,93306;-33,68789;38,96632;-12,96363;20,91896;-12,00977
1098980007;10;Delfzijl;1998;3;-49,6439;-3,66299;-22,8265;-21,5033;10,67236;-18,50205
1098980008;10;Delfzijl;1998;3;-49,97299;28,61864;19,43648;-25,27651;32,40805;-13,5759
1098980009;10;Delfzijl;1998;3;-49,62099;0,21202;-24,76849;-12,45131;26,38376;-33,04685
1098980010;10;Delfzijl;1998;3;-49,9819;16,50374;-16,97234;-9,90692;13,63227;-36,74792
1098980011;10;Delfzijl;1998;3;-49,00995;-19,89724;-39,02316;-27,09021;21,80913;-46,47717
1098980012;10;Delfzijl;1998;3;-48,61099;10,25797;-43,81745;-27,14444;26,58497;-45,42382
1098980013;10;Delfzijl;1998;3;-49,40709;-5,24142;-28,36173;-7,30552;11,57871;-42,37615
1098980014;10;Delfzijl;1998;3;-48,7516;-7,71624;23,97365;-13,79168;2,20553;-44,75643
1098980015;10;Delfzijl;1998;4;-45,66446;-36,56513;12,56194;11,22485;48,69663;-2,73091
1098980016;10;Delfzijl;1998;4;-45,65599;-22,92483;10,97819;-6,13964;-8,46765;-10,25482
1098980017;10;Delfzijl;1998;4;-43,99092;17,86202;-22,23011;-10,60265;25,0914;-17,73043
1098980018;10;Delfzijl;1998;4;-46,49002;-31,95557;-6,24468;27,73696;-30,8735;10,16984
1098980019;10;Delfzijl;1998;4;-48,3848;42,12861;32,14709;-10,73835;32,40805;-10,46555
1098980020;10;Delfzijl;1998;4;-42,69077;-3,64093;-8,94504;-25,29311;-20,74756;29,31638
1098980021;10;Delfzijl;1998;4;-40,99848;-41,50966;-17,91193;19,23772;-7,34852;30,44898
1098980022;10;Delfzijl;1998;4;-23,64076;-17,42264;-7,61941;23,48181;-27,52894;-39,69041
1098980023;10;Delfzijl;1998;4;-31,57501;-14,58586;-44,17295;14,1848;-27,52894;-23,51307
1098980024;10;Delfzijl;1998;4;-45,81482;-38,96925;-48,43314;14,15243;-20,74756;-29,46543
1098980025;10;Delfzijl;1998;4;-38,14603;-46,79066;4,90216;-12,71146;-14,2683;-9,88957
1098980026;10;Delfzijl;1998;4;-32,70777;-32,78971;-22,091;1,96662;-20,74756;12,17356
1098980027;10;Delfzijl;1998;4;-42,27651;43,47179;-49,97859;-25,27945;32,40805;-45,77482
1098980028;10;Delfzijl;1998;4;-44,85537;-18,72106;-19,7718;3,37042;1,00129;-30,70849
1098980029;10;Delfzijl;1998;4;-42,38582;1,73161;-12,18697;-17,57901;26,95191;-45,46676
1098980030;10;Delfzijl;1998;4;-44,94247;8,16689;-19,81064;-0,93034;1,78484;-40,33758
1098980031;10;Delfzijl;1998;4;-39,65526;-17,42269;-30,35482;-18,87316;7,2652;-45,13308
1098980032;10;Delfzijl;1998;4;-38,74127;-29,59012;-21,41993;-5,47498;32,40805;-42,95631
1098980033;10;Delfzijl;1998;4;-42,37031;6,77352;0,68469;29,53582;1,00129;-31,81724
1098980034;10;Delfzijl;1998;4;-30,72016;-25,67823;-21,48328;-2,13815;-7,34852;-43,82845
1098980035;10;Delfzijl;1998;4;-42,14679;19,29046;22,60826;-5,45901;13,98512;-45,48495
