cluster;gemcode;gemnaam;jaar;lbrmtr;bev;lftsam;publ;veilig;vrz;won
1098980036;10;Delfzijl;1998;4;-43,03;0,3885;-19,71947;13,87146;-7,34852;7,18582
1098980037;10;Delfzijl;1998;4;-49,8049;1,55262;6,46745;31,86194;-27,52894;32,88997
1098980038;10;Delfzijl;1998;4;-48,19319;-39,12123;-8,5128;19,13027;26,44446;42,08888
1098980039;10;Delfzijl;1998;5;10,19741;-23,12075;-24,64033;1,2783;35,67204;12,97314
1098980040;10;Delfzijl;1998;5;-10,76969;-6,51892;-3,51518;19,54108;47,46498;-4,10465
1098980041;10;Delfzijl;1998;5;-22,85559;37,26555;-17,79093;28,36718;17,39558;-9,2484
1098980042;10;Delfzijl;1998;5;3,36191;-48,16216;-21,2625;22,18931;9,0302;33,44739
1098980043;10;Delfzijl;1998;5;-15,41425;-39,04732;-36,61833;19,16656;-27,52894;40,8701
1098980044;10;Delfzijl;1998;5;-21,72962;37,89014;39,28163;34,20488;27,28159;-34,80316
1098980045;10;Delfzijl;1998;5;-30,31263;21,01821;38,7691;19,72932;21,48113;-5,05488
1098980046;10;Delfzijl;1998;5;-14,60057;-11,44434;9,25739;4,13462;-13,144;-0,62802
1098980047;10;Delfzijl;1998;5;-27,14396;-4,07493;1,13193;9,93349;32,40805;3,87343
1098980048;10;Delfzijl;1998;5;-20,96942;46,99354;-9,31303;-4,51419;32,40805;-8,39224
1098980049;10;Delfzijl;1998;5;1,11903;-20,12729;-6,93523;19,19167;32,40805;21,575
1098980050;10;Delfzijl;1998;5;-14,72559;-22,4128;0,28144;26,0662;-16,97725;13,28447
1098980051;10;Delfzijl;1998;5;-22,36515;-14,10769;43,95338;9,10369;-27,52894;25,04296
1098980052;10;Delfzijl;1998;5;9,07528;-22,23096;-7,04883;21,16765;-3,5264;5,57872
1098980053;10;Delfzijl;1998;5;23,40974;-43,3732;32,11221;6,31983;-20,74756;0,20014
1098980054;10;Delfzijl;1998;5;4,43627;-17,66156;-24,79675;19,76583;-21,27718;-9,58109
1098980055;10;Delfzijl;1998;5;12,93463;-11,81517;3,17357;-0,97375;7,77218;-5,32618
1098980056;10;Delfzijl;1998;5;-2,18915;-15,93866;-8,36677;33,20422;13,71993;-31,52894
1098980057;10;Delfzijl;1998;5;-9,20843;-21,95488;-2,87315;14,40841;1,00129;-42,76055
1098980058;10;Delfzijl;1998;5;-8,00048;2,65349;-5,01375;24,28925;29,62979;-40,03942
1098980059;10;Delfzijl;1998;5;-14,31834;-34,85665;-42,30666;26,03723;1,00129;21,23797
1098980060;10;Delfzijl;1998;5;-1,88533;26,47838;-7,81904;4,67434;0,63998;-44,03615
1098980061;10;Delfzijl;1998;5;-34,85528;0,80529;-22,84749;23,95717;-19,889;32,62552
1098980062;10;Delfzijl;1998;5;-13,46775;-34,89484;8,73375;27,49841;1,60861;35,04954
1098980063;10;Delfzijl;1998;5;-5,55896;-17,7657;-18,41899;27,20417;9,17632;15,51699
1098980064;10;Delfzijl;1998;5;-23,9065;12,69159;-1,06929;23,97629;-16,33347;38,083
1098980065;10;Delfzijl;1998;5;8,7398;-44,76312;-9,33915;34,4342;26,44446;0,95401
1098980066;10;Delfzijl;1998;5;2,16512;-43,95612;-8,5128;16,29038;26,44446;42,08888
1098980067;10;Delfzijl;1998;5;-35,70603;41,75988;-49,95859;25,63112;-27,52894;36,97084
1098980068;10;Delfzijl;1998;5;-20,19562;-24,32241;-18,05339;25,27535;5,99278;27,59427
1098980069;10;Delfzijl;1998;6;10,31419;28,66192;-6,00523;28,78398;47,66619;6,54951
1098980070;10;Delfzijl;1998;6;-11,12197;49,99999;-18,31299;32,97243;-13,144;-7,14673
1098980071;10;Delfzijl;1998;6;-28,09188;43,33066;-18,31299;41,49091;-13,144;34,24289
1098980072;10;Delfzijl;1998;6;0,49274;21,45603;-0,85628;34,37386;-13,144;13,92994
1098980073;10;Delfzijl;1998;6;-7,37575;30,12897;21,90143;29,81101;-14,13106;32,18141
1098980074;10;Delfzijl;1998;6;7,20419;49,99776;10,83567;27,40772;45,09443;-7,25687
1098980075;10;Delfzijl;1998;6;13,0682;29,41496;17,70181;27,89601;31,26143;5,52828
1098980076;10;Delfzijl;1998;6;17,74805;3,70872;2,28942;32,71463;-13,5039;38,43959
1098980077;10;Delfzijl;1998;6;-30,52646;48,19577;-19,16093;31,58193;27,28159;33,7075
1098980078;10;Delfzijl;1998;6;-3,28859;49,92776;22,59461;20,81559;-14,24016;17,75882
1098980079;10;Delfzijl;1998;6;-9,77838;48,85213;49,91423;18,50257;48,69663;-25,21526
1098980080;10;Delfzijl;1998;6;-11,82854;42,46153;49,84798;17,42153;48,69663;-22,06837
1098980081;10;Delfzijl;1998;6;-15,3771;48,9046;-5,66019;33,63608;-7,34852;43,64813
1098980082;10;Delfzijl;1998;6;5,49226;-13,09792;44,43711;30,66506;-12,75855;13,9139
1098980083;10;Delfzijl;1998;6;-23,15881;49,60049;50;45,51904;-7,34852;8,39682
1098980084;10;Delfzijl;1998;6;34,49755;29,97165;-30,88477;26,03491;10,30535;33,29267
1098980085;10;Delfzijl;1998;6;13,54882;-8,1911;48,8125;21,07753;-18,70887;26,37628
1098980086;10;Delfzijl;1998;6;26,13616;17,212;6,72733;24,47029;15,4855;18,5114
1098980087;10;Delfzijl;1998;6;25,36166;-9,04488;-22,88533;18,04336;-16,68224;25,78619
1098980088;10;Delfzijl;1998;6;22,48999;37,23091;24,06523;3,83531;32,40805;-9,11235
1098980089;10;Delfzijl;1998;6;34,76888;-47,09524;-40,3784;6,49453;1,00129;25,66088
1098980090;10;Delfzijl;1998;6;19,01334;1,87548;-2,49699;21,96598;-15,76206;19,3512
1098980091;10;Delfzijl;1998;6;8,41949;16,47794;-41,38424;26,48124;1,00129;21,23797
1098980092;10;Delfzijl;1998;6;13,71844;16,28765;-39,47185;21,828;1,00129;21,23797
1098980093;10;Delfzijl;1998;6;9,45391;49,87026;43,45291;38,76846;12,12596;-40,0173
1098980094;10;Delfzijl;1998;6;10,33937;-3,82391;-4,93617;19,60917;-7,34852;28,69902
1098980095;10;Delfzijl;1998;6;14,05385;-33,9466;13,72809;33,08668;-0,3767;28,28392
1098980096;10;Delfzijl;1998;6;-14,55422;29,03418;8,81471;24,97964;26,44446;37,15075
1098980097;10;Delfzijl;1998;6;-2,52741;43,75543;3,33522;31,19749;-27,52894;32,88997
1098980098;10;Delfzijl;1998;6;-1,83685;23,34211;-35,6321;13,28993;-27,52894;48,23534
1098980099;10;Delfzijl;1998;6;15,83159;-13,06953;-0,98884;33,55143;26,44446;21,03324
1098980100;10;Delfzijl;1998;6;3,86781;8,04139;-8,7738;30,95844;-27,19471;31,35452
1098980101;10;Delfzijl;1998;7;45,38055;10,02924;-32,43057;31,53474;-7,34852;35,05617
1098980102;10;Delfzijl;1998;7;38,21748;17,31431;20,93719;30,04633;-1,50059;37,26672
1098980103;10;Delfzijl;1998;7;44,18931;-28,80762;-19,61793;7,20189;-27,52894;48,24319
1098980104;10;Delfzijl;1998;7;32,10014;48,88356;-23,85892;36,39929;26,44446;43,87784
1098980105;10;Delfzijl;1998;7;16,42498;49,68034;-21,80381;10,98332;26,44446;49,22533
1498980001;14;Groningen;1998;1;-49,99936;-39,43075;-45,94105;-35,65443;-13,144;-45,18367
1498980002;14;Groningen;1998;1;-49,99974;2,6976;19,71543;-49,67556;-41,73471;-0,2088
1498980003;14;Groningen;1998;1;-49,99988;-40,75335;-7,52696;-46,27321;-30,20195;-30,36913
1498980004;14;Groningen;1998;1;-49,99744;-35,31725;-16,2948;-44,84719;-38,04204;-41,3351
1498980005;14;Groningen;1998;1;-49,98946;-42,5891;-23,43955;-45,89667;-38,04204;-47,88904
1498980006;14;Groningen;1998;1;-49,99826;-46,89472;-41,18746;-34,53608;-30,21803;-47,92416
1498980007;14;Groningen;1998;1;-49,9694;-44,50067;-28,17391;-44,87794;-10,81295;-47,97838
1498980008;14;Groningen;1998;1;-49,99782;-46,06358;4,33337;-41,48088;-34,27328;-44,31589
1498980009;14;Groningen;1998;1;-49,99466;-40,63847;-26,49507;-45,07806;-32,40864;-47,42732
1498980010;14;Groningen;1998;1;-49,999;-38,3676;-32,86161;-42,07468;-25,41672;-39,98677
1498980011;14;Groningen;1998;1;-49,99626;-41,62093;-43,07139;-44,90983;-30,25206;-48,09309
1498980012;14;Groningen;1998;1;-49,98648;-47,89478;-45,08217;-38,21829;-41,73471;-47,6099
1498980013;14;Groningen;1998;1;-49,99881;-48,96934;3,39227;-46,49814;-9,18201;-39,54055
1498980014;14;Groningen;1998;1;-49,99833;-39,93537;-5,89137;-45,62314;-34,00791;-37,36042
1498980015;14;Groningen;1998;2;-49,99287;-45,0347;-0,96318;-37,53767;45,98776;-33,71839
1498980016;14;Groningen;1998;2;-49,94019;-24,99976;-15,35327;-34,25336;-21,40135;-43,15968
1498980017;14;Groningen;1998;2;-49,57595;-41,80565;-12,42249;-49,56766;-27,07132;-21,36145
1498980018;14;Groningen;1998;2;-49,32207;-41,5063;-9,37907;-49,94805;-38,04204;-25,69355
1498980019;14;Groningen;1998;2;-49,9531;-8,79432;-7,49556;-45,77494;48,69663;-45,59749
1498980020;14;Groningen;1998;2;-49,99904;4,09505;36,82524;-47,21923;11,78971;-3,81621
1498980021;14;Groningen;1998;2;-49,79675;-35,91074;-24,91044;-43,33001;48,48491;-47,92156
1498980022;14;Groningen;1998;2;-49,88271;-44,83598;-2,62005;-38,68962;11,78971;-47,21001
1498980023;14;Groningen;1998;2;-49,90402;-35,35724;-18,45686;-43,89141;-31,11926;-39,89744
1498980024;14;Groningen;1998;2;-49,79686;-43,3741;-34,72342;-33,58033;-28,60225;-48,19229
