FID,PUTNUMMER,DD_BRONBESTAND,DD_BIJGEWERKT,GEOMETRIE
BOR_RIO_KOLKEN.25,K42006,2021-03-08,,POINT (184829.62 427905.16)
BOR_RIO_KOLKEN.26,K42005,2021-03-08,,POINT (184844.95 427888.44)
BOR_RIO_KOLKEN.27,K42004,2021-03-08,,POINT (184853.77 427896.47)
BOR_RIO_KOLKEN.28,K42003,2021-03-08,,POINT (184864.5 427906.28)
BOR_RIO_KOLKEN.29,K3,2021-03-08,,POINT (186288.39 432108.03)
BOR_RIO_KOLKEN.30,K50054,2021-03-08,,POINT (186570.005 432272.119)
BOR_RIO_KOLKEN.31,K4,2021-03-08,,POINT (186483.33 431944.53)
BOR_RIO_KOLKEN.32,K50066,2021-03-08,,POINT (186583.366 431903.745)
BOR_RIO_KOLKEN.33,K42429,2021-03-08,,POINT (187834.997 428695.357)
BOR_RIO_KOLKEN.34,K42430,2021-03-08,,POINT (187831.457 428697.014)
BOR_RIO_KOLKEN.35,K42365,2021-03-08,,POINT (186919.682 428732.098)
BOR_RIO_KOLKEN.36,K1348,2021-03-08,,POINT (186090.44 427845.06)
BOR_RIO_KOLKEN.37,K996,2021-03-08,,POINT (181884.78 426159.3)
BOR_RIO_KOLKEN.38,K7,2021-03-08,,POINT (188900.05 428552.88)
BOR_RIO_KOLKEN.39,K38470,2021-03-08,,POINT (188009.27 428621.28)
BOR_RIO_KOLKEN.40,K38471,2021-03-08,,POINT (188013.94 428619.75)
BOR_RIO_KOLKEN.41,K38472,2021-03-08,,POINT (188017.4 428618.56)
BOR_RIO_KOLKEN.42,K38473,2021-03-08,,POINT (188013 428631.53)
BOR_RIO_KOLKEN.43,K38474,2021-03-08,,POINT (188021.36 428628.72)
BOR_RIO_KOLKEN.44,K38475,2021-03-08,,POINT (188025.23 428627.44)
BOR_RIO_KOLKEN.45,K38476,2021-03-08,,POINT (188029.03 428626.1)
BOR_RIO_KOLKEN.46,K38477,2021-03-08,,POINT (188032.95 428624.75)
BOR_RIO_KOLKEN.47,K38478,2021-03-08,,POINT (188036.69 428623.5)
BOR_RIO_KOLKEN.48,K38479,2021-03-08,,POINT (188039.64 428620.84)
BOR_RIO_KOLKEN.49,K38480,2021-03-08,,POINT (188039.97 428616.6)
BOR_RIO_KOLKEN.50,K38481,2021-03-08,,POINT (188037.55 428613.34)
BOR_RIO_KOLKEN.51,K38482,2021-03-08,,POINT (188033.17 428613.12)
BOR_RIO_KOLKEN.52,K38483,2021-03-08,,POINT (188029.19 428614.56)
BOR_RIO_KOLKEN.53,K38484,2021-03-08,,POINT (188025.4 428615.88)
BOR_RIO_KOLKEN.54,K38485,2021-03-08,,POINT (188021.64 428617.16)
BOR_RIO_KOLKEN.55,K38486,2021-03-08,,POINT (188009.78 428629.88)
BOR_RIO_KOLKEN.56,K38487,2021-03-08,,POINT (188008 428624.66)
BOR_RIO_KOLKEN.57,K38488,2021-03-08,,POINT (188007.69 428623.62)
BOR_RIO_KOLKEN.58,K10,2021-03-08,,POINT (187747.52 426719.03)
BOR_RIO_KOLKEN.59,K27415,2021-03-08,,POINT (184540.81 425235.47)
BOR_RIO_KOLKEN.60,K27410,2021-03-08,,POINT (184547.77 425246.75)
BOR_RIO_KOLKEN.61,K27406,2021-03-08,,POINT (184553.97 425257.25)
BOR_RIO_KOLKEN.62,K42090,2021-03-08,,POINT (185345.55 425459.25)
BOR_RIO_KOLKEN.63,K12,2021-03-08,,POINT (186028.98 426698.97)
BOR_RIO_KOLKEN.64,K2664,2021-03-08,,POINT (186279.66 433274.8)
BOR_RIO_KOLKEN.65,K14,2021-03-08,,POINT (186582.92 426389.5)
BOR_RIO_KOLKEN.66,K43981,2021-03-08,,POINT (185701.22 428992.88)
BOR_RIO_KOLKEN.67,K45555,2021-03-08,,POINT (185706.34 428981.88)
BOR_RIO_KOLKEN.68,K2665,2021-03-08,,POINT (182455.05 426264.6)
BOR_RIO_KOLKEN.69,K2666,2021-03-08,,POINT (182442.94 426255.66)
BOR_RIO_KOLKEN.70,K2667,2021-03-08,,POINT (182428.88 426252.5)
BOR_RIO_KOLKEN.71,K2668,2021-03-08,,POINT (182404.28 426270.88)
BOR_RIO_KOLKEN.72,K2669,2021-03-08,,POINT (182362.52 426263.53)
BOR_RIO_KOLKEN.73,K2670,2021-03-08,,POINT (182376.28 426264.56)
BOR_RIO_KOLKEN.74,K2671,2021-03-08,,POINT (182371.88 426258.84)
BOR_RIO_KOLKEN.75,K2672,2021-03-08,,POINT (182381.17 426252.66)
BOR_RIO_KOLKEN.76,K2673,2021-03-08,,POINT (182391.58 426250.25)
BOR_RIO_KOLKEN.77,K2674,2021-03-08,,POINT (182394.97 426245.1)
BOR_RIO_KOLKEN.78,K2675,2021-03-08,,POINT (182382.84 426242.44)
BOR_RIO_KOLKEN.79,K2676,2021-03-08,,POINT (182366.31 426248.12)
BOR_RIO_KOLKEN.80,K2677,2021-03-08,,POINT (182359.81 426255.53)
BOR_RIO_KOLKEN.81,K2678,2021-03-08,,POINT (182424.83 426273.1)
BOR_RIO_KOLKEN.82,K2679,2021-03-08,,POINT (182439.4 426268.3)
BOR_RIO_KOLKEN.83,K15,2021-03-08,,POINT (183270.02 424151.88)
BOR_RIO_KOLKEN.84,K16,2021-03-08,,POINT (183283 424160.1)
BOR_RIO_KOLKEN.85,K786,2021-03-08,,POINT (183204.84 425120.03)
BOR_RIO_KOLKEN.86,K50123,2021-03-08,,POINT (184013.256 424107.758)
BOR_RIO_KOLKEN.87,K50125,2021-03-08,,POINT (181849.014 427833.757)
BOR_RIO_KOLKEN.88,K50126,2021-03-08,,POINT (181836.242 427841.477)
BOR_RIO_KOLKEN.89,K38489,2021-03-08,,POINT (182630.25 425784.6)
BOR_RIO_KOLKEN.90,K50128,2021-03-08,,POINT (183991.994 424109.404)
BOR_RIO_KOLKEN.91,K18,2021-03-08,,POINT (183548.98 424328.97)
BOR_RIO_KOLKEN.92,K19,2021-03-08,,POINT (183530.48 424322.1)
BOR_RIO_KOLKEN.93,K50138,2021-03-08,,POINT (181856.066 427846.985)
BOR_RIO_KOLKEN.94,K50139,2021-03-08,,POINT (181842.381 427853.476)
BOR_RIO_KOLKEN.95,K157,2021-03-08,,POINT (183208.97 423834.6)
BOR_RIO_KOLKEN.96,K50144,2021-03-08,,POINT (187601.579 428636.205)
BOR_RIO_KOLKEN.97,K22039,2021-03-08,,POINT (185356.31 424203.16)
BOR_RIO_KOLKEN.98,K50149,2021-03-08,,POINT (181772.817 427895.423)
BOR_RIO_KOLKEN.99,K50150,2021-03-08,,POINT (181764.597 427881.975)
BOR_RIO_KOLKEN.100,K27116,2021-03-08,,POINT (184912.86 424234.66)
BOR_RIO_KOLKEN.101,K27117,2021-03-08,,POINT (184920.72 424225.53)
BOR_RIO_KOLKEN.102,K22042,2021-03-08,,POINT (185368.64 424166.03)
BOR_RIO_KOLKEN.103,K50157,2021-03-08,,POINT (182393.085 427890.257)
BOR_RIO_KOLKEN.104,K50158,2021-03-08,,POINT (182328.082 427896.165)
BOR_RIO_KOLKEN.105,K50159,2021-03-08,,POINT (182337.582 427914.263)
BOR_RIO_KOLKEN.106,K50160,2021-03-08,,POINT (182347.005 427932.173)
BOR_RIO_KOLKEN.107,K50161,2021-03-08,,POINT (182356.322 427949.891)
BOR_RIO_KOLKEN.108,K4672,2021-03-08,,POINT (183167.88 427101)
BOR_RIO_KOLKEN.109,K4696,2021-03-08,,POINT (183167.92 427067.4)
BOR_RIO_KOLKEN.110,K22,2021-03-08,,POINT (189334.17 427506.38)
BOR_RIO_KOLKEN.111,K23,2021-03-08,,POINT (189337.95 427505.7)
BOR_RIO_KOLKEN.112,K40090,2021-03-08,,POINT (188335.12 428984.5)
BOR_RIO_KOLKEN.113,K2541,2021-03-08,,POINT (188175.72 428877.06)
BOR_RIO_KOLKEN.114,K38490,2021-03-08,,POINT (188039.94 428969.9)
BOR_RIO_KOLKEN.115,K50165,2021-03-08,,POINT (188061.531 428936.465)
BOR_RIO_KOLKEN.116,K2603,2021-03-08,,POINT (188175.11 428872.6)
BOR_RIO_KOLKEN.117,K50167,2021-03-08,,POINT (188179.144 428906.106)
BOR_RIO_KOLKEN.118,K42367,2021-03-08,,POINT (186866.713 429040.077)
BOR_RIO_KOLKEN.119,K26,2021-03-08,,POINT (186915.11 428973.7)
BOR_RIO_KOLKEN.120,K27,2021-03-08,,POINT (186921.98 428999.94)
BOR_RIO_KOLKEN.121,K28,2021-03-08,,POINT (186930.64 429034.03)
BOR_RIO_KOLKEN.122,K29,2021-03-08,,POINT (182542.23 425350.4)
BOR_RIO_KOLKEN.123,K22043,2021-03-08,,POINT (185106.23 424438.25)
BOR_RIO_KOLKEN.124,K2258,2021-03-08,,POINT (186255.81 424319.88)
BOR_RIO_KOLKEN.125,K2259,2021-03-08,,POINT (186231.56 424316.78)
BOR_RIO_KOLKEN.126,K2260,2021-03-08,,POINT (186229.72 424329.75)
BOR_RIO_KOLKEN.127,K2261,2021-03-08,,POINT (186254.31 424332.8)
BOR_RIO_KOLKEN.128,K2262,2021-03-08,,POINT (186294.12 424334)
BOR_RIO_KOLKEN.129,K2263,2021-03-08,,POINT (186291.6 424314.9)
BOR_RIO_KOLKEN.130,K2264,2021-03-08,,POINT (186257.48 424310.56)
BOR_RIO_KOLKEN.131,K2265,2021-03-08,,POINT (186232.92 424307.4)
BOR_RIO_KOLKEN.132,K2266,2021-03-08,,POINT (186228.89 424335.6)
BOR_RIO_KOLKEN.133,K2267,2021-03-08,,POINT (186287.83 424343.06)
BOR_RIO_KOLKEN.134,K2268,2021-03-08,,POINT (186253.42 424338.7)
BOR_RIO_KOLKEN.135,K30,2021-03-08,,POINT (185399.9 427476.22)
BOR_RIO_KOLKEN.136,K38491,2021-03-08,,POINT (184428.5 423880.97)
BOR_RIO_KOLKEN.137,K31,2021-03-08,,POINT (187502.31 429011.75)
BOR_RIO_KOLKEN.138,K2158,2021-03-08,,POINT (187469.69 429170.66)
BOR_RIO_KOLKEN.139,K32,2021-03-08,,POINT (184013.97 423800.8)
BOR_RIO_KOLKEN.140,K37356,2021-03-08,,POINT (187006.89 427928.34)
BOR_RIO_KOLKEN.141,K37357,2021-03-08,,POINT (187006.729 427927.906)
BOR_RIO_KOLKEN.142,K1362,2021-03-08,,POINT (187317.53 427867.28)
BOR_RIO_KOLKEN.143,K36,2021-03-08,,POINT (185411.02 427460.2)
BOR_RIO_KOLKEN.144,K37,2021-03-08,,POINT (186812.47 428244.47)
BOR_RIO_KOLKEN.145,K38,2021-03-08,,POINT (186780.56 428234.06)
BOR_RIO_KOLKEN.146,K39,2021-03-08,,POINT (186799.39 428228.34)
BOR_RIO_KOLKEN.147,K50175,2021-03-08,,POINT (186446.713 424797.628)
BOR_RIO_KOLKEN.148,K2681,2021-03-08,,POINT (186157.88 427040.9)
BOR_RIO_KOLKEN.149,K49,2021-03-08,,POINT (184201.84 427730.5)
BOR_RIO_KOLKEN.150,K50,2021-03-08,,POINT (184201.19 427730.66)
BOR_RIO_KOLKEN.151,K2682,2021-03-08,,POINT (184113.23 428068.2)
BOR_RIO_KOLKEN.152,K2683,2021-03-08,,POINT (184110.52 428063.3)
BOR_RIO_KOLKEN.153,K22045,2021-03-08,,POINT (187528.67 424912.06)
BOR_RIO_KOLKEN.154,K22046,2021-03-08,,POINT (187529.44 424918.8)
BOR_RIO_KOLKEN.155,K22047,2021-03-08,,POINT (187530.12 424924.78)
BOR_RIO_KOLKEN.1385,K6828,2021-03-08,,POINT (183869.17 424050.75)
BOR_RIO_KOLKEN.1386,K6829,2021-03-08,,POINT (183881.84 424028.94)
BOR_RIO_KOLKEN.1387,K6830,2021-03-08,,POINT (183887.77 424013.9)
BOR_RIO_KOLKEN.1388,K6831,2021-03-08,,POINT (183679.62 424565.5)
BOR_RIO_KOLKEN.1389,K6832,2021-03-08,,POINT (183681.36 424526.38)
BOR_RIO_KOLKEN.1390,K3161,2021-03-08,,POINT (183680.53 424545.3)
BOR_RIO_KOLKEN.1391,K6833,2021-03-08,,POINT (183701.05 424447.2)
BOR_RIO_KOLKEN.1392,K6834,2021-03-08,,POINT (183706.7 424429.22)
BOR_RIO_KOLKEN.1393,K6835,2021-03-08,,POINT (183696.3 424468.06)
BOR_RIO_KOLKEN.1394,K6836,2021-03-08,,POINT (183692.64 424488.34)
BOR_RIO_KOLKEN.1395,K6837,2021-03-08,,POINT (183690.1 424507.84)
BOR_RIO_KOLKEN.1396,K6838,2021-03-08,,POINT (183713.03 424410.78)
BOR_RIO_KOLKEN.1397,K6839,2021-03-08,,POINT (183667.6 424864.03)
BOR_RIO_KOLKEN.1398,K6840,2021-03-08,,POINT (183666.52 424842.97)
BOR_RIO_KOLKEN.1399,K3162,2021-03-08,,POINT (180580.472 426267.316)
BOR_RIO_KOLKEN.1400,K3163,2021-03-08,,POINT (180569.441 426290.254)
BOR_RIO_KOLKEN.1401,K3164,2021-03-08,,POINT (180605.62 426251.47)
BOR_RIO_KOLKEN.1402,K3165,2021-03-08,,POINT (180625.84 426246.66)
BOR_RIO_KOLKEN.1403,K709,2021-03-08,,POINT (186217.02 429560.44)
BOR_RIO_KOLKEN.1404,K13783,2021-03-08,,POINT (186206.55 429703.75)
BOR_RIO_KOLKEN.1405,K22384,2021-03-08,,POINT (186177.34 428674.12)
BOR_RIO_KOLKEN.1406,K3166,2021-03-08,,POINT (186183.92 428661.78)
BOR_RIO_KOLKEN.1407,K22110,2021-03-08,,POINT (186521.55 427844.97)
BOR_RIO_KOLKEN.1408,K715,2021-03-08,,POINT (187604.03 427927.3)
BOR_RIO_KOLKEN.1409,K27190,2021-03-08,,POINT (187610.31 427978.53)
BOR_RIO_KOLKEN.1410,K4812,2021-03-08,,POINT (185193.66 426404.6)
BOR_RIO_KOLKEN.1411,K4813,2021-03-08,,POINT (185181.22 426418.3)
BOR_RIO_KOLKEN.1412,K4814,2021-03-08,,POINT (185218.05 426377.03)
BOR_RIO_KOLKEN.1413,K4815,2021-03-08,,POINT (185265.81 426308.28)
BOR_RIO_KOLKEN.1414,K4816,2021-03-08,,POINT (185258.72 426319.7)
BOR_RIO_KOLKEN.1415,K4817,2021-03-08,,POINT (185248.47 426335.06)
BOR_RIO_KOLKEN.1416,K4818,2021-03-08,,POINT (185232.31 426358.7)
BOR_RIO_KOLKEN.1417,K4819,2021-03-08,,POINT (185290.05 426280.72)
BOR_RIO_KOLKEN.1418,K3167,2021-03-08,,POINT (182758.88 426002.8)
BOR_RIO_KOLKEN.1419,K3168,2021-03-08,,POINT (182790.78 426017.12)
BOR_RIO_KOLKEN.1420,K3169,2021-03-08,,POINT (182818.14 426024.1)
BOR_RIO_KOLKEN.1421,K3170,2021-03-08,,POINT (182844.5 426029.78)
BOR_RIO_KOLKEN.1422,K3171,2021-03-08,,POINT (182870.77 426032.03)
BOR_RIO_KOLKEN.1423,K3172,2021-03-08,,POINT (182899.72 426037.28)
BOR_RIO_KOLKEN.1424,K3173,2021-03-08,,POINT (182730.31 425993.78)
BOR_RIO_KOLKEN.1425,K3174,2021-03-08,,POINT (182911.2 426011.72)
BOR_RIO_KOLKEN.1426,K3175,2021-03-08,,POINT (182890.5 426007.72)
BOR_RIO_KOLKEN.1427,K3176,2021-03-08,,POINT (182869.55 426003.72)
BOR_RIO_KOLKEN.1428,K3177,2021-03-08,,POINT (182840.58 425998.12)
BOR_RIO_KOLKEN.1429,K3178,2021-03-08,,POINT (182811.28 425992.16)
BOR_RIO_KOLKEN.1430,K3179,2021-03-08,,POINT (182783.14 425984.5)
BOR_RIO_KOLKEN.1431,K3180,2021-03-08,,POINT (182754.97 425975.75)
BOR_RIO_KOLKEN.1432,K3181,2021-03-08,,POINT (182704.48 425985.2)
BOR_RIO_KOLKEN.1433,K3182,2021-03-08,,POINT (182726.53 425966.8)
BOR_RIO_KOLKEN.1434,K3183,2021-03-08,,POINT (182698.33 425957.97)
BOR_RIO_KOLKEN.1435,K3184,2021-03-08,,POINT (182669.77 425949)
BOR_RIO_KOLKEN.1436,K3185,2021-03-08,,POINT (182640.84 425939.9)
BOR_RIO_KOLKEN.1437,K3186,2021-03-08,,POINT (182612.02 425930.84)
BOR_RIO_KOLKEN.1438,K3187,2021-03-08,,POINT (182590.5 425925.72)
BOR_RIO_KOLKEN.1439,K3188,2021-03-08,,POINT (182574.1 425922.22)
BOR_RIO_KOLKEN.1440,K716,2021-03-08,,POINT (188648.198 427316.85)
BOR_RIO_KOLKEN.1441,K717,2021-03-08,,POINT (183517.1 426407.06)
BOR_RIO_KOLKEN.1442,K718,2021-03-08,,POINT (183773.78 426394.44)
BOR_RIO_KOLKEN.1443,K3190,2021-03-08,,POINT (182340.56 426204.8)
BOR_RIO_KOLKEN.1444,K719,2021-03-08,,POINT (183842.7 426450.22)
BOR_RIO_KOLKEN.1445,K720,2021-03-08,,POINT (183260.2 426396.1)
BOR_RIO_KOLKEN.1446,K721,2021-03-08,,POINT (183222.58 426393.97)
BOR_RIO_KOLKEN.1447,K3191,2021-03-08,,POINT (182302.03 426228.88)
BOR_RIO_KOLKEN.1448,K3192,2021-03-08,,POINT (182319.92 426238.88)
BOR_RIO_KOLKEN.1449,K723,2021-03-08,,POINT (183901.69 426451.47)
BOR_RIO_KOLKEN.1450,K724,2021-03-08,,POINT (184147.31 426471.5)
BOR_RIO_KOLKEN.1451,K725,2021-03-08,,POINT (184132.23 426470.2)
BOR_RIO_KOLKEN.1452,K3193,2021-03-08,,POINT (182020.9 426194.44)
BOR_RIO_KOLKEN.1453,K726,2021-03-08,,POINT (183802.08 426451.4)
BOR_RIO_KOLKEN.1454,K727,2021-03-08,,POINT (183803 426444.9)
BOR_RIO_KOLKEN.1455,K728,2021-03-08,,POINT (182900.2 426287.34)
BOR_RIO_KOLKEN.1456,K3194,2021-03-08,,POINT (182954.3 426340.4)
BOR_RIO_KOLKEN.1457,K3195,2021-03-08,,POINT (182836.65 426313.254)
BOR_RIO_KOLKEN.1458,K3196,2021-03-08,,POINT (182849.1 426303.1)
BOR_RIO_KOLKEN.1459,K3197,2021-03-08,,POINT (182862.368 426293.58)
BOR_RIO_KOLKEN.1460,K3198,2021-03-08,,POINT (182879.452 426286.955)
BOR_RIO_KOLKEN.1461,K3199,2021-03-08,,POINT (182931.52 426302.4)
BOR_RIO_KOLKEN.1462,K3200,2021-03-08,,POINT (182941.19 426313.78)
BOR_RIO_KOLKEN.1463,K3202,2021-03-08,,POINT (182947.84 426327.1)
BOR_RIO_KOLKEN.1464,K729,2021-03-08,,POINT (183493.66 426405.62)
BOR_RIO_KOLKEN.1465,K3203,2021-03-08,,POINT (182820.66 426315.72)
BOR_RIO_KOLKEN.1466,K3204,2021-03-08,,POINT (182500.66 426245.25)
BOR_RIO_KOLKEN.1467,K3205,2021-03-08,,POINT (182436.61 426251.34)
BOR_RIO_KOLKEN.1468,K3206,2021-03-08,,POINT (182519.38 426249.75)
BOR_RIO_KOLKEN.1469,K3207,2021-03-08,,POINT (181981.12 426193.94)
BOR_RIO_KOLKEN.1470,K3208,2021-03-08,,POINT (181961.16 426194.25)
BOR_RIO_KOLKEN.1471,K3209,2021-03-08,,POINT (181941.08 426193.66)
BOR_RIO_KOLKEN.1472,K3210,2021-03-08,,POINT (181922.31 426192.62)
BOR_RIO_KOLKEN.1473,K3211,2021-03-08,,POINT (181902.67 426191.56)
BOR_RIO_KOLKEN.1474,K3212,2021-03-08,,POINT (181883.36 426190.56)
BOR_RIO_KOLKEN.1475,K3213,2021-03-08,,POINT (181864.02 426189.53)
BOR_RIO_KOLKEN.1476,K3214,2021-03-08,,POINT (181884.73 426165.84)
BOR_RIO_KOLKEN.1477,K3215,2021-03-08,,POINT (181924.3 426168.47)
BOR_RIO_KOLKEN.1478,K3216,2021-03-08,,POINT (181944.19 426169.78)
BOR_RIO_KOLKEN.1479,K3217,2021-03-08,,POINT (181964.14 426171.1)
BOR_RIO_KOLKEN.1480,K3218,2021-03-08,,POINT (181984.08 426172.44)
BOR_RIO_KOLKEN.1481,K3219,2021-03-08,,POINT (182339.86 426231.06)
BOR_RIO_KOLKEN.1482,K3220,2021-03-08,,POINT (182317.75 426226.8)
BOR_RIO_KOLKEN.1483,K3221,2021-03-08,,POINT (182282.06 426224.2)
BOR_RIO_KOLKEN.1484,K3222,2021-03-08,,POINT (182116.33 426180.66)
BOR_RIO_KOLKEN.1485,K3223,2021-03-08,,POINT (182160.5 426184.6)
BOR_RIO_KOLKEN.1486,K3224,2021-03-08,,POINT (182180.83 426186.7)
BOR_RIO_KOLKEN.1487,K3225,2021-03-08,,POINT (182281.47 426196.7)
BOR_RIO_KOLKEN.1488,K3226,2021-03-08,,POINT (182001.06 426193.56)
BOR_RIO_KOLKEN.1489,K3227,2021-03-08,,POINT (182220.14 426213.72)
BOR_RIO_KOLKEN.1490,K3228,2021-03-08,,POINT (182199.84 426209.53)
BOR_RIO_KOLKEN.1491,K3229,2021-03-08,,POINT (182180.12 426206.78)
BOR_RIO_KOLKEN.1492,K3230,2021-03-08,,POINT (182160.5 426204.66)
BOR_RIO_KOLKEN.1493,K3231,2021-03-08,,POINT (182139.81 426202.75)
BOR_RIO_KOLKEN.1494,K3232,2021-03-08,,POINT (182119.86 426201.03)
BOR_RIO_KOLKEN.1495,K3233,2021-03-08,,POINT (182080.5 426198.06)
BOR_RIO_KOLKEN.1496,K3234,2021-03-08,,POINT (182060.89 426196.72)
BOR_RIO_KOLKEN.1497,K3235,2021-03-08,,POINT (182040.86 426195.5)
BOR_RIO_KOLKEN.1498,K3236,2021-03-08,,POINT (182004.27 426173.5)
BOR_RIO_KOLKEN.1499,K3237,2021-03-08,,POINT (182035.61 426170.25)
BOR_RIO_KOLKEN.1500,K3238,2021-03-08,,POINT (182096.53 426179.06)
BOR_RIO_KOLKEN.1501,K3239,2021-03-08,,POINT (182142.38 426182.9)
BOR_RIO_KOLKEN.1502,K3240,2021-03-08,,POINT (182200.6 426188.94)
BOR_RIO_KOLKEN.1503,K3241,2021-03-08,,POINT (182220.69 426190.84)
BOR_RIO_KOLKEN.1504,K3242,2021-03-08,,POINT (182246.2 426191.47)
BOR_RIO_KOLKEN.1505,K3243,2021-03-08,,POINT (182310.92 426201.7)
BOR_RIO_KOLKEN.1506,K3244,2021-03-08,,POINT (182241.92 426218.2)
BOR_RIO_KOLKEN.1507,K3245,2021-03-08,,POINT (182260.84 426220.9)
BOR_RIO_KOLKEN.1508,K3246,2021-03-08,,POINT (182359.19 426234.84)
BOR_RIO_KOLKEN.1509,K3247,2021-03-08,,POINT (182377.16 426238.44)
BOR_RIO_KOLKEN.1510,K3248,2021-03-08,,POINT (182398.52 426242.94)
BOR_RIO_KOLKEN.1511,K3249,2021-03-08,,POINT (182420.5 426247.78)
BOR_RIO_KOLKEN.1512,K3250,2021-03-08,,POINT (182482.33 426241.16)
BOR_RIO_KOLKEN.1513,K3251,2021-03-08,,POINT (182464.69 426237.16)
BOR_RIO_KOLKEN.1514,K3252,2021-03-08,,POINT (182448.23 426233.44)
BOR_RIO_KOLKEN.1515,K3253,2021-03-08,,POINT (182428.27 426228.97)
BOR_RIO_KOLKEN.1516,K3254,2021-03-08,,POINT (182409.03 426224.84)
BOR_RIO_KOLKEN.1517,K3255,2021-03-08,,POINT (182389.08 426220.47)
BOR_RIO_KOLKEN.1518,K3256,2021-03-08,,POINT (182373.67 426217.25)
BOR_RIO_KOLKEN.1519,K3257,2021-03-08,,POINT (182603.2 426269.28)
BOR_RIO_KOLKEN.1520,K3258,2021-03-08,,POINT (182581.52 426264.2)
BOR_RIO_KOLKEN.1521,K3259,2021-03-08,,POINT (182558.05 426258.7)
BOR_RIO_KOLKEN.1522,K3260,2021-03-08,,POINT (182538.62 426254.22)
BOR_RIO_KOLKEN.1523,K3262,2021-03-08,,POINT (182621.576 426273.341)
BOR_RIO_KOLKEN.1524,K3263,2021-03-08,,POINT (182640.254 426277.691)
BOR_RIO_KOLKEN.1525,K3264,2021-03-08,,POINT (182660.576 426282.307)
BOR_RIO_KOLKEN.1526,K3265,2021-03-08,,POINT (182681.363 426286.955)
BOR_RIO_KOLKEN.1527,K3266,2021-03-08,,POINT (182699.892 426291.272)
BOR_RIO_KOLKEN.1528,K3267,2021-03-08,,POINT (182719.234 426295.904)
BOR_RIO_KOLKEN.1529,K3268,2021-03-08,,POINT (182739.97 426297.34)
BOR_RIO_KOLKEN.1530,K3269,2021-03-08,,POINT (182760.858 426301.964)
BOR_RIO_KOLKEN.1531,K3270,2021-03-08,,POINT (182780.383 426306.547)
BOR_RIO_KOLKEN.1532,K3271,2021-03-08,,POINT (182799.675 426311.013)
BOR_RIO_KOLKEN.1533,K3272,2021-03-08,,POINT (182641.22 426263.1)
BOR_RIO_KOLKEN.1534,K3273,2021-03-08,,POINT (182665.58 426268.72)
BOR_RIO_KOLKEN.1535,K3274,2021-03-08,,POINT (182689.06 426274.16)
BOR_RIO_KOLKEN.1536,K3275,2021-03-08,,POINT (182713.66 426279.84)
BOR_RIO_KOLKEN.1537,K3276,2021-03-08,,POINT (182738.8 426285.7)
BOR_RIO_KOLKEN.1538,K3277,2021-03-08,,POINT (182763 426291.28)
BOR_RIO_KOLKEN.1539,K3278,2021-03-08,,POINT (182386.3 426173.47)
BOR_RIO_KOLKEN.1540,K3279,2021-03-08,,POINT (182403.05 426192.6)
BOR_RIO_KOLKEN.1541,K3280,2021-03-08,,POINT (182421.23 426212.03)
BOR_RIO_KOLKEN.1542,K3281,2021-03-08,,POINT (182445.1 426217.66)
BOR_RIO_KOLKEN.1543,K3282,2021-03-08,,POINT (182469.69 426223.3)
BOR_RIO_KOLKEN.1544,K731,2021-03-08,,POINT (182494.14 426228.9)
BOR_RIO_KOLKEN.1545,K3283,2021-03-08,,POINT (182518.8 426234.7)
BOR_RIO_KOLKEN.1546,K3284,2021-03-08,,POINT (182543.27 426240.38)
BOR_RIO_KOLKEN.1547,K3285,2021-03-08,,POINT (182567.7 426245.94)
BOR_RIO_KOLKEN.1548,K3286,2021-03-08,,POINT (182592.8 426251.8)
BOR_RIO_KOLKEN.1549,K3287,2021-03-08,,POINT (182616.19 426257.28)
BOR_RIO_KOLKEN.1550,K3288,2021-03-08,,POINT (182788.34 426297.38)
BOR_RIO_KOLKEN.1551,K3289,2021-03-08,,POINT (182376.86 426170.1)
BOR_RIO_KOLKEN.1552,K3290,2021-03-08,,POINT (182801.75 426309.2)
BOR_RIO_KOLKEN.1553,K3291,2021-03-08,,POINT (182351.72 426170.34)
BOR_RIO_KOLKEN.1554,K3292,2021-03-08,,POINT (182363.89 426199.3)
BOR_RIO_KOLKEN.1555,K737,2021-03-08,,POINT (187392.125 425995.363)
BOR_RIO_KOLKEN.1556,K46281,2021-03-08,,POINT (187558.22 425901.56)
BOR_RIO_KOLKEN.1557,K3294,2021-03-08,,POINT (186511.47 428521.34)
BOR_RIO_KOLKEN.1558,K3295,2021-03-08,,POINT (182482.31 426271.03)
BOR_RIO_KOLKEN.1559,K3296,2021-03-08,,POINT (182468.17 426267.8)
BOR_RIO_KOLKEN.1560,K13785,2021-03-08,,POINT (187233 425397.16)
BOR_RIO_KOLKEN.1561,K6842,2021-03-08,,POINT (186395.73 428560.12)
BOR_RIO_KOLKEN.1562,K742,2021-03-08,,POINT (186098.56 426738.56)
BOR_RIO_KOLKEN.1563,K27195,2021-03-08,,POINT (185670.64 424128.34)
BOR_RIO_KOLKEN.1564,K45752,2021-03-08,,POINT (182479.9 426280.7)
BOR_RIO_KOLKEN.1565,K46229,2021-03-08,,POINT (182466.36 426280.56)
BOR_RIO_KOLKEN.1566,K50280,2021-03-08,,POINT (182460.03 426286.53)
BOR_RIO_KOLKEN.1567,K3297,2021-03-08,,POINT (186412.06 428560.56)
