Ministerie;Leverancier;9100 - GWW;9301 - Laboratoriumonderzoek;9302 - Laboratoriummaterialen;9303 - Laboratoriuminstrumenten;9304 - Aankoop onderzoeksmateriaal;9305 - Research & development;9410 - Lokale belastingen - waterschapslasten;9520 - BZK specifiek;9530 - DEF specifiek;9540 - EZ specifiek;9550 - Fin specifiek;9560 - I&M specifiek;9570 - OCW specifiek;9580 - SZW specifiek;9590 - V&J specifiek;9600 - VWS specifiek;Eindtotaal
BZK;Coaton B.V.;;;;;;;;;1;;;;;;;;1
BZK;Cobra adviseurs B.V.;;;;;;;;2;;;;;;;;;2
BZK;Coform B.V.;;;;;;;;2;1;;;;;;;;2
BZK;Compagnon B.V.;;;;;;;;3;;;;;;;;;3
BZK;Conan B.V.;;;;;;;;;4;;;;;;;;4
BZK;Con-c B.V.;;;;;;;;4;;;;;;;;;4
BZK;Constructie Bureau De Prouw B.V.;;;;;;;;1;;;;;;;;;1
BZK;Cormet Enjoy the Good Life B.V.;;;;;;;;;1;;;;;;;;1
BZK;Cornelissen Aannemingsbedrijf B.V.;;;;;;;;;4;;;;;;;;4
BZK;Crawford;;;;;;;;;1;;;;;;;;1
BZK;Crimson Historians and Urbanists;;;;;;;;;2;;;;;;;;2
BZK;Croon advocaten N.V.;;;;;;;;;2;;;;;;;;2
BZK;Croon Elektrotechniek B.V.;;;;;;;;;2;;;;;;;;2
BZK;CROWNE PLAZA;;;;;;;;1;;;;;;;;;1
BZK;Cruydt-Hoeck;;;;;;;;1;;;;;;;;;1
BZK;CSC Installatie B.V.;;;;;;;;;5;;;;;;;;5
BZK;CSU B.V.;;;;;;;;;1;;;;;;;;1
BZK;Cuppens en Zn. Aannemers B.V.;;;;;;;;;5;;;;;;;;5
BZK;Curacaose Wegenbouw Mij. B.V.;;;;;;;;;1;;;;;;;;1
BZK;Cushman & Wakefield V.O.F.;;;;;;;;2;;;;;;;;;2
BZK;DÃƒÂ© Vastgoedbeschermer B.V.;;;;;;;;1;;;;;;;;;1
BZK;DaF-architecten;;;;;;;;;2;;;;;;;;2
BZK;DBH Business Services International B.V.;;;;;;;;1;;;;;;;;;1
BZK;De Breet Notariaat B.V.;;;;;;;;1;;;;;;;;;1
BZK;De Burgerij;;;;;;;;;1;;;;;;;;1
BZK;De Comme B.V.;;;;;;;;;1;;;;;;;;1
BZK;De Cooker Notariaat;;;;;;;;1;;;;;;;;;1
BZK;De Dakdokters Groep B.V.;;;;;;;;3;;;;;;;;;3
BZK;De Dijken Agrarische Makelaardij B.V.;;;;;;;;1;;;;;;;;;1
BZK;De Enk Groen & Golf B.V.;;;;;;;;;2;;;;;;;;2
BZK;De Federatie B.V.;;;;;;;;;1;;;;;;;;1
BZK;De Groene Ruimte B.V.;;;;;;;;;2;;;;;;;;2
BZK;De Groot Brandwachten B.V.;;;;;;;;;1;;;;;;;;1
BZK;De Haan;;;;;;;;1;;;;;;;;;1
BZK;De Haan & Hilbers notarissen;;;;;;;;1;;;;;;;;;1
BZK;De Haan Advocaten & Notarissen;;;;;;;;1;;;;;;;;;1
BZK;De Kabath Vastgoedbescherming B.V.;;;;;;;;1;;;;;;;;;1
BZK;De Kim Hekwerk;;;;;;;;1;;;;;;;;;1
BZK;De Meeuw Oirschot B.V.;;;;;;;;;6;;;;;;;;6
BZK;De Mik Adviesbureau;;;;;;;;1;;;;;;;;;1
BZK;de Persgroep Nederland B.V.;;;;;;;;;1;;;;;;;;1
BZK;De Ruiter Mos Netwerk Notarissen;;;;;;;;1;;;;;;;;;1
BZK;De Smelt B.V.;;;;;;;;;2;;;;;;;;2
BZK;De Vlieg Techniek B.V.;;;;;;;;;5;;;;;;;;5
BZK;De Vries Projekt Design B.V.;;;;;;;;;1;;;;;;;;1
BZK;De VriesVellenga Leenknegt Notarissen B.V.;;;;;;;;1;;;;;;;;;1
BZK;De Wijde Blik B.V.;;;;;;;;2;;;;;;;;;2
BZK;De Wijkplaats B.V.;;;;;;;;;1;;;;;;;;1
BZK;De Zeeuwse Alliantie;;;;;;;;1;;;;;;;;;1
BZK;Debuco Advies B.V.;;;;;;;;2;;;;;;;;;2
BZK;Decos Software Engineering B.V.;;;;;;;;2;;;;;;;;;2
BZK;Deerns Nederland B.V.;;;;;;;;;3;;;;;;;;3
BZK;Dekker Notaris(sen) Rotterdam B.V.;;;;;;;;2;;;;;;;;;2
BZK;Delta Infra B.V.;;;;;;;;;4;;;;;;;;4
BZK;Demton B.V.;;;;;;;;3;;;;;;;;;3
BZK;Den Ouden Aannemingsbedrijf B.V.;;;;;;;;;4;;;;;;;;4
BZK;Denios B.V.;;;;;;;;;2;;;;;;;;2
BZK;DGMR Bouw B.V.;;;;;;;;1;;;;;;;;;1
BZK;Dialogic Innovatie & Interactie;;;;;;;;2;;;;;;;;;2
BZK;DJEU Scheepvaart B.V.;;;;;;;;1;;;;;;;;;1
BZK;DKC Koudetechniek B.V.;;;;;;;;;2;;;;;;;;2
BZK;DLA Piper Nederland N.V.;;;;;;;;1;;;;;;;;;1
BZK;Doorn Jacobs Notarissen B.V.;;;;;;;;1;;;;;;;;;1
BZK;DPI;;;;;;;;2;;;;;;;;;2
BZK;DPI Animation House B.V.;;;;;;;;;2;;;;;;;;2
BZK;Drent Techniek B.V.;;;;;;;;;5;;;;;;;;5
BZK;Drost Juten Notarissen;;;;;;;;1;;;;;;;;;1
BZK;Drukkerij Libertas B.V.;;;;;;;;;1;;;;;;;;1
BZK;Duik- en Bergingsbedrijf Van Bekkum;;;;;;;;2;;;;;;;;;2
BZK;Dura Vermeer Infra Milieu B.V.;;;;;;;;;2;;;;;;;;2
BZK;DuretTrip Notarissen N.V.;;;;;;;;1;;;;;;;;;1
BZK;DURO Ruimtelijke Ontwikkeling;;;;;;;;2;;;;;;;;;2
BZK;Dusseldorp Infra, Sloop en Mil.techn. B.V.;;;;;;;;1;6;;;;;;;;6
BZK;DuurzaamNL B.V.;;;;;;;;2;;;;;;;;;2
BZK;DWA B.V.;;;;;;;;2;;;;;;;;;2
BZK;DWR Notarissen B.V.;;;;;;;;1;;;;;;;;;1
BZK;Dynaf Caribbean;;;;;;;;;5;;;;;;;;5
BZK;Dynamis Taxaties Nederland B.V.;;;;;;;;3;;;;;;;;;3
BZK;E&E Survey;;;;;;;;1;;;;;;;;;1
BZK;E. Witte Bouw- en Aannemersbedrijf B.V.;;;;;;;;1;;;;;;;;;1
BZK;E.F.P.C.;;;;;;;;;1;;;;;;;;1
BZK;E.ON Benelux Levering B.V.;;;;;;;;2;;;;;;;;;2
BZK;Eaton Industries (Netherlands) B.V.;;;;;;;;;1;;;;;;;;1
BZK;Eco Reest B.V.;;;;;;;;;2;;;;;;;;2
BZK;Ecogroen B.V.;;;;;;;;;2;;;;;;;;2
BZK;Ecologisch Adviesbureau Viridis B.V.;;;;;;;;;2;;;;;;;;2
BZK;Econsultancy B.V.;;;;;;;;4;2;;;;;;;;4
BZK;Ecoresult B.V.;;;;;;;;;2;;;;;;;;2
BZK;ECORYS Nederland B.V.;;;;;;;;2;;;;;;;;;2
BZK;Eelerwoude B.V.;;;;;;;;;1;;;;;;;;1
BZK;Efectis Nederland B.V.;;;;;;;;;2;;;;;;;;2
BZK;Eijkelboom B.V.;;;;;;;;2;5;;;;;;;;5
BZK;Eindhoven Airport N.V.;;;;;;;;;3;;;;;;;;3
BZK;Ekwadraat Advies B.V.;;;;;;;;1;;;;;;;;;1
BZK;Electra Spark N.V.;;;;;;;;;1;;;;;;;;1
BZK;Elektrotechniek Schuurmans B.V.;;;;;;;;;4;;;;;;;;4
BZK;Elinex Power Solutions B.V.;;;;;;;;;2;;;;;;;;2
BZK;Else.com;;;;;;;;;2;;;;;;;;2
BZK;Elsenga Installatietechniek B.V.;;;;;;;;;3;;;;;;;;3
BZK;EM Sport- en ontspanningsmassage;;;;;;;;1;;;;;;;;;1
BZK;Emmius Notarissen;;;;;;;;1;;;;;;;;;1
BZK;Endenburg Elektrotechniek B.V.;;;;;;;;;5;;;;;;;;5
BZK;Enerdeco B.V.;;;;;;;;;1;;;;;;;;1
BZK;Energie Advies Emmeloord;;;;;;;;1;;;;;;;;;1
BZK;Enexis Netbeheer B.V.;;;;;;;;1;;;;;;;;;1
BZK;Engelen-Groen Uden B.V.;;;;;;;;;4;;;;;;;;4
BZK;Engelsman Hoveniers B.V.;;;;;;;;;2;;;;;;;;2
BZK;ENGIE Services West B.V.;;;;;;;;;1;;;;;;;;1
BZK;ENGIE Services Zuid B.V.;;;;;;;;2;;;;;;;;;2
BZK;enterlye.com;;;;;;;;;2;;;;;;;;2
BZK;Envision-S;;;;;;;;;1;;;;;;;;1
BZK;Erkamp Boot Willemsen Notarissen;;;;;;;;1;;;;;;;;;1
BZK;Explicit Solutions;;;;;;;;;1;;;;;;;;1
BZK;Exploitatie Maatschappij Komfort B.V.;;;;;;;;;4;;;;;;;;4
BZK;Exploitatiemij. Oostelijk Zwembad B.V.;;;;;;;;;3;;;;;;;;3
BZK;Explosive Clearance Group B.V.;;;;;;;;;6;;;;;;;;6
BZK;F. Milikowski;;;;;;;;;1;;;;;;;;1
BZK;Fa. P.E.J. Smits;;;;;;;;2;;;;;;;;;2
BZK;Fa. Van Effrink & Malestein;;;;;;;;;2;;;;;;;;2
BZK;Facilicom Solutions B.V.;;;;;;;;;2;;;;;;;;2
BZK;Fakton B.V.;;;;;;;;1;;;;;;;;;1
BZK;Fakton Consultancy B.V.;;;;;;;;2;;;;;;;;;2
BZK;Falco B.V.;;;;;;;;;2;;;;;;;;2
BZK;Feuerstein Holding B.V.;;;;;;;;;2;;;;;;;;2
BZK;Fewiro Wijchen B.V.;;;;;;;;;4;;;;;;;;4
BZK;FFT Notarissen;;;;;;;;1;;;;;;;;;1
BZK;Fieten & Roos B.V.;;;;;;;;;3;;;;;;;;3
BZK;Figo Figo Heavy Equipment;;;;;;;;;3;;;;;;;;3
BZK;Firas el Hallak Independant Film Director;;;;;;;;;1;;;;;;;;1
BZK;Fire Safety First B.V.;;;;;;;;;4;;;;;;;;4
BZK;Firma Schuurmans;;;;;;;;;1;;;;;;;;1
BZK;Fischer & van Thoor notarissen;;;;;;;;1;;;;;;;;;1
BZK;Flanderijn Invordering B.V.;;;;;;;;1;;;;;;;;;1
BZK;Floriaan B.V.;;;;;;;;;1;;;;;;;;1
BZK;Floris Verhuur B.V.;;;;;;;;5;;;;;;;;;5
BZK;Flux Landscape Architecture B.V.;;;;;;;;;1;;;;;;;;1
BZK;Fokkema Linssen;;;;;;;;1;;;;;;;;;1
BZK;Frenken & Moers notarissen;;;;;;;;1;;;;;;;;;1
BZK;Frens Construction N.V.;;;;;;;;;4;;;;;;;;4
BZK;Frensly J.E. Constancia Jefcon Airconditioning;;;;;;;;;2;;;;;;;;2
BZK;Frisia Makelaars o.g.;;;;;;;;1;;;;;;;;;1
BZK;Friso Civiel;;;;;;;;;2;;;;;;;;2
BZK;Fugro GeoServices B.V.;;;;;;;;;1;;;;;;;;1
BZK;Fugro NL Land B.V.;;;;;;;;;2;;;;;;;;2
BZK;G & B Beheer B.V.;;;;;;;;;1;;;;;;;;1
BZK;G. Hellinga B.V.;;;;;;;;;2;;;;;;;;2
BZK;Galjema B.V. Technisch Adviesbureau;;;;;;;;2;;;;;;;;;2
BZK;Garnet Bonaire B.V.;;;;;;;;;1;;;;;;;;1
BZK;Gebr. Dijkhoff B.V.;;;;;;;;;7;;;;;;;;7
BZK;Gebr. Griekspoor B.V.;;;;;;;;;3;;;;;;;;3
BZK;Gemeente De Fryske Marren;;;;;;;;1;;;;;;;;;1
BZK;GeO Architecten B.V.;;;;;;;;;2;;;;;;;;2
BZK;Geofox-Lexmond B.V.;;;;;;;;;3;;;;;;;;3
BZK;Geomaat B.V.;;;;;;;;;2;;;;;;;;2
BZK;Geonius Geotechniek B.V.;;;;;;;;;1;;;;;;;;1
BZK;Geonius Milieu B.V.;;;;;;;;2;;;;;;;;;2
BZK;Gerco Brandpreventie B.V.;;;;;;;;;8;;;;;;;;8
BZK;Gerco-Willems VGO;;;;;;;;;7;;;;;;;;7
BZK;GGN Mastering Credit N.V.;;;;;;;;1;;;;;;;;;1
BZK;Gloudemans;;;;;;;;;1;;;;;;;;1
BZK;Gom Schoonhouden;;;;;;;;;2;;;;;;;;2
BZK;Gouwenberg vloeren.gordijnen.zonwering;;;;;;;;;4;;;;;;;;4
BZK;GrausBouw B.V.;;;;;;;;;2;;;;;;;;2
BZK;Groenewegen Notarissen B.V.;;;;;;;;1;;;;;;;;;1
BZK;Grondslag Milieukundig Adviesbureau;;;;;;;;;3;;;;;;;;3
BZK;Groningen Airport Eelde N.V.;;;;;;;;;2;;;;;;;;2
BZK;Grouwels Vastgoed B.V.;;;;;;;;1;;;;;;;;;1
BZK;Gunters en Meuser B.V.;;;;;;;;;1;;;;;;;;1
BZK;Haaxman Projecten B.V.;;;;;;;;1;;;;;;;;;1
BZK;Habenu-van de Kreeke Bouw B.V.;;;;;;;;;8;;;;;;;;8
BZK;Hack Rentmeesters B.V.;;;;;;;;1;;;;;;;;;1
BZK;Hafkamp Installatietechniek B.V.;;;;;;;;;1;;;;;;;;1
BZK;Hamaland Advies;;;;;;;;2;;;;;;;;;2
BZK;Handelsonderneming Bechtold;;;;;;;;;2;;;;;;;;2
BZK;Harstra Instruments B.V.;;;1;;;;;;;;;;;;;;1
BZK;HaskoningDHV Nederland B.V.;;;;;;;;2;5;;;;;;;;5
BZK;Haver Zonwering;;;;;;;;;2;;;;;;;;2
BZK;He Adviseurs;;;;;;;;1;;;;;;;;;1
BZK;Heemskerk & Feijen Notarissen;;;;;;;;1;;;;;;;;;1
BZK;Heerkens van Bavel Bouw B.V.;;;;;;;;;1;;;;;;;;1
BZK;Hefas Branddetectie B.V.;;;;;;;;;6;;;;;;;;6
BZK;Hegeman Bouw & Infra B.V.;;;;;;;;;3;;;;;;;;3
BZK;Heibrink Telecom Support B.V.;;;;;;;;;1;;;;;;;;1
BZK;Heijmans Infra B.V.;;;;;;;;4;;;;;;;;;4
BZK;Heijmans Utiliteit;;;;;;;;2;9;;;;;;;;9
BZK;Heijmans Wegen;;;;;;;;3;;;;;;;;;3
BZK;Heijmans Wegen B.V.;;;;;;;;;3;;;;;;;;3
BZK;Hekkelman Advocaten&Notarissen;;;;;;;;1;;;;;;;;;1
BZK;Hendriks & Fleuren Zuyd Notarissen;;;;;;;;1;;;;;;;;;1
BZK;Hendriks Asbestsanering B.V.;;;;;;;;2;;;;;;;;;2
BZK;Heras B.V.;;;;;;;;;6;;;;;;;;6
BZK;Heras Ridderkerk;;;;;;;;;2;;;;;;;;2
BZK;Hereditatis Petitio B.V.;;;;;;;;1;;;;;;;;;1
BZK;Hermans Asbest B.V.;;;;;;;;;4;;;;;;;;4
BZK;Herruer Grond- Weg- en Waterbouw;;;;;;;;;2;;;;;;;;2
BZK;Hexta Hekwerk B.V.;;;;;;;;;4;;;;;;;;4
BZK;Hobbelink & Buitink;;;;;;;;1;;;;;;;;;1
BZK;Hodal B.V.;;;;;;;;1;;;;;;;;;1
BZK;Hoekstra & Partners Notarissen;;;;;;;;1;;;;;;;;;1
BZK;Hoekstra & Partners Notarissen Tilburg;;;;;;;;1;;;;;;;;;1
BZK;Hoen Vastgoedmanagement;;;;;;;;1;;;;;;;;;1
BZK;Holding Beheermaatschappij Ropeni B.V.;;;;;;;;;1;;;;;;;;1
BZK;Holland Mast B.V.;;;;;;;;;1;;;;;;;;1
BZK;Holtman Notarissen B.V.;;;;;;;;1;;;;;;;;;1
BZK;Homij Technische Installaties B.V.;;;;;;;;;7;;;;;;;;7
BZK;Honeywell Building Solutions;;;;;;;;;6;;;;;;;;6
BZK;Hooghiemster taxatie & advies;;;;;;;;1;;;;;;;;;1
BZK;Hootsmans Architectuurbureau B.V.;;;;;;;;2;;;;;;;;;2
BZK;Hordijk & Hamer notarissen;;;;;;;;1;;;;;;;;;1
BZK;Hotel Restaurant Bitter en Zoet B.V.;;;;;;;;;1;;;;;;;;1
BZK;Huijbregts Notarissen B.V.;;;;;;;;1;;;;;;;;;1
BZK;Hulshof Bouw & Restauratie B.V.;;;;;;;;4;;;;;;;;;4
BZK;HulstFlier Installateurs Elburg B.V.;;;;;;;;;2;;;;;;;;2
BZK;Hunneman Milieu - Advies;;;;;;;;1;;;;;;;;;1
BZK;Hunneman Milieu-Advies Raalte B.V.;;;;;;;;;2;;;;;;;;2
BZK;HVB Constructie B.V.;;;;;;;;;3;;;;;;;;3
BZK;ICOP B.V.;;;;;;;;;3;;;;;;;;3
BZK;Ideacura;;;;;;;;2;;;;;;;;;2
BZK;ifsa;;;;;;;;2;;;;;;;;;2
BZK;IJzerman Gerechtsdeurwaarders & Incasso;;;;;;;;1;;;;;;;;;1
BZK;IMD Raadgevende Ingenieurs;;;;;;;;2;;;;;;;;;2
BZK;Inbo;;;;;;;;;2;;;;;;;;2
BZK;Industrial Solutions Zuid-Oost B.V.;;;;;;;;;1;;;;;;;;1
BZK;Infrasoil B.V.;;;;;;;;;1;;;;;;;;1
BZK;Infrastructure Services & Projects B.V.;;;;;;;;;1;;;;;;;;1
BZK;Ing.bur. Beton en Staalkonstr. A. Palte B.V.;;;;;;;;;1;;;;;;;;1
BZK;Ing.bur. en Techn. Hand.ondernem. Autron B.V.;;;;;;;;;2;;;;;;;;2
BZK;Ingenieursbureau Haboldt B.V.;;;;;;;;;4;;;;;;;;4
BZK;Ingenieursbureau Inpijn-Blokpoel Son B.V.;;;;;;;;;1;;;;;;;;1
BZK;Ingenieursburo Kok;;;;;;;;3;;;;;;;;;3
BZK;Innergo B.V.;;;;;;;;2;;;;;;;;;2
BZK;Inpijn-Blokpoel Ingenieursbureau;;;;;;;;;1;;;;;;;;1
BZK;Inpijn-Blokpoel Son Milieu B.V.;;;;;;;;;2;;;;;;;;2
BZK;Inprevo;;;;;;;;;2;;;;;;;;2
BZK;Installatiebedrijf G. van Dam B.V.;;;;;;;;;2;;;;;;;;2
BZK;Installatiebedrijf Haerkens B.V.;;;;;;;;;1;;;;;;;;1
BZK;Installatiebedrijf Rosmalen B.V.;;;;;;;;;3;;;;;;;;3
BZK;Installatiebedrijf van Bentem;;;;;;;;;1;;;;;;;;1
BZK;Instock Amsterdam;;;;;;;;1;1;;;;;;;;1
BZK;Int. Verhuisbedr. Joh. van Buuren & Zn. B.V.;;;;;;;;1;;;;;;;;;1
BZK;Interim Direct Incasso & Debiteurenbeheer;;;;;;;;1;;;;;;;;;1
BZK;Interpolis;;;;;;;;1;;;;;;;;;1
BZK;Interveste Beheer B.V.;;;;;;;;1;;;;;;;;;1
BZK;Isocool N.V.;;;;;;;;;5;;;;;;;;5
BZK;ITN Installatietechniek B.V.;;;;;;;;;5;;;;;;;;5
BZK;Iv-Industrie B.V.;;;;;;;;;3;;;;;;;;3
BZK;J. Sikkema;;;;;;;;1;;;;;;;;;1
BZK;J. van Esch B.V.;;;;;;;;;2;;;;;;;;2
BZK;J.H. Oosterbeek Milieu en Asbest B.V.;;;;;;;;;1;;;;;;;;1
BZK;J.W. Smedema Taxaties & Advies;;;;;;;;1;;;;;;;;;1
BZK;Jacobse Hulsebosch & Doorduyn Notarissen;;;;;;;;1;;;;;;;;;1
BZK;Jansma en Van Dijk B.V.;;;;;;;;;5;;;;;;;;5
BZK;Judith Vintges Assurantiën;;;;;;;;1;;;;;;;;;1
BZK;Jurieva B.V.;;;;;;;;1;;;;;;;;;1
BZK;Jurriëns Noord;;;;;;;;2;;;;;;;;;2
BZK;Juurlink en Geluk BNSP Rotterdam B.V.;;;;;;;;2;;;;;;;;;2
BZK;K_Dekker bouw & infra B.V.;;;;;;;;;7;;;;;;;;7
BZK;Kaldenbach Grafische Producties;;;;;;;;1;;;;;;;;;1
BZK;Kamber asbest saneren;;;;;;;;;2;;;;;;;;2
BZK;Kantelingen B.V.;;;;;;;;;4;;;;;;;;4
BZK;Karel van de Kamp Notariskantoor;;;;;;;;2;;;;;;;;;2
BZK;Kavel 10 B.V.;;;;;;;;;2;;;;;;;;2
BZK;KCAP Partners;;;;;;;;3;;;;;;;;;3
BZK;Kemp Schalkwijk B.V.;;;;;;;;2;1;;;;;;;;2
BZK;Kendes Rentmeesters Zwolle B.V.;;;;;;;;1;;;;;;;;;1
BZK;Kennelbouw Exclusief V.O.F.;;;;;;;;;3;;;;;;;;3
BZK;Kenter;;;;;;;;;3;;;;;;;;3
BZK;Kerkhof & Kakkenberg Rentmeesters;;;;;;;;1;;;;;;;;;1
BZK;Kienhuishoving N.V.;;;;;;;;1;;;;;;;;;1
BZK;Klaassen Notarissen B.V.;;;;;;;;1;;;;;;;;;1
BZK;Knol Bouwgroep B.V.;;;;;;;;;7;;;;;;;;7
BZK;Koenders & Partners;;;;;;;;2;;;;;;;;;2
BZK;Koenders & Partners advis. en procesman. B.V.;;;;;;;;1;3;;;;;;;;3
BZK;Koers Groep B.V.;;;;;;;;7;;;;;;;;;7
BZK;Komfort B.V.;;;;;;;;;10;;;;;;;;10
BZK;Koninklijke Rijnja;;;;;;;;;1;;;;;;;;1
BZK;Koninklijke Van Twist B.V.;;;;;;;;;4;;;;;;;;4
BZK;Kooijman Autar Notarissen;;;;;;;;1;;;;;;;;;1
BZK;Koopmans Bouwgroep B.V.;;;;;;;;;7;;;;;;;;7
BZK;Kopinga Boomadvies;;;;;;;;1;;;;;;;;;1
BZK;KPN B.V.;;;;;;;;1;1;;;;;;;;1
BZK;KPN Insurance Company;;;;;;;;1;;;;;;;;;1
BZK;Kraaijvanger;;;;;;;;;1;;;;;;;;1
BZK;Kraan Van der Kolk Vastgoed B.V.;;;;;;;;1;;;;;;;;;1
BZK;Kragten B.V.;;;;;;;;;1;;;;;;;;1
BZK;Kroek & Van Weert Netwerk Notarissen;;;;;;;;1;;;;;;;;;1
BZK;Kropman Installatietechniek;;;;;;;;;2;;;;;;;;2
BZK;Kuijpers Installaties;;;;;;;;;2;;;;;;;;2
BZK;LA Architecten Ingenieurs B.V.;;;;;;;;;2;;;;;;;;2
BZK;Laco Doorn B.V.;;;;;;;;;3;;;;;;;;3
BZK;Laco Zwembad Hoogerheide;;;;;;;;;3;;;;;;;;3
BZK;Lagemaat Milieu;;;;;;;;;1;;;;;;;;1
BZK;Lagemaat Sloopwerken B.V.;;;;;;;;;4;;;;;;;;4
BZK;Lammertink Bouwbedrijf B.V.;;;;;;;;;7;;;;;;;;7
BZK;Landgoed Den Treek-Henschoten N.V.;;;;;;;;;1;;;;;;;;1
BZK;Landman Notariaat Meppel B.V.;;;;;;;;1;;;;;;;;;1
BZK;Lankelma Geotechniek Zuid B.V.;;;;;;;;;2;;;;;;;;2
BZK;LAUDY Bouw & Ontwikkeling B.V.;;;;;;;;;9;;;;;;;;9
BZK;Leemans Speciaalwerken B.V.;;;;;;;;6;4;;;;;;;;7
BZK;Leyten & v.d. Linde Rentmeest. en Makel. B.V.;;;;;;;;1;;;;;;;;;1
BZK;LGADVIES B.V.;;;;;;;;;2;;;;;;;;2
BZK;Liander N.V.;;;;;;;;;2;;;;;;;;2
BZK;Liemers Wegenbouw B.V.;;;;;;;;;5;;;;;;;;5
BZK;Lievense Milieu B.V.;;;;;;;;1;4;;;;;;;;4
BZK;Lifoka B.V.;;;;;;;;;1;;;;;;;;1
BZK;Limes Netwerk Notarissen B.V.;;;;;;;;2;;;;;;;;;2
BZK;Logitech B.V.;;;;;;;;;2;;;;;;;;2
BZK;Loon- en Verhuurbedrijf De West C.V.;;;;;;;;1;;;;;;;;;1
BZK;Loven Services B.V.;;;;;;;;;1;;;;;;;;1
BZK;Lubbers en Dijk Notarissen;;;;;;;;1;;;;;;;;;1
BZK;Maaldrink Notarissen;;;;;;;;2;;;;;;;;;2
BZK;Maaldrink Vermeulen Grooss;;;;;;;;1;;;;;;;;;1
BZK;Maatsch. Notar.kantoor De Randamie & Verstoep;;;;;;;;1;;;;;;;;;1
BZK;Maatsch. van Gestel & vd Schraaf Familierecht;;;;;;;;1;;;;;;;;;1
BZK;Maatschap H.A. Hartsuiker;;;;;;;;1;;;;;;;;;1
BZK;Maatschap Knook & Schot Notarissen;;;;;;;;1;;;;;;;;;1
BZK;Makelaardij Schokland;;;;;;;;1;;;;;;;;;1
BZK;Mammoni Eten + Drinken;;;;;;;;;1;;;;;;;;1
BZK;Man&Mach B.V.;;;;;;;;;1;;;;;;;;1
BZK;Margit Kranenburg;;;;;;;;;1;;;;;;;;1
BZK;Marjan van Aubel;;;;;;;;1;;;;;;;;;1
BZK;Mark Fuller Architects;;;;;;;;1;;;;;;;;;1
BZK;Marks Wachters Praktijk B.V.;;;;;;;;1;;;;;;;;;1
BZK;MarkVliet Netwerk Notarissen;;;;;;;;1;;;;;;;;;1
BZK;Marsoft Kabeltelevisie & Communicatie;;;;;;;;;2;;;;;;;;2
BZK;Martijn Beekman Fotografie;;;;;;;;;1;;;;;;;;1
BZK;Masal Restaurant B.V.;;;;;;;;;1;;;;;;;;1
BZK;Mathijsen & Weijs Notarissen;;;;;;;;1;;;;;;;;;1
BZK;Matzinger Eversdijk Notarissen;;;;;;;;1;;;;;;;;;1
BZK;Mauritshuis;;;;;;;;1;;;;;;;;;1
BZK;Meander Grondverwerving en Advies B.V.;;;;;;;;1;;;;;;;;;1
BZK;Meerinzicht;;;;;;;;1;;;;;;;;;1
BZK;MeerVaart Notarissen B.V.;;;;;;;;1;;;;;;;;;1
BZK;Mees Ruimte & Milieu;;;;;;;;3;;;;;;;;;3
BZK;Meesters in B.V.;;;;;;;;;1;;;;;;;;1
BZK;Meewis Notarissen B.V.;;;;;;;;2;;;;;;;;;2
BZK;Mensely B.V.;;;;;;;;6;;;;;;;;;6
BZK;Mentimeter AB;;;;;;;;1;;;;;;;;;1
BZK;Metis Notarissen B.V.;;;;;;;;1;;;;;;;;;1
BZK;Meyburg;;;;;;;;2;;;;;;;;;2
BZK;MHM Onroerend Goed B.V.;;;;;;;;1;;;;;;;;;1
BZK;MILON B.V.;;;;;;;;;1;;;;;;;;1
BZK;Mokobouw Beheer B.V.;;;;;;;;;2;;;;;;;;2
BZK;Mos Grondmechanica B.V.;;;;;;;;;2;;;;;;;;2
BZK;Motus;;;;;;;;2;;;;;;;;;2
BZK;Movares Nederland B.V.;;;;;;;;1;;;;;;;;;1
BZK;Mr A.J. Hoogendoorn;;;;;;;;1;;;;;;;;;1
BZK;Mr F.M. Konijnenberg;;;;;;;;1;;;;;;;;;1
BZK;Mr. C.D. Rosenberg Polak Praktijk B.V.;;;;;;;;1;;;;;;;;;1
BZK;Mr. J.A. Kool B.V.;;;;;;;;1;;;;;;;;;1
BZK;Mulleners & Mulleners Architecten B.V.;;;;;;;;2;;;;;;;;;2
BZK;Multi-Deur Service B.V.;;;;;;;;;2;;;;;;;;2
BZK;Museum Catering Den Haag B.V.;;;;;;;;;1;;;;;;;;1
BZK;MW InZicht;;;;;;;;;2;;;;;;;;2
BZK;N.A. van den Hoven & Zonen B.V.;;;;;;;;;1;;;;;;;;1
BZK;N.D.B.E. II B.V.;;;;;;;;1;;;;;;;;;1
BZK;N.V. Luchthaven Lelystad;;;;;;;;;7;;;;;;;;7
BZK;N.V. Waterbedrijf Groningen;;;;;;;;1;;;;;;;;;1
BZK;NAi Boekverkopers/Booksellers;;;;;;;;;1;;;;;;;;1
BZK;nai010 uitgevers/publishers;;;;;;;;;1;;;;;;;;1
BZK;Natuurbalans/Limes Divergens B.V.;;;;;;;;3;3;;;;;;;;4
BZK;NCC Group Escrow Europe B.V.;;;;;;;;1;;;;;;;;;1
BZK;NDC mediagroep B.V.;;;;;;;;;1;;;;;;;;1
BZK;Nebest B.V.;;;;;;;;2;;;;;;;;;2
BZK;Ned. Israëlietische Hoofd Synagoge Amsterdam;;;;;;;;1;;;;;;;;;1
