Ministerie;Leverancier;9100 - GWW;9301 - Laboratoriumonderzoek;9302 - Laboratoriummaterialen;9303 - Laboratoriuminstrumenten;9304 - Aankoop onderzoeksmateriaal;9305 - Research & development;9410 - Lokale belastingen - waterschapslasten;9520 - BZK specifiek;9530 - DEF specifiek;9540 - EZ specifiek;9550 - Fin specifiek;9560 - I&M specifiek;9570 - OCW specifiek;9580 - SZW specifiek;9590 - V&J specifiek;9600 - VWS specifiek;Eindtotaal
BZK;Ned. Org. voor toegep.-nat.wetensch. ond. TNO;;;;;;;;1;4;;;;;;;;4
BZK;Ned. Ver. Voor Tuin En Landschapsarchitectuur;;;;;;;;;2;;;;;;;;2
BZK;Nederman Nederland B.V.;;;;;;;;;4;;;;;;;;4
BZK;Neerlands Glas B.V.;;;;;;;;1;;;;;;;;;1
BZK;NEXT architects B.V.;;;;;;;;2;;;;;;;;;2
BZK;NIBAG B.V.;;;;;;;;;1;;;;;;;;1
BZK;NIBex Holding B.V.;;;;;;;;1;;;;;;;;;1
BZK;Nieman Raadgevende Ingenieurs B.V.;;;;;;;;;1;;;;;;;;1
BZK;Nienaber Bedrijfsmakelaars B.V.;;;;;;;;1;;;;;;;;;1
BZK;Nieuwegein (NWG), Waternet;;;;;;;;4;;;;;;;;;4
BZK;Nieuwenhuijse Arends B.V.;;;;;;;;1;5;;;;;;;;5
BZK;Nonak;;;;;;;;;6;;;;;;;;6
BZK;Norden Lifting Equipment B.V.;;;;;;;;;2;;;;;;;;2
BZK;Norisk Keymanagement B.V.;;;;;;;;;1;;;;;;;;1
BZK;North Sea Port Netherlands N.V.;;;;;;;;1;;;;;;;;;1
BZK;Notalex Laren B.V.;;;;;;;;1;;;;;;;;;1
BZK;Notariaat de Vecht;;;;;;;;1;;;;;;;;;1
BZK;Notariaat mr. G.H.M. van Kan B.V.;;;;;;;;1;;;;;;;;;1
BZK;Notariaat Pas B.V.;;;;;;;;2;;;;;;;;;2
BZK;Notariaat Winschoten Kruize Rolfers;;;;;;;;1;;;;;;;;;1
BZK;Notariaat Zuidlaren;;;;;;;;1;;;;;;;;;1
BZK;Notaris Boon B.V.;;;;;;;;1;;;;;;;;;1
BZK;Notaris G.H. Beens B.V.;;;;;;;;1;;;;;;;;;1
BZK;Notaris Hendriks;;;;;;;;1;;;;;;;;;1
BZK;Notaris Herwig;;;;;;;;1;;;;;;;;;1
BZK;Notaris Leegstra;;;;;;;;1;;;;;;;;;1
BZK;Notaris Lenderink B.V.;;;;;;;;1;;;;;;;;;1
BZK;notaris mr H.Huitsing;;;;;;;;2;;;;;;;;;2
BZK;Notariskantoor Arsenault B.V.;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Bijdorp Barendrecht B.V.;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Bolding B.V.;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Brummelhuis B.V.;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Clercx B.V.;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor De Jong;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor De Kroon;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Drunen;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Geurts & Partners;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Goossens B.V.;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Groenveld en van Houdt;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Hof B.V.;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Hoogerheide;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Kerkrade B.V.;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Kooi;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Kunderlinde;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Le Coultre;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor mr. R.M.Dom;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor mr. S.J.M. van de Ven;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Mr. T.A. Dantuma;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Paauwe;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Pels Rijcken;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Piek B.V.;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Roem;;;;;;;;2;;;;;;;;;2
BZK;Notariskantoor Spier & Hazenberg;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Staden;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Stigter & Leskens B.V.;;;;;;;;2;;;;;;;;;2
BZK;Notariskantoor Stoker;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Timmers B.V.;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Van der Veer;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Vermeeren;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Wille;;;;;;;;1;;;;;;;;;1
BZK;Notarispraktijk Brummen B.V.;;;;;;;;1;;;;;;;;;1
BZK;Notarispraktijk de Zwart B.V.;;;;;;;;1;;;;;;;;;1
BZK;Notarispraktijk Mr Dr R.C. van Dongen;;;;;;;;1;;;;;;;;;1
BZK;Notarispraktijk mr. H. Lunenborg B.V.;;;;;;;;1;;;;;;;;;1
BZK;Notarispraktijk mr. J. van der Veen B.V.;;;;;;;;1;;;;;;;;;1
BZK;Notarissencombinatie Den Helder;;;;;;;;1;;;;;;;;;1
BZK;Notariswerk Rispens B.V.;;;;;;;;1;;;;;;;;;1
BZK;Notuleerservice Nederland B.V.;;;;;;;;;1;;;;;;;;1
BZK;Novo Projectstoffering B.V.;;;;;;;;;4;;;;;;;;4
BZK;NRI (Nationaal Registratie Instituut) B.V.;;;;;;;;2;;;;;;;;;2
BZK;NXD Solutions;;;;;;;;;2;;;;;;;;2
BZK;Obelisk B.V.;;;;;;;;2;;;;;;;;;2
BZK;Odim Consolidated of Aruba NV/ Bonbini Cargo Services;;;;;;;;;4;;;;;;;;4
BZK;Oesterbaai B.V.;;;;;;;;;1;;;;;;;;1
BZK;Office Emilie Kannekens;;;;;;;;1;;;;;;;;;1
BZK;OM Bouwgroep B.V.;;;;;;;;3;;;;;;;;;3
BZK;OMD Notarissen B.V.;;;;;;;;1;;;;;;;;;1
BZK;One-2-ten Customer Rating Systems B.V.;;;;;2;;;;;;;;;;;;2
BZK;OnlyHuman Groep B.V.;;;;;;;;3;;;;;;;;;3
BZK;Ooijevaar - bevlogen bouwers;;;;;;;;;3;;;;;;;;3
BZK;Oosterhof Holman Beton- en Waterbouw B.V.;;;;;;;;;7;;;;;;;;7
BZK;Oosterhof Juridische Ondersteuning;;;;;;;;1;;;;;;;;;1
BZK;Oostland Partners notarissen;;;;;;;;1;;;;;;;;;1
BZK;Open Text Coöperatief UA;;;;;;;;8;;;;;;;;;8
BZK;Opslag Gelderland;;;;;;;;1;;;;;;;;;1
BZK;OptiToer;;;;;;;;;2;;;;;;;;2
BZK;Ordito Gilze B.V.;;;;;;;;;3;;;;;;;;3
BZK;Otis B.V.;;;;;;;;;1;;;;;;;;1
BZK;Oudaen B.V.;;;;;;;;;1;;;;;;;;1
BZK;P&O North Sea Ferries B.V.;;;;;;;;;6;;;;;;;;6
BZK;P. Hellemons Schilders- en Afwerkingsbedrijf;;;;;;;;;4;;;;;;;;4
BZK;P.V. Nat. Lucht- en Ruimtevaartlaborat.;;;;;;;;4;2;;;;;;;;4
BZK;Painting Bouw B.V.;;;;;;;;7;;;;;;;;;7
BZK;Patina Valbeveiliging B.V.;;;;;;;;;1;;;;;;;;1
BZK;PBLQ B.V.;;;;;;;;3;;;;;;;;;3
BZK;PCW Huisvestingsadvies en Projectbegeleiding;;;;;;;;1;;;;;;;;;1
BZK;Pels Rijcken & Droogleever Fortuijn N.V.;;;;;;;;4;6;;;;;;;;7
BZK;Peutz B.V.;;;;;;;;1;2;;;;;;;;2
BZK;PHB De Combi Nijmegen B.V.;;;;;;;;;4;;;;;;;;4
BZK;PHYSEE Projects B.V.;;;;;;;;1;;;;;;;;;1
BZK;Piflos B.V.;;;;;;;;1;;;;;;;;;1
BZK;Pinkse Philips Huberts Notarissen B.V.;;;;;;;;1;;;;;;;;;1
BZK;PJ Milieu B.V.;;;;;;;;;2;;;;;;;;2
BZK;Plant E B.V.;;;;;;;;2;;;;;;;;;2
BZK;Plein 20 Den Haag B.V.;;;;;;;;1;;;;;;;;;1
BZK;Ploeger Advies;;;;;;;;;2;;;;;;;;2
BZK;Ploum Technology B.V.;;;;;;;;;4;;;;;;;;4
BZK;Pondera Consult B.V.;;;;;;;;2;;;;;;;;;2
BZK;Possehl Aannemingsmaatschappij B.V.;;;;;;;;;1;;;;;;;;1
BZK;Posthuma - Schutte Notariaat;;;;;;;;1;;;;;;;;;1
BZK;Pouw Project Management;;;;;;;;2;;;;;;;;;2
BZK;Presence Translate & Interact B.V.;;;;;;;;1;;;;;;;;;1
BZK;Pricewaterhousecoopers Advisory N.V.;;;;;;;;3;;;;;;;;;3
BZK;Prinas B.V.;;;;;;;;1;;;;;;;;;1
BZK;Prisma Groep B.V.;;;;;;;;;1;;;;;;;;1
BZK;Procee Oors Van der Werf Roelofs;;;;;;;;1;;;;;;;;;1
BZK;Project Team Energy B.V.;;;;;;;;1;;;;;;;;;1
BZK;Projectburo B.V.;;;;;;;;;1;;;;;;;;1
BZK;ProPharma Group;;;;;;;;;1;;;;;;;;1
BZK;ProRail B.V.;;;;;;;;4;;;;;;;;;4
BZK;Pullen Makelaardij B.V.;;;;;;;;1;;;;;;;;;1
BZK;Putman Onderhoudsdiensten B.V.;;;;;;;;6;;;;;;;;;6
BZK;PVM Notarissen B.V.;;;;;;;;1;;;;;;;;;1
BZK;PVU Gerechtsdeurwaarders;;;;;;;;1;;;;;;;;;1
BZK;Q-Park Nederland;;;;;;;;;6;;;;;;;;6
BZK;Quatro Systems B.V.;;;;;;;;;3;;;;;;;;3
BZK;Questionmarkgroup B.V.;;;;;;;;;1;;;;;;;;1
BZK;QuoVadis Trustlink B.V.;;;;;;;;2;;;;;;;;;2
BZK;R & F Afbouw en Montage;;;;;;;;;2;;;;;;;;2
BZK;R&B Real Estate B.V.;;;;;;;;2;;;;;;;;;2
BZK;R2B Inspecties B.V.;;;;;;;;;1;;;;;;;;1
BZK;Raap Archeologisch Adviesbureau B.V.;;;;;;;;1;2;;;;;;;;2
BZK;RAI Amsterdam B.V.;;;;;;;;1;;;;;;;;;1
BZK;Rasenberg Infra, regio Zuid-West;;;;;;;;;8;;;;;;;;8
BZK;Rave Gerechtsdeurwaarder & Incasso B.V.;;;;;;;;1;;;;;;;;;1
BZK;Re Use Materials;;;;;;;;2;;;;;;;;;2
BZK;Realnomics B.V.;;;;;;;;3;;;;;;;;;3
BZK;Reaseuro;;;;;;;;;2;;;;;;;;2
BZK;Regelink Ecologie B.V.;;;;;;;;;1;;;;;;;;1
BZK;REKO Grondv.- en Wegenbouwbedrijf Raalte B.V.;;;;;;;;;6;;;;;;;;6
BZK;Relining Advies B.V.;;;;;;;;;2;;;;;;;;2
BZK;Rensen Regeltechniek B.V.;;;;;;;;;2;;;;;;;;2
BZK;Rentokil Initial B.V.;;;;;;;;2;;;;;;;;;2
BZK;RGS groep B.V.;;;;;;;;;2;;;;;;;;2
BZK;RHI CIS B.V.;;;;;;;;;4;;;;;;;;4
BZK;Rijkaart;;;;;;;;;4;;;;;;;;4
BZK;Riool & Wegenbeheer Baard;;;;;;;;;2;;;;;;;;2
BZK;RIR;;;;;;;;;1;;;;;;;;1
BZK;Rivierdael Netwerk Notarissen B.V.;;;;;;;;1;;;;;;;;;1
BZK;Roamler Nederland B.V.;;;;;;;;;1;;;;;;;;1
BZK;Rockview V.O.F.;;;;;;;;;1;;;;;;;;1
BZK;Roeda Mascini Smit Notarissen;;;;;;;;1;;;;;;;;;1
BZK;Roes en de Vries Notarissen;;;;;;;;1;;;;;;;;;1
BZK;Roessen & Roessen Opslag B.V.;;;;;;;;2;;;;;;;;;2
BZK;Roos vastgoedadvies;;;;;;;;1;;;;;;;;;1
BZK;Rosmalen Dakbedekkingen B.V.;;;;;;;;;1;;;;;;;;1
BZK;Rotterdam Airport Vastgoed B.V.;;;;;;;;;2;;;;;;;;2
BZK;Rouwenhorst & Rouwenhorst Netwerk Notarissen;;;;;;;;1;;;;;;;;;1
BZK;Rouwmaat Groenlo B.V.;;;;;;;;;1;;;;;;;;1
BZK;Royal Schiphol Group N.V.;;;;;;;;;;;;;;;;;
BZK;RPS advies- en ingenieursbureau B.V.;;;;;;;;2;3;;;;;;;;3
BZK;RPS Analyse B.V.;;;;;;;;;1;;;;;;;;1
BZK;RSK Netherlands;;;;;;;;;2;;;;;;;;2
BZK;Sagro Aannemingsmaatschappij Zeeland B.V.;;;;;;;;1;;;;;;;;;1
BZK;SAM Sloop-, asbest & milieuadvies B.V.;;;;;;;;2;;;;;;;;;2
BZK;San Tiro B.V.;;;;;;;;1;;;;;;;;;1
BZK;Saricon B.V.;;;;;;;;2;3;;;;;;;;3
BZK;SAS Office Genealogique Bovyn-Dechn;;;;;;;;2;;;;;;;;;2
BZK;Satellietkantoor Utrecht;;;;;;;;1;;;;;;;;;1
BZK;Sauer & Oonk Adviseurs & Notarissen LLP;;;;;;;;1;;;;;;;;;1
BZK;Schermer Installatietechniek;;;;;;;;;2;;;;;;;;2
BZK;Schietsportvereniging 'Het Markiezaat';;;;;;;;;4;;;;;;;;4
BZK;Schiphol Nederland B.V.;;;;;;;;;6;;;;;;;;6
BZK;Schokker Adviseur Bouw;;;;;;;;1;;;;;;;;;1
BZK;Scholengemeenschap De Rooi Pannen;;;;;;;;;3;;;;;;;;3
BZK;Schoonmaakbedrijf Jeurcrama B.V.;;;;;;;;;1;;;;;;;;1
BZK;Schot Van Loon Notariaat;;;;;;;;1;;;;;;;;;1
BZK;Schuiteman Elspeet;;;;;;;;;2;;;;;;;;2
BZK;Schutte Asbestinventarisaties;;;;;;;;1;;;;;;;;;1
BZK;Schuuring Installatie Techniek B.V.;;;;;;;;;7;;;;;;;;7
BZK;Search Milieu;;;;;;;;;3;;;;;;;;3
BZK;Sense 4 Media;;;;;;;;;1;;;;;;;;1
BZK;Sensz B.V.;;;;;;;;;1;;;;;;;;1
BZK;Services United B.V.;;;;;;;;;2;;;;;;;;2
BZK;Seydlitz Spanje B.V.;;;;;;;;1;;;;;;;;;1
BZK;SGS Nederland B.V.;;;;;;;;;2;;;;;;;;2
BZK;SGS Search Opleidingen B.V.;;;;;;;;1;;;;;;;;;1
BZK;Siemens Nederland N.V.;;;;;;;;;8;;;;;;;;8
BZK;SIGHT Landscaping B.V.;;;;;;;;;3;;;;;;;;3
BZK;Signa Notarissen B.V.;;;;;;;;2;;;;;;;;;2
BZK;Simons Botanisch Advies;;;;;;;;;2;;;;;;;;2
BZK;SITE Urban Development B.V.;;;;;;;;2;;;;;;;;;2
BZK;SK FireSafety Group B.V.;;;;;;;;;2;;;;;;;;2
BZK;Slangen Staal B.V.;;;;;;;;;1;;;;;;;;1
BZK;Sloop en Grondwerken M. Heezen B.V.;;;;;;;;;3;;;;;;;;3
BZK;Slotenexpert Meijering;;;;;;;;1;;;;;;;;;1
BZK;Smalbraak Notarissen B.V.;;;;;;;;1;;;;;;;;;1
BZK;SMD Architects & Consultants N.V.;;;;;;;;1;;;;;;;;;1
BZK;SMEETS & WEIJMER;;;;;;;;1;;;;;;;;;1
BZK;Smith Boeser Van Grafhorst B.V.;;;;;;;;1;;;;;;;;;1
BZK;Smits Van Burgst Beveiliging B.V.;;;;;;;;;1;;;;;;;;1
BZK;SMV Milieukundig Veldwerk B.V.;;;;;;;;;3;;;;;;;;3
BZK;Solid Services B.V.;;;;;;;;;1;;;;;;;;1
BZK;SPIE Infratechniek B.V.;;;;;;;;;3;;;;;;;;3
BZK;SPIE Nederland B.V.;;;;;;;;1;;;;;;;;;1
BZK;Sportbedrijf Rotterdam B.V.;;;;;;;;;4;;;;;;;;4
BZK;Sportfondsen Amsterdam-Oost B.V.;;;;;;;;;2;;;;;;;;2
BZK;Sportfondsen Amsterdam-West B.V.;;;;;;;;;1;;;;;;;;1
BZK;Städtische;;;;;;;;1;;;;;;;;;1
BZK;Stantec B.V.;;;;;;;;;1;;;;;;;;1
BZK;Staro Natuur en Buitengebied;;;;;;;;1;;;;;;;;;1
BZK;STEC Groep B.V.;;;;;;;;2;1;;;;;;;;2
BZK;Stedin;;;;;;;;;3;;;;;;;;3
BZK;Steegman Elektrotechniek B.V.;;;;;;;;;9;;;;;;;;9
BZK;Steen D. van der B.V.;;;;;;;;;3;;;;;;;;3
BZK;Steenhuijs Real Estate B.V.;;;;;;;;1;;;;;;;;;1
BZK;SteenhuisMeurs;;;;;;;;3;;;;;;;;;3
BZK;Stefan van Nuland Timmerwerk en Montage;;;;;;;;;4;;;;;;;;4
BZK;Stena Line B.V.;;;;;;;;;4;;;;;;;;4
BZK;Stepforward B.V.;;;;;;;;1;;;;;;;;;1
BZK;Sterel C.S. Abcoude B.V.;;;;;;;;1;;;;;;;;;1
BZK;Sterel C.S. B.V.;;;;;;;;2;;;;;;;;;2
BZK;Stg. European Invertebrate Survey Nederland;;;;;;;;;2;;;;;;;;2
BZK;Stibbe B.V.;;;;;;;;1;;;;;;;;;1
BZK;Sticht. Bewindv. en Administr. VBC Notarissen;;;;;;;;1;;;;;;;;;1
BZK;Sticht. R.K. Begraafplaatsen te 's-Gravenhage;;;;;;;;1;;;;;;;;;1
BZK;Stichting Achmea Rechtsbijstand;;;;;;;;1;;;;;;;;;1
BZK;Stichting ArchiNed;;;;;;;;;1;;;;;;;;1
BZK;Stichting Architectuur Lokaal;;;;;;;;;1;;;;;;;;1
BZK;Stichting Belangenbehartiging Reymerswael;;;;;;;;;;;;;;;;;
BZK;Stichting Bewaring Beleggingsfondsen ABP;;;;;;;;6;;;;;;;;;6
BZK;Stichting bij BIND;;;;;;;;1;;;;;;;;;1
BZK;Stichting Bodembeheer Nederland;;;;;;;;1;;;;;;;;;1
BZK;Stichting Bouwreflectie;;;;;;;;;1;;;;;;;;1
BZK;Stichting De Bouwcampus;;;;;;;;;4;;;;;;;;4
BZK;Stichting De Cirkel Raalte;;;;;;;;1;;;;;;;;;1
BZK;Stichting Deltares;;;;;;;;;2;;;;;;;;2
BZK;Stichting Dutch Design Foundation;;;;;;;;;1;;;;;;;;1
BZK;Stichting Economisch Instituut voor de Bouw;;;;;;;;;3;;;;;;;;3
BZK;Stichting In ArcadiÃ«;;;;;;;;3;;;;;;;;;3
BZK;Stichting Instituut voor Bouwrecht;;;;;;;;;1;;;;;;;;1
BZK;Stichting Kennis Gebiedsontwikkeling (SKG);;;;;;;;;1;;;;;;;;1
BZK;Stichting Monumentenwacht Gelderland;;;;;;;;1;;;;;;;;;1
BZK;Stichting Professional Experience Programme;;;;;;;;1;;;;;;;;;1
BZK;Stichting Rijksmuseum Twenthe;;;;;;;;1;;;;;;;;;1
BZK;Stichting Schuldsanering ATAB;;;;;;;;1;;;;;;;;;1
BZK;Stichting SVB-BGT;;;;;;;;;4;;;;;;;;4
BZK;Stichting Team Delft Solar Decathlon;;;;;;;;2;;;;;;;;;2
BZK;Stichting Ymere;;;;;;;;1;;;;;;;;;1
BZK;StoredEnergy B.V.;;;;;;;;1;;;;;;;;;1
BZK;Stouthart & Hilber notarissen;;;;;;;;1;;;;;;;;;1
BZK;Strukton Milieutechniek B.V.;;;;;;;;;4;;;;;;;;4
BZK;Stucadoorsbedrijf Semeijn;;;;;;;;1;;;;;;;;;1
BZK;Studio id+;;;;;;;;;1;;;;;;;;1
BZK;studio L A;;;;;;;;;1;;;;;;;;1
BZK;SUEZ RR IWS Remediation;;;;;;;;;3;;;;;;;;3
BZK;Superuse Studios NL B.V.;;;;;;;;2;;;;;;;;;2
BZK;Sustainable Outlook B.V.;;;;;;;;2;;;;;;;;;2
BZK;SVN Notarissen;;;;;;;;1;;;;;;;;;1
BZK;Sweco Nederland;;;;;;;;1;;;;;;;;;1
BZK;Sweco Nederland B.V.;;;;;;;;2;4;;;;;;;;4
BZK;T & A Survey Drone Services;;;;;;;;;1;;;;;;;;1
BZK;T&T Compet&t.b.v.;;;;;;;;1;;;;;;;;;1
BZK;Tauw B.V.;;;;;;;;6;4;;;;;;;;6
BZK;Te Biesebeek Advocaten B.V.;;;;;;;;1;;;;;;;;;1
BZK;Team 24 Vastgoedonderhoud B.V.;;;;;;;;;2;;;;;;;;2
BZK;Team2 Advies;;;;;;;;1;;;;;;;;;1
BZK;Techniplan Adviseurs B.V.;;;;;;;;2;;;;;;;;;2
BZK;Technisch Adviesburo Duinwijck;;;;;;;;;1;;;;;;;;1
BZK;Technisch Installatiebedrijf Rood B.V.;;;;;;;;;3;;;;;;;;3
BZK;Teepe Kersten B.V.;;;;;;;;1;;;;;;;;;1
BZK;Ten Berge Notarissen;;;;;;;;1;;;;;;;;;1
BZK;Terra Carta;;;;;;;;;2;;;;;;;;2
BZK;Terra Nostra B.V.;;;;;;;;;1;;;;;;;;1
BZK;TES Install.techn. Service & Onderhoud B.V.;;;;;;;;;2;;;;;;;;2
BZK;TES Installatietechniek Tilburg B.V.;;;;;;;;;5;;;;;;;;5
BZK;The Missing Link B.V.;;;;;;;;3;;;;;;;;;3
BZK;The Resources Factory B.V.;;;;;;;;2;;;;;;;;;2
BZK;The Three Engineers Consultants B.V.;;;;;;;;;2;;;;;;;;2
BZK;Things To Make And Do B.V.;;;;;;;;1;;;;;;;;;1
BZK;ThissenGroutarsVrancken Team Notarissen;;;;;;;;1;;;;;;;;;1
BZK;TiasNimbas Business School;;;;;;;;2;2;;;;;;;;3
BZK;Tiggelman Notariaat;;;;;;;;1;;;;;;;;;1
BZK;Tigra Zoetermeer;;;;;;;;1;;;;;;;;;1
BZK;Tjaden B.V.;;;;;;;;;1;;;;;;;;1
BZK;Toddshop.nl;;;;;;;;1;;;;;;;;;1
BZK;Toes Montage B.V.;;;;;;;;;2;;;;;;;;2
BZK;Tolhuis Rioolinspecties B.V.;;;;;;;;;1;;;;;;;;1
BZK;Tomlow + Partners Notarissen B.V.;;;;;;;;1;;;;;;;;;1
BZK;Torax B.V.;;;;;;;;;;;;;;;;;
BZK;Transiënt B.V.;;;;;;;;;2;;;;;;;;2
BZK;Trias Notarissen;;;;;;;;1;;;;;;;;;1
BZK;Trigion Beveiligingstechniek B.V.;;;;;;;;;2;;;;;;;;2
BZK;Trip Advocaten & Notarissen;;;;;;;;1;;;;;;;;;1
BZK;trium notarissen;;;;;;;;1;;;;;;;;;1
BZK;Troostwijk Taxaties B.V.;;;;;;;;;2;;;;;;;;2
BZK;TwynstraGudde;;;;;;;;;;;2;;;;;;2
BZK;Tyco Fire and Security Nederland B.V.;;;;;;;;;6;;;;;;;;6
BZK;Uitvaartverzorging Marius Terol V.O.F.;;;;;;;;1;;;;;;;;;1
BZK;Uitvaartverzorging Smorenburg B.V.;;;;;;;;1;;;;;;;;;1
BZK;Unica Datacenters B.V.;;;;;;;;;7;;;;;;;;7
BZK;Unica Installatietechniek;;;;;;;;;6;;;;;;;;6
BZK;Unlimited Supplies & Services;;;;;;;;;2;;;;;;;;2
BZK;Urban Sync B.V.;;;;;;;;1;;;;;;;;;1
BZK;Urhahn Urban Design B.V.;;;;;;;;2;;;;;;;;;2
BZK;V.O.F. Klift Roest Wonen;;;;;;;;;2;;;;;;;;2
BZK;V.O.F. Noest;;;;;;;;;1;;;;;;;;1
BZK;V.O.F. Thales Unica;;;;;;;;;4;;;;;;;;4
BZK;Vaccinatiezorg B.V.;;;;;;;;1;;;;;;;;;1
BZK;Van Beek Ingenieurs B.V.;;;;;;;;4;2;;;;;;;;4
BZK;Van Dam Technisch Beheer B.V.;;;;;;;;;1;;;;;;;;1
BZK;Van den Heuvel Aannemingsbedrijf B.V.;;;;;;;;;4;;;;;;;;4
BZK;Van der Bel Sloopwerken B.V.;;;;;;;;;5;;;;;;;;5
BZK;Van der Goes en Groot Adviesbureau B.V.;;;;;;;;1;2;;;;;;;;2
BZK;Van der Hoeven Milieu Service B.V.;;;;;;;;3;;;;;;;;;3
BZK;Van der Linden & Moers;;;;;;;;1;;;;;;;;;1
BZK;Van der Plas Vastgoed B.V.;;;;;;;;;1;;;;;;;;1
BZK;Van der Slikke Rentmeesters B.V.;;;;;;;;1;;;;;;;;;1
BZK;Van der Velden Rioleringsbeheer Nijmegen B.V.;;;;;;;;;1;;;;;;;;1
BZK;Van Dijk de Jongh Notarissen;;;;;;;;2;;;;;;;;;2
BZK;Van Dijk Geo- en Milieutechniek B.V.;;;;;;;;;1;;;;;;;;1
BZK;Van Drunen Installatiegroep B.V.;;;;;;;;;4;;;;;;;;4
BZK;Van Duin Installatie Management;;;;;;;;;1;;;;;;;;1
BZK;van Eijk Amoveer Techniek B.V.;;;;;;;;1;;;;;;;;;1
BZK;Van Gastel Notarissen;;;;;;;;1;;;;;;;;;1
BZK;Van Gelder Kabel-/Leiding-/Montagewerken B.V.;;;;;;;;;2;;;;;;;;2
BZK;van Grafhorst notarissen;;;;;;;;2;;;;;;;;;2
BZK;Van Hecke Houben Notarissen B.V.;;;;;;;;1;;;;;;;;;1
BZK;Van Heur Bouw & Onderhoud B.V.;;;;;;;;;7;;;;;;;;7
BZK;Van Hoeve Bedr./Agr. Mak., Tax./Adviesb. B.V.;;;;;;;;1;;;;;;;;;1
BZK;Van Hoogevest Architecten B.V.;;;;;;;;2;;;;;;;;;2
BZK;Van Lanschot Nannenga Naus Rentmeesters;;;;;;;;1;;;;;;;;;1
BZK;Van Lanschot Nannenga Naus Rentmeesters B.V.;;;;;;;;1;;;;;;;;;1
BZK;Van Lenning Notariaat B.V.;;;;;;;;1;;;;;;;;;1
BZK;Van Lierop B.V.;;;;;;;;1;;;;;;;;;1
BZK;Van Meerwijk Holding B.V.;;;;;;;;1;;;;;;;;;1
BZK;Van Mourik & De Bie Notarissen B.V.;;;;;;;;1;;;;;;;;;1
BZK;Van Oort Bodemonderzoek B.V.;;;;;;;;1;;;;;;;;;1
BZK;Van Santen Advies;;;;;;;;2;;;;;;;;;2
BZK;Van Santen Advies B.V.;;;;;;;;2;;;;;;;;;2
BZK;Van Solkema Notaris;;;;;;;;1;;;;;;;;;1
BZK;Van Steijn Schilderwerken B.V.;;;;;;;;1;;;;;;;;;1
BZK;Van Stenis Notarishuis B.V.;;;;;;;;1;;;;;;;;;1
BZK;Van Stipdonk Landschapsinrichting B.V.;;;;;;;;;1;;;;;;;;1
BZK;Van Weeghel Doppenberg Kamps Notarissen;;;;;;;;1;;;;;;;;;1
BZK;Van Wijnen Vastgoedbeheer Noord B.V.;;;;;;;;;7;;;;;;;;7
BZK;Vanderhelm Milieubeheer B.V.;;;;;;;;;1;;;;;;;;1
BZK;Vastgoed Rietveld B.V.;;;;;;;;4;;;;;;;;;4
BZK;Veerkracht Asbest B.V.;;;;;;;;2;;;;;;;;;2
BZK;Venduehuis der Notarissen te 's-Gravenhage;;;;;;;;1;;;;;;;;;1
BZK;Ver. van App.eig. Tongelresestraat Eindhoven;;;;;;;;1;;;;;;;;;1
BZK;Verdonck, Klooster & Associates B.V.;;;;;;;;2;;;;;;;;;2
BZK;Verhagen Netwerk Notarissen;;;;;;;;1;;;;;;;;;1
BZK;Verheij Groenvoorzieningen B.V.;;;;;;;;;3;;;;;;;;3
BZK;Verhoeve Milieu en Water B.V.;;;;;;;;;2;;;;;;;;2
BZK;Verschoor Bouwservice B.V.;;;;;;;;;3;;;;;;;;3
BZK;Verschueren Beheer B.V.;;;;;;;;1;;;;;;;;;1
