identificatie_namespace;identificatie_lokaalid;objectbegintijd;objecteindtijd;tijdstipregistratie;eindregistratie;lv-publicatiedatum;bronhouder;inonderzoek;relatievehoogteligging;bgt-status;plus-status;identificatieBAGPND;geometrie
NL.IMGeo;G0363.8987f6705ea347b8ba1237272854ce41;20051223;;2,01404E+13;;2,01603E+13;G0363;N;0;bestaand;;3,631E+14;POLYGON ((116979.293 485825.528,116976.188 485825.491,116975.13 485825.479,116975.198 485819.031,116976.561 485819.047,116979.368 485819.079,116979.293 485825.528))
NL.IMGeo;G0362.1b97c96c92074fdf9f3fc6a8b766de30;20160523;;2,01606E+13;;2,01606E+13;G0362;N;0;bestaand;;3,621E+14;POLYGON ((118336.902 477804.016,118336.698 477804.062,118336.615 477803.759,118331.568 477804.912,118328.766 477792.673,118334.03 477791.471,118336.902 477804.016))
NL.IMGeo;G0362.185586dce6d24127a5c723e7b1cc6dd7;20141031;;2,01812E+13;;2,01812E+13;G0362;N;0;bestaand;;3,621E+14;POLYGON ((116887.59 477514.241,116877.068 477519.144,116875.163 477515.057,116876.795 477514.297,116874.788 477509.992,116884.855 477505.297,116886.901 477509.686,116885.724 477510.235,116886.381 477511.645,116886.103 477511.775,116887.08 477513.879,116887.361 477513.748,116887.59 477514.241))
NL.IMGeo;G0362.1e9a6a1dd23f4e84876f90bc0f05182b;20141031;;2,01812E+13;;2,01812E+13;G0362;N;0;bestaand;;3,621E+14;POLYGON ((117086.044 477385.93,117078.509 477389.446,117076.228 477384.546,117083.766 477381.033,117086.044 477385.93))
NL.IMGeo;G0362.7196e5314a7047f8883ef6c682058252;20141031;;2,01812E+13;;2,01812E+13;G0362;N;0;bestaand;;3,621E+14;POLYGON ((117089.65 476776.495,117079.856 476781.068,117076.689 476774.268,117085.935 476769.943,117087.27 476772.808,117086.726 476773.061,117087.232 476774.147,117088.323 476773.649,117088.496 476774.02,117088.225 476774.147,117089.277 476776.404,117089.548 476776.277,117089.65 476776.495))
NL.IMGeo;G0362.bced35b868af4f02a96bff51f79a6d1b;20141031;;2,01812E+13;;2,01812E+13;G0362;N;0;bestaand;;3,621E+14;POLYGON ((117167.814 477720.207,117167.962 477720.526,117161.247 477723.73,117159.023 477718.95,117165.743 477715.756,117167.814 477720.207))
NL.IMGeo;G0362.fd2b01b3a1934a3eb1db0aeb073d0e1d;20141031;;2,01812E+13;;2,01812E+13;G0362;N;0;bestaand;;3,621E+14;POLYGON ((117127.319 477709.626,117118.269 477713.886,117116.013 477709.038,117117.075 477708.541,117117.185 477708.689,117118.473 477708.136,117118.363 477707.804,117125.057 477704.766,117127.319 477709.626))
NL.IMGeo;G0362.4f720f4e110046c7af4db24df77d3382;20141031;;2,01812E+13;;2,01812E+13;G0362;N;0;bestaand;;3,621E+14;POLYGON ((118755.626 481516.66,118755.367 481504.402,118764.359 481504.201,118764.406 481506.19,118768.395 481506.108,118768.54 481512.632,118764.541 481512.721,118764.624 481516.46,118758.363 481516.599,118758.381 481518.267,118754.853 481518.371,118754.816 481516.678,118755.626 481516.66))
NL.IMGeo;G0362.013b31e78b7f428d8f4f7f826069227b;20141031;;2,01812E+13;;2,01812E+13;G0362;N;0;bestaand;;3,621E+14;POLYGON ((119634.957 481342.742,119634.688 481342.753,119634.674 481342.454,119630.621 481342.632,119629.509 481342.68,119629.522 481342.979,119629.253 481342.992,119629.06 481338.585,119629.329 481338.574,119629.343 481338.873,119634.508 481338.647,119634.495 481338.348,119634.764 481338.337,119634.824 481339.696,119634.957 481342.742))
NL.IMGeo;G0362.09cbc3a6f0d842fdb4088d2d5f7181d4;20141031;;2,01812E+13;;2,01812E+13;G0362;N;0;bestaand;;3,621E+14;POLYGON ((118943.124 480931.323,118933.377 480931.739,118931.599 480931.821,118931.609 480931.871,118931.405 480931.913,118930.777 480928.919,118930.868 480928.9,118930.982 480928.876,118931.203 480929.92,118933.68 480929.805,118933.639 480928.896,118933.439 480928.906,118933.273 480925.751,118933.103 480925.758,118933.093 480925.548,118942.84 480925.146,118942.844 480925.219,118942.645 480925.229,118942.736 480927.217,118942.79 480928.385,118942.879 480928.381,118942.884 480928.481,118943.008 480931.188,118943.117 480931.182,118943.124 480931.323))
NL.IMGeo;G0362.1b062050e3b24cadb74356f6058535f5;20141031;;2,01812E+13;;2,01812E+13;G0362;N;0;bestaand;;3,621E+14;POLYGON ((120366.812 480418.343,120357.372 480418.598,120357.215 480412.53,120366.646 480412.275,120366.812 480418.343))
NL.IMGeo;G0362.1e237ce327354eb582e3c99f3430ffe3;20141031;;2,01812E+13;;2,01812E+13;G0362;N;0;bestaand;;3,621E+14;POLYGON ((118675.469 480241.777,118667.712 480241.996,118667.694 480241.364,118667.178 480240.778,118667.139 480239.379,118667.621 480238.765,118667.557 480236.488,118675.285 480236.269,118675.469 480241.777))
NL.IMGeo;G0362.233f78541a854291ab5893ba70a33243;20141031;;2,01812E+13;;2,01812E+13;G0362;N;0;bestaand;;3,621E+14;POLYGON ((117833.168 480224.61,117823.993 480224.034,117824.201 480220.731,117824.954 480220.071,117825.12 480217.72,117827.387 480217.83,117827.435 480217.142,117831.234 480217.384,117831.204 480218.055,117833.506 480218.201,117833.168 480224.61))
NL.IMGeo;G0362.23a1529db9494de7967b9d2b4c8ac4ec;20141031;;2,01812E+13;;2,01812E+13;G0362;N;0;bestaand;;3,621E+14;POLYGON ((118924.963 481474.857,118918.776 481475.197,118918.255 481465.14,118920.987 481464.99,118921.509 481464.462,118923.156 481464.371,118923.682 481464.842,118924.444 481464.8,118924.963 481474.857))
NL.IMGeo;G0362.25587834364445b39101848c6260ef9a;20141031;;2,01812E+13;;2,01812E+13;G0362;N;0;bestaand;;3,621E+14;POLYGON ((118972.845 480979.54,118963.821 480979.947,118963.55 480974.152,118972.581 480973.742,118972.845 480979.54))
