FID,raai,vaknr,raainr,bkl,tkl,tklminbkl,trend,snijding,opmerkingen,symbol,se_anno_cad_data,gdb_geomattr_data,shape
trend_2012_50.1,601190,6,1190,104,117.2,13.2,-1.361,2021,- - - - 5 6,3,,,"POLYGON ((108674.95600000024 561241.2630000003, 108742.3440000005 561231.7919999994, 108715.90100000054 561043.6409999989, 108648.51300000027 561053.1119999997, 108674.95600000024 561241.2630000003))"
trend_2012_50.2,601210,6,1210,103,105.5,2.5,-3.366,2012,- - - - 5 6,3,,,"POLYGON ((108702.95600000024 561438.2630000003, 108869.61800000072 561414.8399999999, 108843.17500000075 561226.6889999993, 108676.51300000027 561250.1119999997, 108702.95600000024 561438.2630000003))"
trend_2012_50.3,601230,6,1230,96,119.2,23.2,0.222,-,- - - - 5 6,1,,,"POLYGON ((108704.51300000027 561447.1119999997, 108693.52100000158 561448.6570000015, 108719.96400000155 561636.8079999983, 108730.95600000024 561635.2630000003, 108704.51300000027 561447.1119999997))"
trend_2012_50.4,601249,6,1249,99,116.3,17.3,-0.413,>2022,- - - - 5 6,3,,,"POLYGON ((108777.50200000033 561869.0670000017, 108797.77199999988 561865.1270000003, 108761.51900000125 561678.6180000007, 108741.24799999967 561682.5579999983, 108777.50200000033 561869.0670000017))"
trend_2012_50.5,601269,6,1269,101,100,-1,-2.57,-,1 - - - 5 6,4,,,"POLYGON ((108814.50200000033 562065.0670000017, 108940.6409999989 562040.5480000004, 108904.38699999824 561854.0390000008, 108778.24799999967 561878.5579999983, 108814.50200000033 562065.0670000017))"
trend_2012_50.6,601289,6,1289,97,106.2,9.2,0.029,-,- - - - 5 6,1,,,"POLYGON ((108815.2490000017 562076.5579999983, 108813.82499999925 562076.8350000009, 108850.07899999991 562263.3440000005, 108851.50200000033 562263.0670000017, 108815.2490000017 562076.5579999983))"
trend_2012_50.7,601298,6,1298,87,93.6,6.6,-2.269,2014,- - - - 5 6,3,,,"POLYGON ((108888.50200000033 562459.0670000017, 108999.86699999869 562437.4200000018, 108963.61400000006 562250.9109999985, 108852.24799999967 562272.5579999983, 108888.50200000033 562459.0670000017))"
trend_2012_50.8,601312,6,1312,90,122,32,-1.315,>2022,- - - - 5 6,3,,,"POLYGON ((108946.68600000069 562689.1149999984, 109010.48299999908 562673.2089999989, 108964.51799999923 562488.8530000001, 108900.72100000083 562504.7589999996, 108946.68600000069 562689.1149999984))"
trend_2012_50.9,300600,3,600,575,968.4,393.4,-12.826,>2022,- - - - - -,3,,,"POLYGON ((173743.53400000185 609194.3590000011, 173754.7259999998 608553.1559999995, 173584.75200000033 608550.1900000013, 173573.55999999866 609191.3920000009, 173743.53400000185 609194.3590000011))"
trend_2012_50.10,300620,3,620,540,890.6,350.6,-18.945,>2022,- - - - - -,3,,,"POLYGON ((173928.04199999943 609201.3420000002, 173954.21700000018 608451.7989999987, 173784.3200000003 608445.8660000004, 173758.14600000158 609195.4090000018, 173928.04199999943 609201.3420000002))"
trend_2012_50.11,300640,3,640,475,807.6,332.6,-25.467,>2022,- - - - - -,3,,,"POLYGON ((174128.04199999943 609207.3420000002, 174154.21599999815 608457.7989999987, 173984.3200000003 608451.8660000004, 173958.14499999955 609201.4090000018, 174128.04199999943 609207.3420000002))"
trend_2012_50.12,300660,3,660,425,755.1,330.1,-28.125,>2022,- - - - - -,3,,,"POLYGON ((174328.04199999943 609213.3409999982, 174354.21700000018 608463.7980000004, 174184.3200000003 608457.8649999984, 174158.14600000158 609207.4079999998, 174328.04199999943 609213.3409999982))"
trend_2012_50.13,1101440,11,1440,140,165.59391233,25.59391233,-2.376,2022,- - 3 - - -,3,,,"POLYGON ((62756.03400000185 430291.6620000005, 62855.66800000146 430356.36499999836, 62948.256999999285 430213.79100000113, 62848.62200000137 430149.0879999995, 62756.03400000185 430291.6620000005))"
trend_2012_50.14,1101460,11,1460,153,181.99780274,28.99780274,-2.791,2022,- - 3 - - -,3,,,"POLYGON ((62874.4290000014 430109.2809999995, 62990.12200000137 430187.31599999964, 63085.18499999866 430046.37999999896, 62969.49199999869 429968.3440000005, 62874.4290000014 430109.2809999995))"
trend_2012_50.15,1101480,11,1480,147,191.83847671,44.83847671,-1.498,>2022,- - 3 - - -,3,,,"POLYGON ((62977.03400000185 429958.6620000005, 63039.85000000149 429999.4549999982, 63132.438999999315 429856.881000001, 63069.62200000137 429816.0879999995, 62977.03400000185 429958.6620000005))"
trend_2012_50.16,1101500,11,1500,139,188.79964384,49.79964384,-1.44,>2022,- - 3 - - -,3,,,"POLYGON ((63072.0540000014 429821.8280000016, 63133.76999999955 429858.91099999845, 63221.32699999958 429713.19200000167, 63159.609999999404 429676.1099999994, 63072.0540000014 429821.8280000016))"
trend_2012_50.17,1101520,11,1520,65,109.91323288,44.91323288,-1.81,>2022,- - 3 - - -,3,,,"POLYGON ((62969.8200000003 430201.2270000018, 63060.1959999986 430196.4910000004, 63051.29899999872 430026.72399999946, 62960.92300000042 430031.4600000009, 62969.8200000003 430201.2270000018))"
trend_2012_50.18,1101540,11,1540,-54,17.11070137,71.11070137,-0.702,>2022,- - 3 - - -,3,,,"POLYGON ((62960.8200000003 430001.2270000018, 62995.870999999344 429999.3900000006, 62986.97399999946 429829.6229999997, 62951.92199999839 429831.4600000009, 62960.8200000003 430001.2270000018))"
trend_2012_50.19,1101560,11,1560,-83,-26.84869041,56.15130959,-4.476,>2022,- - 3 - - -,3,,,"POLYGON ((62950.8200000003 429802.2270000018, 63174.31300000101 429790.5150000006, 63165.41600000113 429620.7470000014, 62941.92300000042 429632.4600000009, 62950.8200000003 429802.2270000018))"
trend_2012_50.20,1101580,11,1580,-74,-38.81014247,35.18985753,-2.766,>2022,- - 3 - - -,3,,,"POLYGON ((62941.8200000003 429602.2270000018, 63079.9299999997 429594.98900000006, 63071.03299999982 429425.22199999914, 62932.92300000042 429432.4600000009, 62941.8200000003 429602.2270000018))"
trend_2012_50.21,1101600,11,1600,-29,7.30655342,36.30655342,-4.164,2020,- - 3 - - -,3,,,"POLYGON ((62932.8200000003 429402.2270000018, 63140.734999999404 429391.33100000024, 63131.83700000122 429221.5639999993, 62923.92300000042 429232.4600000009, 62932.8200000003 429402.2270000018))"
trend_2012_50.22,1200300,12,300,521,632.83881644,111.83881644,-3.216,>2022,- - - - - -,3,,,"POLYGON ((61789.20899999887 428281.9539999999, 61683.71499999985 428160.59600000083, 61555.414000000805 428272.1270000003, 61660.90799999982 428393.4840000011, 61789.20899999887 428281.9539999999))"
trend_2012_50.23,1200320,12,320,505,686.04280548,181.04280548,-4.138,>2022,- - - - - -,3,,,"POLYGON ((61637.20899999887 428411.9539999999, 61501.46999999881 428255.8040000014, 61373.17000000179 428367.33399999887, 61508.90799999982 428523.4840000011, 61637.20899999887 428411.9539999999))"
trend_2012_50.24,1200325,12,325,503,750.22070685,247.22070685,-2.946,>2022,- - - - - -,3,,,"POLYGON ((61466.89900000021 428559.3779999986, 61391.03400000185 428433.1169999987, 61245.31500000134 428520.6739999987, 61321.1799999997 428646.93499999866, 61466.89900000021 428559.3779999986))"
trend_2012_50.25,1200330,12,330,548,946.22944658,398.22944658,-3.126,>2022,- - - - - -,3,,,"POLYGON ((61253.89400000125 428674.6160000004, 61200.436000000685 428527.7419999987, 61040.68800000101 428585.88500000164, 61094.14600000158 428732.76000000164, 61253.89400000125 428674.6160000004))"
trend_2012_50.26,1200350,12,350,576,1229.90764384,653.90764384,-4.78,>2022,- - - - - -,3,,,"POLYGON ((61067.89400000125 428742.6160000004, 60986.15100000054 428518.02899999917, 60826.403000000864 428576.1730000004, 60908.14600000158 428800.7589999996, 61067.89400000125 428742.6160000004))"
trend_2012_50.27,301520,3,1520,-22,45.31918356,67.31918356,2.639,-,- - 3 - 5 -,1,,,"POLYGON ((182696.49399999902 609680.5870000012, 182687.2890000008 609812.2149999999, 182886.80200000107 609826.1669999994, 182896.00699999928 609694.5379999988, 182696.49399999902 609680.5870000012))"
trend_2012_50.28,301540,3,1540,-12,56.75943014,68.75943014,1.744,-,- - 3 - 5 -,1,,,"POLYGON ((182877.2250000015 609694.4719999991, 182869.6240000017 609781.3399999999, 183068.86300000176 609798.7710000016, 183076.46400000155 609711.9030000009, 182877.2250000015 609694.4719999991))"
